Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,Design,Heating,Total number of floors,Condition,PENB,Age,Front garden,Renovation,New building,Administration fee,Developer name,Project name,Kód jednotky
536102,"CZK 14,500",50.0225996,14.4945038,"Zlešická, Prague - Chodov",1 bedroom with open-plan kitchen,47 m²,,Partially furnished,6,No,No,No,No,No,Yes,No,01. 03. 2022,189,759,214,857,522,664,235,520,333,61,"CZK 15,000",Personal,Prefab concrete building,Standard materials and solutions,Central heating,Middle floor,Good,C,10 to 30 years years,,Overall,,,,,
704342,"CZK 16,000",50.04299,14.44352,"Kremličkova, Prague - Krč",2 bedroom,67 m²,"CZK 2,200",Furnished,4,No,No,No,No,No,No,No,01. 03. 2022,268,251,149,449,234,284,364,207,765,302,"CZK 18,200",Cooperative,Prefab concrete building,Standard materials and solutions,Geothermal heat pump,Middle floor,Good,G,,,,,,,,
644008,"CZK 12,000",50.061926,14.443129,"Svatoslavova, Prague - Nusle",2 bedroom,62 m²,CZK 800,Partially furnished,3,No,No,Yes,No,No,No,No,01. 03. 2022,184,599,201,305,247,328,448,822,384,346,"CZK 12,000",Personal,Brick building,,Other,Top floor,Good,,,60 m²,,,,,,
704362,"CZK 13,500",50.05718,14.55421,"V Osikách, Prague - Dolní Měcholupy",Studio,40 m²,"CZK 2,500",Furnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,508,547,664,736,"1,435",799,"1,038",,,,"CZK 30,000",Personal,Other,,,,Excellent,G,,,,,,,,
700383,"CZK 20,000",50.08311,14.46721,"Olšanská, Prague - Žižkov",1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,Yes,No,No,21. 01. 2022,214,230,354,748,333,259,644,492,337,410,"CZK 20,000",Personal,Other,,Central heating,Top floor,Excellent,G,1 to 10 years years,,,,,,,
703714,"CZK 17,000",50.11498,14.62655,"Ve Žlíbku, Prague - Horní Počernice",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Furnished,2,Yes,Yes,Yes,No,Yes,No,Yes,01. 02. 2022,206,"1,466",533,785,229,901,423,639,,,"CZK 17,000",Personal,Brick building,,,,Excellent,B,,,,,,,,
403607,"CZK 12,500",50.102335,14.445112,"Tovární, Prague - Holešovice",1 bedroom,32 m²,"CZK 1,500",Furnished,2,No,No,Yes,No,No,Yes,No,05. 02. 2022,163,205,202,443,174,110,138,290,568,91,"CZK 13,000",Personal,Brick building,,Other,Middle floor,,,,,Interior,,,,,
703712,"CZK 17,500",50.06745,14.40788,"Na Valentince, Prague - Smíchov",1 bedroom with open-plan kitchen,47 m²,"CZK 2,500",Unfurnished,4,No,Yes,No,No,No,Yes,No,01. 02. 2022,132,600,326,571,182,496,845,"1,083",589,338,"CZK 35,000",Personal,Other,,Gas boiler,Middle floor,New build,G,,,,,,,,
425445,"CZK 11,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,22 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 12. 2021,96,"1,112",343,721,186,792,491,465,675,180,"CZK 13,500",Personal,Brick building,,,,Excellent,,1 to 10 years years,,Overall,,,,,
699860,"CZK 14,000",50.07791,14.47677,"Vinohradská, Prague - Vinohrady",1 bedroom,42 m²,"CZK 1,800",Partially furnished,5,No,No,No,No,No,Yes,No,19. 01. 2022,28,983,14,484,50,16,739,858,172,150,"CZK 12,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
703700,"CZK 17,500",50.10811,14.44456,"Plynární, Prague - Holešovice",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,No,No,No,25. 01. 2022,168,658,261,670,72,147,351,"1,013",379,279,"CZK 17,500",Personal,Brick building,,,,Excellent,C,,,,,,,,
652319,"CZK 12,000",50.030265,14.369977,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,41 m²,"CZK 2,737",Furnished,5,No,No,No,No,No,No,No,01. 07. 2021,10,789,155,787,137,779,275,156,490,261,"CZK 30,000",Personal,Prefab concrete building,,,,Excellent,C,,,,,,,,
703689,"CZK 8,000",50.07485,14.49166,"Nad Primaskou, Prague - Strašnice",Small studio,19 m²,"CZK 1,800",Unfurnished,3,No,No,Yes,No,No,No,No,01. 03. 2022,145,226,123,194,139,170,134,452,649,183,"CZK 9,800",Personal,Brick building,,,,Excellent,G,,,,,,,,
613482,"CZK 13,000",50.069526,14.369954,"Pod Kavalírkou, Prague - Košíře",1 bedroom,62 m²,"CZK 3,000",Partially furnished,5,No,No,No,No,No,No,No,04. 04. 2022,125,488,133,221,31,118,264,"1,202",584,120,"CZK 13,000",Personal,Brick building,Standard materials and solutions,,Attic,Excellent,G,,,,,,,,
698035,"CZK 27,000",50.00671,14.4619,"Šátalská, Prague - Libuš",3 bedroom with open-plan kitchen,109 m²,"CZK 5,500",Furnished,4,Yes,No,No,No,No,Yes,Yes,04. 01. 2022,269,491,238,147,390,581,"1,424","1,036",,,"CZK 58,000",Personal,Other,,,,Excellent,G,,,,,,,,
535247,"CZK 11,000",50.1196295,14.4696921,"Davídkova, Prague - Libeň",Studio,37 m²,"CZK 3,000",Furnished,2,Yes,No,Yes,No,No,No,No,01. 10. 2021,45,977,443,"1,170",400,579,706,"1,011","1,444",553,"CZK 14,000",Personal,Other,,Central heating,Middle floor,Excellent,C,1 to 10 years years,,,,,,,
703686,"CZK 14,800",50.0852,14.37356,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,60 m²,"CZK 3,600",Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,176,793,266,456,252,159,187,292,464,347,"CZK 28,000",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,Excellent,G,,,,,,,,
704315,"CZK 15,000",50.1045706,14.4893271,"Ocelářská, Prague - Libeň",Studio,55 m²,"CZK 2,500",Furnished,1,No,No,No,No,Yes,No,No,01. 02. 2022,185,226,227,43,226,242,366,695,326,26,"CZK 30,000",Personal,Brick building,,,,New build,A,,,,,,,,
704312,"CZK 18,500",50.10623,14.56041,"Cíglerova, Prague - Černý Most",3 bedroom,72 m²,"CZK 3,500",Partially furnished,6,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,45,163,47,"1,459",382,220,270,645,"1,109",254,"CZK 22,000",Personal,Prefab concrete building,,District heating,,Excellent,B,,,Interior,,,,,
704306,"CZK 11,000",50.0383,14.411,"Ke Krči, Prague - Braník",1 bedroom with open-plan kitchen,41 m²,"CZK 3,600",Partially furnished,3,No,No,No,No,No,No,No,07. 02. 2022,174,270,110,261,544,177,450,"1,412",426,,"CZK 22,000",Personal,Brick building,,,,Excellent,D,,,,,,,,
704301,"CZK 13,000",50.02451,14.43728,"Novodvorská, Prague - Braník",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,25. 02. 2022,211,282,242,255,329,308,735,380,912,375,"CZK 15,000",Personal,Prefab concrete building,,,,Excellent,G,,,,,,,,
442780,"CZK 28,000",50.0692087,14.4169822,"Plavecká, Prague - Nové Město",2 bedroom with open-plan kitchen,73 m²,"CZK 1,500",Furnished,5,No,No,Yes,No,No,Yes,No,01. 03. 2022,279,838,114,279,44,274,132,196,186,169,"CZK 28,000",Personal,Brick building,,Gas boiler,Middle floor,Excellent,,,,Overall,,,,,
703620,"CZK 14,000",50.00346,14.46193,"Výletní, Prague - Písnice",1 bedroom with open-plan kitchen,44 m²,"CZK 3,300",Partially furnished,1,No,No,No,No,No,Yes,No,24. 01. 2022,243,794,174,156,421,425,888,,,,"CZK 42,000",Personal,Prefab concrete building,,,,Excellent,D,,,,,,,,
703621,"CZK 21,000",50.07136,14.34778,"Kudrnova, Prague - Motol",1 bedroom with open-plan kitchen,87 m²,"CZK 4,300",Partially furnished,4,No,Yes,Yes,No,No,Yes,Yes,14. 02. 2022,397,30,36,442,"1,023",677,642,,,,"CZK 42,000",Personal,Brick building,,Central heating,Middle floor,Excellent,C,,,,,,,,
703606,"CZK 13,000",50.0396,14.55988,"Lessnerova, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,6,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,95,196,132,161,230,141,304,398,759,126,"CZK 39,000",Personal,Prefab concrete building,,,,Excellent,A,,,,,,,,
704274,"CZK 13,000",50.10673,14.54134,"Poděbradská, Prague - Hloubětín",2 bedroom,47 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 02. 2022,50,341,237,360,257,372,411,206,576,174,"CZK 18,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
704254,"CZK 10,900",50.05755,14.42509,"Na Dolinách, Prague - Podolí",Studio,26 m²,"CZK 1,900",Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,129,515,88,393,186,493,411,525,390,281,"CZK 19,200",Cooperative,Brick building,,,,Excellent,G,,,,,,,,
415260,"CZK 11,000",50.0363164,14.4206703,"Pod Zemankou, Prague - Braník",2 bedroom,80 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,31. 01. 2022,549,939,784,455,884,711,624,624,,,,Personal,Brick building,,,,,,,,,,,,,
703549,"CZK 20,000",50.0464,14.32166,"Kettnerova, Prague - Stodůlky",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,Yes,No,Yes,No,24. 01. 2022,44,979,214,225,411,217,552,110,473,101,"CZK 40,000",Personal,Prefab concrete building,Premium materials and solutions,District heating,Middle floor,Excellent,G,,,Interior,,,,,
704250,"CZK 17,000",50.0947805,14.463317,"Molákova, Prague - Karlín",1 bedroom with open-plan kitchen,35 m²,,,7,No,No,No,Yes,No,Yes,No,01. 01. 1970,239,"1,160",399,900,165,781,84,772,831,289,"CZK 40,000",Personal,Prefab concrete building,,,,,,,,,,,,,
498334,"CZK 11,000",50.026953342758,14.427036993918,"Vavřenova, Prague - Braník",1 bedroom with open-plan kitchen,53 m²,"CZK 5,500",Partially furnished,7,Yes,No,No,No,No,No,No,01. 03. 2022,240,727,390,713,248,309,378,320,"1,305",115,"CZK 30,000",Personal,Prefab concrete building,Standard materials and solutions,,Middle floor,Excellent,,,,Overall,,,,,
95646,"CZK 20,000",50.0893807,14.4450545,"pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,70 m²,"CZK 4,000",Furnished,5,No,No,No,No,Yes,Yes,No,01. 04. 2022,171,665,304,594,5,568,218,873,680,216,"CZK 24,000",Personal,Brick building,Premium materials and solutions,Central heating,Top floor,New build,,,,Interior,,,,,
704247,"CZK 13,000",50.13373,14.51058,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,40 m²,"CZK 3,559",Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 03. 2022,97,753,403,335,416,420,281,383,249,43,"CZK 13,000",Personal,Brick building,,,,New build,B,,,,,,,,
704244,"CZK 13,000",50.10382,14.47972,"Sokolovská, Prague - Libeň",2 bedroom,55 m²,CZK 600,Partially furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,85,233,81,292,131,390,428,431,93,325,"CZK 13,500",Personal,Brick building,,,,Excellent,G,,,,,,,,
704242,"CZK 18,000",50.02278,14.45455,"Sládkovičova, Prague - Krč",3 bedroom with open-plan kitchen,88 m²,"CZK 4,000",Partially furnished,7,No,No,No,Yes,No,Yes,No,29. 01. 2022,296,652,540,222,187,604,"1,093",590,629,,"CZK 30,000",Personal,Prefab concrete building,,,Middle floor,Excellent,G,,,,,,,,
704231,"CZK 21,000",50.0748176,14.4304272,"Legerova, Prague - Vinohrady",3 bedroom,93 m²,"CZK 1,000",Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,38,479,96,111,88,174,377,451,399,466,"CZK 21,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 6,000",Unfurnished,2,No,No,No,No,No,No,No,01. 02. 2022,181,650,164,189,30,299,194,515,511,452,"CZK 38,000",Personal,Brick building,,,,,,,,,,,,,
704232,"CZK 14,500",50.15563,14.51738,"Bermanova, Prague - Čakovice",1 bedroom with open-plan kitchen,55 m²,"CZK 5,300",Furnished,6,Yes,No,No,No,Yes,Yes,Yes,31. 01. 2022,425,853,71,97,"1,357",714,145,178,,,"CZK 39,600",Personal,Other,,,,New build,B,,,,,,,,
620328,"CZK 21,000",50.08553055,14.410704804813,Prague - Staré Město,1 bedroom with open-plan kitchen,74 m²,"CZK 3,800",Furnished,3,Yes,No,No,No,No,Yes,No,01. 02. 2022,532,419,209,398,87,805,455,567,735,178,"CZK 42,000",Personal,Brick building,Premium materials and solutions,Gas boiler,Middle floor,Excellent,G,,,Overall,,,,,
406938,"CZK 14,000",50.0568155,14.3279016,"Za Mototechnou, Prague - Stodůlky",2 bedroom with open-plan kitchen,70 m²,"CZK 4,000",Partially furnished,2,No,No,No,Yes,No,No,No,,307,502,"1,494",815,"1,162","1,461","1,139",739,418,,"CZK 16,000",Other,Other,,Other,,Good,G,10 to 30 years years,,,,,,,
605618,"CZK 14,800",50.071305,14.474587,"Bajkalská, Prague - Vršovice",2 bedroom,59 m²,"CZK 2,700",Partially furnished,1,No,No,No,No,No,Yes,No,29. 01. 2022,233,195,241,464,195,285,321,306,398,242,"CZK 17,500",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,Excellent,B,1 to 10 years years,,Overall,,,,,
698268,"CZK 11,500",50.02404,14.5142,"Zdiměřická, Prague - Chodov",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,11,No,No,No,No,No,No,No,06. 01. 2022,68,"1,024",221,322,255,174,579,299,,,"CZK 11,500",Cooperative,Prefab concrete building,,,,Good,G,,,,,,,,
699596,"CZK 21,000",50.05929,14.42296,"Ve Svahu, Prague - Podolí",2 bedroom,62 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,Yes,No,No,01. 03. 2022,258,281,219,271,164,259,298,366,309,265,"CZK 30,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
648210,"CZK 13,000",50.03213,14.60946,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 01. 1970,209,"1,046",213,"1,055",554,999,571,"1,075",716,256,"CZK 17,000",Personal,Brick building,,Gas boiler,,New build,G,10 to 30 years years,,,,,,,
265681,"CZK 9,700",50.0577867,14.4946574,"Jetelová, Prague - Záběhlice",Studio,28 m²,"CZK 2,300",Partially furnished,4,No,No,No,Yes,No,Yes,No,01. 02. 2022,119,673,233,948,396,242,372,865,166,186,"CZK 15,000",Personal,Other,Standard materials and solutions,District heating,Middle floor,Excellent,B,1 to 10 years years,,Overall,,,,,
569404,"CZK 16,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,62 m²,"CZK 3,900",Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,216,901,469,674,542,358,459,533,"1,259",368,"CZK 30,000",Personal,Brick building,,Central heating,Middle floor,,B,1 to 10 years years,,,Yes,,,,
704213,"CZK 13,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,54 m²,"CZK 3,200",Furnished,1,Yes,No,Yes,No,No,No,Yes,30. 01. 2022,355,262,265,205,155,306,637,827,"1,325",333,"CZK 25,000",Personal,Brick building,,,,Excellent,A,,,,,,,,
700638,"CZK 15,500",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",Studio,41 m²,"CZK 2,000",Unfurnished,5,No,Yes,Yes,No,No,Yes,No,01. 03. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,"CZK 15,500",Personal,Low-energy building,,,,New build,A,,,,,,,,
700637,"CZK 14,000",50.12828,14.49326,"Lovosická, Prague - Střížkov",2 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,1,No,No,No,Yes,No,No,No,23. 01. 2022,101,890,117,790,348,259,387,259,931,203,"CZK 15,000",Cooperative,Prefab concrete building,,,,Excellent,C,,,,,,,,
664387,"CZK 11,800",50.02152,14.489698,Prague - Kunratice,Studio,42 m²,"CZK 3,200",Partially furnished,6,No,No,No,Yes,Yes,Yes,No,02. 02. 2022,127,907,181,"1,000",407,200,225,209,455,108,"CZK 15,000",Personal,Prefab concrete building,,District heating,,Excellent,G,,,,,,,,
704205,"CZK 22,000",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,60 m²,"CZK 2,000",Partially furnished,3,Yes,No,Yes,Yes,No,Yes,Yes,01. 03. 2022,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,"CZK 30,000",Personal,Low-energy building,,Central heating,,New build,B,,,,,,,,
644381,"CZK 9,000",50.068795,14.416542,"Na Výtoni, Prague - Nové Město",Studio,32 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,211,889,124,347,97,306,201,239,254,118,"CZK 9,000",Personal,Brick building,,Central heating,Ground floor,Excellent,G,,,,,,,,
216074,"CZK 11,500",50.0402474681,14.336411659,"Tlumačovská, Prague - Stodůlky",Studio,40 m²,"CZK 2,100",Partially furnished,12,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 03. 2022,65,591,28,561,344,33,308,572,332,310,"CZK 11,500",Personal,Brick building,Premium materials and solutions,Central heating,Middle floor,Excellent,C,1 to 10 years years,,Interior,,,,,
668415,"CZK 9,000",50.07419,14.49075,"Starostrašnická, Prague - Strašnice",1 bedroom,43 m²,CZK 600,Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,118,388,41,30,112,5,105,598,484,154,"CZK 18,000",Personal,Brick building,Standard materials and solutions,Other,Middle floor,Good,F,10 to 30 years years,,Interior,,,,,
644385,"CZK 17,000",50.07184,14.429817,Prague - Nové Město,1 bedroom,52 m²,"CZK 2,500",Partially furnished,7,No,Yes,No,No,No,Yes,No,01. 02. 2022,210,480,156,340,181,149,276,410,716,539,"CZK 17,000",Personal,Brick building,Standard materials and solutions,Central heating,Top floor,Excellent,G,,,Overall,,,,,
621284,"CZK 17,500",50.096293,14.451753,"Za Karlínským přístavem, Prague - Karlín",Studio,38 m²,"CZK 2,500",,5,Yes,No,No,No,No,Yes,Yes,01. 03. 2022,293,598,273,266,168,410,831,566,644,,"CZK 20,000",Personal,Brick building,,,,New build,B,,,,,,,,
696590,"CZK 14,500",50.05488,14.43481,"Děkanská vinice Ⅱ, Prague - Nusle",3 bedroom,61 m²,"CZK 4,500",Partially furnished,2,No,No,No,Yes,No,No,No,29. 01. 2022,85,"1,005",190,256,176,193,502,228,314,131,"CZK 30,000",Cooperative,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,Good,G,,,Bathroom unit,,,,,
697032,"CZK 15,000",50.0981894,14.3985813,"Kafkova, Prague - Dejvice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,500",Furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,261,202,123,105,108,218,300,604,484,278,"CZK 15,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
531830,"CZK 19,990",50.0712705,14.3510467,Prague - Motol,2 bedroom with open-plan kitchen,80 m²,"CZK 3,500",Partially furnished,5,Yes,No,No,No,No,Yes,No,20. 02. 2022,395,349,302,630,902,696,961,,,,"CZK 30,000",Personal,Brick building,,,,,C,,,,,,,,
704181,"CZK 15,000",50.013685,14.4336659,"Zárubova, Prague - Kamýk",2 bedroom with open-plan kitchen,59 m²,"CZK 1,000",Partially furnished,10,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,410,"1,496",339,"1,488",843,330,156,416,651,281,"CZK 20,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,,Excellent,,10 to 30 years years,,Overall,,,,,
699134,"CZK 17,500",49.99955,14.40727,"K Vystrkovu, Prague - Modřany",1 bedroom with open-plan kitchen,55 m²,"CZK 3,000",Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,59,"1,252",668,"1,372",401,516,653,624,409,416,"CZK 35,000",Personal,Low-energy building,,,,New build,B,,,,Yes,,,,
682677,"CZK 23,500",50.09891,14.42388,"Dobrovského, Prague - Holešovice",2 bedroom with open-plan kitchen,86 m²,"CZK 2,114",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 04. 2022,202,233,97,164,127,198,275,387,563,,"CZK 25,000",Personal,Brick building,Standard materials and solutions,Other,Middle floor,Excellent,G,30 to 50 years years,,Interior,,,,,
614427,"CZK 10,000",50.021055,14.46433,"Pod Haltýřem, Prague - Kunratice",Studio,30 m²,"CZK 3,500",Furnished,6,No,No,No,No,No,No,No,01. 02. 2022,183,"1,081",959,214,289,668,"1,350",326,,,"CZK 13,500",Personal,Brick building,,,,Good,G,,,,,,,,
608784,"CZK 15,500",50.088792,14.34589,"Na Petřinách, Prague - Veleslavín",2 bedroom,58 m²,"CZK 3,000",Unfurnished,6,No,No,No,No,No,No,No,01. 03. 2022,97,270,81,166,181,147,279,315,589,188,"CZK 30,000",Personal,Prefab concrete building,Premium materials and solutions,District heating,,Excellent,G,,,Interior,,,,,
700539,"CZK 11,500",50.07913,14.45767,"Baranova, Prague - Žižkov",Small studio,27 m²,"CZK 2,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,24. 01. 2022,216,526,87,287,40,357,461,421,749,177,"CZK 14,000",Personal,Brick building,,,,Excellent,D,,,,,,,,
699509,"CZK 18,500",50.10779,14.47553,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 1,890",Partially furnished,6,Yes,No,Yes,No,No,Yes,Yes,01. 03. 2022,339,694,171,420,182,388,359,517,407,250,"CZK 35,000",Personal,Other,,District heating,Middle floor,New build,B,,,,,,,,
700534,"CZK 9,600",50.0256242,14.5113589,"Šalounova, Prague - Chodov",Studio,29 m²,"CZK 2,394",Partially furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,317,"1,003",277,377,504,557,557,"1,447",189,,"CZK 12,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,,Excellent,G,,,,,,,,
608060,"CZK 10,700",50.008761,14.415273,"Československého exilu, Prague - Modřany",Studio,39 m²,"CZK 2,410",,5,Yes,No,No,No,No,Yes,No,01. 03. 2022,68,475,402,376,445,401,241,541,"1,086",425,CZK 1,Personal,Brick building,,,,New build,B,,,,Yes,,,,
693718,"CZK 15,000",50.1401161,14.5074049,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,60 m²,"CZK 2,000",Furnished,8,No,No,No,No,No,Yes,No,Ihned,245,774,94,784,270,100,302,359,458,179,"CZK 30,000",Personal,Brick building,Premium materials and solutions,,Middle floor,New build,G,,,Overall,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,18 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,96,"1,112",343,721,186,792,491,465,675,180,"CZK 12,500",Personal,Brick building,Standard materials and solutions,,,Excellent,,1 to 10 years years,,Overall,,,,,
704159,"CZK 7,000",50.0078582,14.4200745,"Pejevové, Prague - Modřany",1 bedroom,34 m²,"CZK 3,000",Unfurnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,421,481,323,334,403,359,270,"1,037",976,510,"CZK 10,000",Personal,Prefab concrete building,,,,Good,G,,,,,,,,
694943,"CZK 10,790",50.10325,14.51949,"Poděbradská, Prague - Vysočany",Studio,28 m²,"CZK 2,800",Partially furnished,1,No,Yes,Yes,No,No,Yes,No,15. 02. 2022,34,"1,407",235,"1,389",736,245,"1,075","1,433",982,495,"CZK 10,790",Personal,Low-energy building,,Gas boiler,Middle floor,New build,A,1 to 10 years years,,,,,,,
679037,"CZK 22,000",50.12288,14.49904,"Mimoňská, Prague - Prosek",2 bedroom with open-plan kitchen,104 m²,"CZK 4,500",Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,450,157,67,246,236,549,245,237,"1,283",187,"CZK 35,000",Personal,Brick building,,District heating,,Excellent,G,1 to 10 years years,,,,,,,
413102,"CZK 4,000",50.0842092,14.5135598,Prague - Malešice,Studio,24 m²,"CZK 1,000",Furnished,2,Yes,No,No,No,No,No,No,12. 05. 2021,254,"1,034",373,992,265,395,869,995,313,78,"CZK 5,000",Personal,Prefab concrete building,,,,,,,,,,,,,
567748,"CZK 15,500",50.1042544,14.5125689,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,50 m²,"CZK 4,379",Furnished,3,Yes,No,No,No,No,No,No,01. 03. 2022,197,228,"1,328",981,475,804,"1,048",771,229,,"CZK 40,000",Personal,Brick building,,,,,,1 to 10 years years,,,Yes,,,,
574721,"CZK 13,500",50.0564901,14.3741029,"Kačírkova, Prague - Jinonice",Studio,32 m²,"CZK 1,500",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,166,109,260,"1,261",69,170,681,162,"1,173",120,"CZK 13,500",Personal,Brick building,,,,New build,B,,,,Yes,,,,
700225,"CZK 19,000",50.1228,14.50531,"Zárybská, Prague - Prosek",2 bedroom with open-plan kitchen,68 m²,"CZK 3,500",Partially furnished,1,Yes,No,No,No,No,Yes,No,20. 01. 2022,155,691,194,721,178,633,285,592,"1,378",224,"CZK 48,000",Cooperative,Prefab concrete building,,,,Excellent,G,,,,,,,,
704133,"CZK 10,500",50.13923,14.51988,"Miroslava Hajna, Prague - Letňany",Small studio,37 m²,"CZK 2,653",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 02. 2022,378,511,"1,062","1,079",375,616,905,"1,090","1,167",127,"CZK 20,000",Personal,Brick building,,,,New build,G,,,,,,,,
652158,"CZK 15,000",50.111064,14.497588,"Paříkova, Prague - Vysočany",1 bedroom with open-plan kitchen,55 m²,"CZK 4,500",Furnished,5,Yes,No,No,Yes,Yes,Yes,Yes,01. 06. 2021,148,399,245,166,207,39,666,818,361,398,"CZK 20,000",Personal,Brick building,Premium materials and solutions,District heating,Middle floor,New build,G,1 to 10 years years,,,Yes,,,,
704127,"CZK 11,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,25 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,257,556,290,355,329,553,325,907,208,171,"CZK 22,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
703504,"CZK 20,000",50.07111,14.40743,"Vrázova, Prague - Smíchov",2 bedroom,97 m²,"CZK 3,000",Unfurnished,5,No,Yes,No,No,No,Yes,No,01. 03. 2022,191,538,79,149,120,345,631,"1,071",998,484,"CZK 20,000",Personal,Brick building,,,,Excellent,G,,,,,,,,
429687,"CZK 14,900",50.1299316,14.4847606,"Černého, Prague - Střížkov",3 bedroom,72 m²,"CZK 3,600",Partially furnished,7,Yes,No,No,No,No,No,No,01. 10. 2021,238,"1,269",431,"1,304",324,423,162,808,"1,030",119,"CZK 14,900",Personal,Prefab concrete building,Standard materials and solutions,District heating,Top floor,Excellent,C,30 to 50 years years,,Exterior,,,,,
177841,"CZK 18,000",50.1305193,14.4114826,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,76 m²,"CZK 5,000",Partially furnished,8,No,No,No,Yes,No,Yes,No,,400,788,344,718,83,784,587,421,345,,"CZK 30,000",Personal,Prefab concrete building,,District heating,Middle floor,Excellent,,,,Overall,,,,,
