Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Floor space,Fully furnished,Condition,Ownership,Heating,Balcony,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Enclosed balcony,Cellar,Reconstruction,Designe,New-build,Parking,Domácí mazlíčci vítáni,Age,Garage,Terrace,Administrative fee
"CZK 21,000","CZK 3,000","CZK 21,000",703730,2+kk,9/1/2022,5,Brick,47 m²,Fully furnished,Very good,Cooperative,Central,1.0,1.0,138.12,339.19,73.34,545.9,50.64,130.55,131.69,140.41,506.35,322.32,"Vítkova, Prague - Karlín",50.09182,14.44512,C,,1.0,Complete,Standard,,,,10 to 30 years,,,
"CZK 18,000","CZK 6,000","CZK 30,000",736138,2+kk,9/11/2022,3,Brick,50 m²,Fully furnished,Very good,,,,,229.48,717.23,196.55,407.89,91.49,229.61,618.28,461.16,255.66,56.49,Prague - Nusle,50.05769,14.42881,G,,,,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 36,000",616112,2+kk,11/1/2022,5,Brick,54 m²,Fully furnished,New-build,Cooperative,Distance,1.0,1.0,470.34,1535.86,900.1,4153.08,589.73,876.81,1259.54,3402.58,1334.26,512.72,"Honzíkova, Prague - Dolní Měcholupy",50.06814,14.557242,G,,,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 36,000",732939,2+kk,9/6/2022,3,Brick,51 m²,Fully furnished,New-build,,Central,1.0,1.0,188.12,1451.5,169.85,1998.98,554.22,905.38,1616.69,2380.48,539.07,116.66,Prague - Hostavice,50.08657,14.5637,G,,,,,1.0,1.0,,Up to 10 years,1.0,,
"CZK 22,000","CZK 4,000","CZK 40,000",735765,2+kk,9/15/2022,2,Brick,68 m²,Partly,New-build,,,1.0,1.0,174.96,525.98,515.7,510.44,275.01,521.94,958.88,864.6,590.23,481.71,Prague - Záběhlice,50.05253,14.51119,B,,,,,1.0,1.0,,,1.0,,
"CZK 19,000","CZK 2,000","CZK 19,500",732034,Studio,9/1/2022,1,Brick,33 m²,Partly,Very good,,,,,259.4,483.19,126.87,501.11,25.7,450.98,61.28,77.34,565.99,370.66,Prague - Nové Město,50.07863,14.41614,G,,,,,,,,,,1.0,
"CZK 15,000","CZK 1,000","CZK 20,000",736113,Studio,9/20/2022,2,Brick,23 m²,Partly,New-build,Personal,Electric boiler,,,160.07,409.69,19.96,182.07,93.54,316.19,346.42,397.56,305.37,371.17,Prague - Holešovice,50.09927,14.42722,G,,1.0,Complete,Standard,,,,,,,
"CZK 18,000","CZK 4,400","CZK 30,000",517723,2+kk,10/1/2022,4,Brick,46 m²,Partly,,Personal,Central,,1.0,84.24,854.16,66.74,666.06,36.41,181.67,494.44,214.01,620.87,320.4,"Čumpelíkova, Prague - Kobylisy",50.1275464,14.4599018,B,,,,,,,,,1.0,,
"CZK 20,000","CZK 9,000","CZK 20,000",732319,3+1,9/4/2022,2,Brick,90 m²,Partly,Good,Other,,1.0,,58.29,1048.72,549.93,1041.37,533.16,608.6,526.81,806.17,1257.17,530.28,Prague - Hodkovičky,50.02247,14.42174,G,,,,,,,1.0,,,,
"CZK 36,000","CZK 8,000","CZK 72,000",340507,5+1,10/1/2022,8,Other,150 m²,Partly,Very good,Personal,Distance,,1.0,247.96,376.79,351.93,311.97,246.91,302.19,383.0,570.13,857.55,296.31,"Volutová, Prague - Stodůlky",50.0498583,14.3378127,,1.0,,Interior,Luxurious,,1.0,,10 to 30 years,,,
"CZK 21,900","CZK 3,000","CZK 24,900",628098,2 bedroom,9/20/2022,2,Brick,59 m²,Partly,Good,Personal,,1.0,,158.41,417.83,60.94,299.04,87.78,438.61,193.04,108.24,437.9,582.05,"Krásova, Prague - Žižkov",50.085524,14.446418,A,,,,Standard,,,,Up to 10 years,,,
"CZK 22,000","CZK 5,000","CZK 60,000",736098,2+kk,9/10/2022,1,Low-energy,61 m²,Fully furnished,New-build,Personal,Central,1.0,1.0,51.4,694.63,114.71,447.72,454.21,256.36,577.93,462.37,430.02,345.17,Prague - Strašnice,50.08056,14.4878,B,,1.0,,Luxurious,1.0,1.0,,Up to 10 years,,,
"CZK 23,000","CZK 3,300","CZK 60,000",732646,3+kk,9/5/2022,9,Prefab concrete,70 m²,Partly,New-build,Personal,Central,,1.0,185.74,575.87,76.32,249.37,246.31,307.77,497.11,243.58,367.86,341.3,Prague - Háje,50.02921,14.52862,G,1.0,1.0,Complete,Luxurious,,,1.0,,,,
"CZK 18,500","CZK 4,000","CZK 22,000",549834,2+kk,12/1/2022,1,Brick,98 m²,Fully furnished,Very good,Personal,Electric boiler,,,154.1,110.15,174.67,1486.96,120.82,918.33,1029.37,620.92,801.21,132.14,"Klementova, Prague - Stodůlky",50.0457666,14.3046522,,,,Complete,Luxurious,1.0,,1.0,Up to 10 years,,1.0,
"CZK 14,000","CZK 5,000","CZK 30,000",736076,Studio,9/10/2022,3,Brick,31 m²,Fully furnished,Very good,,,,,229.48,717.23,196.55,407.89,91.49,229.61,618.28,461.16,255.66,56.49,Prague - Nusle,50.05769,14.42881,G,,,,,,,,,,,
"CZK 12,900","CZK 5,000","CZK 20,000",683229,Studio,10/3/2022,1,Brick,31 m²,Fully furnished,New-build,Personal,Distance,1.0,1.0,487.54,2166.24,1385.09,4808.93,936.78,1178.67,904.69,3237.92,3049.38,780.7,"Švihovská, Prague - Písnice",49.99614,14.47286,A,,,,Standard,,1.0,,Up to 10 years,,,
"CZK 15,000","CZK 2,000","CZK 25,000",736071,Studio,9/15/2022,6,Low-energy,32 m²,Unfurnished,New-build,,,,1.0,32.63,1115.2,113.22,723.1,2.3,421.54,351.1,606.38,454.41,336.97,Prague - Libeň,50.10602,14.49121,B,,,,,1.0,,,,,,
"CZK 16,000","CZK 5,000","CZK 30,000",436530,2+kk,6/15/2021,3,Brick,48 m²,Fully furnished,Very good,Personal,Distance,1.0,1.0,476.29,759.76,272.47,574.33,614.49,1017.63,374.01,200.02,805.08,409.87,Prague - Nusle,50.055112474159,14.448289199475,A,,1.0,,Standard,1.0,1.0,,Up to 10 years,1.0,,
"CZK 35,000","CZK 8,200","CZK 50,000",665597,4+kk,10/1/2022,2,Brick,105 m²,Partly,Very good,Personal,,,1.0,396.01,549.44,157.22,388.26,59.79,212.95,448.07,522.4,570.4,483.84,"Kubelíkova, Prague - Žižkov",50.08216,14.45073,G,,1.0,,,,,,,,,
"CZK 18,500","CZK 5,500","CZK 24,000",736057,2 bedroom,10/5/2022,7,Prefab concrete,64 m²,Partly,Very good,,,1.0,1.0,248.76,777.5,814.42,1816.13,295.91,1157.88,1228.54,1078.81,1037.08,549.98,Prague - Lhotka,50.0146,14.45422,G,,1.0,,,,,1.0,,,,
"CZK 11,000","CZK 3,500","CZK 20,000",732443,2+kk,9/5/2022,2,Prefab concrete,39 m²,Fully furnished,Good,,,,1.0,550.4,653.91,253.9,420.37,463.31,661.88,896.1,301.31,2128.23,399.99,Prague - Černý Most,50.10595,14.58328,G,,,,,,1.0,,,,,
"CZK 33,000","CZK 4,000","CZK 33,000",732437,4+kk,9/5/2022,2,Brick,98 m²,Partly,Very good,,,1.0,1.0,261.43,726.93,44.32,813.72,161.51,266.06,277.04,579.62,642.0,426.25,Prague - Břevnov,50.08814,14.36916,G,,1.0,,,,,1.0,,1.0,,
"CZK 36,933","CZK 5,400","CZK 73,866",672347,2+kk,4/1/2022,3,Brick,51 m²,Fully furnished,Very good,Personal,Electric boiler,,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,G,,,Complete,Luxurious,,,,,,,
"CZK 17,000","CZK 4,000","CZK 25,000",736055,2 bedroom,9/10/2022,2,Prefab concrete,56 m²,Partly,Good,,,1.0,,384.18,1842.97,181.51,1459.18,524.45,1057.15,1138.47,973.96,221.26,277.18,Prague - Libeň,50.115,14.48087,C,,1.0,,,,,,,,,
"CZK 22,000","CZK 3,183","CZK 44,000",736053,2+kk,9/10/2022,2,Low-energy,50 m²,Partly,New-build,,,1.0,1.0,189.21,570.4,309.44,252.01,222.72,568.96,235.01,384.66,186.41,205.54,Prague - Vršovice,50.06875,14.46365,B,,,,,1.0,,1.0,,,,
"CZK 23,000","CZK 6,000","CZK 23,000",727258,2+kk,8/1/2022,1,Brick,70 m²,Partly,New-build,,,,,88.95,789.5,107.34,385.25,116.2,179.24,235.81,308.48,462.3,315.43,"Na Pěšinách, Prague - Kobylisy",50.1250528,14.4573336,C,,1.0,,Luxurious,1.0,,,,,1.0,
"CZK 19,000","CZK 2,300","CZK 19,000",652947,2+kk,12/7/2022,3,Other,45 m²,Partly,Very good,Personal,,,,364.04,699.62,456.52,1024.25,12.58,809.29,396.63,770.99,900.55,101.45,"Nový Svět, Prague - Hradčany",50.090696,14.392596,G,,,,,,,,,,,
"CZK 30,000","CZK 5,500","CZK 30,000",729499,3+kk,9/1/2022,1,Brick,95 m²,Partly,Very good,Personal,Distance,,1.0,315.45,289.9,124.78,287.21,368.47,255.49,664.31,332.75,923.22,132.51,Prague - Hlubočepy,50.03242,14.37739,C,,1.0,,Standard,,1.0,,Up to 10 years,,1.0,
"CZK 14,500",CZK 0,"CZK 14,500",138382,1 bedroom,10/1/2022,3,Brick,40 m²,Partly,,Personal,,,,291.54,369.08,134.75,362.09,102.91,310.81,203.33,269.83,573.25,255.45,"Blodkova, Prague - Žižkov",50.0796704,14.4491021,E,,1.0,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 40,000",532593,2+kk,10/1/2022,6,Brick,64 m²,Partly,Very good,Personal,Gas boiler,,1.0,148.98,303.4,111.01,342.87,179.86,311.96,89.15,373.37,133.74,37.71,"Náměstí Jiřího z Lobkovic, Prague - Vinohrady",50.0771313,14.4667854,D,,1.0,Complete,Standard,,,,Over 50 years,,,
"CZK 15,000",CZK 0,"CZK 15,000",246931,Small studio,9/19/2022,2,Brick,36 m²,Fully furnished,,Personal,Central,,,187.15,895.09,676.5,663.28,465.74,726.33,360.29,737.25,1044.35,514.08,"Hrubínova, Prague - Modřany",50.010788,14.4120482,C,,,Complete,Standard,,,,Up to 10 years,,1.0,
"CZK 40,000",CZK 0,"CZK 20,000",735545,2+kk,9/8/2022,5,Brick,62 m²,Fully furnished,New-build,,,1.0,1.0,226.54,656.72,146.44,158.9,170.27,188.04,350.37,734.05,493.54,72.33,Prague - Nové Město,50.08223,14.423,B,,,,,1.0,,,,,,
"CZK 20,000","CZK 8,000","CZK 28,000",730639,3+1,10/1/2022,3,Brick,90 m²,Partly,Good,,,,,44.22,1189.1,576.92,1480.73,532.01,1178.75,1005.21,708.52,1105.27,393.01,Prague - Braník,50.04159,14.42236,G,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",731383,3+kk,8/29/2022,4,Prefab concrete,68 m²,Partly,Very good,,Central,,1.0,188.87,571.91,441.15,1615.09,114.43,1040.11,728.55,1013.12,597.88,292.79,Prague - Krč,50.02256,14.45293,G,1.0,,,Standard,,,,,,,
"CZK 19,000","CZK 3,000","CZK 22,000",344230,2+kk,9/15/2022,5,Brick,41 m²,Fully furnished,,Personal,Electric boiler,,1.0,265.58,250.04,204.94,361.36,251.12,318.41,337.42,745.59,520.42,184.08,"Krchlebská, Prague - Krč",50.0475334,14.4426189,,,1.0,Complete,,,,,,,,
"CZK 27,000","CZK 6,433","CZK 54,000",698164,2+kk,10/1/2022,,Other,60 m²,Fully furnished,Very good,Personal,Electric boiler,,,249.82,198.79,33.25,163.94,38.63,324.24,276.12,258.46,248.77,264.34,Prague - Staré Město,50.0882848,14.4258186,,,,,,,,,,,,
"CZK 23,000","CZK 4,000","CZK 27,000",240526,2+kk,9/1/2022,7,Brick,62 m²,,,Personal,Central,1.0,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,,,1.0,,Luxurious,,,,Up to 10 years,1.0,,
"CZK 16,000","CZK 4,500","CZK 30,000",567644,2+kk,11/1/2022,2,Other,60 m²,Partly,Very good,Personal,,1.0,1.0,418.09,2005.45,2004.8,2524.93,2073.58,2053.8,2603.95,2619.27,1714.42,1372.64,"Lošáková, Prague - Pitkovice",50.0138924,14.5867087,B,,1.0,,Standard,1.0,1.0,,Up to 10 years,,,
"CZK 23,500","CZK 5,500","CZK 23,500",735780,3+kk,10/1/2022,5,Brick,68 m²,Fully furnished,Very good,,,,1.0,184.19,584.39,160.76,129.43,122.25,416.17,662.87,494.59,480.05,394.3,Prague - Smíchov,50.07165,14.40957,F,,1.0,,,,,1.0,,,,
"CZK 27,000","CZK 4,000","CZK 43,000",735551,3+kk,9/8/2022,3,Brick,83 m²,Unfurnished,Very good,,,,,149.2,1278.61,579.68,1498.92,671.57,884.65,577.38,531.29,725.03,679.79,Prague - Smíchov,50.05493,14.40442,G,,1.0,,,,1.0,,,1.0,,
"CZK 14,000","CZK 3,500","CZK 28,000",389685,Studio,9/30/2022,2,Brick,33 m²,Fully furnished,,Personal,Electric boiler,,,300.18,1944.82,455.39,2294.81,342.81,1542.23,418.67,1010.55,1568.37,645.97,"Výhledová, Prague - Hlubočepy",50.0465986,14.4062092,B,,,,,,,,,,1.0,
"CZK 15,000","CZK 5,000","CZK 25,000",483887,2+kk,10/1/2022,3,Brick,36 m²,Fully furnished,,Personal,,,,349.3,744.42,280.28,361.13,260.09,400.91,416.21,279.98,1128.95,331.77,"Na Okraji, Prague - Veleslavín",50.0891547,14.3400733,E,,,Complete,Standard,,,,,,,
"CZK 15,999",CZK 0,"CZK 32,000",732306,2+kk,9/4/2022,2,Prefab concrete,42 m²,Fully furnished,Very good,,,,1.0,167.01,946.33,179.53,881.67,216.56,212.48,403.77,549.44,926.51,156.92,Prague - Chodov,50.02596,14.52349,G,,1.0,Bathroom unit,Standard,,,,,,,
"CZK 6,000","CZK 4,000","CZK 10,000",202624,Small studio,10/1/2022,1,Brick,30 m²,Partly,,Personal,Gas boiler,,,142.59,320.37,256.43,3237.73,212.71,1933.84,469.06,364.47,809.92,735.0,Prague - Satalice,50.1270046,14.5707358,,,,,,,1.0,,,,,
"CZK 12,000","CZK 4,000","CZK 12,500",156031,Studio,,2,Brick,30 m²,Partly,,Personal,Electric boiler,,,432.98,1498.76,401.42,727.27,413.92,405.83,625.37,247.22,1113.21,158.6,"Veleňská, Prague - Kobylisy",50.1279628,14.4474614,,,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",686030,1 bedroom,9/15/2022,3,Other,60 m²,Fully furnished,New-build,Personal,,1.0,1.0,16.0,469.84,468.47,1386.69,121.34,500.21,342.53,439.3,310.76,272.5,"Slévačská, Prague - Kyje",50.10582,14.55398,B,,,,,,,,,,,
"CZK 17,000","CZK 6,000","CZK 17,000",505041,2+kk,12/1/2022,2,Brick,53 m²,Partly,Very good,Personal,Central,,1.0,95.66,1509.12,812.68,2179.64,603.05,1555.57,1181.46,1692.47,1251.95,615.33,"Sicherova, Prague - Kyje",50.1149714,14.5619513,C,1.0,,,,1.0,1.0,,Up to 10 years,,,
"CZK 26,000","CZK 3,700","CZK 50,000",731045,2+kk,8/24/2022,1,Brick,48 m²,Fully furnished,New-build,,,,1.0,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,B,,,,Luxurious,1.0,1.0,,Up to 10 years,1.0,1.0,
"CZK 4,500","CZK 2,500","CZK 7,000",629416,Studio,10/4/2022,,Brick,16 m²,Partly,Good,Personal,Central,,,200.05,1028.05,515.26,951.11,400.2,724.77,522.41,602.13,726.22,418.43,Prague - Řepy,50.07064,14.30051,G,,,,,,,,,,,
"CZK 31,500","CZK 2,500","CZK 60,000",732297,3+1,10/1/2022,2,Brick,89 m²,Unfurnished,Very good,,,1.0,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,G,,1.0,,,,,,,,,
"CZK 17,000","CZK 3,000","CZK 20,000",661869,2 bedroom,10/30/2022,3,Brick,49 m²,Fully furnished,Very good,Personal,Other,,1.0,348.87,382.42,142.37,565.11,185.36,289.15,279.58,428.31,720.24,249.01,Prague - Holešovice,50.1012385,14.445747,B,,1.0,Complete,,,1.0,,,,,
"CZK 23,000","CZK 3,500","CZK 23,000",611658,2 bedroom,9/10/2022,1,Brick,69 m²,Partly,Very good,Personal,Central,1.0,1.0,139.03,947.63,193.11,470.73,14.46,400.42,324.17,313.09,370.6,241.73,"Plavecká, Prague - Nové Město",50.069086,14.415011,G,,,,,,,,,,,
"CZK 16,000","CZK 2,280","CZK 32,000",453588,2 bedroom,10/1/2022,5,Brick,53 m²,Partly,Very good,Personal,Gas boiler,,1.0,193.62,942.78,165.46,516.38,427.7,243.55,243.68,670.92,238.99,187.08,"Pivovarnická, Prague - Libeň",50.1093202,14.4743969,G,,1.0,Complete,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 21,000",726001,3+1,8/1/2022,5,Prefab concrete,72 m²,Partly,Very good,,,,1.0,170.88,687.41,209.37,644.64,176.07,564.78,826.05,503.93,894.51,180.43,Prague - Malešice,50.08174,14.50788,D,1.0,1.0,,,,,,,,,
"CZK 20,000",CZK 0,"CZK 20,000",735605,2+kk,9/8/2022,1,Brick,38 m²,Partly,Very good,,,,,286.59,250.71,465.1,3587.59,546.18,2565.77,596.89,715.95,499.27,732.72,Prague - Běchovice,50.08115,14.62411,G,,,,,,1.0,,,,,
"CZK 7,000","CZK 2,000","CZK 10,000",732632,Small studio,9/5/2022,4,Other,34 m²,Fully furnished,New-build,,,,1.0,178.58,1079.2,254.49,1044.37,461.31,619.85,1012.02,752.65,415.0,539.01,Prague - Stodůlky,50.05296,14.33228,G,,,,,,,,,,,
"CZK 14,990","CZK 3,990","CZK 18,000",697953,Studio,9/6/2022,2,Brick,29 m²,Fully furnished,Very good,Personal,,,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,B,,,,,,1.0,,,,1.0,
"CZK 7,900","CZK 2,500","CZK 10,400",735601,Studio,11/1/2022,2,Brick,24 m²,Unfurnished,Very good,,,,,267.11,1127.97,492.74,1166.35,216.56,835.68,1367.67,243.64,974.08,462.38,Prague - Vršovice,50.06173,14.46551,G,,,,,,,,,,,
"CZK 18,000","CZK 3,900","CZK 20,000",732272,2 bedroom,9/10/2022,2,Low-energy,62 m²,Partly,New-build,,Geothermal,,,193.07,2055.72,1959.47,1811.12,1057.17,3315.71,1542.62,1445.66,1373.51,1098.9,Prague - Sobín,50.06745,14.26193,A,,,,,1.0,1.0,,,,,
"CZK 20,000","CZK 2,000","CZK 22,000",735582,2 bedroom,9/15/2022,3,Brick,60 m²,Partly,Very good,,,,,371.08,123.45,240.52,446.52,89.64,389.33,204.11,453.24,724.79,230.4,Prague - Žižkov,50.08199,14.45368,G,,,,,,,1.0,,,,
"CZK 17,000","CZK 4,500","CZK 22,000",735579,2 bedroom,9/11/2022,2,Brick,65 m²,Fully furnished,Very good,,,,,265.96,1069.75,354.3,698.85,600.59,1148.59,1232.26,1058.22,1071.19,301.69,Prague - Suchdol,50.13558,14.36991,G,,,,,,1.0,,,,,
"CZK 11,990","CZK 2,945","CZK 14,935",735581,Studio,9/17/2022,1,Brick,32 m²,Unfurnished,Very good,Personal,,,,238.59,576.86,229.13,268.85,232.47,367.92,374.85,528.7,504.18,461.86,"Hošťálkova, Prague - Břevnov",50.08293472222,14.37008416666,G,,,,,,,,,,,"CZK 14,935"
"CZK 13,990","CZK 2,949","CZK 16,939",735578,1 bedroom,9/17/2022,3,Brick,38 m²,Fully furnished,Very good,Personal,,1.0,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,D,,1.0,,,,,,,,,"CZK 16,939"
"CZK 14,990","CZK 2,949","CZK 17,939",735577,1 bedroom,9/17/2022,3,Brick,38 m²,Fully furnished,Very good,Personal,,1.0,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,D,,1.0,,,,,,,,,"CZK 17,939"
"CZK 17,900",CZK 590,"CZK 35,800",463258,2+kk,10/1/2022,2,Brick,44 m²,Partly,Good,Personal,Other,1.0,,127.73,886.45,36.32,399.9,121.48,332.84,596.5,641.14,459.0,269.03,"Nezamyslova, Prague - Nusle",50.0648387,14.4266126,,,1.0,Complete,Standard,,1.0,,,,,
"CZK 18,500","CZK 4,600","CZK 37,000",462793,Studio,10/1/2022,4,Brick,58 m²,Fully furnished,,Personal,Central,,1.0,243.2,1045.68,420.92,402.29,343.22,869.46,807.11,190.63,1167.33,436.4,"Velvarská, Prague - Dejvice",50.0992603,14.3830536,,,,Complete,,,,,,,,
"CZK 13,000","CZK 4,500","CZK 15,000",735561,2+kk,10/1/2022,4,Other,44 m²,Partly,Very good,,,,1.0,47.67,317.76,335.2,2638.92,322.09,407.97,424.51,1694.54,1152.1,50.92,Prague - Ruzyně,50.08835,14.30648,G,,1.0,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 37,000",643846,2 bedroom,12/5/2022,2,Brick,56 m²,Fully furnished,Very good,Personal,,,1.0,111.69,907.32,55.31,823.75,18.58,367.76,297.13,266.62,90.56,141.35,"Bělohorská, Prague - Břevnov",50.084925,14.378923,G,,,,,,1.0,,,,,
CZK 1,"CZK 6,220","CZK 22,000",31263,3+1,4/27/2022,,Brick,70 m²,Unfurnished,Wrong,Personal,Electric boiler,,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,,,,Interior,Standard,,,,,,,
"CZK 11,000","CZK 5,000","CZK 16,000",456060,Studio,9/4/2022,1,Brick,43 m²,Partly,Good,Personal,,,,195.33,1244.79,148.35,850.86,191.61,350.92,186.93,273.29,353.93,199.18,Prague - Vokovice,50.0978176,14.3459099,F,,1.0,,Standard,,1.0,,Over 50 years,,,
"CZK 17,500","CZK 4,500","CZK 20,000",700407,Studio,8/4/2022,2,Prefab concrete,50 m²,Partly,New-build,Personal,Central,,1.0,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,B,1.0,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",212190,Studio,10/1/2022,1,Brick,36 m²,Fully furnished,,Personal,,,,189.7,1326.67,371.17,391.43,388.62,128.14,559.88,1082.07,600.96,593.69,"Českomoravská, Prague - Libeň",50.1028249,14.4966813,,,,,,,,,,,,
"CZK 5,000","CZK 2,000","CZK 2,000",723664,Other,6/26/2022,1,Brick,9 m²,Fully furnished,Good,,,,,355.18,1302.88,992.79,1389.78,681.37,1265.38,719.71,940.58,192.06,775.63,Prague - Petrovice,50.03371,14.54724,C,,,,,,,,,,,
"CZK 59,000","CZK 9,500","CZK 118,000",432912,5+kk,9/1/2022,6,Brick,240 m²,Fully furnished,,Personal,,1.0,1.0,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,,,,,Luxurious,,,,,,1.0,
"CZK 16,000","CZK 5,000","CZK 21,000",666042,2 bedroom,9/1/2022,6,Brick,59 m²,Partly,Very good,Personal,Distance,,1.0,117.5,270.46,138.74,133.57,38.01,277.34,47.26,66.93,685.67,257.65,Prague - Vinohrady,50.076212,14.4539725,G,,,,,,,,,,,
"CZK 14,001","CZK 4,800","CZK 20,000",735465,2+kk,10/1/2022,2,Brick,49 m²,Partly,Good,,,,,147.03,996.33,364.36,778.22,239.51,746.48,495.92,470.51,644.53,246.0,Prague - Nusle,50.05825,14.44248,G,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",735519,2+kk,9/8/2022,2,Prefab concrete,45 m²,Partly,Very good,,,,1.0,235.6,275.67,138.46,131.82,154.01,247.69,191.11,191.11,1014.48,128.49,Prague - Kobylisy,50.1282,14.46748,G,,,,,,,,,,,
"CZK 17,501",CZK 0,"CZK 33,000",731440,1 bedroom,8/27/2022,1,Brick,34 m²,Partly,Good,Personal,,,,309.93,1324.95,228.84,710.35,257.19,425.17,569.56,583.75,698.96,307.13,Prague - Bubeneč,50.11009,14.39572,D,,1.0,,,,,1.0,,,,
"CZK 11,000","CZK 3,000","CZK 11,000",735490,Studio,9/7/2022,1,Brick,26 m²,Fully furnished,Very good,,,,,71.82,1155.13,667.44,821.2,321.12,783.31,770.05,430.95,2336.32,607.25,Prague - Újezd nad Lesy,50.07387,14.67211,G,,,,,,,,,,1.0,
"CZK 11,000","CZK 3,000","CZK 20,000",735488,Studio,9/7/2022,1,Brick,25 m²,Fully furnished,Very good,,,,,233.33,597.58,424.82,268.33,15.01,1219.3,217.85,552.03,354.24,393.59,Prague - Michle,50.05793,14.45218,G,,,,,,,1.0,,,,
"CZK 22,990","CZK 4,424","CZK 27,414",735471,2 bedroom,9/17/2022,5,Brick,85 m²,Partly,Very good,Personal,,1.0,1.0,411.48,480.93,233.74,478.91,83.59,408.06,289.69,73.27,91.64,140.17,"Na Balkáně, Prague - Žižkov",50.09490333333,14.48939916666,G,,1.0,,,,,,,,,"CZK 27,414"
"CZK 16,990","CZK 1,953","CZK 18,943",735464,3+1,9/17/2022,7,Prefab concrete,58 m²,Partly,Very good,Cooperative,,,1.0,81.2,538.01,352.16,523.22,360.47,332.22,189.5,132.25,1123.67,311.71,"Novodvorská, Prague - Braník",50.02687027777,14.42904444444,G,,1.0,,,,,,,,,"CZK 18,943"
"CZK 19,000","CZK 4,500","CZK 30,000",732196,Studio,10/1/2022,3,Low-energy,42 m²,Fully furnished,New-build,,,1.0,1.0,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,B,,,,Luxurious,1.0,1.0,,,1.0,,
"CZK 9,400","CZK 1,500","CZK 10,000",732128,6+kk,9/24/2022,6,Other,30 m²,Fully furnished,Very good,,,1.0,1.0,234.8,215.63,259.34,719.06,313.91,295.2,831.77,407.77,706.11,433.61,"U Stírky, Prague - Libeň",50.11987065,14.46188655,G,,,,,,1.0,,,,,
"CZK 15,000","CZK 3,100","CZK 15,000",733270,2+kk,10/1/2022,,Prefab concrete,48 m²,Fully furnished,Very good,,Distance,,,75.97,940.38,255.24,863.44,61.31,812.69,738.49,520.91,194.73,88.27,Prague - Řepy,50.066,14.29848,C,,1.0,Bathroom unit,,,,1.0,,,,
"CZK 17,500","CZK 3,688","CZK 35,000",735450,2+kk,10/1/2022,4,Brick,48 m²,Partly,New-build,,,,1.0,291.16,100.7,172.13,1188.31,165.94,1023.26,425.81,635.91,707.3,117.83,Prague - Hlubočepy,50.02944,14.36394,C,1.0,1.0,,,1.0,,,,1.0,,
"CZK 20,900","CZK 6,379","CZK 30,000",196494,3+kk,10/1/2022,5,Brick,98 m²,Fully furnished,Very good,Personal,Distance,1.0,1.0,454.58,1009.29,218.22,988.36,663.54,604.17,508.86,477.54,1287.6,98.59,"Zakšínská, Prague - Střížkov",50.1303717159,14.4956803405,,,,,Standard,,,,Up to 10 years,,1.0,
"CZK 22,000","CZK 5,000","CZK 27,000",491258,3+1,9/7/2022,1,Brick,77 m²,Partly,,Personal,,1.0,,397.31,1435.34,473.4,1071.54,471.0,440.05,224.41,357.84,257.04,354.31,"Sušická, Prague - Dejvice",50.1031476,14.3765489,,,,,,,,,,,1.0,
