Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Refundable security deposit,Building type,Condition,EPC,Terasa 25 m²,Sklep 8 m²,New-build,Parking,Garage,Age,Balkón 4 m²,Sklep 15 m²,Designe,Balkón 18 m²,Sklep 5 m²,Ownership,Heating,Sklep 17 m²,Reconstruction,Sklep 1 m²,Administrative fee,Cellar,Sklep 3 m²,Lodžie 5.1 m²,Balkón 7 m²,Lodžie 4 m²,Lodžie 3 m²,Terasa 70 m²,Terasa 21 m²,Balkón 28 m²,Sklep 2 m²,Balkón 5 m²,Sklep 6 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 10 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Balkón 3 m²,Terasa 32 m²,Balkón 2 m²,Terasa 9 m²,Balkón 6 m²,Lodžie 3.2 m²,Terasa 17 m²,Sklep 4 m²,Balkón 14 m²,Enclosed balcony,Terasa 20 m²,Balkón 8 m²,Sklep 58 m²,Lodžie 7 m²,Balkón 1 m²,Balkón 6.1 m²,Sklep 2.4 m²,Terasa 8 m²,Balkón 12 m²,Sklep 3.2 m²,Terasa 12 m²,Terasa 5 m²,Terasa 200 m²,Terasa 78 m²,Terasa 18 m²,Balkón 40 m²,Terasa 50 m²,Terasa 4 m²,Lodžie 9 m²,Sklep 8.1 m²,Sklep 3.1 m²,Lodžie 1 m²,Lodžie 10 m²,Balkón 9 m²,Lodžie 5 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Sklep 12 m²,Lodžie 8 m²,Sklep 7 m²,Lodžie 2 m²,Terasa 1 m²,Terasa 37 m²,Terasa 15 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 350 m²,Balkón 11 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²,Terasa 300 m²
"CZK 20,000","CZK 6,500",747595,2 bedroom,10/25/2022,78 m²,Partly,2,1.0,177.47,525.82,45.38,165.3,480.57,235.14,216.81,132.09,1009.66,180.24,"Na Okraji, Prague - Veleslavín",50.08973,14.34305,,,"CZK 40,000",Other,Very good,G,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 2,700",337645,Studio,11/1/2022,37 m²,Fully furnished,6,1.0,101.21,885.61,406.61,1205.48,272.17,307.81,299.96,820.36,115.79,300.55,"Na Slatince, Prague - Záběhlice",50.055986,14.4925778,,,"CZK 20,000",Brick,New-build,B,,,,,,10 to 30 years,,,Standard,,,Personal,Central,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 6,000",451726,3+1,2/1/2023,71 m²,Fully furnished,1,,233.06,859.6,251.44,621.8,344.04,639.57,339.14,147.09,523.3,262.16,"Na Klášterním, Prague - Břevnov",50.0834475,14.3447623,,,"CZK 40,000",Prefab concrete,Very good,,,,,,,,,,Luxurious,,,Personal,Distance,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,100",529061,2+kk,11/1/2022,68 m²,Unfurnished,2,1.0,114.59,243.5,104.77,1462.31,277.64,899.43,878.29,930.09,827.68,273.74,Prague - Krč,50.0199331,14.4536045,,,"CZK 24,000",Brick,New-build,A,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,000","CZK 5,650",743692,3+kk,11/1/2022,93 m²,Partly,6,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,"Za karlínským přístavem, Prague - Karlín",50.09629,14.45175,,,"CZK 50,000",Low-energy,New-build,B,,,1.0,,1.0,,,,,,,Personal,Central,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,990","CZK 5,021",747594,3+1,10/28/2022,109 m²,Partly,1,,318.34,953.44,186.98,557.25,198.61,318.58,624.8,1156.76,230.71,752.89,"Bubenská, Prague - Holešovice",50.10398083333,14.43642138888,,,"CZK 31,011",Brick,Very good,G,,,,,,,,,,,,Personal,,,,,"CZK 31,011",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,950","CZK 4,650",746583,1 bedroom,11/1/2022,80 m²,Fully furnished,5,1.0,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,625","CZK 13,875",720848,4+kk,10/29/2022,112 m²,Fully furnished,4,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,020","CZK 10,340",730431,3+1,11/1/2022,111 m²,Fully furnished,1,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",729801,Studio,11/1/2022,27 m²,Partly,4,1.0,338.16,922.53,683.97,787.42,808.57,379.1,480.13,748.05,1280.49,389.82,Prague - Horní Měcholupy,50.04028,14.56921,,,"CZK 12,000",Brick,New-build,A,,,1.0,,,,,,,,1.0,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,375","CZK 7,125",734261,3+1,11/7/2022,35 m²,Fully furnished,-1,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,300",CZK 0,262439,1 bedroom,11/1/2022,42 m²,Partly,4,,199.08,871.2,156.11,575.85,182.29,455.67,295.58,477.46,968.34,398.18,"Grafická, Prague - Smíchov",50.0730669,14.394531,,,"CZK 11,000",Brick,,F,,,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,100",744982,2+kk,11/1/2022,56 m²,Fully furnished,5,,137.07,126.64,8.03,93.34,22.38,67.09,242.0,396.84,354.99,434.46,Prague - Žižkov,50.08438,14.45175,,,"CZK 19,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,990","CZK 4,990",563044,4+kk,11/1/2022,110 m²,Partly,3,,80.21,748.78,465.02,3417.14,587.43,798.99,888.13,403.73,1101.16,184.69,"Rackova zahrada, Prague - Kbely",50.1389742,14.5515386,,,"CZK 50,000",Brick,,B,,,1.0,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",734260,2+kk,11/6/2022,41 m²,Fully furnished,5,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",732720,3+1,10/29/2022,55 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",747572,2 bedroom,10/25/2022,41 m²,Fully furnished,3,1.0,184.26,689.74,96.7,289.22,26.89,365.06,307.56,276.38,391.95,144.78,"Verdunská, Prague - Bubeneč",50.10277,14.40096,,,"CZK 20,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 6,000",703700,2+kk,12/1/2022,57 m²,Partly,2,,179.64,657.51,195.05,670.2,72.18,145.32,351.24,1010.16,403.73,262.77,"Plynární, Prague - Holešovice",50.10811,14.44456,,,"CZK 20,000",Brick,Very good,C,,,,,,,,,,,,Personal,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,581","CZK 8,194",744273,Studio,11/10/2022,32 m²,Fully furnished,1,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 1,500",641855,2+kk,12/1/2022,51 m²,Unfurnished,5,1.0,70.22,159.98,85.68,31.82,96.79,66.07,337.6,635.58,408.15,502.47,"Ovenecká, Prague - Holešovice",50.099605,14.424394,,,"CZK 33,000",Brick,Very good,D,,,,,,Up to 10 years,,,Standard,,,Personal,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 3,449",747565,Studio,10/28/2022,23 m²,Unfurnished,4,1.0,281.46,602.99,267.93,692.17,403.95,688.3,1195.3,523.48,1247.72,159.24,"Peroutkova, Prague - Jinonice",50.05857666666,14.37810388888,,,"CZK 17,439",Prefab concrete,Very good,D,,,,,,,,,,,,Personal,,,,,"CZK 17,439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",747550,2+kk,10/25/2022,60 m²,Partly,8,1.0,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,"Čerpadlová, Prague - Vysočany",50.10109,14.5057,,,"CZK 23,000",Brick,New-build,B,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",744830,2+kk,11/10/2022,50 m²,Unfurnished,3,1.0,209.56,1319.99,270.71,994.54,331.79,830.27,270.88,975.52,1259.78,1085.64,"Čerpadlová, Prague - Vysočany",50.10153,14.50496,,,"CZK 25,000",Brick,New-build,B,,,1.0,,1.0,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,850",746731,3+kk,10/20/2022,83 m²,Partly,2,1.0,249.49,1322.58,278.37,1330.93,830.67,1275.41,847.6,1350.8,993.37,25.05,"Václava Trojana, Prague - Uhříněves",50.03299,14.61196,,,"CZK 50,000",Brick,New-build,G,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,800",233213,Studio,11/17/2022,41 m²,Fully furnished,12,1.0,106.86,565.99,55.53,214.3,106.18,543.2,527.27,681.33,608.44,125.82,"Vinohradská, Prague - Strašnice",50.0777866,14.4864844,,,"CZK 16,000",Brick,Very good,,,,,,,10 to 30 years,,,Standard,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",571485,2+kk,12/1/2022,53 m²,Fully furnished,1,1.0,531.55,1607.91,1167.97,1558.18,884.33,1116.63,717.08,637.7,418.19,132.51,"Na Císařce, Prague - Smíchov",50.0751643,14.3607314,,1.0,"CZK 22,000",Brick,New-build,C,,,1.0,,1.0,10 to 30 years,,,Standard,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,795",747521,Studio,11/7/2022,34 m²,Fully furnished,1,1.0,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,,"CZK 32,000",Low-energy,New-build,G,,,1.0,,1.0,,1.0,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000",747424,Studio,1/1/2023,44 m²,Unfurnished,6,1.0,90.57,499.7,90.96,526.63,147.09,92.51,336.48,285.14,527.98,377.58,"Kubelíkova, Prague - Žižkov",50.08148,14.44679,,,"CZK 36,000",Brick,New-build,C,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500",747519,2+kk,11/1/2022,49 m²,Fully furnished,4,1.0,221.85,1019.03,171.68,296.26,80.2,154.07,341.19,294.83,395.14,403.78,"Viklefova, Prague - Žižkov",50.08998,14.47396,,,"CZK 40,000",Brick,Very good,F,,,,,,,,,Standard,,,,,,Complete,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500",744757,2+kk,11/1/2022,57 m²,Partly,3,1.0,407.56,918.9,235.05,880.54,583.12,1005.18,377.41,2243.12,1252.43,147.8,Prague - Zličín,50.05815,14.28055,,,"CZK 44,000",Brick,Very good,C,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,990","CZK 5,473",747543,4+kk,10/28/2022,78 m²,Partly,7,1.0,149.04,775.96,382.98,587.95,507.58,290.9,438.16,447.06,1116.64,374.15,"Hornoměcholupská, Prague - Horní Měcholupy",50.04167277777,14.56671333333,1.0,,"CZK 32,463",Brick,Very good,B,,,,1.0,,,,,,,,Personal,,,,,"CZK 32,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",744347,3+1,11/6/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,400","CZK 4,400",565913,3+kk,7/1/2019,91 m²,Partly,5,1.0,290.46,1247.59,1124.79,2529.49,92.33,396.92,721.61,1660.1,1534.23,172.0,"V Zeleném údolí, Prague - Kunratice",50.0214074,14.4662731,,,"CZK 35,000",Brick,Very good,C,,,1.0,1.0,1.0,10 to 30 years,,,Luxurious,,,Personal,Distance,,Complete,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 0,671564,1 bedroom,12/1/2022,30 m²,Partly,1,1.0,214.04,823.45,209.29,373.07,116.33,560.28,347.83,378.1,389.55,370.67,"Sevastopolská, Prague - Vršovice",50.07102,14.44844,,,"CZK 25,000",Brick,Very good,,,,,,,,,,,,,Personal,Central,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",747518,1 bedroom,11/1/2022,32 m²,Partly,1,,106.83,167.58,100.82,149.13,332.3,169.39,354.9,278.4,113.8,186.69,"Klánovická, Prague - Hloubětín",50.10494,14.53695,,,"CZK 24,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000",CZK 0,603246,2 bedroom,11/1/2022,75 m²,Fully furnished,2,,261.28,644.86,113.3,267.35,86.99,225.25,317.31,208.42,545.62,316.27,"Sudoměřská, Prague - Žižkov",50.080602,14.458238,1.0,,"CZK 50,000",Brick,Very good,C,,,,,,,,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500",747508,2+kk,12/1/2022,47 m²,Partly,1,1.0,181.84,271.59,65.24,146.03,134.72,180.18,306.17,594.3,353.1,492.87,"Dobrovského, Prague - Holešovice",50.09897,14.42431,,,"CZK 19,000",Brick,Very good,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,900","CZK 4,000",745152,2+kk,10/14/2022,49 m²,Partly,1,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,,"CZK 20,900",Other,New-build,B,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900",CZK 0,485021,2+kk,10/24/2022,51 m²,Fully furnished,4,,62.74,418.14,146.96,177.29,65.09,282.95,372.54,441.17,296.73,259.29,Prague - Vršovice,50.0676629,14.4583602,,,"CZK 35,000",Brick,,,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",600849,2+kk,3/28/2020,40 m²,Fully furnished,2,,131.72,110.37,69.99,426.75,163.94,178.08,236.84,434.72,593.07,199.4,"U Santošky, Prague - Smíchov",50.067941,14.399612,,,"CZK 30,000",Brick,Very good,C,,,,,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,300",746519,2+kk,11/1/2022,38 m²,Unfurnished,19,1.0,122.96,512.95,144.57,811.18,323.7,71.33,239.39,721.53,271.07,155.23,Prague - Záběhlice,50.05717,14.49623,,,"CZK 14,000",Prefab concrete,Very good,G,,,,,,,,,,,,,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,500",747420,3+kk,11/7/2022,84 m²,Partly,1,1.0,183.21,556.24,1203.47,1115.6,614.02,652.83,944.37,1424.45,667.72,332.33,"Nepomuckých, Prague - Letňany",50.13726,14.5225,,,"CZK 45,000",Other,New-build,B,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,000",666715,2+kk,11/14/2022,54 m²,Unfurnished,3,,125.95,893.98,452.03,589.04,72.54,292.2,633.38,1126.67,78.89,782.81,"U Výstaviště, Prague - Holešovice",50.10535,14.43385,,,"CZK 17,000",Brick,New-build,G,,,,,,,,,Standard,,1.0,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 12,000",746540,3+kk,10/25/2022,79 m²,Fully furnished,3,1.0,413.54,744.02,401.31,592.5,438.03,733.32,542.0,902.11,1.99,407.83,"Pod Klaudiánkou, Prague - Podolí",50.05435,14.42251,,,"CZK 70,000",Brick,New-build,G,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 6,000",747480,3+kk,11/1/2022,76 m²,Partly,1,,323.44,367.98,682.93,2731.09,716.09,1401.69,1980.9,2153.75,531.56,1017.7,"V Osikách, Prague - Dolní Měcholupy",50.05735,14.55412,,,"CZK 25,000",Brick,Very good,G,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500",CZK 700,545651,1 bedroom,11/1/2022,52 m²,Partly,3,,370.7,1036.73,261.71,778.29,419.89,912.04,271.4,187.57,848.85,352.81,"Sdružení, Prague - Nusle",50.055708,14.444101,,,"CZK 15,500",Brick,,,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500",CZK 0,400077,3+1,1/1/2023,109 m²,Partly,2,1.0,217.76,598.71,265.89,684.2,336.87,315.43,399.12,752.22,653.7,484.73,"Talichova, Prague - Břevnov",50.0879235,14.3636788,,,"CZK 40,000",Brick,,C,,,,,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 8,200",665597,4+kk,12/1/2022,105 m²,Partly,2,1.0,396.01,549.44,157.22,388.26,59.79,212.95,448.07,522.4,570.4,483.84,"Kubelíkova, Prague - Žižkov",50.08216,14.45073,,,"CZK 50,000",Brick,Very good,G,,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
