Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
717531,"CZK 9,900",50.08927,14.38383,"Za Hládkovem, Prague - Střešovice",Small studio,Excellent,25 m²,"CZK 3,093","CZK 9,900",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,G,614,415,458,196,"1,321",481,376,384,265,,,,,,,,,,,,,
166213,"CZK 24,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 27,999",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,C,43,650,75,105,60,114,171,530,170,544,1 to 10 years years,Premium materials and solutions,Gas boiler,,Overall,,116 m²,,,,,
681854,"CZK 19,500",50.09687,14.46518,"Molákova, Prague - Karlín",2 bedroom,Excellent,41 m²,"CZK 5,500","CZK 25,000",Personal,Other,Furnished,6,No,Yes,Yes,No,No,Yes,No,01. 07. 2022,G,116,"1,185",101,"1,040",234,780,434,694,909,141,,,Central heating,,,,,,,,,
537608,"CZK 12,000",50.0088538,14.4201081,"Plevenská, Prague - Modřany",1 bedroom,,30 m²,"CZK 4,000","CZK 20,000",Cooperative,Prefab concrete building,Furnished,4,No,No,No,No,No,Yes,No,05. 05. 2022,,452,608,459,469,538,494,143,958,"1,044",637,,Standard materials and solutions,,,,,,,,,,
506510,"CZK 15,500",50.1026476,14.5617838,"Truhlářova, Prague - Černý Most",1 bedroom with open-plan kitchen,New build,40 m²,"CZK 4,500","CZK 30,000",Personal,Brick building,Furnished,3,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,,207,518,473,802,582,528,337,852,248,,1 to 10 years years,Standard materials and solutions,District heating,,,Yes,,,,,,
709620,"CZK 11,990",50.11624833333,14.46934333333,"Na stráži, Prague - Libeň",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 1,339","CZK 13,327",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,,E,108,956,19,"1,404",80,248,375,"1,113","1,094",443,,,,,,,,"CZK 13,327

                                
                                
                
i",,,,
384014,"CZK 14,500",50.0624402,14.4490808,"ulice Kloboučnická, Prague - Nusle",1 bedroom with open-plan kitchen,,45 m²,"CZK 2,600","CZK 20,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,,250,901,344,544,248,651,572,405,884,462,,,Gas boiler,,,,,,,,,
361523,"CZK 12,000",50.1390794,14.5127743,"Stará náves, Prague - Letňany",Studio,Excellent,35 m²,"CZK 3,500","CZK 16,000",Cooperative,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,,404,397,572,851,300,348,458,750,708,159,10 to 30 years years,Standard materials and solutions,,Middle floor,,,,,,,,
717486,"CZK 7,500",50.09231,14.49379,"Koněvova, Prague - Žižkov",Small studio,Good,20 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,C,168,216,120,525,269,238,372,408,636,167,10 to 30 years years,Standard materials and solutions,District heating,Raised ground floor,Bathroom unit,,,,,,,
576447,"CZK 15,000",50.0582331,14.4521541,"Magistrů, Prague - Michle",Studio,New build,40 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,Yes,No,01. 04. 2022,B,260,631,391,300,42,983,184,518,385,394,1 to 10 years years,Standard materials and solutions,Central heating,,Exterior,Yes,,,,,,
545754,"CZK 16,500",50.0833811,14.4649759,"Olšanská, Prague - Žižkov",Studio,New build,42 m²,"CZK 2,500","CZK 30,000",Personal,Low-energy building,Partially furnished,1,No,No,No,No,Yes,Yes,No,01. 06. 2022,A,69,338,462,526,396,322,466,595,399,460,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Yes,,,,,,
713305,"CZK 11,000",50.00967,14.46089,"Libušská, Prague - Libuš",Studio,New build,36 m²,"CZK 4,500","CZK 30,000",Cooperative,Brick building,Furnished,1,No,No,Yes,No,Yes,No,No,01. 06. 2022,A,69,141,357,222,334,876,"1,339",973,,,,,Gas boiler,Middle floor,,,,,,,,
708968,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,G,251,321,336,323,663,,,,,,,,,,,,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 5,500","CZK 21,000",Personal,Prefab concrete building,Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,G,273,794,162,"1,032",290,982,154,742,195,,,,District heating,Ground floor,Overall,,,,,,,
708966,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,78 m²,"CZK 3,000","CZK 33,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,G,251,321,336,323,663,,,,,,,,,,,,,,,,,
695052,"CZK 21,500",50.06543,14.44301,"Ctiradova, Prague - Nusle",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,500","CZK 53,000",Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,G,185,355,219,261,269,249,558,657,636,602,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,New build,44 m²,"CZK 2,990",,Personal,Low-energy building,Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,21. 03. 2022,A,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,1 to 10 years years,Premium materials and solutions,District heating,,,Yes,,,,,,
716526,"CZK 18,000",50.1261106,14.5002253,"Českolipská, Prague - Prosek",3 bedroom,Excellent,52 m²,"CZK 4,000","CZK 36,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,02. 05. 2022,G,161,460,223,490,504,604,180,138,"1,324",208,,,,,,,,,,,,
348494,"CZK 16,500",50.019622,14.4673797,"Muškova, Prague - Kunratice",1 bedroom with open-plan kitchen,,60 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,,418,"1,389","1,267",212,569,561,"1,500",166,,,10 to 30 years years,,District heating,Raised ground floor,,,,,,,,
716522,"CZK 32,000",50.0613873,14.3654246,"Na Pomezí, Prague - Košíře",3 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 3,500","CZK 64,000",Personal,Low-energy building,Partially furnished,2,Yes,No,No,Yes,No,Yes,No,01. 07. 2022,G,153,946,939,"1,409","1,031","1,033",431,460,961,292,,,,,,,,,,,,
644353,"CZK 13,500",50.114394,14.475412,"Zenklova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 1,500","CZK 13,500",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 12. 2021,B,165,"1,452",368,"1,148",159,745,537,"1,302",868,396,,,,,,,,,,,,
602233,"CZK 30,000",50.078073,14.423947,"Řeznická, Prague - Nové Město",3 bedroom,Good,85 m²,"CZK 4,000","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,F,238,629,89,270,94,333,234,419,415,356,over 50 years years,Standard materials and solutions,Central heating,Middle floor,Bathroom unit,,,,,,,
602617,"CZK 22,000",50.084122,14.431357,"U Půjčovny, Prague - Nové Město",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 3,500","CZK 25,500",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,G,205,267,329,176,129,314,42,854,288,369,over 50 years years,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
602655,"CZK 20,900",50.089699,14.341763,Prague - Veleslavín,3 bedroom,Excellent,80 m²,"CZK 4,900","CZK 35,000",Cooperative,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,B,215,609,145,234,199,274,281,145,937,263,,,District heating,,Exterior,,,,,,,
668396,"CZK 19,000",50.04028,14.56921,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,New build,48 m²,"CZK 3,000","CZK 22,000",Personal,Brick building,Partially furnished,6,No,Yes,Yes,No,No,Yes,Yes,01. 07. 2022,C,338,923,684,787,809,379,480,748,"1,280",390,,,,,,,,,,,,
717233,"CZK 15,600",50.06799,14.55658,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom,New build,54 m²,"CZK 3,900","CZK 25,000",Cooperative,Brick building,Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,B,784,"1,478",621,540,800,"1,302","1,442",600,,,,,,,,,,,,,,
660548,"CZK 36,000",50.10666,14.3884,"Bechyňova, Prague - Dejvice",3 bedroom with open-plan kitchen,New build,100 m²,"CZK 6,000","CZK 72,000",Personal,Other,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,G,51,"1,254",57,661,139,115,352,322,694,354,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,,
717226,"CZK 17,990",50.07907277777,14.48585333333,"Janýrova, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 3,655","CZK 21,645",Personal,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,,G,295,738,376,414,264,347,761,776,421,150,,,,,,,,"CZK 21,645

                                
                                
                
i",,,,
717219,"CZK 17,990",50.06351777777,14.4378525,"Boleslavova, Prague - Nusle",2 bedroom,Excellent,56 m²,"CZK 2,659","CZK 20,649",Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,,C,233,245,108,178,248,321,394,341,468,196,,,,,,,,"CZK 20,649

                                
                                
                
i",,,,
717216,"CZK 13,000",50.0573,14.28258,"Prušánecká, Prague - Zličín",Studio,Excellent,37 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,4,Yes,No,Yes,Yes,Yes,Yes,Yes,06. 05. 2022,C,212,998,825,754,839,879,228,"1,101",102,,,,,,,,,,,,,
716470,"CZK 13,500",50.08643,14.44441,"Řehořova, Prague - Žižkov",Studio,Excellent,30 m²,"CZK 3,500","CZK 13,500",Personal,Brick building,Partially furnished,-2,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,216,730,475,586,207,697,465,504,546,698,,,,,,,,,,,,
716775,"CZK 11,000",50.09156,14.48126,"Biskupcova, Prague - Žižkov",Studio,Excellent,30 m²,"CZK 2,700","CZK 16,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,G,100,744,74,435,74,368,418,136,213,237,,Standard materials and solutions,,Middle floor,,,,,,,,
318429,"CZK 13,900",50.046502535656,14.444247300043,Prague - Krč,1 bedroom with open-plan kitchen,,50 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,,266,437,96,221,152,178,321,597,740,187,,,,,,,,,,,,
717177,"CZK 8,690",50.01784,14.46071,"Pasteurova, Prague - Krč",Studio,Excellent,28 m²,"CZK 3,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 06. 2022,G,485,774,652,516,681,795,"1,344",826,,,,,,,,,,,,,,
197096,"CZK 15,500",50.0445399,14.5179182,"Nám. Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,,45 m²,"CZK 3,000","CZK 38,000",Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,,B,124,117,86,97,883,263,977,163,,,,Standard materials and solutions,District heating,Middle floor,,,,,,,,
564531,"CZK 30,000",50.1160867,14.4214809,"Sádky, Prague - Troja",5 bedroom,,258 m²,"CZK 5,000","CZK 35,000",Personal,Brick building,Unfurnished,1,Yes,Yes,No,No,No,Yes,Yes,15. 11. 2021,,342,123,472,297,326,441,973,606,,,,Standard materials and solutions,Gas boiler,Ground floor,,,,,,,,
423042,"CZK 45,900",50.1023759,14.4263862,"Kamenická, Prague - Holešovice",4 bedroom with open-plan kitchen,,125 m²,"CZK 5,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 07. 2022,,288,489,67,300,154,334,187,81,385,,,Premium materials and solutions,Gas boiler,Top floor,Overall,Yes,,,,,,
716448,"CZK 14,500",50.06292,14.38006,"Černochova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,500","CZK 14,500",Personal,Brick building,Partially furnished,6,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,G,340,"1,246",671,"1,032",660,957,348,"1,229",619,,,,,,,,,,,,,
717068,"CZK 12,000",50.0788177,14.4727822,"Jana Želivského, Prague - Žižkov",2 bedroom,Excellent,49 m²,"CZK 4,000","CZK 16,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,G,106,780,263,265,100,268,571,"1,224",188,366,,,Other,Middle floor,,,,,,,,
717071,"CZK 16,500",50.13033,14.4935,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 2,700","CZK 33,000",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,C,358,"1,059",203,984,631,477,558,435,"1,185",125,,,,,,,,,,,,
717073,"CZK 19,900",50.09078,14.42269,"Haštalská, Prague - Staré Město",Studio,Excellent,46 m²,"CZK 2,900","CZK 19,900",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,C,92,445,40,168,41,185,212,308,215,217,,,,,,,,,,,,
717070,"CZK 14,000",50.0698,14.37914,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,900","CZK 16,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,06. 05. 2022,E,160,275,129,581,247,688,248,754,940,485,,,,,,,,,,,,
715422,"CZK 17,900",50.07828,14.5085,"Limuzská, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 3,500","CZK 45,000",Personal,Other,Unfurnished,3,Yes,No,No,No,No,No,No,06. 05. 2022,C,53,915,509,892,124,768,934,"1,058","1,195",526,,,Central heating,Middle floor,,,,,,,,
297329,"CZK 16,500",50.1084147,14.5367497,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Good,52 m²,"CZK 4,500","CZK 30,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,G,331,404,195,386,301,222,288,135,603,59,,Standard materials and solutions,District heating,Middle floor,Bathroom unit,,,,,,,
717056,"CZK 11,490",50.06492833333,14.30005555555,"Makovského, Prague - Řepy",Studio,Good,36 m²,"CZK 2,738","CZK 14,228",Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,No,No,Yes,No,,G,91,792,129,753,83,860,555,324,"1,093",294,,,,,,,,"CZK 14,228

                                
                                
                
i",,,,
717047,"CZK 11,000",50.03005,14.52899,"Bajkonurská, Prague - Háje",Studio,Excellent,27 m²,"CZK 3,000","CZK 14,000",Personal,Prefab concrete building,Furnished,11,No,No,No,No,No,Yes,No,01. 07. 2022,C,81,451,106,146,121,182,440,384,242,271,,,,,,,,,,,,
656514,"CZK 12,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",Studio,Excellent,50 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,10. 05. 2022,D,161,133,103,297,14,246,314,447,599,333,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
385690,"CZK 16,000",50.0444069,14.5181806,Prague - Hostivař,1 bedroom with open-plan kitchen,,52 m²,"CZK 5,500","CZK 25,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,B,113,28,"1,492",75,86,872,252,966,178,,10 to 30 years years,,District heating,Middle floor,,,,,,,,
717041,"CZK 21,000",50.05024,14.34038,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 5,000","CZK 21,000",Personal,Brick building,Furnished,1,No,Yes,No,No,No,No,No,01. 07. 2022,C,121,65,128,0,65,130,160,422,807,157,,,,,,,,,,,,
717004,"CZK 16,000",50.04505,14.4027,"Nad Zlíchovem, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,09. 05. 2022,G,93,617,769,740,829,"1,224",323,,,,,,,,,,,,,,,
639668,"CZK 12,000",50.133324,14.455523,Prague - Kobylisy,Studio,Good,40 m²,"CZK 4,500","CZK 22,000",Personal,Brick building,Unfurnished,7,Yes,No,Yes,No,No,Yes,No,15. 05. 2022,B,65,"1,391",325,"1,290",303,995,"1,006",865,"1,478",521,,Standard materials and solutions,Central heating,Top floor,Overall,,,,,,,
595378,"CZK 19,000",50.109744,14.49792,"Bassova, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,550","CZK 25,000",Personal,Prefab concrete building,Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,B,99,282,60,174,25,196,526,702,267,335,1 to 10 years years,,District heating,,,,,,,,,
716909,"CZK 23,000",50.1049556,14.4905151,"Ocelářská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,70 m²,"CZK 3,900","CZK 23,000",Personal,Brick building,Partially furnished,3,Yes,Yes,No,No,No,Yes,No,10. 05. 2022,B,280,213,157,195,145,289,128,514,240,212,,Premium materials and solutions,Central heating,,,,,,,,,
282174,"CZK 15,500",50.0700211,14.3958844,"Mrázovka, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 1,500",,Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 01. 1970,,318,508,500,524,51,593,275,976,402,164,,,Gas boiler,Middle floor,,,,,,,,
716680,"CZK 21,500",50.09593,14.36114,"Na Dlouhém lánu, Prague - Vokovice",2 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,200","CZK 21,500",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,06. 05. 2022,G,354,217,70,343,111,140,288,565,"1,176",407,,,,,,,,,,,,
541377,"CZK 18,000",50.0898814,14.3429244,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,52 m²,"CZK 4,000","CZK 33,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 07. 2022,,129,524,89,187,192,257,195,59,854,186,,,District heating,Middle floor,Overall,,,,,,,
662021,"CZK 17,000",50.08702,14.34672,"Nad Alejí, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 34,000",Municipal,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,No,No,No,01. 07. 2022,C,225,387,240,326,173,264,130,123,485,137,,Premium materials and solutions,District heating,Middle floor,Overall,,,,,,,
686568,"CZK 21,900",50.07386,14.41527,"Gorazdova, Prague - Nové Město",Studio,New build,26 m²,"CZK 3,000","CZK 44,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,E,105,431,45,391,67,341,472,466,787,541,,,,,,,,,,,,
704205,"CZK 20,500",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 3,100","CZK 30,000",Personal,Low-energy building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,B,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,1 to 10 years years,,Central heating,Middle floor,,,,,,,,
624896,"CZK 13,500",50.0973,14.362884,"Kladenská, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,400","CZK 27,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,Yes,No,No,01. 06. 2022,C,227,104,237,300,260,291,511,417,"1,174",243,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,Overall,,,,,,,
716531,"CZK 17,000",50.0693304,14.4608713,"Arménská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,800","CZK 12,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,06. 05. 2022,D,217,693,244,367,186,479,321,221,572,314,,,District heating,,Overall,,,,,,,
494735,"CZK 17,500",50.1155396,14.5633862,"Farkašova, Prague - Kyje",2 bedroom with open-plan kitchen,New build,63 m²,"CZK 4,350","CZK 20,000",Personal,Prefab concrete building,Furnished,2,Yes,No,No,No,No,No,No,01. 07. 2022,C,204,910,685,"1,279","1,219",697,,,,,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,,,,,,,
716333,"CZK 45,000",50.0931,14.36735,"Nový lesík, Prague - Střešovice",5 bedroom,Good,170 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,Partially furnished,2,Yes,Yes,Yes,No,No,No,Yes,01. 05. 2022,G,266,928,710,"1,132",274,883,879,"1,234",325,288,,,,,,,,,,,,
505339,"CZK 12,500",50.0969546,14.4652086,Prague - Karlín,Small studio,,28 m²,"CZK 3,000","CZK 15,000",Personal,Other,Partially furnished,5,No,Yes,Yes,No,No,Yes,No,09. 05. 2022,,108,"1,177",92,"1,032",226,771,442,685,901,149,,,District heating,,,,,,,,,
716322,"CZK 16,500",50.10325,14.50045,"Na Harfě, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,500","CZK 30,000",Personal,Other,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,15. 07. 2022,G,368,"1,126",301,531,354,432,401,891,936,619,,,,,,,,,,,,
716919,"CZK 14,000",50.07714,14.47583,"U Vinohradské nemocnice, Prague - Vinohrady",2 bedroom,Excellent,45 m²,"CZK 4,200","CZK 30,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,15. 05. 2022,D,54,820,41,350,101,148,605,881,207,13,,,,,,,,,,,,
610714,"CZK 14,000",50.054134,14.483781,"Podle Náhonu, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,44 m²,"CZK 3,153","CZK 14,000",Personal,Brick building,,2,Yes,No,No,No,No,Yes,No,01. 08. 2022,B,190,"1,150",551,"1,092",231,"1,176",938,747,372,191,,,,,,,,,,,,
657758,"CZK 10,000",50.0981031,14.3582803,"Evropská, Prague - Vokovice",Small studio,Excellent,23 m²,"CZK 2,200","CZK 10,000",Cooperative,Prefab concrete building,Unfurnished,11,No,No,Yes,Yes,No,Yes,No,02. 05. 2022,C,90,334,179,160,60,190,155,133,"1,075",294,,,District heating,Middle floor,,,,,,,,
350671,"CZK 13,000",50.1376179,14.5200178,"Nepomuckých, Prague - Letňany",Studio,,31 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,06. 05. 2022,B,225,358,"1,013",926,501,463,752,"1,276","1,014",203,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Yes,,,,,,
713073,"CZK 16,000",50.07784,14.49749,"Vrátkovská, Prague - Strašnice",2 bedroom,Good,52 m²,"CZK 5,756","CZK 40,000",Cooperative,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,D,242,489,146,575,314,529,552,469,"1,195",154,,,District heating,Middle floor,,,,,,,,
630614,"CZK 10,500",50.090374,14.307124,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 2,500","CZK 20,000",Personal,Prefab concrete building,,2,No,No,No,No,No,Yes,No,04. 05. 2022,G,248,322,228,215,274,272,307,"1,484","1,396",213,,,,Middle floor,,,,,,,,
202649,"CZK 11,990",50.1026222,14.436082,"U smaltovny, Prague - Holešovice",Studio,Excellent,30 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,,286,848,109,360,31,305,466,444,944,,1 to 10 years years,Standard materials and solutions,District heating,Raised ground floor,Overall,,,,,,,
540297,"CZK 21,500",50.04304,14.31343,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,500","CZK 40,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,B,258,485,231,799,821,429,778,559,"1,031",582,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,,
688668,"CZK 19,500",50.07413,14.3961,"Holečkova, Prague - Smíchov",Studio,New build,40 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,G,70,937,289,648,121,632,234,"1,083","1,005",390,,,,,,,,,,,,
716244,"CZK 15,000",50.01163,14.41707,"Hausmannova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,200","CZK 30,000",Cooperative,Prefab concrete building,Unfurnished,,No,No,Yes,No,No,No,No,01. 05. 2022,G,96,817,288,719,734,710,315,348,"1,429",424,,Standard materials and solutions,District heating,,Interior,,,,,,,
716843,"CZK 17,000",50.08879,14.3488,"Šantrochova, Prague - Břevnov",2 bedroom,Excellent,54 m²,"CZK 6,000","CZK 34,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 07. 2022,G,86,132,241,428,132,227,194,128,300,194,,,,,,,,,,,,
713265,"CZK 12,900",50.05891,14.49887,"Ostružinová, Prague - Záběhlice",1 bedroom with open-plan kitchen,Good,51 m²,"CZK 2,400",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,Yes,No,15. 04. 2022,G,349,430,336,639,658,403,483,637,577,225,,,,,,,,,,,,
716826,"CZK 8,700",50.12182,14.4878556,"Bílinská, Prague - Prosek",Studio,Excellent,26 m²,"CZK 2,300","CZK 8,700",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 07. 2022,C,344,852,231,791,620,469,142,190,303,212,,,,,,,,,,,,
649185,"CZK 18,000",50.092787,14.451795,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 1,000","CZK 40,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,01. 06. 2021,G,43,348,50,55,66,84,443,"1,093",116,310,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
640912,"CZK 6,100",50.035171,14.411621,"Zelinářská, Prague - Braník",Small studio,Excellent,38 m²,CZK 800,"CZK 12,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,12. 05. 2022,G,125,412,167,101,268,349,144,"1,229",260,,,,,,,,,,,,,
585738,"CZK 18,000",50.129377,14.551176,"Hornopočernická, Prague - Kbely",2 bedroom with open-plan kitchen,Excellent,100 m²,"CZK 5,000","CZK 22,000",Personal,Brick building,Partially furnished,2,No,Yes,Yes,No,No,No,No,28. 04. 2022,G,95,832,202,381,217,958,918,831,299,,,,Central heating,,,,,,,,,
716780,"CZK 11,000",50.06522,14.51057,"Královická, Prague - Strašnice",1 bedroom,Excellent,37 m²,"CZK 3,500","CZK 11,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,16. 05. 2022,C,445,463,"1,228",200,454,290,329,566,258,,,,,,,,,,,,,
