Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,Renovation,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
710752,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,Furnished,3,No,No,No,No,No,Yes,No,16. 05. 2022,,,,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,
712192,"CZK 12,000",50.10694,14.44648,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 12,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,30. 03. 2022,,,,,,,C,130,405,238,418,163,273,315,758,329,243,,,,,,
708810,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 16,550",,,,Furnished,3,No,No,No,No,No,Yes,No,04. 04. 2022,,,,,,,,281,192,58,183,11,368,315,297,289,305,,,,,,
708305,"CZK 46,800",50.0606031,14.3995501,"Na Neklance, Prague - Smíchov",1 bedroom with open-plan kitchen,,47 m²,"CZK 15,600",,,,Furnished,1,No,No,No,No,No,Yes,Yes,03. 04. 2022,,,,,,,,149,907,200,914,210,455,590,729,652,530,,,,,,
711903,"CZK 15,675",50.0911536,14.4863128,"Pod Lipami, Prague - Žižkov",1 bedroom with open-plan kitchen,,42 m²,"CZK 5,225",,,,Furnished,7,No,Yes,No,No,No,Yes,No,27. 05. 2022,,,,,,,,190,536,174,198,224,241,65,241,332,349,,,,,,
712190,"CZK 10,300",50.09779,14.36641,"Kladenská, Prague - Vokovice",Small studio,Excellent,20 m²,"CZK 1,900","CZK 12,200",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,31. 03. 2022,,,,,,,,469,373,470,378,43,249,762,600,911,94,,,,,,
711672,"CZK 30,000",50.09012,14.4045,"Valdštejnské náměstí, Prague - Malá Strana",1 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 3,664","CZK 60,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2022,,,,,,,G,59,388,358,354,96,318,302,653,"1,005",772,,,,,,
709763,"CZK 52,589",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,142 m²,"CZK 17,530",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,
712189,"CZK 26,250",50.0728478,14.4409103,"Jana Masaryka, Prague - Vinohrady",Studio,,35 m²,"CZK 8,750",,,,Furnished,4,No,No,No,No,No,Yes,Yes,29. 05. 2022,,,,,,,,66,280,58,636,44,592,271,416,582,395,,,,,,
712188,"CZK 26,250",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,45 m²,"CZK 8,750",,,,Furnished,4,No,No,No,No,No,Yes,Yes,29. 05. 2022,,,,,,,,41,255,33,612,69,567,246,441,558,371,,,,,,
712187,"CZK 26,250",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",Studio,,37 m²,"CZK 8,750",,,,Furnished,4,No,No,No,No,No,Yes,Yes,29. 05. 2022,,,,,,,,41,255,33,612,69,567,246,441,558,371,,,,,,
712186,"CZK 30,000",50.0771423,14.417396,"Na Zbořenci, Prague - Nové Město",1 bedroom,,35 m²,"CZK 10,000",,,,Furnished,1,No,No,No,No,No,No,No,29. 05. 2022,,,,,,,,127,382,112,188,72,409,281,298,590,484,,,,,,
712185,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,,Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,,,,,,,,281,192,58,183,11,369,315,297,289,305,,,,,,
398059,"CZK 13,700",50.105979,14.5832454,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,700","CZK 19,000",Personal,Prefab concrete building,Partially furnished,4,No,No,No,No,Yes,Yes,No,,,,Central heating,,,,C,581,630,372,420,456,767,"1,395",600,567,,,,,,,
484284,"CZK 15,000",50.137298193862,14.509526933869,"Šumperská, Prague - Letňany",2 bedroom,,55 m²,"CZK 3,700","CZK 15,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 04. 2022,,Standard materials and solutions,District heating,Raised ground floor,,Overall,D,121,549,302,636,263,73,276,746,412,207,,,,,,
688130,"CZK 16,000",50.1029,14.52922,"Nademlejnská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Raised ground floor,,,B,306,979,424,960,107,906,977,"1,025",842,533,,,,,,
539704,"CZK 22,000",50.0671146,14.5037186,Prague - Strašnice,2 bedroom,,75 m²,"CZK 3,000","CZK 44,000",Personal,Brick building,Partially furnished,1,Yes,Yes,No,No,No,No,No,01. 03. 2022,,,,,,,E,259,"1,403",423,"1,079",297,527,337,330,"1,102",173,,,,,,
712154,"CZK 20,000",50.07146,14.44815,"Krymská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 2,840","CZK 20,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,,,,,,,G,135,665,130,370,71,629,313,580,182,300,,,,,,
393876,"CZK 13,629",50.0190107,14.4377634,Prague - Kamýk,Studio,Excellent,42 m²,"CZK 1,371","CZK 20,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,,230,875,180,868,398,548,307,732,413,470,,,,,,
712022,"CZK 35,811",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",3 bedroom,,93 m²,"CZK 11,937",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,02. 05. 2022,,,,,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,
709921,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,,Furnished,3,No,No,No,No,No,Yes,No,13. 04. 2022,,,,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,
712143,"CZK 21,019",50.1080609,14.4828384,"Nad Kolčavkou A, Prague - Libeň",Studio,,32 m²,"CZK 7,006",,,,Furnished,1,No,No,No,No,No,No,No,04. 05. 2022,,,,,,,,420,741,425,495,194,893,285,624,454,365,,,,,,
22233,"CZK 9,000",50.115324,14.466482,"Bulovka P8 Liben, Prague - Libeň",Small studio,Good,18 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,Standard materials and solutions,Central heating,Middle floor,,Interior,,127,972,140,"1,393",12,195,119,"1,249","1,012",337,,,,,,
710879,"CZK 25,000",50.08726,14.40593,"Mostecká, Prague - Malá Strana",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 7,000","CZK 50,000",Personal,Other,Partially furnished,1,No,No,No,No,No,No,No,18. 03. 2022,,,,,,,G,136,135,21,108,13,355,165,470,644,326,,,,,,
510077,"CZK 23,000",50.027717,14.4287618,"Novodvorská, Prague - Braník",3 bedroom,,74 m²,"CZK 2,000","CZK 44,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 09. 2022,,Standard materials and solutions,Central heating,Top floor,,Overall,,89,654,340,626,459,432,305,249,"1,245",322,,,,,,
712134,"CZK 16,000",50.08489,14.46851,"Pitterova, Prague - Žižkov",Studio,Excellent,42 m²,"CZK 4,000","CZK 32,000",Personal,Other,Partially furnished,12,Yes,Yes,No,No,Yes,Yes,No,01. 04. 2022,,,,,,,G,513,533,564,710,298,439,761,407,302,91,,,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,Good,52 m²,"CZK 3,000","CZK 36,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,,,District heating,Middle floor,,Overall,,272,447,226,378,222,312,296,343,756,328,,,,,,
134399,"CZK 12,000",50.0674073,14.4519118,Prague - Vršovice,Studio,Excellent,62 m²,"CZK 3,495","CZK 16,000",Personal,Brick building,Furnished,3,Yes,Yes,No,No,No,Yes,No,01. 04. 2022,,,Gas boiler,,,,,250,461,208,339,218,218,329,378,232,482,,,,,,
712132,"CZK 14,500",50.10712,14.49347,"Drahobejlova, Prague - Libeň",2 bedroom,Good,39 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,,,G,191,385,113,596,91,184,270,495,282,223,,,,,,
711728,"CZK 25,500",50.0876289,14.3978335,"Šporkova, Prague - Malá Strana",Studio,,40 m²,"CZK 8,500",,,,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,,29,634,152,537,130,317,388,899,984,129,,,,,,
710794,"CZK 37,500",50.075535,14.4452886,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,,60 m²,"CZK 12,500",,,,Furnished,1,No,No,No,No,No,No,No,03. 04. 2022,,,,,,,,96,290,15,494,73,336,519,216,542,280,,,,,,
473911,"CZK 8,500",50.1353543,14.54159,"Toužimská, Prague - Kbely",Studio,Excellent,26 m²,"CZK 4,000","CZK 12,500",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,No,Yes,,1 to 10 years years,Standard materials and solutions,Gas boiler,Ground floor,18 m²,,,136,654,773,675,907,546,546,565,806,,,,,,,
688853,"CZK 7,500",50.07186,14.46305,"Bulharská, Prague - Vršovice",Other,Excellent,31 m²,"CZK 1,500","CZK 18,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,01. 07. 2022,,,,,,,G,201,860,203,689,182,687,525,419,641,161,,,,,,
711694,"CZK 15,800",50.06918,14.43767,"Perucká, Prague - Vinohrady",Studio,New build,46 m²,"CZK 2,980","CZK 20,000",Personal,Prefab concrete building,Furnished,3,No,Yes,Yes,No,No,Yes,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,,,Overall,C,699,818,597,886,615,859,685,606,752,906,Yes,,,,,
711727,"CZK 22,313",50.088447,14.458108,"Koněvova, Prague - Žižkov",Studio,,35 m²,"CZK 7,437",,,,Furnished,3,Yes,No,No,No,No,Yes,Yes,17. 05. 2022,,,,,,,,202,261,167,291,120,196,324,494,176,433,,,,,,
709390,"CZK 95,810",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",4 bedroom with open-plan kitchen,,219 m²,"CZK 31,936",,,,Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,
711999,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 14,450",,,,Furnished,3,No,No,No,No,No,Yes,No,25. 04. 2022,,,,,,,,68,269,126,89,16,107,70,52,156,144,,,,,,
712108,"CZK 18,000",50.07182,14.38459,"Holečkova, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 3,500","CZK 18,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,C,241,858,228,"1,093",289,"1,217",324,435,"1,223",511,,,,,,
511386,"CZK 19,500",50.1061477,14.4942345,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,,68 m²,"CZK 4,800","CZK 24,300",Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,21. 03. 2022,,,,,,,,119,541,214,819,248,306,312,652,406,380,Yes,,,,,
712102,"CZK 14,500",50.0651,14.50935,"Uhříněveská, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,358","CZK 30,000",Personal,Brick building,Furnished,3,No,No,Yes,No,Yes,No,Yes,04. 04. 2022,,,,,,,G,394,"1,431",440,"1,106",223,431,396,447,590,342,,,,,,
519869,"CZK 19,000",50.029547,14.3649619,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,,108 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Furnished,1,Yes,Yes,No,No,Yes,Yes,Yes,01. 04. 2022,,Premium materials and solutions,Central heating,,53 m²,Overall,B,259,"1,112",353,"1,093",123,"1,130",351,562,675,337,,,,,,
697214,"CZK 12,500",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,Excellent,49 m²,"CZK 2,500","CZK 30,000",Personal,Other,Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,167,614,151,528,121,457,121,445,399,278,,,,,,
711568,"CZK 24,900",50.10594,14.4733,"Světova, Prague - Libeň",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,Yes,No,01. 05. 2022,,,,,,,G,56,607,54,92,39,108,218,497,362,264,,,,,,
712019,"CZK 11,999",50.07233,14.40481,"Lidická, Prague - Smíchov",1 bedroom,Excellent,30 m²,CZK 999,"CZK 13,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,28. 03. 2022,,,,Middle floor,,Overall,D,182,519,163,42,100,422,613,"1,120","1,314",773,,,,,,
712094,"CZK 13,000",50.09033,14.4739536,"Biskupcova, Prague - Žižkov",2 bedroom,Good,50 m²,"CZK 3,500","CZK 16,500",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,29. 03. 2022,,,,,,,G,193,"1,012",134,259,16,116,321,332,358,420,,,,,,
712092,"CZK 19,500",50.0799819,14.492109,"Hřibská, Prague - Strašnice",2 bedroom,Good,54 m²,"CZK 3,700","CZK 25,000",Personal,Prefab concrete building,Furnished,6,No,No,Yes,Yes,No,Yes,No,15. 04. 2022,,,,,,,G,325,617,394,601,579,159,669,548,765,458,,,,,,
712089,"CZK 17,500",50.0775838,14.4184595,"Odborů, Prague - Nové Město",2 bedroom,Excellent,81 m²,"CZK 1,900","CZK 17,500",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,05. 04. 2022,,,,,,,C,73,348,60,86,70,316,227,312,536,491,,,,,,
712078,"CZK 12,000",50.10195,14.56331,"Cukrova, Prague - Černý Most",Small studio,New build,35 m²,"CZK 3,000","CZK 30,000",Personal,Low-energy building,Partially furnished,1,No,Yes,No,No,Yes,Yes,No,01. 05. 2022,,,,,,,G,155,654,422,939,719,628,297,872,98,,,,,,,
707360,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,Furnished,1,No,No,No,No,No,No,No,03. 04. 2022,,,,,,,,198,801,15,163,39,141,121,304,55,465,,,,,,
707307,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,07. 04. 2022,,,,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,
712049,"CZK 14,000",50.08845,14.45856,"Koněvova, Prague - Žižkov",Studio,New build,34 m²,"CZK 3,000","CZK 17,000",Personal,Prefab concrete building,Unfurnished,3,Yes,No,Yes,No,No,No,No,29. 03. 2022,,,,,,,C,172,291,164,261,150,226,354,524,206,385,,,,,,
574900,"CZK 24,000",50.0280815,14.5150316,"Křejpského, Prague - Chodov",4 bedroom,Excellent,75 m²,"CZK 3,000","CZK 48,000",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,District heating,,,Overall,C,385,495,345,"1,158",260,470,199,158,998,110,,,,,,
563070,"CZK 21,450",50.1086988,14.375396,"Na Pískách, Prague - Dejvice",2 bedroom with open-plan kitchen,,64 m²,"CZK 2,400","CZK 42,900",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,,,,,,B,57,656,293,738,469,438,289,277,,,,,,,,
610247,"CZK 13,900",50.033583,14.418079,"Za Mlýnem, Prague - Braník",Studio,New build,60 m²,"CZK 3,000","CZK 16,900",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,,,,,,Overall,C,308,814,387,324,360,687,543,"1,177",209,,Yes,,,,,
711548,"CZK 11,000",50.07211,14.3834,"Mošnova, Prague - Smíchov",Studio,Excellent,42 m²,"CZK 2,500","CZK 22,000",Personal,Brick building,Furnished,3,No,No,Yes,Yes,No,No,No,01. 05. 2022,,,,,,,G,274,882,382,"1,256",436,"1,364",348,313,"1,247",635,,,,,,
711554,"CZK 14,000",50.08352,14.50419,"Káranská, Prague - Malešice",2 bedroom,Good,50 m²,"CZK 6,000","CZK 28,000",Cooperative,Prefab concrete building,Unfurnished,4,No,No,Yes,No,No,No,No,24. 03. 2022,,,,,,,A,262,477,435,496,302,651,605,342,906,168,,,,,,
190816,"CZK 12,000",50.1061491,14.4884038,"U svobodárny, Prague - Libeň",Studio,Excellent,33 m²,"CZK 2,584","CZK 20,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,,,,District heating,Middle floor,,,,62,118,57,301,63,475,330,364,174,111,,,,,,
707380,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,,,,,,,,177,647,182,40,38,122,28,102,350,194,,,,,,
413854,"CZK 13,000",50.0652691,14.5053347,"Na Padesátém, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 8,200","CZK 13,000",Personal,Prefab concrete building,,4,No,No,Yes,No,No,No,No,03. 04. 2022,,Standard materials and solutions,District heating,Top floor,,,C,99,"1,101",484,776,320,535,595,575,746,424,,,,,,
712068,"CZK 12,000",50.08862,14.46377,"Domažlická, Prague - Žižkov",1 bedroom,Good,34 m²,"CZK 1,000",,Cooperative,Brick building,Unfurnished,7,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,G,143,576,256,191,140,435,621,696,466,345,,,,,,
712066,"CZK 15,000",50.06951,14.48486,"U Hranic, Prague - Strašnice",Studio,New build,43 m²,"CZK 3,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,30. 04. 2022,,,,,,,G,292,815,496,561,215,371,598,725,537,494,,,,,,
707312,"CZK 51,225",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,,80 m²,"CZK 17,075",,,,Furnished,6,No,Yes,No,No,No,Yes,No,04. 05. 2022,,,,,,,,120,466,224,270,88,288,156,399,230,467,,,,,,
707763,"CZK 23,000",50.09357,14.46052,"Na Střelnici, Prague - Karlín",3 bedroom with open-plan kitchen,Excellent,93 m²,"CZK 1,400","CZK 40,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,25. 02. 2022,,,,,,,G,415,"1,073",165,683,310,546,133,"1,032",596,111,,,,,,
512262,"CZK 9,800",50.0699333,14.3923511,"Nad Bertramkou, Prague - Smíchov",Studio,Good,27 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,15. 04. 2022,,Standard materials and solutions,Central heating,Raised ground floor,,,,217,799,671,878,468,885,690,"1,102",346,542,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 48,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,,,,C,399,778,398,794,980,582,"1,071",806,,,,,,,,
682864,"CZK 12,500",50.03941,14.32119,"Wiesenthalova, Prague - Řeporyje",Studio,New build,38 m²,"CZK 4,400","CZK 30,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,1 to 10 years years,,District heating,Middle floor,,Interior,B,293,"1,025",669,882,729,946,583,965,874,238,,,,,,
712063,"CZK 11,000",50.09254,14.45351,"Křižíkova, Prague - Karlín",Small studio,Excellent,28 m²,"CZK 2,700","CZK 22,000",Cooperative,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,,G,120,469,30,70,34,67,505,"1,140",9,505,,,,,,
711972,"CZK 18,500",50.05317,14.51189,"Mikanova, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500","CZK 22,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 04. 2022,,Standard materials and solutions,Central heating,,,,G,157,805,795,753,571,801,843,850,806,270,,,,,,
540297,"CZK 19,999",50.04304,14.31343,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,500","CZK 40,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,B,258,485,231,799,821,429,778,559,"1,031",582,,,,,,
662917,"CZK 13,300",50.10595,14.58328,"Bryksova, Prague - Černý Most",1 bedroom,Excellent,40 m²,"CZK 3,200","CZK 13,300",Personal,Prefab concrete building,Furnished,7,Yes,No,No,No,Yes,Yes,No,17. 05. 2021,,,,,,,C,581,630,372,420,456,767,"1,395",600,567,,,,,,,
707249,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,075",,,,Furnished,4,No,No,No,No,No,Yes,Yes,11. 04. 2022,,,,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,
711539,"CZK 8,000",50.0834856,14.5676132,"Úpická, Prague - Dolní Počernice",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 5,000","CZK 10,000",Personal,Other,Furnished,1,No,No,No,No,Yes,No,No,01. 05. 2022,,,,,,,C,481,"1,328",674,896,"1,493",407,,,,,,,,,,
704069,"CZK 16,990",50.04805416666,14.30194138888,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 4,107","CZK 21,097",Personal,Brick building,Furnished,1,No,No,No,No,Yes,Yes,No,,,,,,,,C,422,366,207,378,"1,151","1,119",746,907,87,,Yes,"CZK 21,097

                                
                                
                
i",,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,800","CZK 16,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 04. 2022,1 to 10 years years,,District heating,Middle floor,,,G,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,Yes,,,,,
711849,"CZK 25,000",50.081397,14.4454103,"Ježkova, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,84 m²,"CZK 4,000","CZK 50,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,Gas boiler,Middle floor,,Overall,G,605,522,14,573,62,189,351,187,512,278,,,,,,
712057,"CZK 16,500",50.02426,14.52633,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,600","CZK 33,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,30. 03. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,B,514,"1,282",576,977,362,838,360,777,"1,073",198,,,,,,
557832,"CZK 19,000",50.1474836,14.5326938,"Rýnská, Prague - Čakovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 2,400","CZK 38,000",Personal,Low-energy building,Furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,,,,,,,C,219,"1,266",658,892,600,"1,327",842,782,,,Yes,,,,,
561746,"CZK 22,000",50.0672879,14.5526084,"Honzíkova, Prague - Dolní Měcholupy",Studio,New build,86 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Partially furnished,7,No,Yes,No,No,No,No,Yes,01. 04. 2022,1 to 10 years years,,Central heating,,,,,511,"1,208",327,246,506,"1,008","1,178",306,,,,,,,,
711506,"CZK 16,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom,Excellent,56 m²,"CZK 8,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,10,No,No,No,Yes,No,Yes,No,15. 04. 2022,,,,,,,G,299,934,97,923,125,"1,013",314,360,338,165,,,,,,
712047,"CZK 17,500",50.08317,14.45166,"Čajkovského, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 1,200","CZK 30,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,02. 05. 2022,,,,,,,G,229,113,143,184,162,223,391,442,486,471,,,,,,
691917,"CZK 11,500",50.0592992,14.4459356,"Na Jezerce, Prague - Nusle",Studio,Excellent,30 m²,"CZK 3,500","CZK 15,000",Cooperative,Brick building,Furnished,,No,No,No,No,No,No,No,01. 04. 2022,,,,,,,G,304,"1,031",102,509,195,761,592,642,682,298,,,,,,
685735,"CZK 14,500",50.08873,14.48156,"Olgy Havlové, Prague - Žižkov",Studio,New build,37 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,6,Yes,No,Yes,Yes,Yes,Yes,No,29. 09. 2021,,,,,,,B,323,965,512,725,322,768,592,376,453,347,,,,,,
197009,"CZK 11,000",50.1233776,14.4844013,"Teplická, Prague - Střížkov",Studio,Excellent,35 m²,"CZK 2,990","CZK 25,000",Personal,Brick building,Partially furnished,8,No,No,No,No,No,Yes,No,10. 04. 2022,,Standard materials and solutions,District heating,Middle floor,,,C,250,"1,200",182,"1,139",341,586,251,304,136,43,,,,,,
536721,"CZK 13,000",50.0292388,14.5304752,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,,44 m²,"CZK 2,100","CZK 26,000",Personal,Prefab concrete building,Unfurnished,4,No,No,No,No,No,Yes,No,ihned,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,Overall,,187,483,147,166,275,337,407,301,397,260,,,,,,
712039,"CZK 15,000",50.10579,14.37746,"Fetrovská, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Ground floor,18 m²,Overall,G,433,504,"1,328",544,520,152,29,239,92,,,,,,,
712033,"CZK 12,500",50.08663,14.45971,"Jeseniova, Prague - Žižkov",Small studio,Excellent,38 m²,"CZK 2,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,,,,,C,104,346,17,618,321,318,251,298,420,143,,,,,,
711483,"CZK 20,000",50.12559,14.50694,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,000","CZK 46,000",Personal,Other,Furnished,4,No,No,No,Yes,No,Yes,No,10. 04. 2022,,,,,,,A,301,800,140,"1,106",354,"1,031",133,752,"1,495",181,,,,,,
712029,"CZK 24,990",50.10301055555,14.43322222222,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 1,234","CZK 26,224",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,,,,,,,,A,114,770,169,294,55,98,477,456,857,,,"CZK 26,224

                                
                                
                
i",,,,
