Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Heating,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Design,Total number of floors,Renovation,Age,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky
704217,"CZK 14,000",50.06213,14.44876,"V Horkách, Prague - Nusle",1 bedroom with open-plan kitchen,Good,53 m²,CZK 450,Personal,Brick building,Unfurnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,,G,236,893,276,545,218,531,573,407,800,464,"CZK 14,000",,,,,,,,,,
648210,"CZK 13,000",50.03213,14.60946,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 4,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 01. 1970,Gas boiler,G,209,"1,046",213,"1,055",554,999,571,"1,075",716,256,"CZK 17,000",,,,10 to 30 years years,,,,,,
126475,"CZK 13,900",50.07318,14.43887,"Varšavská, Prague - Vinohrady",1 bedroom,,48 m²,"CZK 1,250",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,,,218,316,150,504,126,407,218,361,801,614,"CZK 27,800",,,,over 50 years years,,100 m²,,,,
698486,"CZK 34,500",50.07468,14.3949,"Švédská, Prague - Smíchov",2 bedroom with open-plan kitchen,New build,100 m²,"CZK 5,500",Personal,Other,Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,Central heating,B,52,989,268,730,310,684,316,930,"1,088",443,"CZK 34,500",,Middle floor,,1 to 10 years years,,,,,,
700542,"CZK 15,000",50.08692,14.46883,"Malešická, Prague - Žižkov",1 bedroom with open-plan kitchen,Good,44 m²,"CZK 3,600",Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,No,01. 03. 2022,,C,121,421,49,195,73,338,372,380,336,419,"CZK 30,000",,,,,,,,,,
180353,"CZK 10,000",50.0669648,14.4568866,"Minská, Prague - Vršovice",Studio,Excellent,25 m²,"CZK 5,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,24. 01. 2022,,G,77,213,74,284,89,368,459,588,374,298,"CZK 15,000",,,,,,,,,,
699449,"CZK 17,000",50.04568,14.48903,"Svojšovická, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 3,700",Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,,G,130,253,362,299,253,488,725,"1,293",328,,"CZK 30,000",,,,,,,,,,
265681,"CZK 10,000",50.0577867,14.4946574,"Jetelová, Prague - Záběhlice",Studio,Excellent,28 m²,"CZK 2,300",Personal,Other,Partially furnished,4,No,No,No,Yes,No,Yes,No,01. 02. 2022,District heating,B,119,673,233,948,396,242,372,865,166,186,"CZK 15,000",Standard materials and solutions,Middle floor,Overall,1 to 10 years years,,,,,,
569404,"CZK 16,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,,62 m²,"CZK 3,900",Personal,Brick building,Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,Central heating,B,216,901,469,674,542,358,459,533,"1,259",368,"CZK 30,000",,Middle floor,,1 to 10 years years,Yes,,,,,
556733,"CZK 11,000",50.0296923,14.6049737,"K Sokolovně, Prague - Uhříněves",1 bedroom,,35 m²,"CZK 1,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,12. 01. 2022,,C,101,550,223,559,0,503,130,560,163,419,"CZK 13,500",,,,,,,,,,
703476,"CZK 26,300",50.08291,14.37907,"Nad Závěrkou, Prague - Břevnov",3 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 3,314",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,No,No,24. 01. 2022,,G,342,951,339,847,169,652,572,549,350,232,"CZK 40,000",,,,,,,,,,
696248,"CZK 47,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,Excellent,109 m²,"CZK 6,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,,D,209,273,39,272,113,301,142,267,694,169,"CZK 53,000",,,,,,,,,,
704214,"CZK 21,304",50.0840733,14.5137237,"Niederleho, Prague - Malešice",3 bedroom with open-plan kitchen,,85 m²,"CZK 7,101",,,Furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,,,324,"1,262",554,"1,172",336,576,910,"1,176",353,189,,,,,,,,,,,
696412,"CZK 21,600",50.0654522,14.409929,"Strakonická, Prague - Smíchov",1 bedroom with open-plan kitchen,,60 m²,"CZK 7,200",,,Furnished,6,No,No,No,No,No,Yes,No,15. 02. 2022,,,276,508,376,863,221,634,685,923,376,417,,,,,,,,,,,
694331,"CZK 19,500",50.0780444,14.4566742,"Radhošťská, Prague - Vinohrady",2 bedroom,Excellent,56 m²,"CZK 3,500",Personal,Brick building,Furnished,7,No,Yes,No,No,No,Yes,No,15. 12. 2021,Central heating,G,64,399,22,82,16,279,450,593,902,234,,,Top floor,Overall,,,,,,,
703471,"CZK 15,000",50.0848,14.36507,"Slavníkova, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,Yes,No,01. 02. 2022,,G,65,105,143,191,128,99,182,534,160,342,"CZK 15,000",,,,,,,,,,
667885,"CZK 19,900",50.08440405,14.48399645,"Zvěřinova, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,66 m²,"CZK 3,625",Personal,Other,Furnished,8,Yes,No,No,No,Yes,Yes,Yes,11. 06. 2021,Central heating,B,183,"1,400",677,"1,218",625,839,"1,099",273,610,280,"CZK 23,500",Premium materials and solutions,Middle floor,,1 to 10 years years,,,,,,
694846,"CZK 59,738",50.0902503,14.4293691,"Truhlářská, Prague - Nové Město",2 bedroom with open-plan kitchen,,186 m²,"CZK 19,912",,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,176,468,153,183,95,334,340,266,546,580,,,,,,,,,,,
688580,"CZK 12,900",50.0378,14.33674,"Bašteckého, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,240",Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,17. 10. 2021,Central heating,G,260,630,239,843,103,502,192,564,112,74,"CZK 26,000",Standard materials and solutions,Raised ground floor,,,,,,,,
696701,"CZK 16,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,New build,38 m²,"CZK 4,000",Personal,Prefab concrete building,Unfurnished,5,No,No,Yes,Yes,Yes,Yes,Yes,20. 12. 2021,District heating,B,381,810,423,623,137,666,490,358,355,113,"CZK 16,000",Premium materials and solutions,,,1 to 10 years years,,,,,,
699552,"CZK 20,687",50.0707465,14.4307581,"Wenzigova, Prague - Nové Město",2 bedroom,,92 m²,"CZK 6,896",,,Furnished,6,No,Yes,No,No,No,Yes,No,01. 02. 2022,,,231,547,213,435,47,356,108,477,535,521,,,,,,,,,,,
696415,"CZK 30,638",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",3 bedroom,,92 m²,"CZK 10,212",,,Furnished,7,No,Yes,No,No,No,Yes,No,15. 03. 2022,,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,
695336,"CZK 18,926",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,309",,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,01. 03. 2022,,,234,341,228,706,128,428,324,536,546,328,,,,,,,,,,,
704213,"CZK 13,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,200",Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,No,Yes,30. 01. 2022,,A,355,262,265,205,155,306,637,827,"1,325",333,"CZK 25,000",,,,,,,,,,
429072,"CZK 11,800",50.0721195,14.4055053,"Lidická, Prague - Smíchov",1 bedroom,,31 m²,CZK 800,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,20. 01. 2022,Other,G,137,484,128,84,86,369,577,"1,058","1,252",720,"CZK 12,600",Standard materials and solutions,Middle floor,Interior,,,,,,,
614648,"CZK 13,500",50.086026,14.450557,"Cimburkova, Prague - Žižkov",Studio,Excellent,28 m²,"CZK 3,100",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,,B,149,310,156,317,114,277,13,366,14,659,"CZK 27,000",Premium materials and solutions,Top floor,Overall,,,,,,,
565572,"CZK 16,900",50.0621447,14.4417689,"Svatoslavova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,15. 02. 2022,,,174,589,191,294,214,318,352,859,288,249,"CZK 20,000",,,,,,,,,,
697482,"CZK 20,250",50.0719171,14.4429188,"Rybalkova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 6,750",,,Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,,,195,408,97,765,42,717,415,296,511,225,,,,,,,,,,,
696751,"CZK 12,495",50.0855201,14.4494539,"Štítného, Prague - Žižkov",Studio,,25 m²,"CZK 4,165",,,Furnished,1,No,No,No,No,No,No,No,21. 02. 2022,,,273,239,86,246,43,207,26,255,111,588,,,,,,,,,,,
697544,"CZK 46,313",50.0745467,14.4389986,"Blanická, Prague - Vinohrady",3 bedroom with open-plan kitchen,,93 m²,"CZK 15,437",,,Furnished,6,No,Yes,No,No,No,Yes,No,02. 03. 2022,,,84,364,40,331,100,341,128,408,656,679,,,,,,,,,,,
698724,"CZK 26,006",50.0684378,14.4104352,"Hořejší nábřeží, Prague - Smíchov",2 bedroom,,80 m²,"CZK 8,669",,,Furnished,4,No,No,No,No,No,Yes,No,11. 03. 2022,,,435,892,279,490,236,702,754,992,495,60,,,,,,,,,,,
697543,"CZK 22,500",50.1013742,14.4358954,"Šternberkova, Prague - Holešovice",2 bedroom,,83 m²,"CZK 7,500",,,Furnished,3,Yes,No,No,No,No,Yes,No,02. 03. 2022,,,184,870,174,226,62,375,320,"1,488",599,931,,,,,,,,,,,
693404,"CZK 22,125",50.1085928,14.4915135,"U školičky, Prague - Libeň",2 bedroom with open-plan kitchen,,63 m²,"CZK 7,375",,,Furnished,5,No,No,No,No,No,No,No,01. 02. 2022,,,181,533,222,533,196,258,442,227,114,112,,,,,,,,,,,
699079,"CZK 33,750",50.0790219,14.4245347,"Školská, Prague - Nové Město",Studio,,26 m²,"CZK 11,250",,,Furnished,1,Yes,No,No,No,No,Yes,No,13. 03. 2022,,,326,716,122,141,29,217,161,519,502,456,,,,,,,,,,,
680052,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
682344,"CZK 13,823",50.1044601,14.5518792,"Slévačská, Prague - Hloubětín",1 bedroom,,54 m²,"CZK 4,607",,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,,256,674,499,"1,325",205,584,277,"1,192",804,230,,,,,,,,,,,
698722,"CZK 17,813",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 5,937",,,Furnished,4,No,No,No,No,No,Yes,No,11. 03. 2022,,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,
691605,"CZK 24,900",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,68 m²,"CZK 8,300",,,Furnished,2,No,No,No,No,No,Yes,No,02. 03. 2022,,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,
682348,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,40 m²,"CZK 10,000",,,Furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,
680047,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,73 m²,"CZK 13,250",,,Furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
700638,"CZK 15,500",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",Studio,New build,41 m²,"CZK 2,000",Personal,Low-energy building,Unfurnished,5,No,Yes,Yes,No,No,Yes,No,01. 03. 2022,,A,79,953,290,"1,197",615,"1,258","1,259",537,,,"CZK 15,500",,,,,,,,,,
680086,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,90 m²,"CZK 8,500",,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,,142,547,112,211,216,280,208,0,878,210,,,,,,,,,,,
699855,"CZK 24,750",50.0720218,14.4618189,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,,54 m²,"CZK 8,250",,,Furnished,5,No,No,No,No,No,No,No,11. 03. 2022,,,222,829,176,605,99,603,417,336,724,245,,,,,,,,,,,
695226,"CZK 17,456",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,35 m²,"CZK 5,819",,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
704210,"CZK 48,750",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",1 bedroom with open-plan kitchen,,72 m²,"CZK 16,250",,,Furnished,2,No,No,No,No,No,No,No,30. 03. 2022,,,81,691,54,466,24,287,520,610,545,144,,,,,,,,,,,
700637,"CZK 14,000",50.12828,14.49326,"Lovosická, Prague - Střížkov",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000",Cooperative,Prefab concrete building,Partially furnished,1,No,No,No,Yes,No,No,No,23. 01. 2022,,C,101,890,117,790,348,259,387,259,931,203,"CZK 15,000",,,,,,,,,,
680008,"CZK 35,100",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 11,700",,,Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,
693259,"CZK 23,250",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 7,750",,,Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,
680073,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,55 m²,"CZK 10,000",,,Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,
682068,"CZK 18,300",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,34 m²,"CZK 6,100",,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
696583,"CZK 15,300",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,,50 m²,"CZK 5,100",,,Furnished,1,No,No,No,No,No,No,No,15. 03. 2022,,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,
700619,"CZK 19,000",50.10071,14.52764,"Nademlejnská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,24. 01. 2022,District heating,G,643,"1,292",777,"1,274",510,999,855,970,629,317,"CZK 28,500",,Middle floor,,1 to 10 years years,,,,,,
664387,"CZK 11,800",50.02152,14.489698,Prague - Kunratice,Studio,Excellent,42 m²,"CZK 3,200",Personal,Prefab concrete building,Partially furnished,6,No,No,No,Yes,Yes,Yes,No,01. 02. 2022,District heating,G,127,907,181,"1,000",407,200,225,209,455,108,"CZK 15,000",,,,,,,,,,
704205,"CZK 22,000",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,000",Personal,Low-energy building,Partially furnished,3,Yes,No,Yes,Yes,No,Yes,Yes,01. 03. 2022,Central heating,B,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,"CZK 30,000",,,,,,,,,,
644381,"CZK 9,000",50.068795,14.416542,"Na Výtoni, Prague - Nové Město",Studio,Excellent,32 m²,"CZK 2,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,Central heating,G,211,889,124,347,97,306,201,239,254,118,"CZK 9,000",,Ground floor,,,,,,,,
695370,"CZK 29,700",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,92 m²,"CZK 9,900",,,Furnished,7,No,Yes,No,No,No,Yes,No,19. 02. 2022,,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,
699836,"CZK 11,408",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,,24 m²,"CZK 3,802",,,Furnished,1,No,No,No,No,No,No,No,14. 02. 2022,,,207,626,116,221,143,278,376,548,644,639,,,,,,,,,,,
216074,"CZK 11,500",50.0402474681,14.336411659,"Tlumačovská, Prague - Stodůlky",Studio,Excellent,40 m²,"CZK 2,100",Personal,Brick building,Partially furnished,12,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 03. 2022,Central heating,C,65,591,28,561,344,33,308,572,332,310,"CZK 11,500",Premium materials and solutions,Middle floor,Interior,1 to 10 years years,,,,,,
668415,"CZK 9,000",50.07419,14.49075,"Starostrašnická, Prague - Strašnice",1 bedroom,Good,43 m²,CZK 600,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,Other,F,118,388,41,30,112,5,105,598,484,154,"CZK 18,000",Standard materials and solutions,Middle floor,Interior,10 to 30 years years,,,,,,
644385,"CZK 17,000",50.07184,14.429817,Prague - Nové Město,1 bedroom,Excellent,52 m²,"CZK 2,500",Personal,Brick building,Partially furnished,7,No,Yes,No,No,No,Yes,No,01. 02. 2022,Central heating,G,210,480,156,340,181,149,276,410,716,539,"CZK 17,000",Standard materials and solutions,Top floor,Overall,,,,,,,
549792,"CZK 14,000",50.0334792,14.5844324,"Blšanecká, Prague - Uhříněves",1 bedroom with open-plan kitchen,,57 m²,"CZK 4,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,Yes,01. 03. 2022,,C,585,"1,270","1,121","1,361","1,189","1,222","1,177",,,,"CZK 28,000",,,,1 to 10 years years,,,,,,
100900,"CZK 12,400",50.1173105,14.2971938,"Hokešovo nám., Prague - Přední Kopanina",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,100",,Brick building,Furnished,2,No,No,No,No,No,No,No,27. 06. 2021,Central heating,,33,176,294,,,,,,,,"CZK 16,500",,,,,,,,,,
621284,"CZK 17,500",50.096293,14.451753,"Za Karlínským přístavem, Prague - Karlín",Studio,New build,38 m²,"CZK 2,500",Personal,Brick building,,5,Yes,No,No,No,No,Yes,Yes,01. 09. 2020,,B,293,598,273,266,168,410,831,566,644,,"CZK 20,000",,,,,,,,,,
680072,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,,30 m²,"CZK 8,750",,,Furnished,7,No,No,No,No,No,Yes,Yes,01. 02. 2022,,,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,Furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
703938,"CZK 18,750",50.0716124,14.4594622,"Slovinská, Prague - Vršovice",1 bedroom with open-plan kitchen,,56 m²,"CZK 6,250",,,Furnished,5,Yes,No,No,No,No,Yes,No,01. 02. 2022,,,152,674,40,445,81,448,262,312,748,277,,,,,,,,,,,
696590,"CZK 15,000",50.05488,14.43481,"Děkanská vinice Ⅱ, Prague - Nusle",3 bedroom,Good,61 m²,"CZK 4,300",Cooperative,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,29. 01. 2022,District heating,G,85,"1,005",190,256,176,193,502,228,314,131,"CZK 30,000",Standard materials and solutions,Middle floor,Bathroom unit,,,,,,,
7347,"CZK 9,000",50.043883,14.478443,"Roztylské sady, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000",Personal,Brick building,Furnished,3,Yes,Yes,No,Yes,Yes,No,Yes,01. 03. 2022,Gas boiler,B,82,732,435,409,241,366,336,422,291,,"CZK 12,000",Standard materials and solutions,Top floor,Interior,over 50 years years,,100 m²,,,,
228175,"CZK 12,500",50.09002,14.44917,"Pernerova, Prague - Karlín",Small studio,Excellent,24 m²,"CZK 1,500",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,15. 12. 2021,,,446,384,153,561,269,584,91,"1,152",660,332,"CZK 14,000",,,,,,,,,,
704178,"CZK 9,000",50.08959,14.46391,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,36 m²,CZK 600,Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,31. 01. 2022,,F,124,674,258,54,2,404,719,730,335,227,"CZK 9,000",,,,,,,,,,
704193,"CZK 9,500",50.03945,14.50879,"Majerského, Prague - Chodov",Studio,Excellent,32 m²,"CZK 2,500",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,29. 01. 2022,,G,359,"1,093",229,480,146,622,331,486,125,,"CZK 10,000",,,,,,,,,,
697032,"CZK 15,000",50.0981894,14.3985813,"Kafkova, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500",Personal,Brick building,Furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,,G,261,202,123,105,108,218,300,604,484,278,"CZK 15,000",,,,,,,,,,
680075,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,40 m²,"CZK 12,500",,,Furnished,-1,No,Yes,No,No,No,No,No,01. 02. 2022,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,,"CZK 11,250",,,Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,,,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,
691037,"CZK 41,625",50.0806286,14.4175374,"Ostrovní, Prague - Nové Město",3 bedroom with open-plan kitchen,,112 m²,"CZK 13,875",,,Furnished,4,No,Yes,No,No,No,Yes,No,01. 02. 2022,,,168,738,31,217,8,217,106,336,114,565,,,,,,,,,,,
679998,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,,46 m²,"CZK 12,500",,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,254,835,179,436,125,299,66,"1,356",350,193,,,,,,,,,,,
131521,"CZK 21,000",50.0821453,14.4455325,"Bořivojova, Prague - Žižkov",2 bedroom with open-plan kitchen,,68 m²,"CZK 4,900",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,05. 02. 2022,,G,537,543,175,570,15,249,284,292,618,279,,,,,,,,,,,
700043,"CZK 16,500",50.08013,14.45882,"Sudoměřská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,D,292,578,395,418,20,396,577,454,619,207,"CZK 19,000",,,,,,,,,,
703771,"CZK 13,000",50.0716753,14.3708825,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,01. 03. 2022,Gas boiler,D,338,546,315,699,567,594,792,"1,073",511,502,"CZK 13,000",Standard materials and solutions,Middle floor,Overall,,,,,,,
531830,"CZK 19,990",50.0712705,14.3510467,Prague - Motol,2 bedroom with open-plan kitchen,,80 m²,"CZK 3,500",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,Yes,No,20. 02. 2022,,C,395,349,302,630,902,696,961,,,,"CZK 30,000",,,,,,,,,,
659383,"CZK 20,000",50.10766,14.44706,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,70 m²,"CZK 3,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,,G,19,488,114,488,208,308,207,848,402,134,"CZK 23,500",,,,,,,,,,
704181,"CZK 15,000",50.013685,14.4336659,"Zárubova, Prague - Kamýk",2 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 1,000",Personal,Prefab concrete building,Partially furnished,10,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,District heating,,410,"1,496",339,"1,488",843,330,156,416,651,281,"CZK 20,000",Standard materials and solutions,,Overall,10 to 30 years years,,,,,,
690507,"CZK 101,363",50.0915501,14.4268683,"Hradební, Prague - Staré Město",5 bedroom,,160 m²,"CZK 33,787",,,Furnished,6,No,Yes,No,No,No,Yes,No,01. 02. 2022,,,102,183,98,123,98,108,208,406,183,306,,,,,,,,,,,
680004,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 15,750",,,Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,
704075,"CZK 18,500",50.08641,14.38188,"Za Pohořelcem, Prague - Střešovice",3 bedroom,Excellent,81 m²,CZK 610,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,31. 01. 2022,Electric boiler,F,167,593,230,935,142,699,500,490,432,134,"CZK 18,500",,,Overall,,,,,,,
700559,"CZK 13,990",50.13229,14.47708,"Frýdlantská, Prague - Kobylisy",3 bedroom,Excellent,65 m²,"CZK 6,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,Yes,No,Yes,No,24. 01. 2022,,G,167,801,274,930,106,684,366,280,"1,478",195,"CZK 20,000",,,,,,,,,,
612797,"CZK 15,500",50.044426,14.488095,"Obrovského, Prague - Chodov",Studio,New build,43 m²,"CZK 2,350",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,Yes,No,No,01. 03. 2022,Gas boiler,A,195,489,565,502,489,403,785,"1,135",430,,"CZK 31,000",Standard materials and solutions,Ground floor,Overall,1 to 10 years years,Yes,110 m²,,,,
693758,"CZK 13,000",50.10778,14.47439,"Andrštova, Prague - Libeň",Studio,Good,48 m²,"CZK 3,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,,G,311,762,258,352,250,361,291,585,379,318,"CZK 15,000",,,,,,,,,,
699134,"CZK 17,500",49.99955,14.40727,"K Vystrkovu, Prague - Modřany",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,000",Personal,Low-energy building,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,,B,59,"1,252",668,"1,372",401,516,653,624,409,416,"CZK 35,000",,,,,Yes,,,,,
