Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Balcony,Lift,Terrace,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Domácí mazlíčci vítáni,Parking,Ownership,Reconstruction,Age,Designe,Enclosed balcony,Heating,New-build,Garage,Administrative fee,Plot type
"CZK 22,895","CZK 4,974",520606,2+kk,8/17/2022,61 m²,Fully furnished,2,1.0,1.0,,266.74,130.97,156.48,1599.96,103.61,1031.33,1142.37,733.92,914.21,118.49,Prague - Stodůlky,50.045754631723,14.302769103705,"CZK 40,000",B,New-build,Brick,,,,Personal,Complete,Up to 10 years,Luxurious,,Central,1.0,,,
"CZK 14,000","CZK 3,500",572808,1 bedroom,10/1/2022,48 m²,Partly,,,,,593.42,1563.03,985.96,1497.87,902.07,1539.96,1115.46,854.83,2677.62,641.14,"V Podhoří, Prague - Troja",50.1277983,14.4032229,"CZK 10,000",C,,Brick,1.0,,1.0,Personal,,,,,,,,,
"CZK 15,000","CZK 2,500",355657,Studio,10/1/2022,31 m²,Fully furnished,6,,1.0,,116.53,539.22,323.54,628.53,89.16,929.12,412.29,436.2,125.33,160.97,"Topolová, Prague - Záběhlice",50.056367,14.5081821,"CZK 10,000",C,Very good,Prefab concrete,,,,Personal,Complete,Up to 10 years,Standard,,Electric boiler,1.0,,,
"CZK 14,000","CZK 3,900",590617,2 bedroom,9/15/2022,56 m²,Partly,1,,1.0,,160.54,500.04,164.13,314.58,170.86,270.69,164.67,274.83,505.0,419.68,"Kolátorova, Prague - Břevnov",50.084717,14.371051,"CZK 25,000",E,Very good,Other,1.0,,,Other,,,,,Central,,,,
"CZK 16,000","CZK 4,500",567644,2+kk,11/1/2022,60 m²,Partly,2,1.0,1.0,,418.09,2005.45,2004.8,2524.93,2073.58,2053.8,2603.95,2619.27,1714.42,1372.64,"Lošáková, Prague - Pitkovice",50.0138924,14.5867087,"CZK 30,000",B,Very good,Other,1.0,,1.0,Personal,,Up to 10 years,Standard,,,1.0,,,
"CZK 14,000","CZK 1,300",574992,2+kk,9/1/2022,43 m²,Unfurnished,1,,1.0,,227.25,66.72,146.12,271.01,170.1,203.15,427.7,447.44,1166.77,322.96,"Krátký lán, Prague - Vokovice",50.0966337,14.3619598,"CZK 28,000",,New-build,Brick,1.0,,,Personal,Complete,Up to 10 years,Standard,,Gas boiler,1.0,,,
"CZK 19,000","CZK 5,000",704308,2+kk,4/1/2022,54 m²,Partly,3,,1.0,,300.19,883.57,676.94,554.32,271.1,1302.44,469.97,769.87,455.5,210.7,"Pod Stárkou, Prague - Michle",50.05812,14.45611,"CZK 24,000",B,New-build,Brick,1.0,,1.0,Personal,,Up to 10 years,Luxurious,1.0,Geothermal,1.0,1.0,,
"CZK 17,500","CZK 3,000",729011,2 bedroom,8/15/2022,52 m²,Partly,6,,1.0,,177.07,269.0,231.65,226.23,267.11,290.6,407.63,406.33,1050.8,116.53,Prague - Malešice,50.08182,14.50268,"CZK 40,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,
"CZK 23,000","CZK 2,085",728488,3+kk,8/15/2022,70 m²,Unfurnished,2,,1.0,,149.3,329.81,60.5,549.65,426.17,223.19,445.02,571.19,569.54,183.67,"Petýrkova, Prague - Chodov",50.0297134,14.4867098,"CZK 50,200",D,Very good,Prefab concrete,1.0,,,,,,,1.0,,,,,
"CZK 10,500","CZK 2,400",698535,Studio,7/1/2022,30 m²,Fully furnished,2,,1.0,,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 12,000",G,Good,Prefab concrete,,,,Personal,,,,,Central,,,,
"CZK 19,990","CZK 3,500",729717,2+kk,10/1/2022,46 m²,Fully furnished,4,,1.0,,284.17,245.2,246.37,273.86,239.52,266.03,346.18,377.4,600.14,218.74,Prague - Stodůlky,50.04412,14.3335,"CZK 23,500",G,Very good,Prefab concrete,,,,,Complete,,,1.0,Central,,,,
"CZK 20,000","CZK 5,500",728974,2+kk,8/7/2022,50 m²,Fully furnished,,,,,163.17,1460.32,391.65,714.12,243.34,686.55,366.05,249.98,869.35,280.34,Prague - Bubeneč,50.10882,14.4003,"CZK 30,000",G,Very good,Brick,1.0,,,,,,,,,,1.0,,
"CZK 18,500","CZK 5,990",513052,3+1,9/1/2022,75 m²,Fully furnished,6,1.0,1.0,,351.74,1212.9,293.28,850.1,350.33,207.65,366.1,626.86,1723.21,98.13,Prague - Černý Most,50.1063173,14.572282,"CZK 23,000",A,Good,Prefab concrete,,,,Personal,Exterior,,Standard,,Central,,,,
"CZK 25,000","CZK 3,000",728962,3+1,10/1/2022,70 m²,Partly,5,1.0,1.0,,76.47,230.59,118.58,144.76,131.77,179.15,229.8,215.28,573.28,273.54,Prague - Hlubočepy,50.0358,14.37752,"CZK 50,000",G,Very good,Prefab concrete,1.0,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",577465,2+kk,8/8/2022,54 m²,Fully furnished,2,,,,215.92,1028.43,112.45,206.36,186.07,125.43,594.28,371.57,355.19,379.38,"Viktorinova, Prague - Nusle",50.0589996,14.4325461,"CZK 40,000",,Very good,Brick,1.0,,,Personal,Complete,Over 50 years,,,,,,,
"CZK 14,000","CZK 3,000",725587,Studio,8/15/2022,33 m²,Partly,,,,1.0,817.84,1330.16,1030.06,1156.88,691.6,1186.71,1014.98,1019.92,1014.62,670.9,Prague - Vokovice,50.10321,14.35191,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 21,990","CZK 3,407",729697,2+kk,8/20/2022,58 m²,Unfurnished,2,1.0,1.0,,356.7,653.35,563.88,2270.73,373.52,776.99,782.38,587.03,1560.51,157.37,"Hrašeho, Prague - Čimice",50.13851916666,14.42648583333,"CZK 25,397",C,New-build,Other,1.0,,1.0,Personal,,,,,,1.0,,"CZK 25,397",
"CZK 32,000","CZK 3,000",689930,3+1,9/1/2022,80 m²,Fully furnished,2,,1.0,,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,"Novákových, Prague - Libeň",50.10418,14.47862,"CZK 35,000",C,Very good,Brick,,,,Personal,,,,,Central,,,,
"CZK 28,500","CZK 4,900",729694,3+kk,8/12/2022,76 m²,Partly,1,,1.0,,83.64,611.38,81.87,629.89,10.85,661.05,486.54,529.59,401.64,426.26,Prague - Vinohrady,50.06811,14.43465,"CZK 28,500",G,Very good,Brick,,1.0,,,,,,,,,,,
"CZK 28,000","CZK 7,200",584777,3+1,9/1/2022,110 m²,Fully furnished,6,,1.0,1.0,286.67,574.75,38.34,342.06,12.03,299.95,392.01,283.12,620.33,292.11,"Sudoměřská, Prague - Žižkov",50.079945,14.458475,"CZK 56,000",G,Very good,Brick,,,,Personal,Complete,,Standard,,,,,,
"CZK 12,000","CZK 5,000",290321,1 bedroom,9/1/2022,45 m²,Partly,4,,1.0,,127.98,511.89,62.72,208.35,194.67,81.79,438.74,951.83,681.78,234.58,"Nýřanská, Prague - Radotín",49.9834399,14.3630214,"CZK 36,000",,Very good,Brick,,,,Personal,,10 to 30 years,Standard,,,,,,
"CZK 21,500","CZK 1,500",729685,2+kk,9/1/2022,46 m²,Fully furnished,1,,,,291.61,184.22,159.81,343.76,98.8,382.28,349.22,55.72,247.17,362.7,Prague - Vinohrady,50.07608,14.46399,"CZK 5,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",729676,Studio,9/1/2022,36 m²,Partly,,,1.0,1.0,335.73,1631.27,344.95,2039.5,595.56,1085.15,1796.47,2522.74,541.03,186.38,Prague - Hostavice,50.08528,14.56306,"CZK 26,000",G,New-build,Brick,,,,,,,,,,1.0,,,
"CZK 14,500","CZK 2,000",729672,1 bedroom,9/12/2022,55 m²,Partly,1,,,,257.29,300.15,33.66,194.47,8.77,205.24,71.99,288.83,109.46,536.46,Prague - Žižkov,50.08521,14.45006,"CZK 25,000",C,New-build,Other,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",9349,2+kk,9/1/2022,50 m²,Partly,2,,,,304.48,869.35,195.04,351.24,213.59,304.16,191.51,145.15,539.67,409.18,"Jeseniova, Prague - Žižkov",50.089056,14.473377,"CZK 40,000",E,,Brick,,,,Personal,,30 - 50 years,Standard,1.0,,,,,
"CZK 13,500","CZK 5,000",430594,2 bedroom,9/1/2022,60 m²,Partly,3,,,,186.72,293.18,218.25,2597.83,837.29,399.71,1897.0,489.42,844.75,271.76,"Legionářů, Prague - Ďáblice",50.144275696926,14.486294358752,CZK 0,B,Very good,Brick,,,,Personal,,Up to 10 years,,,,,,,
"CZK 14,500","CZK 2,100",729648,2+kk,9/1/2022,43 m²,Partly,10,1.0,,,142.01,314.5,268.56,2635.66,318.83,312.14,379.46,1691.27,1244.29,72.32,Prague - Ruzyně,50.0892,14.30693,"CZK 20,000",C,Good,Prefab concrete,,,,,,,,,,,,,
"CZK 21,000","CZK 3,360",551447,2+kk,8/25/2022,51 m²,Partly,2,,,1.0,283.79,148.02,158.99,1617.01,45.16,1048.39,1159.42,750.98,931.26,135.54,Prague - Stodůlky,50.0460523,14.3020788,"CZK 40,000",B,,Brick,,,,Personal,,Up to 10 years,Standard,,Central,1.0,,,
"CZK 12,000","CZK 5,000",729652,1 bedroom,9/1/2022,45 m²,Fully furnished,4,,,,196.54,1235.93,253.83,1002.82,297.85,497.67,95.98,558.82,1100.42,126.9,Prague - Modřany,50.00691,14.40377,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 14,000","CZK 4,200",437594,2 bedroom,9/1/2022,64 m²,Partly,4,,,,219.09,1106.44,213.31,832.39,198.15,169.31,501.71,326.11,612.07,249.08,"Krupská, Prague - Strašnice",50.0686082,14.4969042,"CZK 14,000",,Good,Brick,1.0,1.0,,Cooperative,,30 - 50 years,,,Distance,,,,
"CZK 13,500","CZK 3,000",725391,Studio,8/1/2022,31 m²,Partly,2,,1.0,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 16,500",A,New-build,Brick,,,,,,,,,,1.0,,,
"CZK 25,000","CZK 3,200",727402,2 bedroom,10/1/2022,70 m²,Partly,4,1.0,,,301.78,703.07,65.42,479.72,19.7,478.06,235.91,249.48,483.71,218.62,"Ruská, Prague - Vršovice",50.07222495,14.45512555,"CZK 56,500",E,Very good,Brick,,,,Personal,Complete,,,,,,,,
"CZK 3,000","CZK 3,000",547824,4+kk,8/13/2022,6 m²,Fully furnished,5,,,,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,"CZK 2,000",,Good,Brick,,,,Personal,,,,,,,,,
"CZK 24,000",CZK 0,425050,2+kk,10/1/2022,63 m²,Fully furnished,6,,1.0,,89.4,400.63,172.37,246.41,338.79,420.2,289.98,221.48,688.73,299.36,"Bělocerkevská, Prague - Vršovice",50.0708974,14.469628,"CZK 24,000",D,Very good,Brick,,,,Personal,Complete,Up to 10 years,Luxurious,,Central,1.0,,,
"CZK 28,100","CZK 3,801",571766,2+kk,7/24/2022,75 m²,Fully furnished,4,,,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,"CZK 56,200",,,Brick,1.0,,,Personal,,,Luxurious,,Gas boiler,,,,
"CZK 18,500","CZK 5,500",728905,2+kk,8/20/2022,52 m²,Partly,3,1.0,1.0,,421.53,1650.45,368.8,2020.44,576.51,1104.33,1815.64,2607.26,521.97,205.56,Prague - Hostavice,50.08478,14.56296,"CZK 30,000",C,New-build,Brick,1.0,,,,,,,,,1.0,,,
"CZK 13,000","CZK 3,000",557444,Studio,9/1/2022,38 m²,Unfurnished,6,1.0,,,455.34,678.21,536.04,983.13,748.64,898.39,554.93,672.94,759.65,344.43,"Padovská, Prague - Horní Měcholupy",50.0428927,14.5489151,"CZK 16,000",C,,Brick,1.0,,,Personal,,,,,Distance,,,,
"CZK 13,000","CZK 3,000",603525,Studio,9/1/2022,39 m²,Unfurnished,2,1.0,,,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,"CZK 16,000",C,New-build,Brick,1.0,,,Personal,,,,,Central,,1.0,,
"CZK 25,900","CZK 4,900",729635,3+1,9/1/2022,77 m²,Fully furnished,6,,1.0,,378.13,329.47,218.08,830.86,307.8,245.23,708.3,212.6,553.81,45.31,Prague - Stodůlky,50.04532,14.31142,"CZK 30,000",G,Very good,Prefab concrete,,,,Personal,,,,1.0,,,,,
"CZK 14,999","CZK 2,500",598559,2+kk,9/1/2022,55 m²,Partly,2,1.0,,,91.39,310.67,92.06,91.12,15.07,54.1,374.99,679.58,586.87,437.09,"Čestmírova, Prague - Nusle",50.064342,14.442252,"CZK 17,500",B,New-build,Brick,1.0,,1.0,Personal,Complete,Up to 10 years,Luxurious,,,,,,
"CZK 11,000","CZK 1,000",287227,Studio,9/1/2021,25 m²,Partly,2,1.0,,,323.68,1197.48,307.68,357.49,262.34,316.16,373.23,595.86,400.59,133.66,"Nad Ohradou, Prague - Žižkov",50.0919092,14.4717412,"CZK 12,000",,,Brick,,,1.0,Personal,,Up to 10 years,,,Gas boiler,,,,
"CZK 13,000","CZK 3,700",729447,Studio,8/10/2022,36 m²,Partly,1,,1.0,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,"CZK 26,000",B,New-build,Low-energy,1.0,,1.0,,,,,,,1.0,1.0,,
"CZK 7,500","CZK 1,500",688853,Other,7/1/2022,31 m²,Unfurnished,,,,,200.57,849.52,203.4,687.9,182.43,686.24,524.74,415.67,640.86,162.21,"Bulharská, Prague - Vršovice",50.07186,14.46305,"CZK 18,000",G,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 15,800",CZK 740,724909,2 bedroom,7/6/2022,60 m²,Unfurnished,2,,,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,Prague - Hostivař,50.05216,14.53013,"CZK 31,600",G,Good,Brick,,,,,,,,,,,,,
"CZK 12,000","CZK 1,500",505631,1 bedroom,8/15/2022,34 m²,Fully furnished,2,,,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,"CZK 24,000",,,Brick,,,,Personal,Complete,Up to 10 years,Standard,,Electric boiler,,,,
"CZK 22,000",CZK 0,432247,1 bedroom,9/1/2022,45 m²,Fully furnished,2,,,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,"CZK 22,000",,,Brick,,,,Personal,,,,,Gas boiler,,,,
"CZK 20,000","CZK 3,000",728576,2+kk,8/8/2022,44 m²,Partly,5,,1.0,,196.69,677.01,256.56,657.16,221.18,681.35,602.45,691.62,282.08,467.75,Prague - Žižkov,50.08773,14.48911,"CZK 23,000",C,Very good,Brick,1.0,,,Cooperative,,,,,Central,,,,
"CZK 12,600","CZK 3,400",581251,1 bedroom,9/1/2022,34 m²,Partly,1,,1.0,,44.86,901.92,164.95,688.71,116.36,1007.32,1004.72,327.25,923.08,259.94,"Peroutkova, Prague - Radlice",50.06072,14.381253,"CZK 15,000",D,Very good,Other,,,,Personal,Interior,Up to 10 years,Standard,,,,,,
"CZK 14,000","CZK 5,000",729563,Small studio,8/11/2022,36 m²,Partly,5,1.0,,1.0,101.06,946.85,286.9,249.37,174.97,548.17,204.64,301.27,575.14,230.69,Prague - Bubeneč,50.10428,14.40221,"CZK 28,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 18,000","CZK 7,000",394739,2+kk,9/1/2022,52 m²,Fully furnished,2,,,,58.7,772.13,163.59,408.47,10.72,545.2,302.58,277.17,993.41,250.58,"U Svépomoci, Prague - Nusle",50.054336,14.4419268,"CZK 30,000",,Very good,Brick,1.0,,,Cooperative,Interior,,Luxurious,,Electric boiler,,,,
"CZK 19,950","CZK 4,000",729559,2 bedroom,8/11/2022,60 m²,Unfurnished,1,,1.0,,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,"CZK 40,000",C,Very good,Brick,,,,,,,,,,,,,
"CZK 34,990","CZK 2,506",729558,3+kk,8/21/2022,94 m²,Partly,2,,1.0,,173.8,456.63,239.43,271.32,21.48,149.46,356.05,212.58,464.28,232.37,"Vinohradská, Prague - Vinohrady",50.07719694444,14.44673861111,"CZK 37,496",G,Very good,Brick,,,1.0,Personal,,,,,,,,"CZK 37,496",
"CZK 12,000","CZK 5,500",728850,2+kk,8/6/2022,45 m²,Unfurnished,3,,1.0,,440.25,1018.99,373.61,930.43,430.66,296.16,152.56,483.28,1509.67,219.52,Prague - Černý Most,50.10502,14.5704,"CZK 24,000",G,Good,Prefab concrete,,,,,,,,,,,,,
"CZK 18,990","CZK 6,589",729548,4+1,8/20/2022,84 m²,Unfurnished,8,,1.0,,273.87,940.98,374.29,874.09,464.62,193.19,470.74,576.14,1527.54,192.25,"Generála Janouška, Prague - Černý Most",50.10628638888,14.57028777777,"CZK 25,579",G,Very good,Prefab concrete,,,,Personal,,,,,,,,"CZK 25,579",
"CZK 15,990","CZK 3,000",729541,2+kk,8/20/2022,45 m²,,2,1.0,1.0,,487.8,1107.3,352.8,1081.35,801.28,637.38,606.87,532.4,1320.82,117.6,"Zakšínská, Prague - Střížkov",50.13110944444,14.49411111111,"CZK 18,990",B,New-build,Brick,,,,Personal,,,,,,1.0,,"CZK 18,990",
"CZK 12,000","CZK 3,000",726777,Small studio,8/31/2022,20 m²,Partly,1,,,,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,"CZK 19,000",G,New-build,Brick,,,1.0,,,10 to 30 years,Standard,,,1.0,,,
"CZK 13,000","CZK 1,000",453183,Small studio,8/11/2022,40 m²,Partly,1,,1.0,,358.51,468.44,185.83,1370.23,316.32,873.49,387.74,377.64,393.31,89.6,"Nad Panenskou, Prague - Střešovice",50.0869024,14.3831463,"CZK 20,000",,,Brick,,,,Personal,Complete,,,,,,,,
"CZK 18,500","CZK 3,000",729534,1 bedroom,8/11/2022,41 m²,Partly,1,,,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,"CZK 18,500",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 8,899",CZK 1,729517,5+1,9/1/2022,115 m²,Fully furnished,1,,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,"CZK 8,900",G,Very good,Brick,,,,,,,,,,,,,
"CZK 23,500","CZK 3,500",569174,2+kk,10/1/2022,48 m²,Fully furnished,-1,,,1.0,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,"CZK 35,000",B,Very good,Brick,,,,Personal,Complete,Up to 10 years,Luxurious,,Other,,,,
"CZK 13,500","CZK 4,000",399430,1 bedroom,9/1/2022,45 m²,Partly,1,,,,224.62,651.71,146.46,149.36,148.75,349.55,679.28,484.53,469.98,373.73,"Jindřicha Plachty, Prague - Smíchov",50.0708313,14.4082987,"CZK 13,500",,Very good,Brick,,,,Personal,Interior,,Standard,,Gas boiler,,,,
"CZK 15,000","CZK 3,500",598847,Studio,8/1/2022,42 m²,Partly,1,,,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,"CZK 15,000",A,New-build,Brick,,,,Personal,,Up to 10 years,Luxurious,,Geothermal,1.0,,,
"CZK 13,500","CZK 2,800",88993,Studio,9/1/2022,30 m²,Fully furnished,1,,1.0,1.0,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,"CZK 17,000",B,New-build,Brick,,,,Personal,,,,,Distance,1.0,,,
"CZK 21,000","CZK 4,500",131474,2+kk,9/1/2022,64 m²,Fully furnished,6,1.0,1.0,,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,"CZK 42,000",,Very good,Brick,1.0,,,Personal,Complete,10 to 30 years,Luxurious,,,,,,
"CZK 11,000","CZK 1,000",208147,Small studio,8/15/2022,30 m²,Partly,1,,,,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,"CZK 10,000",A,Very good,Brick,,,,Personal,Complete,Up to 10 years,Standard,,Gas boiler,1.0,,,
"CZK 28,500","CZK 6,500",729473,3+kk,9/1/2022,80 m²,Fully furnished,1,1.0,1.0,,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,"CZK 57,000",B,New-build,Other,,,1.0,,,,,,,1.0,1.0,,
"CZK 14,000","CZK 1,500",729462,1 bedroom,9/1/2022,55 m²,Partly,3,1.0,,,309.95,875.58,129.91,388.71,138.04,921.33,432.31,406.9,820.23,143.03,Prague - Nusle,50.05754,14.44587,"CZK 20,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 22,950","CZK 6,050",729461,3+kk,8/10/2022,64 m²,Fully furnished,7,,1.0,,118.26,104.46,115.27,117.85,301.03,138.11,396.16,317.59,242.47,232.25,Prague - Hloubětín,50.10496,14.53836,"CZK 29,000",G,Very good,Brick,1.0,,1.0,,Complete,,,1.0,,,,,
"CZK 20,000","CZK 5,500",729449,3+kk,8/15/2022,68 m²,Fully furnished,5,,,,271.5,644.87,201.1,583.24,551.64,211.59,204.86,181.93,650.7,76.59,Prague - Prosek,50.12079,14.49128,"CZK 20,000",E,Good,Prefab concrete,,1.0,,Cooperative,,,,1.0,,,,,
"CZK 22,000","CZK 3,700",729445,Studio,9/15/2022,63 m²,Partly,4,,,,143.01,2079.51,127.7,1993.68,175.32,2028.08,655.97,417.65,333.48,202.09,Prague - Hlubočepy,50.04139,14.39244,"CZK 22,000",G,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 15,000","CZK 7,500",729427,2+kk,9/1/2022,54 m²,Fully furnished,,,,,25.96,374.17,20.45,2174.28,72.28,647.45,261.01,485.72,1325.26,370.94,Prague - Braník,50.03968,14.41073,"CZK 30,000",G,Very good,Brick,,,,Personal,,,,,,,,,
"CZK 13,000","CZK 3,500",729413,Studio,8/10/2022,34 m²,Fully furnished,1,,,,317.5,991.78,1084.62,1424.17,1066.47,1450.5,583.91,1402.22,1034.28,929.42,Prague - Radotín,49.99108,14.35213,"CZK 26,000",G,Very good,Brick,,,1.0,,,Up to 10 years,Luxurious,,Other,,,,
"CZK 18,500","CZK 3,000",729446,4+1,10/1/2022,93 m²,Fully furnished,5,1.0,1.0,,303.36,340.83,118.42,526.47,136.61,247.56,240.93,389.66,678.65,200.22,Prague - Holešovice,50.10138,14.44501,"CZK 21,000",G,Very good,Brick,1.0,,,,,,,,,,,,
"CZK 8,000","CZK 2,500",729444,3+1,8/10/2022,63 m²,Fully furnished,5,,1.0,,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,"CZK 31,500",G,Very good,Prefab concrete,1.0,,,,,,,1.0,,,,,
"CZK 20,800","CZK 5,200",729439,4+1,8/10/2022,76 m²,Fully furnished,,,,,211.27,263.88,246.34,260.83,250.56,1450.32,152.84,325.0,1084.56,327.63,Prague - Záběhlice,50.04753,14.48528,"CZK 40,000",G,Good,Brick,,,1.0,,,,,1.0,,,,,
"CZK 13,800","CZK 2,980",729431,Studio,9/30/2022,46 m²,Fully furnished,3,,1.0,1.0,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,Prague - Vinohrady,50.06918,14.43767,"CZK 20,000",C,New-build,Brick,1.0,,,,,,,,,1.0,,,
"CZK 22,500","CZK 4,000",728770,3+kk,11/1/2022,61 m²,Fully furnished,4,,1.0,,414.0,826.24,265.09,764.61,549.7,474.75,212.05,211.22,373.3,256.14,Prague - Prosek,50.122,14.48876,"CZK 50,000",D,Very good,Prefab concrete,,,,,,,,1.0,,,,,
"CZK 15,067","CZK 5,000",729377,2 bedroom,8/20/2022,55 m²,Fully furnished,1,,,,130.65,120.64,226.65,300.62,244.26,210.08,307.33,661.31,211.66,508.06,Prague - Břevnov,50.08472,14.36321,"CZK 30,000",G,Good,Brick,,,,,,,,,,,,,
"CZK 18,000","CZK 4,078",729375,2+kk,8/10/2022,53 m²,Partly,1,1.0,,,91.56,580.59,32.93,585.62,4.62,464.01,508.55,544.72,531.74,284.1,Prague - Michle,50.05046,14.45888,"CZK 36,000",C,Very good,Brick,1.0,,,,Complete,,Standard,,,,,,
"CZK 16,000","CZK 5,000",729359,2 bedroom,8/24/2022,56 m²,Fully furnished,3,,,,167.41,1047.78,104.76,345.97,70.48,160.84,111.51,523.79,247.62,232.49,Prague - Vyšehrad,50.06732,14.41801,"CZK 30,000",G,Good,Brick,,,,,,,,,,,,,
"CZK 59,000","CZK 9,500",432912,5+kk,9/1/2022,240 m²,Fully furnished,6,1.0,1.0,1.0,174.74,280.54,98.82,188.39,115.11,446.45,286.03,336.05,977.41,264.84,Prague - Vinohrady,50.078327416966,14.455739663754,"CZK 118,000",,,Brick,,,,Personal,,,Luxurious,,,,,,
"CZK 17,500","CZK 2,500",728527,Studio,8/3/2022,32 m²,Partly,3,,,,307.47,1054.53,111.91,579.62,318.98,848.81,291.6,207.76,869.04,275.35,Prague - Nusle,50.05621,14.44507,"CZK 40,000",G,Very good,Brick,1.0,,,Cooperative,Complete,,,,Electric boiler,,,,
"CZK 17,990","CZK 4,000",729327,2+kk,9/1/2022,48 m²,Fully furnished,3,,1.0,,206.74,107.74,104.37,499.51,106.07,193.12,296.98,517.7,594.92,289.39,Prague - Smíchov,50.06802,14.39864,"CZK 22,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 26,000","CZK 6,000",729321,2+kk,9/1/2022,75 m²,Fully furnished,3,,,,62.81,229.18,37.28,88.61,0.22,86.73,193.2,250.78,144.15,194.55,Prague - Staré Město,50.09079,14.42614,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,
"CZK 30,500","CZK 2,150",729318,3+kk,10/1/2022,98 m²,Fully furnished,2,1.0,,,131.04,282.63,76.16,114.98,87.65,66.67,574.2,250.59,635.61,118.55,Prague - Vinohrady,50.07762,14.45995,"CZK 61,000",G,Very good,Brick,1.0,,1.0,,Complete,,,,,,,,
"CZK 26,000","CZK 4,000",661952,4+kk,10/1/2022,60 m²,Fully furnished,2,,,,194.51,1080.75,282.22,795.84,73.8,373.72,512.25,255.77,1188.34,176.49,"Holečkova, Prague - Smíchov",50.07329,14.39297,"CZK 50,000",B,Very good,Brick,,,1.0,Personal,Complete,,Luxurious,,,,,,
"CZK 27,000",CZK 0,487732,2 bedroom,9/1/2022,70 m²,Fully furnished,5,1.0,1.0,,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,"CZK 35,000",B,Very good,Brick,,,,Personal,Complete,30 - 50 years,Luxurious,,,,,,
