Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Front garden,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Renovation,Kindergarten,Sports field,Playground,Developer name,Project name,Kód jednotky,Administration fee
698216,"CZK 19,500",50.11169,14.47157,"Kandertova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 2,500","CZK 19,500",Cooperative,Brick building,,Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,1 to 10 years years,Premium materials and solutions,Electric boiler,Middle floor,,B,291,"1,262",320,747,315,315,457,Overall,"1,156",393,266,,,,
669346,"CZK 21,000",50.07244,14.44058,"Jana Masaryka, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Partially furnished,1,Yes,No,Yes,Yes,Yes,Yes,No,22. 06. 2021,,Standard materials and solutions,Other,Middle floor,,G,126,331,136,697,112,603,258,Overall,361,626,439,,,,
697535,"CZK 10,000",50.12107,14.49464,"Vysočanská, Prague - Prosek",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 4,600","CZK 10,000",Personal,Prefab concrete building,,Furnished,8,No,No,No,Yes,No,Yes,No,01. 01. 2022,,,,,,G,157,549,171,409,362,170,529,,208,922,332,,,,
689351,"CZK 12,500",50.05248,14.42622,"Na Klaudiánce, Prague - Podolí",Studio,Excellent,40 m²,"CZK 1,000","CZK 12,500",Personal,Brick building,,Furnished,1,No,Yes,No,No,No,No,No,03. 01. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Raised ground floor,,G,239,"1,077",118,432,233,750,856,Interior,692,432,582,,,,
469022,"CZK 8,000",50.1038074,14.536846,"Šestajovická, Prague - Hloubětín",Studio,,30 m²,"CZK 2,889","CZK 12,000",Personal,Prefab concrete building,,Furnished,4,No,No,No,No,No,No,No,06. 01. 2022,,,District heating,,,,127,264,254,246,335,210,223,,182,134,101,,,,
698226,"CZK 20,000",50.04813,14.43941,"Na Strži, Prague - Krč",3 bedroom,Excellent,71 m²,"CZK 3,000","CZK 23,000",Personal,Prefab concrete building,,Furnished,1,No,No,No,No,Yes,Yes,No,01. 03. 2022,,,,,,B,231,262,325,373,134,411,440,,563,254,104,,,,
695781,"CZK 15,675",50.0911536,14.4863128,"Pod Lipami, Prague - Žižkov",1 bedroom with open-plan kitchen,,42 m²,"CZK 5,225",,,,,Furnished,7,No,Yes,No,No,No,Yes,No,09. 01. 2022,,,,,,,190,536,174,198,224,241,65,,241,332,349,,,,
690394,"CZK 12,000",50.12306,14.45288,"Nad Šutkou, Prague - Kobylisy",1 bedroom,Excellent,54 m²,CZK 690,"CZK 24,000",Personal,Brick building,,Unfurnished,2,Yes,No,No,No,No,No,No,01. 11. 2021,,,,,,G,9,724,131,219,124,187,269,,661,"1,098",377,,,,
369891,"CZK 12,500",50.091361116053,14.539940255572,"Dářská, Prague - Kyje",Studio,,26 m²,,"CZK 12,500",Personal,Brick building,,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,,,,,,,207,407,413,943,"1,122","1,359",367,,,,,,,,
694007,"CZK 12,900",50.13156,14.42614,"Katovická, Prague - Bohnice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 12,900",Personal,Prefab concrete building,,Furnished,10,No,No,Yes,No,Yes,Yes,No,26. 11. 2021,,,,,,G,192,756,277,"1,192",751,320,519,,633,907,191,,,,
698222,"CZK 14,000",50.03826,14.34216,"Borovanského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,No,Yes,Yes,No,10. 01. 2022,,,,,,G,328,274,280,"1,113",441,315,286,,412,432,94,,,,
586698,"CZK 15,600",50.1349,14.37943,"Májová, Prague - Suchdol",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,300","CZK 20,000",Personal,Brick building,Yes,Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,1 to 10 years years,,Central heating,Middle floor,,,100,146,235,151,165,127,712,,319,746,579,,,,
698218,"CZK 13,000",50.10986,14.39909,"Ve Struhách, Prague - Bubeneč",1 bedroom,Excellent,50 m²,"CZK 2,500","CZK 15,500",Personal,Brick building,,Unfurnished,2,No,No,No,No,No,No,No,07. 01. 2022,,,,,,G,423,371,946,410,772,597,534,,866,326,,,,,
680047,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,73 m²,"CZK 13,250",,,,,Furnished,5,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,156,408,244,342,59,242,281,,281,533,788,,,,
698142,"CZK 18,000",50.11104,14.61902,"Chodovická, Prague - Horní Počernice",2 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 21,000",Cooperative,Prefab concrete building,,Partially furnished,2,No,No,No,Yes,No,Yes,No,10. 01. 2022,,,District heating,,,G,222,"1,032",206,744,597,116,946,Overall,241,,,,,,
625169,"CZK 14,000",50.038853,14.332434,"Rotavská, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,000","CZK 20,000",Cooperative,Brick building,,Furnished,3,Yes,No,No,Yes,No,No,Yes,10. 01. 2022,,Premium materials and solutions,Central heating,Top floor,,C,346,889,379,860,287,498,638,,984,483,369,,,,
549603,"CZK 20,000",50.0587913,14.3939796,"Pechlátova, Prague - Radlice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Yes,Furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,,,,Central heating,,,,162,579,477,496,451,776,212,,861,168,46,,,,
697807,"CZK 14,500",50.0284076,14.3616407,"Ondrákové, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Good,57 m²,"CZK 3,164","CZK 17,600",Personal,Other,,,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,,,364,"1,439",681,"1,419",392,"1,457",464,,890,820,664,,,,
697809,"CZK 17,647",50.0463823,14.3338454,"Zázvorkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Good,73 m²,"CZK 3,009","CZK 20,656",Cooperative,Other,,,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,,,420,417,322,446,319,438,563,,133,445,174,,,,
610511,"CZK 14,000",50.085038,14.44952,"Cimburkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 3,707","CZK 14,000",Personal,Brick building,,,6,Yes,No,No,No,No,Yes,No,05. 01. 2022,,,,,,C,281,180,53,207,51,148,88,,237,120,597,,,,
618294,"CZK 11,500",50.115462,14.507455,"Na Vysočanských Vinicích, Prague - Vysočany",Studio,Excellent,23 m²,"CZK 1,700","CZK 15,000",Personal,Brick building,,Partially furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,,Premium materials and solutions,Gas boiler,,10 m²,B,311,"1,043",754,759,362,857,"1,079",,472,684,197,,,,
680097,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,,82 m²,"CZK 29,537",,,,,Furnished,6,No,Yes,No,No,No,Yes,No,08. 01. 2022,,,,,,,262,583,62,229,43,244,476,,576,376,483,,,,
693259,"CZK 23,250",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 7,750",,,,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,,,134,417,252,351,68,251,205,,205,457,712,,,,
694718,"CZK 18,600",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,,29 m²,"CZK 6,200",,,,,Furnished,5,No,Yes,No,No,No,Yes,No,01. 02. 2022,,,,,,,472,536,115,535,55,394,404,,513,675,431,,,,
404507,"CZK 12,000",50.0561286,14.4214707,Prague - Podolí,1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,500",,Personal,Brick building,,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,,,Central heating,Middle floor,,,314,461,345,234,292,458,173,,781,390,136,,,,
616762,"CZK 15,000",50.082054,14.445145,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,,,1,No,No,No,No,No,No,No,01. 03. 2022,,,,,,G,465,572,204,569,14,278,313,,263,588,250,,,,
569258,"CZK 9,150",50.1062085,14.4788633,"Kotlaska, Prague - Libeň",Small studio,,16 m²,"CZK 1,600",,Personal,Brick building,Yes,Furnished,1,No,No,No,No,Yes,Yes,No,01. 01. 2022,,,Central heating,,,B,272,554,219,525,95,507,515,,162,447,180,,,,
649848,"CZK 12,500",50.084681,14.483431,Prague - Strašnice,Studio,New build,40 m²,"CZK 2,500","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,,B,129,"1,340",617,"1,226",546,958,"1,093",,214,512,399,,,,
698200,"CZK 15,000",50.05267,14.33016,"Smetáčkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,500","CZK 15,000",Personal,Brick building,,Unfurnished,2,Yes,No,Yes,No,No,Yes,Yes,05. 01. 2022,,,,,,D,110,"1,161",373,"1,126",710,681,"1,094",,524,283,589,,,,
680018,"CZK 38,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 12,750",,,,,Furnished,2,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,140,528,224,126,38,67,511,,"1,001","1,181",559,,,,
693716,"CZK 24,750",50.0778888,14.4403889,"Mánesova, Prague - Vinohrady",Studio,,60 m²,"CZK 8,250",,,,,Furnished,7,No,No,No,No,No,Yes,No,12. 02. 2022,,,,,,,229,544,212,97,87,308,108,,378,237,578,,,,
390870,"CZK 23,000",50.0860618,14.441891,"Řehořova, Prague - Žižkov",3 bedroom,Excellent,96 m²,"CZK 2,500","CZK 23,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,Yes,No,10. 12. 2021,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,D,361,634,225,337,177,620,554,Overall,594,647,663,,,,
690075,"CZK 15,000",50.0368181,14.4125987,"Branická, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,,Partially furnished,1,No,Yes,Yes,No,No,No,No,01. 01. 2022,,,,,,G,189,181,39,1,273,145,255,,"1,325",338,,,,,
689563,"CZK 19,000",50.08281,14.40594,"Všehrdova, Prague - Malá Strana",1 bedroom with open-plan kitchen,Good,54 m²,"CZK 4,900","CZK 25,000",Personal,Other,,Furnished,1,No,Yes,No,No,No,No,No,01. 01. 2022,,,Central heating,Ground floor,15 m²,G,256,389,301,677,15,448,313,,384,272,291,,,,
698188,"CZK 16,000",50.089724,14.4656247,"Koněvova, Prague - Žižkov",2 bedroom,Excellent,72 m²,CZK 580,"CZK 16,580",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,,E,107,781,131,82,68,278,609,,638,576,204,,,,
679993,"CZK 22,500",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,60 m²,"CZK 7,500",,,,,Furnished,3,Yes,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,242,542,99,271,176,314,456,,822,634,593,,,,
694705,"CZK 32,000",50.02917,14.36234,"Hugo Haase, Prague - Hlubočepy",3 bedroom with open-plan kitchen,New build,110 m²,"CZK 6,000","CZK 50,000",Cooperative,Other,,Partially furnished,3,Yes,No,No,No,No,Yes,No,06. 12. 2021,1 to 10 years years,,,,,B,420,"1,302",543,"1,282",284,"1,320",513,,753,837,526,,,,
630064,"CZK 9,900",50.072771,14.391588,"Grafická, Prague - Smíchov",Studio,New build,16 m²,"CZK 2,000","CZK 12,000",Cooperative,Brick building,,,4,No,No,No,No,No,No,No,01. 02. 2022,,,,,,C,211,"1,053",143,744,112,871,230,,877,"1,083",102,,,,
698170,"CZK 15,000",50.10792,14.48544,"Kovanecká, Prague - Libeň",2 bedroom,Excellent,58 m²,"CZK 3,500","CZK 15,000",Personal,Prefab concrete building,,Partially furnished,1,No,No,Yes,Yes,No,No,No,10. 01. 2022,,,,,,G,310,461,239,519,252,679,326,,370,186,406,,,,
423147,"CZK 15,000",50.0686181,14.369871,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Yes,Furnished,1,No,Yes,Yes,No,No,Yes,No,04. 01. 2022,,,,Ground floor,15 m²,,192,544,59,293,128,186,228,,"1,177",548,252,,,,
264317,"CZK 18,000",50.0738665,14.4087585,"Lesnická, Prague - Smíchov",2 bedroom,,90 m²,CZK 500,"CZK 20,000",Personal,Brick building,,,2,No,No,No,No,No,No,No,05. 01. 2022,,,,,,,225,377,141,329,60,457,385,,936,"1,132",565,,,,
698172,"CZK 16,000",50.0978,14.35663,"Evropská, Prague - Vokovice",2 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,900","CZK 20,000",Cooperative,Prefab concrete building,,Partially furnished,1,No,No,Yes,Yes,No,No,No,05. 01. 2022,,,,,,B,202,456,302,283,183,313,274,,122,927,251,,,,
626018,"CZK 10,500",50.065777,14.495926,"Strančická, Prague - Strašnice",Studio,New build,34 m²,"CZK 2,700","CZK 10,500",Personal,Brick building,,Furnished,,No,Yes,No,No,No,No,No,01. 03. 2022,1 to 10 years years,,,,13 m²,A,190,"1,464",236,"1,168",304,473,296,,403,820,492,,,,
680056,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,59 m²,"CZK 12,000",,,,,Furnished,-1,No,No,No,No,No,No,No,08. 01. 2022,,,,,,,156,408,244,342,59,242,281,,281,533,788,,,,
697317,"CZK 60,000",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",2 bedroom,,120 m²,"CZK 20,000",,,,,Furnished,2,No,No,No,No,No,No,No,09. 01. 2022,,,,,,,81,691,54,466,24,287,520,,610,545,144,,,,
680007,"CZK 45,000",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,,72 m²,"CZK 15,000",,,,,Furnished,3,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,186,811,109,132,85,110,274,,275,231,398,,,,
697745,"CZK 21,900",50.07902,14.4559,"Lucemburská, Prague - Vinohrady",2 bedroom,New build,71 m²,CZK 520,"CZK 21,900",Personal,Brick building,,Partially furnished,5,No,No,Yes,No,No,Yes,Yes,03. 01. 2022,,,,,,G,233,395,73,252,97,448,533,,503,844,141,,,,
698166,"CZK 12,700",50.0925,14.44382,"Sokolovská, Prague - Karlín",Studio,New build,27 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,,,,,,G,113,295,83,294,18,293,279,,"1,017",374,318,,,,
501751,"CZK 12,500",50.0750204,14.4851619,"Krátká, Prague - Vinohrady",Small studio,,35 m²,"CZK 1,000","CZK 13,500",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,05. 01. 2022,,,,,,,349,587,154,439,345,461,588,Interior,588,970,286,,,,
697506,"CZK 13,200",50.10077,14.41751,"Jana Zajíce, Prague - Bubeneč",1 bedroom,Good,44 m²,"CZK 2,800","CZK 26,000",Cooperative,Brick building,,Furnished,5,No,No,No,No,No,No,No,03. 01. 2022,,,,,,G,101,486,242,365,89,572,254,,161,196,,,,,
698164,"CZK 22,000",50.0882848,14.4258186,Prague - Staré Město,1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 4,480","CZK 48,000",Personal,Other,,,,No,No,No,No,No,No,No,Ihned,,,,,,,257,199,33,189,39,366,276,,258,250,266,,,,
698158,"CZK 14,000",50.0465,14.55732,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 30,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,Yes,No,Yes,Yes,No,10. 01. 2022,,,,,,G,130,668,353,746,235,813,356,,206,458,99,,,,
698155,"CZK 13,000",50.08935,14.47369,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,,Partially furnished,6,Yes,No,Yes,No,No,Yes,No,05. 01. 2022,over 50 years years,Standard materials and solutions,Gas boiler,Top floor,,A,334,854,225,381,173,274,221,Overall,175,509,330,,,,
690506,"CZK 54,188",50.0809579,14.4249745,"Vodičkova, Prague - Nové Město",1 bedroom,,35 m²,"CZK 18,062",,,,,Furnished,4,No,No,No,No,No,No,No,08. 01. 2022,,,,,,,134,476,148,50,45,79,203,,785,249,355,,,,
696924,"CZK 31,706",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,,180 m²,"CZK 10,569",,,,,Furnished,1,Yes,Yes,No,No,No,No,Yes,08. 01. 2022,,,,,,,695,843,921,,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,,"CZK 11,250",,,,,Furnished,3,No,No,No,No,No,No,No,08. 01. 2022,,,,,,,208,625,166,256,8,279,151,,489,199,646,,,,
680053,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,,Furnished,2,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,156,408,244,342,59,242,281,,281,533,788,,,,
679998,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,,46 m²,"CZK 12,500",,,,,Furnished,3,No,No,No,No,No,Yes,No,08. 01. 2022,,,,,,,254,835,179,436,125,299,66,,"1,356",350,193,,,,
698150,"CZK 17,000",50.06596,14.37219,"Nad Turbovou, Prague - Košíře",2 bedroom,Good,67 m²,"CZK 4,000","CZK 34,000",Cooperative,Brick building,,Partially furnished,1,No,No,Yes,No,No,No,No,05. 01. 2022,,,,,,G,210,810,450,624,598,655,292,,"1,074",809,175,,,,
698149,"CZK 12,500",50.08295,14.35842,"Bělohorská, Prague - Břevnov",1 bedroom with open-plan kitchen,Good,40 m²,"CZK 3,700","CZK 16,200",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,No,No,01. 02. 2022,,,,,,D,77,524,371,346,34,413,583,,"1,067",484,547,,,,
97099,"CZK 12,000",50.0705143,14.4869727,"Na hroude, Prague - Strašnice",Studio,,45 m²,"CZK 2,878","CZK 15,000",Personal,Brick building,Yes,Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 01. 2022,,,Central heating,,,,154,829,520,581,186,253,381,,695,357,276,,,,
621507,"CZK 19,500",50.035758,14.483837,Prague - Chodov,2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,500","CZK 30,000",Personal,Prefab concrete building,,Partially furnished,2,Yes,No,No,Yes,No,No,No,31. 08. 2020,,Standard materials and solutions,District heating,Middle floor,,B,215,"1,064",273,965,315,930,597,Overall,"1,326",410,108,,,,
265022,"CZK 12,700",50.0372661,14.5076689,"Donovalská, Prague - Chodov",Studio,Excellent,30 m²,"CZK 1,900","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 02. 2022,,Standard materials and solutions,District heating,Middle floor,,B,91,842,182,263,421,425,414,Overall,258,142,,,,,
587134,"CZK 19,000",50.071571,14.476267,"Bajkalská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Furnished,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Top floor,,C,179,66,183,342,66,156,204,Overall,285,442,287,,,,
547750,"CZK 12,500",50.0397661,14.5691725,Prague - Horní Měcholupy,Studio,Excellent,33 m²,"CZK 2,800","CZK 25,000",Personal,Other,,Partially furnished,4,Yes,Yes,No,No,No,Yes,No,22. 01. 2022,1 to 10 years years,,,Middle floor,,C,302,887,529,752,700,343,444,,640,"1,245",354,,,,
691037,"CZK 41,625",50.0806286,14.4175374,"Ostrovní, Prague - Nové Město",3 bedroom with open-plan kitchen,,112 m²,"CZK 13,875",,,,,Furnished,4,No,Yes,No,No,No,Yes,No,08. 01. 2022,,,,,,,168,738,31,217,8,217,106,,336,114,565,,,,
696995,"CZK 41,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,,80 m²,"CZK 13,750",,,,,Furnished,6,No,Yes,No,No,No,Yes,No,08. 01. 2022,,,,,,,120,466,224,270,88,288,156,,399,230,467,,,,
690488,"CZK 18,000",50.0820746,14.482309,"Na Třebešíně, Prague - Strašnice",1 bedroom with open-plan kitchen,,46 m²,"CZK 6,000",,,,,Furnished,1,No,No,No,No,No,No,No,08. 01. 2022,,,,,,,211,"1,258",662,"1,150",181,848,"1,132",,609,96,214,,,,
697101,"CZK 18,675",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,,45 m²,"CZK 6,225",,,,,Furnished,2,No,Yes,No,No,No,No,No,10. 01. 2022,,,,,,,79,38,77,287,79,287,384,,531,326,376,,,,
543563,"CZK 15,000",50.0620761,14.4503569,Prague - Nusle,2 bedroom,,50 m²,"CZK 1,650","CZK 16,650",Personal,Brick building,,Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,,,,,,,272,906,349,571,275,642,598,,296,893,353,,,,
684713,"CZK 35,000",50.0762,14.45144,"Slezská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 1,500","CZK 50,000",Other,Brick building,,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,over 50 years years,Premium materials and solutions,Gas boiler,Middle floor,,G,183,249,190,183,58,185,229,Overall,295,673,271,,,,
698143,"CZK 16,000",50.0910383,14.4902015,Prague - Žižkov,2 bedroom,Excellent,54 m²,"CZK 4,700","CZK 41,400",Personal,Brick building,,,,Yes,No,No,No,No,Yes,No,01. 02. 2022,,,,,,,158,202,347,412,227,206,411,,416,465,130,,,,
612642,"CZK 14,000",50.11433,14.467836,"Na Korábě, Prague - Libeň",2 bedroom,Excellent,56 m²,"CZK 2,500","CZK 40,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,31. 01. 2022,,,District heating,,,,237,"1,108",156,"1,243",258,343,159,,"1,385",863,188,,,,
630457,"CZK 9,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,Good,25 m²,"CZK 3,000",,Other,Brick building,,Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,,,,,,E,216,344,70,346,22,280,306,,274,647,724,,,,
698138,"CZK 11,000",50.06946,14.37053,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,Good,46 m²,"CZK 4,000","CZK 11,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,28. 02. 2022,,,,,,D,166,447,174,180,72,159,305,,"1,161",624,79,,,,
688191,"CZK 22,500",50.0291416,14.531568,"Mnichovická, Prague - Háje",3 bedroom,,78 m²,"CZK 7,500",,,,,Furnished,11,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,,,298,519,190,207,386,448,309,,344,508,132,,,,
690498,"CZK 23,441",50.0840733,14.5137237,"Niederleho, Prague - Malešice",3 bedroom with open-plan kitchen,,85 m²,"CZK 7,814",,,,,Furnished,2,Yes,No,No,No,No,No,No,08. 01. 2022,,,,,,,324,"1,262",554,"1,172",336,576,910,,"1,176",353,189,,,,
682046,"CZK 14,000",50.13787,14.55315,"Luštěnická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,100","CZK 36,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,Yes,No,No,01. 09. 2021,,,,,,C,268,745,459,581,795,"1,001",398,,"1,090",212,,,,,
695857,"CZK 15,500",50.10336,14.51256,"Podkovářská, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,913","CZK 30,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,,G,102,296,"1,266",916,410,648,"1,168",,891,269,,,,,
698129,"CZK 14,000",50.12534,14.49732,"Českolipská, Prague - Střížkov",3 bedroom,Excellent,56 m²,"CZK 6,000","CZK 25,000",Personal,Prefab concrete building,,Unfurnished,2,No,No,Yes,No,No,Yes,No,10. 01. 2022,,,,,,G,181,329,349,280,272,434,355,,201,"1,151",146,,,,
693866,"CZK 43,146",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,,110 m²,"CZK 14,382",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,17. 01. 2022,,,,,,,123,293,167,222,66,246,411,,"1,258",283,254,,,,
697549,"CZK 14,996",50.1080609,14.4828384,"Nad Kolčavkou A, Prague - Libeň",Studio,,32 m²,"CZK 4,999",,,,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,,,420,741,425,495,194,893,285,,624,454,365,,,,
694323,"CZK 14,500",50.051122,14.3303108,"Harmonická, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 3,000",,Personal,Brick building,Yes,Furnished,1,Yes,No,Yes,No,No,Yes,No,01. 12. 2021,,,District heating,,,B,144,938,487,903,582,458,870,,414,407,359,,,,
631597,"CZK 12,000",50.06986,14.37962,"Vrchlického, Prague - Košíře",Studio,Excellent,23 m²,CZK 590,,Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,15. 01. 2022,,,Central heating,,,G,163,309,95,615,213,722,214,,721,973,452,,,,
696032,"CZK 25,000",50.07848,14.42791,"Krakovská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,,Furnished,4,No,No,No,No,Yes,Yes,No,04. 01. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,G,243,661,215,230,104,322,458,Overall,539,202,445,,,,
686402,"CZK 15,000",50.03625,14.59283,"V Bytovkách, Prague - Uhříněves",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,300","CZK 30,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 12. 2021,1 to 10 years years,,Gas boiler,Middle floor,,G,168,953,305,756,647,742,386,,269,"1,149",51,,,,
540016,"CZK 15,000",50.0703706,14.473996,Prague - Vršovice,1 bedroom with open-plan kitchen,,57 m²,"CZK 2,400","CZK 17,400",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,-1 m²,,210,291,119,330,71,338,242,Overall,283,280,220,,,,
633017,"CZK 10,900",50.073347,14.429008,"Sokolská, Prague - Nové Město",Studio,Excellent,28 m²,"CZK 4,100","CZK 5,000",Personal,Brick building,,Furnished,3,No,No,No,No,Yes,Yes,No,05. 01. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Ground floor,,C,165,741,184,331,26,278,415,Overall,490,473,523,,,,
