Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Design,Heating,Total number of floors,PENB,Renovation,Age,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
708407,"CZK 14,500",50.05762,14.49675,"Jetelová, Prague - Záběhlice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,600",Partially furnished,5,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,148,504,161,809,381,130,297,697,317,153,New build,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,,
705518,"CZK 19,900",50.07811,14.45841,"Baranova, Prague - Žižkov",2 bedroom,74 m²,"CZK 2,800",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,21. 03. 2022,93,424,71,166,75,234,545,652,799,286,Excellent,"CZK 22,700",Personal,Brick building,Premium materials and solutions,Central heating,Middle floor,G,Interior,,,,2 m²,,,,
707536,"CZK 14,000",50.09927,14.38351,"Velvarská, Prague - Dejvice",1 bedroom with open-plan kitchen,44 m²,CZK 400,Furnished,-1,No,No,No,No,No,No,No,01. 03. 2022,245,"1,002",419,407,376,889,809,223,"1,169",467,New build,"CZK 14,000",Personal,Brick building,,Electric boiler,,A,Overall,,,,,,,,
707808,"CZK 16,500",50.13499,14.47261,"Šimůnkova, Prague - Kobylisy",3 bedroom,65 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,184,999,372,"1,096",333,974,465,228,"1,222",163,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,D,,,,,,,,,
707806,"CZK 53,000",50.06149,14.36633,"Na Pomezí, Prague - Košíře",4 bedroom,159 m²,"CZK 16,000",Unfurnished,,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,198,901,894,"1,454","1,077",988,476,505,"1,076",337,New build,"CZK 69,000",Personal,Low-energy building,Premium materials and solutions,District heating,Ground floor,B,,1 to 10 years years,Yes,,221 m²,,,,
708393,"CZK 11,000",50.0596288,14.446459273258,Prague - Nusle,Studio,20 m²,"CZK 2,400",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,252,"1,011",50,462,265,813,545,694,734,281,Good,"CZK 10,000",Personal,Other,,,,A,,,,,,,,,
707785,"CZK 18,000",50.08678,14.45512,"Roháčova, Prague - Žižkov",2 bedroom,67 m²,CZK 300,Partially furnished,1,Yes,No,No,No,No,No,No,21. 02. 2022,55,105,21,581,35,170,189,220,163,360,Excellent,"CZK 30,000",Cooperative,Brick building,,,,G,,,,,,,,,
708391,"CZK 12,000",50.03941,14.32119,"Wiesenthalova, Prague - Řeporyje",Studio,34 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,293,"1,025",669,882,729,946,583,965,874,238,New build,"CZK 20,000",Personal,Brick building,Premium materials and solutions,District heating,,B,,1 to 10 years years,Yes,,,,,,
548310,"CZK 15,100",50.0884157,14.4643962,"Žerotínova, Prague - Žižkov",1 bedroom,46 m²,"CZK 1,500",Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,243,665,254,239,166,379,602,597,543,388,Excellent,"CZK 30,000",Personal,Brick building,Premium materials and solutions,Gas boiler,Middle floor,,Overall,,,,,,,,
290196,"CZK 12,000",50.0863558,14.4597572,"Jeseniova, Prague - Žižkov",Studio,38 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,,148,378,49,568,362,350,283,319,451,176,,,Personal,Brick building,,,,,,,,,,,,,
707767,"CZK 15,000",50.03345,14.61061,"Václava Trojana, Prague - Uhříněves",2 bedroom with open-plan kitchen,73 m²,"CZK 4,500",Partially furnished,5,No,Yes,Yes,No,No,Yes,Yes,01. 04. 2022,134,"1,224",357,"1,233",731,"1,177",749,"1,252",894,164,New build,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,,
581272,"CZK 12,500",50.010477,14.448764,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,42 m²,"CZK 3,300",Partially furnished,12,No,No,Yes,No,No,Yes,No,01. 03. 2022,531,"1,218",548,501,"1,095",493,856,541,261,,Excellent,"CZK 25,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Top floor,C,Overall,,,,,,,,
396329,"CZK 22,000",50.074603057385,14.316885061377,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,92 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,Yes,No,No,21. 02. 2022,214,717,181,"1,370","1,195",334,446,352,,,Excellent,"CZK 22,000",Personal,Brick building,Standard materials and solutions,Gas boiler,,,Overall,,,,50 m²,,,,
705442,"CZK 16,500",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,"CZK 33,000",Personal,Prefab concrete building,,,,B,,,,,,,,,
363750,"CZK 14,000",50.0039004,14.4056705,"Komořanská, Prague - Modřany",1 bedroom with open-plan kitchen,50 m²,"CZK 4,100",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,140,"1,036",153,"1,077",109,130,138,177,787,73,,"CZK 20,000",Personal,Other,,,,,,,,,,,,,
591862,"CZK 21,500",50.088415,14.484876,"Na Vackově, Prague - Žižkov",1 bedroom with open-plan kitchen,53 m²,"CZK 4,500",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,294,812,336,656,139,702,523,318,315,146,New build,"CZK 30,000",Personal,Prefab concrete building,Premium materials and solutions,District heating,Middle floor,B,,1 to 10 years years,Yes,,,,,,
707670,"CZK 16,000",50.1066,14.56301,"Cíglerova, Prague - Černý Most",2 bedroom,66 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,16. 03. 2022,204,353,71,"1,315",572,409,460,631,"1,299",338,Good,"CZK 20,000",Personal,Prefab concrete building,,,,A,,,,,,,,,
640586,"CZK 13,000",50.081969,14.615186,"Mladých Běchovic, Prague - Běchovice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,179,342,329,234,243,395,495,169,,,Excellent,"CZK 26,000",Personal,Brick building,,,,G,,,,,,,,,
704127,"CZK 11,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,25 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,257,556,290,355,329,553,325,907,208,171,Excellent,"CZK 22,000",Personal,Brick building,,,,G,,,,,,,,,
122866,"CZK 22,000",50.0506294,14.3434968,"Sluneční Nám., Prague - Stodůlky",2 bedroom with open-plan kitchen,102 m²,"CZK 4,000",Furnished,19,No,No,No,No,No,No,No,25. 02. 2022,163,252,109,131,84,124,255,257,"1,017",142,,"CZK 22,000",Cooperative,Other,,,,,,,,,,,,,
400631,"CZK 10,900",50.0157727,14.352559,"U Svahu, Prague - Slivenec",Studio,35 m²,"CZK 2,940",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,377,736,808,855,891,"1,042",471,,,,,"CZK 13,840",Personal,Brick building,Premium materials and solutions,Central heating,,B,,1 to 10 years years,Yes,,,,,,
706861,"CZK 15,500",50.03182,14.39405,"Lumiérů, Prague - Hlubočepy",3 bedroom,75 m²,"CZK 3,000",Partially furnished,,No,No,Yes,No,No,No,No,16. 02. 2022,149,"1,491",806,"1,399",240,"1,457",128,,,,Good,"CZK 18,500",Cooperative,Brick building,,,,G,,,,,,,,,
549513,"CZK 21,500",50.0664655,14.3103868,"Zrzavého, Prague - Řepy",2 bedroom with open-plan kitchen,75 m²,"CZK 2,500",Partially furnished,6,Yes,No,No,No,No,No,No,07. 05. 2022,82,429,326,495,536,553,399,423,"1,198",233,,"CZK 21,500",Personal,Brick building,,District heating,Middle floor,C,,,Yes,,,,,,
692252,"CZK 6,000",50.06365,14.37617,"Jinonická, Prague - Košíře",Small studio,18 m²,"CZK 2,400",Furnished,-1,No,No,No,No,No,No,No,01. 01. 1970,158,"1,041",794,"1,119",782,"1,199",634,657,"1,384",745,Good,"CZK 6,000",Personal,Brick building,,,,G,,,,,,,,,
708327,"CZK 16,616",50.0698046,14.3687319,"Plzeňská, Prague - Košíře",3 bedroom,70 m²,"CZK 3,500",Unfurnished,7,No,No,No,Yes,Yes,Yes,No,01. 03. 2022,93,521,19,178,86,70,193,"1,204",576,254,Excellent,"CZK 16,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Top floor,G,Bathroom unit,10 to 30 years years,,,,,,,
683437,"CZK 11,000",50.12369,14.49095,"Vysočanská, Prague - Prosek",Small studio,36 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,27. 09. 2021,371,653,0,591,339,330,436,273,489,98,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
685115,"CZK 22,000",50.06636,14.42333,"Horská, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 5,700",Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 02. 2022,165,981,117,149,162,109,492,669,487,409,New build,"CZK 27,700",Personal,Brick building,,,,B,,,,,,,,,
685106,"CZK 16,500",50.06662,14.42307,"Horská, Prague - Nové Město",Studio,33 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,No,No,No,01. 02. 2022,114,989,23,10,23,31,353,549,399,398,New build,"CZK 20,500",Personal,Brick building,,,,B,,,,,,,,,
705833,"CZK 20,000",50.0448122,14.51824,"náměstí Přátelství, Prague - Hostivař",2 bedroom with open-plan kitchen,60 m²,"CZK 2,431",Partially furnished,5,Yes,No,No,No,Yes,Yes,No,15. 02. 2022,124,114,11,0,884,263,978,122,,,New build,"CZK 23,000",Personal,Brick building,,,,C,,,,,,,,,
708311,"CZK 14,000",50.0235966,14.2976964,"Ořešská, Prague - Řeporyje",2 bedroom,67 m²,"CZK 1,550",Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,207,326,"1,440","1,288","1,372","1,460",,,,,Excellent,,Personal,Brick building,,,,G,,,,,,,,,
506828,"CZK 17,000",50.1048782,14.446700994043,"Osadní, Prague - Holešovice",2 bedroom,50 m²,"CZK 2,500",Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,170,193,37,205,68,44,377,529,279,423,,"CZK 30,000",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,,Overall,1 to 10 years years,,,,,,,
486388,"CZK 17,000",50.0745045,14.3736779,"Na Vršku, Prague - Smíchov",1 bedroom with open-plan kitchen,70 m²,"CZK 2,900",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,127,845,369,"1,039",581,922,884,858,434,132,Excellent,"CZK 19,900",Personal,Brick building,,Central heating,Attic,,Interior,,,,,,,,
626921,"CZK 10,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,37 m²,"CZK 1,500",,2,No,No,No,No,No,No,No,01. 03. 2022,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Excellent,"CZK 18,000",Personal,Brick building,,,,F,,,,,,,,,
507927,"CZK 18,000",50.0526452,14.3664369,Prague - Jinonice,1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Partially furnished,2,No,No,No,No,No,No,No,,476,533,638,285,709,245,"1,090",655,126,,,"CZK 25,000",Personal,Prefab concrete building,Premium materials and solutions,District heating,Middle floor,C,Interior,,,,,,,,
699698,"CZK 35,000",50.08274,14.4226,"Jungmannova, Prague - Nové Město",3 bedroom with open-plan kitchen,133 m²,"CZK 5,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,24. 01. 2022,244,749,191,92,50,195,281,667,395,142,Excellent,"CZK 37,000",Other,Brick building,,,,G,,,,,,,,,
698760,"CZK 19,000",50.07462,14.31678,"Třanovského, Prague - Řepy",2 bedroom with open-plan kitchen,72 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,Yes,No,No,10. 01. 2022,206,710,174,"1,363","1,187",341,454,360,,,Excellent,"CZK 25,000",Personal,Brick building,,Gas boiler,Ground floor,G,Overall,,,,50 m²,,,,
700535,"CZK 15,900",50.07626,14.46931,"Soběslavská, Prague - Vinohrady",2 bedroom,49 m²,"CZK 2,912",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,335,688,258,393,135,471,171,797,157,309,Excellent,"CZK 15,900",Personal,Brick building,,,,E,,,,,,,,,
707556,"CZK 18,000",50.03233,14.60946,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,58 m²,"CZK 4,500",Furnished,1,No,No,Yes,Yes,Yes,Yes,Yes,28. 02. 2022,195,"1,067",233,"1,076",574,"1,020",592,"1,095",737,276,Excellent,"CZK 36,000",Personal,Brick building,,,,G,,,,,,,,,
707544,"CZK 10,000",50.0366328,14.4098252,"Na Mlejnku, Prague - Braník",Studio,32 m²,"CZK 1,781",Partially furnished,4,Yes,No,No,No,Yes,No,No,21. 02. 2022,186,360,229,249,340,367,374,"1,197",192,,Excellent,"CZK 13,000",Cooperative,Brick building,Standard materials and solutions,Central heating,,G,Interior,,,,,,,,
477574,"CZK 14,000",50.1025299,14.4540414,Prague - Holešovice,Studio,50 m²,"CZK 3,800",Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,100,612,106,273,170,112,545,507,162,441,,"CZK 20,000",Personal,Other,,,,,,,,,,,,,
463537,"CZK 14,500",50.1110539,14.4977212,"Paříkova, Prague - Vysočany",Studio,46 m²,"CZK 2,500",Unfurnished,5,Yes,Yes,No,No,No,Yes,No,01. 03. 2022,150,364,211,132,173,4,631,784,355,376,Excellent,"CZK 25,000",Personal,Brick building,,Central heating,Middle floor,,Interior,,,,,,,,
550047,"CZK 12,000",50.0411423,14.5672805,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,44 m²,"CZK 3,400",Furnished,3,No,No,Yes,Yes,Yes,Yes,Yes,,41,730,337,542,462,245,393,402,"1,126",329,New build,,Personal,Brick building,,,,B,,,Yes,,,,,,
678729,"CZK 15,400",50.13643,14.43676,"K Ládví, Prague - Čimice",1 bedroom with open-plan kitchen,48 m²,"CZK 2,800",Furnished,3,No,Yes,No,No,Yes,No,Yes,01. 09. 2021,48,"1,008",337,802,951,497,383,907,339,,Excellent,"CZK 20,000",Personal,Other,,Central heating,,C,,,,,500 m²,,,,
685842,"CZK 22,000",50.0849763,14.4166195,"Liliová, Prague - Staré Město",1 bedroom with open-plan kitchen,59 m²,"CZK 8,500",Furnished,1,No,No,No,No,No,Yes,No,01. 10. 2021,295,456,131,473,16,50,422,735,463,100,Excellent,"CZK 44,000",Personal,Brick building,,,,B,,,,,,,,,
707458,"CZK 16,000",50.08474,14.3458,"Brunclíkova, Prague - Břevnov",2 bedroom,56 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,20. 02. 2022,303,680,142,445,168,463,274,178,497,328,Excellent,"CZK 20,000",Personal,Prefab concrete building,,District heating,Middle floor,G,Overall,,,,,,,,
704970,"CZK 9,500",50.11192,14.47837,"Pod Labuťkou, Prague - Libeň",Studio,20 m²,"CZK 1,500",Unfurnished,1,No,No,Yes,No,Yes,No,No,01. 01. 1970,121,"1,389",512,"1,079",82,724,858,"1,120",802,63,Excellent,"CZK 19,000",Personal,Brick building,,Gas boiler,Ground floor,G,Overall,,,,,,,,
707521,"CZK 15,000",50.0213,14.45822,"Jánošíkova, Prague - Krč",2 bedroom with open-plan kitchen,62 m²,"CZK 3,500",Partially furnished,4,Yes,No,No,Yes,No,Yes,No,14. 03. 2022,328,768,645,561,460,509,"1,368",908,667,,Excellent,"CZK 18,500",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,G,Bathroom unit,,,,,,,,
708252,"CZK 7,800",50.06964,14.48623,"U Hráze, Prague - Strašnice",Small studio,15 m²,"CZK 1,408",Partially furnished,1,No,No,No,No,No,No,No,26. 02. 2022,235,844,525,596,183,333,543,700,488,408,Excellent,"CZK 15,600",Personal,Brick building,,,,G,,,,,,,,,
699027,"CZK 9,000",50.02181,14.41351,"Pod Lysinami, Prague - Hodkovičky",Studio,30 m²,"CZK 4,000",Furnished,1,No,No,No,No,No,Yes,No,11. 03. 2022,153,"1,312","1,177","1,270",389,"1,468","1,391",83,,,Excellent,"CZK 14,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
707510,"CZK 15,000",50.04744,14.40818,"Na Zlíchově, Prague - Hlubočepy",1 bedroom with open-plan kitchen,44 m²,"CZK 2,800",Partially furnished,1,No,Yes,No,No,No,No,No,01. 03. 2022,99,76,76,"1,426","1,021",126,842,867,,,Excellent,"CZK 17,800",Personal,Brick building,,,,A,,,,,30 m²,,,,
707504,"CZK 11,999",50.06292,14.47475,"Novobohdalecká, Prague - Michle",Studio,43 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,21. 02. 2022,626,"1,008",109,"1,052",811,"1,076","1,261",911,987,447,Excellent,"CZK 20,000",Personal,Brick building,,,,B,,,,,,,,,
113106,"CZK 16,800",50.0538919,14.4972997,"U Zahradního Města, Prague - Záběhlice",3 bedroom,67 m²,"CZK 4,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,21. 02. 2022,302,839,466,"1,326",305,474,512,354,751,609,Excellent,"CZK 33,600",Personal,Brick building,Standard materials and solutions,Central heating,Middle floor,,,10 to 30 years years,,,,,,,
644492,"CZK 12,900",50.101787,14.507409,"Poděbradská, Prague - Vysočany",Studio,35 m²,"CZK 3,450",Furnished,2,No,No,No,No,Yes,Yes,No,20. 01. 2022,86,"1,261",369,860,414,742,371,"1,187","1,377",781,New build,"CZK 16,350",Personal,Brick building,Premium materials and solutions,Central heating,Middle floor,G,Overall,1 to 10 years years,Yes,,,,,,
540339,"CZK 14,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,01. 03. 2022,95,407,245,"1,357","1,182",257,370,276,,,,"CZK 24,000",Personal,Brick building,,,,G,,,,,,,,,
704640,"CZK 10,300",50.02782,14.45225,"Štúrova, Prague - Krč",1 bedroom,35 m²,"CZK 3,950",Unfurnished,2,No,No,No,Yes,No,Yes,No,01. 04. 2022,54,"1,139",214,315,571,710,"1,148",314,53,,Excellent,"CZK 15,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,G,Overall,,,,,,,,
627804,"CZK 13,000",50.07479,14.324004,"Čistovická, Prague - Řepy",Studio,35 m²,CZK 500,Partially furnished,1,No,Yes,No,No,No,No,No,01. 01. 2022,234,266,685,"1,426",499,462,517,,,,New build,"CZK 26,000",Personal,Brick building,Standard materials and solutions,Gas boiler,Ground floor,G,,1 to 10 years years,,,,,,,
587366,"CZK 12,500",50.055705,14.444092,"Sdružení, Prague - Nusle",1 bedroom,39 m²,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,370,"1,037",262,809,423,967,272,188,852,353,Excellent,"CZK 12,500",Personal,Brick building,Standard materials and solutions,Electric boiler,Middle floor,G,Overall,,,,,,,,
708196,"CZK 13,900",50.10652,14.38893,"Zelená, Prague - Dejvice",2 bedroom,60 m²,"CZK 2,000",Furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,42,"1,227",105,633,137,88,358,369,741,356,Good,"CZK 10,000",Cooperative,Brick building,,,,G,,,,,,,,,
708192,"CZK 16,000",50.10546,14.47699,"Ronkova, Prague - Libeň",1 bedroom with open-plan kitchen,45 m²,"CZK 1,600",Partially furnished,3,No,No,Yes,No,No,No,No,02. 03. 2022,106,375,158,375,30,327,424,250,401,97,Good,"CZK 16,000",Personal,Brick building,,,,G,,,,,,,,,
708188,"CZK 14,990",49.96301416666,14.3825775,"Václava Rady, Prague - Zbraslav",1 bedroom with open-plan kitchen,56 m²,"CZK 2,464",Furnished,1,No,No,Yes,No,No,Yes,No,,265,161,440,449,816,78,61,,,,Excellent,"CZK 17,454",Personal,Prefab concrete building,,,,G,,,,"CZK 17,454

                                
                                
                
i",,,,,
708187,"CZK 22,500",50.0698726,14.4933037,"Ke Strašnické, Prague - Strašnice",4 bedroom,87 m²,"CZK 6,500",Unfurnished,8,No,No,Yes,Yes,No,Yes,No,01. 03. 2022,184,850,146,554,167,147,139,588,320,297,Excellent,"CZK 30,000",Personal,Prefab concrete building,Standard materials and solutions,District heating,Middle floor,G,Overall,30 to 50 years years,,,,,,,
707468,"CZK 8,500",50.05074,14.45131,"Ohradní, Prague - Michle",Studio,30 m²,"CZK 1,500",Partially furnished,,No,No,No,No,No,Yes,No,01. 04. 2022,392,637,419,575,352,537,314,323,587,337,Excellent,"CZK 8,500",Personal,Prefab concrete building,,District heating,Ground floor,G,,,,,,,,,
48727,"CZK 10,000",50.0294844,14.4504766,"Štúrova, Prague - Krč",1 bedroom with open-plan kitchen,40 m²,"CZK 4,500",Unfurnished,12,No,No,No,No,Yes,Yes,Yes,01. 03. 2022,91,"1,262",243,80,726,810,"1,142",527,348,,Good,"CZK 15,000",Personal,Prefab concrete building,Standard materials and solutions,Central heating,,C,,,,,,,,,
707467,"CZK 17,000",50.1076658,14.5244823,Prague - Hloubětín,1 bedroom with open-plan kitchen,56 m²,"CZK 5,000",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,14. 03. 2022,378,"1,238",629,"1,220",722,"1,122","1,176","1,071","1,001",244,New build,"CZK 40,000",Personal,Low-energy building,,,,B,,,Yes,,,,,,
708181,"CZK 9,990",49.99832222222,14.41862472222,"Semická, Prague - Modřany",Studio,29 m²,"CZK 1,649",Unfurnished,5,No,No,No,No,No,Yes,No,,178,"1,087","1,138","1,182",584,"1,189",460,558,"1,209",512,Excellent,"CZK 11,639",Personal,Prefab concrete building,,,,G,,,,"CZK 11,639

                                
                                
                
i",,,,,
582518,"CZK 13,800",50.066196,14.450581,"Vršovická, Prague - Vršovice",1 bedroom,35 m²,"CZK 2,190",Furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,196,407,49,515,122,255,238,396,39,467,Excellent,"CZK 13,800",Personal,Brick building,Standard materials and solutions,Other,Middle floor,G,Interior,,,,,,,,
542921,"CZK 13,000",50.0991862,14.4245109,Prague - Holešovice,Studio,22 m²,"CZK 3,000",Furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,117,206,60,79,136,112,277,348,527,,Good,"CZK 13,000",Personal,Brick building,,Electric boiler,Ground floor,,Overall,,,,28 m²,,,,
554687,"CZK 15,500",50.0707338,14.4627954,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Furnished,2,No,Yes,No,No,No,Yes,No,15. 04. 2022,36,806,20,596,173,640,366,334,837,347,New build,"CZK 25,000",Personal,Brick building,Premium materials and solutions,,Middle floor,,,1 to 10 years years,Yes,,,,,,
708170,"CZK 11,000",50.0457,14.43227,"V Rovinách, Prague - Podolí",1 bedroom with open-plan kitchen,25 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,24. 02. 2022,440,855,163,773,450,854,112,135,522,393,Excellent,"CZK 11,000",Personal,Prefab concrete building,,,,G,,,,,,,,,
598652,"CZK 22,000",50.060312,14.409613,"Nádražní, Prague - Smíchov",2 bedroom with open-plan kitchen,72 m²,"CZK 7,000",Furnished,3,No,No,No,No,No,No,No,01. 08. 2021,29,292,59,"1,341",156,370,"1,229","1,420",628,882,Excellent,"CZK 50,000",Personal,Brick building,Standard materials and solutions,Electric boiler,Middle floor,D,Overall,1 to 10 years years,,,,,,,
689533,"CZK 21,700",50.08943,14.49284,"Květinková, Prague - Žižkov",4 bedroom,80 m²,"CZK 5,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,14. 03. 2022,354,604,609,816,321,608,736,459,466,342,Excellent,"CZK 40,000",Personal,Prefab concrete building,,,,C,,,,,,,,,
708157,"CZK 20,000",50.06781,14.39653,"Tomkova, Prague - Smíchov",2 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Partially furnished,1,No,Yes,Yes,No,No,Yes,Yes,01. 03. 2022,327,276,269,665,71,363,416,628,481,420,Excellent,"CZK 36,000",Personal,Brick building,Premium materials and solutions,Central heating,Middle floor,G,Overall,10 to 30 years years,,,33 m²,,,,
708150,"CZK 15,900",50.06606,14.42077,"Přemyslova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,40 m²,"CZK 4,000",Furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,224,"1,143",178,536,24,0,52,428,108,197,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,,
515752,"CZK 12,000",50.0730017,14.3941452,"Grafická, Prague - Smíchov",Studio,38 m²,"CZK 4,000",Unfurnished,4,No,No,Yes,No,No,Yes,No,24. 02. 2022,141,905,33,596,12,687,46,985,953,287,,"CZK 24,000",Personal,Brick building,,Central heating,,,,,,,,,,,
558143,"CZK 10,000",50.1059712,14.5228483,"Modrého, Prague - Hloubětín",Studio,28 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,,500,"1,273",663,"1,254",825,751,"1,202","1,270",911,208,New build,"CZK 20,000",Personal,Other,,District heating,Middle floor,B,,1 to 10 years years,,,,,,,
707434,"CZK 14,000",50.10608,14.58416,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,39 m²,"CZK 3,000",Furnished,2,No,No,No,No,Yes,Yes,No,21. 02. 2022,514,563,440,487,523,834,"1,462",667,500,,Good,,Personal,Prefab concrete building,,,,G,,,,,,,,,
669849,"CZK 10,000",50.10531,14.51866,"Sousedíkova, Prague - Vysočany",Studio,32 m²,"CZK 3,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,309,561,"1,022",570,"1,353","1,156",830,172,,,New build,"CZK 20,000",Personal,Other,,District heating,Middle floor,C,,1 to 10 years years,,,,,,,
704909,"CZK 17,000",50.0717606,14.4788675,"Kubánské náměstí, Prague - Vršovice",2 bedroom,62 m²,"CZK 2,800",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,236,165,241,357,36,76,265,160,494,341,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,,
575769,"CZK 38,000",50.088415300833,14.421406466645,"Staroměstské náměstí, Prague - Staré Město",3 bedroom with open-plan kitchen,108 m²,"CZK 5,000",Furnished,5,Yes,No,No,No,No,Yes,No,28. 12. 2020,156,293,47,178,13,96,194,283,290,365,Excellent,"CZK 42,000",Personal,Brick building,,,,D,,,,,,,,,
519719,"CZK 18,500",50.1107808,14.4903673,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Furnished,1,Yes,Yes,No,No,Yes,Yes,Yes,14. 02. 2022,424,915,570,634,474,501,814,582,316,212,,"CZK 22,000",Personal,Brick building,Premium materials and solutions,Central heating,,C,,10 to 30 years years,,,,,,,
463754,"CZK 12,000",50.1154278,14.6116269,"Náchodská, Prague - Horní Počernice",Small studio,24 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,48,97,76,584,164,325,"1,024","1,205",536,,,"CZK 15,000",Personal,Brick building,,,,C,,,,,,,,,
530400,"CZK 14,300",50.1110926,14.4996592,"bratří Dohalských, Prague - Vysočany",1 bedroom with open-plan kitchen,50 m²,"CZK 3,200",Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,113,250,142,99,157,152,459,742,367,252,New build,"CZK 28,600",Personal,Brick building,Premium materials and solutions,District heating,,,,1 to 10 years years,,,,,,,
