Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Heating,Total number of floors,Renovation,PENB,New building,Age,Design,Front garden,Administration fee,Developer name,Project name,Kód jednotky
545416,"CZK 17,900",50.0704284,14.4512084,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,61 m²,"CZK 1,600",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,126,555,100,102,59,417,178,355,334,272,Excellent,"CZK 35,800",Personal,Brick building,Gas boiler,Middle floor,Overall,,,1 to 10 years years,Standard materials and solutions,,,,,
654520,"CZK 10,900",50.06173,14.46551,"Pod Sychrovem Ⅰ, Prague - Vršovice",Studio,62 m²,"CZK 2,000",Partially furnished,3,No,Yes,No,No,No,No,No,01. 05. 2022,267,"1,128",484,"1,173",217,836,"1,382",240,"1,028",462,Excellent,"CZK 12,900",Personal,Brick building,,,,G,,,,,,,,
613116,"CZK 7,990",50.057305,14.555202,"V Nížinách, Prague - Dolní Měcholupy",Studio,22 m²,"CZK 2,200",,1,No,Yes,No,No,No,No,No,01. 05. 2022,424,462,579,661,"1,426",723,"1,029",,,,Excellent,"CZK 10,190",Personal,Brick building,,,,G,,,,,,,,
712258,"CZK 8,900",50.05479,14.49812,"U Zahradního města, Prague - Záběhlice",Studio,34 m²,"CZK 2,300",Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,431,729,507,"1,225",514,515,453,244,763,588,Excellent,"CZK 11,200",Personal,Brick building,,,,G,,,,,,,,
712249,"CZK 15,000",50.15707,14.52082,"Marty Krásové, Prague - Čakovice",1 bedroom with open-plan kitchen,68 m²,"CZK 5,000",Furnished,5,Yes,No,No,No,Yes,Yes,Yes,01. 04. 2022,132,780,300,308,"1,364",801,303,73,,,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
217836,"CZK 14,000",50.067098,14.4440605,"Vršovická, Prague - Vršovice",Studio,46 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,01. 06. 2022,425,600,182,598,0,419,404,308,143,439,,"CZK 28,000",Personal,Brick building,Central heating,Middle floor,,B,,1 to 10 years years,Premium materials and solutions,,,,,
712237,"CZK 15,000",50.08671,14.4691,"Basilejské náměstí, Prague - Žižkov",Studio,38 m²,CZK 1,Furnished,3,No,No,No,No,No,Yes,No,31. 03. 2022,113,402,67,214,92,357,391,382,355,421,Good,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
300733,"CZK 19,900",50.1230419,14.4731745,"Lhotákova, Prague - Libeň",1 bedroom with open-plan kitchen,67 m²,"CZK 4,800",Partially furnished,3,No,Yes,Yes,No,No,Yes,Yes,01. 04. 2022,91,765,96,772,536,692,523,593,"1,191",111,Excellent,"CZK 30,000",Personal,Brick building,District heating,Middle floor,,C,,,,,,,,
506515,"CZK 24,000",50.0894774,14.4970773,"Habrová, Prague - Žižkov",2 bedroom with open-plan kitchen,66 m²,"CZK 3,700",Partially furnished,5,No,No,No,Yes,No,Yes,No,,343,682,309,984,109,650,953,332,593,191,Excellent,"CZK 28,000",Personal,Prefab concrete building,District heating,,Overall,,,,Standard materials and solutions,,,,,
712226,"CZK 17,500",50.07329,14.43979,"Záhřebská, Prague - Vinohrady",Studio,26 m²,"CZK 2,900",Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,159,309,52,476,76,481,103,455,672,499,New build,"CZK 35,000",Personal,Other,,,,A,,,,,,,,
712219,"CZK 23,000",50.0748,14.44408,"Šumavská, Prague - Vinohrady",2 bedroom,75 m²,CZK 700,Unfurnished,2,No,No,No,No,No,Yes,No,30. 03. 2022,72,123,25,515,5,308,302,188,510,264,Excellent,"CZK 23,000",Personal,Brick building,,,,G,,,,,,,,
690101,"CZK 16,000",50.08168,14.36474,"Hošťálkova, Prague - Břevnov",1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,,No,Yes,No,No,No,No,No,01. 05. 2022,471,617,427,485,369,576,393,865,515,328,Excellent,"CZK 25,000",Personal,Brick building,Other,Ground floor,Overall,G,,1 to 10 years years,Standard materials and solutions,8 m²,,,,
712209,"CZK 12,990",50.08360611111,14.56736472222,"Na spojce, Prague - Dolní Počernice",Studio,29 m²,"CZK 2,634",Furnished,4,No,No,Yes,No,No,Yes,No,,500,"1,309",655,877,"1,474",388,,,,,Excellent,"CZK 15,624",Personal,Brick building,,,,B,,,,,"CZK 15,624

                                
                                
                
i",,,
712208,"CZK 13,000",50.09776,14.36629,"Kladenská, Prague - Vokovice",2 bedroom,50 m²,CZK 600,Unfurnished,2,No,No,No,No,No,No,No,30. 03. 2022,479,364,461,369,52,240,753,591,921,85,Good,"CZK 13,000",Personal,Brick building,,,,G,,,,,,,,
288662,"CZK 19,500",50.1014102,14.3708384,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,000",Unfurnished,1,No,No,No,No,No,No,No,01. 04. 2021,294,928,442,564,441,347,743,854,776,314,Good,"CZK 45,000",Personal,Brick building,Gas boiler,Middle floor,Interior,G,,,Standard materials and solutions,,,,,
712205,"CZK 14,990",50.03019805555,14.51509444444,"Mikulova, Prague - Chodov",2 bedroom,53 m²,"CZK 4,529",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,223,346,268,"1,109",451,463,268,246,746,60,Excellent,"CZK 19,519",Personal,Prefab concrete building,,,,D,,,,,"CZK 19,519

                                
                                
                
i",,,
712202,"CZK 10,990",50.13426833333,14.38263444444,"Výjezdní, Prague - Suchdol",1 bedroom with open-plan kitchen,51 m²,"CZK 5,075",,1,No,No,No,No,No,No,No,,143,550,527,380,394,531,807,724,596,430,Good,"CZK 16,065",Personal,Brick building,,,,G,,,,,"CZK 16,065

                                
                                
                
i",,,
66020,"CZK 18,500",50.0866182,14.4531338,"Roháčova, Prague - Žižkov",2 bedroom,74 m²,CZK 810,Partially furnished,1,No,No,No,Yes,No,No,No,01. 05. 2022,120,255,151,447,58,317,291,355,291,496,Excellent,"CZK 37,000",,Brick building,Gas boiler,Middle floor,Overall,D,,1 to 10 years years,Premium materials and solutions,,,,,
711691,"CZK 10,000",50.00814,14.42203,"Pejevové, Prague - Modřany",Studio,30 m²,"CZK 2,500",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,334,591,442,454,436,479,364,906,828,623,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
204039,"CZK 9,000",50.0528044,14.3418212,"Dominova, Prague - Stodůlky",1 bedroom,40 m²,"CZK 3,000",Furnished,4,Yes,No,No,No,No,No,No,,346,415,372,420,347,339,304,178,"1,166",123,,,Personal,Prefab concrete building,,,,,,,,,,,,
712192,"CZK 13,500",50.10694,14.44648,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,30. 03. 2022,130,405,238,418,163,273,315,758,329,243,Excellent,"CZK 27,000",Personal,Brick building,,,,C,,,,,,,,
711672,"CZK 29,000",50.09012,14.4045,"Valdštejnské náměstí, Prague - Malá Strana",1 bedroom with open-plan kitchen,78 m²,"CZK 3,664",Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2022,59,388,358,354,96,318,302,653,"1,005",772,Excellent,"CZK 60,000",Personal,Brick building,,,,G,,,,,,,,
484284,"CZK 15,000",50.137298193862,14.509526933869,"Šumperská, Prague - Letňany",2 bedroom,55 m²,"CZK 3,700",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 04. 2022,121,549,302,636,263,73,276,746,412,207,,"CZK 15,000",Personal,Brick building,District heating,Raised ground floor,Overall,D,,,Standard materials and solutions,,,,,
688130,"CZK 16,000",50.1029,14.52922,"Nademlejnská, Prague - Hloubětín",1 bedroom with open-plan kitchen,51 m²,"CZK 4,500",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,306,979,424,960,107,906,977,"1,025",842,533,Excellent,"CZK 20,000",Personal,Brick building,Central heating,Raised ground floor,,B,,1 to 10 years years,Standard materials and solutions,,,,,
710879,"CZK 25,000",50.08726,14.40593,"Mostecká, Prague - Malá Strana",1 bedroom with open-plan kitchen,70 m²,"CZK 7,000",Partially furnished,1,No,No,No,No,No,No,No,15. 04. 2022,136,135,21,108,13,355,165,470,644,326,Excellent,"CZK 25,000",Personal,Other,,,,G,,,,,,,,
510077,"CZK 23,000",50.027717,14.4287618,"Novodvorská, Prague - Braník",3 bedroom,74 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 09. 2022,89,654,340,626,459,432,305,249,"1,245",322,,"CZK 44,000",Personal,Brick building,Central heating,Top floor,Overall,,,,Standard materials and solutions,,,,,
712134,"CZK 16,000",50.08489,14.46851,"Pitterova, Prague - Žižkov",Studio,42 m²,"CZK 5,400",Partially furnished,12,Yes,Yes,No,No,Yes,Yes,No,01. 04. 2022,513,533,564,710,298,439,761,407,302,91,Excellent,"CZK 32,000",Personal,Other,,,,G,,,,,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,52 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,272,447,226,378,222,312,296,343,756,328,Good,"CZK 36,000",Personal,Prefab concrete building,District heating,Middle floor,Overall,,,,,,,,,
688853,"CZK 7,500",50.07186,14.46305,"Bulharská, Prague - Vršovice",Other,31 m²,"CZK 1,500",Unfurnished,,No,No,No,No,No,No,No,01. 07. 2022,201,860,203,689,182,687,525,419,641,161,Excellent,"CZK 18,000",Personal,Brick building,,,,G,,,,,,,,
712108,"CZK 18,000",50.07182,14.38459,"Holečkova, Prague - Smíchov",1 bedroom with open-plan kitchen,37 m²,"CZK 3,500",Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,241,858,228,"1,093",289,"1,217",324,435,"1,223",511,Excellent,"CZK 18,000",Personal,Brick building,,,,C,,,,,,,,
511386,"CZK 19,500",50.1061477,14.4942345,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,68 m²,"CZK 4,800",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,21. 03. 2022,119,541,214,819,248,306,312,652,406,380,,"CZK 24,300",Personal,Brick building,,,,,Yes,,,,,,,
712102,"CZK 14,500",50.0651,14.50935,"Uhříněveská, Prague - Strašnice",1 bedroom with open-plan kitchen,53 m²,"CZK 4,358",Furnished,3,No,No,Yes,No,Yes,No,Yes,04. 04. 2022,394,"1,431",440,"1,106",223,431,396,447,590,342,Excellent,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
697214,"CZK 12,500",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,49 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,167,614,151,528,121,457,121,445,399,278,Excellent,"CZK 30,000",Personal,Other,,,,G,,,,,,,,
711568,"CZK 24,900",50.10594,14.4733,"Světova, Prague - Libeň",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,3,No,No,No,No,Yes,Yes,No,01. 05. 2022,56,607,54,92,39,108,218,497,362,264,Excellent,"CZK 25,000",Personal,Brick building,,,,G,,,,,,,,
712094,"CZK 13,000",50.09033,14.4739536,"Biskupcova, Prague - Žižkov",2 bedroom,50 m²,"CZK 3,500",Partially furnished,5,No,No,Yes,No,No,No,No,29. 03. 2022,193,"1,012",134,259,16,116,321,332,358,420,Good,"CZK 16,500",Personal,Brick building,,,,G,,,,,,,,
712092,"CZK 19,500",50.0799819,14.492109,"Hřibská, Prague - Strašnice",2 bedroom,54 m²,"CZK 3,700",Furnished,6,No,No,Yes,Yes,Yes,Yes,No,15. 04. 2022,325,617,394,601,579,159,669,548,765,458,Good,"CZK 25,000",Personal,Prefab concrete building,,,,G,,,,,,,,
574900,"CZK 24,000",50.0280815,14.5150316,"Křejpského, Prague - Chodov",4 bedroom,75 m²,"CZK 3,000",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,385,495,345,"1,158",260,470,199,158,998,110,Excellent,"CZK 48,000",Personal,Prefab concrete building,District heating,,Overall,C,,,,,,,,
563070,"CZK 21,450",50.1086988,14.375396,"Na Pískách, Prague - Dejvice",2 bedroom with open-plan kitchen,64 m²,"CZK 2,400",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,57,656,293,738,469,438,289,277,,,,"CZK 42,900",Personal,Brick building,,,,B,,,,,,,,
711554,"CZK 14,000",50.08352,14.50419,"Káranská, Prague - Malešice",2 bedroom,50 m²,"CZK 6,000",Unfurnished,4,No,No,Yes,No,No,No,No,24. 03. 2022,262,477,435,496,302,651,605,342,906,168,Good,"CZK 28,000",Cooperative,Prefab concrete building,,,,A,,,,,,,,
512262,"CZK 9,800",50.0699333,14.3923511,"Nad Bertramkou, Prague - Smíchov",Studio,27 m²,"CZK 2,500",Furnished,1,No,No,Yes,No,No,No,No,15. 04. 2022,217,799,671,878,468,885,690,"1,102",346,542,Good,"CZK 25,000",Personal,Brick building,Central heating,Raised ground floor,,,,,Standard materials and solutions,,,,,
712063,"CZK 11,000",50.09254,14.45351,"Křižíkova, Prague - Karlín",Small studio,28 m²,"CZK 2,700",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,120,469,30,70,34,67,505,"1,140",9,505,Excellent,"CZK 22,000",Cooperative,Brick building,,,,G,,,,,,,,
540297,"CZK 19,999",50.04304,14.31343,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,258,485,231,799,821,429,778,559,"1,031",582,New build,"CZK 40,000",Personal,Brick building,Central heating,Middle floor,,B,,1 to 10 years years,Premium materials and solutions,,,,,
662917,"CZK 13,300",50.10595,14.58328,"Bryksova, Prague - Černý Most",1 bedroom,40 m²,"CZK 3,200",Furnished,7,Yes,No,No,No,Yes,Yes,No,17. 05. 2021,581,630,372,420,456,767,"1,395",600,567,,Excellent,"CZK 13,300",Personal,Prefab concrete building,,,,C,,,,,,,,
711539,"CZK 8,000",50.0834856,14.5676132,"Úpická, Prague - Dolní Počernice",1 bedroom with open-plan kitchen,35 m²,"CZK 5,000",Furnished,1,No,No,No,No,Yes,No,No,01. 05. 2022,481,"1,328",674,896,"1,493",407,,,,,Excellent,"CZK 10,000",Personal,Other,,,,C,,,,,,,,
611162,"CZK 16,000",50.030212,14.364044,"Kováříkova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,2,No,Yes,No,No,No,Yes,No,01. 04. 2022,380,"1,101",366,"1,082",244,"1,143",471,586,796,326,Excellent,"CZK 16,000",Personal,Brick building,District heating,Middle floor,,G,Yes,1 to 10 years years,,,,,,
711849,"CZK 25,000",50.081397,14.4454103,"Ježkova, Prague - Žižkov",2 bedroom with open-plan kitchen,84 m²,"CZK 4,000",Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,605,522,14,573,62,189,351,187,512,278,Excellent,"CZK 50,000",Personal,Brick building,Gas boiler,Middle floor,Overall,G,,,,,,,,
557832,"CZK 19,000",50.1474836,14.5326938,"Rýnská, Prague - Čakovice",1 bedroom with open-plan kitchen,60 m²,"CZK 2,400",Furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,219,"1,266",658,892,600,"1,327",842,782,,,Excellent,"CZK 38,000",Personal,Low-energy building,,,,C,Yes,,,,,,,
561746,"CZK 22,000",50.0672879,14.5526084,"Honzíkova, Prague - Dolní Měcholupy",Studio,86 m²,"CZK 4,000",Partially furnished,7,No,Yes,No,No,No,No,Yes,01. 04. 2022,511,"1,208",327,246,506,"1,008","1,178",306,,,New build,"CZK 40,000",Personal,Brick building,Central heating,,,,,1 to 10 years years,,,,,,
712047,"CZK 17,500",50.08317,14.45166,"Čajkovského, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,"CZK 1,200",Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,02. 05. 2022,229,113,143,184,162,223,391,442,486,471,Excellent,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
691917,"CZK 11,500",50.0592992,14.4459356,"Na Jezerce, Prague - Nusle",Studio,30 m²,"CZK 3,500",Furnished,,No,No,No,No,No,No,No,01. 04. 2022,304,"1,031",102,509,195,761,592,642,682,298,Excellent,"CZK 15,000",Cooperative,Brick building,,,,G,,,,,,,,
197009,"CZK 11,000",50.1233776,14.4844013,"Teplická, Prague - Střížkov",Studio,35 m²,"CZK 2,990",Partially furnished,8,No,No,No,No,No,Yes,No,10. 04. 2022,250,"1,200",182,"1,139",341,586,251,304,136,43,Excellent,"CZK 25,000",Personal,Brick building,District heating,Middle floor,,C,,,Standard materials and solutions,,,,,
712033,"CZK 12,500",50.08663,14.45971,"Jeseniova, Prague - Žižkov",Small studio,38 m²,"CZK 2,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,104,346,17,618,321,318,251,298,420,143,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,C,,,,,,,,
711483,"CZK 19,500",50.12559,14.50694,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,54 m²,"CZK 3,000",Furnished,4,No,No,No,Yes,No,Yes,No,10. 04. 2022,301,800,140,"1,106",354,"1,031",133,752,"1,495",181,New build,"CZK 45,000",Personal,Other,,,,A,,,,,,,,
712029,"CZK 24,990",50.10301055555,14.43322222222,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 1,234",Unfurnished,2,No,No,No,No,No,Yes,No,,114,770,169,294,55,98,477,456,857,,Excellent,"CZK 26,224",Personal,Brick building,,,,A,,,,,"CZK 26,224

                                
                                
                
i",,,
712024,"CZK 10,000",50.1264302,14.4948993,"Varnsdorfská, Prague - Střížkov",Studio,27 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,370,556,168,455,236,213,284,138,999,94,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
397506,"CZK 13,000",50.115718873824,14.471034512164,"V Zahradách, Prague - Libeň",Studio,33 m²,"CZK 5,500",Furnished,3,No,Yes,No,No,No,No,No,01. 04. 2020,175,"1,139",163,"1,331",72,431,329,"1,274",977,373,Excellent,"CZK 18,500",Personal,Brick building,,Middle floor,Overall,,,1 to 10 years years,Standard materials and solutions,,,,,
711674,"CZK 17,000",50.10235,14.42751,"Umělecká, Prague - Holešovice",1 bedroom with open-plan kitchen,54 m²,"CZK 1,000",Unfurnished,3,No,No,No,No,No,No,No,28. 03. 2022,179,550,128,276,153,391,78,137,479,,New build,"CZK 34,000",Personal,Brick building,Electric boiler,Middle floor,,G,,,,,,,,
710482,"CZK 11,000",50.11221,14.62601,"Ve Žlíbku, Prague - Horní Počernice",Studio,30 m²,"CZK 2,600",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,147,668,844,413,576,607,513,,,,Excellent,"CZK 22,000",Personal,Low-energy building,,,,B,,,,,,,,
478318,"CZK 12,000",50.1392824,14.5188443,"Pavla Beneše, Prague - Letňany",Studio,30 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,,280,448,951,"1,034",486,572,848,978,"1,110",150,Excellent,"CZK 24,000",Personal,Other,Central heating,,,B,,1 to 10 years years,,,,,,
711995,"CZK 35,000",50.0431626,14.3123334,"Toufarova, Prague - Stodůlky",2 bedroom with open-plan kitchen,140 m²,"CZK 6,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,28. 03. 2022,333,560,306,874,759,504,853,634,"1,106",657,New build,"CZK 50,000",Personal,Brick building,,,,C,,,,,,,,
473985,"CZK 21,000",50.0473402,14.3031131,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,62 m²,"CZK 4,200",Partially furnished,12,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,285,227,74,223,"1,028",996,623,784,142,,New build,"CZK 42,000",Personal,Brick building,District heating,Middle floor,,A,Yes,1 to 10 years years,Premium materials and solutions,,,,,
711964,"CZK 13,000",50.02917,14.5313,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,Yes,No,No,No,No,30. 03. 2022,231,487,196,170,319,380,346,350,441,222,Good,"CZK 16,000",Personal,Prefab concrete building,,,,A,,,,,,,,
664503,"CZK 19,900",50.083,14.41534,"Konviktská, Prague - Staré Město",1 bedroom with open-plan kitchen,55 m²,"CZK 2,260",Furnished,6,No,No,Yes,No,No,Yes,No,01. 06. 2022,492,756,118,498,26,413,483,713,441,302,Excellent,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
595994,"CZK 28,000",50.066301,14.431111,"Sekaninova, Prague - Nusle",2 bedroom with open-plan kitchen,74 m²,"CZK 1,000",Furnished,5,Yes,Yes,No,No,No,No,Yes,28. 03. 2022,237,627,167,761,64,289,394,448,223,185,New build,,Personal,Brick building,Gas boiler,Top floor,Overall,C,Yes,1 to 10 years years,Premium materials and solutions,,,,,
467195,"CZK 12,500",50.055583,14.525417,Prague - Hostivař,Studio,34 m²,"CZK 2,800",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,424,891,326,854,540,895,"1,319",731,579,535,Excellent,"CZK 12,500",Personal,Brick building,,,,B,,,,,,,,
137084,"CZK 15,900",50.0430796,14.4403574,"Olbrachtova, Prague - Krč",2 bedroom,60 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,184,206,207,429,155,234,598,153,594,105,Excellent,"CZK 19,900",Personal,Brick building,District heating,,,A,,,,,,,,
703902,"CZK 15,990",50.11035555555,14.4866525,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,59 m²,"CZK 3,014",Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,584,735,483,794,51,850,423,575,412,560,Excellent,"CZK 18,706",Personal,Brick building,,,,C,,,,,"CZK 18,706

                                
                                
                
i",,,
468173,"CZK 23,000",50.0886582,14.4839684,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,85 m²,"CZK 5,800",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,391,821,433,633,148,676,500,368,365,124,New build,"CZK 30,000",Personal,Low-energy building,,Middle floor,,C,Yes,1 to 10 years years,Premium materials and solutions,,,,,
601714,"CZK 22,000",50.023325,14.496873,"Nechvílova, Prague - Chodov",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,356,661,104,762,456,852,442,579,433,173,Excellent,"CZK 22,000",Personal,Prefab concrete building,,,Bathroom unit,G,,,Premium materials and solutions,,,,,
689368,"CZK 16,900",50.04708,14.48594,"Hlavní, Prague - Záběhlice",3 bedroom,77 m²,"CZK 3,500",Partially furnished,7,No,No,Yes,Yes,No,Yes,No,15. 04. 2022,131,186,196,199,186,216,390,"1,086",393,,Excellent,"CZK 33,000",Personal,Brick building,District heating,Middle floor,Overall,C,,30 to 50 years years,Standard materials and solutions,,,,,
82821,"CZK 23,000",50.098543,14.345522,"V Středu, Prague - Vokovice",2 bedroom with open-plan kitchen,80 m²,"CZK 4,000",Furnished,2,No,Yes,No,No,No,No,No,01. 04. 2022,290,"1,368",270,966,37,484,309,395,255,76,Good,"CZK 50,000",Personal,Brick building,Gas boiler,Top floor,Interior,G,,,Standard materials and solutions,,,,,
524714,"CZK 26,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,80 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,159,379,137,87,20,155,398,847,114,372,,"CZK 30,000",Other,Brick building,,,,,,,,,,,,
711855,"CZK 11,000",50.07222,14.38777,"Holečkova, Prague - Košíře",Studio,25 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,121,"1,138",108,973,168,"1,096",421,817,"1,255",307,Excellent,"CZK 22,000",Personal,Brick building,,,,G,,,,,,,,
640337,"CZK 12,000",50.111401,14.490304,"Podvinný mlýn, Prague - Libeň",Studio,45 m²,"CZK 3,700",Partially furnished,,No,Yes,No,No,No,No,No,01. 06. 2022,508,952,654,703,359,585,731,666,353,279,Excellent,"CZK 15,700",Personal,Brick building,,Ground floor,Exterior,A,,,Premium materials and solutions,70 m²,,,,
685615,"CZK 15,000",50.09219,14.49565,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,36 m²,,Furnished,5,No,No,Yes,No,No,Yes,No,15. 10. 2021,24,288,238,637,87,310,524,386,788,126,Excellent,"CZK 15,000",Personal,Other,District heating,Top floor,,G,,,,,,,,
557005,"CZK 16,900",50.077353752656,14.458361973016,"Boleslavská, Prague - Vinohrady",1 bedroom with open-plan kitchen,46 m²,"CZK 1,200",Furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 1970,64,381,50,68,33,193,620,434,758,244,Excellent,"CZK 21,800",Personal,Brick building,,,,,,,,,,,,
490850,"CZK 12,500",50.135346,14.5420411,"Toužimská, Prague - Kbely",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,,107,625,744,645,878,517,517,535,716,,,"CZK 16,500",Personal,Brick building,Gas boiler,,,C,,,,,,,,
710791,"CZK 13,500",50.10938,14.37939,"Na Zavadilce, Prague - Dejvice",1 bedroom,54 m²,"CZK 1,100",Partially furnished,3,No,Yes,Yes,No,No,No,No,01. 01. 1970,204,452,"1,443",518,876,531,472,763,482,,Excellent,"CZK 14,600",Personal,Brick building,,,,G,,,,,,,,
661204,"CZK 15,000",50.08965,14.34427,"Křenova, Prague - Veleslavín",2 bedroom,58 m²,"CZK 3,000",Partially furnished,3,No,No,No,No,No,No,No,01. 06. 2021,142,429,68,93,98,162,181,144,748,115,Excellent,"CZK 15,000",Cooperative,Brick building,District heating,Top floor,,A,,,,,,,,
711832,"CZK 18,900",50.06705015,14.39396804721,"U Nikolajky, Prague - Smíchov",2 bedroom,62 m²,CZK 750,Partially furnished,1,No,No,No,No,No,No,No,28. 03. 2022,193,436,587,801,231,523,575,788,298,618,Excellent,"CZK 26,650",Personal,Brick building,,,,E,,,,,,,,
202649,"CZK 11,990",50.1026222,14.436082,"U smaltovny, Prague - Holešovice",Studio,30 m²,"CZK 2,990",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,286,848,109,360,31,305,466,444,944,,Excellent,"CZK 15,000",Personal,Brick building,District heating,Raised ground floor,Overall,,,1 to 10 years years,Standard materials and solutions,,,,,
505570,"CZK 20,000",50.0508463,14.3451307,"Petržílkova, Prague - Stodůlky",2 bedroom,89 m²,"CZK 6,500",Furnished,19,Yes,No,No,No,No,No,No,,115,340,78,122,18,212,188,299,"1,200",252,,"CZK 26,000",Personal,Brick building,,,,A,,,,,,,,
710381,"CZK 18,300",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,22. 03. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 40,000",Personal,Low-energy building,Central heating,,,A,Yes,,Premium materials and solutions,,,,,
