Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,Renovation,PENB,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
715124,"CZK 8,000",50.00103,14.46431,"Na Okruhu, Prague - Písnice",Studio,20 m²,"CZK 3,000",Partially furnished,6,No,No,No,No,Yes,Yes,No,01. 05. 2022,175,"1,211",234,307,264,204,754,,,,Good,"CZK 15,000",Personal,Prefab concrete building,,,,,D,,,,,,,
598228,"CZK 10,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",Studio,36 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,Yes,No,01. 05. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,"CZK 10,000",Personal,Brick building,1 to 10 years years,,Middle floor,,B,,,,,,,
661647,"CZK 12,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Partially furnished,7,Yes,No,Yes,Yes,No,No,No,01. 05. 2022,14,969,166,"1,452",268,216,136,524,"1,472",265,New build,"CZK 10,000",Personal,Prefab concrete building,1 to 10 years years,District heating,Middle floor,Overall,B,Standard materials and solutions,,,,,,
493091,"CZK 18,000",50.1268957,14.4219657,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,403,318,77,388,182,332,687,968,"1,053",325,,"CZK 40,000",Personal,Other,10 to 30 years years,,,,C,,,,,,,
715113,"CZK 21,000",50.04804,14.4852,"Hrusická, Prague - Záběhlice",3 bedroom,72 m²,"CZK 2,000",Furnished,3,No,No,No,Yes,No,No,No,01. 06. 2022,198,334,261,275,219,121,293,"1,053",296,,Excellent,"CZK 21,000",Personal,Brick building,,,,,C,,,,,,,
715096,"CZK 20,000",50.07159,14.44605,"Voroněžská, Prague - Vršovice",2 bedroom with open-plan kitchen,75 m²,"CZK 4,000",,1,No,No,No,No,No,No,No,01. 05. 2022,102,595,24,523,75,664,466,426,266,256,Good,"CZK 48,000",Personal,Brick building,,,,,G,,,,,,,
710381,"CZK 18,300",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,22. 03. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 40,000",Personal,Low-energy building,,Central heating,,,A,Premium materials and solutions,,Yes,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,112 m²,"CZK 5,581",Partially furnished,3,Yes,No,No,No,No,No,No,21. 03. 2022,82,240,76,129,72,4,335,424,475,805,Excellent,,Personal,Brick building,,,,,F,,,,,,,
452524,"CZK 14,900",50.1057184,14.5300966,"Konzumní, Prague - Hloubětín",1 bedroom with open-plan kitchen,50 m²,CZK 700,Unfurnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,203,797,178,778,542,648,739,597,636,435,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,
451761,"CZK 16,000",50.0477873,14.4642491,"Na Líše, Prague - Michle",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Furnished,3,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,345,762,351,824,342,809,103,137,623,323,,"CZK 20,000",Personal,Brick building,,,,,B,,,,,,,
714225,"CZK 16,104",50.08065,14.431,"Washingtonova, Prague - Nové Město",Studio,24 m²,"CZK 3,200",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,124,331,157,252,102,6,301,804,219,527,Excellent,"CZK 32,208",Personal,Brick building,,,,,D,,,,,,,
714221,"CZK 23,363",50.08065,14.431,"Washingtonova, Prague - Nové Město",1 bedroom with open-plan kitchen,38 m²,"CZK 4,200",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,124,331,157,252,102,6,301,804,219,527,Excellent,"CZK 46,726",Personal,Brick building,,,,,D,,,,,,,
596022,"CZK 30,000",50.071549,14.446247,"Voroněžská, Prague - Vršovice",3 bedroom with open-plan kitchen,110 m²,"CZK 5,000",,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,88,582,11,510,62,650,453,440,253,242,Good,"CZK 70,000",Personal,Brick building,,,,,G,,,,,,,
710940,"CZK 34,000",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 5,750",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,327,632,307,307,206,444,677,553,540,,New build,"CZK 20,000",Personal,Prefab concrete building,1 to 10 years years,District heating,,,G,,,,,,,
596903,"CZK 14,000",50.029986,14.369024,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 10. 2021,111,862,87,859,36,851,205,258,498,193,Excellent,"CZK 17,000",Personal,Prefab concrete building,,District heating,Middle floor,Overall,C,Standard materials and solutions,,,,,,
657522,"CZK 15,500",50.06862,14.40104,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,61 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,27,143,131,268,19,44,346,591,852,149,Excellent,"CZK 18,500",Personal,Brick building,,,,,D,,,,,,,
714416,"CZK 23,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",1 bedroom,27 m²,"CZK 4,500",Furnished,3,No,Yes,No,No,No,No,No,18. 04. 2022,170,423,142,168,13,109,427,891,261,225,Excellent,"CZK 23,000",Personal,Brick building,,,,,G,,,,,,,
715057,"CZK 13,000",50.08178,14.44705,"Kubelíkova, Prague - Žižkov",1 bedroom,30 m²,"CZK 1,970",Partially furnished,,No,Yes,No,No,No,No,No,01. 07. 2022,546,395,30,489,17,63,293,301,622,393,Excellent,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,
710458,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,30 m²,,Partially furnished,1,No,No,No,No,No,No,No,18. 04. 2022,359,851,433,768,887,703,310,,,,Excellent,CZK 500,Personal,Brick building,,,,,G,Standard materials and solutions,10 m²,,,,,
526339,"CZK 9,100",50.063656,14.4444206,"Mečislavova, Prague - Nusle",1 bedroom,38 m²,CZK 800,Partially furnished,4,No,No,No,No,No,No,No,24. 06. 2022,286,508,121,251,211,258,490,787,669,627,,"CZK 25,000",Personal,Brick building,1 to 10 years years,Other,Middle floor,Interior,,,,,,,,
451823,"CZK 13,800",50.0740589,14.4437095,"Šumavská, Prague - Vinohrady",1 bedroom,58 m²,"CZK 1,700",Furnished,3,No,No,No,No,No,No,No,15. 05. 2022,163,129,116,617,96,399,289,279,497,251,Excellent,"CZK 14,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,D,,,,,,,
140217,"CZK 10,000",50.095907,14.3655905,"Na Rozdílu, Prague - Vokovice",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Unfurnished,-1,No,No,No,No,Yes,No,No,01. 05. 2022,454,449,482,458,133,151,726,679,869,109,,"CZK 10,000",Personal,Brick building,over 50 years years,Other,Ground floor,Interior,D,,,,,,,
152553,"CZK 14,500",50.1275027,14.5031577,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,55 m²,"CZK 5,400",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,18. 04. 2022,225,841,106,870,581,807,351,519,270,,,"CZK 29,000",Personal,Brick building,,,,,,,,,,,,
658598,"CZK 18,000",50.03467,14.59202,"Dopravní, Prague - Uhříněves",2 bedroom with open-plan kitchen,76 m²,"CZK 4,000",Unfurnished,4,No,No,No,Yes,No,No,No,10. 05. 2022,133,823,291,771,516,726,508,290,"1,338",229,Excellent,"CZK 20,000",Personal,Brick building,,Central heating,Top floor,Overall,G,Standard materials and solutions,,,,,,
714165,"CZK 14,000",50.10196,14.45036,"Tusarova, Prague - Holešovice",1 bedroom,36 m²,"CZK 1,000",Partially furnished,7,No,Yes,No,Yes,No,Yes,No,01. 06. 2022,70,358,92,146,47,75,219,182,368,154,Good,"CZK 14,000",Personal,Brick building,,Central heating,Top floor,,,Standard materials and solutions,,,,,,
470822,"CZK 8,000",50.0120743,14.4201057,"Mazancova, Prague - Modřany",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,5,No,No,No,No,Yes,Yes,No,15. 04. 2022,250,"1,074",196,976,"1,020","1,001",325,170,"1,096",294,Excellent,"CZK 12,500",Cooperative,Prefab concrete building,30 to 50 years years,District heating,Middle floor,Exterior,C,Premium materials and solutions,,,,,,
166213,"CZK 26,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,72 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,43,650,75,105,60,114,171,530,170,544,Excellent,"CZK 29,999",Personal,Brick building,1 to 10 years years,Gas boiler,,Overall,C,Premium materials and solutions,116 m²,,,,,
714384,"CZK 17,800",50.13026,14.42985,"Gdaňská, Prague - Bohnice",2 bedroom,57 m²,"CZK 3,000",Partially furnished,8,No,No,No,Yes,No,No,No,16. 04. 2022,119,407,276,"1,226",403,552,518,285,559,117,Excellent,"CZK 36,000",Personal,Prefab concrete building,1 to 10 years years,District heating,Top floor,Overall,C,Standard materials and solutions,,,,,,
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,88 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,240,604,53,296,31,392,129,248,272,533,Excellent,"CZK 30,000",Personal,Brick building,,Electric boiler,Middle floor,Overall,A,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 6,000",Unfurnished,2,No,No,No,No,No,No,No,01. 02. 2022,181,650,164,189,30,299,194,515,511,452,,"CZK 40,000",Personal,Brick building,,,,,,,,,,,,
27966,"CZK 18,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,30 m²,"CZK 2,000",Unfurnished,3,No,Yes,No,No,No,No,No,01. 06. 2022,28,239,70,78,57,33,265,"1,013",833,438,,"CZK 20,000",Personal,Brick building,,Other,Middle floor,,G,,,,,,,
714184,"CZK 12,500",50.03736,14.41106,"Ke Krči, Prague - Braník",2 bedroom,54 m²,"CZK 4,200",Partially furnished,2,No,No,Yes,No,No,No,No,15. 04. 2022,172,296,182,203,440,202,413,"1,308",321,,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
714142,"CZK 16,500",50.04296,14.54984,"Padovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,54 m²,"CZK 3,750",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,395,616,474,921,847,839,531,610,652,294,Excellent,"CZK 33,000",Personal,Brick building,,,,,B,,,,,,,
540339,"CZK 13,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,15. 04. 2022,95,407,245,"1,357","1,182",257,370,276,,,,"CZK 26,000",Personal,Brick building,,,,,G,,,,,,,
451726,"CZK 20,000",50.0834475,14.3447623,"Na Klášterním, Prague - Břevnov",3 bedroom,71 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,234,860,251,622,344,640,339,147,523,262,Excellent,"CZK 25,000",Personal,Prefab concrete building,,District heating,Raised ground floor,Overall,,Premium materials and solutions,,,,,,
491989,"CZK 19,500",50.0852863,14.4414487,"Seifertova, Prague - Žižkov",2 bedroom,60 m²,"CZK 3,800",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,218,542,89,201,47,541,464,291,642,468,Excellent,"CZK 30,000",Personal,Brick building,,Other,Middle floor,Overall,,Standard materials and solutions,,,,,,
713758,"CZK 18,500",50.10398,14.48591,"Českomoravská, Prague - Libeň",2 bedroom with open-plan kitchen,56 m²,"CZK 2,600",Partially furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,159,337,213,255,60,386,332,819,438,326,Excellent,"CZK 25,000",Personal,Brick building,,,Middle floor,,D,,,,,,,
600532,"CZK 65,000",50.075681,14.408523,"Janáčkovo Nábřeží, Prague - Smíchov",5 bedroom,165 m²,"CZK 10,000",Partially furnished,6,No,Yes,No,No,No,Yes,No,11. 04. 2022,279,223,344,342,68,418,193,839,"1,059",309,Excellent,"CZK 65,000",Personal,Brick building,1 to 10 years years,Central heating,Top floor,,G,Premium materials and solutions,,,,,,
603998,"CZK 18,000",50.02628,14.530734,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,53 m²,"CZK 4,500",,3,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,97,973,382,630,464,704,311,473,764,410,New build,"CZK 30,000",Personal,Brick building,,,,,A,,,,,,,
714473,"CZK 12,500",50.1271,14.37922,"Sídlištní, Prague - Lysolaje",Studio,37 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 25,000",Personal,Low-energy building,,,,,G,,,,,,,
714472,"CZK 15,000",50.01325,14.42609,"Daškova, Prague - Modřany",1 bedroom,41 m²,"CZK 3,000",Partially furnished,7,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 30,000",Personal,Prefab concrete building,1 to 10 years years,District heating,Top floor,Exterior,C,Standard materials and solutions,,,,,,
485180,"CZK 25,000",50.077309,14.4556257,"Kolínská, Prague - Vinohrady",2 bedroom with open-plan kitchen,74 m²,"CZK 4,500",Partially furnished,4,Yes,No,Yes,No,No,No,No,16. 05. 2022,130,313,49,92,22,320,291,607,996,394,Excellent,"CZK 25,000",Personal,Brick building,,,,,,,,,,,,
714471,"CZK 38,900",50.09292,14.45004,"Křižíkova, Prague - Karlín",Studio,49 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,02. 05. 2022,,,,,,,,,,,Excellent,"CZK 38,900",Personal,Brick building,,,,,C,,,,,,,
714470,"CZK 28,900",50.07035,14.45073,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,900",Furnished,4,No,No,No,No,No,Yes,No,22. 04. 2022,,,,,,,,,,,Excellent,"CZK 28,900",Personal,Brick building,,Gas boiler,,,E,,,,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,28 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,18. 04. 2022,109,534,142,184,203,265,461,310,325,297,Good,"CZK 10,000",Personal,Prefab concrete building,,District heating,Middle floor,,G,,,,,,,
711703,"CZK 14,200",50.10694,14.44521,"U Staré plynárny, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,CZK 650,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 05. 2022,279,729,370,742,354,265,460,"1,085",380,388,Excellent,"CZK 30,000",Cooperative,Brick building,,,,,C,,,,,,,
714459,"CZK 13,000",50.07165,14.45777,"Bulharská, Prague - Vršovice",Studio,30 m²,"CZK 2,228",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 25,000",Personal,Brick building,,,,,G,,,,,,,
714457,"CZK 25,000",50.08828,14.45798,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,61 m²,"CZK 3,900",Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,,,,,,,,,New build,"CZK 50,000",Personal,Other,1 to 10 years years,Central heating,Middle floor,,G,Premium materials and solutions,54 m²,Yes,,,,
704127,"CZK 12,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,25 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,257,556,290,355,329,553,325,907,208,171,Excellent,"CZK 22,000",Personal,Brick building,,,,,G,,,,,,,
713960,"CZK 21,000",50.0519,14.43436,"Pujmanové, Prague - Nusle",1 bedroom with open-plan kitchen,69 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,337,842,397,240,391,122,102,158,420,208,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,G,,,,,,,
706672,"CZK 14,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 3,149",,6,Yes,No,Yes,No,No,No,No,,231,905,57,356,196,707,438,604,840,175,Excellent,"CZK 18,139",Personal,Brick building,,,,,C,,,,"CZK 18,139

                                
                                
                
i",,,
714397,"CZK 20,500",50.05644,14.34655,"Pod Stolovou horou, Prague - Jinonice",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,211,"1,071",496,791,577,461,608,668,145,,New build,"CZK 25,000",Personal,Low-energy building,,,,,B,,,,,,,
706082,"CZK 18,900",50.08041,14.45483,"Žižkovo náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 2,000",Unfurnished,1,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,367,340,71,443,29,561,401,395,712,217,Excellent,"CZK 38,000",Personal,Brick building,1 to 10 years years,Central heating,,Overall,A,,,,,,,
714387,"CZK 10,000",50.1521164,14.5330516,"Zámišova, Prague - Čakovice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,184,"1,008",275,421,217,"1,095","1,261",853,,,Good,"CZK 12,000",Personal,Brick building,,District heating,Ground floor,,G,Standard materials and solutions,,,,,,
714374,"CZK 23,000",50.04247,14.34236,"U Albrechtova vrchu, Prague - Stodůlky",2 bedroom with open-plan kitchen,120 m²,"CZK 4,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 06. 2022,389,847,682,"1,034",145,707,940,645,779,535,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,
714370,"CZK 22,843",50.10098,14.42605,"Veletržní, Prague - Bubeneč",2 bedroom,86 m²,"CZK 1,890",Partially furnished,3,No,No,No,No,No,No,No,01. 05. 2022,239,292,136,205,89,33,319,132,480,,Excellent,"CZK 24,733",Personal,Brick building,,,,,G,,,,,,,
543611,"CZK 23,000",50.100966,14.430497,"Františka Křížka, Prague - Holešovice",2 bedroom,65 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,204,466,140,276,72,172,293,179,556,,Excellent,"CZK 23,000",Personal,Brick building,over 50 years years,Gas boiler,Middle floor,Overall,D,Standard materials and solutions,,,,,,
713110,"CZK 23,000",50.1056794,14.4916437,"Kovářská, Prague - Libeň",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Furnished,7,No,No,Yes,No,No,Yes,No,15. 05. 2022,59,268,110,330,11,423,6,380,151,122,New build,,Personal,Brick building,,,,,G,,,,,,,
240794,"CZK 15,000",50.1363086059,14.3804926233,"Suchdolské náměstí, Prague - Suchdol",Studio,45 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,Yes,Yes,07. 03. 2022,129,59,413,154,169,20,560,497,952,785,Excellent,"CZK 30,000",Personal,Brick building,10 to 30 years years,Central heating,Middle floor,,,Standard materials and solutions,,,,,,
572023,"CZK 18,000",50.0853905,14.3438632,"Nad Alejí, Prague - Břevnov",2 bedroom,54 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,215,648,278,410,132,428,77,197,638,226,Excellent,"CZK 30,000",Personal,Prefab concrete building,1 to 10 years years,District heating,Middle floor,Overall,,Premium materials and solutions,,,,,,
361523,"CZK 12,000",50.1390794,14.5127743,"Stará náves, Prague - Letňany",Studio,35 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,404,397,572,851,300,348,458,750,708,159,Excellent,"CZK 15,000",Cooperative,Brick building,10 to 30 years years,,Middle floor,,,Standard materials and solutions,,,,,,
714349,"CZK 35,000",50.09099,14.42074,"Bílkova, Prague - Staré Město",3 bedroom,125 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,25. 05. 2022,166,512,178,306,63,299,202,445,233,420,Excellent,"CZK 60,000",Personal,Brick building,,,,,G,,,,,,,
290196,"CZK 12,000",50.0863558,14.4597572,"Jeseniova, Prague - Žižkov",Studio,38 m²,"CZK 2,500",Furnished,1,No,No,No,No,No,No,No,,148,378,49,568,362,350,283,319,451,176,,,Personal,Brick building,,,,,,,,,,,,
714347,"CZK 8,000",50.0864,14.44595,"Orebitská, Prague - Žižkov",Small studio,16 m²,"CZK 1,500",Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,88,602,361,557,79,570,337,377,418,571,Good,"CZK 10,000",Personal,Brick building,,,,,G,,,,,,,
561107,"CZK 26,500",50.067138793,14.399408500327,"U Santošky, Prague - Smíchov",2 bedroom with open-plan kitchen,82 m²,"CZK 3,440",Furnished,2,No,No,No,No,No,Yes,No,23. 05. 2022,51,182,26,521,128,268,140,356,618,125,Excellent,"CZK 29,940",Personal,Brick building,,District heating,Middle floor,Overall,,,,,,,,
669723,"CZK 14,000",50.0921664,14.4969774,"Koněvova, Prague - Žižkov",Small studio,33 m²,CZK 600,,4,No,Yes,No,No,No,Yes,No,01. 01. 1970,119,382,144,732,7,341,605,292,870,131,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
713728,"CZK 35,000",50.07792,14.42263,"Příčná, Prague - Nové Město",4 bedroom,89 m²,"CZK 8,000",Unfurnished,2,No,No,No,No,No,Yes,No,11. 04. 2022,216,537,130,225,29,230,302,479,475,416,Excellent,"CZK 35,000",Personal,Brick building,,,,,G,,,,,,,
589443,"CZK 23,000",50.140024,14.519857,"Veselská, Prague - Letňany",2 bedroom with open-plan kitchen,90 m²,"CZK 5,000",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,408,535,"1,038","1,122",278,659,935,"1,066","1,197",213,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,District heating,,,B,Standard materials and solutions,,,,,,
714324,"CZK 23,000",50.06703,14.46242,"Uzbecká, Prague - Vršovice",2 bedroom with open-plan kitchen,84 m²,"CZK 5,000",Partially furnished,6,Yes,No,Yes,Yes,No,Yes,No,01. 05. 2022,120,617,133,442,113,673,553,108,366,490,Excellent,"CZK 23,000",Personal,Prefab concrete building,1 to 10 years years,District heating,,Interior,G,Standard materials and solutions,,,,,,
713209,"CZK 14,500",50.02559,14.43177,"Novodvorská, Prague - Braník",3 bedroom,68 m²,"CZK 5,000",Partially furnished,2,No,No,No,Yes,No,No,No,01. 05. 2022,137,277,207,284,217,303,270,249,843,372,Good,"CZK 19,500",Personal,Prefab concrete building,,,,,G,,,,,,,
714315,"CZK 10,500",50.08104,14.49664,"Počernická, Prague - Malešice",Small studio,25 m²,"CZK 1,500",Furnished,11,No,No,No,No,No,No,No,01. 05. 2022,110,386,194,339,263,412,286,522,906,148,Excellent,"CZK 12,000",Personal,Prefab concrete building,,,,,G,,,,,,,
714314,"CZK 29,000",50.07562,14.36124,"Na Císařce, Prague - Smíchov",2 bedroom with open-plan kitchen,90 m²,"CZK 4,000",Partially furnished,,Yes,No,No,No,Yes,Yes,Yes,15. 04. 2022,479,"1,125",844,"1,087",717,373,87,,,,New build,"CZK 58,000",Personal,Brick building,,Central heating,Middle floor,,C,,,,,,,
714313,"CZK 39,000",50.09127,14.44921,"Kollárova, Prague - Karlín",1 bedroom with open-plan kitchen,54 m²,"CZK 5,000",Partially furnished,2,No,Yes,Yes,No,Yes,No,No,17. 04. 2022,272,210,23,387,96,411,132,"1,232",486,170,New build,"CZK 10,000",Personal,Brick building,,,,,C,,,,,,,
462973,"CZK 21,000",50.12788964285,14.459168762427,"Bořanovická, Prague - Kobylisy",1 bedroom with open-plan kitchen,62 m²,"CZK 3,000",Furnished,3,Yes,No,No,No,No,No,No,01. 06. 2022,196,998,36,766,86,285,604,317,674,380,,"CZK 21,000",Personal,Brick building,1 to 10 years years,,,,B,Standard materials and solutions,,,,,,
714307,"CZK 18,000",50.10058,14.39145,"Evropská, Prague - Dejvice",2 bedroom with open-plan kitchen,72 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,Yes,No,19. 04. 2022,79,532,108,145,170,433,795,331,506,262,Good,"CZK 18,000",Personal,Brick building,,,,,D,,,,,,,
713679,"CZK 24,000",50.04415,14.45549,"Sedlčanská, Prague - Michle",2 bedroom,60 m²,"CZK 1,600",Furnished,3,Yes,No,No,No,No,Yes,No,19. 04. 2022,265,711,439,470,107,327,289,536,622,222,Excellent,"CZK 48,000",Personal,Brick building,over 50 years years,Central heating,Middle floor,Interior,F,Standard materials and solutions,,,,,,
693947,"CZK 10,990",50.115312,14.4721862,"Na Dědince, Prague - Libeň",1 bedroom with open-plan kitchen,34 m²,"CZK 3,281",Unfurnished,2,No,No,Yes,No,No,Yes,No,,74,"1,232",240,"1,230",134,524,406,"1,390",876,343,Excellent,"CZK 14,271",Personal,Brick building,,,,,D,,,,"CZK 14,271

                                
                                
                
i",,,
711506,"CZK 16,000",50.00861,14.42885,"Rilská, Prague - Modřany",2 bedroom,56 m²,"CZK 8,000",Partially furnished,10,No,No,No,Yes,No,Yes,No,15. 04. 2022,299,934,97,923,125,"1,013",314,360,338,165,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,,G,,,,,,,
713651,"CZK 14,590",50.13057,14.41146,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,68 m²,"CZK 5,500",Partially furnished,2,No,No,No,Yes,No,No,No,09. 04. 2022,397,790,342,720,85,786,589,418,343,,Excellent,"CZK 30,000",Personal,Prefab concrete building,,District heating,Middle floor,,C,,,,,,,
714275,"CZK 16,500",50.08336,14.36169,"Bělohorská, Prague - Břevnov",2 bedroom,55 m²,"CZK 3,997",Partially furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,103,285,132,108,160,175,345,829,246,419,Good,"CZK 16,500",Personal,Brick building,,,,,B,,,,,,,
403568,"CZK 18,000",50.1055949,14.4562403,"Jankovcova, Prague - Holešovice",Studio,46 m²,"CZK 3,700",Furnished,5,No,No,No,No,No,Yes,Yes,01. 07. 2022,112,878,245,551,47,485,672,982,361,307,New build,"CZK 25,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,,A,Premium materials and solutions,,Yes,,,,
714268,"CZK 15,490",50.03919638888,14.33609361111,"Janského, Prague - Stodůlky",1 bedroom with open-plan kitchen,44 m²,"CZK 2,684",Unfurnished,4,No,No,Yes,No,No,Yes,No,,82,574,225,545,234,233,237,599,225,112,Excellent,"CZK 18,174",Personal,Prefab concrete building,,,,,G,,,,"CZK 18,174

                                
                                
                
i",,,
462910,"CZK 14,900",50.1027301,14.5485237,"Slévačská, Prague - Hloubětín",1 bedroom,55 m²,"CZK 4,000",Furnished,8,No,No,Yes,Yes,Yes,Yes,No,08. 03. 2021,89,976,186,994,652,941,333,853,666,209,,,Personal,Prefab concrete building,,District heating,,Overall,B,,,,,,,
