Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Heating,Total number of floors,Renovation,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
708542,"CZK 14,000",50.06862,14.50586,"Nedvězská, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,Yes,No,15. 03. 2022,G,167,338,"1,221",191,382,347,339,"1,245",168,,,,,,,,,,,,,
708538,"CZK 20,000",50.05829,14.42337,"Sinkulova, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,73 m²,,"CZK 40,000",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,B,185,417,282,396,84,395,414,504,364,399,,,,,,,,,,,,
700037,"CZK 16,500",50.06615,14.43427,"Na Folimance, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 4,216","CZK 35,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,18. 02. 2022,G,299,493,296,627,224,427,282,335,241,381,,,Standard materials and solutions,Other,Middle floor,Overall,,,,,,
708536,"CZK 10,300",50.0647,14.45068,"Novgorodská, Prague - Vršovice",Small studio,Good,28 m²,"CZK 1,800","CZK 15,000",Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,01. 03. 2022,C,209,578,211,701,194,420,362,550,366,544,,,,,,,,,,,,
516513,"CZK 28,000",50.0851195,14.3196968,"Stochovská, Prague - Ruzyně",3 bedroom,,112 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,Furnished,,Yes,Yes,No,No,No,No,No,,,266,"1,418",550,240,"1,275",831,623,257,,,,,,,,,,,,,,
374238,"CZK 11,500",50.0725797,14.4868366,"Mrštíkova, Prague - Strašnice",1 bedroom with open-plan kitchen,,57 m²,CZK 600,"CZK 23,000",Personal,Brick building,Unfurnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,,146,780,382,401,182,142,397,578,510,294,,,,Other,,,,,,,,
707369,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,,80 m²,"CZK 17,250",,,,Furnished,6,No,No,No,No,No,Yes,No,04. 03. 2022,,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,,
707351,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,,62 m²,"CZK 12,000",,,,Furnished,1,No,Yes,No,No,No,Yes,No,04. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,
707397,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,,"CZK 9,975",,,,Furnished,7,No,No,No,No,No,Yes,Yes,04. 03. 2022,,221,235,240,630,210,69,520,374,219,292,,,,,,,,,,,,
707400,"CZK 24,000",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 8,000",,,,Furnished,3,No,No,No,No,No,No,No,07. 04. 2022,,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,,,,
707370,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,,30 m²,"CZK 8,750",,,,Furnished,7,No,No,No,No,No,Yes,Yes,04. 03. 2022,,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,,
707375,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,40 m²,"CZK 12,500",,,,Furnished,-1,No,Yes,No,No,No,No,No,04. 03. 2022,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,
707343,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,73 m²,"CZK 13,250",,,,Furnished,5,No,No,No,No,No,Yes,No,04. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,
707326,"CZK 35,063",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,,72 m²,"CZK 11,687",,,,Furnished,5,No,No,No,No,No,Yes,No,14. 03. 2022,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,
707300,"CZK 40,500",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,500",,,,Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,
707392,"CZK 101,363",50.0915501,14.4268683,"Hradební, Prague - Staré Město",5 bedroom,,160 m²,"CZK 33,787",,,,Furnished,6,No,Yes,No,No,No,Yes,No,04. 03. 2022,,102,183,98,123,98,108,208,406,183,306,,,,,,,,,,,,
707379,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,18. 04. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,
707389,"CZK 63,113",50.0761284,14.4327244,"Londýnská, Prague - Vinohrady",3 bedroom,,70 m²,"CZK 21,037",,,,Furnished,3,No,Yes,No,No,No,No,No,04. 03. 2022,,100,264,66,90,3,201,314,391,396,647,,,,,,,,,,,,
707403,"CZK 22,500",50.0723918,14.4059555,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 7,500",,,,Furnished,4,No,No,No,No,No,No,No,07. 04. 2022,,100,437,82,124,1,340,531,"1,038","1,232",691,,,,,,,,,,,,
707365,"CZK 65,475",50.0817698,14.4068623,"Všehrdova, Prague - Malá Strana",2 bedroom with open-plan kitchen,,77 m²,"CZK 21,825",,,,Furnished,2,Yes,No,No,No,No,Yes,Yes,04. 03. 2022,,127,322,219,536,76,333,171,448,336,251,,,,,,,,,,,,
707360,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,Furnished,1,No,No,No,No,No,No,No,04. 03. 2022,,198,801,15,163,39,141,121,304,55,465,,,,,,,,,,,,
707380,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,04. 03. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,
707385,"CZK 19,425",50.084008861001,14.414631128311,"Boršov, Prague - Staré Město",Studio,,25 m²,"CZK 6,475",,,,Furnished,2,No,No,No,No,No,No,No,04. 03. 2022,,151,761,53,417,7,404,559,561,517,251,,,,,,,,,,,,
707355,"CZK 21,000",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,45 m²,"CZK 7,000",,,,Furnished,4,No,No,No,No,No,Yes,Yes,18. 04. 2022,,41,255,33,612,69,567,246,441,558,371,,,,,,,,,,,,
707377,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,Furnished,4,No,No,No,No,No,No,No,04. 03. 2022,,212,525,185,151,68,162,317,392,109,262,,,,,,,,,,,,
707347,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,4,No,No,No,No,No,Yes,No,04. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,
707349,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,2,No,No,No,No,No,Yes,No,04. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,
707319,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,34 m²,"CZK 8,693",,,,Furnished,6,Yes,No,No,No,No,Yes,Yes,04. 03. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,
707320,"CZK 29,228",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,32 m²,"CZK 9,742",,,,Furnished,4,No,No,No,No,No,Yes,Yes,04. 03. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,
707325,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,04. 03. 2022,,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,
707344,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,,Furnished,4,No,No,No,No,No,Yes,No,04. 03. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,
707313,"CZK 35,100",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 11,700",,,,Furnished,3,No,No,No,No,No,No,No,04. 03. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,
707332,"CZK 39,473",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,125 m²,"CZK 13,157",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,04. 03. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,
707491,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,92 m²,"CZK 13,000",,,,Furnished,7,No,Yes,No,No,No,Yes,No,21. 04. 2022,,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,
707312,"CZK 41,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,,80 m²,"CZK 13,750",,,,Furnished,6,No,Yes,No,No,No,Yes,No,01. 04. 2022,,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,
707309,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,,46 m²,"CZK 12,500",,,,Furnished,3,No,No,No,No,No,Yes,No,04. 03. 2022,,254,835,179,436,125,299,66,"1,356",350,193,,,,,,,,,,,,
707272,"CZK 12,188",50.0818597,14.4470199,"Kubelíkova, Prague - Žižkov",Studio,,29 m²,"CZK 4,062",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,,545,394,28,488,19,62,291,302,621,394,,,,,,,,,,,,
707265,"CZK 60,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 20,000",,,,Furnished,4,No,No,No,No,No,Yes,Yes,01. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
707271,"CZK 17,925",50.0860727,14.431655,"Senovážné náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,,81 m²,"CZK 5,975",,,,Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,,162,346,220,126,95,114,272,559,345,339,,,,,,,,,,,,
707268,"CZK 20,396",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,799",,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,04. 03. 2022,,234,341,228,706,128,428,324,536,546,328,,,,,,,,,,,,
707263,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,30 m²,"CZK 8,693",,,,Furnished,5,No,No,No,No,No,Yes,Yes,04. 03. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,
707967,"CZK 17,243",50.1013638,14.4546402,"V Háji, Prague - Holešovice",Studio,,30 m²,"CZK 5,747",,,,Furnished,3,No,No,No,No,No,Yes,Yes,24. 04. 2022,,236,686,234,408,154,248,547,510,133,319,,,,,,,,,,,,
707256,"CZK 16,125",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,,50 m²,"CZK 5,375",,,,Furnished,1,No,No,No,No,No,No,No,28. 04. 2022,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,
707969,"CZK 18,000",50.13287,14.50548,"Tupolevova, Prague - Letňany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 5,000","CZK 23,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,Yes,No,23. 02. 2022,G,219,"1,224",398,420,358,702,520,477,231,52,,,,,,,,,,,,
546162,"CZK 12,000",50.1026153,14.5380328,"Šestajovická, Prague - Hloubětín",1 bedroom,,31 m²,"CZK 1,500","CZK 15,000",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,No,Yes,No,Ihned,,310,396,371,377,155,341,274,173,317,217,,,,District heating,,,,,,,,
708487,"CZK 17,000",50.1505292,14.5195579,"Ke Stadionu, Prague - Čakovice",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 40,000",Personal,Prefab concrete building,Furnished,4,No,No,Yes,Yes,No,Yes,No,11. 04. 2022,E,173,393,331,851,"1,155",333,"1,064","1,182",166,,,,,District heating,,,,,,,,
680769,"CZK 19,500",50.0793798,14.4577498,Prague - Žižkov,2 bedroom,Excellent,74 m²,"CZK 6,500","CZK 39,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,G,242,533,113,313,14,383,436,396,724,151,,,,,,,,,,,,
708491,"CZK 18,000",50.03033,14.3636,"Werichova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 5,000","CZK 18,000",Personal,Brick building,Furnished,4,No,Yes,No,No,Yes,Yes,Yes,27. 02. 2022,B,401,"1,151",454,"1,132",328,"1,230",556,673,881,430,,,,,,,,,,,,
708486,"CZK 25,000",50.11796,14.4615,"V Holešovičkách, Prague - Libeň",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 3,500",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,G,244,690,607,833,392,497,847,908,"1,353",793,,over 50 years years,Premium materials and solutions,Gas boiler,Middle floor,Interior,1000 m²,,,,,
624657,"CZK 36,000",50.094842,14.464376,"Molákova, Prague - Karlín",4 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 6,000","CZK 30,000",Personal,Prefab concrete building,Furnished,5,No,No,Yes,No,No,Yes,No,15. 03. 2022,G,348,"1,409",373,"1,019",285,882,160,698,932,329,,,Premium materials and solutions,District heating,,Overall,,,,,,
699847,"CZK 11,000",50.14184,14.57585,"Českodubská, Prague - Vinoř",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,500","CZK 15,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,01. 03. 2022,G,223,406,986,338,969,865,565,533,192,,,,,District heating,Raised ground floor,,,,,,,
473481,"CZK 16,500",50.0673575,14.4344555,"Sarajevská, Prague - Vinohrady",2 bedroom,,72 m²,"CZK 1,500","CZK 16,500",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,,220,721,217,737,229,845,722,666,535,622,,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,
707936,"CZK 15,000",50.08847,14.36782,"Ve Střešovičkách, Prague - Břevnov",2 bedroom,Excellent,71 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,G,245,674,162,764,213,142,260,728,687,559,,,,,,,,,,,,
708484,"CZK 15,000",50.0165242,14.4400853,"Krhanická, Prague - Kamýk",2 bedroom,Excellent,60 m²,"CZK 4,500","CZK 19,500",Personal,Prefab concrete building,Partially furnished,14,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,G,270,"1,010",62,"1,256",784,294,399,481,799,333,,,,,,,,,,,,
708483,"CZK 14,000",50.03357,14.38767,"Geologická, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 4,000","CZK 28,000",Personal,Brick building,Partially furnished,3,No,No,No,Yes,No,Yes,Yes,14. 03. 2022,C,147,"1,031",404,939,235,997,"1,164","1,149","1,117",499,,,,,,,,,,,,
283992,"CZK 14,300",50.0385746,14.322465,"Wiesenthalova, Prague - Řeporyje",1 bedroom with open-plan kitchen,,56 m²,"CZK 5,200","CZK 15,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,,,109,"1,161",806,"1,019",617,817,720,"1,101",755,209,,,,,,,,,,,,
708480,"CZK 16,000",50.09793,14.3627,"Súdánská, Prague - Vokovice",2 bedroom,Excellent,53 m²,"CZK 5,800","CZK 25,000",Personal,Prefab concrete building,Unfurnished,3,No,No,Yes,Yes,No,Yes,No,07. 03. 2022,G,103,180,269,255,232,280,515,313,"1,414",374,,,,,,,,,,,,
708479,"CZK 18,000",50.13367,14.54828,"Železnobrodská, Prague - Kbely",2 bedroom with open-plan kitchen,Excellent,117 m²,"CZK 5,000","CZK 23,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,Yes,15. 03. 2022,G,41,303,244,300,238,335,335,231,119,,,10 to 30 years years,Standard materials and solutions,Central heating,Attic,,,,,,,
452423,"CZK 16,000",50.042408727709,14.501374404321,"Šternovská, Prague - Chodov",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 5,600","CZK 40,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,Yes,Yes,No,01. 04. 2022,C,186,"1,216",714,"1,472",250,694,617,647,466,128,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
708477,"CZK 12,000",50.12741,14.50208,"Zlonická, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 2,540","CZK 14,540",Personal,Other,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,B,171,787,107,816,621,752,305,464,"1,491",320,Yes,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
483455,"CZK 22,000",50.0705361,14.4187017,Prague - Nové Město,1 bedroom with open-plan kitchen,,52 m²,"CZK 1,500",,Personal,Brick building,Furnished,3,Yes,Yes,No,No,No,No,No,,G,72,605,100,46,4,142,189,148,260,382,,,,,,,,,,,,
705514,"CZK 24,500",50.07366,14.43832,"Varšavská, Prague - Vinohrady",4 bedroom,Excellent,87 m²,CZK 800,"CZK 49,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,01. 03. 2022,G,183,251,85,429,92,342,130,296,812,634,,,Standard materials and solutions,Gas boiler,Raised ground floor,Interior,,,,,,
708471,"CZK 40,000",50.08383,14.41542,"Betlémská, Prague - Staré Město",3 bedroom,Excellent,100 m²,"CZK 3,000","CZK 80,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,G,248,671,89,424,19,264,437,567,463,120,,,,Gas boiler,,,,,,,,
588242,"CZK 17,500",50.070249,14.380355,"Prachnerova, Prague - Košíře",1 bedroom with open-plan kitchen,New build,48 m²,"CZK 3,890","CZK 35,000",Personal,Other,Partially furnished,3,Yes,Yes,No,No,No,Yes,Yes,20. 12. 2019,A,58,590,37,746,104,854,124,612,"1,010",343,,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,,,,,
644271,"CZK 11,000",50.0573934,14.4290845,"Na Dolinách, Prague - Nusle",1 bedroom,Excellent,45 m²,"CZK 2,500","CZK 13,000",Cooperative,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 04. 2022,D,166,681,201,394,100,294,623,521,196,61,,,Standard materials and solutions,Other,,,,,,,,
659383,"CZK 20,000",50.10766,14.44706,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,70 m²,"CZK 3,500","CZK 23,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,G,19,488,114,488,208,308,207,848,402,134,,,,,,,,,,,,
398053,"CZK 15,500",50.0443911,14.5658259,"Na Křečku, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,No,No,01. 04. 2022,C,66,793,638,750,430,227,604,485,904,282,,1 to 10 years years,,,Middle floor,,,,,,,
700492,"CZK 15,500",50.06234,14.44805,"U Křížku, Prague - Nusle",1 bedroom,Excellent,50 m²,CZK 550,"CZK 31,000",Personal,Brick building,Partially furnished,6,Yes,No,No,No,No,Yes,No,01. 04. 2022,G,189,848,224,560,204,598,681,515,786,572,,,,,,,,,,,,
250039,"CZK 14,900",50.0846857,14.4473613,"Seifertova, Prague - Žižkov",1 bedroom,,43 m²,"CZK 2,570",,Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,,210,206,12,233,26,227,145,48,306,527,,,,,,,,,,,,
708458,"CZK 21,000",50.05746,14.49419,"Jetelová, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 50,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,G,74,714,229,"1,018",335,254,384,876,130,236,,,,,,,,,,,,
705807,"CZK 17,000",50.08492,14.51447,"Heldova, Prague - Malešice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 600,"CZK 17,000",Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,No,No,09. 02. 2022,G,177,"1,138",498,"1,117",188,520,758,"1,012",202,133,,,,,,,,,,,,
501361,"CZK 14,000",50.0896796,14.4690313,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,No,No,01. 03. 2022,,72,734,73,80,48,53,356,394,438,374,,1 to 10 years years,Standard materials and solutions,Other,Top floor,Interior,,,,,,
708457,"CZK 20,000",50.07847,14.44563,"Polská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Good,90 m²,CZK 800,"CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,G,391,639,26,496,37,339,315,78,245,393,,,,,,,,,,,,
521531,"CZK 11,000",50.1387483,14.520434,"Pavla Beneše, Prague - Letňany",Studio,Excellent,38 m²,"CZK 4,200","CZK 30,000",Personal,Other,Furnished,4,No,No,No,No,Yes,Yes,No,14. 03. 2022,B,329,462,"1,091","1,029",439,566,855,"1,119","1,117",52,,,,Central heating,Middle floor,,,,,,,
705787,"CZK 11,500",50.06866,14.36906,"Pod Školou, Prague - Košíře",Studio,Excellent,30 m²,"CZK 3,000","CZK 11,500",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 04. 2022,D,283,799,333,455,290,348,191,"1,116",488,441,,,,,,,,,,,,
594388,"CZK 12,500",50.033205,14.378017,"Högerova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 4,100","CZK 25,000",Personal,Prefab concrete building,Partially furnished,9,No,No,Yes,No,No,Yes,No,01. 03. 2022,C,261,193,219,190,272,159,568,298,891,199,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,Interior,,,,,,
111757,"CZK 12,500",50.1398011856,14.5475077629,"Herlíkovická, Prague - Kbely",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,,177,908,814,762,"1,253",991,856,"1,079",287,,,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,
708451,"CZK 17,000",50.06309,14.44699,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,660","CZK 20,660",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,C,310,735,349,439,325,481,623,636,802,693,,,,,,,,,,,,
708449,"CZK 16,900",50.0924346,14.446356,"Karlínské náměstí, Prague - Karlín",2 bedroom,Excellent,50 m²,CZK 600,"CZK 25,000",Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,G,58,206,68,430,99,499,278,"1,247",588,184,,,,,,,,,,,,
708448,"CZK 11,500",50.14269,14.57575,"Českodubská, Prague - Vinoř",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 03. 2022,G,289,362,894,432,876,773,660,438,97,,,,,,,,,,,,,
708447,"CZK 11,000",50.07476,14.45527,"Sobotecká, Prague - Vinohrady",1 bedroom,Good,30 m²,"CZK 2,500","CZK 11,000",Cooperative,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,27. 02. 2022,G,172,525,64,382,79,278,222,518,638,7,,,,,,,,,,,,
708446,"CZK 9,000",50.0598,14.49882,"Narcisová, Prague - Záběhlice",Studio,Good,28 m²,"CZK 1,000","CZK 9,000",Personal,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,G,489,588,505,605,639,551,653,627,669,333,,,,,,,,,,,,
707659,"CZK 31,500",50.07257,14.43893,"Záhřebská, Prague - Vinohrady",3 bedroom with open-plan kitchen,Excellent,117 m²,"CZK 5,770","CZK 47,000",Personal,Brick building,Furnished,4,No,Yes,No,No,No,Yes,No,01. 03. 2022,C,265,320,161,542,59,444,211,349,781,594,,,,Gas boiler,Top floor,,,,,,,
707887,"CZK 22,000",50.09427,14.45186,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 1,000","CZK 25,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,Yes,No,22. 02. 2022,G,24,328,2,54,39,135,637,"1,271",291,374,,,,,,,,,,,,
583726,"CZK 16,000",50.078299,14.459112,"Sudoměřská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,100","CZK 16,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,B,162,361,105,219,130,170,647,472,736,207,,,,,,,,,,,,
707881,"CZK 13,000",50.08916,14.46615,"Roháčova, Prague - Žižkov",Studio,Excellent,50 m²,"CZK 2,000","CZK 13,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,Yes,No,23. 02. 2022,C,146,748,73,155,55,223,526,549,495,243,,,,,,,,,,,,
708439,"CZK 14,400",50.07002,14.49401,"Ke Strašnické, Prague - Strašnice",3 bedroom,Excellent,71 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Furnished,4,No,No,Yes,Yes,No,Yes,No,27. 02. 2022,G,232,830,103,551,123,179,152,620,333,303,,,,,,,,,,,,
705180,"CZK 15,000",50.08607,14.37304,"Nad Kajetánkou, Prague - Břevnov",2 bedroom,Good,52 m²,"CZK 4,800","CZK 30,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,04. 02. 2022,G,104,785,407,597,182,299,401,322,605,450,,,,,,,,,,,,
699270,"CZK 12,200",50.13893,14.50983,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,13. 01. 2022,G,129,537,244,853,65,324,314,553,598,106,,,Standard materials and solutions,District heating,,,,,,,,
708437,"CZK 19,500",50.1084,14.39521,"Terronská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,619","CZK 19,500",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,06. 05. 2022,G,96,"1,252",61,629,51,413,305,393,507,206,,,,,,,,,,,,
