Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Heating,Total number of floors,New building,Front garden,Administration fee,Renovation,Developer name,Project name,Kód jednotky,Investment Advisor
718774,"CZK 39,000",50.10506,14.45906,"Sanderova, Prague - Holešovice",2 bedroom with open-plan kitchen,150 m²,"CZK 7,000",Furnished,6,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,526,"1,137",655,737,465,613,"1,085","1,047",524,235,New build,"CZK 39,000",Personal,Brick building,A,,,,,,,,,,,,
719380,"CZK 13,500",50.00192,14.42667,"Urbánkova, Prague - Modřany",Studio,31 m²,"CZK 3,213",Partially furnished,,No,No,Yes,No,No,Yes,No,31. 05. 2022,453,"1,114","1,359","1,181",482,"1,187",86,338,"1,160",286,Good,"CZK 27,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
719379,"CZK 39,990",50.09229,14.31365,"Pod Cihelnou, Prague - Liboc",2 bedroom with open-plan kitchen,109 m²,"CZK 7,000",Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,287,553,457,481,539,424,434,"1,035","1,165",611,Excellent,"CZK 47,000",Personal,Brick building,C,,,,,,,,,,,,
688663,"CZK 11,000",50.14089,14.50924,Prague - Letňany,1 bedroom with open-plan kitchen,43 m²,"CZK 3,585",Partially furnished,1,No,No,No,No,No,No,No,15. 06. 2022,350,827,124,981,397,297,463,263,511,87,Good,"CZK 15,000",Cooperative,Prefab concrete building,B,10 to 30 years years,Standard materials and solutions,Central heating,Raised ground floor,,,,Bathroom unit,,,,
719043,"CZK 17,280",50.0563948,14.3470542,"Pod Stolovou Horou, Prague - Jinonice",Studio,39 m²,"CZK 5,760",Furnished,3,Yes,No,No,No,No,Yes,No,02. 07. 2022,243,"1,060",532,755,541,497,572,643,108,,,,,,,,,,,,,,,,,,
718360,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,70 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,No,03. 07. 2022,285,548,70,207,10,222,245,618,370,524,,,,,,,,,,,,,,,,,
717523,"CZK 20,000",50.02973,14.59703,"Oty Bubeníčka, Prague - Uhříněves",Studio,32 m²,"CZK 3,000",Furnished,3,No,No,Yes,Yes,Yes,Yes,No,15. 06. 2022,153,292,295,401,213,265,711,814,918,101,New build,"CZK 50,000",Personal,Brick building,B,,,,,,,,,,,,
396331,"CZK 15,500",50.0079902,14.4535667,"Papírníkova, Prague - Kamýk",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Unfurnished,3,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,260,852,190,673,962,345,"1,483",713,394,,New build,"CZK 35,000",Personal,Brick building,,1 to 10 years years,,,,,,,,,,,
718545,"CZK 14,900",50.08243,14.44578,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,CZK 650,Partially furnished,4,No,No,No,No,No,No,No,01. 06. 2022,510,516,148,543,0,221,256,347,672,306,Good,"CZK 30,000",Personal,Brick building,G,,Standard materials and solutions,Other,Top floor,,,,,,,,
453760,"CZK 18,000",50.0712513,14.3890549,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,184,"1,018",121,911,79,"1,061",575,924,"1,107",162,,"CZK 35,000",Personal,Other,,,,,,,,,,,,,
719373,"CZK 15,600",50.07954,14.45404,"Jagellonská, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,CZK 650,Partially furnished,3,No,No,No,No,No,No,No,01. 07. 2022,422,355,43,305,22,567,442,553,842,328,Good,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
719351,"CZK 14,000",50.12457,14.57117,"Marvanova, Prague - Satalice",Studio,38 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,Yes,No,No,01. 07. 2022,101,202,180,132,294,495,716,948,,,New build,"CZK 25,000",Personal,Brick building,B,,Premium materials and solutions,Gas boiler,Middle floor,,,,,,,,
719372,"CZK 41,419",50.0890765,14.5799076,"K Zámku, Prague - Dolní Počernice",2 bedroom with open-plan kitchen,111 m²,"CZK 13,806",Furnished,1,No,Yes,No,No,No,No,No,10. 07. 2022,249,131,"1,033",337,244,338,,,,,,,,,,,,,,,,,,,,,
547868,"CZK 22,000",50.0862258,14.4593371,Prague - Žižkov,1 bedroom with open-plan kitchen,62 m²,"CZK 2,200",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,186,307,58,537,346,280,213,249,381,105,,"CZK 40,000",Personal,Brick building,,,Premium materials and solutions,Gas boiler,Middle floor,Yes,,,,,,,
696054,"CZK 18,000",50.06312,14.40452,"Radlická, Prague - Smíchov",Studio,42 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,01. 01. 1970,25,450,75,856,15,203,647,619,790,542,Excellent,"CZK 18,000",Personal,Brick building,E,,,,,,,,,,,,
718730,"CZK 31,500",50.076837,14.4602531,"Slezská, Prague - Vinohrady",2 bedroom,76 m²,"CZK 10,500",Furnished,5,No,No,No,No,No,Yes,No,01. 07. 2022,175,255,130,201,87,157,488,422,532,88,,,,,,,,,,,,,,,,,
718918,"CZK 15,000",50.03627,14.33514,"Petrbokova, Prague - Stodůlky",Studio,43 m²,"CZK 2,000",Furnished,3,Yes,No,No,No,No,No,No,01. 06. 2022,146,663,192,990,143,607,310,577,370,243,Excellent,"CZK 30,000",Personal,Other,A,,,,,,,,,,,,
718720,"CZK 25,000",50.0780458,14.4684212,"Vinohradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,Yes,No,16. 05. 2022,87,436,143,285,240,98,204,959,326,181,Excellent,"CZK 50,000",Personal,Brick building,G,,,,,,,,,,,,
719067,"CZK 12,000",50.03331,14.51232,"Machkova, Prague - Chodov",1 bedroom,35 m²,"CZK 1,000",Furnished,1,No,No,No,No,No,No,No,10. 06. 2022,200,594,171,"1,344",452,710,401,244,458,183,Excellent,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,,
719146,"CZK 21,000",50.108944,14.501028,"Freyova, Prague - Vysočany",Studio,25 m²,"CZK 7,000",Furnished,12,No,No,No,No,No,Yes,No,01. 07. 2022,190,256,204,195,172,262,433,416,436,299,,,,,,,,,,,,,,,,,
717678,"CZK 34,416",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 11,472",Furnished,3,No,No,No,No,No,Yes,Yes,08. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,,
717687,"CZK 18,561",50.1045704,14.3964833,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",1 bedroom with open-plan kitchen,55 m²,"CZK 6,187",Furnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,127,738,134,167,33,143,316,211,416,52,,,,,,,,,,,,,,,,,
717599,"CZK 59,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 19,750",Furnished,2,No,No,No,No,No,Yes,No,25. 05. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,,
717699,"CZK 21,000",50.1234603,14.456174,"Klapkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,56 m²,"CZK 7,000",Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,69,650,120,98,122,196,92,456,836,528,,,,,,,,,,,,,,,,,
717697,"CZK 21,000",50.108944,14.501028,"Freyova, Prague - Vysočany",Studio,25 m²,"CZK 7,000",Furnished,12,No,No,No,No,No,Yes,No,01. 07. 2022,190,256,204,195,172,262,433,416,436,299,,,,,,,,,,,,,,,,,
717682,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 15,780",Furnished,6,Yes,Yes,No,No,No,Yes,No,25. 05. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,,
717670,"CZK 36,149",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom with open-plan kitchen,66 m²,"CZK 12,049",Furnished,1,No,Yes,No,No,No,Yes,Yes,25. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
717676,"CZK 30,096",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,40 m²,"CZK 10,032",Furnished,6,Yes,Yes,No,No,No,Yes,Yes,07. 06. 2022,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,,,,,,,,,,
717694,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,19. 06. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
717701,"CZK 39,000",50.0783085,14.4591283,"Sudoměřská, Prague - Žižkov",2 bedroom,55 m²,"CZK 13,000",Furnished,1,No,No,No,No,No,Yes,No,04. 07. 2022,162,361,105,219,131,171,646,471,736,206,,,,,,,,,,,,,,,,,
717600,"CZK 29,520",50.0861053,14.4085409,"Na Kampě, Prague - Malá Strana",1 bedroom with open-plan kitchen,39 m²,"CZK 9,840",Furnished,3,No,No,No,No,No,No,No,01. 07. 2022,417,407,197,386,62,673,443,555,732,174,,,,,,,,,,,,,,,,,
717693,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,19. 06. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,
717684,"CZK 48,000",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,72 m²,"CZK 16,000",Furnished,5,No,No,No,No,No,Yes,No,25. 06. 2022,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,,,,,,
717680,"CZK 25,829",50.0735628,14.4373343,"Uruguayská, Prague - Vinohrady",Studio,26 m²,"CZK 8,609",Furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,193,168,131,353,18,256,47,213,857,690,,,,,,,,,,,,,,,,,
717664,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 16,550",Furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,,
717660,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 16,550",Furnished,6,No,No,No,No,No,Yes,No,06. 06. 2022,62,263,122,95,13,113,64,46,150,138,,,,,,,,,,,,,,,,,
717652,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,90 m²,"CZK 12,375",Furnished,2,No,No,No,No,No,Yes,No,30. 06. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
717653,"CZK 43,710",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",3 bedroom,55 m²,"CZK 14,570",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,158,249,155,246,113,320,391,409,155,114,,,,,,,,,,,,,,,,,
717616,"CZK 51,225",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,075",Furnished,4,No,No,No,No,No,Yes,Yes,06. 07. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,,
717609,"CZK 39,000",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 13,000",Furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
717608,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,67 m²,"CZK 13,775",Furnished,4,Yes,Yes,No,No,No,Yes,No,30. 06. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
718684,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,43 m²,"CZK 16,550",Furnished,6,No,No,No,No,No,Yes,No,15. 07. 2022,62,263,122,95,13,113,64,46,150,138,,,,,,,,,,,,,,,,,
717823,"CZK 60,000",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",1 bedroom with open-plan kitchen,72 m²,"CZK 20,000",Furnished,2,No,No,No,No,No,No,No,08. 07. 2022,81,691,54,466,24,287,520,610,545,144,,,,,,,,,,,,,,,,,
718307,"CZK 22,729",50.0193021,14.4451998,"Otradovická, Prague - Kamýk",3 bedroom,98 m²,"CZK 7,576",Furnished,3,No,No,No,No,No,No,No,11. 07. 2022,363,796,80,"1,204",730,355,596,298,"1,216",235,,,,,,,,,,,,,,,,,
719138,"CZK 37,500",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,60 m²,"CZK 12,500",Furnished,4,No,No,No,No,No,Yes,No,18. 07. 2022,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,,,,,
719363,"CZK 25,000",50.0822951,14.5606144,"U Hostavického potoka, Prague - Hostavice",3 bedroom with open-plan kitchen,92 m²,"CZK 5,000",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,683,716,863,290,,,,,,,Excellent,"CZK 50,000",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,Central heating,Top floor,,,,,,,,
719358,"CZK 17,500",50.03428,14.5178,"Chalupkova, Prague - Chodov",3 bedroom,80 m²,"CZK 4,800",Partially furnished,1,Yes,No,No,No,No,No,No,01. 01. 1970,223,530,229,"1,013",479,479,174,357,202,104,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
719354,"CZK 18,000",50.07585,14.50964,"Třebohostická, Prague - Strašnice",1 bedroom with open-plan kitchen,66 m²,"CZK 4,500",Partially furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,381,"1,009",719,"1,141",405,990,791,957,718,,New build,"CZK 22,500",Personal,Brick building,B,,,,,,,,,,,,
719352,"CZK 29,925",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 9,975",Furnished,5,No,No,No,No,No,No,No,01. 06. 2022,120,534,85,337,48,344,183,195,543,341,,,,,,,,,,,,,,,,,
596344,"CZK 13,990",50.0289177,14.5266498,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",,9,No,No,No,No,No,Yes,No,01. 06. 2022,220,723,221,394,260,409,365,284,514,214,Excellent,"CZK 17,490",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
718645,"CZK 21,000",50.09078,14.32132,"Ke Džbánu, Prague - Liboc",3 bedroom,60 m²,"CZK 5,500",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,249,"1,060",320,"1,188",370,999,393,328,504,337,Excellent,"CZK 26,500",Personal,Brick building,G,,,,,,,,,,,,
719345,"CZK 14,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,35 m²,"CZK 2,500",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,381,810,423,623,137,666,490,358,355,113,New build,"CZK 14,000",Other,Brick building,A,,,,,,,,,,,,
506448,"CZK 19,000",50.0726277,14.3919683,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,45 m²,"CZK 2,200",Furnished,2,No,No,No,No,No,No,No,,187,"1,029",127,720,136,847,206,901,"1,059",126,,"CZK 19,000",Personal,Brick building,C,,,Central heating,Middle floor,,,,Overall,,,,
719341,"CZK 12,499",50.08648,14.44152,"Příběnická, Prague - Žižkov",1 bedroom with open-plan kitchen,56 m²,CZK 450,Partially furnished,-1,No,No,No,No,No,No,No,23. 05. 2022,427,564,291,402,239,550,624,664,706,727,Excellent,"CZK 30,000",Personal,Brick building,G,1 to 10 years years,Standard materials and solutions,Other,,,,,Overall,,,,
719336,"CZK 19,000",50.08945,14.38403,"Za Hládkovem, Prague - Střešovice",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 06. 2022,199,390,483,"1,478",172,"1,345",457,352,360,290,Excellent,"CZK 19,000",Personal,Brick building,G,,,District heating,,,,,,,,,
717425,"CZK 14,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,30 m²,CZK 950,Partially furnished,4,No,No,No,No,No,Yes,No,06. 05. 2022,184,143,6,326,135,425,130,356,84,98,Excellent,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,,
718921,"CZK 37,500",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,60 m²,"CZK 12,500",Furnished,2,No,No,No,No,No,Yes,No,04. 07. 2022,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,,,,,
719330,"CZK 13,945",50.07828,14.5085,"Limuzská, Prague - Strašnice",Studio,35 m²,"CZK 3,000",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,27. 05. 2022,53,915,509,892,124,768,934,"1,058","1,195",526,New build,"CZK 27,000",Personal,Other,C,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Yes,,,Overall,,,,
216636,"CZK 11,900",50.073318,14.4450085,"Lužická, Prague - Vinohrady",1 bedroom,42 m²,CZK 920,Partially furnished,5,No,No,No,No,No,No,No,01. 06. 2022,327,256,207,733,223,525,433,405,421,207,Excellent,"CZK 17,400",Personal,Brick building,G,1 to 10 years years,Standard materials and solutions,,Top floor,,,,Overall,,,,
398961,"CZK 29,000",50.0727914,14.3908277,"Holečkova, Prague - Smíchov",2 bedroom with open-plan kitchen,116 m²,"CZK 3,000",Furnished,4,No,Yes,No,No,No,No,No,21. 05. 2022,280,"1,142",196,833,90,962,323,832,"1,150",80,,"CZK 58,000",Personal,Brick building,C,,Premium materials and solutions,Gas boiler,Top floor,,,,Interior,,,,
714255,"CZK 19,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",Studio,40 m²,CZK 133,Unfurnished,1,No,Yes,No,No,No,No,No,12. 05. 2022,,,,,,,,,,,Excellent,"CZK 38,000",Personal,Brick building,A,,,,,Yes,,,,Luka Residential s.r.o.,Luka Living Rental apartments,F003,
478637,"CZK 24,500",50.097891,14.4666881,"K Olympiku, Prague - Karlín",2 bedroom with open-plan kitchen,66 m²,"CZK 5,500",Furnished,3,No,No,No,Yes,No,No,No,01. 07. 2022,119,977,162,923,177,712,704,449,682,283,Excellent,"CZK 50,000",Cooperative,Prefab concrete building,C,1 to 10 years years,,District heating,Middle floor,,,,Overall,,,,
719319,"CZK 20,000",50.03731,14.50635,"Donovalská, Prague - Chodov",1 bedroom with open-plan kitchen,52 m²,"CZK 4,800",Unfurnished,2,Yes,No,No,Yes,No,Yes,Yes,20. 05. 2022,247,717,127,108,308,300,277,114,14,,New build,"CZK 20,000",Personal,Other,B,,,,,,,,,,,,
719202,"CZK 26,250",50.0723918,14.4059555,"Lidická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 8,750",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,100,437,82,124,1,340,531,"1,038","1,232",691,,,,,,,,,,,,,,,,,
601619,"CZK 27,000",50.074884,14.390641,"Švédská, Prague - Smíchov",3 bedroom,92 m²,"CZK 3,500",Partially furnished,3,No,Yes,No,No,No,No,No,01. 06. 2022,55,"1,308",262,"1,216",509,"1,167",801,529,"1,238",581,Excellent,"CZK 27,000",Personal,Brick building,C,over 50 years years,Standard materials and solutions,Central heating,Ground floor,,450 m²,,Overall,,,,
346191,"CZK 8,900",49.9626584276,14.3836001307,"Neumannova, Prague - Zbraslav",Studio,23 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,Yes,No,01. 07. 2022,337,263,367,551,768,128,163,,,,New build,"CZK 20,000",Personal,Brick building,B,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,Yes,,,,,,,
696559,"CZK 16,000",50.05958,14.28757,"Nedašovská, Prague - Zličín",2 bedroom,64 m²,"CZK 4,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,331,513,926,813,399,980,129,680,178,,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,,,District heating,,,,,,,,,
719311,"CZK 16,000",50.12393,14.48486,"Teplická, Prague - Střížkov",3 bedroom,70 m²,"CZK 6,500",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 07. 2022,160,"1,223",200,"1,162",286,496,278,241,248,189,Excellent,"CZK 35,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
719310,"CZK 16,500",50.09534,14.45792,"Sokolovská, Prague - Karlín",1 bedroom,44 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,No,No,01. 07. 2022,69,773,65,512,67,469,306,"1,024",520,237,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
617346,"CZK 32,000",50.085078,14.486461,"Zvěřinova, Prague - Strašnice",2 bedroom with open-plan kitchen,100 m²,"CZK 5,500",Furnished,7,Yes,No,No,No,Yes,Yes,Yes,01. 06. 2022,356,"1,114",391,"1,000",586,925,866,13,525,366,New build,"CZK 50,000",Personal,Other,B,,,,,,,,,,,,
718617,"CZK 17,200",50.0618438,14.403647,"Pod Barvířkou, Prague - Smíchov",2 bedroom with open-plan kitchen,68 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,82,568,116,"1,039",210,30,875,805,909,676,Excellent,"CZK 17,200",Personal,Brick building,B,,,,,,,,,,,,
394282,"CZK 7,500",50.0864921,14.4437746,"Řehořova, Prague - Žižkov",Small studio,16 m²,"CZK 1,500",Furnished,6,No,No,No,No,No,No,No,30. 06. 2022,261,751,430,541,378,737,510,550,591,744,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
662090,"CZK 16,500",50.07422,14.43306,"Rumunská, Prague - Vinohrady",Studio,41 m²,"CZK 5,360",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,139,364,79,34,42,94,148,217,604,692,Excellent,"CZK 43,720",Personal,Brick building,E,1 to 10 years years,Standard materials and solutions,Central heating,Top floor,,,,Interior,,,,
718608,"CZK 20,000",50.02972,14.60008,"Semanského, Prague - Uhříněves",1 bedroom with open-plan kitchen,72 m²,"CZK 3,900",Partially furnished,1,Yes,Yes,No,Yes,No,No,No,01. 06. 2022,180,210,72,334,55,341,312,396,509,247,New build,"CZK 20,000",Personal,Brick building,G,,,,,Yes,100 m²,,,,,,
719298,"CZK 14,000",50.07116,14.34373,"Podhorská, Prague - Motol",1 bedroom,42 m²,CZK 300,Partially furnished,1,No,No,No,No,No,No,No,30. 05. 2022,171,287,354,144,"1,235",888,345,,,,Excellent,"CZK 14,000",Personal,Brick building,D,,,,,,,,,,,,
719293,"CZK 6,000",50.02323,14.57816,"V Pitkovičkách, Prague - Pitkovice",Other,20 m²,CZK 1,Furnished,1,No,No,No,No,Yes,No,No,15. 06. 2022,48,"1,476","1,222",139,,,,,,,New build,"CZK 12,000",Personal,Brick building,C,,,,,,,,,,,,
719296,"CZK 19,000",50.07435,14.40548,"Matoušova, Prague - Smíchov",1 bedroom with open-plan kitchen,48 m²,"CZK 1,600",Partially furnished,1,No,No,No,No,No,No,No,23. 05. 2022,286,207,165,177,79,275,299,"1,144","1,066",434,Excellent,"CZK 19,000",Personal,Brick building,A,,,,,,,,,,,,
719175,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,Yes,No,29. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
280018,"CZK 21,000",50.0834585,14.5052297,"Božecká, Prague - Malešice",1 bedroom with open-plan kitchen,57 m²,"CZK 2,800",Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 07. 2022,178,406,351,425,217,580,535,313,848,98,,"CZK 45,000",Personal,Other,B,10 to 30 years years,Premium materials and solutions,District heating,Top floor,,30 m²,,Overall,,,,
718427,"CZK 20,500",50.06544,14.36988,"Destinové, Prague - Košíře",2 bedroom with open-plan kitchen,60 m²,"CZK 4,500",Partially furnished,2,No,No,Yes,No,No,No,No,01. 06. 2022,169,"1,001",636,810,784,841,245,985,995,314,Excellent,"CZK 50,000",Personal,Brick building,G,,,,,,,,,,,,
521592,"CZK 19,500",50.0781932,14.4457107,"U Kanálky, Prague - Vinohrady",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,2,No,No,No,No,No,No,No,,325,573,49,430,21,314,333,101,311,327,,"CZK 24,000",Personal,Brick building,,,,,,,,,,,,,
662743,"CZK 15,500",50.08834,14.34762,"Čílova, Prague - Břevnov",2 bedroom,51 m²,"CZK 2,400",Partially furnished,3,No,No,No,No,No,No,No,01. 06. 2021,178,216,107,294,169,93,105,110,427,203,Excellent,"CZK 30,000",Personal,Prefab concrete building,D,,,District heating,,,,,,,,,
718719,"CZK 28,793",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,44 m²,"CZK 9,597",Furnished,2,No,Yes,No,No,No,Yes,Yes,13. 06. 2022,224,159,75,308,58,360,238,"1,343",368,105,,,,,,,,,,,,,,,,,
513382,"CZK 16,000",50.1105768,14.4974973,"Paříkova, Prague - Vysočany",1 bedroom with open-plan kitchen,60 m²,"CZK 3,500",Furnished,6,No,No,No,No,No,Yes,No,01. 01. 1970,163,365,212,115,120,76,632,724,310,306,Excellent,"CZK 39,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,,
719281,"CZK 23,000",50.10847,14.4455,"Malá Plynární, Prague - Holešovice",2 bedroom with open-plan kitchen,83 m²,"CZK 5,500",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,193,661,181,673,111,251,299,"1,017",482,254,Excellent,"CZK 23,000",Personal,Brick building,G,,,,,,,,,,,,
719279,"CZK 31,343",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",1 bedroom,58 m²,"CZK 10,448",Furnished,3,No,Yes,No,No,No,Yes,Yes,18. 06. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
716919,"CZK 13,000",50.07714,14.47583,"U Vinohradské nemocnice, Prague - Vinohrady",2 bedroom,45 m²,"CZK 4,200",Partially furnished,4,No,No,No,No,No,No,No,01. 06. 2022,54,820,41,350,101,148,605,881,207,13,Excellent,"CZK 30,000",Personal,Brick building,D,,,,Top floor,,900 m²,,Interior,,,,
716016,"CZK 27,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,300",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,250,377,223,384,63,344,89,302,89,726,Excellent,"CZK 54,000",Personal,Brick building,F,,,,,,,,,,,,
503869,"CZK 11,000",50.126668800192,14.425343657059,"Hnězdenská, Prague - Troja",1 bedroom,30 m²,"CZK 2,500",Furnished,6,No,No,No,No,No,No,No,,220,571,273,641,434,585,451,785,871,138,,"CZK 15,000",Personal,Prefab concrete building,C,,,District heating,,,,,,,,,
