Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Designe,Condition,Ownership,EPC,Heating,New-build,Reconstruction,Terrace,Cellar,Balcony,Parking,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 51,840","CZK 17,280",728059,3+1,9/30/2022,85 m²,Fully furnished,2,1.0,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,,,,,,,,,,,,,,,,,,
"CZK 31,425","CZK 10,475",729524,Studio,9/27/2022,30 m²,Fully furnished,3,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",732720,3+1,9/18/2022,55 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,
"CZK 24,728","CZK 8,242",731157,Studio,10/24/2022,30 m²,Fully furnished,3,1.0,99.26,361.63,490.78,556.87,427.65,345.52,452.0,519.02,404.9,293.38,"Olšanská, Prague - Žižkov",50.0830187,14.4654473,,,,,,,,,,,,,,,1.0,,,,,
"CZK 25,000","CZK 1,500",273648,2 bedroom,12/15/2022,60 m²,Partly,1,1.0,129.22,395.25,20.23,54.94,42.64,72.26,160.9,178.8,247.73,267.17,"V kolkovně, Prague - Staré Město",50.089521,14.4222709,"CZK 30,000",Brick,,,Very good,Personal,,Gas boiler,,Exterior,,1.0,,,,,,,,
"CZK 16,500","CZK 1,007",710208,1 bedroom,10/1/2022,50 m²,Fully furnished,3,1.0,112.71,414.13,348.89,141.65,130.37,1184.61,250.27,660.28,512.62,330.24,"Nuselská, Prague - Michle",50.05693,14.45058,"CZK 33,000",Brick,,,Good,Personal,G,Electric boiler,,,,1.0,,,,,,,,
"CZK 14,000","CZK 1,000",740315,Studio,10/1/2022,32 m²,Partly,2,1.0,28.26,769.36,14.05,474.48,49.52,15.93,729.5,225.87,172.18,144.93,Prague - Vinohrady,50.07791,14.47677,"CZK 17,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 17,000","CZK 1,000",735637,Small studio,9/20/2022,27 m²,Fully furnished,-1,,181.87,1408.66,55.3,979.08,153.0,539.26,274.37,720.09,348.91,137.94,Prague - Libeň,50.1132,14.47331,"CZK 25,000",Brick,Over 50 years,Standard,Very good,,D,Electric boiler,,Complete,1.0,1.0,,,,1.0,,,,
"CZK 19,900","CZK 4,900",740307,2+kk,10/15/2022,47 m²,Fully furnished,2,1.0,91.54,820.46,1038.67,2473.66,459.96,709.18,1822.92,652.03,467.42,170.28,Prague - Ďáblice,50.14495,14.47491,"CZK 24,800",Low-energy,,,New-build,,G,,1.0,,,1.0,1.0,1.0,1.0,,,,,
"CZK 25,000","CZK 1,000",220267,4+kk,10/1/2022,103 m²,Unfurnished,3,,49.94,361.1,51.58,161.04,54.31,377.01,432.32,281.68,267.14,677.91,"Zborovská, Prague - Smíchov",50.0728017,14.4080496,CZK 0,Brick,,,,Personal,E,Electric boiler,,,,,1.0,,,,,,,
"CZK 19,110","CZK 6,370",734261,2+kk,11/6/2022,35 m²,Fully furnished,-1,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 81,750","CZK 27,250",735517,3+kk,11/7/2022,110 m²,Fully furnished,6,1.0,30.08,409.78,41.21,139.22,4.79,323.92,155.78,264.84,623.64,381.72,"Myslíkova, Prague - Nové Město",50.0781479,14.4179311,,,,,,,,,,,,,,,,,,,,
"CZK 21,675","CZK 7,225",740303,2+kk,9/22/2022,37 m²,Fully furnished,2,,225.17,389.32,85.52,291.11,21.43,182.66,399.09,407.81,264.34,338.91,"Prvního pluku, Prague - Karlín",50.0921776,14.4422993,,,,,,,,,,,,,,,,,,,,
"CZK 37,350","CZK 12,450",740301,3+1,10/1/2022,85 m²,Fully furnished,1,,216.39,493.32,88.49,464.51,94.0,302.83,170.63,436.86,676.2,502.87,"Legerova, Prague - Nové Město",50.0712192,14.4310182,,,,,,,,,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",717682,2+kk,9/18/2022,69 m²,Fully furnished,6,1.0,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 27,195","CZK 9,065",730051,2+kk,10/15/2022,50 m²,Fully furnished,1,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 46,530","CZK 15,510",726063,2 bedroom,9/30/2022,48 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,
"CZK 37,125","CZK 12,375",726070,2 bedroom,10/17/2022,90 m²,Fully furnished,2,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 42,075","CZK 14,025",726062,2 bedroom,10/27/2022,80 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,
"CZK 63,413","CZK 21,137",732321,3+kk,10/29/2022,62 m²,Fully furnished,3,1.0,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,10/28/2022,46 m²,Fully furnished,2,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,,,
"CZK 74,813","CZK 24,937",740299,4+1,11/13/2022,136 m²,Fully furnished,3,1.0,305.35,603.07,123.44,366.02,52.59,406.0,368.79,628.46,396.1,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,,,,,,,,,,,
"CZK 56,475","CZK 18,825",723104,3+kk,9/18/2022,67 m²,Fully furnished,2,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 32,250","CZK 10,750",740298,2 bedroom,9/18/2022,89 m²,Fully furnished,3,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,
"CZK 26,070","CZK 8,690",740296,2+kk,10/24/2022,46 m²,Fully furnished,1,1.0,398.77,1101.82,147.31,665.45,292.55,528.58,163.83,1077.37,579.1,95.11,"Na Střelnici, Prague - Karlín",50.0934489,14.4603259,,,,,,,,,,,,,,,,,,,,
"CZK 31,050","CZK 10,350",730431,3+1,11/1/2022,111 m²,Fully furnished,1,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,,,,,1.0,,1.0,,,,,,,
"CZK 48,128","CZK 16,042",733049,3+kk,10/10/2022,78 m²,Fully furnished,5,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,,,,,,,1.0,,1.0,,1.0,,,,,
"CZK 56,250","CZK 18,750",730578,2+kk,10/19/2022,47 m²,Fully furnished,3,1.0,145.3,409.63,254.35,292.12,59.28,309.45,136.5,419.43,177.03,511.6,"Elišky Krásnohorské, Prague - Josefov",50.0906304,14.4198248,,,,,,,,,,,,,,,,,,,,
"CZK 37,500","CZK 12,500",740295,2+kk,11/11/2022,60 m²,Fully furnished,4,1.0,239.73,541.75,45.52,270.79,35.61,285.18,465.63,625.46,639.52,581.38,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",731228,Studio,9/19/2022,30 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 36,750","CZK 12,250",719175,2 bedroom,9/21/2022,50 m²,Fully furnished,-1,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",718922,Studio,10/11/2022,45 m²,Fully furnished,5,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,
"CZK 32,400","CZK 10,800",740293,2 bedroom,10/1/2022,65 m²,Fully furnished,5,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,,,,
"CZK 36,338","CZK 12,112",728972,5+kk,9/20/2022,180 m²,Fully furnished,1,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,,,,,,,,,,1.0,,1.0,,1.0,,,,,
"CZK 37,350","CZK 12,450",730539,2+kk,9/19/2022,68 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,
"CZK 18,750","CZK 6,250",732114,Studio,11/1/2022,25 m²,Fully furnished,1,,272.71,301.68,85.68,246.48,43.26,206.77,19.97,254.25,110.99,588.48,"Štítného, Prague - Žižkov",50.0855201,14.4494539,,,,,,,,,,,,,,,,,,,,
"CZK 24,746","CZK 2,746",729276,2+kk,10/1/2022,67 m²,Fully furnished,3,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,"CZK 48,000",Brick,,,Very good,,G,,,,,,1.0,1.0,,,,,,
"CZK 10,000","CZK 3,000",740283,2 bedroom,9/14/2022,40 m²,Unfurnished,2,1.0,41.66,728.45,87.4,945.74,24.13,269.62,640.07,446.23,819.52,649.07,Prague - Smíchov,50.06138,14.40084,"CZK 10,000",Brick,,,Wrong,,G,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000",470843,2+kk,10/1/2022,58 m²,Fully furnished,2,1.0,80.22,958.19,274.76,966.54,466.28,911.02,483.21,986.41,628.98,180.71,"K Netlukám, Prague - Uhříněves",50.0322565,14.6089774,"CZK 24,000",Brick,10 to 30 years,Standard,New-build,Personal,,Central,1.0,,,1.0,1.0,1.0,1.0,,,,,
"CZK 25,000","CZK 3,000",740274,2+kk,10/1/2022,50 m²,Fully furnished,3,,316.29,2255.72,674.36,1994.02,118.25,1093.54,1345.47,1784.1,804.06,967.69,Prague - Motol,50.06708,14.34391,"CZK 28,000",Other,,,Very good,,A,,,,,1.0,1.0,,1.0,,,,,
"CZK 19,000","CZK 5,000",733267,3+1,9/19/2022,66 m²,Partly,6,1.0,224.08,922.37,434.67,1592.85,284.95,264.63,705.34,1143.7,773.85,157.27,Prague - Horní Počernice,50.11099,14.6042,"CZK 38,000",Prefab concrete,,,Very good,Personal,C,,,,,1.0,,1.0,,,1.0,,,
"CZK 16,900","CZK 4,900",732166,Studio,10/1/2022,40 m²,Partly,1,1.0,431.98,1790.04,192.2,1091.3,358.27,456.8,743.28,258.45,328.61,778.19,Prague - Dejvice,50.11174,14.39087,"CZK 21,800",Brick,,,New-build,,B,,,,1.0,1.0,,1.0,1.0,,,,,
"CZK 25,000","CZK 6,000",740273,3+kk,9/14/2022,75 m²,Fully furnished,2,,306.51,1179.53,410.07,1895.18,122.8,1225.98,778.85,1362.88,1258.73,88.5,Prague - Kyje,50.11,14.56032,"CZK 62,000",Brick,,,Very good,,E,,,,,1.0,1.0,,1.0,,,,,
"CZK 20,000","CZK 4,000",735629,2+kk,10/1/2022,66 m²,Partly,5,1.0,214.43,454.85,301.64,222.66,263.56,95.28,727.66,874.15,307.27,377.88,Prague - Vysočany,50.11143,14.4972,"CZK 25,000",Other,,,Very good,,C,,,,,,1.0,1.0,,,,,,
"CZK 28,000","CZK 5,000",731753,3+kk,10/1/2022,62 m²,Partly,9,1.0,282.04,976.86,137.68,1624.39,519.38,742.9,629.66,1257.83,99.38,73.97,Prague - Krč,50.02579,14.4531,"CZK 40,000",Prefab concrete,30 - 50 years,Luxurious,New-build,Personal,B,Central,,Complete,,,,,,,1.0,,,
"CZK 18,000","CZK 5,500",740264,2+kk,9/13/2022,47 m²,Partly,1,1.0,47.78,188.22,36.83,126.53,117.75,271.26,35.21,165.37,353.58,279.19,Prague - Libeň,50.10235,14.47493,"CZK 23,500",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 16,000","CZK 4,500",740263,2+kk,9/13/2022,56 m²,Partly,2,1.0,508.94,939.25,148.17,918.31,746.83,665.98,438.81,535.34,1344.59,196.4,Prague - Střížkov,50.13048,14.49656,"CZK 30,000",Brick,10 to 30 years,Standard,Very good,Personal,G,Distance,,,,,,1.0,,,1.0,,,
"CZK 27,000","CZK 4,000",740240,3+kk,9/14/2022,84 m²,Fully furnished,3,1.0,231.77,294.75,152.66,568.98,331.54,570.64,401.09,115.12,542.99,114.84,Prague - Strašnice,50.07788,14.49567,"CZK 54,000",Low-energy,,,New-build,,B,,1.0,,,1.0,1.0,1.0,1.0,,,,,
"CZK 16,000","CZK 2,500",462082,1 bedroom,11/1/2022,36 m²,Fully furnished,5,1.0,86.51,317.7,82.53,284.41,118.01,123.98,100.56,208.31,473.02,258.41,"Lipanská, Prague - Žižkov",50.0843187,14.4541252,"CZK 16,000",Brick,Up to 10 years,Standard,Good,Personal,C,Gas boiler,,,,1.0,,,,1.0,,,,
"CZK 16,000","CZK 4,500",634083,2+kk,10/1/2022,65 m²,Unfurnished,2,,85.61,218.94,23.75,72.42,79.73,113.55,227.25,279.42,538.77,366.16,Prague - Smíchov,50.076804,14.404503,"CZK 21,000",Brick,Over 50 years,Standard,Very good,Personal,G,Central,,Interior,,,,,,,,,,
"CZK 20,500","CZK 4,500",152409,2+kk,11/1/2022,59 m²,Partly,3,,119.75,61.4,80.0,134.67,77.64,182.98,344.37,261.31,388.97,211.35,"Chrudimská, Prague - Vinohrady",50.0770799,14.462622,"CZK 41,000",Brick,10 to 30 years,,Very good,Personal,,Central,,,,,1.0,,,,,,,
"CZK 15,500","CZK 5,000",740226,2+kk,9/23/2022,52 m²,Unfurnished,2,1.0,154.03,279.67,351.1,1304.3,240.66,1139.24,651.51,877.71,920.96,282.13,Prague - Hlubočepy,50.02917,14.36234,"CZK 25,000",Low-energy,,,New-build,,G,,1.0,,,,1.0,,,,,,,
"CZK 18,000","CZK 3,500",740217,2+kk,10/1/2022,51 m²,Partly,3,,66.95,660.67,244.26,86.75,112.54,136.38,341.77,200.62,215.83,282.89,Prague - Vinohrady,50.07759,14.47252,"CZK 20,000",Brick,,,Very good,,G,,,,,,1.0,,,,,,,
"CZK 12,000","CZK 4,700",732311,Studio,9/4/2022,21 m²,Fully furnished,4,1.0,218.58,1120.37,177.35,538.81,22.86,0.18,49.51,432.88,106.29,197.71,Prague - Vyšehrad,50.06697,14.41656,"CZK 12,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 27,750","CZK 4,050",735596,2+kk,9/8/2022,55 m²,Partly,4,1.0,255.26,443.02,204.3,366.36,123.82,505.56,447.22,390.7,376.15,681.6,Prague - Smíchov,50.07376,14.4094,"CZK 30,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 21,900","CZK 6,500",288880,1 bedroom,9/16/2022,40 m²,Fully furnished,3,,155.43,635.73,116.88,416.91,211.27,239.55,65.19,711.04,125.56,503.16,"Umělecká, Prague - Holešovice",50.1022043,14.4276994,"CZK 30,000",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 17,500","CZK 3,000",604429,1 bedroom,9/15/2022,32 m²,Partly,4,,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,"CZK 24,000",Brick,Up to 10 years,Standard,Very good,Personal,A,Gas boiler,,Complete,,,1.0,,,,,,,
"CZK 16,001","CZK 1,000",540339,2+kk,10/1/2022,44 m²,Unfurnished,1,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,"CZK 28,000",Brick,,,,Personal,G,,,,,,,,,,,,,
"CZK 18,300","CZK 1,500",624279,3+1,12/1/2022,52 m²,,2,,215.16,586.2,164.17,470.6,188.39,302.5,110.53,688.16,172.84,443.61,"Umělecká, Prague - Holešovice",50.102638,14.427271,"CZK 39,600",Brick,,,Good,Personal,G,,,,,,,,,,,,,
"CZK 13,900","CZK 2,900",740178,Studio,9/13/2022,33 m²,Partly,5,,394.69,845.57,258.55,783.94,569.03,470.76,192.74,191.91,353.99,236.83,Prague - Prosek,50.12189,14.48855,"CZK 21,000",Prefab concrete,,,Very good,,G,,,,,,,,,,1.0,,,
"CZK 15,925","CZK 4,575",740173,2+kk,9/13/2022,52 m²,Unfurnished,4,1.0,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,"Buzulucká, Prague - Dejvice",50.0991457,14.3938064,"CZK 33,000",Brick,,,Good,,F,,,,,,1.0,,,,,,,
"CZK 14,001",CZK 500,627804,Studio,10/1/2022,35 m²,Partly,1,,243.09,1970.14,252.89,1866.0,635.27,1498.09,1421.75,499.88,463.59,522.93,"Čistovická, Prague - Řepy",50.07479,14.324004,"CZK 26,000",Brick,Up to 10 years,Standard,New-build,Personal,G,Gas boiler,,,1.0,,,,,,,,,
"CZK 21,000","CZK 6,090",740162,3+kk,9/13/2022,75 m²,Partly,3,1.0,164.87,439.16,432.66,463.74,426.4,592.04,195.68,76.72,1353.66,169.08,Prague - Prosek,50.12534,14.49986,"CZK 40,000",Prefab concrete,,,Very good,,G,,,,,1.0,,,,,1.0,,,
"CZK 12,000","CZK 5,000",613818,2+kk,10/1/2022,38 m²,Partly,1,1.0,486.81,716.01,249.42,532.23,435.51,492.8,428.83,576.31,443.1,352.18,"Lovčenská, Prague - Košíře",50.066707,14.369458,"CZK 17,000",Brick,Up to 10 years,Standard,New-build,Personal,B,Central,1.0,,,,,,,,,,,
"CZK 28,000","CZK 8,500",740167,2 bedroom,10/1/2022,80 m²,Fully furnished,2,,388.09,370.72,221.81,343.13,41.23,618.21,375.66,616.81,682.72,239.59,Prague - Malá Strana,50.08615,14.40739,"CZK 29,500",Brick,,,Good,,G,,,,,,,,,1.0,,,,
"CZK 18,285","CZK 4,100",688096,Studio,9/19/2022,27 m²,Fully furnished,4,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,"CZK 36,570",Brick,Up to 10 years,Luxurious,Very good,Personal,G,,,Complete,,,,,,,,,,
"CZK 19,000","CZK 1,500",633891,2 bedroom,11/1/2022,62 m²,Partly,9,1.0,224.41,1183.29,348.35,1221.67,567.86,367.53,1422.99,603.12,1197.17,92.39,"V Dolině, Prague - Michle",50.058705,14.469281,"CZK 38,000",Brick,30 - 50 years,Standard,Very good,Personal,G,Central,,,,1.0,1.0,,1.0,,1.0,,,
"CZK 17,500","CZK 3,500",735574,Studio,9/8/2022,42 m²,Fully furnished,2,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,Prague - Modřany,50.01262,14.40006,"CZK 35,000",Brick,,,New-build,,B,,1.0,,,1.0,1.0,,,,,,,
"CZK 16,000","CZK 4,000",735568,2+kk,9/8/2022,43 m²,Fully furnished,7,1.0,421.8,467.0,477.27,465.81,451.06,471.04,946.44,886.09,721.08,438.89,Prague - Hostivař,50.05468,14.5162,"CZK 16,000",Prefab concrete,,,Very good,,G,,,,,1.0,,1.0,,,,,,
"CZK 13,000","CZK 3,700",541238,Studio,10/1/2022,27 m²,Partly,6,1.0,85.21,560.98,14.88,551.17,98.54,690.21,231.73,215.69,227.14,216.17,"Francouzská, Prague - Vinohrady",50.0719134,14.4459199,"CZK 26,000",Brick,,,Very good,Personal,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",740148,Studio,9/13/2022,29 m²,Fully furnished,3,,81.7,318.33,56.85,540.81,73.4,434.01,143.43,179.55,689.32,502.13,Prague - Vinohrady,50.07329,14.43979,CZK 0,Brick,Up to 10 years,,New-build,,G,Electric boiler,1.0,,,,,,,,,,,
"CZK 24,000",CZK 115,740125,2+kk,9/23/2022,75 m²,Fully furnished,1,1.0,158.33,979.99,325.26,907.87,442.93,579.1,220.8,325.99,759.32,80.7,Prague - Prosek,50.11827,14.48981,"CZK 75,000",Brick,Up to 10 years,Luxurious,Very good,Personal,B,Distance,1.0,,1.0,1.0,,1.0,1.0,,,,,
"CZK 14,000",CZK 0,740146,2+kk,10/1/2022,47 m²,Partly,3,,38.34,697.03,160.39,207.72,94.5,215.89,325.01,631.55,881.49,406.16,Prague - Kobylisy,50.12288,14.45318,CZK 0,Brick,,,Very good,,G,,,,1.0,1.0,,,,1.0,,,,
"CZK 17,500","CZK 2,200",740150,1 bedroom,10/3/2022,63 m²,Partly,2,1.0,263.67,565.81,51.73,229.96,25.33,237.4,260.85,599.57,385.61,505.66,Prague - Nové Město,50.07946,14.42719,"CZK 35,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000",740139,3+1,10/2/2022,77 m²,Partly,2,,562.58,552.41,596.44,2498.7,470.12,724.48,760.66,2487.16,1235.39,164.46,Prague - Nebušice,50.10792,14.32317,"CZK 20,000",Brick,,,Very good,,G,,,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,000",374160,Small studio,8/1/2022,27 m²,Partly,2,,271.98,1.82,477.93,1716.85,221.15,1220.11,364.79,264.89,625.35,340.74,"Parléřova, Prague - Střešovice",50.0882217,14.383877,"CZK 24,000",Brick,Up to 10 years,,Very good,Personal,,,,,1.0,,,,,1.0,,,,
"CZK 14,500","CZK 3,500",11641,2+kk,10/1/2022,46 m²,Partly,5,,204.05,530.01,158.8,868.48,183.87,526.71,292.86,444.17,212.94,92.92,"Přecechtělova, Prague - Stodůlky",50.0368598,14.337017,"CZK 18,000",Other,,,Very good,Other,,,,,,,,,,,,,,
"CZK 32,000","CZK 6,000",628613,3+1,9/1/2022,89 m²,Fully furnished,1,1.0,167.95,912.97,160.16,349.44,164.94,418.89,576.42,448.95,290.35,341.84,"Slavojova, Prague - Nusle",50.064215,14.424948,"CZK 50,000",Brick,30 - 50 years,Standard,Very good,Personal,G,Electric boiler,,Complete,,,,,,,,,,
"CZK 13,700","CZK 2,400",643640,Studio,9/20/2022,41 m²,Fully furnished,2,1.0,249.79,1708.58,113.54,1390.67,390.06,1029.9,1070.5,905.99,153.29,209.21,"U Pekařky, Prague - Libeň",50.114484,14.479922,"CZK 25,000",Brick,Up to 10 years,Luxurious,New-build,Personal,C,Gas boiler,1.0,Complete,,1.0,,1.0,1.0,,,,,
"CZK 7,000","CZK 2,300",434923,5+1,9/16/2022,132 m²,Fully furnished,3,,323.81,1077.94,840.8,1539.77,513.13,998.99,847.87,744.82,635.79,579.03,"K Ovčínu, Prague - Kobylisy",50.1382249,14.4761647,"CZK 14,000",Brick,10 to 30 years,Luxurious,Very good,Personal,B,Electric boiler,,,,,,,,,,,,
"CZK 15,580","CZK 1,440",577869,2+kk,9/19/2022,42 m²,Partly,4,,232.54,712.2,301.69,1009.67,252.03,393.41,334.16,610.2,900.51,339.38,"Vrchlického, Prague - Košíře",50.0703151,14.3848167,"CZK 26,000",Brick,,Standard,Very good,Personal,G,Gas boiler,,Complete,,1.0,,,,,,,,
"CZK 25,000","CZK 6,800",564750,2+kk,10/1/2022,83 m²,Unfurnished,2,1.0,94.12,1035.27,410.95,880.05,369.07,634.38,296.02,245.35,845.01,41.97,"Valečovská, Prague - Prosek",50.1176567,14.4904889,"CZK 50,000",Brick,Up to 10 years,Luxurious,New-build,Personal,,Central,1.0,,,,,,1.0,,,,,
"CZK 19,900","CZK 2,800",683271,3+1,10/1/2022,65 m²,Partly,3,1.0,177.5,128.51,41.35,121.16,142.45,102.21,477.18,544.74,540.92,75.86,"Jílovská, Prague - Lhotka",50.02401,14.43294,"CZK 39,800",Prefab concrete,,Standard,Very good,Personal,G,Central,,,,1.0,,,,1.0,1.0,,,
"CZK 15,000","CZK 3,500",361151,Studio,9/15/2022,32 m²,Partly,4,1.0,215.32,438.18,296.02,743.11,644.93,658.37,353.14,432.92,563.02,240.72,"Nad přehradou, Prague - Horní Měcholupy",50.042408,14.5513031,"CZK 30,000",Brick,Up to 10 years,,,Personal,B,,,,,,1.0,1.0,,,,,,
"CZK 19,000","CZK 7,000",717074,3+kk,7/17/2022,70 m²,Partly,4,1.0,308.56,1634.51,436.46,1306.85,349.52,524.17,348.51,340.78,1137.55,177.49,"Nedvězská, Prague - Strašnice",50.06891,14.50447,"CZK 40,000",Prefab concrete,10 to 30 years,Standard,Very good,Personal,G,Distance,,,,,,,,,,,,
"CZK 14,000","CZK 5,000",739857,2+kk,10/1/2022,45 m²,Partly,1,1.0,429.33,534.68,324.57,678.96,356.22,304.44,802.95,398.09,470.61,168.39,Prague - Chodov,50.027,14.48908,"CZK 24,000",Prefab concrete,,,Very good,,G,,,,,1.0,,,,1.0,,,,
"CZK 13,600","CZK 4,000",509706,2+kk,10/1/2022,44 m²,Partly,5,1.0,232.66,691.04,252.66,1520.0,426.73,381.53,707.27,420.94,767.02,179.28,Prague - Kamýk,50.0156196,14.4454164,"CZK 36,000",Prefab concrete,,,,Personal,D,Central,,Exterior,,,,,,,,,,
"CZK 11,500","CZK 2,900",572649,Studio,10/1/2022,32 m²,Fully furnished,1,,2.67,1404.03,47.64,1376.7,52.19,1551.03,345.73,245.89,573.99,628.07,"Dvorecké náměstí, Prague - Podolí",50.0467108,14.4153928,"CZK 22,000",Brick,,Luxurious,Very good,Personal,,,,Complete,,1.0,,,,,,,,
"CZK 13,000","CZK 3,500",739764,Studio,9/15/2022,30 m²,Partly,1,1.0,134.44,356.11,378.19,328.8,316.37,472.52,183.43,154.05,1234.15,99.24,Prague - Střížkov,50.12568,14.49787,"CZK 16,500",Prefab concrete,,Standard,Very good,,G,Central,,Complete,,1.0,,,,1.0,,,,
