Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Floor,Heating,Total number of floors,Renovation,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,New building,Age,Front garden,Administration fee,Developer name,Project name,Kód jednotky
713712,"CZK 12,900",50.0596745,14.4494645,"Jaurisova, Prague - Nusle",1 bedroom,Excellent,51 m²,"CZK 2,900","CZK 13,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,11. 04. 2022,E,3,,Middle floor,,60,817,100,184,24,705,267,433,789,178,Standard materials and solutions,,,,,,,
545954,"CZK 17,800",50.0929923,14.5636808,Prague - Hostavice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 6,500","CZK 50,600",Personal,Brick building,Partially furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,,2,,,,299,"1,492",825,"1,107",247,,,,,,,,,,,,,
713709,"CZK 12,000",50.11073,14.39609,"Ve Struhách, Prague - Bubeneč",Studio,Excellent,30 m²,"CZK 3,500","CZK 12,000",Other,Brick building,Unfurnished,No,Yes,Yes,No,Yes,No,No,11. 04. 2022,G,1,,,,255,271,"1,011",406,786,689,613,660,406,,,,,,,,,
698894,"CZK 15,000",50.012400271582,14.401224848854,"Vrátnická, Prague - Modřany",Studio,New build,42 m²,"CZK 3,100","CZK 20,000",Personal,Low-energy building,Partially furnished,No,Yes,Yes,No,No,Yes,No,21. 03. 2022,B,,Central heating,Ground floor,,117,991,328,"1,235",653,"1,296","1,298",575,,,Premium materials and solutions,Yes,,20 m²,,,,
712986,"CZK 16,000",50.05311,14.33451,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,No,05. 04. 2022,C,4,,,,326,689,159,654,642,209,622,604,946,558,,,,,,,,
643771,"CZK 22,900",50.065524,14.425584,"Oldřichova, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,600","CZK 23,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 07. 2022,C,2,,,,145,"1,036",163,291,28,250,632,648,467,258,,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,4,Central heating,Top floor,,188,582,118,232,196,272,254,118,913,245,Premium materials and solutions,Yes,1 to 10 years years,,,,,
713699,"CZK 16,000",50.04177,14.44966,"U Krčské vodárny, Prague - Krč",2 bedroom,Excellent,68 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,B,2,,,,187,753,252,446,151,140,295,504,"1,130",482,,,,,,,,
620731,"CZK 14,000",50.107712,14.393587,"Koulova, Prague - Dejvice",Studio,Excellent,33 m²,"CZK 2,000","CZK 14,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,10. 08. 2020,G,,Central heating,Ground floor,Bathroom unit,174,"1,284",221,679,260,127,518,343,541,387,,,,,,,,
713693,"CZK 12,000",50.07794,14.47652,"Vinohradská, Prague - Vinohrady",Studio,Excellent,32 m²,"CZK 2,300","CZK 12,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,15. 04. 2022,G,1,,,,10,965,32,465,31,2,720,876,154,132,,,,,,,,
587270,"CZK 22,000",50.08898,14.417158,"Široká, Prague - Josefov",1 bedroom,Excellent,39 m²,"CZK 1,300",,Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 05. 2022,G,2,Electric boiler,Middle floor,Overall,61,143,110,127,39,497,225,617,198,373,Premium materials and solutions,,,,,,,
713689,"CZK 12,500",50.0937135,14.4905148,"K Lučinám, Prague - Žižkov",2 bedroom,Good,54 m²,"CZK 4,700","CZK 20,000",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,11. 04. 2022,G,4,,,,325,274,121,359,220,252,78,325,331,133,,,,,,,,
712585,"CZK 13,000",50.10457,14.39648,"N. A. Někrasova, Prague - Bubeneč",1 bedroom,Excellent,57 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,04. 04. 2022,G,2,Other,,Overall,127,738,134,167,33,143,316,211,416,52,Standard materials and solutions,,,,,,,
713681,"CZK 13,000",50.12767,14.42004,"Olštýnská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,37 m²,"CZK 2,800","CZK 20,000",Personal,Prefab concrete building,Furnished,No,No,No,No,No,Yes,No,11. 04. 2022,C,6,,,,324,244,274,314,52,222,726,978,"1,136",350,,,,,,,,
547996,"CZK 11,500",50.0663622,14.439065,"Bělehradská, Prague - Nusle",1 bedroom,Excellent,38 m²,CZK 800,"CZK 15,000",Personal,Brick building,Unfurnished,No,No,No,No,No,Yes,No,15. 04. 2022,G,4,Electric boiler,Middle floor,Overall,133,222,237,243,67,320,502,563,581,428,Standard materials and solutions,,,,,,,
713679,"CZK 24,000",50.04415,14.45549,"Sedlčanská, Prague - Michle",2 bedroom,Excellent,60 m²,"CZK 2,000","CZK 48,000",Personal,Brick building,Furnished,Yes,No,No,No,No,Yes,No,19. 04. 2022,F,3,Central heating,Middle floor,Interior,265,711,439,470,107,327,289,536,622,222,Standard materials and solutions,,over 50 years years,,,,,
713678,"CZK 13,900",50.04765,14.44215,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 25,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,G,2,,,,472,577,331,510,357,467,394,803,751,490,,,,,,,,
705683,"CZK 12,990",50.02904722222,14.52763944444,"Tatarkova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,909","CZK 15,899",Personal,Prefab concrete building,Furnished,No,No,No,No,No,Yes,No,,C,2,,,,292,651,149,322,332,382,437,317,442,286,,,,,"CZK 15,899

                                
                                
                
i",,,
375504,"CZK 16,600",50.0678382,14.3706854,Prague - Košíře,1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,773","CZK 16,600",Personal,Brick building,Partially furnished,No,No,No,No,Yes,Yes,No,21. 05. 2022,,2,,Middle floor,,348,583,98,393,284,341,406,"1,061",433,249,,,1 to 10 years years,,,,,
713672,"CZK 10,900",50.11526,14.56224,"Sicherova, Prague - Kyje",Studio,Excellent,31 m²,"CZK 3,828","CZK 25,000",Personal,Brick building,Unfurnished,No,Yes,Yes,No,No,Yes,No,19. 04. 2022,G,1,,Ground floor,,134,879,669,"1,248","1,186",682,,,,,Standard materials and solutions,,1 to 10 years years,71 m²,,,,
456712,"CZK 17,000",50.1046697,14.4538237,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,Good,57 m²,"CZK 4,270","CZK 34,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 05. 2022,D,6,Gas boiler,Top floor,,83,626,65,321,68,158,631,730,335,356,,,,,,,,
704085,"CZK 11,500",50.0869795,14.4446955,"Husitská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,42 m²,CZK 750,"CZK 13,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,No,No,28. 01. 2022,G,4,Electric boiler,,Interior,151,665,424,620,142,633,400,440,482,450,Standard materials and solutions,,,,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,36 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,Furnished,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,B,1,Central heating,Middle floor,Overall,33,832,168,877,517,"1,461",395,"1,201","1,083",262,Premium materials and solutions,,1 to 10 years years,,,,,
534922,"CZK 19,000",50.0715416,14.4496461,Prague - Vršovice,1 bedroom with open-plan kitchen,,59 m²,"CZK 4,000","CZK 35,000",Personal,Brick building,Furnished,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,D,1,,,,154,719,167,265,110,580,208,493,284,405,,,,,,,,
713662,"CZK 15,000",50.10898,14.44592,"Vrbenského, Prague - Holešovice",1 bedroom,Excellent,38 m²,"CZK 5,000","CZK 15,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 05. 2022,D,6,,,,155,688,102,642,119,330,220,"1,047",563,175,,,,,,,,
688197,"CZK 10,000",50.13261,14.4228,"Hlivická, Prague - Bohnice",Studio,Good,40 m²,"CZK 3,315","CZK 20,000",Personal,Prefab concrete building,Furnished,No,No,Yes,Yes,Yes,No,No,01. 06. 2022,G,11,,,,245,"1,087",195,"1,017",796,275,289,993,"1,235",138,,,,,,,,
520854,"CZK 13,500",50.0382031,14.3889379,Prague - Hlubočepy,1 bedroom with open-plan kitchen,,53 m²,"CZK 4,000","CZK 5,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,No,No,01. 05. 2022,C,1,,,,52,"1,149",940,"1,063",778,"1,094","1,024","1,021",956,632,,,10 to 30 years years,,,,,
641426,"CZK 18,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 3,500","CZK 21,500",Personal,Brick building,Partially furnished,No,Yes,No,No,Yes,Yes,Yes,11. 04. 2022,B,1,,Ground floor,,287,755,238,717,532,759,"1,182",642,491,399,,Yes,1 to 10 years years,75 m²,,,,
713653,"CZK 25,000",50.09913,14.3737,"Evropská, Prague - Dejvice",4 bedroom,Good,86 m²,"CZK 4,776","CZK 50,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,11. 04. 2022,D,4,,,,133,"1,029",112,716,325,208,915,506,815,206,,,,,,,,
713651,"CZK 14,590",50.13057,14.41146,"Zelenohorská, Prague - Bohnice",2 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 5,500","CZK 30,000",Personal,Prefab concrete building,Partially furnished,No,No,No,Yes,No,No,No,09. 04. 2022,C,2,District heating,Middle floor,,397,790,342,720,85,786,589,418,343,,,,,,,,,
713648,"CZK 19,000",50.05305,14.51006,"Práčská, Prague - Záběhlice",2 bedroom with open-plan kitchen,New build,82 m²,"CZK 2,400","CZK 38,000",Personal,Other,Partially furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,G,3,,,,86,866,762,814,500,862,899,734,840,392,,,,,,,,
408757,"CZK 15,000",50.055196715629,14.437190215344,"Sevřená, Prague - Nusle",2 bedroom,Excellent,63 m²,"CZK 6,200","CZK 30,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,No,No,01. 07. 2022,G,3,Gas boiler,Middle floor,Overall,181,"1,036",258,385,220,237,720,21,368,346,,,1 to 10 years years,236 m²,,,,
713641,"CZK 21,900",50.11743,14.49199,"Na Vyhlídce, Prague - Prosek",4 bedroom with open-plan kitchen,Good,100 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,01. 05. 2022,G,1,Gas boiler,,,220,"1,072",524,783,465,671,407,341,958,277,Standard materials and solutions,,,,,,,
713638,"CZK 14,900",50.05704,14.44173,"Soudní, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,09. 04. 2022,E,1,,,,62,"1,226",278,757,256,674,415,390,658,134,,,,,,,,
403568,"CZK 18,000",50.1055949,14.4562403,"Jankovcova, Prague - Holešovice",Studio,New build,46 m²,"CZK 3,700","CZK 25,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,Yes,01. 07. 2022,A,5,Central heating,Middle floor,,112,878,245,551,47,485,672,982,361,307,Premium materials and solutions,Yes,1 to 10 years years,,,,,
713523,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,No,No,No,No,No,No,No,15. 05. 2022,,3,,,,177,647,182,40,38,122,28,102,350,194,,,,,,,,
713518,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,Furnished,No,No,No,No,No,No,No,14. 04. 2022,,1,,,,198,801,15,163,39,141,121,304,55,465,,,,,,,,
713521,"CZK 57,000",50.0859057,14.4200254,"Michalská, Prague - Staré Město",3 bedroom,,130 m²,"CZK 19,000",,,,Furnished,No,No,No,No,No,No,Yes,01. 06. 2022,,3,,,,314,347,72,145,13,210,197,621,445,403,,,,,,,,
713522,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,Furnished,No,No,No,No,No,No,No,14. 04. 2022,,4,,,,212,525,185,151,68,162,317,392,109,262,,,,,,,,
713511,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,Furnished,Yes,Yes,No,No,No,Yes,No,14. 04. 2022,,6,,,,105,350,144,146,109,151,432,394,290,329,,,,,,,,
713507,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 16,750",,,,Furnished,No,No,No,No,No,Yes,No,05. 05. 2022,,2,,,,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,
713508,"CZK 30,000",50.0771423,14.417396,"Na Zbořenci, Prague - Nové Město",1 bedroom,,35 m²,"CZK 10,000",,,,Furnished,No,No,No,No,No,No,No,29. 05. 2022,,1,,,,127,382,112,188,72,409,281,298,590,484,,,,,,,,
713496,"CZK 60,244",50.0906989,14.4202425,"Dušní, Prague - Josefov",3 bedroom,,97 m²,"CZK 20,081",,,,Furnished,Yes,No,No,No,No,No,No,22. 05. 2022,,3,,,,103,449,207,253,71,270,138,381,247,455,,,,,,,,
713487,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,Furnished,No,Yes,No,No,No,No,No,20. 05. 2022,,1,,,,337,356,19,335,43,634,392,362,865,215,,,,,,,,
713483,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,Furnished,Yes,No,No,No,No,Yes,Yes,16. 04. 2022,,4,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,,
713470,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,,Furnished,No,No,No,No,No,Yes,No,25. 04. 2022,,3,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,
713473,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,475",,,,Furnished,No,No,No,No,No,Yes,No,23. 04. 2022,,2,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,
713479,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,Furnished,No,No,No,No,No,No,No,24. 04. 2022,,-1,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,
602097,"CZK 21,000",50.156475,14.51919,"Bermanova, Prague - Čakovice",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 5,700","CZK 40,000",Personal,Brick building,Furnished,Yes,No,No,No,Yes,Yes,Yes,08. 05. 2022,C,5,Central heating,Top floor,,261,799,92,99,"1,383",769,209,121,,,Standard materials and solutions,,1 to 10 years years,,,,,
713630,"CZK 10,000",49.9985,14.41857,"Semická, Prague - Modřany",Studio,Excellent,29 m²,"CZK 2,800","CZK 20,000",Personal,Prefab concrete building,Partially furnished,No,No,No,No,No,Yes,No,09. 04. 2022,G,4,,,,159,"1,068","1,119","1,163",565,"1,169",440,538,"1,278",492,,,,,,,,
712856,"CZK 15,000",50.0796,14.49353,"Hostýnská, Prague - Strašnice",2 bedroom,Excellent,53 m²,"CZK 4,000","CZK 15,000",Cooperative,Prefab concrete building,Partially furnished,No,No,Yes,Yes,No,No,No,04. 04. 2022,G,4,District heating,Middle floor,Bathroom unit,319,561,344,649,589,306,619,498,882,364,,,,,,,,
712866,"CZK 24,800",50.11094,14.39438,"Podbabská, Prague - Bubeneč",2 bedroom with open-plan kitchen,Excellent,87 m²,"CZK 3,500","CZK 50,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,Yes,04. 04. 2022,G,2,,,,199,"1,442",198,829,396,604,735,502,592,448,,,,,,,,
712638,"CZK 12,000",50.09595,14.35583,"Nad Tratí, Prague - Vokovice",2 bedroom,Good,35 m²,"CZK 3,029","CZK 16,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,D,4,,,,245,462,336,360,376,325,195,442,983,129,,,,,,,,
712388,"CZK 12,000",50.09595,14.35583,"Nad Tratí, Prague - Vokovice",Studio,Good,35 m²,"CZK 3,029","CZK 16,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 05. 2022,D,4,,,,245,462,336,360,376,325,195,442,983,129,,,,,,,,
462910,"CZK 14,900",50.1027301,14.5485237,"Slévačská, Prague - Hloubětín",1 bedroom,,55 m²,"CZK 4,000",,Personal,Prefab concrete building,Furnished,No,No,Yes,Yes,Yes,Yes,No,08. 03. 2021,B,8,District heating,,Overall,89,976,186,994,652,941,333,853,666,209,,,,,,,,
630500,"CZK 12,500",50.082266,14.45025,"Kubelíkova, Prague - Žižkov",Studio,Excellent,29 m²,"CZK 3,300","CZK 12,500",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 11. 2021,G,4,Electric boiler,,,409,160,154,364,27,173,386,494,538,518,,,,,,,,
589785,"CZK 12,600",50.035785,14.335362,"Eberlova, Prague - Stodůlky",Studio,Excellent,36 m²,"CZK 4,220","CZK 20,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,Yes,No,13. 04. 2022,A,1,Central heating,Ground floor,,50,570,98,"1,035",239,566,217,484,416,167,Premium materials and solutions,,1 to 10 years years,32 m²,,,,
587207,"CZK 15,000",50.126437,14.505518,"Kytlická, Prague - Prosek",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,200","CZK 18,200",Personal,Brick building,Partially furnished,Yes,No,No,No,No,Yes,No,01. 06. 2022,G,2,District heating,Middle floor,,339,959,153,988,362,"1,079",146,634,"1,406",195,Standard materials and solutions,,1 to 10 years years,,,,,
597076,"CZK 13,000",50.055288,14.441894,"Nad Studánkou, Prague - Nusle",1 bedroom with open-plan kitchen,,58 m²,"CZK 3,900","CZK 26,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 04. 2020,D,2,Gas boiler,Middle floor,,110,"1,054",174,490,137,600,313,287,"1,006",261,Standard materials and solutions,,,,,,,
400010,"CZK 20,000",50.0773435,14.4009876,"Holečkova, Prague - Smíchov",2 bedroom with open-plan kitchen,,98 m²,CZK 600,"CZK 30,000",Personal,Brick building,Partially furnished,No,No,No,Yes,No,No,No,01. 06. 2022,,3,,,,188,514,319,533,229,506,480,942,762,354,,,,,,,,
526821,"CZK 13,500",50.0463229,14.4278321,Prague - Podolí,Studio,Excellent,33 m²,"CZK 2,500","CZK 13,500",Cooperative,Prefab concrete building,Furnished,No,No,No,Yes,No,No,No,10. 04. 2022,,5,,,,408,"1,226",212,849,134,908,280,384,924,409,,,,,,,,
657178,"CZK 14,000",50.1105273,14.4507356,"Jankovcova, Prague - Holešovice",Studio,New build,47 m²,"CZK 2,400","CZK 16,000",Personal,Brick building,Partially furnished,No,No,No,No,Yes,Yes,No,01. 06. 2022,G,5,Central heating,Middle floor,Overall,43,973,494,785,474,571,428,"1,247",701,348,Standard materials and solutions,Yes,1 to 10 years years,,,,,
712844,"CZK 28,000",50.05301,14.49077,"Záběhlická, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 4,800","CZK 28,000",Personal,Brick building,Partially furnished,No,Yes,No,Yes,No,No,No,01. 07. 2022,,1,,,,255,"1,227",274,"1,200",287,700,476,882,518,332,,,,,,,,
709588,"CZK 17,000",50.044637241492,14.303398704245,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,900","CZK 20,000",Cooperative,Brick building,Partially furnished,Yes,No,No,No,Yes,No,No,16. 05. 2022,G,2,,Middle floor,,270,209,261,243,"1,040","1,137",743,903,196,,Standard materials and solutions,Yes,1 to 10 years years,,,,,
709089,"CZK 15,000",49.97318,14.38539,"Romana Blahníka, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 2,900","CZK 30,000",Personal,Brick building,Partially furnished,No,Yes,No,No,No,No,No,01. 05. 2022,B,2,,Middle floor,Overall,385,777,683,655,543,612,"1,095",406,107,,,,,,,,,
712834,"CZK 10,000",50.11056,14.5041,"Prouzova, Prague - Vysočany",Small studio,Excellent,30 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,No,Yes,No,No,10. 04. 2022,G,1,,,,91,311,66,207,108,271,165,494,286,262,,,,,,,,
713369,"CZK 17,000",50.11366,14.47593,"Zenklova, Prague - Libeň",3 bedroom,Excellent,57 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,No,No,01. 05. 2022,G,2,,,,164,194,"1,045",205,688,581,"1,249",765,255,,,,,,,,,
710246,"CZK 9,000",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,Excellent,30 m²,"CZK 2,000","CZK 21,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 05. 2022,G,1,,,,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,,,,,,,,
713594,"CZK 14,000",50.0293758,14.5967803,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Partially furnished,No,No,No,Yes,No,Yes,Yes,01. 08. 2022,C,4,,,,178,317,291,426,238,290,736,817,943,127,,,,,,,,
220725,"CZK 19,400",50.0524391,14.3234207,Prague - Stodůlky,1 bedroom with open-plan kitchen,New build,66 m²,"CZK 3,600","CZK 23,000",Personal,Brick building,Partially furnished,Yes,Yes,No,No,Yes,No,No,10. 02. 2020,B,2,Gas boiler,Middle floor,Overall,324,"1,401",846,"1,024",736,930,"1,176",684,427,586,Premium materials and solutions,Yes,1 to 10 years years,18 m²,,,,
712778,"CZK 30,000",50.07667,14.35035,"Nad Motolskou nemocnicí, Prague - Břevnov",2 bedroom with open-plan kitchen,New build,120 m²,"CZK 5,000","CZK 27,000",Personal,Brick building,Partially furnished,No,Yes,Yes,No,Yes,No,Yes,04. 04. 2022,G,3,,,,325,968,"1,401",611,829,"1,088","1,138","1,303",542,,,,,,,,,
713575,"CZK 18,000",50.13037,14.44918,"Mirovická, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,000","CZK 18,000",Personal,Prefab concrete building,Partially furnished,No,No,No,Yes,No,No,No,08. 04. 2022,G,5,,,,273,238,889,479,528,771,452,"1,251",66,,,,,,,,,
540588,"CZK 15,500",50.1008556,14.5281271,"Nademlejnská, Prague - Hloubětín",1 bedroom with open-plan kitchen,,57 m²,"CZK 5,500","CZK 40,000",Personal,Other,Furnished,No,Yes,Yes,No,No,Yes,No,01. 05. 2022,,2,,,,234,906,351,888,100,834,904,953,770,478,,,,,,,,
713568,"CZK 14,000",50.06606,14.49555,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,39 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,08. 04. 2022,G,1,,,,155,"1,421",272,"1,125",261,430,339,439,782,514,,,,,,,,
713566,"CZK 15,000",50.1262,14.41959,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Partially furnished,No,No,No,Yes,Yes,No,No,01. 05. 2022,G,5,,,,231,348,362,303,242,392,734,884,"1,411",430,,,,,,,,
712831,"CZK 14,500",50.07631,14.64919,"Račiněveská, Prague - Újezd nad Lesy",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 2,700","CZK 29,000",Personal,Brick building,Partially furnished,Yes,No,No,No,Yes,No,No,01. 05. 2022,G,1,Gas boiler,Middle floor,Interior,455,497,201,"1,008",267,408,675,864,697,,,,1 to 10 years years,,,,,
588838,"CZK 25,000",50.0863375,14.3311049,"Libocká, Prague - Liboc",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 6,500","CZK 50,000",Cooperative,Other,Unfurnished,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,B,,Central heating,Ground floor,,167,612,"1,210",716,"1,193","1,106",239,653,701,,Premium materials and solutions,Yes,1 to 10 years years,,,,,
589443,"CZK 23,000",50.140024,14.519857,"Veselská, Prague - Letňany",2 bedroom with open-plan kitchen,New build,90 m²,"CZK 5,000","CZK 30,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,B,4,District heating,,,408,535,"1,038","1,122",278,659,935,"1,066","1,197",213,Standard materials and solutions,,1 to 10 years years,,,,,
545164,"CZK 12,500",50.1105294,14.4507429,Prague - Holešovice,Studio,New build,22 m²,"CZK 2,000","CZK 12,500",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 05. 2022,,2,Central heating,Middle floor,,42,972,494,784,474,571,428,"1,247",701,348,Premium materials and solutions,Yes,1 to 10 years years,,,,,
712743,"CZK 11,500",50.10449,14.4784,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 1,750","CZK 11,500",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,01. 06. 2022,A,,,,,69,285,111,311,7,237,333,461,213,358,,,,,,,,
713351,"CZK 20,000",50.08196,14.44614,"Ježkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,,,Personal,Brick building,Furnished,No,Yes,No,No,No,No,No,01. 05. 2022,G,1,,Ground floor,Interior,528,534,64,561,15,239,274,263,589,355,Premium materials and solutions,,,,,,,
624122,"CZK 14,000",50.089335,14.307978,"Vlastina, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,C,13,,,,106,194,217,208,204,265,430,"1,354","1,274",129,,,,,,,,
711974,"CZK 13,000",50.07675,14.45756,"Libická, Prague - Vinohrady",Studio,Excellent,25 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,16. 04. 2022,A,5,,,Overall,113,485,133,101,171,302,361,438,820,377,Premium materials and solutions,,,,,,,
511878,"CZK 24,000",50.0772731,14.4545539,"Vinohradská, Prague - Vinohrady",3 bedroom,,104 m²,"CZK 5,000","CZK 24,000",Personal,Brick building,Furnished,Yes,No,No,No,No,Yes,No,,,2,,,,207,217,10,27,71,369,212,536,997,339,,,,,,,,
713431,"CZK 15,800",50.08781,14.4725,"Ambrožova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 1,900",,Personal,Brick building,Partially furnished,Yes,No,Yes,No,Yes,Yes,No,01. 07. 2022,B,3,Central heating,Middle floor,Overall,102,622,257,413,274,484,238,58,551,172,Standard materials and solutions,Yes,1 to 10 years years,,,,,
