Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,New building,Design,Heating,Total number of floors,Renovation,Administration fee,Age,Developer name,Project name,Kód jednotky,Front garden,Investment Advisor
717757,"CZK 13,990",50.05976805555,14.45055611111,"Jivenská, Prague - Michle",2 bedroom,56 m²,"CZK 4,142",Partially furnished,1,No,No,Yes,No,No,Yes,No,,116,856,42,262,113,772,221,359,710,300,Excellent,"CZK 18,132",Personal,Brick building,G,,,,,,"CZK 18,132

                                
                                
                
i",,,,,,
716791,"CZK 18,000",50.0942,14.34725,"Střední, Prague - Veleslavín",2 bedroom,97 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,No,No,No,09. 05. 2022,242,801,321,830,282,273,476,584,785,364,Excellent,"CZK 19,000",Personal,Brick building,C,,,Gas boiler,Ground floor,,,,,,,,
717752,"CZK 15,500",50.0941575,14.4560046,"Březinova, Prague - Karlín",1 bedroom with open-plan kitchen,43 m²,"CZK 1,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,205,690,81,366,87,230,259,"1,378",280,419,Excellent,"CZK 20,000",Cooperative,Brick building,G,,,,,Interior,,,,,,,
664824,"CZK 16,000",49.97529,14.39465,"Žitavského, Prague - Zbraslav",2 bedroom with open-plan kitchen,64 m²,"CZK 1,800",Partially furnished,3,No,No,No,No,No,No,No,01. 06. 2021,102,216,100,86,154,143,211,915,,,Excellent,"CZK 15,000",Personal,Brick building,F,,Standard materials and solutions,Gas boiler,Top floor,Overall,,,,,,,
717745,"CZK 14,000",50.07266,14.39194,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,42 m²,"CZK 1,700",Partially furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,188,"1,031",129,722,135,848,207,900,"1,060",125,Good,"CZK 15,700",Personal,Brick building,G,,,,,,,,,,,,
716850,"CZK 15,000",50.02136,14.41189,"Pod Lysinami, Prague - Hodkovičky",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Unfurnished,1,No,No,No,No,Yes,Yes,No,03. 05. 2022,278,"1,437","1,082","1,396",515,"1,143",209,,,,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
717741,"CZK 12,800",50.1474651,14.5341012,"Rýnská, Prague - Čakovice",Studio,39 m²,"CZK 3,000",Furnished,1,No,No,Yes,No,Yes,Yes,No,16. 05. 2022,345,"1,392",727,961,668,"1,452",968,908,,,Excellent,"CZK 25,000",Personal,Low-energy building,B,,,,,,,,,,,,
551403,"CZK 12,500",50.107715541521,14.527583611115,"Granitova, Prague - Hloubětín",Studio,31 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,62,"1,101",501,"1,083",765,898,"1,048",847,974,320,Excellent,"CZK 20,000",Other,Low-energy building,B,Yes,,Central heating,Middle floor,,,1 to 10 years years,,,,,
644750,"CZK 11,500",50.022858,14.40224,"Šífařská, Prague - Hodkovičky",Small studio,33 m²,"CZK 2,900",Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,213,213,987,177,913,,,,,,New build,"CZK 11,500",Personal,Low-energy building,B,Yes,Premium materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
658687,"CZK 23,000",50.10168,14.4242,"U Studánky, Prague - Bubeneč",1 bedroom with open-plan kitchen,59 m²,"CZK 2,250",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,353,307,138,232,151,290,316,206,220,,Excellent,"CZK 46,000",Personal,Brick building,,,Premium materials and solutions,Gas boiler,Middle floor,,,,,,,,
717728,"CZK 15,000",50.11562,14.47181,"V Zahradách, Prague - Libeň",2 bedroom,60 m²,"CZK 4,000",Unfurnished,3,Yes,No,Yes,No,No,No,No,08. 05. 2022,333,"1,204",21,"1,489",71,496,481,"1,327","1,135",525,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
717582,"CZK 18,000",50.13087,14.48337,"Černého, Prague - Střížkov",3 bedroom,62 m²,"CZK 4,500",Partially furnished,5,No,No,No,No,No,Yes,No,07. 05. 2022,265,"1,283",504,"1,367",191,498,131,663,"1,210",191,Excellent,"CZK 36,000",Personal,Prefab concrete building,G,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,,
717581,"CZK 17,000",50.10689,14.39512,"Zelená, Prague - Bubeneč",1 bedroom with open-plan kitchen,59 m²,"CZK 3,500",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,7,995,47,381,30,240,288,504,670,204,Excellent,"CZK 25,000",Personal,Brick building,E,,,,,,,,,,,,
716761,"CZK 16,500",50.1069,14.56511,"Cíglerova, Prague - Černý Most",3 bedroom,75 m²,"CZK 5,500",Furnished,7,No,No,No,No,No,Yes,No,09. 05. 2022,51,506,83,"1,163",725,563,613,697,"1,410",389,Excellent,"CZK 35,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
717549,"CZK 18,000",50.0865306,14.514837,"U Tvrze, Prague - Malešice",1 bedroom with open-plan kitchen,73 m²,"CZK 4,000",Partially furnished,4,No,Yes,No,No,Yes,Yes,Yes,15. 07. 2022,254,"1,118",695,"1,314",265,718,547,"1,089",35,245,New build,"CZK 36,000",Personal,Brick building,G,,,,,,,,,,,,
717559,"CZK 14,000",50.06992,14.47596,"Karpatská, Prague - Vršovice",1 bedroom,39 m²,"CZK 1,500",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,136,268,133,356,115,316,196,90,181,134,Good,"CZK 14,000",Personal,Brick building,G,,,,,,,,,,,,
530371,"CZK 12,800",50.1128959,14.515145,"Strnadových, Prague - Vysočany",Studio,37 m²,"CZK 3,640",Furnished,5,No,No,No,No,No,No,Yes,01. 06. 2022,559,697,707,"1,472","1,390","1,488",523,350,,,New build,"CZK 17,000",Personal,Brick building,B,Yes,Standard materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,,
717547,"CZK 12,700",50.1404,14.51908,"Škrábkových, Prague - Letňany",Studio,43 m²,"CZK 2,200",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,07. 05. 2022,393,613,"1,056","1,199",291,737,"1,013",969,"1,247",285,New build,"CZK 12,000",Personal,Brick building,B,Yes,,District heating,,,,,,,,,
601507,"CZK 33,000",50.035333,14.389324,"Devonská, Prague - Hlubočepy",2 bedroom with open-plan kitchen,90 m²,"CZK 3,000",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,31. 05. 2022,228,"1,312",695,"1,220",668,"1,278","1,298","1,297","1,231",117,New build,"CZK 33,000",Personal,Brick building,A,Yes,Premium materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,,
716689,"CZK 15,500",50.09936,14.42266,"Jirečkova, Prague - Holešovice",2 bedroom,78 m²,"CZK 3,700",Unfurnished,4,No,No,Yes,No,No,No,No,01. 07. 2022,176,147,165,167,41,207,277,550,376,,Good,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
717540,"CZK 14,000",50.00861,14.41813,"Botevova, Prague - Modřany",1 bedroom,31 m²,"CZK 3,500",Partially furnished,2,No,No,No,No,Yes,Yes,No,16. 05. 2022,272,674,461,465,534,490,207,779,"1,191",602,Excellent,"CZK 25,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
716686,"CZK 15,000",50.00921,14.40993,"Na Holém vrchu, Prague - Modřany",2 bedroom,60 m²,"CZK 5,000",Partially furnished,1,No,Yes,No,No,No,No,No,01. 07. 2022,200,854,774,756,562,674,535,899,"1,465",519,Good,"CZK 18,000",Personal,Brick building,D,,,,,,,,,,,,
619545,"CZK 12,000",50.103554,14.47585,Prague - Libeň,1 bedroom with open-plan kitchen,45 m²,"CZK 2,800",Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,115,226,141,166,73,28,189,382,341,388,Excellent,"CZK 15,000",Personal,Brick building,D,,Standard materials and solutions,Central heating,Middle floor,,,10 to 30 years years,,,,,
547868,"CZK 22,000",50.0862258,14.4593371,Prague - Žižkov,1 bedroom with open-plan kitchen,62 m²,"CZK 2,200",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 06. 2022,186,307,58,537,346,280,213,249,381,105,,"CZK 40,000",Personal,Brick building,,Yes,Premium materials and solutions,Gas boiler,Middle floor,,,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 06. 2022,361,626,69,"1,243",574,"1,042",547,475,481,469,Excellent,"CZK 35,000",Personal,Brick building,A,,,District heating,,,,,,,,,
717531,"CZK 9,900",50.08927,14.38383,"Za Hládkovem, Prague - Střešovice",Small studio,25 m²,"CZK 3,093",Furnished,2,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,614,415,458,196,"1,321",481,376,384,265,,Excellent,"CZK 9,900",Personal,Brick building,G,,,,,,,,,,,,
166213,"CZK 24,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,72 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,43,650,75,105,60,114,171,530,170,544,Excellent,"CZK 27,999",Personal,Brick building,C,,Premium materials and solutions,Gas boiler,,Overall,,1 to 10 years years,,,,116 m²,
681854,"CZK 19,500",50.09687,14.46518,"Molákova, Prague - Karlín",2 bedroom,41 m²,"CZK 5,500",Furnished,6,No,Yes,Yes,No,No,Yes,No,01. 07. 2022,116,"1,185",101,"1,040",234,780,434,694,909,141,Excellent,"CZK 25,000",Personal,Other,G,,,Central heating,,,,,,,,,
537608,"CZK 12,000",50.0088538,14.4201081,"Plevenská, Prague - Modřany",1 bedroom,30 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,No,05. 05. 2022,452,608,459,469,538,494,143,958,"1,044",637,,"CZK 20,000",Cooperative,Prefab concrete building,,,Standard materials and solutions,,,,,,,,,,
506510,"CZK 15,500",50.1026476,14.5617838,"Truhlářova, Prague - Černý Most",1 bedroom with open-plan kitchen,40 m²,"CZK 4,500",Furnished,3,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 07. 2022,207,518,473,802,582,528,337,852,248,,New build,"CZK 30,000",Personal,Brick building,,Yes,Standard materials and solutions,District heating,,,,1 to 10 years years,,,,,
709620,"CZK 11,990",50.11624833333,14.46934333333,"Na stráži, Prague - Libeň",1 bedroom with open-plan kitchen,49 m²,"CZK 1,339",Unfurnished,2,No,No,No,No,No,No,No,,108,956,19,"1,404",80,248,375,"1,113","1,094",443,Good,"CZK 13,327",Personal,Brick building,E,,,,,,"CZK 13,327

                                
                                
                
i",,,,,,
384014,"CZK 14,500",50.0624402,14.4490808,"ulice Kloboučnická, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 2,600",Furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,250,901,344,544,248,651,572,405,884,462,,"CZK 20,000",Personal,Brick building,,,,Gas boiler,,,,,,,,,
361523,"CZK 12,000",50.1390794,14.5127743,"Stará náves, Prague - Letňany",Studio,35 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,404,397,572,851,300,348,458,750,708,159,Excellent,"CZK 16,000",Cooperative,Brick building,,,Standard materials and solutions,,Middle floor,,,10 to 30 years years,,,,,
717486,"CZK 7,500",50.09231,14.49379,"Koněvova, Prague - Žižkov",Small studio,20 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,168,216,120,525,269,238,372,408,636,167,Good,"CZK 15,000",Personal,Brick building,C,,Standard materials and solutions,District heating,Raised ground floor,Bathroom unit,,10 to 30 years years,,,,,
576447,"CZK 15,000",50.0582331,14.4521541,"Magistrů, Prague - Michle",Studio,40 m²,"CZK 3,000",Furnished,1,No,No,No,No,Yes,Yes,No,01. 04. 2022,260,631,391,300,42,983,184,518,385,394,New build,"CZK 30,000",Personal,Brick building,B,Yes,Standard materials and solutions,Central heating,,Exterior,,1 to 10 years years,,,,,
545754,"CZK 16,500",50.0833811,14.4649759,"Olšanská, Prague - Žižkov",Studio,42 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,Yes,Yes,No,01. 06. 2022,69,338,462,526,396,322,466,595,399,460,New build,"CZK 30,000",Personal,Low-energy building,A,Yes,Premium materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
647743,"CZK 24,900",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,52 m²,"CZK 3,900",,6,No,Yes,No,No,Yes,Yes,No,31. 05. 2022,322,273,32,180,43,69,245,976,163,571,Excellent,,Personal,Brick building,G,,Premium materials and solutions,Central heating,Top floor,Overall,,,,,,,
713305,"CZK 11,000",50.00967,14.46089,"Libušská, Prague - Libuš",Studio,36 m²,"CZK 4,500",Furnished,1,No,No,Yes,No,Yes,No,No,01. 06. 2022,69,141,357,222,334,876,"1,339",973,,,New build,"CZK 30,000",Cooperative,Brick building,A,,,Gas boiler,Middle floor,,,,,,,,
708968,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,83 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,251,321,336,323,663,,,,,,New build,"CZK 33,000",Personal,Brick building,G,,,,,,,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,71 m²,"CZK 5,500",Partially furnished,,No,No,No,No,No,No,No,01. 05. 2022,273,794,162,"1,032",290,982,154,742,195,,Excellent,"CZK 21,000",Personal,Prefab concrete building,G,,,District heating,Ground floor,Overall,,,,,,,
708966,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,78 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,Yes,No,No,02. 03. 2022,251,321,336,323,663,,,,,,New build,"CZK 33,000",Personal,Brick building,G,,,,,,,,,,,,
695052,"CZK 21,500",50.06543,14.44301,"Ctiradova, Prague - Nusle",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,185,355,219,261,269,249,558,657,636,602,New build,"CZK 53,000",Personal,Other,G,,Premium materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,44 m²,"CZK 2,990",Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,21. 03. 2022,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,New build,,Personal,Low-energy building,A,Yes,Premium materials and solutions,District heating,,,,1 to 10 years years,,,,,
716526,"CZK 18,000",50.1261106,14.5002253,"Českolipská, Prague - Prosek",3 bedroom,52 m²,"CZK 4,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,02. 05. 2022,161,460,223,490,504,604,180,138,"1,324",208,Excellent,"CZK 36,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
534143,"CZK 14,000",50.0699577,14.4427519,"U Havlíčkových sadů, Prague - Vinohrady",Small studio,30 m²,CZK 700,Partially furnished,4,No,No,No,No,No,Yes,No,15. 05. 2022,465,693,187,816,193,782,472,142,570,197,,"CZK 20,000",Personal,Brick building,,,,Gas boiler,Middle floor,,,,,,,,
348494,"CZK 16,500",50.019622,14.4673797,"Muškova, Prague - Kunratice",1 bedroom with open-plan kitchen,60 m²,"CZK 5,000",Partially furnished,1,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,418,"1,389","1,267",212,569,561,"1,500",166,,,,"CZK 30,000",Personal,Brick building,,,,District heating,Raised ground floor,,,10 to 30 years years,,,,,
710906,"CZK 26,000",50.012127,14.5157941,"K Rozkoši, Prague - Šeberov",3 bedroom with open-plan kitchen,120 m²,"CZK 6,000",Unfurnished,3,Yes,No,No,No,Yes,No,Yes,01. 05. 2022,145,384,222,442,987,190,,,,,Excellent,"CZK 30,000",Personal,Brick building,C,,Standard materials and solutions,Gas boiler,Attic,,,10 to 30 years years,,,,,
716522,"CZK 32,000",50.0613873,14.3654246,"Na Pomezí, Prague - Košíře",3 bedroom with open-plan kitchen,110 m²,"CZK 3,500",Partially furnished,2,Yes,No,No,Yes,No,Yes,No,01. 07. 2022,153,946,939,"1,409","1,031","1,033",431,460,961,292,Excellent,"CZK 64,000",Personal,Low-energy building,G,,,,,,,,,,,,
717425,"CZK 14,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,30 m²,CZK 950,Partially furnished,4,No,No,No,No,No,Yes,No,06. 05. 2022,184,143,6,326,135,425,130,356,84,98,Excellent,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,,
644353,"CZK 13,500",50.114394,14.475412,"Zenklova, Prague - Libeň",1 bedroom with open-plan kitchen,44 m²,"CZK 1,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 12. 2021,165,"1,452",368,"1,148",159,745,537,"1,302",868,396,Excellent,"CZK 13,500",Personal,Brick building,B,,,,,,,,,,,,
602233,"CZK 30,000",50.078073,14.423947,"Řeznická, Prague - Nové Město",3 bedroom,85 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,238,629,89,270,94,333,234,419,415,356,Good,"CZK 34,000",Personal,Brick building,F,,Standard materials and solutions,Central heating,Middle floor,Bathroom unit,,over 50 years years,,,,,
602617,"CZK 22,000",50.084122,14.431357,"U Půjčovny, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,205,267,329,176,129,314,42,854,288,369,Good,"CZK 25,500",Personal,Brick building,G,,Standard materials and solutions,Gas boiler,Middle floor,,,over 50 years years,,,,,
602655,"CZK 20,900",50.089699,14.341763,Prague - Veleslavín,3 bedroom,80 m²,"CZK 4,900",Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,215,609,145,234,199,274,281,145,937,263,Excellent,"CZK 35,000",Cooperative,Brick building,B,,,District heating,,Exterior,,,,,,,
668396,"CZK 19,000",50.04028,14.56921,"Mantovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,6,No,Yes,Yes,No,No,Yes,Yes,01. 07. 2022,338,923,684,787,809,379,480,748,"1,280",390,New build,"CZK 22,000",Personal,Brick building,C,,,,,,,,,,,,
717233,"CZK 15,600",50.06799,14.55658,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom,54 m²,"CZK 3,900",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 06. 2022,784,"1,478",621,540,800,"1,302","1,442",600,,,New build,"CZK 25,000",Cooperative,Brick building,B,,,,,,,,,,,,
660548,"CZK 36,000",50.10666,14.3884,"Bechyňova, Prague - Dejvice",3 bedroom with open-plan kitchen,100 m²,"CZK 6,000",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,51,"1,254",57,661,139,115,352,322,694,354,New build,"CZK 72,000",Personal,Other,G,,Premium materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
467055,"CZK 16,000",50.134464,14.4676022,"Šimůnkova, Prague - Kobylisy",2 bedroom with open-plan kitchen,62 m²,"CZK 4,500",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 07. 2022,334,911,391,933,378,811,317,275,364,,,"CZK 30,000",Personal,Prefab concrete building,D,,,,,,,,,,,,
625052,"CZK 12,000",50.155715,14.514947,"Tryskovická, Prague - Čakovice",Studio,30 m²,"CZK 3,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,No,01. 07. 2022,598,"1,043",282,211,"1,048",997,158,190,,,New build,"CZK 15,000",Personal,Prefab concrete building,B,Yes,,,,,,,,,,25 m²,
717226,"CZK 17,990",50.07907277777,14.48585333333,"Janýrova, Prague - Strašnice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,655",Partially furnished,4,Yes,No,No,No,Yes,Yes,No,,295,738,376,414,264,347,761,776,421,150,Excellent,"CZK 21,645",Personal,Brick building,G,,,,,,"CZK 21,645

                                
                                
                
i",,,,,,
717219,"CZK 17,990",50.06351777777,14.4378525,"Boleslavova, Prague - Nusle",2 bedroom,56 m²,"CZK 2,659",Unfurnished,3,No,No,No,No,No,Yes,No,,233,245,108,178,248,321,394,341,468,196,Excellent,"CZK 20,649",Personal,Brick building,C,,,,,,"CZK 20,649

                                
                                
                
i",,,,,,
717216,"CZK 13,000",50.0573,14.28258,"Prušánecká, Prague - Zličín",Studio,37 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,Yes,Yes,Yes,Yes,06. 05. 2022,212,998,825,754,839,879,228,"1,101",102,,Excellent,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,,
716470,"CZK 13,500",50.08643,14.44441,"Řehořova, Prague - Žižkov",Studio,30 m²,"CZK 3,500",Partially furnished,-2,No,No,Yes,No,No,Yes,No,01. 05. 2022,216,730,475,586,207,697,465,504,546,698,Excellent,"CZK 13,500",Personal,Brick building,G,,,,,,,,,,,,
716775,"CZK 11,000",50.09156,14.48126,"Biskupcova, Prague - Žižkov",Studio,30 m²,"CZK 2,700",Partially furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,100,744,74,435,74,368,418,136,213,237,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
47085,"CZK 18,000",50.1344641,14.4676023,"Šimůnkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,6,No,Yes,No,No,No,Yes,No,01. 07. 2022,334,911,391,933,378,811,317,275,364,,Excellent,"CZK 25,000",Personal,Prefab concrete building,D,,Standard materials and solutions,Gas boiler,Top floor,,,1 to 10 years years,,,,,
318429,"CZK 13,900",50.046502535656,14.444247300043,Prague - Krč,1 bedroom with open-plan kitchen,50 m²,"CZK 3,800",Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,266,437,96,221,152,178,321,597,740,187,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
717177,"CZK 8,690",50.01784,14.46071,"Pasteurova, Prague - Krč",Studio,28 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,01. 06. 2022,485,774,652,516,681,795,"1,344",826,,,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
197096,"CZK 15,500",50.0445399,14.5179182,"Nám. Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Unfurnished,2,Yes,No,No,No,No,No,No,,124,117,86,97,883,263,977,163,,,,"CZK 38,000",Personal,Brick building,B,,Standard materials and solutions,District heating,Middle floor,,,,,,,,
564531,"CZK 30,000",50.1160867,14.4214809,"Sádky, Prague - Troja",5 bedroom,258 m²,"CZK 5,000",Unfurnished,1,Yes,Yes,No,No,No,Yes,Yes,15. 11. 2021,342,123,472,297,326,441,973,606,,,,"CZK 35,000",Personal,Brick building,,,Standard materials and solutions,Gas boiler,Ground floor,,,,,,,,
423042,"CZK 45,900",50.1023759,14.4263862,"Kamenická, Prague - Holešovice",4 bedroom with open-plan kitchen,125 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 07. 2022,288,489,67,300,154,334,187,81,385,,,,Personal,Brick building,,Yes,Premium materials and solutions,Gas boiler,Top floor,Overall,,,,,,,
716448,"CZK 14,500",50.06292,14.38006,"Černochova, Prague - Košíře",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Partially furnished,6,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,340,"1,246",671,"1,032",660,957,348,"1,229",619,,Excellent,"CZK 14,500",Personal,Brick building,G,,,,,,,,,,,,
717068,"CZK 12,000",50.0788177,14.4727822,"Jana Želivského, Prague - Žižkov",2 bedroom,49 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 06. 2022,106,780,263,265,100,268,571,"1,224",188,366,Excellent,"CZK 16,000",Personal,Brick building,G,,,Other,Middle floor,,,,,,,,
717071,"CZK 16,500",50.13033,14.4935,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,54 m²,"CZK 2,700",Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 07. 2022,358,"1,059",203,984,631,477,558,435,"1,185",125,New build,"CZK 33,000",Personal,Brick building,C,,,,,,,,,,,,
717073,"CZK 19,900",50.09078,14.42269,"Haštalská, Prague - Staré Město",Studio,46 m²,"CZK 2,900",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,92,445,40,168,41,185,212,308,215,217,Excellent,"CZK 19,900",Personal,Brick building,C,,,,,,,,,,,,
717070,"CZK 14,000",50.0698,14.37914,"Vrchlického, Prague - Košíře",1 bedroom with open-plan kitchen,42 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 05. 2022,160,275,129,581,247,688,248,754,940,485,Excellent,"CZK 16,000",Personal,Brick building,E,,,,,,,,,,,,
715422,"CZK 17,900",50.07828,14.5085,"Limuzská, Prague - Strašnice",1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Unfurnished,3,Yes,No,No,No,No,No,No,06. 05. 2022,53,915,509,892,124,768,934,"1,058","1,195",526,New build,"CZK 45,000",Personal,Other,C,,,Central heating,Middle floor,,,,,,,,
297329,"CZK 16,500",50.1084147,14.5367497,"Zelenečská, Prague - Hloubětín",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,331,404,195,386,301,222,288,135,603,59,Good,"CZK 30,000",Personal,Brick building,G,,Standard materials and solutions,District heating,Middle floor,Bathroom unit,,,,,,,
717056,"CZK 11,490",50.06492833333,14.30005555555,"Makovského, Prague - Řepy",Studio,36 m²,"CZK 2,738",Partially furnished,5,No,No,Yes,No,No,Yes,No,,91,792,129,753,83,860,555,324,"1,093",294,Good,"CZK 14,228",Personal,Prefab concrete building,G,,,,,,"CZK 14,228

                                
                                
                
i",,,,,,
717047,"CZK 11,000",50.03005,14.52899,"Bajkonurská, Prague - Háje",Studio,27 m²,"CZK 3,000",Furnished,11,No,No,No,No,No,Yes,No,01. 07. 2022,81,451,106,146,121,182,440,384,242,271,Excellent,"CZK 14,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
656514,"CZK 12,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",Studio,50 m²,"CZK 3,000",Furnished,5,No,No,No,No,No,Yes,No,10. 05. 2022,161,133,103,297,14,246,314,447,599,333,Excellent,"CZK 15,000",Personal,Brick building,D,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
385690,"CZK 16,000",50.0444069,14.5181806,Prague - Hostivař,1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,113,28,"1,492",75,86,872,252,966,178,,,"CZK 25,000",Personal,Brick building,B,,,District heating,Middle floor,,,10 to 30 years years,,,,,
717041,"CZK 21,000",50.05024,14.34038,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,56 m²,"CZK 5,000",Furnished,1,No,Yes,No,No,No,No,No,01. 07. 2022,121,65,128,0,65,130,160,422,807,157,New build,"CZK 21,000",Personal,Brick building,C,,,,,,,,,,,,
