Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Administration fee,Ownership Type,Building Type,Age,Design,Heating,Total number of floors,Renovation,PENB,New building,Front garden,Investment Advisor,Developer name,Project name,Kód jednotky
709998,"CZK 20,000",50.07626,14.45352,"Slezská, Prague - Vinohrady",2 bedroom,55 m²,"CZK 4,000",Unfurnished,4,No,No,Yes,No,No,Yes,No,10. 03. 2022,170,234,196,156,20,171,81,443,821,310,Good,"CZK 10,000",,Personal,Brick building,,,,,,G,,,,,,
694481,"CZK 9,500",50.04618,14.46108,"Podle Kačerova, Prague - Michle",Studio,30 m²,CZK 750,Partially furnished,1,No,No,No,No,No,No,No,01. 12. 2021,148,616,20,674,102,587,341,347,306,190,Good,"CZK 9,500",,Personal,Brick building,,,Electric boiler,Raised ground floor,Interior,G,,,,,,
709968,"CZK 9,000",50.05766,14.57953,"U Lipové aleje, Prague - Dubeč",Studio,35 m²,"CZK 3,500",Partially furnished,1,Yes,No,Yes,No,Yes,No,No,14. 03. 2022,246,980,395,283,"1,447","1,301",161,,,,Excellent,"CZK 25,000",,Personal,Brick building,,,,,,A,,,,,,
193776,"CZK 17,000",50.0903098,14.4743508,"Biskupcova, Prague - Žižkov",2 bedroom,49 m²,CZK 500,Furnished,2,No,No,No,No,No,Yes,No,21. 04. 2022,166,"1,038",161,232,43,143,294,359,331,393,,"CZK 34,000",,Personal,Brick building,,,,,,,,2000 m²,,,,
582426,"CZK 19,000",50.07266,14.477987,"Omská, Prague - Vršovice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Unfurnished,2,No,No,No,No,No,No,No,01. 05. 2022,222,213,331,458,208,260,156,189,588,435,New build,"CZK 20,000",,Personal,Brick building,,,Gas boiler,Middle floor,,B,,,,,,
709962,"CZK 13,000",50.09935,14.42987,"Milady Horákové, Prague - Holešovice",Studio,30 m²,"CZK 2,500",Furnished,2,Yes,No,Yes,No,No,No,No,12. 03. 2022,75,523,33,158,86,70,139,60,409,,Excellent,"CZK 20,000",,Personal,Brick building,,,,,,G,,,,,,
616116,"CZK 9,000",50.058906,14.496043,"Chmelová, Prague - Záběhlice",Small studio,21 m²,"CZK 2,000",,4,No,No,Yes,No,No,No,No,01. 05. 2022,264,618,300,821,537,323,452,830,366,144,Good,,,Personal,Prefab concrete building,,,,,,A,,,,,,
709778,"CZK 19,000",50.04106,14.32389,"Bellušova, Prague - Stodůlky",3 bedroom,82 m²,"CZK 3,200",Furnished,5,No,No,No,Yes,No,No,No,01. 04. 2022,301,832,638,587,628,603,419,623,395,136,Excellent,"CZK 30,000",,Cooperative,Prefab concrete building,,Premium materials and solutions,District heating,,Overall,B,,,,,,
709959,"CZK 9,900",50.08141,14.36742,"U Ladronky, Prague - Břevnov",1 bedroom,33 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,09. 03. 2022,286,635,444,502,427,438,410,767,533,346,Excellent,"CZK 11,500",,Personal,Brick building,,,Gas boiler,,,E,,,,,,
704402,"CZK 15,500",50.0967609,14.359944,"K Lánu, Prague - Vokovice",2 bedroom,57 m²,,Furnished,2,Yes,No,No,No,No,No,No,10. 03. 2022,166,132,76,155,93,100,335,377,"1,265",219,Good,"CZK 20,000",,Personal,Brick building,,,District heating,,,G,,,,,,
709955,"CZK 23,000",50.0487803,14.429177049324,"K Sídlišti, Prague - Nusle",1 bedroom with open-plan kitchen,55 m²,"CZK 5,700",Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,09. 03. 2022,127,"1,022",329,537,351,617,385,489,765,240,Excellent,"CZK 25,000",,Personal,Brick building,,,,,,G,,,,,,
709952,"CZK 28,000",50.05162,14.40692,"Křížová, Prague - Smíchov",Other,117 m²,"CZK 5,500",Unfurnished,5,No,No,No,No,No,Yes,Yes,09. 03. 2022,153,583,454,"1,154","1,352",656,970,"1,254",,,Excellent,"CZK 25,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
642558,"CZK 27,000",50.085989,14.450022,"Dalimilova, Prague - Žižkov",2 bedroom with open-plan kitchen,56 m²,"CZK 2,900",Furnished,6,Yes,Yes,No,No,Yes,Yes,No,01. 04. 2022,201,328,174,335,112,296,40,351,40,677,Excellent,"CZK 29,900",,Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,Overall,C,,,,,,
708784,"CZK 20,000",50.09088,14.42928,"Soukenická, Prague - Nové Město",1 bedroom,45 m²,"CZK 3,000",Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,127,307,160,135,57,213,31,277,371,421,Good,"CZK 30,000",,Personal,Brick building,,,,,,G,,,,,,
365867,"CZK 17,900",50.1141859,14.4693884,"Kašparovo náměstí, Prague - Libeň",1 bedroom with open-plan kitchen,42 m²,"CZK 2,388",Partially furnished,1,Yes,No,Yes,No,No,Yes,Yes,,208,"1,098",66,"1,215",166,337,139,"1,375",835,273,,,,Personal,Brick building,,,,,,,,,,,,
623090,"CZK 14,500",50.098557,14.377386,"Velvarská, Prague - Dejvice",1 bedroom with open-plan kitchen,53 m²,"CZK 2,400",Unfurnished,1,No,Yes,No,No,No,No,No,01. 03. 2022,328,"1,163",244,806,202,633,"1,050",223,927,354,Good,"CZK 14,500",,Personal,Brick building,,,,Ground floor,Interior,G,,,,,,
683054,"CZK 30,000",50.0899,14.42658,"Benediktská, Prague - Staré Město",3 bedroom,110 m²,"CZK 1,000",Unfurnished,4,Yes,No,No,No,No,Yes,No,14. 02. 2022,141,133,97,123,0,261,179,161,266,246,Excellent,"CZK 60,000",,Personal,Brick building,,,,,,G,,,,,,
709223,"CZK 15,000",50.0209468,14.4421338,"Rabyňská, Prague - Kamýk",2 bedroom,60 m²,"CZK 3,500",Partially furnished,1,Yes,No,No,No,No,Yes,No,04. 03. 2022,249,801,290,775,848,467,359,391,889,76,Excellent,"CZK 15,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
709885,"CZK 11,000",50.10895,14.49978,"Bassova, Prague - Vysočany",1 bedroom,37 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,Yes,No,15. 03. 2022,165,250,164,240,103,251,512,471,437,286,Excellent,"CZK 11,000",,Personal,Prefab concrete building,,,,,,C,,,,,,
709868,"CZK 25,000",50.06455,14.36044,"Na Výši, Prague - Košíře",3 bedroom,89 m²,"CZK 2,800",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 04. 2022,179,996,"1,219",402,"1,112",732,271,426,321,,Excellent,"CZK 50,000",,Personal,Brick building,,Premium materials and solutions,Gas boiler,Raised ground floor,Overall,G,,135 m²,,,,
173714,"CZK 11,900",50.1043889,14.5549776,"Hejtmanská, Prague - Kyje",1 bedroom,40 m²,"CZK 1,900",Furnished,1,No,No,No,No,No,No,No,25. 04. 2021,235,475,474,235,376,543,"1,136",731,545,,New build,"CZK 14,000",,Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,Ground floor,Overall,A,,,,,,
705073,"CZK 16,000",50.08141,14.49942,"Počernická, Prague - Malešice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,89,180,47,127,51,232,197,572,806,126,New build,,,Personal,Brick building,,,,,,C,,,,,,
647951,"CZK 16,500",50.069714,14.552931,"Pod Areálem, Prague - Štěrboholy",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,453,"1,049",665,570,627,418,586,655,,,New build,"CZK 20,000",,Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,Top floor,,B,,,,,,
709852,"CZK 35,000",50.0987,14.67176,"Slavětínská, Prague - Klánovice",2 bedroom with open-plan kitchen,108 m²,"CZK 4,500",Partially furnished,1,Yes,Yes,No,Yes,Yes,Yes,No,01. 04. 2022,0,444,"1,076",255,8,494,436,633,487,,New build,"CZK 35,000",,Personal,Low-energy building,,,,,,G,,,,,,
639682,"CZK 9,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,22 m²,"CZK 1,900",Partially furnished,4,Yes,Yes,No,No,No,No,No,15. 03. 2022,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Excellent,"CZK 18,000",,Personal,Brick building,1 to 10 years years,,Gas boiler,Middle floor,Overall,C,,,,,,
552860,"CZK 15,000",50.0564933,14.5217297,Prague - Hostivař,3 bedroom,68 m²,"CZK 3,000",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,165,725,381,687,709,729,"1,183",986,742,156,Excellent,"CZK 20,000",,Personal,Prefab concrete building,,,,Middle floor,,,,,,,,
709729,"CZK 27,000",50.12026,14.46009,"Pod Hliništěm, Prague - Kobylisy",2 bedroom with open-plan kitchen,99 m²,,Partially furnished,2,Yes,No,No,No,Yes,No,No,14. 03. 2022,72,79,73,507,170,109,748,448,956,514,New build,"CZK 30,000",,Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,C,Yes,,,,,
33641,"CZK 14,000",50.0768071,14.4045114,"Arbesovo náměstí, Prague - Smíchov",1 bedroom,52 m²,"CZK 2,400",Unfurnished,3,No,No,No,Yes,No,No,No,01. 04. 2022,85,218,24,76,80,112,226,917,737,366,,"CZK 16,400",,Personal,Brick building,,,Central heating,Top floor,Interior,G,,,,,,
644758,"CZK 23,000",50.0947173,14.4538755,Prague - Karlín,2 bedroom with open-plan kitchen,92 m²,"CZK 2,500",Partially furnished,2,No,No,No,No,No,No,No,16. 04. 2021,137,489,163,215,59,309,493,"1,339",359,469,Excellent,"CZK 23,000",,Cooperative,Brick building,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,Interior,D,,,,,,
709801,"CZK 23,000",50.07745,14.42659,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 5,000",Furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 1970,47,688,13,220,89,119,262,362,162,268,Excellent,"CZK 23,000",,Personal,Brick building,,,District heating,Top floor,Interior,C,,,,,,
709800,"CZK 9,000",50.08292,14.38093,"Nad Závěrkou, Prague - Břevnov",1 bedroom,30 m²,CZK 600,Partially furnished,,No,Yes,No,No,No,No,No,01. 06. 2022,324,822,466,974,349,779,699,676,323,97,Good,"CZK 19,200",,Personal,Brick building,,,Other,Ground floor,Interior,G,,,,,,
564661,"CZK 14,000",50.0522232,14.4604065,"Hadovitá, Prague - Michle",Studio,40 m²,"CZK 2,500",Furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,269,853,366,951,239,829,536,797,932,505,New build,"CZK 30,000",,Personal,Other,1 to 10 years years,Premium materials and solutions,Central heating,,,C,Yes,,,,,
709793,"CZK 12,000",50.0893948,14.3056149,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,43 m²,"CZK 2,500",Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 04. 2022,180,403,345,332,258,388,291,"1,278",135,,Excellent,"CZK 12,000",,Personal,Prefab concrete building,,,,,,D,,,,,,
709790,"CZK 13,990",50.12913444444,14.472445,"Taussigova, Prague - Kobylisy",1 bedroom with open-plan kitchen,43 m²,"CZK 1,955",Unfurnished,13,Yes,No,Yes,No,No,Yes,No,,339,280,234,409,309,323,223,577,"1,339",249,Excellent,"CZK 15,945","CZK 15,945

                                
                                
                
i",Personal,Prefab concrete building,,,,,,C,,,,,,
709785,"CZK 14,490",50.12479833333,14.4722425,"U Slovanky, Prague - Libeň",2 bedroom,74 m²,"CZK 3,228",Partially furnished,3,Yes,No,Yes,No,No,No,No,,63,490,183,497,261,417,535,566,991,248,Good,"CZK 17,718","CZK 17,718

                                
                                
                
i",Personal,Brick building,,,,,,G,,,,,,
709776,"CZK 12,000",50.0151798,14.4716662,"Pražského povstání, Prague - Kunratice",1 bedroom,30 m²,CZK 1,Partially furnished,2,No,No,Yes,No,Yes,No,No,08. 04. 2022,186,"1,068",771,359,753,236,888,"1,021",678,,,"CZK 24,000",,Personal,Brick building,,,Gas boiler,Attic,,,,,,,,
477068,"CZK 22,000",50.0263964,14.4900979,"Klírova, Prague - Chodov",3 bedroom with open-plan kitchen,98 m²,"CZK 7,000",Furnished,1,No,No,No,No,No,No,No,,374,441,130,534,161,196,438,249,238,94,,"CZK 29,000",,Personal,Prefab concrete building,,,District heating,,,,,,,,,
709617,"CZK 15,000",50.06974,14.67708,"Žiželická, Prague - Újezd nad Lesy",3 bedroom,70 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,Yes,No,No,07. 03. 2022,488,243,535,300,484,5,,,,,Excellent,"CZK 30,000",,Personal,Prefab concrete building,,,,,,C,,,,,,
709764,"CZK 14,000",50.0736928,14.3940859,"Holečkova, Prague - Smíchov",1 bedroom with open-plan kitchen,32 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,97,"1,011",149,702,163,793,227,941,"1,059",361,New build,"CZK 25,000",,Personal,Brick building,,,,,,G,,,,,,
709119,"CZK 16,000",50.10268,14.43487,"Schnirchova, Prague - Holešovice",1 bedroom with open-plan kitchen,61 m²,"CZK 6,000",Partially furnished,5,No,Yes,No,No,No,Yes,No,03. 03. 2022,267,800,35,312,42,194,339,488,988,,Excellent,"CZK 16,000",,Personal,Brick building,,,,,,G,,,,,,
709762,"CZK 19,990",50.05513722222,14.45547277777,"U plynárny, Prague - Michle",2 bedroom with open-plan kitchen,70 m²,"CZK 4,399",Unfurnished,4,Yes,No,Yes,No,No,Yes,No,,100,83,221,615,219,"1,128",627,759,595,783,Good,"CZK 24,389","CZK 24,389

                                
                                
                
i",Personal,Brick building,,,,,,D,,,,,,
709753,"CZK 16,800",50.063137,14.4447929,"Mojmírova, Prague - Nusle",1 bedroom with open-plan kitchen,62 m²,"CZK 1,200",Unfurnished,6,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,236,562,93,265,171,308,450,832,628,588,Excellent,"CZK 18,000",,Personal,Brick building,,,,,,G,,,,,,
709075,"CZK 38,000",50.0579,14.40415,"Pod Kesnerkou, Prague - Smíchov",Other,177 m²,"CZK 8,000",Unfurnished,3,No,No,No,No,No,No,No,01. 05. 2022,134,951,261,"1,479",250,508,"1,081","1,210","1,041",219,Excellent,"CZK 38,000",,Personal,Brick building,,,Gas boiler,Top floor,,B,,,,,,
650471,"CZK 9,000",50.093122,14.460505,"Pernerova, Prague - Karlín",Small studio,27 m²,"CZK 2,000",Furnished,,No,No,No,No,No,No,No,01. 04. 2022,448,"1,073",220,673,331,537,194,"1,124",587,67,Excellent,"CZK 20,000",,Personal,Brick building,,,Other,Raised ground floor,,G,,,,,,
709056,"CZK 13,000",50.01368,14.43367,"Zárubova, Prague - Kamýk",1 bedroom with open-plan kitchen,52 m²,"CZK 5,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,410,"1,496",339,"1,488",843,330,156,416,651,281,Excellent,"CZK 13,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
249017,"CZK 11,500",50.0886376054,14.4097052903,"U lužického semináře, Prague - Malá Strana",Small studio,19 m²,"CZK 2,500",Unfurnished,4,No,Yes,No,No,No,No,No,01. 03. 2022,297,440,112,418,0,718,476,322,958,176,Excellent,"CZK 14,000",,Personal,Brick building,1 to 10 years years,Premium materials and solutions,Other,Top floor,Overall,,,10 m²,,,,
681096,"CZK 22,000",50.01763,14.40109,"Mezi Vodami, Prague - Modřany",1 bedroom with open-plan kitchen,63 m²,"CZK 4,000",Partially furnished,8,No,No,No,No,No,Yes,Yes,Ihned,196,281,"1,184",690,"1,317",,,,,,New build,"CZK 40,000",,Personal,Prefab concrete building,1 to 10 years years,Premium materials and solutions,,,,G,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,71 m²,"CZK 5,500",Partially furnished,,No,No,No,No,No,No,No,07. 03. 2022,273,794,162,"1,032",290,982,154,742,195,,Excellent,"CZK 21,000",,Personal,Prefab concrete building,,,,,,G,,,,,,
586138,"CZK 15,500",50.090389,14.47392,"Viklefova, Prague - Žižkov",Studio,36 m²,"CZK 4,000",Unfurnished,6,Yes,No,No,No,No,Yes,No,01. 04. 2022,198,"1,019",141,262,9,110,321,339,361,424,New build,"CZK 31,000",,Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,Electric boiler,Attic,Overall,A,Yes,,,,,
709670,"CZK 17,000",50.05287,14.40159,"Děvínská, Prague - Smíchov",1 bedroom,70 m²,"CZK 5,000",Furnished,2,No,No,No,No,Yes,No,No,08. 03. 2022,382,"1,382",808,"1,299",796,"1,369",888,"1,292",882,832,Excellent,"CZK 44,000",,Personal,Brick building,,,,Attic,,G,,,,,,
678461,"CZK 20,000",50.08458,14.36419,"Břevnovská, Prague - Břevnov",2 bedroom,81 m²,"CZK 3,500",Partially furnished,3,Yes,No,No,No,No,Yes,Yes,06. 08. 2021,134,0,130,199,145,111,236,588,113,444,Excellent,"CZK 40,000",,Personal,Brick building,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,G,,,,,,
681098,"CZK 19,900",50.04305,14.50172,"Šternovská, Prague - Chodov",1 bedroom with open-plan kitchen,67 m²,"CZK 3,500",Partially furnished,5,No,Yes,No,No,Yes,Yes,Yes,30. 10. 2021,285,"1,315",723,"1,481",316,793,716,746,565,137,Excellent,"CZK 20,000",,Personal,Brick building,,Premium materials and solutions,,Top floor,,G,,,,,,
332636,"CZK 10,000",50.0923038,14.5401226,"Zvíkovská, Prague - Kyje",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Partially furnished,,No,No,No,No,No,No,No,,174,305,331,840,"1,019","1,366",220,,,,,"CZK 13,000",,Personal,Brick building,,Standard materials and solutions,Gas boiler,Raised ground floor,Interior,,,,,,,
559414,"CZK 9,000",50.0536277,14.3436194,"Blattného, Prague - Stodůlky",Studio,33 m²,"CZK 3,000",Furnished,7,No,No,Yes,No,No,Yes,No,07. 03. 2022,317,570,291,616,409,256,299,241,"1,287",226,,"CZK 12,000",,Personal,Prefab concrete building,,,,,,,,,,,,
667783,"CZK 16,000",50.07054,14.48633,"Na Hroudě, Prague - Strašnice",2 bedroom,55 m²,"CZK 4,500",Furnished,3,No,No,No,No,No,Yes,No,02. 04. 2022,185,789,470,541,137,264,430,645,406,326,Excellent,"CZK 35,000",,Personal,Brick building,,Standard materials and solutions,District heating,Middle floor,Overall,G,,,,,,
709621,"CZK 21,500",50.12878,14.49267,"Lovosická, Prague - Střížkov",1 bedroom with open-plan kitchen,62 m²,"CZK 3,500",Partially furnished,8,No,Yes,No,No,Yes,Yes,No,07. 03. 2022,119,936,97,836,393,239,456,328,947,121,Excellent,"CZK 25,000",,Personal,Brick building,,Premium materials and solutions,Central heating,Top floor,,B,,,,,,
709620,"CZK 13,490",50.11624833333,14.46934333333,"Na stráži, Prague - Libeň",1 bedroom with open-plan kitchen,49 m²,"CZK 1,339",Unfurnished,2,No,No,No,No,No,No,No,,108,956,19,"1,404",80,248,375,"1,113","1,094",443,Good,"CZK 14,827","CZK 14,827

                                
                                
                
i",Personal,Brick building,,,,,,E,,,,,,
527124,"CZK 17,000",50.0655687,14.4278338,"Oldřichova, Prague - Nusle",1 bedroom,34 m²,"CZK 2,950",Unfurnished,2,No,No,No,No,No,No,No,01. 04. 2022,242,875,155,452,120,300,585,696,417,246,Excellent,"CZK 17,000",,Personal,Brick building,,,,,,,,,,,,
695446,"CZK 17,000",50.03435,14.53284,"Plickova, Prague - Háje",2 bedroom with open-plan kitchen,64 m²,"CZK 4,000",Furnished,2,No,No,Yes,Yes,No,Yes,No,13. 12. 2021,311,424,214,484,207,512,231,354,258,198,Good,"CZK 17,000",,Cooperative,Prefab concrete building,,,,,,C,,,,,,
709599,"CZK 12,990",50.01976,14.46685,"Za Valem, Prague - Kunratice",Studio,42 m²,"CZK 3,500",Partially furnished,3,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,396,"1,353","1,230",175,532,557,"1,496",213,,,Excellent,"CZK 16,000",,Personal,Brick building,,,,,,G,,,,,,
679881,"CZK 14,900",50.07179,14.38585,"Holečkova, Prague - Košíře",3 bedroom,64 m²,"CZK 4,100",Furnished,,No,No,No,No,No,No,No,08. 03. 2022,171,980,159,"1,024",219,"1,147",405,520,"1,304",441,Good,"CZK 19,000",,Personal,Brick building,,,,,,G,,,,,,
709597,"CZK 18,500",50.08952,14.35216,"Na Větrníku, Prague - Břevnov",2 bedroom,50 m²,"CZK 3,000",Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,114,311,77,637,255,436,416,207,186,242,Excellent,"CZK 18,500",,Personal,Brick building,,,,,,A,,,,,,
708539,"CZK 30,000",50.07028,14.44046,"Nad Petruskou, Prague - Vinohrady",3 bedroom,101 m²,"CZK 5,000",Furnished,,No,No,No,No,No,No,No,01. 09. 2022,481,545,76,818,122,721,324,85,854,384,Excellent,"CZK 30,000",,Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,Ground floor,Overall,C,,10 m²,,,,
709589,"CZK 25,000",50.07683,14.46025,"Slezská, Prague - Vinohrady",3 bedroom,90 m²,"CZK 6,000",Furnished,1,No,No,No,Yes,Yes,Yes,No,01. 04. 2022,175,255,130,201,86,157,488,422,532,89,Good,"CZK 50,000",,Personal,Brick building,,,,,,G,,,,,,
586037,"CZK 13,300",50.076915,14.486097,"Vinohradská, Prague - Strašnice",Studio,33 m²,"CZK 2,950",Furnished,3,Yes,No,No,Yes,No,Yes,No,01. 04. 2022,53,529,156,231,117,164,489,840,700,222,New build,"CZK 30,000",,Personal,Other,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Overall,B,Yes,,,,,
514636,"CZK 14,000",50.0861821,14.448717,"Dalimilova, Prague - Žižkov",Studio,47 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,ihned,210,387,202,394,7,354,121,246,145,732,,"CZK 17,500",,Personal,Brick building,,,,,,,,,,,,
709566,"CZK 13,000",50.07608,14.46828,"Šrobárova, Prague - Vinohrady",Small studio,30 m²,"CZK 2,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,07. 03. 2022,256,606,177,409,53,389,90,716,75,228,Excellent,"CZK 13,000",,Cooperative,Brick building,,,Gas boiler,,Overall,G,,,,,,
670897,"CZK 15,000",50.06129,14.43673,"Táborská, Prague - Nusle",Studio,40 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,No,No,30. 04. 2022,13,703,5,541,14,462,303,601,245,182,Excellent,"CZK 15,000",,Personal,Brick building,,,,,,D,,,,,,
630457,"CZK 9,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,25 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,216,344,70,346,22,280,306,274,647,724,Good,,,Other,Brick building,,,,,,E,,,,,,
468820,"CZK 13,000",50.0684978,14.3880015,"Nad Popelkou, Prague - Smíchov",1 bedroom,55 m²,"CZK 2,800",Partially furnished,2,Yes,No,No,No,No,No,No,,46,980,655,"1,173",630,"1,067",691,"1,059",531,171,,"CZK 27,000",,Personal,Brick building,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,C,,,,,,
502639,"CZK 29,000",50.0705362,14.45,"Charkovská, Prague - Vršovice",2 bedroom with open-plan kitchen,96 m²,"CZK 4,829",Unfurnished,3,Yes,No,Yes,No,No,Yes,No,,156,669,167,215,94,511,208,468,398,384,Excellent,,,Personal,Other,,,,,,,,,,,,
686530,"CZK 34,000",50.10149,14.56361,"Mrázkova, Prague - Černý Most",3 bedroom with open-plan kitchen,106 m²,"CZK 5,000",Furnished,2,No,No,Yes,Yes,Yes,Yes,Yes,01. 05. 2022,232,708,418,"1,146",772,624,389,926,86,,New build,"CZK 50,000",,Personal,Brick building,1 to 10 years years,,District heating,Middle floor,,B,Yes,,,,,
566894,"CZK 15,000",50.0909257,14.3078094,"Ciolkovského, Prague - Ruzyně",2 bedroom,42 m²,"CZK 4,100",Partially furnished,2,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,238,234,140,127,246,184,289,"1,396","1,483",150,Excellent,"CZK 20,000",,Personal,Prefab concrete building,,Standard materials and solutions,District heating,,,C,,,,,,
704642,"CZK 14,000",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,27 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,"CZK 16,999",,Personal,Brick building,,,Central heating,,Overall,G,,,,,,
704809,"CZK 11,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,17 m²,"CZK 3,000",Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,"CZK 14,500",,Personal,Brick building,,,Central heating,,Overall,G,,,,,,
704676,"CZK 14,000",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,25 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,259,641,512,240,238,214,699,"1,065",467,443,New build,"CZK 16,999",,Personal,Brick building,,,Central heating,,Overall,G,,,,,,
580526,"CZK 11,500",50.076584,14.378298,"Pod Hybšmankou, Prague - Smíchov",Studio,32 m²,"CZK 1,200",Partially furnished,7,Yes,No,No,No,No,Yes,No,09. 03. 2022,326,"1,272",783,"1,353",895,"1,448","1,040",844,835,489,Excellent,"CZK 11,500",,Personal,Prefab concrete building,,Standard materials and solutions,District heating,Middle floor,Interior,F,,,,,,
709473,"CZK 20,000",50.10678,14.38687,"Na Kocínce, Prague - Dejvice",2 bedroom with open-plan kitchen,79 m²,"CZK 5,500",Partially furnished,4,No,Yes,No,No,Yes,Yes,No,25. 04. 2022,130,"1,355",120,774,73,198,297,327,674,299,Excellent,"CZK 20,000",,Personal,Brick building,,,,,,C,,,,,,
709471,"CZK 16,000",50.03535,14.38652,"Chlupáčova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,51 m²,"CZK 3,788",Partially furnished,2,No,No,Yes,Yes,No,Yes,Yes,01. 05. 2022,120,"1,062",463,970,302,"1,028","1,195","1,180","1,106",327,New build,"CZK 20,000",,Personal,Other,,,,,,G,,,,,,
483370,"CZK 15,000",50.0445677,14.4603603,"Pod dálnicí, Prague - Michle",2 bedroom,60 m²,"CZK 4,500",Partially furnished,19,No,No,No,Yes,No,Yes,No,05. 05. 2022,202,735,303,793,283,439,609,466,425,119,Excellent,"CZK 20,000",,Cooperative,Prefab concrete building,,,District heating,Middle floor,,,,,,,,
296434,"CZK 19,000",50.0917894,14.4479719,Prague - Karlín,1 bedroom with open-plan kitchen,45 m²,"CZK 2,000",Furnished,2,No,No,Yes,No,No,Yes,No,,251,186,102,335,85,387,258,"1,333",396,132,,CZK 2,,Personal,Brick building,,,,,Overall,B,,,,,,
704636,"CZK 14,500",50.0743326,14.4458547,"Chodská, Prague - Vinohrady",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Partially furnished,5,No,No,No,No,Yes,Yes,No,15. 03. 2022,245,228,174,581,139,487,407,203,449,236,Excellent,"CZK 20,000",,Personal,Brick building,,,,,,G,,,,,,
577627,"CZK 15,000",50.0779838,14.422826,"Příčná, Prague - Nové Město",Studio,21 m²,"CZK 1,000",Furnished,2,No,No,No,No,No,No,No,01. 04. 2020,208,545,128,216,20,238,294,487,483,424,Excellent,"CZK 25,000",,Personal,Brick building,,Standard materials and solutions,Electric boiler,Middle floor,Overall,G,,,,,,
