Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Renovation,Age,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
716293,"CZK 12,500",50.066,14.29848,"Na Chobotě, Prague - Řepy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,500","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,5,No,No,No,No,Yes,Yes,No,29. 04. 2022,F,103,"1,037",255,999,46,799,784,482,"1,378",88,,,,,,,,,,,
33343,"CZK 13,500",50.1059177,14.4486013,"U měšťanského pivovaru, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 3,000","CZK 16,500",Personal,Prefab concrete building,Furnished,4,No,No,No,No,No,Yes,No,01. 07. 2022,,208,391,136,210,95,214,400,672,383,478,Premium materials and solutions,Central heating,Middle floor,Overall,,,,,,,
716348,"CZK 23,000",50.10569,14.53889,"Chvalská, Prague - Hloubětín",3 bedroom,Good,65 m²,"CZK 7,900","CZK 31,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 05. 2022,G,15,46,57,65,229,120,506,428,306,294,Standard materials and solutions,Electric boiler,Raised ground floor,,10 to 30 years years,,,,,,
715140,"CZK 20,000",50.08509,14.34136,"Plojharova, Prague - Břevnov",2 bedroom with open-plan kitchen,Excellent,63 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,16. 05. 2022,G,262,821,468,622,305,617,156,305,811,399,Standard materials and solutions,District heating,Middle floor,Interior,over 50 years years,,,,,,
715186,"CZK 20,000",50.09337,14.48937,"K Lučinám, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,000","CZK 30,000",Personal,Other,Partially furnished,7,No,Yes,No,No,No,Yes,No,01. 05. 2022,G,278,307,64,270,164,285,185,208,320,139,,,,,,,,,,,
494735,"CZK 17,500",50.1155396,14.5633862,"Farkašova, Prague - Kyje",2 bedroom with open-plan kitchen,New build,63 m²,"CZK 4,350","CZK 20,000",Personal,Prefab concrete building,Furnished,2,Yes,No,No,No,No,No,No,01. 07. 2022,C,204,910,685,"1,279","1,219",697,,,,,Premium materials and solutions,District heating,Middle floor,,1 to 10 years years,,,,,,
716333,"CZK 45,000",50.0931,14.36735,"Nový lesík, Prague - Střešovice",5 bedroom,Good,170 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,Partially furnished,2,Yes,Yes,Yes,No,No,No,Yes,01. 05. 2022,G,266,928,710,"1,132",274,883,879,"1,234",325,288,,,,,,,,,,,
716332,"CZK 13,000",50.07667,14.46512,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 26,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,01. 05. 2022,G,222,402,263,509,100,476,176,644,220,197,,,,,,,,,,,
716194,"CZK 18,000",50.07532,14.35971,"Jeřabinová, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 5,400","CZK 25,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,No,Yes,No,01. 05. 2022,A,429,"1,202",675,920,548,519,467,,,,,,,,,,,,,,
716327,"CZK 20,000",50.05552,14.35149,"Vidoulská, Prague - Jinonice",1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,800","CZK 20,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,G,585,"1,034",225,807,451,600,210,796,"1,496",306,,,,,,,,,,,
713524,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,
715733,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 15,780",,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,30. 04. 2022,,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,
713497,"CZK 38,625",50.0895308,14.4237131,"Masná, Prague - Staré Město",1 bedroom,,38 m²,"CZK 12,875",,,,Furnished,4,No,No,No,No,No,Yes,No,17. 05. 2022,,69,269,125,89,15,106,70,52,156,144,,,,,,,,,,,
191403,"CZK 11,500",50.0831332,14.4493023,"Bořivojova, Prague - Žižkov",1 bedroom,,35 m²,"CZK 2,700","CZK 16,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,,364,198,40,225,81,202,206,314,358,577,Standard materials and solutions,,,,,,,,,,
716199,"CZK 14,000",50.12993,14.42601,"Štětínská, Prague - Bohnice",3 bedroom,Excellent,72 m²,"CZK 6,000","CZK 25,000",Cooperative,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,No,No,02. 05. 2022,G,272,670,256,899,603,288,520,547,774,199,,District heating,Middle floor,,,,,,,,
577064,"CZK 16,900",50.1027788,14.3748352,"U Hadovky, Prague - Dejvice",2 bedroom,Excellent,63 m²,"CZK 3,050","CZK 17,000",Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,29. 04. 2022,D,261,"1,397",338,"1,034",337,306,502,635,535,425,Standard materials and solutions,Gas boiler,Raised ground floor,Interior,over 50 years years,,,,,,
611061,"CZK 16,000",50.074347,14.438075,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,498","CZK 16,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 06. 2022,C,82,327,32,313,18,259,195,372,740,636,,Central heating,Middle floor,Overall,,,,,,,
716322,"CZK 16,500",50.10325,14.50045,"Na Harfě, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,500","CZK 30,000",Personal,Other,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,15. 07. 2022,G,368,"1,126",301,531,354,432,401,891,936,619,,,,,,,,,,,
514160,"CZK 15,500",50.1168106,14.498901,Prague - Prosek,1 bedroom with open-plan kitchen,,48 m²,"CZK 3,500","CZK 19,000",Cooperative,Prefab concrete building,Furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,,152,918,83,269,225,402,523,481,811,65,,District heating,Middle floor,Interior,,,,,,,
716321,"CZK 19,000",50.04359,14.45589,"Počátecká, Prague - Michle",2 bedroom,Excellent,68 m²,"CZK 4,000","CZK 19,000",Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,G,190,754,493,554,150,252,297,579,666,265,,,,,,,,,,,
462794,"CZK 17,500",50.0719945,14.4586477,"Žitomírská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 17,553",Personal,Brick building,Partially furnished,7,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,,89,613,63,390,128,388,202,295,688,336,Premium materials and solutions,Gas boiler,Top floor,,1 to 10 years years,,,,,,
520013,"CZK 10,490",50.013708,14.4335403,"Zárubova, Prague - Kamýk",Studio,,24 m²,"CZK 3,200","CZK 10,000",Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,No,No,Yes,No,,,438,"1,467",368,"1,460",815,359,128,387,622,252,,,,,,,,,,,
716319,"CZK 15,500",50.10763,14.39085,"Šlejnická, Prague - Dejvice",2 bedroom,Good,55 m²,"CZK 3,000","CZK 18,500",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,235,"1,371",4,778,373,178,618,161,676,639,,,,,,,,,,,
712894,"CZK 18,000",50.0744,14.50464,Prague - Strašnice,1 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 2,000","CZK 40,000",Personal,Other,Furnished,3,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,C,225,"1,146",268,"1,059",536,955,321,714,"1,128",468,Premium materials and solutions,Gas boiler,Middle floor,Overall,10 to 30 years years,Yes,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,,86 m²,"CZK 19,700",,,,Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,,281,192,58,183,11,369,315,297,289,305,,,,,,,,,,,
716317,"CZK 17,000",50.1022068,14.4360584,"U Smaltovny, Prague - Holešovice",2 bedroom,Excellent,56 m²,"CZK 3,500","CZK 34,000",Cooperative,Brick building,Partially furnished,7,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,G,378,857,122,337,55,401,423,484,984,,,,,,,,,,,,
716316,"CZK 7,900",50.07769,14.49927,"Tuklatská, Prague - Strašnice",Studio,Good,28 m²,"CZK 3,500","CZK 11,400",Cooperative,Prefab concrete building,Unfurnished,8,No,No,No,No,No,Yes,No,01. 05. 2022,G,149,618,52,485,222,438,440,477,"1,286",255,,,,,,,,,,,
716314,"CZK 15,500",50.10601,14.4356,"Bubenská, Prague - Holešovice",1 bedroom,Excellent,40 m²,"CZK 3,000","CZK 18,500",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,G,310,"1,078",541,773,84,477,525,106,677,,,Electric boiler,,Overall,,,,,,,
716313,"CZK 15,000",50.02073,14.45459,"V Štíhlách, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 3,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 05. 2022,G,399,554,442,280,108,793,996,714,596,,,,,,,,,,,,
716311,"CZK 14,000",50.1034592,14.435691,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,485","CZK 28,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,D,292,936,172,448,127,276,562,344,843,,,,,,,,,,,,
313038,"CZK 13,000",50.0730831,14.4684947,"Ruská, Prague - Vršovice",1 bedroom,,52 m²,"CZK 1,150","CZK 13,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,Yes,No,01. 05. 2022,,183,752,266,552,259,312,431,316,569,79,,,Ground floor,,,,,,,,
713470,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 10,725",,,,Furnished,3,No,No,No,No,No,Yes,No,16. 05. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,
694998,"CZK 23,000",50.101655482973,14.452764628089,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 4,000","CZK 23,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,29. 04. 2022,B,186,544,93,266,23,203,405,367,111,248,,,,,,,,,,,
492410,"CZK 17,000",50.0983131,14.4249055,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,G,218,307,78,180,163,214,176,"1,459",502,426,Premium materials and solutions,Other,Middle floor,Overall,1 to 10 years years,,,,,,
715700,"CZK 16,000",50.08845,14.45856,"Koněvova, Prague - Žižkov",Studio,New build,38 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,B,172,291,164,261,150,226,354,524,206,385,,,,,,,,,,,
656895,"CZK 12,000",50.1060796,14.4540639,Prague - Holešovice,Studio,Excellent,31 m²,"CZK 4,000","CZK 22,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,G,205,629,135,441,133,395,474,894,294,243,,,,,,,,,,,
678758,"CZK 10,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",Studio,Excellent,36 m²,"CZK 2,400","CZK 12,000",Personal,Low-energy building,Furnished,13,No,No,No,No,No,Yes,No,09. 05. 2022,C,355,262,265,205,155,306,637,827,"1,325",333,,District heating,,,10 to 30 years years,,,,,,
716217,"CZK 22,000",50.1068044,14.4975133,"Ocelářská, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,980","CZK 35,000",Personal,Low-energy building,,2,No,No,Yes,Yes,Yes,Yes,No,Ihned,A,372,749,467,549,456,489,565,720,354,247,,,,,,Yes,,,,,
715595,"CZK 9,200",50.05974,14.2945,"Na Radosti, Prague - Zličín",Studio,New build,28 m²,"CZK 2,800","CZK 9,200",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,G,91,898,798,906,80,"1,016",679,"1,166",92,520,,,,,,,,,,,
683562,"CZK 16,000",50.08669,14.3467,"Nad Alejí, Prague - Břevnov",2 bedroom,Excellent,56 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 06. 2022,D,212,422,286,361,180,300,95,159,517,101,,District heating,,Interior,,,,,,,
635038,"CZK 14,000",50.105327,14.50215,"Freyova, Prague - Vysočany",Studio,Excellent,32 m²,"CZK 4,000","CZK 20,000",Personal,Other,Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,B,407,741,349,410,281,694,475,506,687,234,,,,,,Yes,,,,,
716301,"CZK 12,990",50.10329055555,14.51906805555,"Poděbradská, Prague - Vysočany",Studio,New build,18 m²,"CZK 2,399","CZK 15,389",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,,C,63,"1,436",206,"1,417",765,216,"1,046","1,462","1,011",524,,,,,,Yes,"CZK 15,389

                                
                                
                
i",,,,
716299,"CZK 13,800",50.05615,14.4466,"U Družstva Život, Prague - Nusle",1 bedroom with open-plan kitchen,Good,50 m²,"CZK 2,500","CZK 41,400",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,01. 05. 2022,G,392,998,83,491,319,989,294,210,874,330,,,,,,,,,,,
716298,"CZK 14,490",50.10329055555,14.51906805555,"Poděbradská, Prague - Vysočany",Studio,New build,29 m²,"CZK 2,399","CZK 16,889",Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,No,,C,63,"1,436",206,"1,417",765,216,"1,046","1,462","1,011",524,,,,,,Yes,"CZK 16,889

                                
                                
                
i",,,,
715590,"CZK 43,775",50.09912,14.43261,Prague - Holešovice,3 bedroom with open-plan kitchen,New build,113 m²,"CZK 5,500","CZK 87,550",Personal,Brick building,Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,A,54,722,20,64,99,38,187,"1,475",177,471,,,,,,,,,,,
716295,"CZK 13,990",50.10328972222,14.51910694444,"Poděbradská, Prague - Vysočany",Studio,New build,27 m²,"CZK 2,399","CZK 16,389",Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,,C,61,"1,433",209,"1,415",762,219,"1,049","1,459","1,008",521,,,,,,Yes,"CZK 16,389

                                
                                
                
i",,,,
576044,"CZK 12,000",50.1251884,14.469121,"U Slovanky, Prague - Libeň",Studio,New build,30 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,Yes,28. 08. 2020,B,222,574,308,376,177,386,513,672,740,181,Premium materials and solutions,District heating,Middle floor,,1 to 10 years years,Yes,,,,,
445647,"CZK 10,500",50.1440866,14.57714,"Bohdanečská, Prague - Vinoř",Studio,,69 m²,"CZK 2,200",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,,,36,47,579,171,562,458,400,158,196,,,,,,,,,,,,
556222,"CZK 26,000",50.1011508,14.4284798,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,,78 m²,"CZK 6,800","CZK 30,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 08. 2022,,175,265,141,239,116,220,226,195,584,,Standard materials and solutions,Gas boiler,Middle floor,Interior,,,,,,,
565000,"CZK 13,500",50.1131896,14.4753639,"Braunerova, Prague - Libeň",Studio,,30 m²,"CZK 2,400","CZK 13,500",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,15. 05. 2022,,147,82,"1,034",185,543,277,"1,232",680,144,,,District heating,Middle floor,Overall,1 to 10 years years,Yes,,,,,
716279,"CZK 16,758",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,34 m²,"CZK 5,586",,,,Furnished,1,No,Yes,No,No,No,Yes,Yes,30. 04. 2022,,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,
540339,"CZK 13,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,,44 m²,"CZK 1,000","CZK 26,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,15. 04. 2022,G,95,407,245,"1,357","1,182",257,370,276,,,,,,,,,,,,,
55276,"CZK 21,000",50.0775157,14.4945873,"Na Výsluní, Prague - Strašnice",2 bedroom,Excellent,75 m²,"CZK 4,265","CZK 40,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,,,128,200,188,459,228,518,602,504,931,265,,,,,,,,,,,
475975,"CZK 10,000",50.008473,14.4211704,"Pejevové, Prague - Modřany",Studio,,27 m²,"CZK 2,500","CZK 7,000",Personal,Prefab concrete building,Furnished,5,No,No,No,No,No,No,No,,C,448,594,445,455,523,480,241,"1,020",942,638,,,,,,,,,,,
713312,"CZK 16,000",50.1317955,14.5448996,Prague - Kbely,1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,700","CZK 16,000",Personal,Brick building,Partially furnished,2,Yes,Yes,No,No,No,No,No,01. 05. 2022,B,383,732,636,571,596,430,430,252,495,,,,,,,,,15 m²,,,
584474,"CZK 20,000",50.093256,14.448366,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000","CZK 20,000",Cooperative,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,G,162,40,176,224,43,326,383,"1,357",482,87,,,,,,,,,,,
716265,"CZK 12,000",50.03018,14.53209,"Steinerova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,200","CZK 24,000",Cooperative,Prefab concrete building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,C,208,368,142,56,296,357,347,469,417,308,,,,,,,,,,,
716267,"CZK 14,990",50.07288527777,14.50361138888,"Oravská, Prague - Strašnice",2 bedroom,Excellent,51 m²,"CZK 2,604","CZK 17,594",Cooperative,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,,C,93,"1,198",73,988,574,856,402,666,919,272,,,,,,,"CZK 17,594

                                
                                
                
i",,,,
716266,"CZK 14,990",50.13787638888,14.50579833333,"Tupolevova, Prague - Letňany",2 bedroom,Excellent,52 m²,"CZK 3,654","CZK 18,644",Personal,Prefab concrete building,Partially furnished,5,No,No,No,No,No,Yes,No,,C,169,909,153,468,389,309,112,709,434,213,,,,,,,"CZK 18,644

                                
                                
                
i",,,,
716201,"CZK 12,500",50.0383794,14.3373813,"Bašteckého, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,800","CZK 16,300",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,C,272,656,187,709,61,367,64,607,52,49,,,,,,,,,,,
716255,"CZK 54,789",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,142 m²,"CZK 18,263",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,
716254,"CZK 26,918",50.0582813,14.4230267,"Na Dolinách, Prague - Podolí",2 bedroom,,80 m²,"CZK 8,972",,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,03. 06. 2022,,186,458,318,436,44,435,455,544,404,439,,,,,,,,,,,
425185,"CZK 15,500",50.0761964,14.4905813,"Za Poštou, Prague - Strašnice",1 bedroom with open-plan kitchen,,56 m²,,"CZK 20,000",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,C,85,213,60,163,128,270,267,566,781,315,Premium materials and solutions,Other,Raised ground floor,,1 to 10 years years,,,,,,
712778,"CZK 28,000",50.07667,14.35035,"Nad Motolskou nemocnicí, Prague - Břevnov",2 bedroom with open-plan kitchen,New build,120 m²,"CZK 5,000","CZK 28,000",Personal,Brick building,Partially furnished,3,No,Yes,Yes,No,Yes,No,Yes,04. 04. 2022,G,325,968,"1,401",611,829,"1,088","1,138","1,303",542,,,,,,,,,,,,
716248,"CZK 15,500",50.06945,14.46176,"Arménská, Prague - Vršovice",2 bedroom,Excellent,53 m²,"CZK 2,000","CZK 22,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,G,259,736,287,410,228,522,255,264,614,357,,,,,,,,,,,
715335,"CZK 14,900",50.08444,14.56321,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 2,800","CZK 14,900",Personal,Brick building,Furnished,1,No,Yes,Yes,No,No,Yes,Yes,01. 06. 2022,G,506,537,644,379,,,,,,,,,,,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",Personal,Brick building,Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,G,50,344,274,458,40,435,343,586,60,470,,,,,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,188,582,118,232,196,272,254,118,913,245,Premium materials and solutions,Central heating,Top floor,,1 to 10 years years,Yes,,,,,
716244,"CZK 18,000",50.01163,14.41707,"Hausmannova, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,200","CZK 36,000",Cooperative,Prefab concrete building,Unfurnished,,No,No,Yes,No,No,No,No,01. 05. 2022,G,96,817,288,719,734,710,315,348,"1,429",424,Standard materials and solutions,District heating,,Interior,,,,,,,
716238,"CZK 15,000",50.10362,14.50919,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,000","CZK 45,000",Personal,Brick building,Partially furnished,12,No,Yes,No,No,Yes,Yes,Yes,01. 06. 2022,G,446,121,"1,225",719,"1,048","1,345","1,068",84,,,Standard materials and solutions,District heating,Middle floor,,1 to 10 years years,,,,,,
713010,"CZK 16,500",50.0887144,14.459732,"Koněvova, Prague - Žižkov",Studio,New build,45 m²,CZK 900,"CZK 33,000",Personal,Low-energy building,Unfurnished,1,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,B,84,377,222,366,71,311,440,610,127,443,,Central heating,,,,,,,,,
548319,"CZK 14,800",50.0453193,14.3371599,"Böhmova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 25,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,357,457,298,485,402,478,373,419,489,134,,,,,,,,,,,
536913,"CZK 16,000",50.0848545,14.483906,Prague - Strašnice,Studio,,52 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,Premium materials and solutions,,Middle floor,,1 to 10 years years,Yes,,,,,
716235,"CZK 11,500",50.04454,14.56863,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,New build,33 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 06. 2022,B,137,"1,155",17,952,632,52,806,687,"1,106",484,,,,,,,,,,,
716233,"CZK 13,500",50.13091,14.41029,"Zelenohorská, Prague - Bohnice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 17,000",Personal,Prefab concrete building,Partially furnished,11,No,No,No,No,No,No,No,28. 04. 2022,B,79,905,114,835,112,902,630,449,303,,,District heating,,Overall,,,,,,,
652714,"CZK 24,000",50.140401,14.506608,"Místecká, Prague - Letňany",2 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 6,000","CZK 30,000",Personal,Prefab concrete building,Furnished,9,No,No,Yes,Yes,Yes,Yes,No,01. 06. 2022,G,213,841,151,783,337,104,369,416,515,226,,,,,,,,,,,
277147,"CZK 28,000",50.0779565,14.4177856,Prague - Nové Město,2 bedroom with open-plan kitchen,Excellent,92 m²,"CZK 4,500","CZK 42,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,15. 12. 2021,,64,431,52,170,24,345,178,243,487,429,Premium materials and solutions,Gas boiler,Attic,Interior,1 to 10 years years,,,2 m²,,,
617044,"CZK 21,000",50.076949,14.4649,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,F,197,200,66,307,120,375,159,672,203,172,Premium materials and solutions,Gas boiler,Raised ground floor,Interior,30 to 50 years years,,,,,,
716225,"CZK 13,000",50.08876,14.3046,"U Valu, Prague - Ruzyně",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 3,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,10,No,No,Yes,Yes,No,Yes,No,09. 05. 2022,A,224,487,429,416,372,473,383,"1,257",72,,,,,,,,,,,,
602233,"CZK 30,000",50.078073,14.423947,"Řeznická, Prague - Nové Město",3 bedroom,Good,85 m²,"CZK 4,000","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,01. 06. 2022,F,238,629,89,270,94,333,234,419,415,356,Standard materials and solutions,Central heating,Middle floor,Bathroom unit,over 50 years years,,,,,,
474952,"CZK 24,500",50.0523437,14.3299152,Prague - Stodůlky,2 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 3,000",CZK 1,Personal,Brick building,Furnished,3,No,Yes,No,No,No,Yes,Yes,01. 07. 2022,,190,"1,097",454,"1,062",658,617,"1,030",473,295,524,,Central heating,,Overall,1 to 10 years years,,,,,,
716218,"CZK 17,000",50.12632,14.49577,"Varnsdorfská, Prague - Střížkov",2 bedroom,Excellent,45 m²,"CZK 3,000","CZK 20,000",Cooperative,Prefab concrete building,Furnished,2,No,No,No,Yes,No,No,No,28. 04. 2022,C,267,544,169,456,249,270,242,364,999,238,,,,,,,,,,,
509105,"CZK 13,500",50.1058662,14.4495428,"U Měšťanského pivovaru, Prague - Holešovice",1 bedroom,,49 m²,"CZK 4,200","CZK 20,000",Cooperative,Brick building,Furnished,4,No,No,No,No,No,Yes,No,,C,134,324,75,137,35,140,340,599,310,417,,,,,,,,,,,
585738,"CZK 18,000",50.129377,14.551176,"Hornopočernická, Prague - Kbely",2 bedroom with open-plan kitchen,Excellent,100 m²,"CZK 5,000","CZK 22,000",Personal,Brick building,Partially furnished,2,No,Yes,Yes,No,No,No,No,28. 04. 2022,G,95,832,202,381,217,958,918,831,299,,,Central heating,,,,,,,,,
