Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Design,Heating,Total number of floors,Front garden,Renovation,Age,Administration fee,New building,Developer name,Project name,Kód jednotky
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,,70 m²,"CZK 2,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,249,431,949,940,317,"1,051",250,650,194,,,,,50 m²,,,,,,,
703821,"CZK 16,000",50.04529,14.45471,"Bítovská, Prague - Michle",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 5,600","CZK 20,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,26. 01. 2022,G,356,550,506,532,254,504,406,375,462,108,,,,,,,,,,,
589557,"CZK 11,000",50.036128,14.411271,"Ke Krči, Prague - Braník",Studio,Excellent,37 m²,"CZK 2,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,A,25,274,142,163,345,303,270,"1,235",249,,,,,,,,,,,,
704488,"CZK 15,450",50.02196,14.49634,"Nechvílova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 3,500","CZK 30,000",Personal,Prefab concrete building,Unfurnished,3,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,G,271,834,109,934,328,738,430,621,305,223,,,,,,,,,,,
605138,"CZK 19,000",50.091301,14.423457,"U Obecního Dvora, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,,4,No,No,No,No,No,Yes,No,07. 03. 2022,D,117,434,101,251,100,269,295,391,203,167,,,,,,,,,,,
704485,"CZK 14,000",50.0695973,14.4736698,"Amurská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 4,000","CZK 14,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,31. 01. 2022,A,256,432,184,286,53,467,114,233,182,277,Standard materials and solutions,Central heating,Middle floor,,Interior,,,,,,
693469,"CZK 10,000",50.1355556,14.4364645,"Minická, Prague - Čimice",1 bedroom,Excellent,41 m²,"CZK 2,964","CZK 16,000",Personal,Prefab concrete building,Unfurnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,170,848,183,829,"1,075",533,484,747,178,,,,,,,,,,,,
694842,"CZK 29,228",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,32 m²,"CZK 9,742",,,,Furnished,4,No,No,No,No,No,Yes,Yes,04. 02. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,
704481,"CZK 16,200",50.086972,14.4554985,"Rokycanova, Prague - Žižkov",1 bedroom with open-plan kitchen,,40 m²,"CZK 5,400",,,,Furnished,2,Yes,No,No,No,No,Yes,No,21. 02. 2022,,90,96,45,567,44,161,206,255,106,371,,,,,,,,,,,
290281,"CZK 12,000",50.0441173,14.5165636,"Bratislavská, Prague - Hostivař",Studio,Excellent,40 m²,"CZK 4,000","CZK 12,000",Personal,Brick building,Furnished,6,Yes,No,No,No,No,No,No,,,225,129,196,185,999,293,"1,198",97,,,Standard materials and solutions,,Top floor,,,1 to 10 years years,,,,,
673879,"CZK 14,000",50.09076,14.66856,"Medinská, Prague - Klánovice",2 bedroom with open-plan kitchen,Good,71 m²,"CZK 4,000","CZK 18,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,No,Yes,01. 09. 2021,A,339,656,175,443,474,352,610,560,578,,,Central heating,Middle floor,,Overall,30 to 50 years years,,,,,
199568,"CZK 14,000",50.0776326,14.416838,Prague - Nové Město,Studio,Excellent,45 m²,"CZK 2,000","CZK 14,000",Personal,Brick building,Partially furnished,3,No,Yes,No,No,No,Yes,No,01. 04. 2022,,126,393,32,265,43,473,159,175,596,361,,District heating,Middle floor,,,,,,,,
306444,"CZK 10,500",50.040397,14.5678974,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,,34 m²,"CZK 3,000","CZK 13,500",Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,01. 02. 2022,,196,841,448,653,522,356,495,513,"1,296",405,Standard materials and solutions,,,,,1 to 10 years years,,,,,
699626,"CZK 16,500",50.08294,14.50018,"Káranská, Prague - Malešice",3 bedroom,Excellent,74 m²,"CZK 1,500","CZK 16,500",Personal,Prefab concrete building,Unfurnished,1,No,No,Yes,Yes,No,No,No,17. 01. 2022,G,238,148,208,195,298,388,254,385,785,285,,,,,,,,,,,
704477,"CZK 14,500",50.08939,14.30561,"Ciolkovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,750","CZK 29,000",Personal,Prefab concrete building,Furnished,4,No,No,No,No,Yes,Yes,No,01. 02. 2022,G,180,403,344,331,258,388,291,"1,278",135,,Premium materials and solutions,Central heating,,,Overall,,,,,,
522683,"CZK 17,000",50.060867,14.44933,Prague - Nusle,1 bedroom with open-plan kitchen,,44 m²,"CZK 3,500","CZK 17,000",Personal,Brick building,Furnished,6,Yes,Yes,Yes,No,No,No,No,,D,74,991,145,363,55,645,436,432,914,327,,Central heating,,,,,,,,,
511650,"CZK 15,500",50.1053168,14.5019662,"Freyova, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,500","CZK 16,500",Personal,Other,Furnished,16,No,No,No,No,No,Yes,No,20. 02. 2022,,430,815,371,484,356,768,498,612,692,308,,,,,,,,Yes,,,
468442,"CZK 11,500",50.0186402,14.460228,Prague - Krč,1 bedroom with open-plan kitchen,,56 m²,"CZK 4,800","CZK 16,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,,,472,687,564,468,593,857,"1,466","1,256",739,,Standard materials and solutions,,,,,,,,,,
697593,"CZK 18,900",50.04428,14.51449,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,500","CZK 37,800",Personal,Brick building,Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,B,236,377,442,431,"1,160",511,"1,293",142,,,Standard materials and solutions,District heating,Middle floor,,,1 to 10 years years,,,,,
694835,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,30 m²,"CZK 8,693",,,,Furnished,5,No,No,No,No,No,Yes,Yes,04. 02. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,
632221,"CZK 12,000",50.136433,14.43676,"K Ládví, Prague - Čimice",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 5,000","CZK 34,000",Personal,Brick building,Partially furnished,3,No,Yes,No,No,Yes,No,No,01. 03. 2022,B,48,"1,008",337,802,951,497,383,907,339,,,,Attic,,,,,,,,
346444,"CZK 12,600",50.0478658367,14.5569324349,"Boloňská, Prague - Horní Měcholupy",Studio,Excellent,33 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,,C,35,844,178,921,286,988,492,344,633,275,,District heating,Top floor,,,,,,,,
546053,"CZK 16,500",50.0867074,14.4680377,Prague - Žižkov,1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,200","CZK 16,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,F,193,449,126,272,150,416,449,303,319,342,Premium materials and solutions,Gas boiler,Middle floor,,Overall,,,,,,
607379,"CZK 14,500",50.074462,14.414953,"Gorazdova, Prague - Nové Město",Studio,Excellent,24 m²,"CZK 2,900","CZK 30,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 09. 2021,E,149,414,72,318,57,331,326,674,890,457,Standard materials and solutions,Central heating,Middle floor,,Overall,1 to 10 years years,,,,,
467572,"CZK 15,000",50.0828894,14.4448666,"Vlkova, Prague - Žižkov",1 bedroom with open-plan kitchen,,41 m²,"CZK 2,500","CZK 28,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,01. 03. 2022,,360,424,462,494,226,360,207,373,583,174,Premium materials and solutions,Central heating,Middle floor,,Overall,10 to 30 years years,,,,,
704173,"CZK 14,000",50.09831,14.42497,"Ovenecká, Prague - Holešovice",1 bedroom,Excellent,42 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,G,219,309,79,182,161,215,174,"1,457",501,425,,,Middle floor,,Overall,,,,,,
700316,"CZK 15,675",50.0911536,14.4863128,"Pod Lipami, Prague - Žižkov",1 bedroom with open-plan kitchen,,42 m²,"CZK 5,225",,,,Furnished,7,No,Yes,No,No,No,Yes,No,14. 02. 2022,,190,536,174,198,224,241,65,241,332,349,,,,,,,,,,,
685604,"CZK 33,750",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,250",,,,Furnished,2,No,No,No,No,No,Yes,No,19. 02. 2022,,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,
694331,"CZK 19,500",50.0780444,14.4566742,"Radhošťská, Prague - Vinohrady",2 bedroom,Excellent,56 m²,"CZK 3,500",,Personal,Brick building,Furnished,7,No,Yes,No,No,No,Yes,No,15. 12. 2021,G,64,399,22,82,16,279,450,593,902,234,,Central heating,Top floor,,Overall,,,,,,
698725,"CZK 15,000",50.1117598,14.4781227,"Pod Labuťkou, Prague - Libeň",3 bedroom,,70 m²,"CZK 5,000",,,,Furnished,1,No,No,No,No,No,No,No,11. 03. 2022,,160,"1,333",485,"1,024",121,669,803,"1,065",747,6,,,,,,,,,,,
704192,"CZK 10,000",50.1017643,14.5389258,"Šestajovická, Prague - Hloubětín",Studio,Excellent,30 m²,"CZK 2,600","CZK 20,000",Personal,Prefab concrete building,Furnished,10,No,No,No,No,Yes,Yes,No,01. 02. 2022,G,424,509,485,491,137,455,257,286,431,330,,,,,,,,,,,
208320,"CZK 12,500",50.0764645,14.4638908,"Hradecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,14. 02. 2022,,245,166,93,273,56,339,306,544,290,320,,,,,,,,,,,
680052,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,3,No,No,No,No,No,Yes,No,04. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
641544,"CZK 12,500",50.104841,14.488342,"Kurta Konráda, Prague - Libeň",Studio,New build,42 m²,"CZK 2,000",,Personal,Brick building,Furnished,4,No,No,Yes,No,Yes,Yes,No,01. 03. 2022,B,195,105,145,78,192,251,362,575,206,16,,District heating,,,,,,,,,
680079,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,Furnished,4,No,No,No,No,No,No,No,04. 02. 2022,,212,525,185,151,68,162,317,392,109,262,,,,,,,,,,,
682348,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,40 m²,"CZK 10,000",,,,Furnished,2,Yes,No,No,No,No,No,No,04. 02. 2022,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,
680071,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,,80 m²,"CZK 17,250",,,,Furnished,6,No,No,No,No,No,Yes,No,04. 02. 2022,,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,
704292,"CZK 30,000",50.0789257,14.419407,"Spálená, Prague - Nové Město",1 bedroom with open-plan kitchen,,65 m²,"CZK 10,000",,,,Furnished,7,No,No,No,No,No,Yes,No,31. 03. 2022,,58,455,7,65,31,163,180,425,373,598,,,,,,,,,,,
704291,"CZK 13,875",50.0787721,14.4457646,"Polská, Prague - Vinohrady",1 bedroom,,25 m²,"CZK 4,625",,,,Furnished,5,No,No,No,No,No,No,No,31. 03. 2022,,377,625,12,482,23,353,301,64,259,378,,,,,,,,,,,
694733,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,32 m²,"CZK 7,000",,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,04. 02. 2022,,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,
704191,"CZK 14,700",50.10143,14.42118,"Čechova, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 510,"CZK 32,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 03. 2022,B,266,266,180,206,65,351,217,490,362,,,,,,,,,,,,
704428,"CZK 12,113",50.0422027,14.5517256,"Nad Přehradou, Prague - Horní Měcholupy",Studio,,40 m²,"CZK 4,037",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,161,375,233,680,618,598,308,378,496,177,,,,,,,,,,,
704425,"CZK 22,916",50.0930185,14.4565452,"Březinova, Prague - Karlín",2 bedroom,,87 m²,"CZK 7,639",,,,Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,382,763,114,364,80,227,254,"1,294",278,301,,,,,,,,,,,
680027,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,04. 02. 2022,,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,
704424,"CZK 33,000",50.0920126,14.4239059,"Anežská, Prague - Staré Město",2 bedroom with open-plan kitchen,,80 m²,"CZK 11,000",,,,Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,,157,402,153,285,152,248,384,447,194,153,,,,,,,,,,,
704423,"CZK 12,188",50.0818597,14.4470199,"Kubelíkova, Prague - Žižkov",Studio,,29 m²,"CZK 4,062",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,,545,394,28,488,19,62,291,302,621,394,,,,,,,,,,,
704422,"CZK 17,925",50.0860727,14.431655,"Senovážné náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,,81 m²,"CZK 5,975",,,,Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,,162,346,220,126,95,114,272,559,345,339,,,,,,,,,,,
704421,"CZK 18,000",50.101287,14.4274794,"Veletržní, Prague - Holešovice",1 bedroom,,,"CZK 6,000",,,,Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,,159,212,112,187,64,141,210,116,549,,,,,,,,,,,,
704210,"CZK 48,750",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",1 bedroom with open-plan kitchen,,72 m²,"CZK 16,250",,,,Furnished,2,No,No,No,No,No,No,No,30. 03. 2022,,81,691,54,466,24,287,520,610,545,144,,,,,,,,,,,
704420,"CZK 18,000",50.0830689,14.4668702,"Olšanská, Prague - Žižkov",1 bedroom,,42 m²,"CZK 6,000",,,,Furnished,2,No,No,No,No,No,Yes,Yes,01. 04. 2022,,213,228,353,747,332,258,643,491,336,409,,,,,,,,,,,
137974,"CZK 15,500",50.1248844,14.4942227,"Jablonecká, Prague - Střížkov",3 bedroom,Excellent,68 m²,"CZK 3,700","CZK 46,500",Personal,Prefab concrete building,Partially furnished,9,No,No,No,Yes,No,Yes,No,01. 02. 2022,,268,371,84,309,75,98,477,391,816,44,,District heating,,,,,,,,,
680059,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,Furnished,1,No,No,No,No,No,No,No,04. 02. 2022,,198,801,15,163,39,141,121,304,55,465,,,,,,,,,,,
680051,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,4,No,No,No,No,No,Yes,No,04. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
694718,"CZK 18,600",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,,29 m²,"CZK 6,200",,,,Furnished,5,No,Yes,No,No,No,Yes,No,01. 03. 2022,,472,536,115,535,55,394,404,513,675,431,,,,,,,,,,,
703793,"CZK 25,000",50.0556,14.4954,"Hyacintová, Prague - Záběhlice",4 bedroom,Excellent,110 m²,"CZK 6,000","CZK 35,000",Personal,Brick building,Furnished,6,Yes,No,Yes,No,No,Yes,Yes,01. 02. 2022,G,169,716,288,"1,128",62,189,148,629,204,341,,,,,,,,,,,
496946,"CZK 14,500",50.0218224,14.4407186,"Písnická, Prague - Kamýk",2 bedroom,Excellent,66 m²,"CZK 4,500","CZK 19,000",Personal,Prefab concrete building,Unfurnished,4,No,No,Yes,Yes,No,Yes,No,,,128,674,164,648,722,549,409,412,800,282,Standard materials and solutions,District heating,Middle floor,,Interior,,,,,,
680515,"CZK 19,900",50.11066,14.4517,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,800","CZK 30,000",Personal,Brick building,Furnished,5,Yes,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,C,106,957,476,769,459,555,413,"1,232",686,354,,,,,,,,,,,
443096,"CZK 8,000",50.1376521,14.5137418,"Křivoklátská, Prague - Letňany",Small studio,,22 m²,CZK 860,"CZK 8,860",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,,256,222,500,643,147,140,302,862,564,177,Standard materials and solutions,Other,,,Interior,,,,,,
680096,"CZK 63,113",50.079674,14.4269813,"Ve Smečkách, Prague - Nové Město",2 bedroom with open-plan kitchen,,63 m²,"CZK 21,037",,,,Furnished,6,No,Yes,No,No,No,No,No,04. 02. 2022,,310,576,95,235,18,250,217,643,397,538,,,,,,,,,,,
682068,"CZK 18,300",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,34 m²,"CZK 6,100",,,,Furnished,2,No,No,No,No,No,Yes,No,04. 02. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
699519,"CZK 18,760",50.0726277,14.3919683,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,79 m²,"CZK 6,253",,,,Furnished,6,No,No,No,No,No,No,No,04. 02. 2022,,187,"1,029",127,720,136,847,206,901,"1,059",126,,,,,,,,,,,
696583,"CZK 15,300",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,,50 m²,"CZK 5,100",,,,Furnished,1,No,No,No,No,No,No,No,15. 03. 2022,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,
704412,"CZK 11,000",50.10796,14.55498,"Za černým mostem, Prague - Hloubětín",Studio,New build,27 m²,"CZK 1,429","CZK 11,000",Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,C,249,615,346,258,569,492,"1,051","1,252",652,,,,,,,,,,,,
524206,"CZK 10,500",50.0656487,14.4320295,Prague - Nusle,1 bedroom,,30 m²,"CZK 2,200","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,únor 2019,,178,588,84,722,60,230,355,409,184,280,,,,,,,,,,,
697330,"CZK 19,500",50.06562,14.42854,"Oldřichova, Prague - Nusle",2 bedroom,Excellent,77 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,G,198,825,104,502,171,250,534,646,366,263,,,,,,,,,,,
703783,"CZK 19,000",50.0298,14.48466,"Hrabákova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 4,500","CZK 30,000",Cooperative,Prefab concrete building,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,20. 02. 2022,B,285,465,21,628,245,358,293,666,446,125,,,,,,,,,,,
704409,"CZK 12,000",50.07602,14.49487,"Dětská, Prague - Strašnice",2 bedroom,Excellent,53 m²,"CZK 5,301","CZK 17,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 02. 2022,G,104,250,120,508,278,505,488,209,806,100,,,,,,,,,,,
704408,"CZK 23,000",50.1069682,14.474635,"náměstí Dr. Václava Holého, Prague - Libeň",3 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,10. 03. 2022,D,256,639,116,296,127,313,235,462,386,195,Standard materials and solutions,Gas boiler,Middle floor,,Overall,1 to 10 years years,,,,,
83270,"CZK 12,500",49.9744629,14.3928282,"E. Přemyslovny, Prague - Zbraslav",2 bedroom,,62 m²,"CZK 2,500","CZK 12,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,53,5,50,118,384,68,"1,321",27,842,,,,,,,,,,,,
689077,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,65 m²,"CZK 8,750",,,,Furnished,2,No,No,No,No,No,No,No,04. 02. 2022,,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,
661390,"CZK 13,000",50.06731,14.43447,"Sarajevská, Prague - Vinohrady",1 bedroom,Excellent,48 m²,"CZK 1,300","CZK 13,000",Personal,Brick building,Unfurnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,G,219,720,216,736,229,844,723,666,536,623,Standard materials and solutions,Other,Middle floor,,Overall,,,,,,
528438,"CZK 24,000",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 2,000","CZK 24,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,září,,472,536,115,535,55,394,404,513,675,431,,Central heating,Attic,,,1 to 10 years years,,,,,
704406,"CZK 18,000",50.07743,14.30115,"Karlovarská, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,C,107,841,801,951,"1,252",,,,,,,,,,,,,,,,
704402,"CZK 14,900",50.0967609,14.359944,"K Lánu, Prague - Vokovice",2 bedroom,Good,57 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,31. 01. 2022,G,166,132,76,155,93,100,335,377,"1,265",219,,,,,,,,,,,
703767,"CZK 14,000",50.03565,14.33923,"Janského, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,750","CZK 28,000",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,265,291,238,"1,144",374,251,69,167,383,170,,District heating,,,Overall,,,,,,
704392,"CZK 17,000",50.08181,14.45783,"Sudoměřská, Prague - Žižkov",3 bedroom,Excellent,70 m²,"CZK 3,550","CZK 17,000",Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,15. 02. 2022,G,137,469,115,130,99,678,246,71,400,354,,,,,,,,,,,
704397,"CZK 12,000",50.10676,14.56703,"Volkova, Prague - Černý Most",Studio,Excellent,40 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 02. 2022,D,215,783,266,"1,034",723,436,533,465,"1,469",193,,,,,,,,,,,
704396,"CZK 27,500",50.07615,14.44338,"Slezská, Prague - Vinohrady",2 bedroom,Excellent,80 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,30. 01. 2022,G,143,315,155,356,63,177,470,57,393,388,,,,,,,,,,,
587424,"CZK 13,700",50.100692,14.43413,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 7,300","CZK 25,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,Yes,Yes,No,01. 11. 2021,D,122,892,110,81,92,239,188,394,731,,Standard materials and solutions,Central heating,Middle floor,,Overall,1 to 10 years years,,,,,
680072,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,,30 m²,"CZK 8,750",,,,Furnished,7,No,No,No,No,No,Yes,Yes,04. 02. 2022,,288,586,250,131,26,252,214,638,273,511,,,,,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,1,No,No,No,No,No,Yes,No,04. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
700159,"CZK 39,872",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,125 m²,"CZK 13,290",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,04. 02. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,
679995,"CZK 28,500",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",1 bedroom,,43 m²,"CZK 9,500",,,,Furnished,7,No,No,No,No,No,Yes,No,04. 02. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,
703938,"CZK 18,750",50.0716124,14.4594622,"Slovinská, Prague - Vršovice",1 bedroom with open-plan kitchen,,56 m²,"CZK 6,250",,,,Furnished,5,Yes,No,No,No,No,Yes,No,02. 03. 2022,,152,674,40,445,81,448,262,312,748,277,,,,,,,,,,,
703776,"CZK 9,000",50.0384812,14.5624117,"Rezlerova, Prague - Petrovice",2 bedroom with open-plan kitchen,,67 m²,"CZK 3,000",,,,Furnished,5,No,No,No,No,No,Yes,No,04. 02. 2022,,224,428,391,353,407,414,360,454,764,51,,,,,,,,,,,
696067,"CZK 13,500",49.977551,14.350518,"Karlická, Prague - Radotín",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,300","CZK 15,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 02. 2022,A,27,"1,208",497,347,722,890,"1,001",626,,,Premium materials and solutions,Central heating,Middle floor,,,1 to 10 years years,,,,,
704389,"CZK 10,000",50.07757,14.50097,"Černokostelecká, Prague - Strašnice",Studio,Good,28 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,29,470,180,622,291,575,410,477,"1,265",392,,,,,,,,,,,
550637,"CZK 13,000",50.0596965,14.4979775,"Narcisová, Prague - Záběhlice",Studio,Excellent,29 m²,"CZK 2,000","CZK 15,000",Personal,Prefab concrete building,Furnished,8,No,No,No,No,No,Yes,No,01. 11. 2019,G,431,646,563,663,697,541,671,685,611,346,,,,,,,,,,,
703754,"CZK 11,500",50.01114,14.45032,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,000","CZK 14,500",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,25. 01. 2022,D,386,"1,062",433,528,"1,113",702,917,568,132,,,,,,,,,,,,
686085,"CZK 27,000",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,,82 m²,"CZK 9,000",,,,Furnished,3,No,No,No,No,No,Yes,No,04. 02. 2022,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,,,
703740,"CZK 12,000",50.06017,14.42715,"Mikuláše z Husi, Prague - Nusle",Studio,Good,29 m²,CZK 500,"CZK 12,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,27. 01. 2022,D,9,649,93,298,53,393,470,139,99,309,,,,,,,,,,,
