Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Heating,Total number of floors,Renovation,Administration fee,New building,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
706795,"CZK 39,000",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 13,000",Furnished,2,No,No,No,No,No,Yes,No,17. 04. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,,
596761,"CZK 10,000",50.130171,14.493349,"Makedonská, Prague - Střížkov",Studio,37 m²,"CZK 3,500",,2,Yes,No,No,No,No,No,No,01. 04. 2022,340,"1,042",186,967,614,460,541,418,"1,167",108,New build,"CZK 20,000",Personal,Other,A,,,,,,,,,,,,
705966,"CZK 37,000",50.07244,14.40378,"Štefánikova, Prague - Smíchov",4 bedroom with open-plan kitchen,225 m²,CZK 500,Furnished,4,No,Yes,No,No,No,No,No,10. 02. 2022,74,468,150,5,30,14,551,"1,212","1,223",460,Excellent,"CZK 72,000",Personal,Brick building,G,,,,,,,,,,,,
705833,"CZK 20,000",50.0448122,14.51824,"náměstí Přátelství, Prague - Hostivař",2 bedroom with open-plan kitchen,60 m²,"CZK 2,431",Partially furnished,5,Yes,No,No,No,Yes,Yes,No,15. 02. 2022,124,114,11,0,884,263,978,122,,,New build,"CZK 23,000",Personal,Brick building,C,,,,,,,,,,,,
705963,"CZK 15,000",50.08184,14.50087,"Počernická, Prague - Malešice",2 bedroom,53 m²,"CZK 4,500",Furnished,6,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,38,162,73,67,128,187,248,444,841,134,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
706779,"CZK 10,000",50.05744,14.44172,"Na Veselí, Prague - Nusle",Studio,30 m²,CZK 300,Furnished,1,No,No,Yes,No,Yes,No,No,28. 02. 2022,93,"1,160",310,788,288,706,484,459,690,203,Excellent,"CZK 30,000",Personal,Brick building,E,1 to 10 years years,Standard materials and solutions,Gas boiler,Raised ground floor,Interior,,,,,,,
705955,"CZK 12,500",50.01599,14.43965,"Krhanická, Prague - Kamýk",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Partially furnished,5,No,No,Yes,No,No,Yes,No,10. 02. 2022,217,"1,014",71,"1,269",799,287,498,502,814,424,Excellent,"CZK 10,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
480696,"CZK 4,500",50.0540439,14.441087,"U Družstev, Prague - Nusle",1 bedroom,30 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,16. 02. 2022,149,"1,056",258,492,100,558,397,371,784,345,,"CZK 4,500",Personal,Brick building,D,,,Other,Ground floor,,,,,,,,
454623,"CZK 9,500",50.1272299,14.4532347,"Přemyšlenská, Prague - Kobylisy",Studio,25 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,112,"1,168",179,446,188,184,423,558,"1,032",278,Excellent,"CZK 12,000",Personal,Brick building,,,Standard materials and solutions,Other,Ground floor,Interior,,,,,,,
706776,"CZK 12,800",50.1265557,14.4956688,"Varnsdorfská, Prague - Střížkov",3 bedroom,53 m²,"CZK 3,000",Unfurnished,5,Yes,No,Yes,No,No,Yes,No,15. 02. 2022,265,575,193,480,264,240,239,334,"1,024",216,Good,"CZK 25,600",Personal,Prefab concrete building,G,,,District heating,,,,,,,,,
706771,"CZK 14,000",50.04544,14.32438,"U Jezera, Prague - Stodůlky",1 bedroom with open-plan kitchen,48 m²,"CZK 2,500",Partially furnished,6,No,No,No,No,No,No,No,01. 03. 2022,257,651,252,178,284,255,188,17,224,43,Excellent,"CZK 14,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
706770,"CZK 13,800",50.006,14.41505,"Soukalova, Prague - Modřany",1 bedroom with open-plan kitchen,48 m²,"CZK 3,200",Furnished,2,Yes,No,No,No,No,Yes,No,28. 02. 2022,252,263,368,343,411,91,600,765,875,78,New build,"CZK 25,000",Personal,Brick building,B,,,,,,,,,,,,
703789,"CZK 13,600",50.05981,14.44846,"Dolní, Prague - Nusle",Studio,31 m²,"CZK 1,673",Unfurnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,137,918,172,285,125,690,367,533,799,140,Excellent,"CZK 27,200",Personal,Brick building,G,over 50 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
706762,"CZK 16,900",50.09207,14.43145,"Klimentská, Prague - Nové Město",1 bedroom,53 m²,"CZK 2,600",Partially furnished,6,No,Yes,No,No,No,Yes,No,18. 02. 2022,112,396,99,284,59,228,80,183,615,258,Excellent,"CZK 19,000",Personal,Brick building,G,,,,,,,,,,,,
706420,"CZK 9,800",50.04577,14.48965,"Svojšovická, Prague - Záběhlice",1 bedroom,34 m²,"CZK 2,000",Partially furnished,,No,No,No,No,No,No,No,14. 02. 2022,175,298,408,344,298,443,771,"1,338",357,,Good,"CZK 11,800",Personal,Brick building,B,,,,,,,,,,,,
706761,"CZK 13,500",49.99612,14.41189,Prague - Modřany,Studio,35 m²,"CZK 2,500",Furnished,5,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,New build,"CZK 27,000",Personal,Low-energy building,B,,,,,,,,,,,,
705944,"CZK 18,000",50.08648,14.43188,"Dlážděná, Prague - Nové Město",Studio,45 m²,,Partially furnished,1,No,No,No,No,No,No,No,16. 02. 2022,138,301,175,139,84,128,285,514,300,353,Excellent,"CZK 18,000",Personal,Brick building,G,,,,,,,,,,,,
252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,43 m²,"CZK 2,830",Partially furnished,2,Yes,No,No,No,No,No,No,,47,610,174,526,170,489,289,179,808,150,,"CZK 11,000",Personal,Brick building,,,,District heating,,,,,,,,,
705476,"CZK 14,500",50.06809,14.45674,"Na Spojce, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 1,600",Furnished,2,No,No,No,No,No,Yes,No,10. 02. 2022,146,265,26,168,55,194,285,436,361,313,Good,"CZK 14,500",Personal,Brick building,G,,,,,,,,,,,,
706759,"CZK 12,490",50.05788083333,14.44697694444,"Družstevní ochoz, Prague - Nusle",1 bedroom,36 m²,"CZK 15,157",Partially furnished,1,Yes,No,No,No,No,No,No,,351,871,162,382,179,962,516,408,842,138,Excellent,"CZK 15,157",Cooperative,Brick building,G,,,,,,"CZK 2,667

                                
                                
                
i",,,,,,
623963,"CZK 10,500",50.078599,14.504137,"Kounická, Prague - Strašnice",1 bedroom,45 m²,CZK 460,Partially furnished,1,No,No,No,No,No,No,No,15. 02. 2022,168,694,459,501,51,377,693,642,"1,361",407,Good,"CZK 11,000",Personal,Brick building,G,,,Other,,,,,,,,,
706753,"CZK 8,000",50.1220319,14.4846214,"K Lipám, Prague - Střížkov",Studio,26 m²,"CZK 2,500",Unfurnished,1,No,No,No,No,No,No,No,01. 03. 2022,232,"1,228",237,"1,166",398,761,294,297,246,138,Excellent,"CZK 8,000",Personal,Brick building,G,,,,,,,,,,,,
706750,"CZK 14,000",50.04468,14.45311,"Jihlavská, Prague - Michle",3 bedroom,75 m²,"CZK 5,500",Partially furnished,1,No,No,No,No,Yes,Yes,No,20. 02. 2022,350,735,327,337,234,345,282,559,646,206,Good,"CZK 19,500",Personal,Brick building,G,,,,,,,,,,,,
705927,"CZK 13,000",50.04332,14.33297,"Píškova, Prague - Stodůlky",Studio,48 m²,"CZK 3,500",Partially furnished,6,Yes,No,Yes,No,No,No,No,10. 02. 2022,281,205,203,175,122,183,229,439,656,164,Excellent,"CZK 26,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
706748,"CZK 15,750",50.086282,14.4433901,"Řehořova, Prague - Žižkov",3 bedroom,95 m²,"CZK 5,250",Furnished,3,No,No,No,No,No,Yes,No,17. 02. 2022,471,744,335,446,287,730,444,484,537,773,,,,,,,,,,,,,,,,,
498334,"CZK 11,000",50.026953342758,14.427036993918,"Vavřenova, Prague - Braník",1 bedroom with open-plan kitchen,53 m²,"CZK 5,500",Partially furnished,7,Yes,No,No,No,No,No,No,01. 03. 2022,240,727,390,713,248,309,378,320,"1,305",115,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,Standard materials and solutions,,Middle floor,Overall,,,,,,,
489685,"CZK 19,900",50.0855268,14.4464268,"Krásova, Prague - Žižkov",3 bedroom,90 m²,"CZK 2,700",Partially furnished,3,No,No,No,No,No,No,No,16. 02. 2022,159,357,61,299,88,378,280,107,439,583,Good,"CZK 19,900",Personal,Brick building,,,Standard materials and solutions,,,,,,,,,,
556747,"CZK 11,500",50.0676383,14.4020318,"Radlická, Prague - Smíchov",1 bedroom,29 m²,"CZK 1,500",Furnished,3,No,Yes,Yes,No,No,No,No,15. 02. 2022,184,309,213,331,114,211,471,673,935,223,Excellent,"CZK 14,000",Personal,Brick building,,,Premium materials and solutions,Electric boiler,Top floor,Overall,,,,,,,
561986,"CZK 13,000",50.0446855,14.3198354,"Trávníčkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,51 m²,"CZK 3,000",Partially furnished,10,No,No,Yes,No,No,Yes,No,01. 02. 2022,210,"1,009",215,258,578,242,259,317,580,177,,,Cooperative,Prefab concrete building,,,,District heating,,,,,,,,,
705921,"CZK 8,500",50.0476,14.49378,"Choceradská, Prague - Záběhlice",2 bedroom,55 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 03. 2022,239,548,119,490,514,412,794,"1,195",601,,Good,"CZK 8,500",Personal,Brick building,A,over 50 years years,Standard materials and solutions,District heating,Ground floor,,,,,,,,
393358,"CZK 13,500",50.104751378151,14.487411595069,"Drahobejlova, Prague - Libeň",Studio,35 m²,"CZK 2,500",Furnished,4,Yes,Yes,Yes,No,No,Yes,Yes,20. 02. 2022,222,137,177,163,106,323,394,623,238,92,New build,"CZK 20,000",Personal,Low-energy building,A,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,,Yes,,,,,
706743,"CZK 10,500",50.0858459,14.4515982,"Milíčova, Prague - Žižkov",1 bedroom with open-plan kitchen,27 m²,"CZK 1,500",Furnished,1,No,No,Yes,No,No,No,No,01. 03. 2022,92,220,94,192,38,241,243,459,255,534,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
614434,"CZK 11,000",50.071331,14.448994,"Černomořská, Prague - Vršovice",Studio,28 m²,CZK 400,Unfurnished,3,No,No,No,No,No,No,No,01. 03. 2022,201,740,210,313,151,549,256,541,260,380,Excellent,"CZK 22,000",Personal,Brick building,G,,Standard materials and solutions,Other,Middle floor,Interior,,,,,,,
461862,"CZK 19,500",50.0865576,14.4999493,"Marciho, Prague - Malešice",1 bedroom with open-plan kitchen,57 m²,"CZK 4,500",Furnished,1,No,Yes,No,No,No,Yes,No,16. 02. 2022,211,640,670,683,466,845,604,570,466,109,,"CZK 39,000",Personal,Low-energy building,B,1 to 10 years years,Premium materials and solutions,,Ground floor,,,Yes,50 m²,,,,
705912,"CZK 14,000",50.0864,14.56443,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,181,"1,397",116,626,48,,,,,,Excellent,"CZK 14,000",Personal,Other,G,,,,,,,,,,,,
271040,"CZK 15,000",50.0761854,14.4314938,"Vocelova, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,CZK 500,Partially furnished,2,No,No,No,No,No,No,No,01. 01. 1970,45,354,45,80,54,132,402,477,353,504,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
597781,"CZK 9,000",49.974145,14.395381,"Žitavského, Prague - Zbraslav",Small studio,25 m²,"CZK 2,500",Partially furnished,2,No,No,No,No,No,No,No,14. 11. 2020,173,369,303,230,9,296,"1,392",342,821,,Good,"CZK 10,000",Personal,Brick building,C,,,,,,,,,,,,
699002,"CZK 17,000",50.04052,14.55645,"Milánská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,98 m²,"CZK 4,000",Furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,132,209,208,272,204,158,496,225,682,173,Excellent,"CZK 34,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
698932,"CZK 26,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,88 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,240,604,53,296,31,392,129,248,272,533,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
616694,"CZK 15,000",50.05661,14.449274,"U Michelského Mlýna, Prague - Michle",1 bedroom with open-plan kitchen,42 m²,"CZK 2,500",Partially furnished,2,Yes,Yes,No,No,No,Yes,No,19. 04. 2021,204,675,491,207,85,"1,066",323,823,647,374,Excellent,CZK 18,Personal,Brick building,C,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,,,,,,,,
605136,"CZK 25,000",50.095329,14.458173,"Kaizlovy Sady, Prague - Karlín",2 bedroom with open-plan kitchen,78 m²,"CZK 3,485",Furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,01. 12. 2021,85,789,82,529,83,486,289,"1,008",537,220,Excellent,"CZK 27,000",Personal,Brick building,B,,,Central heating,Middle floor,Overall,,,15 m²,,,,
706736,"CZK 17,500",50.10131,14.37756,"Komornická, Prague - Dejvice",2 bedroom,58 m²,"CZK 3,000",Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 03. 2022,366,"1,413",453,993,566,605,489,623,522,553,Excellent,"CZK 17,500",Cooperative,Brick building,G,,,,,,,,,,,,
227219,"CZK 11,999",50.0259203,14.523507,"Doubravická, Prague - Chodov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,10,No,No,No,No,No,Yes,No,01. 03. 2022,145,924,157,830,217,420,404,527,926,157,Excellent,"CZK 14,999",Cooperative,Prefab concrete building,,,,District heating,,Interior,,,,,,,
706699,"CZK 8,390",50.07716,14.49625,"Černokostelecká, Prague - Strašnice",Studio,22 m²,"CZK 1,900",Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,130,297,88,562,325,596,605,313,"1,038",165,Excellent,"CZK 10,290",Personal,Brick building,G,,,,,,,,,,,,
578793,"CZK 11,500",50.064006,14.510408,"Konojedská, Prague - Strašnice",Studio,33 m²,"CZK 4,000",Furnished,1,Yes,No,No,No,No,Yes,No,14. 02. 2022,321,574,"1,181",15,565,319,393,407,313,,Excellent,"CZK 15,500",Personal,Brick building,D,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Interior,,,,,,,
704890,"CZK 18,000",50.07866,14.42339,"Navrátilova, Prague - Nové Město",1 bedroom,45 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,04. 03. 2022,156,626,139,165,6,325,219,540,570,477,Excellent,"CZK 30,000",Personal,Brick building,A,1 to 10 years years,Premium materials and solutions,Electric boiler,,Overall,,,,,,,
306444,"CZK 10,000",50.040397,14.5678974,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,34 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,Yes,No,08. 02. 2022,196,841,448,653,522,356,495,513,"1,296",405,,"CZK 12,500",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,,,,,,,,,,
346444,"CZK 11,600",50.0478658367,14.5569324349,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,400",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,,35,844,178,921,286,988,492,344,633,275,Excellent,"CZK 20,000",Personal,Brick building,C,,,District heating,Top floor,,,,,,,,
706728,"CZK 12,000",50.0554114,14.2904057,"Do Zahrádek Ⅱ, Prague - Třebonice",Studio,37 m²,"CZK 3,800",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,15. 02. 2022,30,"1,215",353,299,739,410,651,734,491,,New build,"CZK 36,000",Personal,Brick building,B,,,,,,,,,,,,
688205,"CZK 11,000",50.07736,14.42588,"Žitná, Prague - Nové Město",1 bedroom,56 m²,CZK 850,Unfurnished,2,No,No,No,Yes,No,No,No,15. 02. 2022,17,719,51,252,106,150,197,353,194,285,Good,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
519522,"CZK 11,000",50.0793603,14.4488049,"Ondříčkova, Prague - Žižkov",Studio,22 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,22. 02. 2022,315,377,43,376,104,405,246,286,690,273,,"CZK 13,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Electric boiler,Raised ground floor,,,,,,,,
286098,"CZK 13,700",50.057543,14.5025042,"U Zahradního města, Prague - Záběhlice",1 bedroom with open-plan kitchen,50 m²,"CZK 2,700",Partially furnished,2,No,No,No,No,No,No,No,,148,66,447,517,390,472,451,421,668,112,New build,"CZK 28,000",Personal,Brick building,,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
706724,"CZK 16,000",50.07053,14.43061,"Legerova, Prague - Nové Město",1 bedroom with open-plan kitchen,40 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,No,No,15. 02. 2022,176,576,245,443,13,301,74,506,546,458,Excellent,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
623917,"CZK 9,950",50.071962,14.432714,"Koubkova, Prague - Vinohrady",Small studio,20 m²,"CZK 2,950",Furnished,3,Yes,No,No,No,No,Yes,Yes,05. 07. 2021,155,283,79,285,75,329,300,213,645,732,New build,"CZK 12,900",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,,,,,,,
705896,"CZK 15,000",50.1557,14.51777,"Bermanova, Prague - Čakovice",1 bedroom with open-plan kitchen,56 m²,"CZK 3,800",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,15. 02. 2022,431,874,27,70,"1,358",845,146,178,,,Excellent,"CZK 20,000",Personal,Brick building,D,1 to 10 years years,,,,,,,,,,,
706719,"CZK 12,113",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,18 m²,"CZK 4,037",Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,,,,,,
650135,"CZK 6,950",49.984797,14.364209,Prague - Radotín,Small studio,25 m²,"CZK 2,950",Furnished,3,No,No,No,Yes,Yes,Yes,No,08. 08. 2021,55,616,36,12,175,50,572,621,438,339,Excellent,"CZK 9,900",Personal,Other,G,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,,,
706710,"CZK 10,500",50.07161,14.45719,"Bulharská, Prague - Vršovice",1 bedroom with open-plan kitchen,41 m²,"CZK 5,500",Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,191,663,92,439,126,437,134,321,703,292,Good,"CZK 10,500",Personal,Brick building,G,,,,,,,,,,,,
706708,"CZK 9,000",50.10845,14.48572,"Kovanecká, Prague - Libeň",Studio,33 m²,"CZK 2,200",Unfurnished,2,No,No,No,No,No,No,No,21. 02. 2022,355,506,285,565,222,724,416,389,226,435,New build,"CZK 9,000",Personal,Brick building,G,,,,,,,,,,,,
490039,"CZK 9,300",50.0817136,14.3541916,"Bělohorská, Prague - Břevnov",Studio,40 m²,"CZK 1,700",Partially furnished,,No,No,No,No,No,No,No,15. 02. 2022,122,965,829,810,430,877,970,"1,477",910,626,,"CZK 11,000",Personal,Brick building,,,,Other,Raised ground floor,,,,,,,,
445036,"CZK 10,000",50.0580695,14.2841563,"Míšovická, Prague - Zličín",Studio,32 m²,"CZK 3,500",Furnished,1,No,Yes,No,No,Yes,No,No,,386,879,798,728,675,852,64,936,104,,,,Personal,Prefab concrete building,,,,,,,,,,,,,
703508,"CZK 33,000",50.07423,14.44072,"Sázavská, Prague - Vinohrady",2 bedroom,100 m²,"CZK 3,400",Partially furnished,2,Yes,No,No,No,No,Yes,No,25. 01. 2022,164,172,115,409,97,498,44,465,609,471,Excellent,"CZK 33,000",Personal,Brick building,G,,,,,,,,,,,,
492005,"CZK 11,000",50.0588181,14.4690099,"V Dolině, Prague - Michle",Studio,32 m²,"CZK 2,500",Partially furnished,6,Yes,No,No,No,No,No,Yes,01. 03. 2022,217,"1,117",294,"1,162",504,410,"1,371",535,"1,097",123,Excellent,"CZK 13,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,Central heating,,,,,,,,,
601635,"CZK 20,000",50.074884,14.390641,"Švédská, Prague - Smíchov",2 bedroom,94 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,No,No,10. 01. 2022,55,"1,308",262,"1,216",509,"1,167",801,529,"1,238",581,Excellent,"CZK 20,000",Personal,Brick building,C,over 50 years years,Premium materials and solutions,Central heating,Raised ground floor,Overall,,,450 m²,,,,
644492,"CZK 9,450",50.101787,14.507409,"Poděbradská, Prague - Vysočany",Studio,35 m²,"CZK 3,450",Furnished,2,No,No,No,No,Yes,Yes,No,20. 01. 2022,86,"1,261",369,860,414,742,371,"1,187","1,377",781,New build,"CZK 16,350",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Overall,,Yes,,,,,
363434,"CZK 13,500",50.0570433,14.4504535,Prague - Michle,Studio,25 m²,CZK 500,Furnished,2,No,No,No,No,No,Yes,No,,122,429,312,124,150,966,235,735,501,292,,"CZK 20,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Other,Middle floor,Overall,,,,,,,
706702,"CZK 16,000",50.11029,14.473,"Horovo náměstí, Prague - Libeň",2 bedroom with open-plan kitchen,73 m²,"CZK 1,500",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,191,"1,134",193,571,318,214,315,888,291,182,Excellent,"CZK 17,500",Personal,Brick building,G,,,,,,,,,,,,
477614,"CZK 9,500",50.1265674,14.4956943,"Varnsdorfská, Prague - Střížkov",1 bedroom,28 m²,"CZK 3,000",Unfurnished,7,No,No,No,No,No,No,No,,262,577,195,482,266,242,237,336,"1,026",214,Excellent,"CZK 9,500",Personal,Prefab concrete building,,,,,,,,,,,,,
463537,"CZK 14,500",50.1110539,14.4977212,"Paříkova, Prague - Vysočany",Studio,46 m²,"CZK 2,500",Unfurnished,5,No,Yes,No,No,No,No,No,01. 03. 2022,150,364,211,132,173,4,631,784,355,376,Excellent,"CZK 25,000",Personal,Brick building,,,,Central heating,Middle floor,Interior,,,,,,,
699326,"CZK 16,000",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,54 m²,"CZK 4,500",Unfurnished,1,Yes,No,No,No,Yes,Yes,Yes,07. 03. 2022,48,825,83,843,397,816,556,419,"1,060",533,New build,"CZK 32,000",Personal,Other,B,1 to 10 years years,,,,,,,,,,,
706700,"CZK 14,000",50.1003502,14.4878678,Prague - Vysočany,2 bedroom,48 m²,CZK 500,,2,No,No,No,No,No,No,No,,75,"1,054",73,905,58,"1,210",202,195,439,234,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
700313,"CZK 17,000",50.0905,14.47422,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,4,No,No,Yes,No,No,Yes,No,01. 02. 2022,169,"1,035",158,235,39,140,297,356,334,397,Excellent,"CZK 25,000",Personal,Brick building,G,1 to 10 years years,Standard materials and solutions,Other,Middle floor,Overall,,,,,,,
493789,"CZK 13,000",50.0792635,14.4862882,"Janýrova, Prague - Strašnice",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Unfurnished,4,Yes,No,No,No,Yes,Yes,Yes,01. 04. 2022,286,685,352,414,264,347,708,740,385,150,New build,"CZK 30,000",Personal,Brick building,C,,,District heating,Middle floor,,,Yes,,,,,
706697,"CZK 34,500",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,80 m²,"CZK 11,500",Furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,,
484018,"CZK 16,000",50.1051921,14.4782886,"Na Žertvách, Prague - Libeň",1 bedroom with open-plan kitchen,64 m²,"CZK 2,400",Furnished,2,Yes,No,No,No,Yes,Yes,No,01. 03. 2022,149,401,184,406,75,353,450,258,395,220,Excellent,"CZK 19,000",,Brick building,,,,,,,,,,,,,
706694,"CZK 14,000",50.06073,14.44516,"Pod Vilami, Prague - Nusle",1 bedroom with open-plan kitchen,40 m²,"CZK 4,387",Unfurnished,3,Yes,No,No,No,No,No,No,15. 02. 2022,150,709,27,415,163,438,627,743,563,402,Good,"CZK 18,387",Personal,Brick building,G,,,,,,,,,,,,
705878,"CZK 13,000",50.08342,14.44908,"Víta Nejedlého, Prague - Žižkov",1 bedroom,34 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,No,Yes,No,10. 02. 2022,326,164,74,191,116,184,171,280,323,553,Excellent,"CZK 20,000",Personal,Other,G,,,,,,,,,,,,
704408,"CZK 21,000",50.1069682,14.474635,"náměstí Dr. Václava Holého, Prague - Libeň",3 bedroom with open-plan kitchen,77 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,No,Yes,No,07. 03. 2022,256,639,116,296,127,313,235,462,386,195,Excellent,"CZK 30,000",Personal,Brick building,D,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,,,
706688,"CZK 13,000",50.04441,14.46389,"Na Záhonech, Prague - Michle",2 bedroom,70 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,No,No,15. 02. 2022,189,931,282,989,302,458,394,450,622,326,Excellent,"CZK 15,000",Personal,Brick building,D,,,Gas boiler,Top floor,,,,,,,,
688580,"CZK 12,900",50.0378,14.33674,"Bašteckého, Prague - Stodůlky",1 bedroom with open-plan kitchen,56 m²,"CZK 3,360",Furnished,1,No,No,Yes,No,No,Yes,No,17. 10. 2021,260,630,239,843,103,502,192,564,112,74,Excellent,"CZK 26,000",Personal,Brick building,G,,Standard materials and solutions,Central heating,Raised ground floor,,,,,,,,
706685,"CZK 10,767",50.1058121,14.4975893,"Lisabonská, Prague - Vysočany",Studio,22 m²,"CZK 3,589",Furnished,4,No,No,No,No,No,Yes,No,17. 02. 2022,454,831,549,570,538,453,646,819,174,346,,,,,,,,,,,,,,,,,
698437,"CZK 13,000",50.12662,14.41972,"Hnězdenská, Prague - Troja",Studio,37 m²,"CZK 3,000",Furnished,5,Yes,No,No,Yes,Yes,No,No,15. 02. 2022,304,228,253,298,122,272,739,892,"1,291",400,New build,"CZK 14,000",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,Interior,,Yes,,,,,
706684,"CZK 14,000",50.1108671,14.5049221,"Kolbenova, Prague - Vysočany",1 bedroom with open-plan kitchen,52 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,14. 03. 2022,50,388,24,205,19,324,227,514,280,287,Excellent,"CZK 28,000",Personal,Brick building,G,,,,,,,,,,,,
705873,"CZK 16,000",50.02767,14.45456,"Kukučínova, Prague - Krč",2 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Unfurnished,6,No,No,Yes,Yes,No,Yes,No,01. 03. 2022,212,"1,216",323,473,445,583,"1,306",323,75,,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
