Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
713406,"CZK 40,000",50.07726,14.46341,"Hradecká, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,306 m²,"CZK 6,000","CZK 80,000",,Personal,Brick building,Furnished,8,No,Yes,No,No,Yes,Yes,No,B,145,66,8,176,59,252,279,629,324,278,14. 04. 2022,,,,,,,,,,
713379,"CZK 16,000",50.12931,14.49382,"Makedonská, Prague - Střížkov",Studio,New build,42 m²,"CZK 2,600","CZK 30,000",,Personal,Brick building,Partially furnished,6,Yes,No,No,No,Yes,No,No,D,208,909,53,834,481,327,408,285,"1,035",155,18. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Top floor,Overall,Yes,,,,
550879,"CZK 13,900",50.0639544,14.2854037,"Lačnovská, Prague - Zličín",Studio,New build,36 m²,"CZK 2,839","CZK 27,800",,Personal,Low-energy building,Furnished,2,No,Yes,No,No,Yes,No,No,B,304,361,"1,215","1,060",875,"1,338",551,,,,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Other,Ground floor,,Yes,30 m²,,,
712913,"CZK 14,000",50.07101,14.38412,"Plzeňská, Prague - Košíře",Studio,New build,30 m²,"CZK 2,200","CZK 28,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,Yes,No,G,205,828,259,"1,203",272,"1,311",202,505,"1,046",502,05. 04. 2022,,,,,,,,,,
713350,"CZK 16,000",50.04735,14.44738,"Přímětická, Prague - Michle",2 bedroom with open-plan kitchen,Good,70 m²,"CZK 5,500","CZK 21,500",,Personal,Prefab concrete building,Furnished,5,No,No,No,No,No,Yes,No,G,258,578,113,103,92,146,307,736,709,395,01. 05. 2022,,,,,,,,,,
552412,"CZK 32,000",50.10777,14.52681,"Saarinenova, Prague - Hloubětín",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 4,000","CZK 32,000",,Personal,Brick building,Unfurnished,1,No,Yes,Yes,No,Yes,Yes,Yes,A,117,"1,157",556,"1,138",820,954,"1,104",903,"1,030",363,01. 06. 2022,1 to 10 years years,Premium materials and solutions,District heating,Ground floor,,Yes,70 m²,,,
713346,"CZK 14,990",50.01205444444,14.39988166666,"Vrátnická, Prague - Modřany",Studio,New build,40 m²,"CZK 2,047","CZK 17,037","CZK 17,037

                                
                                
                
i",Personal,Other,Unfurnished,3,Yes,No,Yes,No,No,Yes,No,A,198,"1,078",373,"1,322",740,"1,383","1,378",662,,,,,,,,,Yes,,,,
713338,"CZK 19,900",50.05831,14.37501,"Nyklíčkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,000",CZK 2,,Personal,Other,Furnished,2,Yes,No,No,No,No,Yes,Yes,C,141,358,416,"1,145",318,444,949,267,"1,321",184,25. 04. 2022,,,,,,,,,,
621379,"CZK 9,800",50.056553,14.495605,"Jabloňová, Prague - Záběhlice",Small studio,Excellent,25 m²,"CZK 3,200","CZK 18,000",,Personal,Prefab concrete building,Furnished,8,No,No,No,No,No,Yes,No,,59,616,149,989,200,50,166,658,166,283,11. 04. 2022,,,,,,,,,,
712652,"CZK 13,000",50.02923,14.48587,"Petýrkova, Prague - Chodov",2 bedroom with open-plan kitchen,Good,71 m²,"CZK 3,800","CZK 33,600",,Personal,Prefab concrete building,Furnished,6,No,No,No,Yes,No,Yes,No,G,252,431,162,595,403,325,455,608,576,198,02. 04. 2022,,,,,,,,,,
664283,"CZK 15,900",50.1294079,14.4512939,Prague - Kobylisy,2 bedroom,Excellent,58 m²,"CZK 3,000","CZK 31,800",,Personal,Prefab concrete building,Partially furnished,6,No,No,No,Yes,No,Yes,No,G,143,6,689,299,350,768,507,"1,366",185,,01. 06. 2022,,,,,,,,,,
516267,"CZK 16,900",50.0067804,14.4354836,Prague - Modřany,2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 5,500","CZK 30,000",,Personal,Prefab concrete building,Furnished,8,Yes,No,Yes,No,No,Yes,No,C,245,"1,432",771,"1,421",406,"1,249",897,332,705,154,01. 01. 1970,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Overall,,,,,
713311,"CZK 25,000",50.09075,14.42626,"Dlouhá, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,No,G,55,233,30,96,7,184,186,258,152,202,01. 06. 2022,,,,,,,,,,
710907,"CZK 14,900",50.0897,14.46926,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,600","CZK 30,000",,Personal,Brick building,Unfurnished,1,No,No,Yes,No,No,Yes,No,E,89,751,57,96,32,69,373,378,454,390,18. 03. 2022,,,,,,,,,,
563249,"CZK 16,000",50.0623095,14.3256648,"5. máje, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 21,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,,485,"1,479","1,251",799,"1,296","1,308","1,488",572,,,01. 05. 2022,,Standard materials and solutions,Gas boiler,Ground floor,Overall,,,,,
712632,"CZK 30,000",50.0795183,14.4256008,"Štěpánská, Prague - Nové Město",3 bedroom,Excellent,106 m²,CZK 800,"CZK 60,000",,Personal,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,F,252,745,218,228,59,227,265,537,518,474,04. 04. 2022,,,,,,,,,,
443850,"CZK 12,500",50.0517995,14.3653519,"Polívkova, Prague - Jinonice",1 bedroom with open-plan kitchen,,45 m²,"CZK 4,000","CZK 12,500",,Personal,Prefab concrete building,Unfurnished,2,No,No,No,No,No,No,No,,245,401,719,361,790,326,"1,046",459,201,,,,,District heating,Middle floor,,,,,,
640142,"CZK 1,000",50.104144,14.549458,"Kukelská, Prague - Hloubětín",2 bedroom,Good,107 m²,"CZK 3,900",,,Personal,Prefab concrete building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,G,137,942,134,960,611,909,186,827,731,76,07. 04. 2022,,,,,,,,,,
446124,"CZK 19,500",50.0058372,14.4149292,"Soukalova, Prague - Modřany",1 bedroom with open-plan kitchen,,49 m²,"CZK 3,500","CZK 19,500",,Personal,Brick building,Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,B,246,257,379,339,405,40,617,740,869,72,01. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,Yes,,,,
671001,"CZK 17,000",50.10294,14.55224,"Sklenská, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000","CZK 17,000",,Personal,Other,Furnished,1,Yes,No,No,No,Yes,Yes,No,B,259,742,402,"1,228",354,643,425,"1,074",601,344,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,,,,,
713265,"CZK 12,900",50.05891,14.49887,"Ostružinová, Prague - Záběhlice",1 bedroom with open-plan kitchen,Good,51 m²,"CZK 2,400",,,Personal,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,Yes,No,G,349,430,336,639,658,403,483,637,577,225,15. 04. 2022,,,,,,,,,,
704555,"CZK 18,000",50.1037268,14.4539924,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,000","CZK 25,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,G,60,629,33,219,91,134,665,627,217,509,01. 02. 2022,,,,,,,,,,
713261,"CZK 14,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,000","CZK 14,500",,Personal,Brick building,Furnished,10,No,No,Yes,No,No,Yes,No,C,97,753,403,335,416,420,281,383,249,43,01. 05. 2022,,,,,,,,,,
556880,"CZK 25,500",50.0775372,14.4192713,"Karlovo náměstí, Prague - Nové Město",3 bedroom,Good,83 m²,"CZK 6,500","CZK 30,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,D,76,276,60,33,22,244,199,387,508,418,01. 07. 2022,,,Central heating,Middle floor,,,,,,
713109,"CZK 18,000",50.10684,14.60743,"Bříšťanská, Prague - Horní Počernice",3 bedroom,Excellent,115 m²,"CZK 6,000","CZK 45,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,C,286,"1,098","1,057",349,886,283,,,,,07. 04. 2022,,,,,,,,,,
713214,"CZK 20,000",50.12435,14.48724,"Rumburská, Prague - Střížkov",2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,G,206,"1,039",386,977,405,361,397,242,200,139,01. 05. 2022,,,,,,,,,,
448384,"CZK 16,500",50.0453146,14.5146362,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,,85 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Furnished,8,No,Yes,No,Yes,No,Yes,No,,165,329,302,291,"1,060",398,"1,325",135,,,01. 05. 2022,,Standard materials and solutions,District heating,Top floor,,,,,,
602963,"CZK 14,500",50.070717,14.446995,"Donská, Prague - Vršovice",Studio,Good,34 m²,"CZK 2,500","CZK 15,000",,Personal,Brick building,Furnished,2,No,Yes,No,No,No,Yes,No,C,148,677,142,462,0,498,447,535,324,290,01. 05. 2022,1 to 10 years years,,Central heating,Middle floor,,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,G,231,254,267,324,118,268,776,965,"1,244",396,01. 04. 2022,,,,,,,,,,
713205,"CZK 28,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 1,600","CZK 40,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,C,237,333,118,340,77,301,68,161,205,648,01. 06. 2022,,,,,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,,70 m²,"CZK 2,000",,,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,249,431,949,940,317,"1,051",250,650,194,,01. 05. 2022,,,,,,,50 m²,,,
713199,"CZK 9,990",50.10572333333,14.547835,"Rochovská, Prague - Hloubětín",Studio,Excellent,29 m²,"CZK 1,646","CZK 11,636","CZK 11,636

                                
                                
                
i",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,B,124,832,279,864,474,918,287,590,958,217,,,,,,,,,,,
713192,"CZK 14,000",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,195","CZK 27,000",,Personal,Prefab concrete building,Partially furnished,14,No,No,Yes,Yes,No,Yes,No,G,271,269,294,275,118,704,235,586,174,,07. 04. 2022,,,Gas boiler,Top floor,Overall,,,,,
712154,"CZK 20,000",50.07146,14.44815,"Krymská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 2,840","CZK 20,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,G,135,665,130,370,71,629,313,580,182,300,01. 04. 2022,,,,,,,,,,
571007,"CZK 14,000",50.0480462,14.4424127,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,C,166,180,105,363,172,320,435,773,521,343,01. 05. 2022,10 to 30 years years,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,
661549,"CZK 26,500",50.09369,14.4555,"Šaldova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 2,500","CZK 45,000",,Personal,Brick building,Partially furnished,4,No,Yes,Yes,No,No,Yes,No,F,335,642,2,270,74,133,283,"1,339",184,325,01. 05. 2022,,,,,,,,,,
713155,"CZK 23,000",50.07849,14.45635,"Přemyslovská, Prague - Vinohrady",2 bedroom,Excellent,82 m²,"CZK 1,200","CZK 23,000",,Cooperative,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,G,127,336,85,145,47,342,467,581,922,219,11. 04. 2022,,,,,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,000","CZK 16,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,,229,745,314,504,225,206,234,245,512,394,30. 04. 2022,,,,,,,,,,
569904,"CZK 12,800",50.0789302,14.457653,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 12,800",,Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,,194,505,65,266,61,335,483,442,771,198,01. 02. 2022,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,
9448,"CZK 16,900",50.0554029275,14.4239115715,"Pod Klaudiánkou, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,900","CZK 33,000",,Personal,Brick building,Furnished,,No,Yes,No,No,No,No,Yes,B,296,647,467,506,392,644,447,807,207,410,23. 04. 2022,10 to 30 years years,Premium materials and solutions,Other,Ground floor,,,41 m²,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,Excellent,95 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,E,144,329,135,144,57,216,290,180,632,156,01. 05. 2022,,,,,,,,,,
711712,"CZK 55,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,101 m²,CZK 133,"CZK 110,000",,Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,B,,,,,,,,,,,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Top floor,Overall,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,F401
661029,"CZK 6,000",50.068585,14.4713735,"Vladivostocká, Prague - Vršovice",Small studio,Excellent,20 m²,"CZK 3,000","CZK 9,000",,,Other,Furnished,3,No,No,No,No,No,Yes,No,D,137,233,164,167,282,552,245,363,313,352,03. 05. 2021,,Standard materials and solutions,District heating,Middle floor,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 35,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,A,361,626,69,"1,243",574,"1,042",547,475,481,469,01. 04. 2022,,,District heating,,,,,,,
177743,"CZK 15,500",50.1110331231,14.4889452368,"Podvinný mlýn, Prague - Libeň",Studio,Excellent,55 m²,"CZK 3,900","CZK 20,000",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,,572,936,718,782,252,650,624,730,449,360,01. 06. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,
713095,"CZK 11,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",Studio,Excellent,42 m²,"CZK 3,900","CZK 20,000",,Personal,Prefab concrete building,Furnished,2,No,No,Yes,No,No,Yes,No,G,14,969,166,"1,452",268,216,136,524,"1,472",265,01. 05. 2022,,,,,,,,,,
712448,"CZK 16,000",50.04115,14.56562,"Janovská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,Good,67 m²,"CZK 4,000",,,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,G,176,602,276,414,330,131,264,273,997,316,01. 07. 2022,,,,,,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,Excellent,57 m²,CZK 600,"CZK 14,000",,Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,D,183,789,420,473,89,245,193,614,700,165,01. 05. 2022,,,Other,,,,,,,
673009,"CZK 13,500",49.99559,14.47109,"Švihovská, Prague - Písnice",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,500","CZK 20,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,No,Yes,A,272,"1,265",731,"1,059","1,054",661,,,,,01. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,Top floor,,,,,,
584586,"CZK 28,000",50.105532,14.392401,"Nikoly Tesly, Prague - Dejvice",2 bedroom,Excellent,92 m²,"CZK 2,000","CZK 30,000",,Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,G,239,994,265,389,186,190,442,489,776,345,01. 07. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,Overall,,,,,
666783,"CZK 26,000",50.035755,14.524528,Prague - Háje,4 bedroom,Excellent,100 m²,"CZK 4,500","CZK 26,000",,Personal,Prefab concrete building,Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,B,265,946,677,707,245,503,639,566,290,234,01. 05. 2022,,Premium materials and solutions,District heating,Middle floor,Overall,,,,,
616335,"CZK 47,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,Excellent,150 m²,"CZK 7,000","CZK 50,000",,Personal,Brick building,Partially furnished,1,Yes,Yes,No,No,No,No,No,A,182,"1,435",159,"1,072",168,149,446,579,420,195,01. 05. 2022,,Premium materials and solutions,Gas boiler,Raised ground floor,Overall,,150 m²,,,
712399,"CZK 10,000",50.0257,14.43628,"Nad Lesním divadlem, Prague - Braník",Studio,Excellent,28 m²,"CZK 2,013","CZK 10,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,G,228,270,228,241,317,296,690,373,901,378,10. 04. 2022,,,,,,,,,,
712211,"CZK 23,000",50.07286,14.43954,"Záhřebská, Prague - Vinohrady",2 bedroom,Excellent,58 m²,CZK 550,"CZK 22,000",,Personal,Brick building,Partially furnished,6,Yes,Yes,No,No,No,No,No,G,201,358,94,578,109,482,159,401,728,541,01. 05. 2022,,,Gas boiler,,,,,,,
551494,"CZK 13,000",50.1333894,14.3750452,"Vysokoškolská, Prague - Suchdol",1 bedroom,Excellent,40 m²,"CZK 3,000","CZK 16,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,C,185,587,183,222,120,568,"1,096",577,603,211,10. 03. 2019,,Standard materials and solutions,Other,Attic,Interior,,,,,
518153,"CZK 12,000",50.1193528,14.4614637,Prague - Libeň,2 bedroom,,53 m²,CZK 800,"CZK 20,000",,Personal,Brick building,Unfurnished,-1,No,No,No,No,No,No,No,,139,159,174,608,272,210,849,528,"1,037",595,01. 06. 2022,,,,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,,72 m²,"CZK 4,500","CZK 20,000",,Other,Prefab concrete building,Furnished,1,No,No,No,Yes,No,No,No,,227,598,447,816,474,336,342,438,"1,207",51,01. 06. 2022,10 to 30 years years,Premium materials and solutions,District heating,Raised ground floor,Overall,,,,,
328663,"CZK 14,000",50.071252,14.464839,"Na Míčánkách, Prague - Vršovice",1 bedroom,,42 m²,"CZK 1,500","CZK 14,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,2,708,126,624,266,585,373,276,760,245,01. 05. 2022,,,Electric boiler,,Interior,,,,,
184951,"CZK 23,000",50.0416085,14.4283705,"U družstva Práce, Prague - Braník",3 bedroom,Good,100 m²,"CZK 5,000",,,Personal,Brick building,Unfurnished,2,No,No,No,Yes,No,No,No,,326,"1,141",338,980,237,"1,204",939,470,666,427,31. 05. 2022,,,Gas boiler,Middle floor,,,,,,
21516,"CZK 10,900",50.0694717,14.3743535,"Na Zámyšli, Prague - Košíře",Studio,,29 m²,"CZK 1,300","CZK 15,000",,Other,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,236,169,275,250,175,357,472,882,803,245,24. 04. 2022,,Standard materials and solutions,Other,,,,,,,
169558,"CZK 12,000",50.0847006,14.5116856,"Malešické náměstí, Prague - Malešice",1 bedroom,,60 m²,"CZK 4,000",,,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,83,936,377,955,220,465,817,793,312,189,,,,,,,,,,,
494972,"CZK 22,000",50.0886626,14.4840047,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,,74 m²,"CZK 6,300",,,Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,B,389,818,431,631,145,673,498,365,363,121,01. 05. 2022,,,,,,,,,,
354702,"CZK 16,500",50.0887467765,14.4096580943,"U lužického semináře, Prague - Malá Strana",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,000","CZK 35,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,G,307,449,122,428,10,727,485,332,967,185,01. 06. 2022,,Standard materials and solutions,Gas boiler,Middle floor,Overall,,,,,
712182,"CZK 18,500",50.09333,14.44922,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,54 m²,,"CZK 18,500",,Cooperative,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,G,102,101,146,164,17,266,443,"1,402",421,147,01. 05. 2022,,,Central heating,,,,,,,
578495,"CZK 17,000",50.151005,14.536383,"Vrátenská, Prague - Miškovice",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 5,500","CZK 34,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,C,615,"1,408",706,812,484,"1,495","1,407",943,,,25. 04. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,Middle floor,,,,,,
712915,"CZK 13,000",50.0714,14.44025,"Máchova, Prague - Vinohrady",1 bedroom,Excellent,41 m²,"CZK 2,500","CZK 16,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,291,490,137,748,93,652,269,188,652,460,19. 04. 2022,,,,,,,,,,
510434,"CZK 8,700",50.0781421,14.3026439,"Pod Karlovarskou silnicí, Prague - Ruzyně",Small studio,,22 m²,"CZK 2,700","CZK 11,400",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,F,262,963,691,842,,,,,,,,,Standard materials and solutions,Central heating,Middle floor,,,,,,
712911,"CZK 14,990",50.04725,14.32024222222,"Kettnerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,189","CZK 19,179","CZK 19,179

                                
                                
                
i",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,No,Yes,No,C,198,"1,133",368,379,625,371,706,67,627,39,,,,,,,,,,,
712907,"CZK 11,500",50.05362,14.54479,"Kytínská, Prague - Hostivař",Studio,Excellent,34 m²,"CZK 3,900","CZK 11,500",,Personal,Brick building,Partially furnished,7,Yes,No,No,No,No,Yes,No,B,448,717,533,544,729,755,456,622,324,,01. 05. 2022,,,,,,,,,,
620984,"CZK 16,000",50.103043,14.51308,"Podkovářská, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,500","CZK 20,000",,Personal,Other,Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,,37,351,"1,305",864,353,687,"1,189",912,333,,01. 06. 2022,,Premium materials and solutions,,Middle floor,Interior,,,,,
326108,"CZK 35,000",50.0899603,14.329462,"Naardenská, Prague - Liboc",3 bedroom with open-plan kitchen,Excellent,144 m²,"CZK 7,280",CZK 3,,Personal,Brick building,Furnished,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,B,315,296,"1,201",230,"1,240","1,061",179,588,23,,31. 05. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Interior,,,,,
712894,"CZK 18,000",50.0744,14.50464,Prague - Strašnice,1 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 2,000","CZK 40,000",,Personal,Other,Furnished,3,Yes,No,No,No,No,Yes,No,C,225,"1,146",268,"1,059",536,955,321,714,"1,128",468,02. 05. 2022,10 to 30 years years,Premium materials and solutions,Gas boiler,Middle floor,Overall,,,,,
712896,"CZK 12,990",50.12419944444,14.48515805555,"Teplická, Prague - Střížkov",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 2,290","CZK 15,280","CZK 15,280

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,4,Yes,No,Yes,No,No,Yes,No,G,123,"1,187",163,"1,125",250,459,241,204,211,152,,,,,,,,,,,
692107,"CZK 21,500",50.07592,14.40553,"Arbesovo náměstí, Prague - Smíchov",Studio,Excellent,28 m²,"CZK 3,200","CZK 25,000",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,C,77,64,152,107,11,143,97,"1,032",852,494,30. 04. 2022,,,,,,,,,,
712876,"CZK 11,900",50.05454,14.4196,"Podolská, Prague - Podolí",Studio,Excellent,24 m²,"CZK 4,500","CZK 11,900",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,G,220,619,96,401,134,598,382,"1,010",137,79,01. 05. 2022,,,,,,,,,,
617411,"CZK 17,000",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",2 bedroom,Excellent,51 m²,CZK 500,"CZK 35,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,G,9,"1,082",6,933,86,"1,250",154,209,467,248,01. 04. 2022,1 to 10 years years,Premium materials and solutions,Other,Middle floor,Overall,,,,,
52689,"CZK 12,000",50.0798736,14.4868594,"Počernická, Prague - Strašnice",Studio,,36 m²,"CZK 2,215","CZK 20,000",,Personal,Brick building,Furnished,1,Yes,Yes,No,No,No,No,No,,133,695,208,479,369,294,718,599,359,290,01. 05. 2022,,,,,,,,,,
596800,"CZK 11,500",50.100593,14.488647,"Novovysočanská, Prague - Vysočany",Studio,Excellent,29 m²,CZK 490,"CZK 23,980",,Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,G,9,"1,082",6,933,86,"1,250",154,209,467,248,01. 05. 2022,1 to 10 years years,,Other,Raised ground floor,Overall,,,,,
537538,"CZK 65,000",50.0794233,14.3794742,"Atletická, Prague - Břevnov",2 bedroom with open-plan kitchen,,100 m²,"CZK 15,000","CZK 70,000",,,Other,Furnished,1,Yes,Yes,Yes,No,Yes,No,Yes,,302,"1,223",778,"1,104",193,"1,214","1,134",989,377,610,01. 04. 2022,,Premium materials and solutions,,,,,50 m²,,,
629592,"CZK 14,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,000","CZK 28,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,Yes,Yes,No,B,287,755,238,717,532,759,"1,182",642,491,399,01. 07. 2022,,Standard materials and solutions,District heating,Middle floor,,Yes,6 m²,,,
670707,"CZK 25,000",50.07067,14.37649,"Plzeňská, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 4,000","CZK 40,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,No,B,218,64,199,439,230,546,213,620,691,325,01. 05. 2022,,,,,,,,,,
496859,"CZK 18,000",50.0562016,14.3484456,Prague - Jinonice,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,834","CZK 18,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,Yes,B,305,"1,121",449,817,603,599,470,705,78,,01. 04. 2022,,,,,,Yes,,,,
