Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Renovation,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
709009,"CZK 19,000",50.04466,14.51691,"Berlínská, Prague - Hostivař",2 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,500","CZK 38,000",Personal,Brick building,,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,02. 03. 2022,,,C,213,113,167,156,963,315,"1,286",64,,,,,,,,,,,
137747,"CZK 10,500",50.1269247,14.4645974,"Kyselova, Prague - Kobylisy",Small studio,,25 m²,"CZK 2,000",CZK 1,Personal,Prefab concrete building,,Partially furnished,4,No,No,No,No,No,No,No,01. 04. 2022,District heating,,,269,510,258,278,243,472,163,205,823,210,,,,,,,,,
14575,"CZK 13,000",50.0635787763,14.4423168898,"Nuselská, u náměstí Bratří Synků, Prague - Nusle",1 bedroom,,35 m²,CZK 700,"CZK 13,700",Other,Brick building,,Furnished,4,No,No,No,No,No,No,No,,,,,117,338,33,44,56,117,321,609,520,449,,,,,,,,,
609937,"CZK 24,500",50.071388,14.409515,"Na Celné, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,84 m²,"CZK 4,500","CZK 25,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,Yes,No,15. 03. 2022,Gas boiler,Attic,B,217,656,136,152,145,384,684,958,810,369,,Premium materials and solutions,,,,,,,
709446,"CZK 18,000",50.07202,14.41038,"Na Bělidle, Prague - Smíchov",2 bedroom,Excellent,75 m²,"CZK 1,400","CZK 18,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,Gas boiler,Ground floor,G,232,671,152,167,160,501,676,811,821,380,,,,,,,,,
709444,"CZK 15,000",50.04719,14.48634,"Hlavní, Prague - Záběhlice",1 bedroom with open-plan kitchen,Good,47 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,,Partially furnished,7,No,No,No,Yes,Yes,Yes,No,01. 04. 2022,Central heating,Middle floor,G,162,217,165,180,217,185,369,"1,064",371,,,Standard materials and solutions,,,,,,,
708777,"CZK 90,000",50.0909662,14.4174193,"Břehová, Prague - Josefov",5 bedroom,,222 m²,"CZK 30,000",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,23. 04. 2022,,,,60,336,266,417,6,503,391,634,138,634,,,,,,,,,
709336,"CZK 22,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 5,000","CZK 54,000",Personal,Brick building,,Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,,,G,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,,,,,,,,,
531830,"CZK 21,990",50.0712705,14.3510467,Prague - Motol,2 bedroom with open-plan kitchen,,80 m²,"CZK 2,300","CZK 40,000",Personal,Brick building,Yes,Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 01. 1970,,,C,395,349,302,630,902,696,961,,,,,,,,,,,,
708587,"CZK 14,500",50.06126,14.45014,"Kloboučnická, Prague - Nusle",1 bedroom,Excellent,29 m²,"CZK 2,000","CZK 15,000",Personal,Brick building,,Furnished,-1,No,No,No,No,No,Yes,No,01. 03. 2022,,,G,144,"1,031",218,438,142,726,466,462,945,420,,,,,,,,,
709433,"CZK 13,400",50.08967,14.34076,"Na Okraji, Prague - Veleslavín",2 bedroom,Excellent,50 m²,"CZK 3,500","CZK 13,000",Personal,Brick building,,Partially furnished,,No,No,Yes,No,No,No,No,01. 05. 2022,,,B,282,677,212,293,258,333,348,212,996,292,,,,,,,,,
709430,"CZK 24,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 1,500","CZK 35,000",Personal,Brick building,,Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,,,B,237,333,118,340,77,301,68,161,205,648,,,,,,,,,
594681,"CZK 23,500",50.054429,14.367641,"U Kříže, Prague - Jinonice",2 bedroom,Excellent,69 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 04. 2022,Gas boiler,Top floor,C,236,281,437,333,536,245,781,823,218,,1 to 10 years years,Premium materials and solutions,Interior,,,,,,
6827,"CZK 22,500",50.078068,14.458059,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,99 m²,"CZK 4,500",,Personal,Brick building,,Furnished,6,No,Yes,No,No,No,Yes,No,,,,,95,426,69,168,77,236,547,654,801,288,,,,,,,,,
708699,"CZK 16,600",50.02109,14.46635,"V Zeleném údolí, Prague - Kunratice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 3,200","CZK 22,000",Personal,Other,Yes,Partially furnished,1,No,Yes,No,No,No,Yes,Yes,28. 02. 2022,Central heating,Middle floor,C,282,"1,238","1,115",69,408,705,97,,,,10 to 30 years years,Standard materials and solutions,,,,,,,
709424,"CZK 12,000",50.10631,14.55386,"Kukelská, Prague - Hloubětín",Studio,Good,38 m²,"CZK 2,000","CZK 36,000",Personal,Prefab concrete building,,Furnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,,,G,125,463,461,"1,284",237,416,310,"1,010","1,081",264,,,,,,,,,
600051,"CZK 9,000",50.088478,14.466349,"Žerotínova, Prague - Žižkov",Studio,Excellent,22 m²,"CZK 2,500","CZK 7,000",Personal,Brick building,,,5,No,No,No,No,No,Yes,No,01. 04. 2022,,,D,230,794,118,215,142,244,466,489,435,328,,,,,,,,,
708753,"CZK 12,000",50.10907,14.5569,"Za černým mostem, Prague - Kyje",Studio,New build,27 m²,"CZK 1,900","CZK 12,000",Personal,Brick building,,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,,,B,176,800,136,48,754,418,"1,323","1,438",483,,,,,,,,,,
709419,"CZK 25,000",50.06627,14.43132,"Sekaninova, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 1,250",,Other,Brick building,,Furnished,4,No,No,No,No,No,No,No,06. 03. 2022,,,D,252,612,181,747,49,304,380,433,208,200,,,,,,,,,
237071,"CZK 29,000",50.1008217,14.6871026,"Holekova, Prague - Klánovice",3 bedroom,Excellent,140 m²,"CZK 2,000","CZK 34,000",Personal,Brick building,,Partially furnished,1,Yes,Yes,No,No,Yes,No,Yes,15. 03. 2022,Gas boiler,Attic,,343,400,"1,280",810,,,,,,,1 to 10 years years,Standard materials and solutions,,,200 m²,,,,
694966,"CZK 14,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,New build,42 m²,"CZK 2,500","CZK 16,000",Personal,Brick building,Yes,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,31. 03. 2022,Central heating,Ground floor,A,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,1 to 10 years years,,,,20 m²,,,,
174803,"CZK 14,900",50.072376,14.4380948,Prague - Vinohrady,Studio,Excellent,42 m²,"CZK 4,500","CZK 29,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,Yes,No,07. 03. 2022,Gas boiler,Raised ground floor,C,404,239,159,503,44,405,186,286,858,638,10 to 30 years years,Standard materials and solutions,Overall,,,,,,
708255,"CZK 13,500",50.13111,14.4717,"Famfulíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 3,500","CZK 27,000",Personal,Prefab concrete building,,Unfurnished,7,No,No,No,No,No,No,No,25. 02. 2022,,,G,183,447,257,545,243,423,323,407,"1,474",102,,,,,,,,,
229610,"CZK 19,500",50.1067324,14.4393933,"Železničářů, Prague - Holešovice",1 bedroom with open-plan kitchen,,60 m²,"CZK 1,500","CZK 42,000",Cooperative,Brick building,,Furnished,5,Yes,No,No,No,No,No,No,,Other,Middle floor,,196,973,457,"1,045",145,365,114,"1,181",441,275,1 to 10 years years,Standard materials and solutions,Interior,,,,,,
136763,"CZK 8,500",50.1269264,14.4341673,"Vřesová, Prague - Troja",Studio,Excellent,30 m²,"CZK 4,000","CZK 17,000",Personal,Brick building,,Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,District heating,Middle floor,,138,688,254,"1,352",531,787,655,578,386,572,10 to 30 years years,,,,,,,,
288533,"CZK 25,000",50.0697584,14.4499487,"Košická, Prague - Vršovice",2 bedroom with open-plan kitchen,,90 m²,"CZK 2,800","CZK 35,000",Personal,Brick building,,Partially furnished,5,Yes,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,,Top floor,,243,660,217,206,156,361,295,458,449,326,,,,,,,,,
709404,"CZK 12,500",50.08125,14.49828,"Počernická, Prague - Malešice",Studio,Excellent,28 m²,"CZK 2,500","CZK 15,000",Personal,Prefab concrete building,,Partially furnished,7,No,No,Yes,No,No,Yes,No,07. 03. 2022,District heating,,G,112,270,78,223,147,327,171,652,881,76,,,Overall,,,,,,
704729,"CZK 14,400",50.11199,14.47541,"Zenklova, Prague - Libeň",2 bedroom,Excellent,46 m²,CZK 600,"CZK 30,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,07. 03. 2022,,,E,57,"1,371",264,831,0,474,575,"1,103",551,282,,,,,,,,,
708458,"CZK 21,000",50.05746,14.49419,"Jetelová, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 4,000","CZK 50,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,No,No,No,No,01. 03. 2022,,,G,74,714,229,"1,018",335,254,384,876,130,236,,,,,,,,,
709402,"CZK 24,500",50.14901,14.58026,"Labětínská, Prague - Vinoř",3 bedroom with open-plan kitchen,Excellent,105 m²,"CZK 3,600","CZK 55,000",Personal,Wooden building,,Partially furnished,2,No,No,Yes,No,Yes,No,Yes,01. 06. 2022,,,G,524,762,875,800,858,634,444,591,504,,,,,,,,,,
708248,"CZK 13,000",50.04817,14.56117,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,100","CZK 13,000",Personal,Prefab concrete building,,Partially furnished,7,No,No,Yes,No,No,Yes,No,01. 04. 2022,,,G,489,"1,084",601,"1,161",204,"1,043",286,362,874,91,,,Overall,,,,,,
709395,"CZK 11,500",50.13039,14.41911,"Poznaňská, Prague - Bohnice",Studio,Excellent,46 m²,"CZK 2,913","CZK 20,000",Cooperative,Prefab concrete building,,Unfurnished,7,No,No,Yes,No,No,Yes,No,07. 03. 2022,District heating,Middle floor,B,147,602,403,532,526,417,576,"1,072","1,256",213,,Standard materials and solutions,,,,,,,
610070,"CZK 13,500",50.097684,14.400522,"Václavkova, Prague - Dejvice",2 bedroom,Excellent,47 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,,Partially furnished,,Yes,No,No,No,No,No,No,14. 03. 2022,,,G,136,399,6,117,11,216,119,801,339,257,,,,,,,,,
708715,"CZK 14,500",50.0574,14.44181,"V Zálomu, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,730","CZK 28,000",Cooperative,Brick building,,Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,Gas boiler,,G,90,"1,164",306,784,284,702,480,455,686,199,,,,,,,,,
273251,"CZK 17,000",50.1034089,14.4538704,"Dělnická, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 21,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,Yes,No,27. 11. 2021,Gas boiler,,,24,507,17,168,80,99,614,577,266,452,,,,,,,,,
708190,"CZK 14,000",50.0526728,14.5442451,"Bělinského, Prague - Hostivař",2 bedroom,Good,61 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,30. 04. 2022,District heating,Middle floor,C,383,435,308,404,578,856,305,471,255,,,Standard materials and solutions,,,,,,,
644906,"CZK 15,900",50.11155,14.497226,"Podnádražní, Prague - Vysočany",Studio,Excellent,38 m²,"CZK 2,400","CZK 32,000",Personal,Low-energy building,,Furnished,1,No,Yes,No,No,No,No,No,01. 01. 1970,Central heating,Ground floor,G,102,451,298,219,260,92,724,799,310,374,,Premium materials and solutions,Interior,,8 m²,,,,
588117,"CZK 14,500",50.057065,14.430227,"Na Dolinách, Prague - Nusle",1 bedroom,Excellent,33 m²,"CZK 2,000","CZK 16,500",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,Central heating,Middle floor,F,76,770,301,305,11,278,712,492,107,150,30 to 50 years years,Standard materials and solutions,Interior,,,,,,
707836,"CZK 16,200",50.05704,14.43038,"Na Dolinách, Prague - Nusle",1 bedroom,Excellent,28 m²,"CZK 2,300","CZK 18,500",Personal,Brick building,,Furnished,3,No,No,Yes,Yes,Yes,Yes,No,20. 03. 2022,,,G,65,781,290,294,0,266,723,481,96,162,,,,,,,,,
709200,"CZK 10,767",50.1058121,14.4975893,"Lisabonská, Prague - Vysočany",Studio,,22 m²,"CZK 3,589",,,,,Furnished,4,No,No,No,No,No,Yes,No,15. 04. 2022,,,,454,831,549,570,538,453,646,819,174,346,,,,,,,,,
709390,"CZK 61,357",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",4 bedroom with open-plan kitchen,,219 m²,"CZK 20,452",,,,,Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,
709389,"CZK 23,500",50.11773,14.50783,"Letňanská, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 4,540","CZK 47,000",Personal,Brick building,,Furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,,,G,96,"1,194",513,710,58,679,901,434,919,335,,,,,,,,,
454022,"CZK 6,990",50.035351,14.5098249,Prague - Chodov,Studio,,25 m²,"CZK 1,000","CZK 7,990",Personal,Brick building,,Partially furnished,2,No,Yes,No,No,No,No,No,,,,,167,514,180,"1,490",387,679,466,480,472,405,,,,,,,,,
707378,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,,"CZK 11,250",,,,,Furnished,3,No,No,No,No,No,No,No,10. 03. 2022,,,,208,625,166,256,8,279,151,489,199,646,,,,,,,,,
708903,"CZK 56,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",3 bedroom,,105 m²,"CZK 18,750",,,,,Furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,,,,120,466,224,270,88,288,156,399,230,467,,,,,,,,,
707384,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,90 m²,"CZK 8,500",,,,,Furnished,1,No,No,No,No,No,No,No,10. 03. 2022,,,,142,547,112,211,216,280,208,0,878,210,,,,,,,,,
707324,"CZK 30,000",50.0771423,14.417396,"Na Zbořenci, Prague - Nové Město",1 bedroom,,35 m²,"CZK 10,000",,,,,Furnished,1,No,No,No,No,No,No,No,17. 04. 2022,,,,127,382,112,188,72,409,281,298,590,484,,,,,,,,,
707282,"CZK 22,950",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",1 bedroom,,49 m²,"CZK 7,650",,,,,Furnished,3,No,No,No,No,No,Yes,No,27. 03. 2022,,,,155,369,147,651,45,545,205,328,671,484,,,,,,,,,
707303,"CZK 20,160",50.0631412,14.4044623,"Radlická, Prague - Smíchov",Studio,,35 m²,"CZK 6,720",,,,,Furnished,2,No,No,No,No,No,No,No,10. 03. 2022,,,,28,453,78,852,18,206,643,616,794,538,,,,,,,,,
707288,"CZK 33,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 11,225",,,,,Furnished,-1,No,No,No,No,No,No,No,19. 04. 2022,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,
707373,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,55 m²,"CZK 10,000",,,,,Furnished,3,No,No,No,No,No,No,No,10. 03. 2022,,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,
707400,"CZK 24,000",50.0723554,14.4069173,"Lidická, Prague - Smíchov",1 bedroom,,,"CZK 8,000",,,,,Furnished,3,No,No,No,No,No,No,No,07. 04. 2022,,,,25,378,16,198,26,271,471,963,"1,249",622,,,,,,,,,
707386,"CZK 26,864",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,,40 m²,"CZK 8,955",,,,,Furnished,2,No,Yes,No,No,No,Yes,No,18. 04. 2022,,,,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,
707374,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,40 m²,"CZK 10,000",,,,,Furnished,2,Yes,No,No,No,No,No,No,10. 03. 2022,,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,
707341,"CZK 32,250",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,,57 m²,"CZK 10,750",,,,,Furnished,5,No,No,No,No,No,Yes,No,10. 03. 2022,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,
707343,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,73 m²,"CZK 13,250",,,,,Furnished,5,No,No,No,No,No,Yes,No,10. 03. 2022,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,
707267,"CZK 29,250",50.0830689,14.4668702,"Olšanská d, Prague - Žižkov",1 bedroom with open-plan kitchen,,85 m²,"CZK 9,750",,,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,,,,213,228,353,747,332,258,643,491,336,409,,,,,,,,,
707271,"CZK 17,925",50.0860727,14.431655,"Senovážné náměstí, Prague - Nové Město",1 bedroom with open-plan kitchen,,81 m²,"CZK 5,975",,,,,Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,,,,162,346,220,126,95,114,272,559,345,339,,,,,,,,,
707385,"CZK 19,425",50.084008861001,14.414631128311,"Boršov, Prague - Staré Město",Studio,,25 m²,"CZK 6,475",,,,,Furnished,2,No,No,No,No,No,No,No,10. 03. 2022,,,,151,761,53,417,7,404,559,561,517,251,,,,,,,,,
707380,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,No,No,18. 04. 2022,,,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,
707350,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,,Furnished,1,No,No,No,No,No,Yes,No,10. 03. 2022,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,
707337,"CZK 22,838",50.0687245,14.3688309,"Pod Školou, Prague - Košíře",2 bedroom with open-plan kitchen,,65 m²,"CZK 7,612",,,,,Furnished,2,No,No,No,No,No,Yes,No,10. 03. 2022,,,,257,773,307,429,264,322,165,"1,090",462,415,,,,,,,,,
707310,"CZK 65,250",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 21,750",,,,,Furnished,3,No,No,No,No,No,Yes,No,26. 03. 2022,,,,462,817,70,468,89,510,489,683,411,400,,,,,,,,,
707289,"CZK 48,750",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",1 bedroom with open-plan kitchen,,72 m²,"CZK 16,250",,,,,Furnished,2,No,No,No,No,No,No,No,20. 04. 2022,,,,81,691,54,466,24,287,520,610,545,144,,,,,,,,,
707817,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,,,Furnished,4,No,No,No,No,No,Yes,No,23. 04. 2022,,,,285,548,70,207,10,222,245,618,370,524,,,,,,,,,
707256,"CZK 16,125",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,,50 m²,"CZK 5,375",,,,,Furnished,1,No,No,No,No,No,No,No,28. 04. 2022,,,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,
708703,"CZK 18,500",50.11712,14.51092,"Klíčovská, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 3,700","CZK 25,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,No,No,Yes,01. 03. 2022,,,C,245,"1,350",551,869,296,867,"1,033",163,"1,041",297,,,,,,,,,
708894,"CZK 25,500",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,,41 m²,"CZK 8,500",,,,,Furnished,5,No,No,No,No,No,No,No,01. 05. 2022,,,,394,499,253,432,280,389,317,725,696,412,,,,,,,,,
708892,"CZK 20,250",50.0719171,14.4429188,"Rybalkova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 6,750",,,,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,,,,195,408,97,765,42,717,415,296,511,225,,,,,,,,,
708886,"CZK 17,175",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,,45 m²,"CZK 5,725",,,,,Furnished,2,No,Yes,No,No,No,No,No,01. 05. 2022,,,,79,38,77,287,79,287,384,531,326,376,,,,,,,,,
709382,"CZK 30,750",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 10,250",,,,,Furnished,2,No,No,No,No,No,Yes,No,05. 05. 2022,,,,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,
708882,"CZK 19,166",50.0388338,14.3231874,"Kakosova, Prague - Řeporyje",1 bedroom with open-plan kitchen,,60 m²,"CZK 6,389",,,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,188,"1,187",832,"1,111",550,983,731,"1,127",688,53,,,,,,,,,
709377,"CZK 16,000",50.1069733,14.497176624888,"Ocelářská, Prague - Vysočany",Studio,New build,39 m²,"CZK 2,546","CZK 37,092",Personal,Brick building,,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,05. 03. 2022,,,A,358,734,452,568,442,475,550,739,409,266,,,,,,,,,
703606,"CZK 14,000",50.0396,14.55988,"Lessnerova, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 28,000",Personal,Prefab concrete building,,Partially furnished,6,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,,,A,95,196,132,161,230,141,304,398,759,126,,,,,,,,,
541309,"CZK 15,490",50.1155148,14.5655166,"Federova, Prague - Kyje",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,200",,Personal,Brick building,Yes,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,30. 04. 2022,Central heating,Middle floor,A,353,993,768,"1,362","1,242",780,,,,,1 to 10 years years,Premium materials and solutions,,,,,,,
542423,"CZK 19,000",50.1050841,14.4492226,"U Průhonu, Prague - Holešovice",1 bedroom with open-plan kitchen,,54 m²,"CZK 1,550","CZK 38,000",Cooperative,Brick building,,Furnished,7,No,Yes,No,No,No,Yes,No,01. 03. 2022,Gas boiler,Top floor,,69,259,123,72,96,75,455,534,245,355,1 to 10 years years,Premium materials and solutions,,,,,,,
708824,"CZK 57,750",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,,86 m²,"CZK 19,250",,,,,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,,,,138,70,36,61,45,257,146,128,234,214,,,,,,,,,
708654,"CZK 16,000",50.1086532,14.4894381,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,000","CZK 16,000",Personal,Brick building,,Furnished,1,No,No,No,No,Yes,Yes,No,01. 04. 2022,District heating,,G,313,464,153,647,195,416,382,67,39,112,10 to 30 years years,,,,,,,,
709370,"CZK 15,000",50.10583,14.39269,"Nikoly Tesly, Prague - Dejvice",1 bedroom with open-plan kitchen,Good,46 m²,CZK 850,"CZK 15,000",Personal,Brick building,,Partially furnished,4,No,No,Yes,No,No,Yes,No,12. 03. 2022,,,G,230,"1,012",219,407,140,320,396,580,793,300,,,,,,,,,
703789,"CZK 12,700",50.05981,14.44846,"Dolní, Prague - Nusle",Studio,Excellent,31 m²,"CZK 1,673","CZK 12,700",Personal,Brick building,,Unfurnished,1,No,No,Yes,No,No,No,No,25. 02. 2022,Gas boiler,Middle floor,G,137,918,172,285,125,690,367,533,799,140,over 50 years years,Premium materials and solutions,Overall,,,,,,
708809,"CZK 71,250",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,,150 m²,"CZK 23,750",,,,,Furnished,4,No,No,No,No,No,No,No,01. 04. 2022,,,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,
708811,"CZK 74,250",50.0822546,14.4142748,"Krocínova, Prague - Staré Město",3 bedroom,,125 m²,"CZK 24,750",,,,,Furnished,6,Yes,No,No,No,No,Yes,No,01. 04. 2022,,,,284,987,183,230,26,119,417,373,329,411,,,,,,,,,
708821,"CZK 57,375",50.0906989,14.4202425,"Dušní, Prague - Josefov",3 bedroom,,97 m²,"CZK 19,125",,,,,Furnished,3,Yes,No,No,No,No,No,No,20. 04. 2022,,,,103,449,207,253,71,270,138,381,247,455,,,,,,,,,
143597,"CZK 8,500",50.1431645,14.5790723,Prague - Vinoř,Studio,Excellent,30 m²,"CZK 2,000","CZK 8,500",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 04. 2022,Gas boiler,Raised ground floor,A,102,129,280,6,472,515,223,335,326,,1 to 10 years years,Standard materials and solutions,Overall,,,,,,
322056,"CZK 18,000",50.1306549,14.4163474,Prague - Bohnice,2 bedroom with open-plan kitchen,,78 m²,"CZK 4,500","CZK 25,000",Personal,Prefab concrete building,,Partially furnished,7,Yes,No,Yes,Yes,No,Yes,No,01. 04. 2022,District heating,,,115,532,493,462,327,539,595,713,313,,,Standard materials and solutions,Overall,,,,,,
709365,"CZK 12,600",50.08268,14.45364,"Bořivojova, Prague - Žižkov",Studio,Good,31 m²,"CZK 2,000","CZK 12,600",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,21. 03. 2022,,,G,195,99,69,331,20,281,280,412,633,299,,,,,,,,,
132388,"CZK 9,000",50.0719537,14.3868114,"Holečkova, Prague - Košíře",Studio,Excellent,21 m²,CZK 1,"CZK 10,000",Personal,Brick building,,Furnished,,No,No,No,No,No,No,No,,Central heating,Middle floor,,102,"1,119",89,954,149,"1,077",402,590,"1,235",371,,,Interior,,,,,,
709129,"CZK 32,400",50.091319,14.4234523,"U Obecního dvora, Prague - Staré Město",2 bedroom,,62 m²,"CZK 10,800",,,,,Furnished,2,No,No,No,No,No,Yes,No,03. 04. 2022,,,,116,432,102,253,102,270,297,393,201,165,,,,,,,,,
624063,"CZK 9,500",50.052905,14.503896,"Práčská, Prague - Záběhlice",Studio,Good,26 m²,"CZK 2,500","CZK 12,000",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,Yes,No,10. 03. 2022,District heating,Middle floor,B,22,713,905,"1,152",111,917,855,335,"1,166",608,1 to 10 years years,,,,,,,,
