Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Total number of floors,Design,Front garden,Heating,Renovation,New building,Developer name,Project name,Kód jednotky
664249,"CZK 10,500",50.08677,14.46824,"Malešická, Prague - Žižkov",Small studio,Excellent,33 m²,CZK 720,"CZK 10,500",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,G,177,465,110,256,134,400,433,319,335,358,01. 05. 2022,,,,,,,,,,
713109,"CZK 18,000",50.10684,14.60743,"Bříšťanská, Prague - Horní Počernice",3 bedroom,Excellent,115 m²,"CZK 6,000","CZK 45,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,C,286,"1,098","1,057",349,886,283,,,,,07. 04. 2022,,,,,,,,,,
589375,"CZK 25,000",50.090582,14.450551,"Pernerova, Prague - Karlín",2 bedroom,Excellent,97 m²,"CZK 2,000","CZK 25,000",,Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,G,327,394,162,391,192,458,44,"1,048",452,353,01. 01. 1970,,Middle floor,Standard materials and solutions,,Gas boiler,Overall,,,,
519620,"CZK 17,000",50.0610745,14.4381486,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,,134,655,158,471,93,382,369,753,93,202,10. 04. 2022,,,,20 m²,,,,,,
713250,"CZK 15,000",50.0701838,14.4021308,"Karla Engliše, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,64 m²,"CZK 3,000","CZK 20,000",,,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,,125,373,219,81,55,115,351,847,"1,021",405,01. 06. 2022,10 to 30 years years,Middle floor,Standard materials and solutions,,Gas boiler,,,,,
301142,"CZK 19,000",50.1273445,14.5029602,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 2,500","CZK 25,000",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,C,229,845,111,874,564,811,345,568,253,,01. 05. 2022,1 to 10 years years,,Premium materials and solutions,,District heating,,,,,
713216,"CZK 16,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,New build,60 m²,"CZK 6,000","CZK 44,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,No,G,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,02. 07. 2022,,,,,,,,,,
590616,"CZK 14,000",50.008984,14.429712,"Levského, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,000","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,Yes,No,Yes,No,G,328,"1,048",142,"1,032",169,"1,022",284,384,179,171,01. 05. 2022,,,,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,,45 m²,"CZK 2,660","CZK 15,000",,Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,227,556,213,533,215,487,530,568,"1,315",304,,,Ground floor,,,,,,,,
713214,"CZK 20,000",50.12435,14.48724,"Rumburská, Prague - Střížkov",2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,500","CZK 30,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,G,206,"1,039",386,977,405,361,397,242,200,139,01. 05. 2022,,,,,,,,,,
448384,"CZK 16,500",50.0453146,14.5146362,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,,85 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Furnished,8,No,Yes,No,Yes,No,Yes,No,,165,329,302,291,"1,060",398,"1,325",135,,,01. 05. 2022,,Top floor,Standard materials and solutions,,District heating,,,,,
602963,"CZK 14,500",50.070717,14.446995,"Donská, Prague - Vršovice",Studio,Good,34 m²,"CZK 2,500","CZK 15,000",,Personal,Brick building,Furnished,2,No,Yes,No,No,No,Yes,No,C,148,677,142,462,0,498,447,535,324,290,01. 05. 2022,1 to 10 years years,Middle floor,,,Central heating,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,G,231,254,267,324,118,268,776,965,"1,244",396,01. 04. 2022,,,,,,,,,,
713205,"CZK 24,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 1,600","CZK 39,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,C,237,333,118,340,77,301,68,161,205,648,01. 06. 2022,,,,,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,,70 m²,"CZK 2,000",,,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,249,431,949,940,317,"1,051",250,650,194,,01. 05. 2022,,,,50 m²,,,,,,
713199,"CZK 9,990",50.10572333333,14.547835,"Rochovská, Prague - Hloubětín",Studio,Excellent,29 m²,"CZK 1,646","CZK 11,636","CZK 11,636

                                
                                
                
i",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,B,124,832,279,864,474,918,287,590,958,217,,,,,,,,,,,
561147,"CZK 16,500",50.1029879,14.5116326,"Poděbradská, Prague - Vysočany",1 bedroom with open-plan kitchen,,50 m²,"CZK 4,900","CZK 21,000",,Personal,Other,Furnished,2,Yes,No,Yes,No,No,Yes,Yes,C,139,409,"1,153",768,448,535,"1,267",990,382,,30. 09. 2021,10 to 30 years years,Middle floor,Premium materials and solutions,,District heating,,,,,
713192,"CZK 14,000",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,195","CZK 27,000",,Personal,Prefab concrete building,Partially furnished,14,No,No,Yes,Yes,No,Yes,No,G,271,269,294,275,118,704,235,586,174,,07. 04. 2022,,Top floor,,,Gas boiler,Overall,,,,
375346,"CZK 14,200",50.1031123,14.4490865,"Dělnická, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,800","CZK 28,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,119,210,62,80,36,153,312,328,465,310,01. 04. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,District heating,Overall,,,,
711865,"CZK 19,000",50.06205,14.40525,"Křížová, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,750","CZK 38,000",,Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,No,No,G,71,459,153,"1,020",161,86,819,792,799,648,01. 06. 2022,,Top floor,,,Gas boiler,,,,,
712154,"CZK 20,000",50.07146,14.44815,"Krymská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 2,840","CZK 20,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,G,135,665,130,370,71,629,313,580,182,300,01. 04. 2022,,,,,,,,,,
646971,"CZK 16,500",50.069361,14.457193,"Holandská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,500","CZK 20,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,G,172,367,79,144,97,142,224,244,442,203,01. 06. 2022,,Middle floor,Standard materials and solutions,,Gas boiler,Overall,,,,
582426,"CZK 21,000",50.07266,14.477987,"Omská, Prague - Vršovice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 2,000","CZK 30,000",,Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,B,222,213,331,458,208,260,156,189,588,435,01. 05. 2022,,Middle floor,,,Gas boiler,,,,,
713163,"CZK 16,000",50.09833,14.37579,"Velvarská, Prague - Dejvice",2 bedroom,Excellent,60 m²,CZK 800,"CZK 32,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,G,156,"1,047",127,923,318,517,933,339,811,106,15. 04. 2022,,,,,,,,,,
571007,"CZK 14,000",50.0480462,14.4424127,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 20,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,C,166,180,105,363,172,320,435,773,521,343,01. 05. 2022,10 to 30 years years,Middle floor,Standard materials and solutions,,Gas boiler,Overall,,,,
661549,"CZK 26,500",50.09369,14.4555,"Šaldova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 2,500","CZK 45,000",,Personal,Brick building,Partially furnished,4,No,Yes,Yes,No,No,Yes,No,F,335,642,2,270,74,133,283,"1,339",184,325,01. 05. 2022,,,,,,,,,,
594087,"CZK 18,600",50.059241,14.434281,"5. Května, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,60 m²,CZK 650,"CZK 36,000",,Personal,Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,G,358,"1,074",217,530,170,478,463,658,451,647,01. 05. 2022,1 to 10 years years,Middle floor,Premium materials and solutions,,Gas boiler,,,,,
713155,"CZK 23,000",50.07849,14.45635,"Přemyslovská, Prague - Vinohrady",2 bedroom,Excellent,82 m²,"CZK 1,200","CZK 23,000",,Cooperative,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,G,127,336,85,145,47,342,467,581,922,219,11. 04. 2022,,,,,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,000","CZK 16,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,,229,745,314,504,225,206,234,245,512,394,30. 04. 2022,,,,,,,,,,
569904,"CZK 12,800",50.0789302,14.457653,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 12,800",,Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,,194,505,65,266,61,335,483,442,771,198,01. 02. 2022,,Middle floor,Standard materials and solutions,,Gas boiler,,,,,
9448,"CZK 16,900",50.0554029275,14.4239115715,"Pod Klaudiánkou, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,900","CZK 33,000",,Personal,Brick building,Furnished,,No,Yes,No,No,No,No,Yes,B,296,647,467,506,392,644,447,807,207,410,23. 04. 2022,10 to 30 years years,Ground floor,Premium materials and solutions,41 m²,Other,,,,,
713145,"CZK 19,000",50.10882,14.52671,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 3,800","CZK 38,000",,Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,A,209,"1,249",648,"1,230",912,"1,023","1,174",994,"1,121",457,11. 04. 2022,,,,,,,,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,Excellent,95 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,E,144,329,135,144,57,216,290,180,632,156,01. 05. 2022,,,,,,,,,,
713144,"CZK 13,000",50.09004,14.4675,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,43 m²,CZK 535,"CZK 26,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,G,62,793,5,91,38,122,453,562,485,204,06. 04. 2022,,,,,,,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,Excellent,70 m²,"CZK 5,000","CZK 48,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,G,192,884,534,587,289,570,226,375,881,372,01. 05. 2022,,,,,,,,,,
711712,"CZK 55,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,101 m²,CZK 133,"CZK 110,000",,Personal,Brick building,Furnished,4,Yes,No,No,No,No,No,No,B,,,,,,,,,,,01. 04. 2022,1 to 10 years years,Top floor,Premium materials and solutions,,District heating,Overall,Yes,Luka Residential s.r.o.,Luka Living Rental apartments,F401
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,Excellent,114 m²,CZK 500,"CZK 40,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,B,158,603,131,173,31,68,243,317,159,223,01. 01. 1970,1 to 10 years years,Middle floor,Premium materials and solutions,,Gas boiler,Overall,,,,
661029,"CZK 6,000",50.068585,14.4713735,"Vladivostocká, Prague - Vršovice",Small studio,Excellent,20 m²,"CZK 3,000","CZK 9,000",,,Other,Furnished,3,No,No,No,No,No,Yes,No,D,137,233,164,167,282,552,245,363,313,352,03. 05. 2021,,Middle floor,Standard materials and solutions,,District heating,,,,,
655768,"CZK 15,500",50.06344,14.45338,"Petrohradská, Prague - Vršovice",2 bedroom,Excellent,53 m²,"CZK 3,500","CZK 20,000",,Cooperative,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,G,157,614,155,737,26,597,398,363,402,420,01. 04. 2022,,Middle floor,Standard materials and solutions,,Gas boiler,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 35,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,A,361,626,69,"1,243",574,"1,042",547,475,481,469,01. 04. 2022,,,,,District heating,,,,,
713119,"CZK 20,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom,New build,58 m²,"CZK 1,900","CZK 20,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,C,64,90,87,106,154,99,118,495,711,218,06. 04. 2022,,,,,,,,,,
713118,"CZK 18,000",50.1237664,14.4396098,"K Sadu, Prague - Troja",3 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 6,000","CZK 24,000",,Personal,Brick building,Partially furnished,1,Yes,No,Yes,Yes,Yes,No,No,G,367,"1,332",96,971,384,334,454,249,271,243,01. 01. 1970,,,,,,,,,,
111639,"CZK 12,000",50.0908705,14.4234615,"Haštalská, Prague - Staré Město",Studio,Excellent,25 m²,"CZK 1,500","CZK 27,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,60,394,36,180,50,197,274,320,164,166,11. 04. 2022,,Middle floor,Standard materials and solutions,,Other,Interior,,,,
177743,"CZK 15,500",50.1110331231,14.4889452368,"Podvinný mlýn, Prague - Libeň",Studio,Excellent,55 m²,"CZK 3,900","CZK 20,000",,Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,,572,936,718,782,252,650,624,730,449,360,01. 06. 2022,10 to 30 years years,Middle floor,Standard materials and solutions,,Central heating,,,,,
713110,"CZK 23,000",50.1056794,14.4916437,"Kovářská, Prague - Libeň",2 bedroom with open-plan kitchen,New build,80 m²,"CZK 5,000",,,Personal,Brick building,Furnished,7,No,No,Yes,No,No,Yes,No,G,59,268,110,330,11,423,6,380,151,122,15. 05. 2022,,,,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,C,188,582,118,232,196,272,254,118,913,245,11. 04. 2022,1 to 10 years years,Top floor,Premium materials and solutions,,Central heating,,Yes,,,
410319,"CZK 13,500",50.1302363,14.4221293,Prague - Bohnice,1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,500","CZK 35,000",,Cooperative,Prefab concrete building,Furnished,2,No,No,Yes,No,Yes,Yes,Yes,,182,821,184,751,469,197,386,924,"1,037",185,22. 04. 2022,1 to 10 years years,Middle floor,Premium materials and solutions,,District heating,Overall,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 48,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,C,399,778,398,794,980,582,"1,071",806,,,01. 01. 2022,,,,,,,,,,
188871,"CZK 12,600",50.1050543,14.4879604,"Kurta Konráda, Prague - Libeň",1 bedroom with open-plan kitchen,,45 m²,CZK 500,"CZK 13,100",,Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,,200,80,119,118,164,278,337,564,180,47,01. 05. 2022,,,,,,,,,,
713014,"CZK 19,000",50.0204964,14.4029624,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,New build,38 m²,"CZK 2,000","CZK 19,000",,Personal,Low-energy building,Furnished,1,No,No,Yes,No,No,No,Yes,B,456,622,"1,217",407,"1,143",,,,,,11. 04. 2022,1 to 10 years years,Raised ground floor,Standard materials and solutions,35 m²,Central heating,,,,,
689606,"CZK 20,000",50.08066,14.42627,"Štěpánská, Prague - Nové Město",1 bedroom,Excellent,45 m²,"CZK 4,500","CZK 40,000",,Personal,Brick building,Furnished,1,Yes,No,Yes,No,Yes,Yes,No,G,247,539,205,85,19,242,259,683,228,486,01. 05. 2022,,Middle floor,Standard materials and solutions,,Central heating,Interior,,,,
712442,"CZK 11,900",50.12727,14.37914,"Sídlištní, Prague - Lysolaje",Studio,Excellent,41 m²,"CZK 2,950","CZK 15,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,C,126,"1,314",590,803,617,"1,295",774,"1,304",577,113,01. 04. 2022,,,,,,,,,,
713095,"CZK 11,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",Studio,Excellent,42 m²,"CZK 3,900","CZK 20,000",,Personal,Prefab concrete building,Furnished,2,No,No,Yes,No,No,Yes,No,G,14,969,166,"1,452",268,216,136,524,"1,472",265,01. 05. 2022,,,,,,,,,,
685295,"CZK 11,000",50.05645,14.44464,"Sdružení, Prague - Nusle",Studio,Excellent,37 m²,CZK 607,"CZK 11,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,G,224,"1,091",49,601,269,836,251,224,887,174,20. 10. 2021,,Middle floor,,,,Overall,,,,
713073,"CZK 16,000",50.07784,14.49749,"Vrátkovská, Prague - Strašnice",2 bedroom,Excellent,52 m²,"CZK 7,600","CZK 40,000",,Cooperative,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,No,No,D,242,489,146,575,314,529,552,469,"1,195",154,01. 05. 2022,,,,,District heating,,,,,
713068,"CZK 35,000",50.08278,14.46698,"Olšanská, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,95 m²,"CZK 5,700","CZK 50,000",,Personal,Prefab concrete building,Furnished,10,No,No,Yes,No,Yes,Yes,Yes,B,204,333,457,738,437,363,634,596,440,514,05. 04. 2022,,,,,,,Yes,,,
712448,"CZK 16,000",50.04115,14.56562,"Janovská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,Good,67 m²,"CZK 4,000",,,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,G,176,602,276,414,330,131,264,273,997,316,01. 07. 2022,,,,,,,,,,
647743,"CZK 24,500",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,900",,,Personal,Brick building,,6,No,Yes,No,No,Yes,Yes,No,G,322,273,32,180,43,69,245,976,163,571,01. 06. 2022,,Top floor,Premium materials and solutions,,Central heating,Overall,,,,
713054,"CZK 13,400",50.09402,14.46499,"U Sluncové, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,300","CZK 12,000",,Cooperative,Prefab concrete building,Partially furnished,7,No,No,No,Yes,No,Yes,No,G,450,"1,455",473,961,375,928,232,647,979,410,06. 04. 2022,,,,,,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,Excellent,57 m²,CZK 600,"CZK 14,000",,Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,D,183,789,420,473,89,245,193,614,700,165,01. 05. 2022,,,,,Other,,,,,
547560,"CZK 20,000",50.1019705,14.426384,"U Studánky, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 4,000","CZK 20,000",,Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,G,253,536,18,254,136,284,164,41,406,,01. 06. 2022,,Middle floor,Premium materials and solutions,,Electric boiler,Overall,,,,
713052,"CZK 11,400",50.04374,14.51342,"Bratislavská, Prague - Hostivař",Small studio,New build,31 m²,"CZK 2,500","CZK 25,000",,Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,C,178,355,421,403,"1,191",556,"1,036",237,,,06. 04. 2022,,,,,,,,,,
673009,"CZK 13,500",49.99559,14.47109,"Švihovská, Prague - Písnice",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,500","CZK 20,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,No,Yes,A,272,"1,265",731,"1,059","1,054",661,,,,,01. 04. 2022,1 to 10 years years,Top floor,Standard materials and solutions,,District heating,,,,,
326394,"CZK 24,000",50.0781506,14.4073683,"Zborovská, Prague - Smíchov",2 bedroom with open-plan kitchen,,130 m²,"CZK 6,000","CZK 48,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,,220,382,201,295,102,380,263,906,726,411,,,,,,Gas boiler,,,,,
693907,"CZK 10,999",50.08737,14.46042,"Ostromečská, Prague - Žižkov",2 bedroom,Good,52 m²,"CZK 5,999","CZK 27,999",,Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,G,50,386,148,485,177,358,375,450,277,170,07. 12. 2021,,,,,District heating,,,,,
584586,"CZK 28,000",50.105532,14.392401,"Nikoly Tesly, Prague - Dejvice",2 bedroom,Excellent,92 m²,"CZK 2,000","CZK 30,000",,Personal,Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,G,239,994,265,389,186,190,442,489,776,345,01. 07. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,Central heating,Overall,,,,
666783,"CZK 26,000",50.035755,14.524528,Prague - Háje,4 bedroom,Excellent,100 m²,"CZK 4,500","CZK 26,000",,Personal,Prefab concrete building,Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,B,265,946,677,707,245,503,639,566,290,234,01. 05. 2022,,Middle floor,Premium materials and solutions,,District heating,Overall,,,,
632492,"CZK 16,000",50.111335,14.39601,"Šestidomí, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,500","CZK 19,500",,Personal,Brick building,Furnished,3,No,No,Yes,No,No,No,Yes,G,181,258,998,393,773,866,558,647,331,,04. 04. 2022,,Middle floor,Standard materials and solutions,,District heating,Overall,,,,
553703,"CZK 11,500",50.1265799,14.4350459,"Vřesová, Prague - Troja",Studio,,25 m²,"CZK 2,500","CZK 14,000",,Personal,Prefab concrete building,Furnished,5,Yes,No,No,No,No,Yes,No,,135,685,252,"1,387",528,784,745,630,383,503,06. 04. 2022,1 to 10 years years,Middle floor,Standard materials and solutions,,District heating,,Yes,,,
616335,"CZK 50,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,Excellent,150 m²,"CZK 7,000","CZK 50,000",,Personal,Brick building,Partially furnished,1,Yes,Yes,No,No,No,No,No,A,182,"1,435",159,"1,072",168,149,446,579,420,195,01. 05. 2022,,Raised ground floor,Premium materials and solutions,150 m²,Gas boiler,Overall,,,,
658019,"CZK 16,400",50.07553,14.43414,"Jugoslávská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,42 m²,CZK 790,"CZK 20,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,G,179,156,122,27,16,195,294,371,535,668,12. 04. 2021,1 to 10 years years,Top floor,Premium materials and solutions,,Gas boiler,Overall,,,,
712399,"CZK 10,000",50.0257,14.43628,"Nad Lesním divadlem, Prague - Braník",Studio,Excellent,28 m²,"CZK 2,013","CZK 10,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,G,228,270,228,241,317,296,690,373,901,378,10. 04. 2022,,,,,,,,,,
713032,"CZK 14,000",50.10102,14.42628,"Veletržní, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,000","CZK 14,000",,Personal,Brick building,Partially furnished,,No,No,Yes,No,No,Yes,No,G,251,309,119,188,72,50,302,115,497,,07. 04. 2022,,,,,,,,,,
712211,"CZK 23,000",50.07286,14.43954,"Záhřebská, Prague - Vinohrady",2 bedroom,Excellent,58 m²,CZK 550,"CZK 22,000",,Personal,Brick building,Partially furnished,6,Yes,Yes,No,No,No,No,No,G,201,358,94,578,109,482,159,401,728,541,01. 05. 2022,,,,,Gas boiler,,,,,
551494,"CZK 13,000",50.1333894,14.3750452,"Vysokoškolská, Prague - Suchdol",1 bedroom,Excellent,40 m²,"CZK 3,000","CZK 16,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,C,185,587,183,222,120,568,"1,096",577,603,211,10. 03. 2019,,Attic,Standard materials and solutions,,Other,Interior,,,,
699009,"CZK 17,000",50.10109,14.42392,"Ovenecká, Prague - Bubeneč",Studio,Excellent,31 m²,"CZK 3,200",,,Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,G,153,201,31,125,44,158,406,275,237,,01. 05. 2022,,,,,,,,,,
613883,"CZK 13,000",50.11935,14.461455,"Zenklova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,45 m²,CZK 800,"CZK 26,000",,Personal,Brick building,,3,No,No,No,No,No,No,No,G,139,159,174,608,271,210,849,528,"1,036",594,01. 05. 2022,,,,,,,,,,
518153,"CZK 12,000",50.1193528,14.4614637,Prague - Libeň,2 bedroom,,53 m²,CZK 800,"CZK 20,000",,Personal,Brick building,Unfurnished,-1,No,No,No,No,No,No,No,,139,159,174,608,272,210,849,528,"1,037",595,01. 06. 2022,,,,,,,,,,
712727,"CZK 20,000",50.05563,14.42088,"Podolská, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 40,000",,Personal,Brick building,Partially furnished,,No,No,Yes,No,No,No,No,G,238,486,271,285,309,483,254,835,279,151,04. 04. 2022,,,,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,,72 m²,"CZK 4,500","CZK 20,000",,Other,Prefab concrete building,Furnished,1,No,No,No,Yes,No,No,No,,227,598,447,816,474,336,342,438,"1,207",51,01. 06. 2022,,,,,,,,,,
328663,"CZK 14,000",50.071252,14.464839,"Na Míčánkách, Prague - Vršovice",1 bedroom,,42 m²,"CZK 1,500","CZK 14,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,2,708,126,624,266,585,373,276,760,245,01. 05. 2022,,,,,Electric boiler,Interior,,,,
385565,"CZK 17,200",50.1242673,14.503465,"Měšická, Prague - Prosek",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 2,800",,,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,A,250,490,232,751,190,868,334,362,"1,492",65,,,,,,,,,,,
545954,"CZK 17,800",50.0929923,14.5636808,Prague - Hostavice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 6,500","CZK 50,600",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,,299,"1,492",825,"1,107",247,,,,,,01. 06. 2022,,,,,,,,,,
