Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Condition,Ownership,EPC,Balcony,Cellar,New-build,Parking,Terrace,Heating,Age,Designe,Reconstruction,Garage,Enclosed balcony,Administrative fee,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 21,750","CZK 7,250",728426,Studio,10/2/2022,25 m²,Fully furnished,12,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,,,,,,,,
"CZK 36,750","CZK 12,250",723533,2+kk,8/11/2022,56 m²,Fully furnished,6,1.0,345.14,1342.2,164.46,1280.58,177.52,640.24,86.84,430.13,282.25,213.81,"Střížkovská, Prague - Střížkov",50.1237895,14.4836132,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",727478,1 bedroom,9/25/2022,43 m²,Fully furnished,4,1.0,276.64,299.92,82.85,597.17,63.3,447.09,45.77,62.13,794.8,565.99,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",707969,2+kk,8/11/2022,53 m²,Fully furnished,1,1.0,219.15,1232.78,398.4,420.45,357.75,688.13,520.05,476.99,231.34,52.33,"Tupolevova, Prague - Letňany",50.13287,14.50548,"CZK 25,000",Brick,New-build,Personal,G,1.0,1.0,1.0,1.0,,,,,,,,,,
"CZK 60,000","CZK 20,000",717694,2+kk,8/14/2022,,Fully furnished,3,,177.2,646.63,182.16,39.81,37.58,122.34,27.5,101.85,349.84,194.18,"Ječná, Prague - Nové Město",50.0757302,14.4269087,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 9,000",729347,Studio,10/9/2022,42 m²,Fully furnished,6,1.0,281.75,307.61,213.79,334.55,123.9,263.48,107.78,215.2,467.08,403.1,"Krásova, Prague - Žižkov",50.0830503,14.4473656,,,,,,1.0,,,,1.0,,,,,,,,,
"CZK 24,000","CZK 8,000",728677,Studio,8/11/2022,20 m²,Fully furnished,4,1.0,135.73,343.23,168.87,378.97,114.59,260.54,313.21,627.71,231.42,535.26,"Washingtonova, Prague - Nové Město",50.0805511,14.4309281,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 11,000",728257,3+kk,10/1/2022,80 m²,Fully furnished,2,,156.94,402.05,153.34,284.97,151.52,248.16,393.35,447.14,193.37,153.39,"Anežská, Prague - Staré Město",50.0920126,14.4239059,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",729346,1 bedroom,10/9/2022,45 m²,Fully furnished,3,1.0,153.03,376.72,146.99,646.6,45.07,502.75,147.12,62.23,673.09,485.89,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,,,,,,,
"CZK 31,706","CZK 10,569",729345,3+1,10/9/2022,88 m²,Fully furnished,2,,119.05,2342.79,342.47,1963.2,295.53,418.01,737.58,1682.86,894.29,390.71,"Weberova, Prague - Motol",50.073131,14.3495147,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",728678,2+kk,8/4/2022,65 m²,Unfurnished,2,,287.55,835.04,124.2,980.53,396.62,297.16,462.97,263.08,511.43,65.12,Prague - Letňany,50.14089,14.50924,"CZK 17,000",Brick,Very good,,B,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000",729342,3+kk,8/9/2022,80 m²,Partly,1,,230.83,161.53,209.42,104.01,6.23,121.09,173.31,192.99,768.1,276.15,Prague - Vinohrady,50.07649,14.45237,"CZK 37,500",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 48,000","CZK 16,000",717684,3+1,9/18/2022,72 m²,Fully furnished,5,1.0,273.55,299.9,80.57,586.7,68.95,312.33,103.27,252.88,792.89,567.68,"Americká, Prague - Vinohrady",50.0718291,14.4385892,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 4,000",729327,2+kk,9/1/2022,48 m²,Fully furnished,3,1.0,206.74,107.74,104.37,499.51,106.07,193.12,296.98,517.7,594.92,289.39,Prague - Smíchov,50.06802,14.39864,"CZK 22,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",729326,2+kk,8/9/2022,55 m²,Partly,3,1.0,244.31,1139.36,535.55,3749.24,225.17,512.26,929.55,3171.89,1088.17,286.69,Prague - Dolní Měcholupy,50.06691,14.55204,"CZK 34,000",Prefab concrete,New-build,,G,1.0,,1.0,,,Central,Up to 10 years,,,,,,,
"CZK 18,500","CZK 4,000",728674,3+1,9/1/2022,60 m²,Unfurnished,2,,164.88,921.85,328.81,292.22,288.62,589.26,186.76,88.74,618.0,331.81,Prague - Bubeneč,50.10485,14.40003,"CZK 20,000",Brick,Good,,G,1.0,1.0,,,,,,,,,,,,
"CZK 17,900",CZK 0,594058,2+kk,8/9/2022,46 m²,Partly,2,,257.54,337.71,751.77,963.98,478.77,823.83,405.65,1042.81,2237.1,283.15,"K Rovinám, Prague - Jinonice",50.052495,14.365057,"CZK 17,900",Prefab concrete,Very good,Personal,B,,,,,,Central,,Standard,Complete,,,,,
"CZK 17,500","CZK 5,990",513052,3+1,9/1/2022,75 m²,Fully furnished,6,1.0,351.74,1212.9,293.28,850.1,350.33,207.65,366.1,626.86,1723.21,98.13,Prague - Černý Most,50.1063173,14.572282,"CZK 23,000",Prefab concrete,Good,Personal,A,1.0,,,,,Central,,Standard,Exterior,,,,,
"CZK 18,500","CZK 5,000",583737,2+kk,11/1/2022,58 m²,Partly,6,1.0,246.43,1479.72,314.47,1251.15,393.68,1415.72,1157.71,1364.61,485.88,103.36,"Moravcových, Prague - Vysočany",50.111861,14.515958,"CZK 37,000",Brick,New-build,Personal,G,,1.0,,1.0,1.0,Central,Up to 10 years,,,1.0,,,,
"CZK 26,000","CZK 6,000",729321,2+kk,9/1/2022,75 m²,Fully furnished,3,,62.81,229.18,37.28,88.61,0.22,86.73,193.2,250.78,144.15,194.55,Prague - Staré Město,50.09079,14.42614,"CZK 30,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 30,500","CZK 2,150",729318,3+kk,10/1/2022,98 m²,Fully furnished,2,,131.04,282.63,76.16,114.98,87.65,66.67,574.2,250.59,635.61,118.55,Prague - Vinohrady,50.07762,14.45995,"CZK 61,000",Brick,Very good,,G,1.0,1.0,,1.0,,,,,Complete,,,,,
"CZK 12,500","CZK 2,500",595159,Studio,9/5/2022,27 m²,Partly,3,1.0,148.38,1404.38,485.13,1153.32,418.99,1225.6,607.95,601.43,789.15,312.48,"Novovysočanská, Prague - Vysočany",50.098943,14.482781,"CZK 15,000",Low-energy,New-build,Personal,B,,,1.0,,,,,,,,,,,
"CZK 26,000","CZK 4,000",661952,4+kk,10/1/2022,60 m²,Fully furnished,2,,194.51,1080.75,282.22,795.84,73.8,373.72,512.25,255.77,1188.34,176.49,"Holečkova, Prague - Smíchov",50.07329,14.39297,"CZK 50,000",Brick,Very good,Personal,B,,,,1.0,,,,Luxurious,Complete,,,,,
"CZK 27,000",CZK 0,487732,2 bedroom,9/1/2022,70 m²,Fully furnished,5,1.0,45.07,254.62,58.08,69.03,65.62,124.49,80.49,249.04,532.79,425.07,Prague - Nové Město,50.0907964,14.4344543,"CZK 35,000",Brick,Very good,Personal,B,1.0,,,,,,30 - 50 years,Luxurious,Complete,,,,,
"CZK 22,000","CZK 3,000",725184,2+kk,9/1/2022,55 m²,Partly,5,1.0,139.18,730.06,149.48,506.26,184.7,573.77,324.83,709.94,773.22,470.32,Prague - Smíchov,50.07178,14.39452,"CZK 40,000",Brick,Very good,Personal,G,,1.0,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",682605,2+kk,10/1/2022,62 m²,Fully furnished,2,1.0,155.72,941.02,350.87,593.75,367.18,672.91,214.37,439.37,733.01,347.28,"Jurkovičova, Prague - Háje",50.02639,14.52943,"CZK 23,000",Other,New-build,Personal,G,1.0,1.0,,,,Central,10 to 30 years,Standard,,1.0,,,,
"CZK 13,000","CZK 4,500",729305,2+kk,9/1/2022,41 m²,Partly,3,1.0,195.18,503.25,129.34,3292.41,307.96,147.86,543.18,543.18,422.77,204.93,Prague - Kbely,50.13217,14.54885,"CZK 26,000",Brick,Very good,,G,1.0,,,,,,,,,,,,,
"CZK 22,000","CZK 5,500",531774,2+kk,8/1/2022,57 m²,Fully furnished,2,,125.6,843.19,329.07,492.47,121.62,345.28,400.13,325.73,977.92,292.95,"Trmická, Prague - Prosek",50.1180113,14.4964518,"CZK 44,000",Brick,Good,Personal,,,,,,1.0,,,,,,,,,
"CZK 17,500","CZK 2,500",404507,2+kk,8/12/2022,44 m²,Unfurnished,3,1.0,314.12,465.35,344.55,234.05,291.91,454.65,173.32,780.57,389.91,135.89,Prague - Podolí,50.0561286,14.4214707,"CZK 25,000",Brick,Very good,Personal,,1.0,1.0,,1.0,,Central,,Standard,Complete,,,,,
"CZK 15,000","CZK 4,000",729301,3+kk,8/9/2022,70 m²,Partly,2,,78.03,407.29,182.0,2790.96,1951.15,2029.22,450.37,2064.04,4860.5,778.69,Prague - Lipence,49.96251,14.36201,"CZK 30,000",Brick,Very good,,C,,,,1.0,,,,,,,,,,
"CZK 16,900","CZK 3,500",583541,2+kk,11/1/2022,60 m²,Fully furnished,2,,237.23,597.82,1049.92,3136.93,107.47,3099.76,994.39,648.68,1348.4,364.51,"Kupkova, Prague - Kolovraty",50.014838,14.634532,"CZK 20,000",Brick,New-build,Personal,A,1.0,1.0,,1.0,,Gas boiler,Up to 10 years,Standard,Complete,1.0,1.0,,,
"CZK 18,000","CZK 1,100",729300,2 bedroom,8/9/2022,70 m²,Partly,3,,100.72,937.8,390.48,1121.48,348.18,526.82,654.0,523.86,814.0,605.72,Prague - Libeň,50.11911,14.46961,"CZK 36,000",Brick,Good,,G,1.0,,,,,,,,,,,,,
"CZK 8,500",CZK 500,491568,3+kk,8/22/2022,12 m²,Fully furnished,10,1.0,64.8,576.84,139.85,1549.89,337.01,577.64,489.17,495.03,331.36,261.09,Prague - Chodov,50.036257,14.508483,"CZK 3,000",Prefab concrete,Good,Other,,,,,,,Central,,,,,,,,
"CZK 20,000","CZK 5,000",728653,3+kk,8/10/2022,83 m²,Partly,2,,207.87,1514.01,477.07,1452.39,789.72,1121.77,492.96,639.24,546.72,404.2,Prague - Libeň,50.11816,14.48205,"CZK 20,000",Brick,Good,Personal,D,1.0,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000",729291,4+kk,9/1/2022,105 m²,Fully furnished,2,,91.47,451.11,119.02,3019.67,709.35,3025.08,227.31,516.46,586.55,515.35,Prague - Kolovraty,50.01041,14.62824,"CZK 38,000",Brick,Very good,,F,,,,1.0,,,,,,,1.0,,,
"CZK 18,000","CZK 7,000",729288,2 bedroom,8/9/2022,51 m²,Partly,3,1.0,160.15,619.99,13.81,107.23,189.78,869.86,141.78,658.77,461.72,117.96,Prague - Libeň,50.10508,14.48432,"CZK 54,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,300",539851,Studio,5/1/2022,52 m²,Fully furnished,7,1.0,198.44,1153.28,1030.47,2379.42,182.09,325.37,706.16,1665.67,1388.5,294.04,Prague - Kunratice,50.0208636,14.4646361,"CZK 20,000",Brick,Very good,Personal,,1.0,,,,,Central,Up to 10 years,Standard,,,,,,
"CZK 19,500","CZK 3,800",558113,2+kk,10/1/2022,57 m²,Fully furnished,3,1.0,703.55,1102.98,644.67,821.63,209.93,772.72,584.7,736.34,488.6,402.84,"Podvinný mlýn, Prague - Libeň",50.1110271,14.4883727,"CZK 30,000",Prefab concrete,Very good,Personal,,1.0,,,,,Central,,,,,,,,
"CZK 27,000","CZK 6,000",667774,3+kk,9/15/2022,80 m²,Fully furnished,4,1.0,124.75,399.53,162.94,138.76,112.43,199.74,345.58,283.25,668.96,47.04,Prague - Košíře,50.069471,14.3711023,"CZK 54,000",Brick,Very good,Personal,G,,1.0,,,,,,,Complete,,,,,
"CZK 15,400","CZK 3,950",683748,2+kk,9/1/2022,52 m²,Partly,3,1.0,303.84,848.03,239.06,681.86,194.56,148.3,626.23,1038.31,538.45,252.69,"Kloknerova, Prague - Chodov",50.03499,14.48703,"CZK 16,500",Prefab concrete,Very good,Personal,B,,1.0,,,,Distance,,,Complete,,,,,
"CZK 19,308","CZK 3,000",729276,2+kk,9/12/2022,67 m²,Fully furnished,3,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,"CZK 40,000",Brick,Very good,,G,1.0,,,1.0,,,,,,,,,,
"CZK 17,000","CZK 2,410",571042,2+kk,8/1/2022,46 m²,Partly,3,1.0,115.04,910.67,58.66,835.25,34.01,372.09,301.04,269.97,102.07,144.7,"Bělohorská, Prague - Břevnov",50.0850112,14.3789362,"CZK 34,000",Brick,,Personal,,,,,1.0,,,,,Complete,,,,,
"CZK 22,493","CZK 7,497",725078,Studio,9/1/2022,30 m²,Fully furnished,3,1.0,258.66,685.78,233.92,407.82,154.16,415.37,547.3,506.41,132.73,464.34,"V Háji, Prague - Holešovice",50.1013638,14.4546402,,,,,,,,,,,,,,,1.0,,,,
"CZK 16,000","CZK 3,000",729272,2+kk,9/1/2022,50 m²,Fully furnished,4,,150.3,573.1,98.64,385.47,0.72,169.33,163.73,662.5,299.88,260.33,Prague - Holešovice,50.10758,14.4505,"CZK 16,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 9,900",CZK 0,729273,3+1,8/9/2022,85 m²,Fully furnished,10,1.0,208.89,175.02,122.36,207.48,213.55,236.66,526.02,255.97,284.99,239.26,Prague - Háje,50.03155,14.53124,"CZK 9,900",Prefab concrete,Very good,,A,1.0,1.0,,1.0,,,,,,,,,,
"CZK 8,500",CZK 820,713184,Small studio,4/6/2022,16 m²,Partly,1,,200.74,244.45,238.93,214.74,276.18,321.97,482.8,446.99,832.71,162.66,"Pod Kavalírkou, Prague - Košíře",50.06934,14.3734,"CZK 10,000",Brick,Very good,Personal,D,,,,,,Electric boiler,Up to 10 years,Standard,,,,,,
"CZK 7,500","CZK 1,584",729270,Small studio,9/1/2022,12 m²,Partly,4,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,"CZK 15,000",Other,Very good,,A,,1.0,1.0,1.0,,,,,,,,,,
"CZK 20,000","CZK 5,000",728153,Studio,8/1/2022,23 m²,Fully furnished,,,107.77,1186.64,810.63,1121.47,,993.06,1441.45,978.22,1317.44,446.23,Prague - Troja,50.12075,14.41037,"CZK 50,000",Brick,Very good,,G,,,,1.0,,,,,,,,,,
"CZK 17,990","CZK 3,399",729261,3+1,8/9/2022,78 m²,Unfurnished,2,,196.3,1473.56,344.78,1384.08,237.94,1714.61,548.34,43.98,808.53,638.75,"Gončarenkova, Prague - Podolí",50.04531055555,14.41794222222,"CZK 21,389",Brick,Good,Personal,G,1.0,1.0,,,,,,,,,,"CZK 21,389",,
"CZK 21,500","CZK 4,200",621022,2+kk,9/1/2020,68 m²,Partly,4,1.0,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,"CZK 30,000",Brick,Very good,Personal,D,1.0,,,,,Distance,10 to 30 years,Standard,,1.0,,,,
"CZK 13,500","CZK 5,000",430594,2 bedroom,9/1/2022,60 m²,Partly,3,,186.72,293.18,218.25,2597.83,837.29,399.71,1897.0,489.42,844.75,271.76,"Legionářů, Prague - Ďáblice",50.144275696926,14.486294358752,CZK 0,Brick,Very good,Personal,B,,,,,,,Up to 10 years,,,,,,,
"CZK 12,500","CZK 2,600",681431,Studio,8/10/2022,32 m²,Fully furnished,2,1.0,122.22,278.19,131.4,1134.55,462.36,377.83,198.89,256.9,609.48,148.88,"Bachova, Prague - Chodov",50.03109,14.51434,"CZK 20,000",Prefab concrete,Very good,Personal,G,,1.0,,1.0,,,,,,,,,,
"CZK 8,000",CZK 0,83969,3+1,9/1/2022,80 m²,Fully furnished,5,1.0,216.28,288.05,286.73,258.61,205.43,266.44,287.95,507.27,616.75,205.9,"Brdičkova, Prague - Stodůlky",50.0435032,14.3300848,"CZK 8,000",Prefab concrete,,Personal,A,,,,1.0,,,,,,,,,,
"CZK 14,900","CZK 2,800",729247,Studio,8/9/2022,30 m²,Partly,1,,138.36,154.26,257.27,2591.54,678.76,241.17,1890.72,330.89,686.21,0.47,Prague - Ďáblice,50.14425,14.48322,"CZK 25,000",Brick,New-build,,A,,,,,1.0,,,,,,,,,
"CZK 20,000",CZK 1,729242,2 bedroom,8/9/2022,65 m²,Unfurnished,3,,41.06,683.12,60.19,451.26,68.46,458.12,263.36,133.96,373.0,291.83,Prague - Vršovice,50.0704,14.46059,"CZK 40,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 10,500","CZK 4,000",729239,Small studio,9/1/2022,28 m²,Fully furnished,14,1.0,109.1,334.01,224.08,266.59,387.33,602.89,288.34,323.48,678.15,288.82,Prague - Háje,50.03098,14.53461,"CZK 10,500",Prefab concrete,Very good,,C,,1.0,,,,,,,,,,,,
"CZK 17,500","CZK 2,040",254872,2+kk,8/15/2022,47 m²,Partly,3,1.0,185.03,634.81,172.35,647.5,312.19,330.64,365.52,987.45,317.58,293.37,Prague - Holešovice,50.1069531,14.4459037,"CZK 17,500",Brick,Very good,Personal,C,1.0,1.0,,,,,,,,,,,,
"CZK 17,000","CZK 7,000",729238,4+kk,8/15/2022,103 m²,Partly,1,,105.54,1466.78,80.01,785.33,94.48,1220.32,1335.12,169.74,2053.45,304.03,Prague - Horní Počernice,50.11811,14.63006,"CZK 34,000",Other,Very good,,G,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",728741,Studio,8/25/2022,48 m²,Unfurnished,2,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,Other,Very good,,G,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",728742,Studio,8/25/2022,42 m²,Unfurnished,2,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,Other,Very good,,G,,,,,,,,,Complete,,,,,
"CZK 40,000","CZK 10,000",728751,2+kk,8/25/2022,74 m²,Unfurnished,3,,210.22,645.22,316.45,1402.08,31.18,947.02,298.89,390.77,199.1,345.3,Prague - Hradčany,50.08646,14.38758,CZK 0,Other,Very good,,G,,,,,,,,,Complete,,,,,
"CZK 19,500","CZK 5,000",550500,2+kk,9/1/2022,45 m²,Fully furnished,3,1.0,88.97,116.24,130.39,148.56,32.83,248.95,470.04,547.81,404.84,162.86,"Sokolovská, Prague - Karlín",50.0933848,14.4494205,"CZK 24,500",Brick,,Personal,,,,,,,,,,,,,,,
"CZK 20,900","CZK 3,900",638903,2+kk,9/1/2022,62 m²,Fully furnished,4,1.0,308.43,1995.48,1158.16,1754.34,411.14,1402.0,849.8,1463.14,1277.38,771.93,"Vorařská, Prague - Modřany",50.013358,14.399954,"CZK 24,800",Brick,New-build,Personal,C,,1.0,,1.0,,Central,Up to 10 years,Luxurious,Complete,1.0,1.0,,,
"CZK 21,500","CZK 7,500",665243,2+kk,9/1/2022,40 m²,Fully furnished,4,,388.09,370.72,221.81,343.13,41.23,618.21,375.66,616.81,682.72,239.59,"Velkopřevorské náměstí, Prague - Malá Strana",50.08615,14.40739,"CZK 29,000",Brick,Good,Personal,G,,,,,,Electric boiler,,Standard,Interior,,,,,
"CZK 13,000",CZK 465,729090,Studio,9/1/2022,29 m²,Partly,3,1.0,376.44,954.92,35.88,468.05,259.52,959.73,387.92,304.09,965.37,303.6,Prague - Nusle,50.05686,14.44613,"CZK 13,465",Brick,Very good,,G,,,,,,,,,,,1.0,,,
"CZK 22,000","CZK 4,000",546603,4+kk,10/1/2022,94 m²,Unfurnished,2,,252.64,1786.07,339.48,1343.33,121.57,664.57,874.09,517.53,121.91,140.28,Prague - Letňany,50.1444167,14.5069968,"CZK 30,000",Brick,Very good,Personal,B,,1.0,,1.0,,Electric boiler,Up to 10 years,,Complete,,,,,
"CZK 16,500",CZK 770,729222,2 bedroom,9/9/2022,55 m²,Unfurnished,5,,186.12,465.18,109.99,256.47,134.29,395.95,433.48,319.15,396.7,267.32,Prague - Žižkov,50.08677,14.46824,"CZK 16,500",Brick,Very good,,G,1.0,1.0,,1.0,1.0,,,,,,,,,
"CZK 24,000","CZK 4,000",729219,2+kk,10/1/2022,62 m²,Fully furnished,8,1.0,174.3,970.54,39.31,895.64,476.02,323.89,470.1,346.69,1007.32,78.8,Prague - Střížkov,50.12917,14.49331,"CZK 48,000",Brick,New-build,Personal,B,1.0,,1.0,1.0,,Central,Up to 10 years,Luxurious,,1.0,,,,
"CZK 25,000","CZK 3,000",729220,2+kk,8/9/2022,50 m²,Unfurnished,2,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 11,900","CZK 3,100",501823,Small studio,8/10/2022,30 m²,Unfurnished,4,1.0,507.35,1120.25,186.21,1731.44,190.52,690.52,632.48,245.81,549.6,53.63,Prague - Háje,50.0386136,14.5142794,"CZK 15,000",Prefab concrete,Very good,Cooperative,C,,,,,,Distance,,,Complete,,,,,
"CZK 25,000","CZK 3,000",729217,2+kk,8/9/2022,50 m²,Unfurnished,2,1.0,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,"CZK 25,000",Brick,Very good,,G,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,100",729209,Studio,8/22/2022,23 m²,Partly,3,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,"CZK 23,000",Low-energy,New-build,,G,,1.0,,,,,,,,,,,,
"CZK 19,900","CZK 3,700",628422,2+kk,10/1/2020,79 m²,Fully furnished,1,1.0,153.93,922.96,472.52,888.14,468.15,443.13,855.78,428.62,421.85,344.33,"Harmonická, Prague - Stodůlky",50.051045,14.330516,"CZK 30,000",Brick,New-build,Personal,B,1.0,,,,1.0,Distance,Up to 10 years,Luxurious,,,,,,
"CZK 19,000","CZK 4,500",729206,2+kk,8/9/2022,64 m²,Partly,4,1.0,45.48,1014.65,75.03,731.75,66.53,195.08,364.34,545.98,340.38,165.7,Prague - Strašnice,50.06882,14.49252,"CZK 45,000",Brick,New-build,,C,1.0,,1.0,1.0,,,,,,,,,,
"CZK 35,000","CZK 5,967",729202,3+kk,10/1/2022,84 m²,Partly,6,1.0,333.78,242.88,48.87,1653.73,247.19,1109.77,1078.15,704.83,885.11,159.74,Prague - Stodůlky,50.04711,14.30195,"CZK 80,000",Brick,New-build,,C,1.0,,1.0,1.0,,,,,,1.0,,,,
"CZK 20,000","CZK 2,500",662775,2 bedroom,9/1/2022,58 m²,Partly,2,,223.6,627.82,142.9,331.63,195.65,371.25,526.47,544.32,678.79,642.22,"Mojmírova, Prague - Nusle",50.0633756,14.4456443,"CZK 20,000",Brick,Very good,Personal,G,1.0,,,1.0,,,,,Complete,1.0,1.0,,,
"CZK 16,500","CZK 3,500",646493,Studio,9/1/2022,53 m²,Fully furnished,2,1.0,225.12,831.68,0.0,877.55,320.85,194.19,387.21,271.69,382.22,103.03,"Malkovského, Prague - Letňany",50.140867,14.50736,"CZK 20,000",Other,Very good,Personal,G,,,,1.0,1.0,Central,,,,,,,,
"CZK 20,000","CZK 5,000",723109,3+kk,8/2/2022,64 m²,Unfurnished,2,1.0,310.46,1122.8,147.11,1489.7,136.51,653.69,461.92,274.14,378.31,133.81,Prague - Háje,50.03776,14.51395,"CZK 25,000",Prefab concrete,Very good,,G,,,,1.0,,Central,,,,,,,,
"CZK 12,500","CZK 5,500",535787,2+kk,9/1/2022,45 m²,Partly,4,1.0,400.69,581.2,115.56,801.04,107.93,474.58,190.59,822.58,484.6,103.39,"Hrabákova, Prague - Chodov",50.0296401,14.4837704,"CZK 20,000",Prefab concrete,,Personal,,,,,,,,,,Complete,,,,,
"CZK 19,350","CZK 6,450",729197,2+kk,9/1/2022,60 m²,Fully furnished,5,1.0,568.91,1141.31,325.05,1116.62,882.39,718.5,640.87,567.67,1401.93,151.61,"Zakšínská, Prague - Střížkov",50.1311536,14.493582,,,,,,,,,,,,,,,1.0,,,,
"CZK 18,825","CZK 6,275",728701,2 bedroom,9/9/2022,70 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,
"CZK 20,000",CZK 850,413470,2 bedroom,9/1/2022,71 m²,Partly,4,,248.94,735.12,54.07,227.84,66.68,310.21,357.9,95.57,411.28,380.53,"Trojická, Prague - Nové Město",50.0705526,14.4159105,"CZK 25,000",Brick,Very good,Personal,G,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,000",729192,1 bedroom,9/1/2022,30 m²,Unfurnished,2,,181.09,328.9,349.05,282.17,269.73,425.89,230.09,200.71,1187.51,145.89,Prague - Střížkov,50.12534,14.49732,"CZK 22,000",Prefab concrete,Very good,,C,,,,,,,,,Complete,,1.0,,,
"CZK 44,000","CZK 4,000",612035,3+1,10/1/2022,95 m²,Fully furnished,4,1.0,241.15,198.45,145.7,539.73,28.01,386.45,150.23,164.2,896.88,670.28,"Záhřebská, Prague - Vinohrady",50.072345,14.437588,"CZK 88,000",Brick,Very good,Personal,E,1.0,,,,,Gas boiler,Over 50 years,Standard,Complete,,,,,
"CZK 38,000",CZK 0,728109,4+kk,8/1/2022,110 m²,Partly,4,1.0,174.84,266.16,180.14,219.08,8.94,282.6,176.67,518.15,953.81,413.01,Prague - Nové Město,50.07502,14.41614,"CZK 38,000",Brick,Very good,Personal,D,1.0,,,,,,,,Complete,,,,,
"CZK 16,000","CZK 4,000",729191,2+kk,8/9/2022,51 m²,Unfurnished,1,1.0,237.87,955.04,102.87,880.14,539.59,387.45,454.6,331.19,1070.89,122.94,Prague - Střížkov,50.12962,14.4931,"CZK 32,000",Brick,New-build,,C,,,,,,,,,,,1.0,,,
"CZK 16,700","CZK 7,300",729190,2+kk,8/22/2022,53 m²,Partly,4,1.0,121.92,892.84,110.89,81.84,92.41,239.77,248.85,617.42,394.99,727.14,Prague - Holešovice,50.10062,14.43414,"CZK 30,000",Brick,Very good,,D,,1.0,,1.0,,Central,,Standard,Complete,,,,,
"CZK 19,000","CZK 6,000",517673,2+kk,9/1/2022,47 m²,Fully furnished,3,1.0,3.79,491.58,107.16,511.6,90.36,456.33,268.03,175.87,245.58,436.32,"Petrohradská, Prague - Vršovice",50.0645146,14.4523963,"CZK 25,000",Low-energy,New-build,Personal,B,,1.0,1.0,1.0,,Central,Up to 10 years,Luxurious,,1.0,,,,
"CZK 25,000","CZK 3,800",728337,2+kk,9/1/2022,54 m²,Partly,1,,309.32,312.2,195.96,477.8,219.5,622.53,387.89,185.15,155.3,103.54,Prague - Libeň,50.102,14.47888,"CZK 50,000",Brick,New-build,,,,,1.0,,1.0,,Up to 10 years,,,,,,,
"CZK 26,000","CZK 4,000",726412,3+kk,9/1/2022,55 m²,Partly,1,,110.56,129.83,135.71,231.47,30.61,425.17,229.3,557.24,377.32,204.43,"Újezd, Prague - Malá Strana",50.08327825,14.4041547,"CZK 26,000",Brick,Very good,Personal,G,1.0,1.0,,,,,,,,,,,,
