Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Design,Heating,Total number of floors,Renovation,Age,Front garden,Developer name,Project name,Kód jednotky,Administration fee
698913,"CZK 16,500",50.05682,14.42282,"Levá, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,500","CZK 20,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,10. 01. 2022,G,105,409,293,269,155,406,280,633,343,242,,,,,,,,,,,
698912,"CZK 16,500",50.0724181,14.4583242,"Ruská, Prague - Vršovice",2 bedroom,Excellent,63 m²,"CZK 2,500","CZK 16,500",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,10. 01. 2022,G,60,760,56,537,96,535,314,309,731,350,,,,,,,,,,,
697584,"CZK 23,900",50.1153416,14.4743339,"Na Sypkém, Prague - Libeň",2 bedroom with open-plan kitchen,New build,75 m²,"CZK 3,590","CZK 47,800",Personal,Low-energy building,Unfurnished,2,No,No,Yes,No,Yes,Yes,Yes,03. 01. 2022,B,134,"1,388",426,"1,206",128,680,505,"1,371",852,342,Yes,,,,,,,,,,
699550,"CZK 26,250",50.0902986,14.4271043,"Benediktská, Prague - Staré Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 8,750",,,,Furnished,3,No,No,No,No,No,Yes,No,17. 03. 2022,,51,118,74,93,1,171,160,250,261,336,,,,,,,,,,,
699549,"CZK 26,250",50.0905181,14.4322974,"Zlatnická, Prague - Nové Město",1 bedroom with open-plan kitchen,,60 m²,"CZK 8,750",,,,Furnished,2,No,Yes,No,No,No,Yes,No,17. 03. 2022,,140,262,117,176,89,151,218,24,337,419,,,,,,,,,,,
699548,"CZK 45,000",50.0885763,14.423344,"Týnská, Prague - Staré Město",3 bedroom,,100 m²,"CZK 15,000",,,,Furnished,3,No,No,No,No,No,No,No,17. 03. 2022,,143,354,108,199,36,219,154,136,9,154,,,,,,,,,,,
699547,"CZK 26,250",50.0903135,14.4354588,"Na Poříčí, Prague - Nové Město",2 bedroom,,65 m²,"CZK 8,750",,,,Furnished,3,No,No,No,No,No,No,Yes,17. 03. 2022,,41,186,17,41,56,120,330,361,459,501,,,,,,,,,,,
630873,"CZK 13,900",50.03068,14.52172,"Michnova, Prague - Chodov",1 bedroom with open-plan kitchen,New build,46 m²,"CZK 4,900","CZK 15,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,Yes,No,17. 01. 2022,B,296,433,299,613,200,214,275,380,631,314,,Standard materials and solutions,District heating,Middle floor,Overall,,,,,,
699545,"CZK 13,500",50.06589,14.42188,"Neklanova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,400","CZK 15,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,G,190,"1,005",158,185,171,222,355,498,385,526,,,,,,,,,,,
698898,"CZK 15,500",50.026,14.43067,"Novodvorská, Prague - Braník",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,Yes,Yes,Yes,No,17. 01. 2022,C,46,368,205,375,308,340,179,158,933,423,,,,,,,,,,,
682349,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",3 bedroom,,80 m²,"CZK 12,500",,,,Furnished,2,Yes,No,No,No,No,No,No,17. 01. 2022,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,
619927,"CZK 12,500",50.031865,14.393208,"Lumiérů, Prague - Hlubočepy",1 bedroom,Good,40 m²,"CZK 2,200","CZK 14,700",Cooperative,Brick building,Furnished,2,No,No,No,No,No,No,No,31. 01. 2022,G,92,"1,442",756,"1,349",209,"1,407",99,,,,,,District heating,Middle floor,Exterior,,,,,,
699542,"CZK 13,000",50.05346,14.34165,"Dominova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 5,500","CZK 13,000",Personal,Prefab concrete building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,253,436,326,441,416,291,325,85,"1,163",30,,,,,,,,,,,
699541,"CZK 19,000",50.10887,14.47533,"U Libeňského pivovaru, Prague - Libeň",Other,New build,42 m²,"CZK 1,700","CZK 38,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,No,No,15. 01. 2022,G,306,813,278,526,301,356,408,635,375,200,,,,,,,,,,,
698878,"CZK 15,000",50.10389,14.43564,"U Smaltovny, Prague - Holešovice",2 bedroom,Excellent,60 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,G,402,990,226,502,181,308,616,293,819,,,,,,,,,,,,
699539,"CZK 9,000",50.11577,14.46653,"Budínova, Prague - Libeň",Studio,Excellent,50 m²,"CZK 2,000","CZK 11,000",Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,01. 02. 2022,C,61,879,83,"1,328",196,11,219,"1,156","1,069",394,,,,,,,,,,,
698874,"CZK 13,000",50.0293723,14.5965658,"Oty Bubeníčka, Prague - Uhříněves",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 4,000","CZK 26,000",Personal,Brick building,Partially furnished,5,No,No,Yes,Yes,No,Yes,Yes,01. 03. 2022,C,191,331,288,440,259,304,749,830,956,140,,,Central heating,Top floor,,1 to 10 years years,,,,,
228728,"CZK 9,900",49.996150613002,14.472742494809,"Švihovská, Prague - Písnice",Studio,New build,30 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,,3,Yes,No,No,No,No,Yes,No,,C,485,"1,383",981,"1,176","1,171",778,,,,,Yes,,Central heating,Middle floor,,1 to 10 years years,,,,,
682068,"CZK 18,300",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,34 m²,"CZK 6,100",,,,Furnished,2,No,No,No,No,No,Yes,No,17. 01. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
699037,"CZK 17,100",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,,27 m²,"CZK 5,700",,,,Furnished,4,No,No,No,No,No,Yes,No,17. 01. 2022,,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,
498580,"CZK 17,500",50.1302231,14.4920009,"Makedonská, Prague - Střížkov",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 2,500","CZK 20,000",Cooperative,Brick building,Partially furnished,4,Yes,No,No,No,Yes,Yes,No,01. 02. 2022,C,349,"1,103",215,"1,032",623,469,606,483,"1,176",71,Yes,Premium materials and solutions,District heating,Middle floor,,1 to 10 years years,,,,,
698869,"CZK 12,500",50.03724,14.34137,"Přecechtělova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,43 m²,"CZK 3,500","CZK 12,500",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,14. 02. 2022,G,426,218,252,"1,141",396,215,361,255,405,92,,,,,,,,,,,
698871,"CZK 27,000",49.98339,14.36398,"Zbynická, Prague - Radotín",2 bedroom with open-plan kitchen,Excellent,94 m²,"CZK 5,000","CZK 54,000",Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,Yes,No,15. 02. 2022,C,144,617,154,209,208,135,441,807,624,267,,,,,,,,,,,
685308,"CZK 16,000",50.12184,14.47035,"Nad Okrouhlíkem, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,200","CZK 20,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,Yes,Yes,No,06. 12. 2021,B,573,902,578,995,759,"1,033","1,095",935,"1,086",502,,,District heating,Middle floor,,,,,,,
670314,"CZK 18,000",49.96831,14.38631,"Pelzova, Prague - Zbraslav",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 2,831","CZK 36,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,C,122,"1,089",68,"1,240",367,102,498,329,149,,,,District heating,Middle floor,,1 to 10 years years,,,,,
699391,"CZK 13,000",50.10558,14.54778,"Rochovská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 5,000","CZK 24,000",Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,G,147,924,268,942,552,930,275,668,946,205,,,District heating,,,,,,,,
661662,"CZK 15,250",50.1106031,14.4435861,Prague - Holešovice,1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,200","CZK 19,000",Personal,Brick building,Partially furnished,6,No,No,Yes,No,No,Yes,No,03. 05. 2021,C,219,"1,059",371,"1,062",475,435,597,"1,414",666,561,Yes,Standard materials and solutions,Central heating,Middle floor,Overall,1 to 10 years years,,,,,
699531,"CZK 14,100",50.09033,14.4739536,"Viklefova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,000","CZK 28,000",Other,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,07. 03. 2022,C,193,"1,012",134,259,16,116,321,332,358,420,,Standard materials and solutions,Other,Middle floor,,30 to 50 years years,,,,,
699530,"CZK 15,000",49.99957,14.42119,"Platónova, Prague - Modřany",3 bedroom,Excellent,78 m²,"CZK 5,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,Yes,Yes,No,16. 01. 2022,G,205,"1,022","1,267","1,089",390,"1,095",126,224,"1,068",246,,Standard materials and solutions,District heating,Middle floor,Interior,10 to 30 years years,,,,,
685777,"CZK 11,900",50.0373006,14.5619685,"Lebeděvova, Prague - Petrovice",2 bedroom,Excellent,44 m²,"CZK 3,900","CZK 20,000",Personal,Brick building,Furnished,,No,Yes,No,No,Yes,No,No,01. 01. 1970,B,10,566,261,473,494,434,436,600,632,228,,,,,,,,,,,
699527,"CZK 11,000",50.03768,14.40996,"Na Mlejnku, Prague - Braník",Studio,Excellent,30 m²,"CZK 2,500","CZK 22,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,07. 02. 2022,G,225,326,243,317,443,233,457,"1,301",296,,,,,,,,,,,,
680051,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,4,No,No,No,No,No,Yes,No,17. 01. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
699525,"CZK 9,000",50.09854,14.34497,"V Středu, Prague - Vokovice",1 bedroom,Good,50 m²,"CZK 1,000","CZK 18,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,24. 01. 2022,G,264,"1,407",310,927,33,523,270,435,294,37,,,,,,,,,,,
699526,"CZK 17,000",50.03139,14.37019,"Werichova, Prague - Hlubočepy",3 bedroom,Excellent,76 m²,"CZK 7,000","CZK 26,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,G,129,653,183,634,221,669,460,206,676,232,,,,,,,,,,,
699524,"CZK 19,207",50.04829,14.35029,"Ovčí hájek, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,79 m²,"CZK 2,793","CZK 25,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,No,Yes,No,17. 01. 2022,G,395,921,289,507,326,402,454,259,"1,309",282,,,,,,,,,,,
699522,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",Studio,New build,47 m²,"CZK 2,500","CZK 30,000",Personal,Low-energy building,Furnished,2,Yes,No,Yes,No,Yes,Yes,No,15. 01. 2022,B,79,953,290,"1,197",615,"1,258","1,259",537,,,,,,,,,,,,,
639417,"CZK 12,300",50.107726,14.447911,"Ortenovo náměstí, Prague - Holešovice",1 bedroom,Excellent,37 m²,"CZK 1,910","CZK 24,600",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,G,54,557,196,436,205,257,258,917,398,185,,,Central heating,Middle floor,Interior,10 to 30 years years,,,,,
89008,"CZK 12,500",50.0866182,14.4531338,"Roháčova 2, Prague - Žižkov",1 bedroom,Excellent,49 m²,CZK 750,,Personal,Brick building,Partially furnished,2,No,No,No,Yes,No,No,No,,D,120,255,151,447,58,317,291,355,291,496,,Premium materials and solutions,Gas boiler,Middle floor,Interior,1 to 10 years years,,,,,
699519,"CZK 18,519",50.0726277,14.3919683,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,79 m²,"CZK 6,173",,,,Furnished,6,No,No,No,No,No,No,No,01. 02. 2022,,187,"1,029",127,720,136,847,206,901,"1,059",126,,,,,,,,,,,
688331,"CZK 29,250",50.0830689,14.4668702,"Olšanská d, Prague - Žižkov",1 bedroom with open-plan kitchen,,85 m²,"CZK 9,750",,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,17. 01. 2022,,213,228,353,747,332,258,643,491,336,409,,,,,,,,,,,
699517,"CZK 11,000",50.0654788,14.3061953,Prague - Řepy,2 bedroom,Good,64 m²,"CZK 3,500","CZK 10,000",Personal,Prefab concrete building,,,No,No,No,No,No,Yes,No,Ihned,,225,352,315,314,153,409,404,299,"1,498",328,,,,,,,,,,,
163039,"CZK 8,500",50.1013985,14.4207461,"Čechova, Prague - Bubeneč",Studio,,34 m²,"CZK 3,500",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,,223,299,128,155,56,384,100,381,297,,,,,,,,,,,,
419449,"CZK 12,000",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,,52 m²,"CZK 3,000","CZK 24,000",Personal,Prefab concrete building,Furnished,2,No,No,Yes,Yes,Yes,Yes,No,24. 01. 2022,B,214,442,432,483,306,438,648,903,831,140,,,District heating,Middle floor,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,1,No,No,No,No,No,Yes,No,17. 01. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
695225,"CZK 17,670",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,33 m²,"CZK 5,890",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
699510,"CZK 9,000",50.1080926,14.4372154,"Na Zátorách, Prague - Holešovice",Studio,New build,15 m²,"CZK 2,000","CZK 11,000",Other,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,G,203,"1,203",318,"1,023",78,446,307,355,606,,,,,,,,,,,,
699509,"CZK 17,500",50.10779,14.47553,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 1,890","CZK 35,000",Personal,Other,Partially furnished,6,Yes,No,Yes,No,No,Yes,Yes,01. 03. 2022,B,339,694,171,420,182,388,359,517,407,250,,,District heating,Middle floor,,,,,,,
300275,"CZK 15,000",50.0571704,14.4306015,"Na Klikovce, Prague - Nusle",Studio,Excellent,31 m²,"CZK 2,000","CZK 30,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,,,72,881,246,300,61,222,770,436,103,209,,Premium materials and solutions,Central heating,Middle floor,Interior,,,,,,
699508,"CZK 14,000",50.03693,14.33671,"Přecechtělova, Prague - Stodůlky",3 bedroom,Excellent,83 m²,"CZK 5,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,G,241,573,238,823,194,512,283,487,203,62,,,,,,,,,,,
649872,"CZK 45,000",50.076742,14.432595,"Londýnská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Excellent,98 m²,"CZK 5,000","CZK 80,000",Personal,Brick building,Unfurnished,4,Yes,No,No,No,No,Yes,No,10. 01. 2022,G,103,247,2,100,45,229,381,458,327,481,,Premium materials and solutions,District heating,Middle floor,Interior,,,,,,
695000,"CZK 8,900",50.0557,14.48176,"Záběhlická, Prague - Záběhlice",1 bedroom,Excellent,45 m²,"CZK 3,000","CZK 12,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,17. 01. 2022,G,149,"1,394",438,"1,407",523,858,"1,163","1,052",488,483,,Standard materials and solutions,Gas boiler,Top floor,,,,,,,
567748,"CZK 16,000",50.1042544,14.5125689,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,,50 m²,"CZK 4,379","CZK 40,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,No,No,01. 03. 2022,,197,228,"1,328",981,475,804,"1,048",771,229,,Yes,,,,,1 to 10 years years,,,,,
650223,"CZK 10,000",50.054931,14.441554,Prague - Nusle,1 bedroom,Excellent,36 m²,"CZK 4,000","CZK 10,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,15. 01. 2022,D,103,"1,015",212,450,80,571,351,326,"1,044",299,,,Gas boiler,Middle floor,Interior,1 to 10 years years,,,,,
582412,"CZK 17,000",50.10246,14.445221,"Tovární, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 02. 2022,C,166,190,216,428,170,107,135,287,571,94,,Premium materials and solutions,District heating,Ground floor,Overall,1 to 10 years years,,,,,
699502,"CZK 11,000",50.04586,14.32411,"U Jezera, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 5,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,17. 01. 2022,G,311,678,307,232,230,309,215,72,278,70,,,,,,,,,,,
699500,"CZK 10,000",50.05161,14.40666,"Křížová, Prague - Smíchov",Studio,Excellent,30 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,14. 02. 2022,G,141,619,466,"1,117","1,340",668,958,"1,258",,,,,,,,,,,,,
312078,"CZK 6,000",50.08753,14.367477,"Radimova, Prague - Břevnov",1 bedroom,Good,35 m²,"CZK 3,000","CZK 6,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 02. 2022,,445,564,202,716,34,215,114,606,632,560,,Standard materials and solutions,Other,,Interior,10 to 30 years years,,,,,
699368,"CZK 9,800",50.0449099,14.4214217,"Jeremenkova, Prague - Braník",1 bedroom,Excellent,34 m²,"CZK 3,500","CZK 22,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 02. 2022,G,150,329,"1,308",455,"1,447",959,"1,152","1,140",907,,,,,,,,,,,,
697593,"CZK 18,900",50.04428,14.51449,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,500","CZK 37,800",Personal,Brick building,Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,B,236,377,442,431,"1,160",511,"1,293",142,,,,Standard materials and solutions,District heating,Middle floor,,1 to 10 years years,,,,,
648181,"CZK 21,000",50.034849,14.385641,"Silurská, Prague - Hlubočepy",3 bedroom with open-plan kitchen,Excellent,100 m²,"CZK 7,000","CZK 21,000",Personal,Other,Partially furnished,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,C,201,924,451,831,287,890,"1,056","1,042","1,010",425,,Standard materials and solutions,District heating,Top floor,,10 to 30 years years,,,,,
479493,"CZK 20,000",50.0802798,14.367959,"Tomanova, Prague - Břevnov",3 bedroom,,56 m²,"CZK 3,200","CZK 30,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,15. 01. 2022,G,77,901,612,652,614,791,736,912,704,229,,,Central heating,,,,50 m²,,,,
698552,"CZK 9,500",50.12478,14.49745,"Českolipská, Prague - Střížkov",Small studio,Excellent,33 m²,"CZK 2,800","CZK 20,000",Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,Yes,No,Yes,No,16. 01. 2022,G,229,271,291,224,257,419,389,218,"1,137",194,,Standard materials and solutions,Central heating,Top floor,,30 to 50 years years,,,,,
425445,"CZK 11,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,Excellent,22 m²,"CZK 2,000","CZK 13,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 12. 2021,,96,"1,112",343,721,186,792,491,465,675,180,,,,,Overall,1 to 10 years years,,,,,
680003,"CZK 52,500",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 17,500",,,,Furnished,4,No,No,No,No,No,Yes,Yes,17. 01. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,
623717,"CZK 28,000",50.081142,14.448713,"Křížkovského, Prague - Žižkov",3 bedroom with open-plan kitchen,Excellent,84 m²,"CZK 6,500","CZK 40,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,16. 03. 2022,G,541,385,35,479,127,161,390,458,612,482,,Premium materials and solutions,Gas boiler,Middle floor,,,,,,,
699496,"CZK 13,500",50.09941,14.44167,"Za Viaduktem, Prague - Holešovice",Studio,Excellent,39 m²,"CZK 2,270","CZK 15,000",Personal,Brick building,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,17. 01. 2022,G,308,668,328,725,311,629,615,767,843,475,,,,,,,,,,,
693718,"CZK 15,000",50.1401161,14.5074049,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,000","CZK 30,000",Personal,Brick building,Furnished,8,No,No,No,No,No,Yes,No,Ihned,G,245,774,94,784,270,100,302,359,458,179,,Premium materials and solutions,,Middle floor,Overall,,,,,,
566286,"CZK 15,500",50.044055,14.4908968,"Choceradská, Prague - Záběhlice",2 bedroom,,53 m²,"CZK 3,500","CZK 31,000",Personal,Brick building,Furnished,5,No,No,No,No,No,No,No,01. 01. 2022,D,173,539,429,585,539,247,"1,011","1,320",53,,,Premium materials and solutions,District heating,Top floor,Interior,,,,,,
575829,"CZK 18,000",50.0467027,14.3026773,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 4,091","CZK 20,000",Personal,Other,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 02. 2022,B,232,140,56,168,994,"1,091",697,858,68,,Yes,Standard materials and solutions,District heating,Middle floor,,1 to 10 years years,,,,,
699489,"CZK 13,000",50.0587,14.3782,"Peroutkova, Prague - Jinonice",Small studio,Excellent,27 m²,"CZK 3,100","CZK 26,000",Personal,Other,Furnished,8,No,No,Yes,No,Yes,Yes,No,15. 01. 2022,G,323,726,202,910,309,921,"1,150",608,"1,087",93,,Premium materials and solutions,,,Overall,1 to 10 years years,,,,,
82612,"CZK 11,500",50.0542626,14.509166,"jasmínova, Prague - Záběhlice",1 bedroom,Excellent,38 m²,"CZK 3,200","CZK 18,000",Personal,Other,Partially furnished,5,No,No,No,Yes,No,No,No,01. 03. 2022,B,154,727,656,768,457,722,737,729,"1,116",329,,,District heating,,,10 to 30 years years,,,,,
698813,"CZK 15,000",50.06466,14.45598,"Přípotoční, Prague - Vršovice",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 3,700","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,C,243,306,242,550,259,625,219,474,411,184,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,,"CZK 11,250",,,,Furnished,3,No,No,No,No,No,No,No,17. 01. 2022,,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,
679997,"CZK 37,500",50.073194,14.4364932,"Uruguayská, Prague - Vinohrady",2 bedroom,,65 m²,"CZK 12,500",,,,Furnished,4,No,No,No,No,No,Yes,No,17. 01. 2022,,271,101,117,353,35,204,64,230,885,796,,,,,,,,,,,
680012,"CZK 45,000",50.0822886,14.4155231,"Karoliny Světlé, Prague - Staré Město",2 bedroom,,80 m²,"CZK 15,000",,,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,462,817,70,468,89,510,489,683,411,400,,,,,,,,,,,
447159,"CZK 28,000",50.0608762,14.2791488,"Věstonická, Prague - Zličín",2 bedroom with open-plan kitchen,Excellent,82 m²,,"CZK 28,000",Personal,Brick building,Furnished,3,Yes,Yes,Yes,No,No,Yes,Yes,01. 03. 2022,C,163,771,"1,271","1,201",995,"1,325",673,100,,,,Standard materials and solutions,Central heating,Top floor,,10 to 30 years years,,,,,
597565,"CZK 13,000",50.061945,14.404458,"Pod Barvířkou, Prague - Smíchov",Studio,New build,38 m²,"CZK 2,110","CZK 26,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,G,61,516,95,"1,018",197,28,933,864,856,656,Yes,Premium materials and solutions,Central heating,Middle floor,,1 to 10 years years,,,,,
699480,"CZK 28,000",50.04902,14.30398,"Laurinova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,94 m²,"CZK 5,500","CZK 50,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,Yes,17. 01. 2022,D,356,373,297,242,"1,078",993,673,745,209,,,Premium materials and solutions,Central heating,Middle floor,,,,,,,
690649,"CZK 11,000",49.98979,14.4071,"Na Homoli, Prague - Komořany",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Unfurnished,,No,No,Yes,No,No,No,No,08. 11. 2021,G,241,153,201,"1,159",337,,,,,,,,,,,,,,,,
690184,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,Furnished,3,No,No,No,No,No,No,No,17. 01. 2022,,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,
698800,"CZK 14,000",50.0574,14.48562,"V Ochozu, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,100","CZK 28,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,No,No,No,No,10. 01. 2022,G,587,"1,337",568,809,838,901,"1,393",669,848,,,,,,,,,,,,
699481,"CZK 16,000",50.0277,14.36554,"Novotného, Prague - Hlubočepy",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,15. 02. 2022,B,154,"1,241",480,"1,221",182,"1,257",254,656,609,465,,,,,,,,,,,
680251,"CZK 13,990",50.0851483,14.4512417,Prague - Žižkov,1 bedroom,Excellent,40 m²,CZK 760,"CZK 20,000",Personal,Other,Partially furnished,3,Yes,No,No,No,No,No,No,13. 01. 2022,C,173,144,56,115,75,165,167,383,199,457,,Standard materials and solutions,Central heating,Middle floor,Overall,1 to 10 years years,,,,,
698797,"CZK 16,000",50.0755465,14.4421597,"Budečská, Prague - Vinohrady",2 bedroom,Good,95 m²,"CZK 4,000",,Other,Brick building,Partially furnished,,No,No,No,No,No,Yes,No,01. 02. 2022,G,155,180,149,327,31,258,300,225,368,530,,,,,,,,,,,
680004,"CZK 47,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 15,750",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,26. 01. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,
554314,"CZK 12,500",50.0663587,14.4289704,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,C,242,857,172,585,284,294,578,611,248,145,,,Other,,,,,,,,
