Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,New building,Renovation,Front garden,Developer name,Project name,Kód jednotky
715222,"CZK 16,500",50.04577,14.30466,"Klementova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,500","CZK 25,000",,Cooperative,Brick building,Partially furnished,2,No,No,No,Yes,No,Yes,No,B,147,109,174,"1,482",120,917,"1,014",619,780,132,25. 04. 2022,,,,,,,,,,
393866,"CZK 18,000",50.0692954,14.4739425,"Amurská, Prague - Vršovice",2 bedroom,,53 m²,"CZK 1,500","CZK 36,000",,Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,,294,442,218,324,110,505,76,195,144,184,15. 06. 2022,,,,,,,,,,
600130,"CZK 10,000",50.072442,14.392718,"Plzeňská, Prague - Smíchov",Studio,Excellent,30 m²,"CZK 2,500","CZK 12,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,64,925,20,616,155,745,212,"1,000",933,226,01. 07. 2022,,,Central heating,Middle floor,,,,,,
506568,"CZK 20,900",50.0692665,14.3734225,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 5,500","CZK 50,000",,Personal,Brick building,Furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,B,203,249,242,217,279,325,480,962,832,165,31. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,50 m²,,,
546071,"CZK 12,000",50.0573714,14.2822072,"Prušánecká, Prague - Zličín",Studio,,31 m²,"CZK 1,980","CZK 14,000",,Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,,248,"1,013",840,769,854,894,243,"1,116",77,,13. 04. 2022,,,,,Yes,,,,,
624638,"CZK 14,000",50.013883,14.634175,"Preislerova, Prague - Kolovraty",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 2,503","CZK 14,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,Yes,B,223,566,991,924,953,962,617,"1,316",257,,30. 04. 2022,1 to 10 years years,Standard materials and solutions,Gas boiler,,,,,,,
715212,"CZK 16,000",50.0699457,14.4570461,"Žitomírská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,60 m²,CZK 500,"CZK 32,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,G,162,360,72,137,90,134,172,134,434,209,20. 04. 2022,,,,,,,,,,
707202,"CZK 28,990",50.10296333333,14.43471,"Schnirchova, Prague - Holešovice",2 bedroom,Excellent,80 m²,"CZK 2,249","CZK 31,239","CZK 31,239

                                
                                
                
i",Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,G,177,833,68,345,76,160,373,455,920,,,,,,,,,,,,
714404,"CZK 78,000",50.0822546,14.4142748,"Krocínova, Prague - Staré Město",3 bedroom,,125 m²,"CZK 26,000",,,,,Furnished,6,Yes,No,No,No,No,Yes,No,,284,987,183,230,26,119,417,373,329,411,16. 06. 2022,,,,,,,,,,
715209,"CZK 48,000",50.0718291,14.4385892,"Americká, Prague - Vinohrady",3 bedroom,,72 m²,"CZK 16,000",,,,,Furnished,5,No,No,No,No,No,Yes,No,,274,300,81,587,69,312,103,253,793,568,19. 06. 2022,,,,,,,,,,
715207,"CZK 17,625",50.0753237,14.4575982,"Korunní, Prague - Vinohrady",Studio,,29 m²,"CZK 5,875",,,,,Furnished,1,No,No,No,No,No,Yes,No,,159,612,67,290,33,373,307,359,795,244,19. 06. 2022,,,,,,,,,,
715205,"CZK 32,000",50.0812346,14.4298177,"Opletalova, Prague - Nové Město",2 bedroom,Good,71 m²,"CZK 2,140","CZK 41,116","CZK 5,666",Personal,Other,,6,No,No,No,No,No,No,No,,333,299,45,200,54,39,271,954,190,582,20. 04. 2022,,,,,,,,,,
537507,"CZK 30,000",50.0787284,14.4380824,"Anny Letenské, Prague - Vinohrady",3 bedroom,,90 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,,143,504,340,202,92,241,214,214,280,611,01. 01. 2019,,,,,,,,,,
180914,"CZK 11,000",50.0621567,14.4516187,"Bartoškova, Prague - Nusle",Studio,,45 m²,"CZK 2,700","CZK 22,000",,Cooperative,Brick building,Furnished,2,No,No,No,No,No,No,No,,253,848,363,583,381,720,611,191,837,248,,,,,,,,,,,
715186,"CZK 21,000",50.09337,14.48937,"K Lučinám, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,000","CZK 30,000",,Personal,Other,Partially furnished,7,No,Yes,No,No,No,Yes,No,G,278,307,64,270,164,285,185,208,320,139,01. 05. 2022,,,,,,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,G,231,254,267,324,118,268,776,965,"1,244",396,01. 04. 2022,,,,,,,,,,
563148,"CZK 9,800",50.0397083,14.4584435,"Budějovická, Prague - Krč",Studio,New build,19 m²,"CZK 1,771","CZK 19,600",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,B,245,"1,205",382,928,252,528,887,"1,030","1,163",582,01. 05. 2022,,,,,Yes,,,,,
715184,"CZK 13,500",50.0579612,14.4522426,"Děkanská, Prague - Michle",1 bedroom with open-plan kitchen,New build,26 m²,"CZK 3,000","CZK 25,000",,Personal,Brick building,Furnished,,No,No,No,No,No,No,No,G,242,603,421,272,14,"1,031",214,549,357,393,01. 05. 2022,,,,,,,,,,
512664,"CZK 18,500",50.1113613,14.4506061,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,,66 m²,"CZK 5,900","CZK 37,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,,179,"1,085",625,897,587,683,541,"1,360",814,526,ihned,,,,,,,,,,
713523,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,No,No,,177,647,182,40,38,122,28,102,350,194,29. 05. 2022,,,,,,,,,,
713487,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,,Furnished,1,No,Yes,No,No,No,No,No,,337,356,19,335,43,634,392,362,865,215,20. 05. 2022,,,,,,,,,,
713587,"CZK 20,396",50.0668274,14.3966153,"U Nikolajky, Prague - Smíchov",Studio,,35 m²,"CZK 6,799",,,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,,234,341,228,706,128,428,324,536,546,328,08. 06. 2022,,,,,,,,,,
713865,"CZK 15,500",50.06064,14.39971,"Na Neklance, Prague - Smíchov",Studio,New build,28 m²,"CZK 2,500","CZK 18,000",,Personal,Other,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,G,161,895,212,926,204,442,602,741,663,541,11. 04. 2022,,,,,,,,,,
619211,"CZK 17,000",50.0336592,14.4165494,"Nad Strouhou, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 2,000","CZK 17,000",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,E,207,708,283,218,254,581,443,"1,313",203,,01. 05. 2022,,,,,,Overall,,,,
713498,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,,Furnished,3,No,No,No,No,No,Yes,No,,149,274,60,441,20,421,59,552,690,457,29. 05. 2022,,,,,,,,,,
713500,"CZK 63,000",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,,86 m²,"CZK 21,000",,,,,Furnished,3,No,No,No,No,No,No,No,,138,70,36,61,45,257,146,128,234,214,01. 06. 2022,,,,,,,,,,
713507,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,,90 m²,"CZK 16,750",,,,,Furnished,2,No,No,No,No,No,Yes,No,,140,528,224,126,38,67,511,"1,001","1,181",559,05. 05. 2022,,,,,,,,,,
713481,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 16,550",,,,,Furnished,6,No,No,No,No,No,Yes,No,,62,263,122,95,13,113,64,46,150,138,06. 05. 2022,,,,,,,,,,
713475,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,,27 m²,"CZK 10,750",,,,,Furnished,4,No,No,No,No,No,Yes,No,,272,322,70,607,60,509,83,250,792,565,16. 05. 2022,,,,,,,,,,
713462,"CZK 45,000",50.0795975,14.4273504,"Ve Smečkách, Prague - Nové Město",1 bedroom with open-plan kitchen,,70 m²,"CZK 15,000",,,,,Furnished,4,No,No,No,No,No,Yes,No,,285,548,70,207,10,222,245,618,370,524,31. 05. 2022,,,,,,,,,,
713469,"CZK 25,500",50.0876289,14.3978335,"Šporkova, Prague - Malá Strana",Studio,,40 m²,"CZK 8,500",,,,,Furnished,1,No,No,No,No,No,No,No,,29,634,152,537,130,317,388,899,984,129,18. 05. 2022,,,,,,,,,,
713479,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 13,750",,,,,Furnished,-1,No,No,No,No,No,No,No,,211,382,250,989,170,745,812,"1,050",387,543,16. 05. 2022,,,,,,,,,,
713453,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,56 m²,"CZK 12,500",,,,,Furnished,5,No,No,No,No,No,Yes,No,,243,541,100,272,177,315,457,820,635,594,01. 06. 2022,,,,,,,,,,
715170,"CZK 16,000",50.00325,14.39601,"K Sádkám, Prague - Velká Chuchle",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000","CZK 20,000",,Personal,Prefab concrete building,Partially furnished,2,Yes,No,Yes,No,Yes,No,No,C,539,"1,244","1,144","1,202","1,249","1,300","1,079",,,,01. 05. 2022,,,,,,,,,,
714038,"CZK 19,000",50.12659,14.41248,"Krynická, Prague - Troja",3 bedroom,New build,76 m²,"CZK 4,000","CZK 38,000",,Personal,Prefab concrete building,Partially furnished,12,Yes,No,Yes,Yes,No,Yes,No,C,158,543,41,478,478,335,341,145,212,,12. 04. 2022,,Premium materials and solutions,District heating,Top floor,,Overall,,,,
713216,"CZK 15,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,New build,60 m²,"CZK 6,000","CZK 42,000",,Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,No,G,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,14. 05. 2022,,,Central heating,,,,,,,
439122,"CZK 21,000",50.0780926,14.4961297,Prague - Strašnice,3 bedroom,Excellent,71 m²,"CZK 6,500","CZK 63,000",,Personal,Prefab concrete building,Partially furnished,,Yes,No,No,No,No,Yes,No,,257,447,215,535,448,488,665,427,"1,129",57,,,,District heating,Raised ground floor,,Overall,,,,
599897,"CZK 16,000",50.079357,14.448796,"Ondříčkova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 16,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,B,316,378,43,377,103,406,247,287,691,274,01. 05. 2022,1 to 10 years years,,District heating,,,Overall,,,,
713525,"CZK 20,250",50.0922767,14.4324355,"Klimentská, Prague - Nové Město",Studio,,30 m²,"CZK 6,750",,,,,Furnished,1,No,No,No,No,No,No,No,,132,502,36,412,20,262,31,217,579,177,06. 06. 2022,,,,,,,,,,
713468,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,,49 m²,"CZK 6,240",,,,,Furnished,2,No,No,No,No,No,Yes,No,,84,743,87,659,277,595,408,307,678,198,06. 06. 2022,,,,,,,,,,
588609,"CZK 17,000",50.108993,14.624449,"Ve žlíbku, Prague - Horní Počernice",3 bedroom,Excellent,82 m²,"CZK 3,000","CZK 17,000",,Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,B,104,758,967,716,501,910,368,,,,01. 06. 2022,,,Gas boiler,Middle floor,,,,,,
500192,"CZK 12,000",50.056036,14.505237,"Jabloňová, Prague - Záběhlice",Studio,,25 m²,"CZK 1,900","CZK 25,000",,Personal,Prefab concrete building,Furnished,6,No,No,Yes,No,No,Yes,No,C,191,467,454,725,179,741,648,500,937,363,18. 05. 2022,,,District heating,Middle floor,,Overall,,,,
715153,"CZK 12,000",50.10421,14.47933,"U Balabenky, Prague - Libeň",Studio,Good,38 m²,"CZK 3,000","CZK 12,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,G,11,274,121,364,58,317,387,471,133,398,01. 05. 2022,,,,,,,,,,
641201,"CZK 13,000",49.987588,14.453434,"U Nové Louky, Prague - Cholupice",2 bedroom,Good,42 m²,"CZK 3,500","CZK 16,500",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,,404,348,553,564,,,,,,,19. 04. 2022,,,,,,,,,,
713511,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,,105,350,144,146,109,151,432,394,290,329,24. 04. 2022,,,,,,,,,,
713519,"CZK 27,900",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,,41 m²,"CZK 9,300",,,,,Furnished,5,No,No,No,No,No,No,No,,394,499,253,432,280,389,317,725,696,412,01. 06. 2022,,,,,,,,,,
715151,"CZK 20,990",50.09762888888,14.34767472222,"Vokovická, Prague - Vokovice",3 bedroom,Good,78 m²,"CZK 3,534","CZK 24,524","CZK 24,524

                                
                                
                
i",Personal,Prefab concrete building,Partially furnished,12,Yes,No,No,No,No,Yes,No,D,122,"1,174",57,891,309,286,214,125,278,186,,,,,,,,,,,
582073,"CZK 16,500",50.103858,14.477738,"Novákových, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,200","CZK 33,000",,Personal,Other,Partially furnished,3,No,No,No,No,No,Yes,No,A,143,165,52,252,96,178,275,363,190,299,01. 03. 2021,,Premium materials and solutions,,Middle floor,,Overall,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,New build,33 m²,"CZK 2,500","CZK 10,000",,Personal,Low-energy building,,3,Yes,No,No,No,No,No,No,A,167,110,211,"1,262",70,153,729,190,"1,174",169,01. 05. 2022,,,,,,,,,,
706058,"CZK 12,000",50.07828,14.5085,"Limuzská, Prague - Strašnice",Studio,New build,33 m²,"CZK 2,700","CZK 12,000",,Personal,Low-energy building,Partially furnished,1,No,No,Yes,No,No,Yes,No,A,53,915,509,892,124,768,934,"1,058","1,195",526,01. 06. 2022,1 to 10 years years,,District heating,Ground floor,Yes,Overall,,,,
715136,"CZK 17,000",50.10576,14.47402,"Světova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 4,000","CZK 21,000",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,G,108,659,106,144,91,160,270,445,414,316,22. 04. 2022,,,,,,,,,,
713518,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,,"CZK 20,096",,,,,Furnished,1,No,No,No,No,No,No,No,,198,801,15,163,39,141,121,304,55,465,24. 04. 2022,,,,,,,,,,
713506,"CZK 37,425",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",1 bedroom,,30 m²,"CZK 12,475",,,,,Furnished,2,No,No,No,No,No,Yes,No,,22,463,81,96,72,158,361,436,384,451,15. 05. 2022,,,,,,,,,,
713499,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 13,005",,,,,Furnished,3,No,No,No,No,No,No,No,,281,192,58,183,11,368,315,297,289,305,19. 05. 2022,,,,,,,,,,
713480,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,,53 m²,"CZK 15,367",,,,,Furnished,3,No,No,No,No,No,Yes,No,,298,541,99,261,14,253,193,593,251,217,02. 05. 2022,,,,,,,,,,
713464,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 14,450",,,,,Furnished,3,No,No,No,No,No,Yes,No,,68,269,126,89,16,107,70,52,156,144,02. 05. 2022,,,,,,,,,,
715135,"CZK 13,990",50.0968525,14.46717666666,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 1,799","CZK 15,769","CZK 15,769

                                
                                
                
i",Personal,Prefab concrete building,Unfurnished,7,Yes,No,Yes,No,No,Yes,No,G,246,"1,072",189,"1,019",304,807,563,545,778,130,,,,,,,,,,,
164247,"CZK 13,500",50.063345164174,14.445500139118,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,200","CZK 15,000",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,Yes,,218,618,107,321,227,364,506,802,685,644,01. 05. 2022,,,,,,,,,,
715133,"CZK 18,800",50.06,14.45019,"Jivenská, Prague - Michle",3 bedroom,Excellent,78 m²,"CZK 4,400","CZK 37,600",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,C,74,829,15,235,86,731,263,318,743,273,22. 04. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,,Overall,,,,
713833,"CZK 22,000",50.01114,14.40825,"Karasova, Prague - Modřany",3 bedroom,Good,77 m²,"CZK 7,000","CZK 66,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,Yes,G,165,"1,132",902,"1,034",420,952,626,"1,073",604,,19. 04. 2022,over 50 years years,Standard materials and solutions,Gas boiler,Middle floor,,Interior,800 m²,,,
415530,"CZK 13,000",50.0482602,14.4379876,"Milevská, Prague - Krč",Studio,,35 m²,"CZK 3,000","CZK 16,000",,Personal,Prefab concrete building,Partially furnished,2,Yes,No,No,No,No,No,No,,219,360,267,432,155,436,424,564,187,122,22. 04. 2022,,,,,,,,,,
587681,"CZK 13,500",50.079564,14.428764,"Krakovská, Prague - Nové Město",2 bedroom,Good,51 m²,"CZK 5,500","CZK 19,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,E,273,540,175,46,147,201,498,676,330,582,01. 07. 2022,30 to 50 years years,Premium materials and solutions,Gas boiler,Attic,,,,,,
715128,"CZK 14,000",50.01729,14.44441,"Zdislavická, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000","CZK 14,000",,Personal,Prefab concrete building,Furnished,6,Yes,No,Yes,No,No,Yes,No,B,162,652,130,"1,233",570,166,492,442,939,170,01. 06. 2022,,,,,,,,,,
532548,"CZK 22,500",50.0082724,14.4211055,Prague - Modřany,3 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 3,000","CZK 45,000",,Cooperative,Prefab concrete building,Furnished,6,Yes,No,No,No,No,Yes,No,,457,585,436,446,514,471,232,"1,023",951,629,01. 07. 2022,1 to 10 years years,,,Middle floor,,,,,,
713458,"CZK 41,325",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,,64 m²,"CZK 13,775",,,,,Furnished,3,Yes,Yes,No,No,No,Yes,No,,110,274,157,129,77,143,300,496,282,367,11. 05. 2022,,,,,,,,,,
715124,"CZK 8,000",50.00103,14.46431,"Na Okruhu, Prague - Písnice",Studio,Good,20 m²,"CZK 3,000","CZK 15,000",,Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,Yes,Yes,No,D,175,"1,211",234,307,264,204,754,,,,01. 05. 2022,,,,,,,,,,
598228,"CZK 10,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",Studio,New build,36 m²,"CZK 3,000","CZK 10,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,No,B,287,755,238,717,532,759,"1,182",642,491,399,01. 05. 2022,1 to 10 years years,,,Middle floor,,,,,,
541309,"CZK 14,990",50.1155148,14.5655166,"Federova, Prague - Kyje",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,200",,,Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,A,353,993,768,"1,362","1,242",780,,,,,30. 04. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,,,,
714002,"CZK 12,000",50.08981,14.46508,"Koněvova, Prague - Žižkov",2 bedroom,Excellent,52 m²,CZK 750,"CZK 15,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,G,124,761,171,33,50,318,649,678,327,183,01. 01. 1970,,,,,,,,,,
654952,"CZK 11,500",50.0567507,14.291957,Prague - Třebonice,Studio,New build,29 m²,"CZK 2,500","CZK 20,000",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,Yes,No,B,262,"1,178",560,504,816,614,614,838,454,,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,Yes,,,,,
714329,"CZK 38,775",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",2 bedroom,,48 m²,"CZK 12,925",,,,,Furnished,2,No,No,No,No,No,No,No,,158,249,155,246,113,320,391,409,155,114,25. 04. 2022,,,,,,,,,,
714258,"CZK 12,000",50.05136,14.52689,"Hostivařská, Prague - Hostivař",Studio,Excellent,29 m²,"CZK 2,400","CZK 20,000",,Personal,Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,G,171,907,444,869,197,911,861,490,354,357,01. 05. 2022,,,,,,,,,,
661647,"CZK 12,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 4,000","CZK 10,000",,Personal,Prefab concrete building,Partially furnished,7,Yes,No,Yes,Yes,No,No,No,B,14,969,166,"1,452",268,216,136,524,"1,472",265,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,Overall,,,,
493091,"CZK 18,000",50.1268957,14.4219657,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,,55 m²,"CZK 3,500","CZK 40,000",,Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,C,403,318,77,388,182,332,687,968,"1,053",325,01. 05. 2022,10 to 30 years years,,,,,,,,,
715113,"CZK 21,000",50.04804,14.4852,"Hrusická, Prague - Záběhlice",3 bedroom,Excellent,72 m²,"CZK 2,000","CZK 21,000",,Personal,Brick building,Furnished,3,No,No,No,Yes,No,No,No,C,198,334,261,275,219,121,293,"1,053",296,,01. 06. 2022,,,,,,,,,,
658481,"CZK 16,500",50.06895,14.4522,"Rostovská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 2,500",,,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,F,189,468,95,162,42,290,199,407,320,372,13. 04. 2021,,,,,,,,,,
715096,"CZK 20,000",50.07159,14.44605,"Voroněžská, Prague - Vršovice",2 bedroom with open-plan kitchen,Good,75 m²,"CZK 4,000","CZK 48,000",,Personal,Brick building,,1,No,No,No,No,No,No,No,G,102,595,24,523,75,664,466,426,266,256,01. 05. 2022,,,,,,,,,,
524838,"CZK 14,000",50.0850085,14.3774902,"Bělohorská, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 2,995","CZK 34,000",,Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,No,No,C,136,974,5,480,27,245,165,314,211,189,01. 06. 2022,,Premium materials and solutions,District heating,Middle floor,,Overall,,,,
475149,"CZK 19,000",50.1037352,14.5093144,"Pod Harfou, Prague - Vysočany",2 bedroom with open-plan kitchen,,73 m²,"CZK 5,000","CZK 19,000",,Personal,Other,Partially furnished,5,Yes,No,No,No,No,No,No,C,441,115,"1,219",713,"1,043","1,339","1,062",87,,,01. 05. 2022,1 to 10 years years,,District heating,Middle floor,,,,,,
710381,"CZK 18,300",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,800","CZK 40,000",,Personal,Low-energy building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,A,79,953,290,"1,197",615,"1,258","1,259",537,,,22. 03. 2022,,Premium materials and solutions,Central heating,,Yes,,,,,
714150,"CZK 22,000",50.1092756,14.4491917,"U Pergamenky, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500","CZK 50,000",,Personal,Brick building,Furnished,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,A,268,744,225,595,299,395,184,"1,058",526,289,19. 04. 2022,,,District heating,Top floor,Yes,,,,,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,Excellent,112 m²,"CZK 5,581",,,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,F,82,240,76,129,72,4,335,424,475,805,21. 03. 2022,,,,,,,,,,
452524,"CZK 14,900",50.1057184,14.5300966,"Konzumní, Prague - Hloubětín",1 bedroom with open-plan kitchen,,50 m²,CZK 700,"CZK 15,000",,Personal,Brick building,Unfurnished,1,Yes,No,No,No,No,No,No,,203,797,178,778,542,648,739,597,636,435,01. 05. 2022,,,,,,,,,,
451761,"CZK 16,000",50.0477873,14.4642491,"Na Líše, Prague - Michle",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,500","CZK 20,000",,Personal,Brick building,Furnished,3,Yes,No,No,No,Yes,Yes,No,B,345,762,351,824,342,809,103,137,623,323,01. 06. 2022,,,,,,,,,,
714225,"CZK 16,104",50.08065,14.431,"Washingtonova, Prague - Nové Město",Studio,Excellent,24 m²,"CZK 3,200","CZK 32,208",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,D,124,331,157,252,102,6,301,804,219,527,01. 06. 2022,,,,,,,,,,
166039,"CZK 9,000",50.0243141,14.4177161,"Klánova, Prague - Hodkovičky",1 bedroom,Excellent,33 m²,"CZK 4,000","CZK 13,000",,Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,,243,"1,297",776,"1,290",726,801,613,999,"1,372",547,,,Standard materials and solutions,,Middle floor,,,,,,
714221,"CZK 23,363",50.08065,14.431,"Washingtonova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 4,200","CZK 46,726",,Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,D,124,331,157,252,102,6,301,804,219,527,01. 06. 2022,,,,,,,,,,
377950,"CZK 22,000",50.1050536,14.4879673,"Drahobejlova, Prague - Libeň",2 bedroom with open-plan kitchen,New build,67 m²,"CZK 4,700","CZK 40,000",,Personal,Brick building,Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,B,200,80,120,118,164,278,337,565,181,47,01. 09. 2021,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Yes,,,,,
596022,"CZK 30,000",50.071549,14.446247,"Voroněžská, Prague - Vršovice",3 bedroom with open-plan kitchen,Good,110 m²,"CZK 5,000","CZK 70,000",,Personal,Brick building,,4,Yes,No,No,No,No,Yes,No,G,88,582,11,510,62,650,453,440,253,242,01. 06. 2022,,,,,,,,,,
