Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Parking,New-build,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Designe,Reconstruction,Cellar,Domácí mazlíčci vítáni,Age,Heating,Enclosed balcony,Garage,Plot type
"CZK 7,000","CZK 4,000","CZK 11,000",244227,Small studio,9/1/2022,,Brick,,27 m²,Unfurnished,New-build,Personal,,,,1.0,,44.75,354.96,24.69,319.69,185.62,289.46,387.77,572.6,271.22,293.77,"Koněvova, Prague - Žižkov",50.0888925,14.4603288,,Standard,Complete,,,Up to 10 years,Central,,,
"CZK 23,000","CZK 4,000","CZK 27,000",240526,2+kk,9/1/2022,7,Brick,,62 m²,,,Personal,,1.0,,,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,,Luxurious,,1.0,,Up to 10 years,Central,,1.0,
"CZK 16,000","CZK 2,500","CZK 32,000",673649,Studio,10/1/2022,5,Brick,,26 m²,Fully furnished,Very good,Personal,G,,,,1.0,60.98,721.34,75.87,68.33,38.37,9.05,345.05,453.26,425.76,314.33,"Jana Želivského, Prague - Žižkov",50.08965,14.46868,,,,,,,Electric boiler,,,
"CZK 21,000","CZK 7,000","CZK 30,000",312846,3+1,10/15/2022,4,Brick,,78 m²,Partly,Very good,Personal,C,,,,1.0,224.41,326.27,369.08,535.55,344.51,441.14,189.51,793.2,1960.26,232.34,"U Kříže, Prague - Jinonice",50.0539125,14.3681254,,Standard,,,,10 to 30 years,Gas boiler,,,
"CZK 13,499",CZK 1,"CZK 13,500",731868,Small studio,9/5/2022,,Brick,,22 m²,Fully furnished,Very good,,G,,,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,,,,,,,,,,
"CZK 21,500","CZK 4,200","CZK 30,000",621022,2+kk,9/1/2020,4,Brick,,68 m²,Partly,Very good,Personal,D,1.0,,,1.0,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,,Standard,,,,10 to 30 years,Distance,,1.0,
"CZK 20,000","CZK 3,000","CZK 20,000",654482,2 bedroom,9/5/2022,2,Brick,,47 m²,Fully furnished,Very good,Personal,C,,,,1.0,242.96,1014.5,91.5,312.36,76.96,135.27,336.66,291.12,411.24,337.32,"Buchovcova, Prague - Žižkov",50.0905,14.47285,,,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 33,000",462223,3+kk,9/1/2022,8,Brick,,106 m²,Fully furnished,New-build,Personal,B,,,1.0,1.0,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,1.0,Luxurious,,,,Up to 10 years,Central,,1.0,
"CZK 28,100","CZK 3,801","CZK 56,200",571766,2+kk,7/24/2022,4,Brick,,75 m²,Fully furnished,,Personal,,,,,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,,Luxurious,,1.0,,,Gas boiler,,,
"CZK 17,500","CZK 3,000","CZK 20,000",731841,2 bedroom,8/31/2022,3,Brick,,32 m²,Fully furnished,Very good,Personal,C,,1.0,,,275.99,237.57,187.93,147.65,110.52,275.78,212.62,309.08,345.47,403.05,Prague - Smíchov,50.07431,14.40502,,,Complete,,,,Electric boiler,,,
"CZK 13,000","CZK 6,000","CZK 19,000",731842,2+kk,10/1/2022,1,Prefab concrete,,46 m²,Partly,Good,,G,,1.0,,1.0,38.3,180.61,107.72,122.2,166.98,1590.76,177.43,402.41,1066.18,405.04,Prague - Záběhlice,50.0473,14.48676,,,,1.0,1.0,,,1.0,,
"CZK 16,000","CZK 4,500","CZK 20,000",518471,Studio,10/1/2022,9,Prefab concrete,,42 m²,Partly,,Personal,,1.0,,,1.0,186.23,681.13,6.36,494.12,111.52,580.42,338.19,225.96,332.16,77.08,Prague - Krč,50.0472729,14.4353047,,,Complete,1.0,,,,1.0,,
"CZK 30,000","CZK 6,000","CZK 60,000",641531,3+kk,2/1/2021,4,Prefab concrete,,85 m²,Fully furnished,New-build,Personal,A,1.0,1.0,1.0,1.0,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,,Luxurious,,1.0,,Up to 10 years,Distance,,1.0,
"CZK 26,000","CZK 3,400","CZK 52,000",731701,3+1,9/1/2022,5,Prefab concrete,,76 m²,Fully furnished,Very good,,E,,1.0,,1.0,120.43,428.73,339.27,2034.46,148.91,446.4,546.11,362.42,1324.24,194.2,Prague - Čimice,50.13864,14.42964,,Standard,Bathroom unit,,,10 to 30 years,Central,1.0,,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,11/1/2022,4,Brick,,132 m²,Fully furnished,Very good,Personal,B,,1.0,,1.0,354.2,1029.02,773.22,1943.85,379.14,1815.43,2263.83,753.81,992.0,207.97,"Povltavská, Prague - Troja",50.1146126,14.4097123,,,Complete,1.0,,10 to 30 years,,,1.0,
"CZK 25,000","CZK 3,500","CZK 25,000",603233,2+kk,9/20/2022,3,Brick,,45 m²,Fully furnished,Very good,Personal,,,,,1.0,371.48,502.43,57.05,243.25,28.96,223.58,26.92,689.96,327.98,363.81,"Michalská, Prague - Staré Město",50.084426,14.42005,,Standard,,,,,Gas boiler,,,
"CZK 17,500","CZK 5,000","CZK 35,000",731780,2+kk,10/1/2022,4,Brick,,50 m²,Fully furnished,New-build,,G,,1.0,,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,1.0,Standard,,,,10 to 30 years,Central,,,
"CZK 55,000","CZK 12,000","CZK 60,000",600532,4+1,8/26/2022,6,Brick,,165 m²,Partly,Very good,Personal,G,,,,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,1.0,Luxurious,Interior,,,Up to 10 years,Central,,,
"CZK 30,000","CZK 9,000","CZK 30,000",606435,3+1,9/12/2022,2,Brick,,136 m²,Unfurnished,Good,Personal,G,,,,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 17,000",731795,2+kk,9/1/2022,1,Brick,,40 m²,Fully furnished,Very good,,G,,1.0,,,240.07,1265.84,601.84,894.93,796.68,1344.68,1267.55,1254.31,1267.28,235.71,Prague - Suchdol,50.13334,14.36768,1.0,,,,,,,,1.0,
"CZK 19,000","CZK 5,000","CZK 24,000",731794,3+1,8/30/2022,4,Prefab concrete,,85 m²,Partly,Very good,,G,,,,,167.55,1458.44,212.29,1498.41,144.74,133.82,626.74,223.89,1153.45,11.8,Prague - Hostivař,50.04536,14.51707,,,,,,,,1.0,,
"CZK 14,000","CZK 6,000","CZK 40,000",588580,1 bedroom,9/5/2022,1,Brick,,40 m²,Fully furnished,Very good,Personal,D,,,,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,,Standard,Complete,,,Over 50 years,Electric boiler,,,
"CZK 13,000","CZK 3,600","CZK 30,000",394108,Studio,2/14/2022,2,Brick,,38 m²,Partly,New-build,Personal,C,1.0,,1.0,1.0,397.48,1157.97,524.03,810.7,282.3,556.98,243.15,618.05,949.96,157.32,"Jurkovičova, Prague - Háje",50.025085,14.526786,,Standard,,1.0,,Up to 10 years,Distance,,1.0,
"CZK 18,000","CZK 5,500","CZK 36,000",731786,2+kk,8/30/2022,1,Other,,66 m²,Fully furnished,Very good,,G,1.0,1.0,,1.0,223.14,396.36,386.08,380.82,166.66,392.32,871.88,943.9,697.12,319.69,Prague - Záběhlice,50.05328,14.5131,,,,,,,,,1.0,
"CZK 28,000","CZK 5,500","CZK 56,000",731257,2+kk,9/12/2022,3,Low-energy,,65 m²,Fully furnished,New-build,,B,,1.0,1.0,1.0,317.17,621.5,297.62,296.86,195.97,433.63,686.66,1053.07,567.17,521.88,Prague - Karlín,50.09598,14.45293,1.0,,,,,,,1.0,1.0,
"CZK 16,000","CZK 4,700","CZK 20,000",731783,2+kk,10/1/2022,2,Brick,,45 m²,Fully furnished,Very good,,B,1.0,,,1.0,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,,,,1.0,,,,,,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,10/10/2022,1,Brick,,22 m²,Fully furnished,Very good,Personal,,,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,,Complete,,,Up to 10 years,,,,
"CZK 20,000","CZK 4,343","CZK 30,000",731129,2+kk,9/5/2022,3,Brick,,55 m²,Fully furnished,New-build,Personal,B,1.0,,1.0,1.0,225.8,186.58,162.91,156.93,59.19,229.02,808.23,113.99,1814.25,141.14,Prague - Jinonice,50.05661,14.3731,,Luxurious,,1.0,,Up to 10 years,Distance,,1.0,
"CZK 16,000","CZK 7,300","CZK 25,000",708480,2 bedroom,11/1/2022,3,Prefab concrete,,53 m²,Unfurnished,Very good,Personal,G,,,,1.0,102.94,180.37,269.43,254.61,232,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,,,Complete,1.0,,,Distance,1.0,,
"CZK 9,800",CZK 0,"CZK 8,500",731767,2 bedroom,9/15/2022,2,Brick,,63 m²,Fully furnished,Good,,E,,,,1.0,141.3,356.04,135.26,687.52,94.88,543.66,183.66,98.76,642.78,455.58,Prague - Vinohrady,50.07231,14.44043,,,,,,,,,,
"CZK 20,500","CZK 3,600","CZK 30,000",731765,2+kk,10/1/2022,2,Brick,,42 m²,Partly,Very good,,G,,,,,191.47,877.18,113.29,595.83,91.16,183.52,272.02,494.55,359.42,223.04,Prague - Libeň,50.10712,14.49347,,,,1.0,,,,,,
"CZK 18,250","CZK 1,500","CZK 19,750",720582,1 bedroom,10/1/2022,2,Brick,,34 m²,Fully furnished,Good,,G,,,,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,,Standard,Bathroom unit,,1.0,Over 50 years,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",716761,3+1,5/9/2022,7,Prefab concrete,,75 m²,Fully furnished,Very good,Personal,C,,,,1.0,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,,Standard,Complete,,,,Central,,,
"CZK 18,000","CZK 4,000","CZK 20,000",731757,2+kk,10/1/2022,3,Brick,,55 m²,Fully furnished,Very good,,G,,,,,468.59,1241.86,951.29,1305.67,645.67,1041.78,759.61,531.43,557.17,272.68,Prague - Řepy,50.06951,14.31854,,,,1.0,,,,,,
"CZK 19,000","CZK 5,120","CZK 38,000",652836,Studio,10/1/2022,2,Brick,,59 m²,Fully furnished,New-build,Personal,A,1.0,1.0,1.0,1.0,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,1.0,Luxurious,,1.0,,Up to 10 years,Distance,,1.0,
"CZK 20,000","CZK 3,500","CZK 47,000",731205,Studio,11/1/2022,8,Low-energy,,38 m²,Partly,New-build,Personal,B,1.0,1.0,1.0,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,1.0,Luxurious,,1.0,,,Central,,1.0,
"CZK 17,000","CZK 2,000","CZK 20,000",681228,2 bedroom,9/1/2022,,Brick,,66 m²,Partly,Very good,Personal,G,,,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,,,Complete,,,,Electric boiler,,,
"CZK 18,000","CZK 3,500","CZK 20,000",337275,2+kk,10/31/2022,3,Brick,,67 m²,Partly,Very good,Personal,,1.0,,,1.0,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,,,,,,,Central,,,
"CZK 11,500","CZK 2,500","CZK 14,000",731747,Studio,8/30/2022,2,Other,,18 m²,Partly,New-build,,B,,,1.0,,611.24,780.27,433.45,420.1,219.24,740.32,581.38,100.21,449.61,338.75,Prague - Vysočany,50.10672,14.50538,,,,,,,,,,
"CZK 32,000","CZK 4,000","CZK 32,000",731196,Studio,10/10/2022,1,Low-energy,,50 m²,Fully furnished,New-build,,G,,1.0,,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,1.0,,,,1.0,,,,1.0,
"CZK 20,000","CZK 3,500","CZK 30,000",731189,3+kk,8/25/2022,3,Brick,,74 m²,Fully furnished,Very good,,D,,,,1.0,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 25,000",647821,4+kk,9/1/2022,2,Prefab concrete,,74 m²,Partly,Good,Personal,B,,,,,224.24,379.42,248.66,1352.86,116.55,873.14,768.84,820.64,670.01,63.64,Prague - Krč,50.0211,14.4525,,,,,,,,1.0,,
"CZK 15,500","CZK 3,000","CZK 18,000",673636,Studio,11/1/2022,4,Brick,,25 m²,Fully furnished,New-build,Personal,G,,,,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,,,,,,,,,,
"CZK 25,000","CZK 3,500","CZK 25,000",731053,3+1,1/15/2023,2,Brick,,80 m²,Partly,Very good,,G,1.0,,,,163.29,926.49,454.19,902.87,485.67,704.88,995.26,691.9,560.36,279.85,Prague - Dejvice,50.09722,14.37377,,,,1.0,,,,,,
"CZK 13,500",CZK 0,"CZK 20,000",731728,2+kk,8/30/2022,6,Brick,,42 m²,Partly,Very good,,E,,,,,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,,,,1.0,,,,,,
"CZK 15,500","CZK 5,000","CZK 20,500",704676,Studio,9/1/2022,1,Brick,,25 m²,Fully furnished,New-build,Personal,G,,,,1.0,258.87,1176.88,518.78,460.6,457.79,197.31,707.5,932.29,451.17,572.73,"Lisabonská, Prague - Libeň",50.10365925,14.496393654922,,,Complete,,,,Central,,,
"CZK 24,000","CZK 4,000","CZK 28,000",624407,2+kk,10/1/2022,3,Prefab concrete,,56 m²,Partly,Very good,Personal,G,1.0,1.0,,1.0,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,,Standard,Interior,,,Up to 10 years,Distance,,,
"CZK 12,000","CZK 3,500","CZK 36,000",731716,Small studio,8/30/2022,11,Prefab concrete,,27 m²,Fully furnished,Very good,,G,,,,1.0,136.06,726.01,218.73,718.67,65.95,178.47,358.47,369.3,1202.72,252.72,Prague - Braník,50.02487,14.42535,,,,,,,,,,
"CZK 12,500","CZK 3,500","CZK 12,500",731165,Studio,8/25/2022,4,Prefab concrete,,33 m²,Partly,Good,,G,1.0,,,1.0,182.11,1074.41,283.25,1012.79,371.69,350.69,363.12,206.49,164.67,174.46,Prague - Střížkov,50.12414,14.48686,,,,,,,,,,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,10/1/2022,6,Brick,,65 m²,Unfurnished,Very good,Personal,G,,,,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,,Standard,Complete,1.0,,Up to 10 years,Gas boiler,,,
"CZK 20,000","CZK 4,187","CZK 25,000",647400,2 bedroom,9/1/2022,2,Brick,,75 m²,Fully furnished,Very good,Personal,D,,,,1.0,226.19,686.14,110.47,401.84,35.04,380.17,451.86,545.45,479.16,141.68,"Betlémská, Prague - Staré Město",50.083764,14.415128,,,,,,,,,,
"CZK 20,000","CZK 4,187","CZK 25,000",642340,3+1,9/1/2022,2,Brick,,75 m²,Fully furnished,Very good,Personal,D,,,,,226.19,686.14,110.47,401.84,35.04,380.17,451.86,545.45,479.16,141.68,"Betlémská, Prague - Staré Město",50.083764,14.415128,,,,,,,,,,
"CZK 23,000","CZK 3,570","CZK 25,000",170555,3+1,10/1/2022,3,Brick,,85 m²,Fully furnished,Very good,Personal,,,,,1.0,318.77,355.77,102.79,382.71,13.63,136.01,370.98,467.24,515.24,598.09,"Víta Nejedlého, Prague - Žižkov",50.0825316,14.4491416,,Luxurious,Complete,,,,Gas boiler,,,
"CZK 15,000","CZK 1,200","CZK 30,000",731658,2+kk,8/29/2022,11,Prefab concrete,,44 m²,Partly,Good,,G,,,,1.0,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,,,,,1.0,,,,,
"CZK 21,000","CZK 4,000","CZK 50,000",66982,2+kk,9/1/2022,2,Brick,,50 m²,Fully furnished,,Personal,,1.0,1.0,,1.0,139.26,908.28,218.34,954.72,203.97,449.46,614.57,420.73,746.17,546.81,"Na Neklance, Prague - Smíchov",50.0605758463,14.3996214867,,,,1.0,,Up to 10 years,,,,
"CZK 4,600","CZK 2,600","CZK 7,200",731618,4+kk,8/29/2022,11,Prefab concrete,,74 m²,Partly,Very good,,G,,,,,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,,,,,,,,1.0,,
"CZK 7,000","CZK 2,499","CZK 7,000",731223,Small studio,8/26/2022,-1,Brick,,32 m²,Fully furnished,New-build,,A,,,,,55.93,1183.25,865.1,1164.8,99.09,1132.03,706.63,821.45,876.06,775.91,Prague - Kyje,50.09897,14.54053,,,,,,,,,,
"CZK 9,900","CZK 5,000","CZK 15,000",704560,Small studio,2/1/2022,,Brick,,24 m²,Fully furnished,Very good,Personal,G,,,,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,,,Complete,1.0,,Up to 10 years,Distance,,,
"CZK 18,000","CZK 4,000","CZK 18,000",731577,2+kk,8/29/2022,3,Brick,,50 m²,Fully furnished,Very good,,G,,,,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,,,,,,,,,,
"CZK 15,000","CZK 2,663","CZK 30,000",520762,Studio,10/1/2022,6,Brick,,33 m²,Partly,,Personal,B,,1.0,1.0,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,5,Brick,,47 m²,Fully furnished,Very good,Cooperative,G,,,,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,1.0,Standard,Interior,1.0,,Over 50 years,Distance,,,
"CZK 5,000","CZK 1,000","CZK 3,000",731583,2 bedroom,8/29/2022,1,Brick,,50 m²,Fully furnished,Good,,D,,,,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 22,000",731515,3+1,8/28/2022,,Prefab concrete,,76 m²,Fully furnished,Very good,,G,,,,1.0,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,,,,1.0,,,,1.0,,
"CZK 12,500","CZK 5,000","CZK 12,495",731175,Studio,10/1/2022,3,Brick,,42 m²,Fully furnished,Very good,,G,1.0,,,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,,,,,,,,,,
"CZK 25,000","CZK 7,500","CZK 32,500",166213,2 bedroom,9/11/2022,3,Brick,,72 m²,Fully furnished,Very good,Personal,C,,,,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,,Standard,Complete,,,Up to 10 years,Gas boiler,,,
"CZK 24,000","CZK 6,000","CZK 60,000",731081,2 bedroom,8/24/2022,5,Brick,,100 m²,Partly,Very good,,B,,,,1.0,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,,,,,1.0,,,,,
"CZK 35,000","CZK 2,500","CZK 20,000",731561,3+kk,8/29/2022,1,Brick,,84 m²,Fully furnished,Very good,,G,,,,,172.33,591.68,145.8,184.34,72.85,80.56,257.4,331.94,145.71,238.03,Prague - Nové Město,50.07638,14.42886,,,,,,,,,,
"CZK 17,400","CZK 1,200","CZK 25,000",634161,3+kk,9/12/2022,1,Brick,,82 m²,Partly,Very good,Personal,G,1.0,,,,668.11,1132.02,617.56,1283.62,600.92,813.32,905.77,1076.68,530.89,497.59,Prague - Strašnice,50.066691,14.486618,,,,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,9/26/2022,4,Brick,,50 m²,Fully furnished,New-build,Personal,B,,1.0,,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,,,,,,,,1.0,1.0,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,10/1/2022,5,Brick,,33 m²,Fully furnished,New-build,Personal,B,1.0,,,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,,,,,,,,,
"CZK 14,900","CZK 3,500","CZK 14,900",730755,2+kk,8/22/2022,4,Brick,,43 m²,Partly,New-build,,G,,,,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,1.0,Standard,Complete,,,,Central,,,
"CZK 9,000",CZK 390,"CZK 10,000",731103,3+1,8/24/2022,5,Prefab concrete,,76 m²,Fully furnished,Very good,,B,1.0,,,1.0,79.74,770.57,132.58,1368.56,281.73,214.96,533.26,309.42,828.07,181.57,Prague - Kamýk,50.01571,14.4436,,,,1.0,,,,,,
"CZK 15,900","CZK 4,100","CZK 20,000",575066,2+kk,9/1/2022,2,Brick,,39 m²,Partly,New-build,Personal,C,1.0,,1.0,,294.15,1090.88,1361.47,2008.89,273.84,2133.53,1506.12,2642.51,2083.45,916.82,"Želetická, Prague - Sobín",50.0641756,14.27305515,,Luxurious,,,,Up to 10 years,Gas boiler,,1.0,
"CZK 16,000","CZK 1,500","CZK 32,000",730986,3+1,8/23/2022,5,Prefab concrete,,70 m²,Fully furnished,Good,,G,,,,,506.34,876.91,392.91,811.74,806.41,696.49,646.62,295.96,2042.79,195.9,Prague - Troja,50.12536,14.41058,,Standard,Exterior,,,,Central,1.0,,
"CZK 15,000","CZK 4,500","CZK 19,500",483606,Studio,10/1/2022,3,Brick,,42 m²,Partly,New-build,Personal,A,,,,,59.17,832.58,69.81,317.47,265.17,136.69,236.43,732.66,112.87,308.78,Prague - Libeň,50.1080371,14.4724508,,,,,,,,,,
"CZK 8,000","CZK 2,500","CZK 10,500",354692,Other,6/27/2022,1,Brick,,20 m²,Fully furnished,,Personal,G,,,,,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,,,,,,,,,,
"CZK 25,000","CZK 4,000","CZK 60,000",731508,2 bedroom,10/1/2022,1,Brick,,85 m²,Unfurnished,Very good,,G,,,,,223.5,588.45,113.57,276.92,0,88.29,193.47,741.77,211.16,180.39,Prague - Dejvice,50.09862,14.40305,,,,,,,,,1.0,
"CZK 14,000","CZK 4,000","CZK 28,000",678488,2 bedroom,10/1/2022,2,Brick,,53 m²,Fully furnished,Good,Personal,G,,,,,78.03,383.9,92.18,175.57,466.9,245.42,117.37,209.6,941.96,59.8,"Na Okraji, Prague - Veleslavín",50.09024,14.34522,,,,1.0,,,Distance,,,
"CZK 19,500","CZK 3,940","CZK 39,000",731437,2 bedroom,9/1/2022,3,Prefab concrete,,54 m²,Partly,Very good,,D,,,,,65.28,370.35,165.49,192.24,245.23,107.2,449.59,579.16,1092.76,101.85,Prague - Malešice,50.08066,14.50205,,,,1.0,,,,1.0,,
"CZK 28,000","CZK 3,000","CZK 28,000",681871,2+kk,10/1/2022,2,Brick,,50 m²,Fully furnished,New-build,Personal,G,,,,1.0,181.84,271.59,65.24,146.03,134.72,180.18,306.17,594.3,353.1,492.87,"Dobrovského, Prague - Holešovice",50.09897,14.42431,,,,,,,,,,
"CZK 16,000","CZK 3,595","CZK 32,000",731479,2+kk,8/28/2022,4,Other,,40 m²,Fully furnished,Very good,,G,1.0,,,1.0,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,Prague - Záběhlice,50.05668,14.48888,,Standard,,,,Up to 10 years,,,,
"CZK 15,500","CZK 1,500","CZK 17,000",407973,1 bedroom,10/1/2022,4,Brick,,42 m²,Fully furnished,,Personal,,,,,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,1.0,,Interior,,,,Electric boiler,,,
"CZK 26,000","CZK 4,000","CZK 26,000",730957,3+1,10/1/2022,4,Brick,,78 m²,Fully furnished,Good,,E,,,,1.0,229.29,267.2,191.71,497.58,0.14,344.3,161.61,153.41,836.91,649.72,Prague - Vinohrady,50.07265,14.43826,,,,,,,,,,
"CZK 13,300","CZK 2,700","CZK 18,000",558315,Studio,10/1/2022,1,Prefab concrete,,27 m²,Fully furnished,,Cooperative,,,1.0,,1.0,235.42,1472.13,168.49,1354.89,681.99,789.99,410.75,252.5,565.0,240.54,"Hasova, Prague - Modřany",50.0133907,14.4273209,,Luxurious,Complete,1.0,,,,1.0,,
"CZK 18,000","CZK 4,000","CZK 37,000",730591,2+kk,8/20/2022,11,Prefab concrete,,42 m²,Partly,Very good,Personal,A,,,,1.0,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,,,Complete,1.0,,,Central,,,
"CZK 17,000","CZK 2,900","CZK 40,000",730677,2+kk,9/1/2022,3,Brick,,48 m²,Partly,Very good,,C,1.0,,,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,,,,1.0,,,,,1.0,
"CZK 20,000","CZK 4,900","CZK 24,900",486388,2+kk,10/1/2022,2,Brick,,70 m²,Fully furnished,Very good,Personal,,,,,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,,Luxurious,Interior,,,,Central,,,
