Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Ownership Type,Building Type,Condition,Heating,Total number of floors,PENB,Renovation,Age,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
715003,"CZK 12,000",50.07106,14.38439,"Plzeňská, Prague - Košíře",Studio,31 m²,"CZK 2,500",Furnished,1,No,No,No,No,Yes,No,No,18. 04. 2022,,,,,,,,,,,"CZK 10,000",Personal,Brick building,New build,,,G,,,,,,,,,
604342,"CZK 9,000",50.1431534,14.5786456,"Mladoboleslavská, Prague - Vinoř",Studio,26 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,48,143,293,20,276,529,277,348,339,,"CZK 11,000",Personal,Brick building,Good,Central heating,,C,,,,,,,,,
166213,"CZK 25,000",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,72 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,43,650,75,105,60,114,171,530,170,544,"CZK 28,000",Personal,Brick building,Excellent,Gas boiler,,C,Overall,1 to 10 years years,Premium materials and solutions,116 m²,,,,,
714384,"CZK 17,800",50.13026,14.42985,"Gdaňská, Prague - Bohnice",2 bedroom,57 m²,"CZK 3,000",Partially furnished,8,No,No,No,Yes,No,No,No,16. 04. 2022,119,407,276,"1,226",403,552,518,285,559,117,"CZK 36,000",Personal,Prefab concrete building,Excellent,District heating,Top floor,C,Overall,1 to 10 years years,Standard materials and solutions,,,,,,
623922,"CZK 11,000",50.064342,14.442252,"Čestmírova, Prague - Nusle",Studio,25 m²,"CZK 1,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 05. 2022,90,311,92,91,15,61,367,597,576,437,"CZK 12,000",Personal,Brick building,New build,Central heating,Middle floor,C,Overall,1 to 10 years years,Premium materials and solutions,,,,,,
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,88 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,240,604,53,296,31,392,129,248,272,533,"CZK 30,000",Personal,Brick building,Excellent,Electric boiler,Middle floor,A,Overall,,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 6,000",Unfurnished,2,No,No,No,No,No,No,No,01. 02. 2022,181,650,164,189,30,299,194,515,511,452,"CZK 40,000",Personal,Brick building,,,,,,,,,,,,,
27966,"CZK 12,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,30 m²,"CZK 1,000",Partially furnished,4,No,No,No,No,No,No,No,01. 05. 2022,28,239,70,78,57,33,265,"1,013",833,438,"CZK 13,000",Personal,Brick building,,Other,Top floor,G,,,,,,,,,
714184,"CZK 12,500",50.03736,14.41106,"Ke Krči, Prague - Braník",2 bedroom,54 m²,"CZK 4,200",Partially furnished,2,No,No,Yes,No,No,No,No,15. 04. 2022,172,296,182,203,440,202,413,"1,308",321,,"CZK 20,000",Personal,Brick building,Good,,,G,,,,,,,,,
520854,"CZK 17,500",50.0382031,14.3889379,Prague - Hlubočepy,1 bedroom with open-plan kitchen,49 m²,"CZK 4,000",Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,01. 05. 2022,52,"1,149",940,"1,063",778,"1,094","1,024","1,021",956,632,"CZK 17,500",Personal,Brick building,,,,C,,10 to 30 years years,,100 m²,,,,,
503703,"CZK 14,000",50.0716385,14.4535707,"Estonská, Prague - Vršovice",1 bedroom,34 m²,"CZK 2,006",Unfurnished,5,No,No,No,No,No,No,No,,196,708,196,352,163,483,119,252,413,204,"CZK 18,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,,Interior,1 to 10 years years,Standard materials and solutions,,,,,,
714142,"CZK 16,500",50.04296,14.54984,"Padovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,54 m²,"CZK 3,750",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,395,616,474,921,847,839,531,610,652,294,"CZK 33,000",Personal,Brick building,Excellent,,,B,,,,,,,,,
540339,"CZK 13,000",50.0743287,14.3177437,"Čistovická, Prague - Řepy",1 bedroom with open-plan kitchen,44 m²,"CZK 1,000",Unfurnished,1,No,No,No,No,No,No,No,15. 04. 2022,95,407,245,"1,357","1,182",257,370,276,,,"CZK 26,000",Personal,Brick building,,,,G,,,,,,,,,
451726,"CZK 20,000",50.0834475,14.3447623,"Na Klášterním, Prague - Břevnov",3 bedroom,71 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,234,860,251,622,344,640,339,147,523,262,"CZK 25,000",Personal,Prefab concrete building,Excellent,District heating,Raised ground floor,,Overall,,Premium materials and solutions,,,,,,
536252,"CZK 13,000",50.0700662,14.4478064,"Rybalkova, Prague - Vršovice",Studio,27 m²,"CZK 2,000",Furnished,2,No,No,Yes,No,No,No,No,19. 04. 2022,192,717,187,403,95,406,309,503,368,249,"CZK 30,000",Personal,Brick building,,,Middle floor,,Interior,,Standard materials and solutions,,,,,,
491989,"CZK 19,500",50.0852863,14.4414487,"Seifertova, Prague - Žižkov",2 bedroom,60 m²,"CZK 3,800",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,218,542,89,201,47,541,464,291,642,468,"CZK 30,000",Personal,Brick building,Excellent,Other,Middle floor,,Overall,,Standard materials and solutions,,,,,,
713758,"CZK 18,500",50.10398,14.48591,"Českomoravská, Prague - Libeň",2 bedroom with open-plan kitchen,56 m²,"CZK 2,600",Partially furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,159,337,213,255,60,386,332,819,438,326,"CZK 25,000",Personal,Brick building,Excellent,,Middle floor,D,,,,,,,,,
600532,"CZK 65,000",50.075681,14.408523,"Janáčkovo Nábřeží, Prague - Smíchov",5 bedroom,165 m²,"CZK 10,000",Partially furnished,6,No,Yes,No,No,No,Yes,No,11. 04. 2022,279,223,344,342,68,418,193,839,"1,059",309,"CZK 65,000",Personal,Brick building,Excellent,Central heating,Top floor,G,,1 to 10 years years,Premium materials and solutions,,,,,,
713524,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,29. 05. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,
713527,"CZK 22,950",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,39 m²,"CZK 7,650",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,203,332,57,333,25,268,328,262,694,682,,,,,,,,,,,,,,,,
713522,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 18,750",Furnished,4,No,No,No,No,No,No,No,22. 04. 2022,212,525,185,151,68,162,317,392,109,262,,,,,,,,,,,,,,,,
713969,"CZK 50,250",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom with open-plan kitchen,65 m²,"CZK 16,750",Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,,,,,
713507,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 16,750",Furnished,2,No,No,No,No,No,Yes,No,05. 05. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,
713472,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,Yes,No,16. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
713490,"CZK 39,600",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 13,200",Furnished,2,No,No,No,No,No,No,No,16. 05. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,
713475,"CZK 32,250",50.0717643,14.4385436,"Americká, Prague - Vinohrady",Studio,27 m²,"CZK 10,750",Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,,,,
713473,"CZK 31,425",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,475",Furnished,2,No,No,No,No,No,Yes,No,19. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
714256,"CZK 44,625",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom with open-plan kitchen,75 m²,"CZK 14,875",Furnished,6,No,Yes,No,No,No,Yes,No,30. 04. 2022,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,,,,,
713453,"CZK 37,500",50.0633339,14.4440155,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 12,500",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,243,541,100,272,177,315,457,820,635,594,,,,,,,,,,,,,,,,
713483,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 17,850",Furnished,4,Yes,No,No,No,No,Yes,Yes,22. 04. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
713468,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,49 m²,"CZK 6,240",Furnished,2,No,No,No,No,No,Yes,No,06. 06. 2022,84,743,87,659,277,595,408,307,678,198,,,,,,,,,,,,,,,,
713502,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,86 m²,"CZK 19,700",Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,281,192,58,183,11,369,315,297,289,305,,,,,,,,,,,,,,,,
713501,"CZK 33,750",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,43 m²,"CZK 11,250",Furnished,4,No,No,No,No,No,Yes,No,16. 05. 2022,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,,,,,
713480,"CZK 46,103",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 15,367",Furnished,3,No,No,No,No,No,Yes,No,02. 05. 2022,298,541,99,261,14,253,193,593,251,217,,,,,,,,,,,,,,,,
713968,"CZK 32,250",50.0769346,14.4169603,"Na Zbořenci, Prague - Nové Město",1 bedroom,48 m²,"CZK 10,750",Furnished,1,No,Yes,No,No,No,Yes,No,16. 05. 2022,168,319,99,227,101,409,227,243,632,429,,,,,,,,,,,,,,,,
714304,"CZK 29,520",50.0861053,14.4085409,"Na Kampě, Prague - Malá Strana",1 bedroom with open-plan kitchen,39 m²,"CZK 9,840",Furnished,3,No,No,No,No,No,No,No,16. 05. 2022,417,407,197,386,62,673,443,555,732,174,,,,,,,,,,,,,,,,
714295,"CZK 14,925",50.0710265,14.4467659,"Kozácká, Prague - Vršovice",Studio,28 m²,"CZK 4,975",Furnished,4,No,No,No,No,No,No,No,14. 06. 2022,127,652,122,516,74,627,486,462,303,227,,,,,,,,,,,,,,,,
714092,"CZK 23,195",50.0719625,14.461813,"Bulharská, Prague - Vršovice",Studio,35 m²,"CZK 7,731",Furnished,5,No,No,No,No,No,No,No,12. 06. 2022,220,827,175,604,97,602,416,334,726,246,,,,,,,,,,,,,,,,
603998,"CZK 18,000",50.02628,14.530734,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,53 m²,"CZK 4,500",,3,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,97,973,382,630,464,704,311,473,764,410,"CZK 30,000",Personal,Brick building,New build,,,A,,,,,,,,,
714474,"CZK 37,500",50.0822245,14.4146349,"Krocínova, Prague - Staré Město",2 bedroom with open-plan kitchen,102 m²,"CZK 12,500",Furnished,2,Yes,Yes,No,No,No,Yes,No,17. 06. 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
714473,"CZK 12,500",50.1271,14.37922,"Sídlištní, Prague - Lysolaje",Studio,37 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,,,,"CZK 25,000",Personal,Low-energy building,Excellent,,,G,,,,,,,,,
476526,"CZK 11,000",50.0901272,14.4736059,"Biskupcova, Prague - Žižkov",Studio,32 m²,"CZK 5,300",Furnished,1,No,No,Yes,No,No,No,No,,,,,,,,,,,,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
714472,"CZK 15,000",50.01325,14.42609,"Daškova, Prague - Modřany",1 bedroom,41 m²,"CZK 3,000",Partially furnished,7,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,,,,"CZK 26,000",Personal,Prefab concrete building,Excellent,District heating,Top floor,C,Exterior,1 to 10 years years,Standard materials and solutions,,,,,,
485180,"CZK 25,000",50.077309,14.4556257,"Kolínská, Prague - Vinohrady",2 bedroom with open-plan kitchen,74 m²,"CZK 4,500",Partially furnished,4,Yes,No,Yes,No,No,No,No,16. 05. 2022,130,313,49,92,22,320,291,607,996,394,"CZK 25,000",Personal,Brick building,Excellent,,,,,,,,,,,,
714471,"CZK 38,900",50.09292,14.45004,"Křižíkova, Prague - Karlín",Studio,49 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,02. 05. 2022,,,,,,,,,,,"CZK 38,900",Personal,Brick building,Excellent,,,C,,,,,,,,,
694287,"CZK 12,800",50.03456,14.38521,"Silurská, Prague - Hlubočepy",2 bedroom,50 m²,"CZK 4,500",Partially furnished,1,No,No,Yes,No,No,Yes,Yes,01. 12. 2021,220,848,375,756,278,814,980,966,934,501,"CZK 17,200",Personal,Prefab concrete building,Excellent,District heating,Raised ground floor,G,,10 to 30 years years,Standard materials and solutions,,,,,,
714470,"CZK 28,900",50.07035,14.45073,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,900",Furnished,4,No,No,No,No,No,Yes,No,22. 04. 2022,,,,,,,,,,,"CZK 28,900",Personal,Brick building,Excellent,Gas boiler,,E,,,,,,,,,
714044,"CZK 15,000",50.06881,14.43794,"Perucká, Prague - Vinohrady",Studio,24 m²,"CZK 3,598",Furnished,1,No,No,Yes,No,No,No,No,29. 04. 2022,533,652,431,809,459,782,519,441,675,740,"CZK 50,000",Personal,Prefab concrete building,New build,,,C,,,,,,,,,
628651,"CZK 15,000",50.050077,14.483572,"Střimelická, Prague - Záběhlice",3 bedroom,68 m²,"CZK 4,500",Unfurnished,4,Yes,No,No,No,No,Yes,No,01. 05. 2022,79,605,143,546,225,"1,422",392,197,841,148,"CZK 19,500",Personal,Brick building,Excellent,District heating,Middle floor,G,,,,,,,,,
714357,"CZK 17,000",50.04343,14.51484,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,11. 07. 2022,,,,,,,,,,,"CZK 34,000",Personal,Brick building,Excellent,District heating,Middle floor,B,,1 to 10 years years,Premium materials and solutions,,Yes,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,28 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,18. 04. 2022,109,534,142,184,203,265,461,310,325,297,"CZK 10,000",Personal,Prefab concrete building,Good,District heating,Middle floor,G,,,,,,,,,
714037,"CZK 19,850",50.04714,14.42878,Prague - Podolí,1 bedroom with open-plan kitchen,44 m²,"CZK 2,400",Partially furnished,3,No,No,No,No,No,No,No,18. 04. 2022,283,"1,079",242,722,92,776,298,402,822,277,"CZK 30,000",Personal,Brick building,Excellent,,,D,,,,,,,,,
711703,"CZK 14,900",50.10694,14.44521,"U Staré plynárny, Prague - Holešovice",1 bedroom with open-plan kitchen,47 m²,CZK 650,Partially furnished,1,No,No,Yes,No,No,Yes,No,18. 04. 2022,279,729,370,742,354,265,460,"1,085",380,388,"CZK 30,000",Cooperative,Brick building,Excellent,,,C,,,,,,,,,
714462,"CZK 14,900",50.0483074,14.3124035,Prague - Stodůlky,Studio,37 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,,,,,,,,,,,"CZK 29,800",Personal,Brick building,Excellent,,,G,,,,40 m²,,,,,
714459,"CZK 13,000",50.07165,14.45777,"Bulharská, Prague - Vršovice",Studio,30 m²,"CZK 2,228",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,,,,,"CZK 25,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
713525,"CZK 20,250",50.0922767,14.4324355,"Klimentská, Prague - Nové Město",Studio,30 m²,"CZK 6,750",Furnished,1,No,No,No,No,No,No,No,06. 06. 2022,132,502,36,412,20,262,31,217,579,177,,,,,,,,,,,,,,,,
713528,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,Yes,No,No,No,No,No,26. 05. 2022,55,370,51,238,66,242,352,396,158,122,,,,,,,,,,,,,,,,
713515,"CZK 36,338",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,180 m²,"CZK 12,112",Furnished,1,Yes,Yes,No,No,No,No,Yes,01. 06. 2022,695,843,921,,,,,,,,,,,,,,,,,,,,,,,
713494,"CZK 110,250",50.0909662,14.4174193,"Břehová, Prague - Josefov",5 bedroom,222 m²,"CZK 36,750",Furnished,6,Yes,Yes,No,No,No,Yes,No,01. 06. 2022,60,336,266,417,6,503,391,634,138,634,,,,,,,,,,,,,,,,
713469,"CZK 25,500",50.0876289,14.3978335,"Šporkova, Prague - Malá Strana",Studio,40 m²,"CZK 8,500",Furnished,1,No,No,No,No,No,No,No,18. 05. 2022,29,634,152,537,130,317,388,899,984,129,,,,,,,,,,,,,,,,
713479,"CZK 41,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,50 m²,"CZK 13,750",Furnished,-1,No,No,No,No,No,No,No,16. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
661478,"CZK 21,000",50.1393591,14.4272136,Prague - Čimice,1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,06. 06. 2022,350,407,294,327,389,775,525,"1,468",325,,"CZK 42,000",Personal,Brick building,Excellent,Central heating,Middle floor,C,,1 to 10 years years,Standard materials and solutions,,,,,,
714457,"CZK 25,000",50.08828,14.45798,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,61 m²,"CZK 3,900",Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,,,,,,,,,"CZK 50,000",Personal,Other,New build,Central heating,Middle floor,G,,1 to 10 years years,Premium materials and solutions,54 m²,Yes,,,,
713511,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 14,991",Furnished,6,Yes,Yes,No,No,No,Yes,No,22. 04. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,
714338,"CZK 58,781",50.0907943,14.427063,"Dlouhá, Prague - Staré Město",2 bedroom with open-plan kitchen,62 m²,"CZK 19,594",Furnished,3,No,No,No,No,No,Yes,No,28. 05. 2022,2,191,16,48,1,127,128,306,209,259,,,,,,,,,,,,,,,,
713456,"CZK 16,575",50.0529811,14.5019574,"Práčská   f, Prague - Záběhlice",1 bedroom,40 m²,"CZK 5,525",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 06. 2022,117,763,781,"1,230",239,789,727,207,"1,037",659,,,,,,,,,,,,,,,,
714456,"CZK 16,500",50.10826,14.48571,"Kovanecká, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 2,800",Partially furnished,4,Yes,No,No,No,No,Yes,No,17. 04. 2022,,,,,,,,,,,"CZK 25,000",Personal,Brick building,Excellent,District heating,,C,,1 to 10 years years,,,,,,,
713518,"CZK 60,289",50.0821872,14.4175604,"Národní, Prague - Staré Město",2 bedroom,,"CZK 20,096",Furnished,1,No,No,No,No,No,No,No,22. 04. 2022,198,801,15,163,39,141,121,304,55,465,,,,,,,,,,,,,,,,
713512,"CZK 33,000",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 11,000",Furnished,5,No,No,No,No,No,No,No,02. 05. 2022,120,534,85,337,48,344,183,195,543,341,,,,,,,,,,,,,,,,
713495,"CZK 49,650",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,53 m²,"CZK 16,550",Furnished,3,No,No,No,No,No,Yes,No,23. 04. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,
713470,"CZK 32,175",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 10,725",Furnished,3,No,No,No,No,No,Yes,No,16. 05. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
599969,"CZK 29,000",50.081584,14.406318,"Šeříková, Prague - Malá Strana",1 bedroom with open-plan kitchen,70 m²,"CZK 6,243",Furnished,2,Yes,Yes,No,No,No,Yes,No,23. 03. 2020,77,251,147,541,39,263,181,462,348,313,"CZK 29,000",Personal,Brick building,New build,Gas boiler,Middle floor,G,Overall,1 to 10 years years,Premium materials and solutions,,Yes,,,,
349514,"CZK 14,900",50.1367432,14.508601,"Šumperská, Prague - Letňany",2 bedroom,57 m²,"CZK 4,800",Partially furnished,3,Yes,No,Yes,No,No,Yes,No,23. 04. 2022,140,603,311,524,302,126,315,709,403,308,,Personal,Brick building,Excellent,District heating,Middle floor,C,,,,,,,,,
714444,"CZK 10,900",50.07212,14.45724,"Mexická, Prague - Vršovice",Small studio,27 m²,CZK 650,Unfurnished,4,No,No,No,No,No,No,No,23. 04. 2022,155,665,114,441,0,439,253,383,677,378,"CZK 10,900",Personal,Brick building,Good,,,G,,,,,,,,,
704127,"CZK 12,000",50.05509,14.42088,"Pravá, Prague - Podolí",Studio,25 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,257,556,290,355,329,553,325,907,208,171,"CZK 22,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
457605,"CZK 18,000",50.0450286,14.4444703,"Herálecká III, Prague - Krč",2 bedroom,52 m²,"CZK 3,000",Furnished,3,No,No,Yes,No,No,No,No,15. 04. 2022,272,447,226,378,222,312,296,343,756,328,"CZK 36,000",Personal,Prefab concrete building,Good,District heating,Middle floor,,Overall,,Standard materials and solutions,,,,,,
602629,"CZK 19,500",50.062705,14.450113,"Bartoškova, Prague - Nusle",1 bedroom with open-plan kitchen,74 m²,"CZK 5,500",Furnished,2,Yes,No,No,No,No,No,Yes,05. 05. 2022,324,913,401,654,379,663,681,348,893,405,"CZK 20,000",Personal,Brick building,Excellent,Central heating,,A,Overall,1 to 10 years years,Standard materials and solutions,,,,,,
714443,"CZK 33,675",50.0749602,14.4305105,"Legerova, Prague - Vinohrady",Studio,30 m²,"CZK 11,225",Furnished,6,No,No,No,No,No,Yes,No,21. 05. 2022,22,463,81,96,72,158,361,436,384,451,,,,,,,,,,,,,,,,
713960,"CZK 21,000",50.0519,14.43436,"Pujmanové, Prague - Nusle",1 bedroom with open-plan kitchen,69 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,337,842,397,240,391,122,102,158,420,208,"CZK 30,000",Personal,Prefab concrete building,Excellent,,,G,,,,,,,,,
713957,"CZK 13,500",50.05568,14.44744,"Na Výsledku I, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 3,450",Partially furnished,2,No,No,Yes,No,No,No,No,18. 04. 2022,487,830,219,518,526,"1,087",389,229,878,357,"CZK 20,000",Personal,Brick building,Excellent,,,G,,,,,,,,,
713947,"CZK 13,500",50.04372,14.44541,"Olbrachtova, Prague - Krč",1 bedroom with open-plan kitchen,54 m²,"CZK 3,800",Partially furnished,2,No,No,Yes,No,Yes,No,No,01. 05. 2022,169,307,58,241,40,275,225,175,829,363,"CZK 20,000",Cooperative,Prefab concrete building,Excellent,,,G,,,,,,,,,
714425,"CZK 16,000",50.1026811,14.5711198,"Vašátkova, Prague - Černý Most",2 bedroom with open-plan kitchen,63 m²,"CZK 3,000",Partially furnished,7,No,No,Yes,Yes,Yes,Yes,No,01. 05. 2022,287,"1,351",409,987,485,597,404,604,426,,"CZK 19,000",Personal,Prefab concrete building,Excellent,,,G,,,,,,,,,
498022,"CZK 12,000",50.047703,14.431007,"Kaplická, Prague - Podolí",Studio,34 m²,"CZK 2,500",Partially furnished,3,No,No,No,Yes,No,Yes,No,18. 04. 2022,279,919,252,610,314,691,295,384,662,117,"CZK 20,000",Personal,Prefab concrete building,Excellent,District heating,Middle floor,C,Overall,,Premium materials and solutions,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,CZK 950,Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,"CZK 29,000",Personal,Brick building,Excellent,Other,Ground floor,F,Overall,,,,,,,,
713926,"CZK 18,000",50.06363,14.5918,"Starodubečská, Prague - Dubeč",2 bedroom with open-plan kitchen,67 m²,"CZK 4,100",Unfurnished,2,No,Yes,No,No,Yes,No,No,12. 04. 2022,48,487,319,195,77,263,577,,,,"CZK 30,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,Overall,1 to 10 years years,Standard materials and solutions,,,,,,
606047,"CZK 10,500",50.110155,14.5084,"Pod Strojírnami, Prague - Vysočany",1 bedroom,26 m²,"CZK 1,600",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,57,661,180,477,156,597,380,438,553,560,"CZK 15,000",Personal,Brick building,Excellent,,,E,,,,,,,,,
664265,"CZK 18,900",50.06704,14.40011,"Na Skalce, Prague - Smíchov",1 bedroom with open-plan kitchen,67 m²,"CZK 1,000",Unfurnished,3,No,No,Yes,No,No,Yes,No,04. 07. 2022,139,265,85,595,216,348,220,415,677,200,"CZK 50,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,G,,,,,,,,,
714408,"CZK 22,000",50.0669223,14.3623366,Prague - Košíře,3 bedroom,79 m²,"CZK 4,000",Partially furnished,,Yes,No,No,No,No,No,No,01. 06. 2022,118,"1,208",661,874,54,767,589,685,78,484,"CZK 30,000",Personal,Brick building,Excellent,Gas boiler,Middle floor,,Interior,,Standard materials and solutions,,,,,,
706672,"CZK 14,990",50.059501647949,14.447299957275,"Horní, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 3,149",,6,Yes,No,Yes,No,No,No,No,,231,905,57,356,196,707,438,604,840,175,"CZK 18,139",Personal,Brick building,Excellent,,,C,,,,,,"CZK 18,139

                                
                                
                
i",,,
714397,"CZK 20,500",50.05644,14.34655,"Pod Stolovou horou, Prague - Jinonice",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,211,"1,071",496,791,577,461,608,668,145,,"CZK 25,000",Personal,Low-energy building,New build,,,B,,,,,,,,,
