Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Heating,Floor space,Fully furnished,Condition,Ownership,EPC,Reconstruction,Balcony,Parking,Cellar,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Age,Designe,Enclosed balcony,Domácí mazlíčci vítáni,Terrace,Garage,New-build,Administrative fee
"CZK 12,000","CZK 5,000","CZK 17,000",613818,2+kk,10/1/2022,1,Brick,Central,38 m²,Partly,New-build,Personal,B,,,,,1.0,486.81,716.01,249.42,532.23,435.51,492.8,428.83,576.31,443.1,352.18,"Lovčenská, Prague - Košíře",50.066707,14.369458,Up to 10 years,Standard,,,,,1.0,
"CZK 31,625","CZK 5,400","CZK 63,250",688096,2+kk,9/19/2022,1,Brick,Electric boiler,50 m²,Fully furnished,Very good,Personal,G,Complete,,,,1.0,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,Up to 10 years,Luxurious,,,,,,
"CZK 16,000","CZK 3,000","CZK 20,000",740484,Small studio,10/1/2022,3,Brick,Electric boiler,20 m²,Partly,Good,Personal,G,,1.0,,,1.0,57.68,194.19,115.17,275.5,17.85,337.45,122.0,447.43,90.36,496.96,Prague - Josefov,50.08914,14.4189,Over 50 years,Standard,,1.0,,,,
"CZK 13,000","CZK 2,500","CZK 13,000",601337,Studio,5/16/2022,3,Brick,Other,18 m²,Unfurnished,Very good,Personal,G,Complete,,,,1.0,32.2,839.64,112.81,155.49,3.2,127.8,463.36,482.23,544.07,300.19,"Koněvova, Prague - Žižkov",50.09029,14.469048,Up to 10 years,Standard,,,,,,
CZK 28,"CZK 5,000","CZK 40,000",741037,3+kk,9/30/2022,1,Brick,Other,105 m²,Partly,New-build,,A,,1.0,1.0,,,215.86,646.3,97.29,444.91,98.85,617.11,559.33,677.46,638.21,226.22,Prague - Žižkov,50.08699,14.46262,,,,,1.0,,,
"CZK 17,500","CZK 2,200","CZK 35,000",740150,1 bedroom,10/3/2022,2,Brick,,63 m²,Partly,Very good,,G,,,,,1.0,263.67,565.81,51.73,229.96,25.33,237.4,260.85,599.57,385.61,505.66,Prague - Nové Město,50.07946,14.42719,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 20,000",740139,3+1,10/2/2022,2,Brick,,77 m²,Partly,Very good,,G,,,,,,562.58,552.41,596.44,2498.7,470.12,724.48,760.66,2487.16,1235.39,164.46,Prague - Nebušice,50.10792,14.32317,,,,,1.0,,,
"CZK 21,000","CZK 4,300","CZK 42,000",741034,2+kk,10/1/2022,3,Other,,52 m²,Fully furnished,New-build,,B,,1.0,,1.0,1.0,379.01,339.8,523.54,517.56,300.8,434.01,932.11,411.71,1253.82,153.87,Prague - Jinonice,50.05672,14.37754,,,,,,1.0,1.0,
"CZK 17,000","CZK 2,979","CZK 19,000",724411,Studio,10/1/2022,1,Brick,Electric boiler,25 m²,Fully furnished,New-build,,C,,,,1.0,1.0,549.23,662.36,441.09,761.17,468.73,740,498.65,448.69,636.62,748.27,Prague - Vinohrady,50.06851,14.43809,,,,,1.0,,,
"CZK 15,000","CZK 2,591","CZK 30,000",535659,2 bedroom,11/1/2022,3,Brick,Gas boiler,56 m²,Unfurnished,Good,Personal,,Complete,1.0,,,1.0,44.24,417.06,106.54,76.54,27.48,269.5,519.24,478.35,352.01,446.95,Prague - Holešovice,50.1032881,14.452476,,,,,,,,
"CZK 9,990","CZK 2,694","CZK 15,000",613920,Studio,11/1/2022,1,Brick,Electric boiler,24 m²,Fully furnished,Very good,Personal,G,Complete,,,,,54.53,244.71,283.66,331.5,268.41,219.9,82.06,483.94,301.01,292.16,"Patočkova, Prague - Břevnov",50.085754,14.365691,,Standard,,,,,,
"CZK 20,000","CZK 4,000","CZK 30,000",271347,2 bedroom,8/16/2022,2,Brick,,79 m²,Fully furnished,Good,Cooperative,,Complete,,,,1.0,186.31,65.61,63.63,378.78,35.64,473.61,289.01,286.77,114.0,205.16,"Sokolovská, Prague - Libeň",50.1030915,14.477737,,Standard,,,,,,
"CZK 10,000","CZK 4,000","CZK 20,000",741023,Studio,9/18/2022,6,Prefab concrete,Central,31 m²,Partly,Very good,Personal,G,Complete,,,1.0,1.0,219.57,471.51,318.72,1341.67,539.57,571.14,217.41,450.22,776.78,261.77,Prague - Chodov,50.03076,14.51176,,Standard,,,,,,
"CZK 21,000","CZK 5,000","CZK 26,000",741018,2 bedroom,10/1/2022,2,Brick,,52 m²,Fully furnished,Good,,G,,,,,1.0,189.6,915.34,160.82,364.73,32.11,331.34,218.17,258.11,271.54,85.81,Prague - Nové Město,50.06859,14.41669,,,,,,,,
"CZK 22,500","CZK 4,500","CZK 27,000",732263,2+kk,10/1/2022,5,Brick,Electric boiler,70 m²,Fully furnished,Very good,Personal,G,Complete,,,,,103.95,769.3,376.39,634.05,166.32,268.33,409.9,342.03,573.96,371.36,Prague - Břevnov,50.0862,14.37286,,,,,1.0,,,
"CZK 22,000","CZK 5,800","CZK 30,000",741017,3+1,11/1/2022,2,Brick,,71 m²,Partly,Good,,G,,1.0,,,1.0,251.15,665.44,128.98,173.17,28.33,148.87,349.95,431.04,163.8,540.76,Prague - Holešovice,50.10039,14.43109,,,1.0,1.0,,,,
"CZK 14,000","CZK 5,000","CZK 24,000",739857,2+kk,10/1/2022,1,Prefab concrete,,45 m²,Partly,Very good,,G,,,,1.0,1.0,429.33,534.68,324.57,678.96,356.22,304.44,802.95,398.09,470.61,168.39,Prague - Chodov,50.027,14.48908,,,,1.0,,,,
"CZK 41,438","CZK 13,812",,732123,Studio,11/1/2022,2,,,26 m²,Fully furnished,,,,,,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,
"CZK 41,625","CZK 13,875",,720848,4+kk,10/2/2022,4,,,112 m²,Fully furnished,,,,,1.0,,,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,,,,,1.0,,,
"CZK 27,750","CZK 9,250",,730836,2+kk,9/29/2022,1,,,40 m²,Fully furnished,,,,,,,,,29.42,633.78,151.61,536.89,130.46,316.51,391.7,900.17,984.89,128.97,"Šporkova, Prague - Malá Strana",50.0876289,14.3978335,,,,,,,,
"CZK 22,000","CZK 2,700","CZK 66,000",741001,Studio,9/18/2022,4,Brick,,50 m²,Partly,New-build,,G,,,,1.0,1.0,91.34,289.99,135.8,261.29,109.15,224.49,370.49,555.32,136.36,268.8,Prague - Žižkov,50.08845,14.45856,,,,,1.0,,1.0,
"CZK 41,250","CZK 13,750",,719999,2+kk,10/16/2022,1,,,55 m²,Fully furnished,,,,,,,,1.0,76.78,951.56,41.94,296.91,109.07,229.41,371.34,325.8,517.82,388.28,"Rečkova, Prague - Žižkov",50.0904334,14.4705869,,,,,,,,
"CZK 19,110","CZK 6,370",,734261,2+kk,11/6/2022,-1,,,35 m²,Fully furnished,,,,,1.0,,,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,,,,1.0,,,
"CZK 26,250","CZK 8,750",,731290,2+kk,10/1/2022,3,,,46 m²,Fully furnished,,,,,,,,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,,,,,,,,
"CZK 31,500","CZK 10,500",,734260,2+kk,11/6/2022,5,,,41 m²,Fully furnished,,,,,,,,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,
"CZK 24,323","CZK 8,107",,734259,1 bedroom,11/6/2022,5,,,34 m²,Fully furnished,,,,,,,,,192.54,684.55,33.13,461.2,44.3,459.54,274.15,304.32,543.36,239.67,"Bulharská, Prague - Vršovice",50.0717467,14.4598954,,,,,,,,
"CZK 59,250","CZK 19,750",,717599,4+kk,9/22/2022,2,,,90 m²,Fully furnished,,,,,,,,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,
"CZK 17,625","CZK 5,875",,728424,2 bedroom,10/6/2022,10,,,45 m²,Fully furnished,,,,,,,,1.0,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,9/22/2022,2,,,67 m²,Fully furnished,,,,,1.0,,,1.0,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,1.0,,,
"CZK 36,750","CZK 12,250",,719175,2 bedroom,9/22/2022,-1,,,50 m²,Fully furnished,,,,,,,,1.0,210.86,382.06,250.08,989.18,169.53,744.75,811.66,1049.67,387.48,543.22,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,
"CZK 32,925","CZK 10,975",,728156,2+kk,10/1/2022,3,,,50 m²,Fully furnished,,,,,,,,1.0,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,
"CZK 39,000","CZK 13,000",,732116,2 bedroom,11/10/2022,3,,,72 m²,Fully furnished,,,,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,
"CZK 24,581","CZK 8,194",,729938,Studio,11/10/2022,1,,,32 m²,Fully furnished,,,,,,,,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,
"CZK 17,900","CZK 4,000","CZK 17,900",547609,2+kk,10/31/2022,1,Brick,,56 m²,Fully furnished,,Personal,B,,1.0,1.0,1.0,1.0,147.2,1733.12,706.58,1698.3,858.57,1366.49,1665.94,1343.37,943.75,164.8,"Za Mototechnou, Prague - Stodůlky",50.0587045,14.3295204,Up to 10 years,,,,,,,
"CZK 35,000","CZK 7,060","CZK 39,000",599969,2+kk,9/15/2022,2,Brick,Gas boiler,70 m²,Fully furnished,New-build,Personal,G,Complete,1.0,,1.0,1.0,77.13,250.7,147.09,542.62,38.78,590.26,187.21,518.82,358.39,313.11,"Šeříková, Prague - Malá Strana",50.081584,14.406318,Up to 10 years,Luxurious,,,1.0,,1.0,
"CZK 21,675","CZK 7,225",,740303,2+kk,9/22/2022,2,,,37 m²,Fully furnished,,,,,,,,,225.17,389.32,85.52,291.11,21.43,182.66,399.09,407.81,264.34,338.91,"Prvního pluku, Prague - Karlín",50.0921776,14.4422993,,,,,,,,
"CZK 37,350","CZK 12,450",,740301,3+1,10/1/2022,1,,,85 m²,Fully furnished,,,,,,,,,216.39,493.32,88.49,464.51,94.0,302.83,170.63,436.86,676.2,502.87,"Legerova, Prague - Nové Město",50.0712192,14.4310182,,,,,,,,
"CZK 27,195","CZK 9,065",,730051,2+kk,10/15/2022,1,,,50 m²,Fully furnished,,,,,1.0,,,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,,,,1.0,,,
"CZK 42,075","CZK 14,025",,726062,2 bedroom,10/27/2022,6,,,80 m²,Fully furnished,,,,,,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,
"CZK 31,050","CZK 10,350",,730431,3+1,11/1/2022,1,,,111 m²,Fully furnished,,,,,1.0,,,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,1.0,,,
"CZK 41,756","CZK 13,919",,728695,4+1,10/4/2022,2,,,102 m²,Fully furnished,,,,,,,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,
"CZK 29,925","CZK 9,975",,731228,Studio,9/22/2022,2,,,30 m²,Fully furnished,,,,,,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,
"CZK 52,500","CZK 17,500",,731817,2+kk,10/2/2022,3,,,80 m²,Fully furnished,,,,,,,,1.0,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,
"CZK 51,840","CZK 17,280",,728059,3+1,9/30/2022,2,,,85 m²,Fully furnished,,,,,,,,1.0,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,,,,,,
"CZK 31,425","CZK 10,475",,729524,Studio,9/27/2022,3,,,30 m²,Fully furnished,,,,,,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,
"CZK 10,000","CZK 5,000",CZK 0,523647,Studio,10/1/2022,5,Prefab concrete,Central,31 m²,Partly,,Personal,C,Complete,,,1.0,1.0,112.67,622.4,409.67,1455.64,237.43,444.99,181.86,186.08,181.86,314.31,"Brodského, Prague - Chodov",50.0375938,14.5041351,,,,,,,,
"CZK 20,000",CZK 0,"CZK 20,000",735605,2+kk,9/8/2022,1,Brick,,38 m²,Partly,Very good,,G,,,1.0,,,286.59,250.71,465.1,3587.59,546.18,2565.77,596.89,715.95,499.27,732.72,Prague - Běchovice,50.08115,14.62411,,,,,,,,
"CZK 19,990","CZK 6,900","CZK 19,990",740994,2+kk,10/3/2022,3,Brick,,58 m²,Fully furnished,Very good,,G,,,1.0,,1.0,364.33,957.16,294.03,556.64,349.83,794.1,348.78,412.81,249.37,428.9,Prague - Libeň,50.10824,14.48507,,,1.0,,,1.0,,
"CZK 12,900",CZK 800,"CZK 25,800",645678,2+kk,9/25/2022,1,Brick,,43 m²,Partly,Very good,Personal,G,,,,,1.0,303.49,262.46,62.17,54.01,79.05,158.73,355.41,640.49,384.59,150.55,"Dejvická, Prague - Bubeneč",50.098966,14.399117,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 20,000",596170,2 bedroom,11/1/2022,3,Prefab concrete,Distance,56 m²,Partly,,Cooperative,G,Complete,1.0,,1.0,1.0,158.04,504.83,303.41,510.48,154.33,656.37,633.42,205.2,756.99,172.05,"Káranská, Prague - Malešice",50.083811,14.505918,,,,,,,,
"CZK 40,000","CZK 10,000","CZK 40,000",732699,2+kk,9/6/2022,1,Brick,,53 m²,Fully furnished,New-build,,E,,,,,1.0,3.57,190.08,21.88,46.72,0.16,49.7,126.81,307.26,210.27,260.67,Prague - Staré Město,50.09081,14.42708,,,,,,,1.0,
"CZK 18,000","CZK 5,000","CZK 36,000",740986,2+kk,9/18/2022,6,Brick,,42 m²,Partly,New-build,Personal,G,,1.0,1.0,1.0,1.0,723.78,1509.39,1245.03,1549.36,755.23,1542.52,1033.44,1108.57,984.48,987.82,Prague - Hostivař,50.04744,14.53055,,,,,,1.0,,
"CZK 14,000","CZK 4,187","CZK 28,000",475489,2+kk,10/1/2022,3,Prefab concrete,Distance,40 m²,Partly,Very good,Personal,,,1.0,,,1.0,316.19,1517.0,291.47,904.47,523.14,563.29,719.55,399.94,1217.25,123.35,"Mirovická, Prague - Kobylisy",50.1301776,14.4485142,,,,,,,,
"CZK 17,000","CZK 4,500","CZK 34,000",736036,2+kk,9/19/2022,5,Prefab concrete,Central,54 m²,Partly,Very good,,,Complete,,,,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,,,1.0,,,,,
"CZK 14,000","CZK 4,000","CZK 28,000",740700,2+kk,9/15/2022,6,Prefab concrete,,45 m²,Unfurnished,Very good,,C,,1.0,,1.0,1.0,406.42,756.09,451.81,667.4,614.52,764.06,998.28,476.57,2230.41,136.07,Prague - Černý Most,50.1034,14.585,,,,,,,,
"CZK 29,000","CZK 7,000","CZK 50,000",472794,3+1,10/1/2022,2,Brick,,105 m²,Partly,Very good,Personal,,Complete,1.0,,,,144.2,197.38,28.0,235.07,11.48,250.9,340.48,492.72,328.98,306.07,Prague - Vršovice,50.0674451,14.4566149,,,,,,,,
"CZK 18,500","CZK 4,500","CZK 25,000",455170,2+kk,11/28/2022,1,Brick,,48 m²,Fully furnished,Good,Cooperative,,Complete,,,1.0,,71.5,898.38,291.78,831.18,444.97,533,270.89,1255.38,663.36,192.7,"U Pergamenky, Prague - Holešovice",50.1108959,14.4470802,,Standard,,,,,,
"CZK 10,000","CZK 5,000","CZK 15,000",321250,Small studio,9/17/2022,,Brick,,26 m²,Partly,,Personal,,,,,,,210.41,1186.31,492.8,1473.13,557.16,807.35,808.27,922.23,978.26,435.37,"Na Provaznici, Prague - Smíchov",50.06723,14.3870255,,,,,,,,
"CZK 12,000","CZK 2,800","CZK 15,000",362812,Small studio,10/1/2022,2,Brick,Gas boiler,32 m²,Unfurnished,Good,Personal,G,Interior,,,,,380.89,1044.93,381.98,557.79,318.11,541.01,649.96,1042.44,475.72,636.87,"Pod kaštany, Prague - Bubeneč",50.1005573,14.4084997,,Standard,,,,,,
"CZK 18,000","CZK 2,038","CZK 36,000",678045,2+kk,10/1/2022,1,Brick,,47 m²,Partly,Very good,Personal,G,,,,,,234.53,890.93,125.68,740.59,387.89,682.36,975.35,409.59,703.6,63.12,Prague - Dejvice,50.0986737,14.3736855,,,,,,,,
"CZK 23,000","CZK 3,500","CZK 53,000",430585,2+kk,10/1/2022,4,Brick,,53 m²,Fully furnished,New-build,Personal,,,1.0,,1.0,1.0,239.09,882.58,446.42,643.02,229.17,685.62,588.31,252.8,374.45,191.71,"Olgy Havlové, Prague - Žižkov",50.0886908,14.4828424,,,1.0,,,,1.0,
"CZK 18,000","CZK 4,000","CZK 18,000",737808,2+kk,9/19/2022,3,Prefab concrete,Central,55 m²,Unfurnished,Very good,,C,Complete,,1.0,1.0,1.0,394.64,604.95,484.41,465.38,375.46,495.2,308.83,282.78,1277.92,11.91,"Tobrucká, Prague - Vokovice",50.10095125,14.36096685,,,1.0,,,,,
"CZK 22,350","CZK 7,450",,740969,2+kk,11/1/2022,1,,,56 m²,Fully furnished,,,,,,,,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,
"CZK 17,900","CZK 4,500","CZK 25,000",687239,2+kk,12/1/2022,2,Brick,Central,45 m²,Fully furnished,New-build,Personal,C,,1.0,1.0,1.0,1.0,325.71,968.96,162.26,2110.68,160.3,997.63,1050.9,1575.88,2007.31,224.0,"K Beranovu, Prague - Dolní Chabry",50.13979,14.44901,Up to 10 years,Standard,,,,,1.0,
"CZK 19,600","CZK 4,400","CZK 40,000",740958,3+1,9/17/2022,3,Prefab concrete,,74 m²,Unfurnished,Very good,,C,,,,1.0,1.0,282.34,306.34,307.83,311.98,315.81,410.62,195.61,178.27,1058.13,107.67,Prague - Stodůlky,50.05243,14.34145,,,1.0,,,,,
"CZK 20,000","CZK 5,000","CZK 25,000",737556,2+kk,9/12/2022,4,Brick,,56 m²,Fully furnished,New-build,,G,,,,,,159.19,701.35,186.0,393.34,186.98,214.61,352.62,518.89,577.8,707.14,Prague - Břevnov,50.08317,14.37215,,,,,,,1.0,
"CZK 22,000","CZK 4,000","CZK 44,000",592983,2 bedroom,10/1/2022,5,Brick,Central,84 m²,Partly,Very good,Personal,G,Interior,1.0,,,1.0,93.44,397.81,117.27,283.5,58.2,361.89,103.23,163.98,504.86,276.58,"Klimentská, Prague - Nové Město",50.092005,14.431277,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 16,500",739764,Studio,9/15/2022,1,Prefab concrete,Central,30 m²,Partly,Very good,,G,Complete,,,1.0,1.0,134.44,356.11,378.19,328.8,316.37,472.52,183.43,154.05,1234.15,99.24,Prague - Střížkov,50.12568,14.49787,,Standard,,1.0,,,,
"CZK 36,000","CZK 5,000","CZK 41,000",726296,2 bedroom,10/1/2022,4,Brick,,99 m²,Fully furnished,Very good,,A,,,,1.0,1.0,122.94,258.58,133.88,395.37,98.69,163.66,345.48,354.2,447.9,243.26,Prague - Karlín,50.09334,14.44557,,,1.0,,,,,
"CZK 17,500","CZK 3,000","CZK 14,000",604429,1 bedroom,9/20/2022,4,Brick,Gas boiler,32 m²,Partly,Very good,Personal,A,Complete,1.0,,,,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,Up to 10 years,Standard,,,,,,
"CZK 14,000","CZK 3,000",CZK 0,247623,Studio,6/20/2022,4,Other,,42 m²,Fully furnished,,Personal,,,,,,,193.99,899.6,744.58,870.17,177.21,878,756.21,915.27,370.64,213.08,"Raichlova, Prague - Stodůlky",50.0376699,14.3294192,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 16,500",460612,Studio,1/1/2023,2,Brick,,35 m²,Partly,New-build,Personal,,,,,1.0,1.0,311.66,482.42,100.38,298.64,247.57,304.86,311.93,388.36,530.84,197.19,"Musílkova, Prague - Košíře",50.0682369,14.3709869,Up to 10 years,Luxurious,,,,,1.0,
"CZK 19,999","CZK 3,500","CZK 30,000",740943,2+kk,9/17/2022,1,Brick,,52 m²,Partly,New-build,Personal,A,,1.0,1.0,1.0,1.0,148.61,358.59,172.85,1086.51,222.75,909.36,7.38,458.9,363.93,72.42,Prague - Hlubočepy,50.02841,14.36825,,,,,,1.0,1.0,
"CZK 27,000","CZK 3,000","CZK 30,000",517931,2+kk,11/1/2022,2,Brick,Electric boiler,55 m²,Fully furnished,,Cooperative,,Interior,1.0,,,,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,Prague - Karlín,50.0914053,14.4388752,Up to 10 years,Luxurious,,,,,,
"CZK 12,500","CZK 3,000",CZK 0,267720,Studio,8/23/2022,5,Prefab concrete,,45 m²,Fully furnished,,Personal,,,,,,,140.65,1330.58,511.17,1085.56,206.79,1317.03,1111.5,640.52,844.37,273.91,"Roškotova, Prague - Braník",50.0405931,14.4265259,,,,,,,,
"CZK 8,000","CZK 5,000","CZK 10,000",736857,2 bedroom,9/12/2022,3,Brick,,45 m²,Fully furnished,Good,,G,,,,,,439.24,803.13,302.68,845.82,712.62,459.25,468.41,195.87,457.01,228.95,Prague - Strašnice,50.08273,14.49127,,,,,,,,
"CZK 15,000","CZK 4,000",CZK 0,736943,2 bedroom,10/1/2022,2,Brick,,45 m²,Partly,Very good,,G,,,1.0,,,709.72,829.85,448.06,2370.89,383.39,437.8,764.25,716.18,1821.64,649.04,Prague - Braník,50.03496,14.42055,,,,,1.0,,,
"CZK 25,000","CZK 5,000","CZK 50,000",740929,3+1,9/17/2022,3,Brick,,91 m²,Partly,Good,,G,,,,1.0,1.0,141.09,969.09,232.26,482.3,52.79,362.74,325.37,326.37,332.91,137.26,Prague - Nové Město,50.06861,14.41583,,,,,,,,
"CZK 24,500","CZK 3,900","CZK 28,400",647743,2+kk,9/22/2022,6,Brick,Central,52 m²,Fully furnished,Very good,Personal,D,Complete,,1.0,,1.0,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,,Luxurious,,,1.0,,,
"CZK 6,000","CZK 1,000","CZK 11,000",736716,3+1,9/12/2022,1,Brick,,30 m²,Partly,Good,,A,,1.0,1.0,1.0,,377.25,753.08,261.66,548.17,290.84,743.07,518.13,1036.84,152.09,363.49,Prague - Podolí,50.05343,14.42159,,,1.0,1.0,1.0,1.0,,
"CZK 23,500","CZK 5,300","CZK 40,000",736366,3+kk,11/1/2022,4,Prefab concrete,Central,73 m²,Partly,Very good,,G,Complete,,,1.0,1.0,323.41,762.05,330.66,685.11,338.94,572.48,543.73,248.59,403.57,40.43,Prague - Řepy,50.06796,14.30066,,Standard,1.0,,,,,
"CZK 18,000","CZK 4,000","CZK 36,000",740930,2+kk,9/17/2022,2,Brick,,53 m²,Fully furnished,Very good,,G,,,,1.0,1.0,6.24,392.61,38.89,2154.55,90.72,666.69,280.25,504.96,1353.16,351.21,Prague - Braník,50.03978,14.41051,,,,,,,,
"CZK 11,000","CZK 2,000","CZK 15,000",740927,Small studio,9/17/2022,1,Brick,,23 m²,Fully furnished,Very good,,G,,,,1.0,,55.77,345.48,290.8,602.74,199.66,809.42,431.8,418.42,156.81,207.09,Prague - Záběhlice,50.05656,14.5056,,,,,,,,
"CZK 25,000","CZK 4,500","CZK 30,000",740636,Studio,10/11/2022,3,Brick,,58 m²,Fully furnished,Very good,,C,,,1.0,,1.0,233.47,437.35,169.28,279.19,158.02,212.34,325.01,370.86,210.14,428.9,Prague - Vršovice,50.0674,14.4519,,,,,,1.0,,
"CZK 12,000","CZK 3,200","CZK 15,200",732486,Studio,11/25/2022,1,Brick,,38 m²,Partly,Very good,,G,,,,1.0,,29.62,74.69,161.27,2384.66,205.43,349.84,301.39,274.67,1230.51,244.29,Prague - Braník,50.03619,14.41129,,,,,,,,
"CZK 15,000","CZK 2,000","CZK 20,000",721165,1 bedroom,9/23/2022,4,Prefab concrete,Central,35 m²,Partly,Very good,,G,Complete,1.0,1.0,,1.0,266.46,625.11,302.2,805.82,574.18,360.82,489.87,869.4,394.92,111.19,Prague - Záběhlice,50.05945,14.49588,,,,,,,,
"CZK 23,100","CZK 5,000","CZK 40,000",732565,2+kk,10/1/2022,3,Other,Central,58 m²,Partly,New-build,Personal,B,Complete,,,1.0,1.0,345.23,1172.16,708.71,1335.11,118.68,1025.21,877.35,1167.12,43.97,292.3,"Cukrovarnická, Prague - Střešovice",50.094640315475,14.368989679002,Up to 10 years,Luxurious,1.0,,,1.0,1.0,
"CZK 15,000","CZK 5,000",,728426,Studio,11/2/2022,12,,,25 m²,Fully furnished,,,,,,,,1.0,228.88,257.2,204.55,166.76,173.2,262.96,328.04,408.55,436.47,292.09,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,
"CZK 20,250","CZK 6,750",,731156,2+kk,10/24/2022,2,,,49 m²,Fully furnished,,,,,,,,1.0,84.02,732.97,86.86,659.07,276.51,744,408.19,306.62,634.43,198.98,"Na Míčánkách, Prague - Vršovice",50.0713305,14.4638794,,,,,,,,
"CZK 36,750","CZK 12,250",,740918,2 bedroom,9/24/2022,5,,,76 m²,Fully furnished,,,,,,,,1.0,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 27,000",740915,2+kk,9/17/2022,2,Prefab concrete,,50 m²,Fully furnished,Very good,,B,,,,,,285.92,1150.7,436.75,1057.81,354.95,906.26,477.56,393.26,598.22,97.8,Prague - Vysočany,50.0982,14.48607,,,,,,,,
"CZK 25,500","CZK 8,500",,732231,2+kk,11/2/2022,3,,,48 m²,Fully furnished,,,,,,,,1.0,188.32,492.36,64.31,169.76,16.44,202.35,307.51,551.4,544.96,488.43,"Řeznická, Prague - Nové Město",50.0781758,14.4220203,,,,,,,,
