Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Floor space,Fully furnished,Condition,Ownership,EPC,New-build,Enclosed balcony,Lift,Cellar,Parking,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Reconstruction,Designe,Terrace,Domácí mazlíčci vítáni,Garage,Administrative fee,Balcony,Plot type
"CZK 20,000","CZK 4,500","CZK 24,500",731992,2+kk,9/10/2022,5,Brick,,58 m²,Fully furnished,New-build,,B,1.0,,1.0,,,373.2,1109.1,262.18,1034.2,686.68,522.78,608.67,485.25,1206.22,118.64,Prague - Střížkov,50.13042,14.49234,Electric boiler,,,,,,,1.0,
"CZK 17,200","CZK 3,800","CZK 21,000",686230,2+kk,9/1/2022,5,Brick,,43 m²,Fully furnished,New-build,Personal,B,,,1.0,1.0,,443.03,2205.5,1833.24,2208.76,443.04,2061.8,1256.25,2082.8,407.15,1143.0,"Šífařská, Prague - Hodkovičky",50.0204964,14.4029624,,,,,,,,1.0,
"CZK 12,900","CZK 2,000","CZK 20,000",627404,Studio,9/22/2022,2,Brick,Up to 10 years,19 m²,Partly,Very good,Personal,A,,,,,,362.81,259.2,126.77,286.13,118.18,279.99,159.44,215.84,295.88,466.72,"Vlkova, Prague - Žižkov",50.083992,14.448523,Central,Complete,Standard,,,,,,
"CZK 16,500","CZK 3,500","CZK 33,000",731972,2 bedroom,9/1/2022,2,Brick,,75 m²,Partly,Very good,,G,,,,,,180.07,447.34,328.95,304.76,190.74,436.63,254.64,668.64,309.77,217.21,Prague - Podolí,50.0566,14.42252,,,,,,,,1.0,
"CZK 22,000","CZK 6,000","CZK 33,000",731979,3+1,9/1/2022,4,Prefab concrete,,72 m²,Partly,Very good,,G,,,1.0,,,209.11,533.8,326.45,468.63,468.66,344.0,533.96,395.43,1690.3,199.09,Prague - Troja,50.12569,14.41455,,,,,,,,,
"CZK 8,000","CZK 2,000","CZK 20,000",710403,Studio,10/3/2022,,Brick,Over 50 years,23 m²,Partly,Very good,Personal,G,,,1.0,,,192.05,286.7,144.76,100.02,68.79,179.97,387.23,708.99,696.53,316.39,"Klicperova, Prague - Smíchov",50.06941,14.40228,,Interior,Standard,,1.0,,,,
"CZK 9,800","CZK 3,700","CZK 20,000",116882,Studio,6/30/2022,1,Brick,Up to 10 years,15 m²,Fully furnished,Very good,Personal,,,,,,1.0,282.77,391.35,198.94,752.9,210.66,516.86,232.0,257.48,428.59,215.11,"Luzicka, Prague - Vinohrady",50.073526,14.444901,Distance,,Standard,,,,,,
"CZK 14,000","CZK 3,500","CZK 17,500",623670,2+kk,9/17/2020,1,Brick,,50 m²,Fully furnished,Very good,Personal,B,,,,,,213.02,878.69,361.34,1029.75,744.58,612.38,741.43,1065.22,505.93,221.47,"V Korytech, Prague - Záběhlice",50.061014,14.494455,,,,,,,,,
"CZK 16,000","CZK 7,552","CZK 16,000",731913,2 bedroom,8/31/2022,5,Prefab concrete,,58 m²,Partly,Very good,,C,,1.0,1.0,1.0,,126.86,927.75,528.62,1209.72,132.49,569.33,339.56,480.48,640.96,436.23,Prague - Záběhlice,50.05248,14.49585,,,,,1.0,,,,
"CZK 17,500","CZK 3,300","CZK 30,000",595404,2+kk,9/15/2022,2,Brick,,59 m²,Fully furnished,Very good,Personal,G,,,1.0,,,152.49,499.22,46.55,311.7,38.37,262.23,601.18,756.95,281.48,302.67,"U Průhonu, Prague - Holešovice",50.105017,14.453814,Gas boiler,Complete,Standard,,,,,,
"CZK 15,000","CZK 4,000","CZK 30,000",553174,Studio,,4,Brick,Up to 10 years,35 m²,Fully furnished,New-build,Personal,,1.0,1.0,1.0,,,214.44,992.27,79.44,917.37,516.16,364.03,491.84,368.42,1047.46,99.74,Prague - Střížkov,50.1294478,14.4931442,Central,,,,,1.0,,1.0,
"CZK 16,000","CZK 5,000","CZK 21,000",666042,2 bedroom,9/1/2022,6,Brick,,59 m²,Partly,Very good,Personal,G,,,1.0,,,117.5,270.46,138.74,133.57,38.01,277.34,47.26,66.93,685.67,257.65,Prague - Vinohrady,50.076212,14.4539725,Distance,,,,,,,,
"CZK 16,000","CZK 3,300","CZK 19,999",654680,Studio,9/1/2022,1,Other,,37 m²,Fully furnished,New-build,Personal,B,,,1.0,1.0,,54.47,1047.39,47.89,203.63,180.78,183.66,351.8,729.1,319.84,105.46,"Kurta Konráda, Prague - Libeň",50.10375,14.48892,,,,,,,,1.0,
"CZK 14,000","CZK 4,000","CZK 18,000",457628,Studio,9/1/2022,,Brick,,41 m²,Fully furnished,,Personal,D,,,,,,84.46,1099.48,35.23,484.88,31.71,361.35,305.51,374.88,481.07,172.77,"Terronská, Prague - Bubeneč",50.108673,14.3955801,,,,,,,,,
"CZK 12,000","CZK 5,000","CZK 17,000",731935,2+kk,8/31/2022,2,Prefab concrete,,45 m²,Partly,Very good,,G,,,1.0,1.0,1.0,135.47,97.0,675.76,674.62,210.16,171.88,463.41,906.09,722.87,199.69,Prague - Letňany,50.13766,14.51597,Central,Complete,,,,,,,
"CZK 15,200","CZK 5,400","CZK 18,000",730331,2 bedroom,10/1/2022,1,Brick,,66 m²,Unfurnished,Good,Personal,G,,,,,,306.14,1302.29,52.54,1078.04,243.36,217.73,311.76,134.76,878.84,78.28,Prague - Strašnice,50.06747,14.4998,Distance,,Standard,,,,,,
"CZK 15,000","CZK 2,500","CZK 20,000",645575,2 bedroom,9/11/2022,-1,Brick,,48 m²,Fully furnished,Very good,Personal,E,,,,,,317.33,1365.19,334.96,1657.91,279.05,1535.12,617.84,308.15,855.2,597.5,"Na Zvoničce, Prague - Podolí",50.044955,14.415783,,,,1.0,,,,,
"CZK 15,000","CZK 5,500","CZK 15,000",731929,2+kk,8/31/2022,3,Brick,,48 m²,Partly,New-build,,B,,1.0,,,,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,Prague - Uhříněves,50.04535,14.59727,,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 17,500",319883,2+kk,9/1/2022,4,Prefab concrete,,43 m²,Fully furnished,,Personal,,,,1.0,,,416.89,893.09,446.97,403.03,457.39,458.55,284.17,513.98,506.27,21.06,"Bellušova, Prague - Stodůlky",50.042152,14.3220897,,,,,,,,,
"CZK 14,000","CZK 2,700","CZK 28,000",730130,Studio,9/1/2022,4,Other,,36 m²,Partly,New-build,,C,1.0,,1.0,1.0,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,Distance,,Standard,,,,,1.0,
"CZK 7,000","CZK 3,000","CZK 5,000",731366,Studio,9/8/2022,1,Brick,,30 m²,Fully furnished,Very good,,A,,,,1.0,,473.13,1927.82,412.01,2234.74,517.28,1651.24,435.03,1290.93,1025.58,581.62,Prague - Ruzyně,50.08148,14.31969,,,,,,,,1.0,
"CZK 19,500","CZK 2,500","CZK 22,000",731915,2+kk,8/31/2022,4,Brick,,55 m²,Partly,Very good,,G,,,1.0,1.0,,169.73,215.76,94.17,145.25,81.15,76.56,390.09,728.86,241.33,401.53,Prague - Bubeneč,50.10088,14.4248,,,,,,,,,
"CZK 14,500",CZK 682,"CZK 30,400",727527,Studio,9/23/2022,2,Brick,,32 m²,Unfurnished,Good,Personal,E,,,1.0,1.0,,134.1,1231.17,484.46,487.91,0.66,491.14,797.02,376.04,364.68,547.87,"5. května, Prague - Nusle",50.05624815,14.43716165,,Interior,Standard,,,,,,
"CZK 17,960","CZK 3,071","CZK 21,000",731892,2+kk,8/26/2022,1,Other,,51 m²,,Good,Personal,,,,,,1.0,191.96,775.9,384.94,1612.12,1060.62,840.41,591.33,330.22,909.68,61.09,"Cukrova, Prague - Černý Most",50.1017559,14.5637255,,,,,,,"CZK 2,694",,
"CZK 12,000","CZK 3,500","CZK 31,000",108759,Studio,10/1/2022,4,Brick,,33 m²,Partly,Very good,Personal,C,,,1.0,1.0,,218.35,1064.26,186.63,1161.29,525.62,1096.93,732.04,583.93,838.79,514.62,"Boloňská, Prague - Horní Měcholupy",50.0483486747,14.5587515831,,,,,,,,1.0,
"CZK 20,000","CZK 4,700","CZK 20,000",660434,3+kk,10/15/2022,,Low-energy,Up to 10 years,62 m²,Fully furnished,New-build,Personal,A,,,1.0,,,471.96,128.89,381.46,1479.58,402.79,169.27,282.8,272.75,534.71,148.42,Prague - Stodůlky,50.0370913,14.3429815,Central,,,,,1.0,,,Housing
"CZK 20,000","CZK 5,000","CZK 20,000",731881,3+kk,10/1/2022,2,Prefab concrete,,70 m²,Fully furnished,Very good,,G,,1.0,,1.0,,679.55,1577.66,776.93,1418.39,249.69,809.34,630.74,1225.73,1541.32,243.18,Prague - Újezd u Průhonic,50.02246,14.52549,,,,,,,,,
"CZK 26,000","CZK 3,700","CZK 50,000",731045,2+kk,8/24/2022,1,Brick,Up to 10 years,48 m²,Fully furnished,New-build,,B,1.0,,1.0,,1.0,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,,,Luxurious,1.0,,1.0,,,
"CZK 7,000","CZK 4,000","CZK 11,000",244227,Small studio,9/1/2022,,Brick,Up to 10 years,27 m²,Unfurnished,New-build,Personal,,1.0,,,,,44.75,354.96,24.69,319.69,185.62,289.46,387.77,572.6,271.22,293.77,"Koněvova, Prague - Žižkov",50.0888925,14.4603288,Central,Complete,Standard,,,,,,
"CZK 23,000","CZK 4,000","CZK 27,000",240526,2+kk,9/1/2022,7,Brick,Up to 10 years,62 m²,,,Personal,,,,1.0,1.0,,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,Central,,Luxurious,,,1.0,,1.0,
"CZK 16,000","CZK 2,500","CZK 32,000",673649,Studio,10/1/2022,5,Brick,,26 m²,Fully furnished,Very good,Personal,G,,,1.0,,,60.98,721.34,75.87,68.33,38.37,9.05,345.05,453.26,425.76,314.33,"Jana Želivského, Prague - Žižkov",50.08965,14.46868,Electric boiler,,,,,,,,
"CZK 21,000","CZK 7,000","CZK 30,000",312846,3+1,10/15/2022,4,Brick,10 to 30 years,78 m²,Partly,Very good,Personal,C,,,1.0,,,224.41,326.27,369.08,535.55,344.51,441.14,189.51,793.2,1960.26,232.34,"U Kříže, Prague - Jinonice",50.0539125,14.3681254,Gas boiler,,Standard,,,,,,
"CZK 13,499",CZK 1,"CZK 13,500",731868,Small studio,9/5/2022,,Brick,,22 m²,Fully furnished,Very good,,G,,,,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,,,,,,,,,
"CZK 21,500","CZK 4,200","CZK 30,000",621022,2+kk,9/1/2020,4,Brick,10 to 30 years,68 m²,Partly,Very good,Personal,D,,,1.0,,,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,Distance,,Standard,,,1.0,,1.0,
"CZK 20,000","CZK 3,000","CZK 20,000",654482,2 bedroom,9/5/2022,2,Brick,,47 m²,Fully furnished,Very good,Personal,C,,,1.0,,,242.96,1014.5,91.5,312.36,76.96,135.27,336.66,291.12,411.24,337.32,"Buchovcova, Prague - Žižkov",50.0905,14.47285,,,,,,,,,
"CZK 27,000","CZK 6,000","CZK 33,000",462223,3+kk,9/1/2022,8,Brick,Up to 10 years,106 m²,Fully furnished,New-build,Personal,B,1.0,,1.0,,,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,Central,,Luxurious,1.0,,1.0,,,
"CZK 28,100","CZK 3,801","CZK 56,200",571766,2+kk,7/24/2022,4,Brick,,75 m²,Fully furnished,,Personal,,,,,1.0,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,Gas boiler,,Luxurious,,,,,,
"CZK 17,500","CZK 3,000","CZK 20,000",731841,2 bedroom,8/31/2022,3,Brick,,32 m²,Fully furnished,Very good,Personal,C,,,,,1.0,275.99,237.57,187.93,147.65,110.52,275.78,212.62,309.08,345.47,403.05,"Přemyslovská, Prague - Vinohrady",50.07794985,14.45237455,Electric boiler,Complete,,,,,,,
"CZK 13,000","CZK 6,000","CZK 19,000",731842,2+kk,10/1/2022,1,Prefab concrete,,46 m²,Partly,Good,,G,,1.0,1.0,1.0,1.0,38.3,180.61,107.72,122.2,166.98,1590.76,177.43,402.41,1066.18,405.04,Prague - Záběhlice,50.0473,14.48676,,,,,1.0,,,,
"CZK 16,000","CZK 4,500","CZK 20,000",518471,Studio,10/1/2022,9,Prefab concrete,,42 m²,Partly,,Personal,,,1.0,1.0,1.0,,186.23,681.13,6.36,494.12,111.52,580.42,338.19,225.96,332.16,77.08,Prague - Krč,50.0472729,14.4353047,,Complete,,,,,,1.0,
"CZK 30,000","CZK 6,000","CZK 60,000",641531,3+kk,2/1/2021,4,Prefab concrete,Up to 10 years,85 m²,Fully furnished,New-build,Personal,A,1.0,,1.0,1.0,1.0,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,Distance,,Luxurious,,,1.0,,1.0,
"CZK 26,000","CZK 3,400","CZK 52,000",731701,3+1,9/1/2022,5,Prefab concrete,10 to 30 years,76 m²,Fully furnished,Very good,,E,,1.0,1.0,,1.0,120.43,428.73,339.27,2034.46,148.91,446.4,546.11,362.42,1324.24,194.2,Prague - Čimice,50.13864,14.42964,Central,Bathroom unit,Standard,,,,,,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,11/1/2022,4,Brick,10 to 30 years,132 m²,Fully furnished,Very good,Personal,B,,,1.0,1.0,1.0,354.2,1029.02,773.22,1943.85,379.14,1815.43,2263.83,753.81,992.0,207.97,"Povltavská, Prague - Troja",50.1146126,14.4097123,,Complete,,,,1.0,,,
"CZK 25,000","CZK 3,500","CZK 25,000",603233,2+kk,9/20/2022,3,Brick,,45 m²,Fully furnished,Very good,Personal,,,,1.0,,,371.48,502.43,57.05,243.25,28.96,223.58,26.92,689.96,327.98,363.81,"Michalská, Prague - Staré Město",50.084426,14.42005,Gas boiler,,Standard,,,,,,
"CZK 17,500","CZK 5,000","CZK 35,000",731780,2+kk,10/1/2022,4,Brick,10 to 30 years,50 m²,Fully furnished,New-build,,G,,,1.0,,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,Central,,Standard,1.0,,,,,
"CZK 55,000","CZK 12,000","CZK 60,000",600532,4+1,8/26/2022,6,Brick,Up to 10 years,165 m²,Partly,Very good,Personal,G,,,1.0,,,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,Central,Interior,Luxurious,1.0,,,,,
"CZK 30,000","CZK 9,000","CZK 30,000",606435,3+1,9/12/2022,2,Brick,,136 m²,Unfurnished,Good,Personal,G,,,1.0,,,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 17,000",731795,2+kk,9/1/2022,1,Brick,,40 m²,Fully furnished,Very good,,G,,,,,1.0,240.07,1265.84,601.84,894.93,796.68,1344.68,1267.55,1254.31,1267.28,235.71,Prague - Suchdol,50.13334,14.36768,,,,1.0,,1.0,,,
"CZK 19,000","CZK 5,000","CZK 24,000",731794,3+1,8/30/2022,4,Prefab concrete,,85 m²,Partly,Very good,,G,,1.0,,,,167.55,1458.44,212.29,1498.41,144.74,133.82,626.74,223.89,1153.45,11.8,Prague - Hostivař,50.04536,14.51707,,,,,,,,,
"CZK 14,000","CZK 6,000","CZK 40,000",588580,1 bedroom,9/5/2022,1,Brick,Over 50 years,40 m²,Fully furnished,Very good,Personal,D,,,,,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,Electric boiler,Complete,Standard,,,,,,
"CZK 18,000","CZK 5,500","CZK 36,000",731786,2+kk,8/30/2022,1,Other,,66 m²,Fully furnished,Very good,,G,,,1.0,,1.0,223.14,396.36,386.08,380.82,166.66,392.32,871.88,943.9,697.12,319.69,Prague - Záběhlice,50.05328,14.5131,,,,,,1.0,,1.0,
"CZK 28,000","CZK 5,500","CZK 56,000",731257,2+kk,9/12/2022,3,Low-energy,,65 m²,Fully furnished,New-build,,B,1.0,1.0,1.0,,1.0,317.17,621.5,297.62,296.86,195.97,433.63,686.66,1053.07,567.17,521.88,Prague - Karlín,50.09598,14.45293,,,,1.0,,1.0,,,
"CZK 16,000","CZK 4,700","CZK 20,000",731783,2+kk,10/1/2022,2,Brick,,45 m²,Fully furnished,Very good,,B,,,1.0,1.0,,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,,,,,,,,1.0,
"CZK 12,000","CZK 2,000","CZK 14,000",425445,Small studio,10/10/2022,1,Brick,Up to 10 years,22 m²,Fully furnished,Very good,Personal,,,,,,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,,Complete,,,,,,,
"CZK 16,000","CZK 7,300","CZK 25,000",708480,2 bedroom,11/1/2022,3,Prefab concrete,,53 m²,Unfurnished,Very good,Personal,G,,1.0,1.0,1.0,,102.94,180.37,269.43,254.61,232,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,Distance,Complete,,,,,,,
"CZK 9,800",CZK 0,"CZK 8,500",731767,2 bedroom,9/15/2022,2,Brick,,63 m²,Fully furnished,Good,,E,,,1.0,,,141.3,356.04,135.26,687.52,94.88,543.66,183.66,98.76,642.78,455.58,Prague - Vinohrady,50.07231,14.44043,,,,,,,,,
"CZK 20,500","CZK 3,600","CZK 30,000",731765,2+kk,10/1/2022,2,Brick,,42 m²,Partly,Very good,,G,,,,1.0,,191.47,877.18,113.29,595.83,91.16,183.52,272.02,494.55,359.42,223.04,Prague - Libeň,50.10712,14.49347,,,,,,,,,
"CZK 18,250","CZK 1,500","CZK 19,750",720582,1 bedroom,10/1/2022,2,Brick,Over 50 years,34 m²,Fully furnished,Good,,G,,,,,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,,Bathroom unit,Standard,,1.0,,,,
"CZK 22,000","CZK 6,000","CZK 40,000",716761,3+1,5/9/2022,7,Prefab concrete,,75 m²,Fully furnished,Very good,Personal,C,,,1.0,,,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,Central,Complete,Standard,,,,,,
"CZK 18,000","CZK 4,000","CZK 20,000",731757,2+kk,10/1/2022,3,Brick,,55 m²,Fully furnished,Very good,,G,,,,1.0,,468.59,1241.86,951.29,1305.67,645.67,1041.78,759.61,531.43,557.17,272.68,Prague - Řepy,50.06951,14.31854,,,,,,,,,
"CZK 19,000","CZK 5,120","CZK 38,000",652836,Studio,10/1/2022,2,Brick,Up to 10 years,59 m²,Fully furnished,New-build,Personal,A,1.0,,1.0,1.0,1.0,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,Distance,,Luxurious,1.0,,1.0,,1.0,
"CZK 20,000","CZK 3,500","CZK 47,000",731205,Studio,11/1/2022,8,Low-energy,,38 m²,Partly,New-build,Personal,B,1.0,,1.0,1.0,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,Central,,Luxurious,1.0,,1.0,,1.0,
"CZK 17,000","CZK 2,000","CZK 20,000",681228,2 bedroom,9/1/2022,,Brick,,66 m²,Partly,Very good,Personal,G,,,,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,Electric boiler,Complete,,,,,,,
"CZK 18,000","CZK 3,500","CZK 20,000",337275,2+kk,10/31/2022,3,Brick,,67 m²,Partly,Very good,Personal,,,,1.0,,,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,Central,,,,,,,1.0,
"CZK 32,000","CZK 4,000","CZK 32,000",731196,Studio,10/10/2022,1,Low-energy,,50 m²,Fully furnished,New-build,,G,,,1.0,,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,,,,1.0,1.0,1.0,,,
"CZK 20,000","CZK 3,500","CZK 30,000",731189,3+kk,8/25/2022,3,Brick,,74 m²,Fully furnished,Very good,,D,,,1.0,,,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 25,000",647821,4+kk,9/1/2022,2,Prefab concrete,,74 m²,Partly,Good,Personal,B,,1.0,,,,224.24,379.42,248.66,1352.86,116.55,873.14,768.84,820.64,670.01,63.64,Prague - Krč,50.0211,14.4525,,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 18,000",673636,Studio,11/1/2022,4,Brick,,25 m²,Fully furnished,New-build,Personal,G,,,,,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,,,,,,,,,
"CZK 25,000","CZK 3,500","CZK 25,000",731053,3+1,1/15/2023,2,Brick,,80 m²,Partly,Very good,,G,,,,1.0,,163.29,926.49,454.19,902.87,485.67,704.88,995.26,691.9,560.36,279.85,Prague - Dejvice,50.09722,14.37377,,,,,,,,1.0,
"CZK 13,500",CZK 0,"CZK 20,000",731728,2+kk,8/30/2022,6,Brick,,42 m²,Partly,Very good,,E,,,,1.0,,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,Prague - Libeň,50.10809,14.47559,,,,,,,,,
"CZK 15,500","CZK 5,000","CZK 20,500",704676,Studio,9/1/2022,1,Brick,,25 m²,Fully furnished,New-build,Personal,G,,,1.0,,,258.87,1176.88,518.78,460.6,457.79,197.31,707.5,932.29,451.17,572.73,"Lisabonská, Prague - Libeň",50.10365925,14.496393654922,Central,Complete,,,,,,,
"CZK 24,000","CZK 4,000","CZK 28,000",624407,2+kk,10/1/2022,3,Prefab concrete,Up to 10 years,56 m²,Partly,Very good,Personal,G,,,1.0,,1.0,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,Distance,Interior,Standard,,,,,1.0,
"CZK 12,000","CZK 3,500","CZK 36,000",731716,Small studio,8/30/2022,11,Prefab concrete,,27 m²,Fully furnished,Very good,,G,,,1.0,,,136.06,726.01,218.73,718.67,65.95,178.47,358.47,369.3,1202.72,252.72,Prague - Braník,50.02487,14.42535,,,,,,,,,
"CZK 12,500","CZK 3,500","CZK 12,500",731165,Studio,8/25/2022,4,Prefab concrete,,33 m²,Partly,Good,,G,,,1.0,,,182.11,1074.41,283.25,1012.79,371.69,350.69,363.12,206.49,164.67,174.46,Prague - Střížkov,50.12414,14.48686,,,,,,,,1.0,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,10/1/2022,6,Brick,Up to 10 years,65 m²,Unfurnished,Very good,Personal,G,,,1.0,1.0,,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,Gas boiler,Complete,Standard,,,,,,
"CZK 23,000","CZK 3,570","CZK 25,000",170555,3+1,10/1/2022,3,Brick,,85 m²,Fully furnished,Very good,Personal,,,,1.0,,,318.77,355.77,102.79,382.71,13.63,136.01,370.98,467.24,515.24,598.09,"Víta Nejedlého, Prague - Žižkov",50.0825316,14.4491416,Gas boiler,Complete,Luxurious,,,,,,
"CZK 15,000","CZK 1,200","CZK 30,000",731658,2+kk,8/29/2022,11,Prefab concrete,,44 m²,Partly,Good,,G,,,1.0,,,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,,,,,1.0,,,,
"CZK 21,000","CZK 4,000","CZK 50,000",66982,2+kk,9/1/2022,2,Brick,Up to 10 years,50 m²,Fully furnished,,Personal,,,,1.0,1.0,1.0,139.26,908.28,218.34,954.72,203.97,449.46,614.57,420.73,746.17,546.81,"Na Neklance, Prague - Smíchov",50.0605758463,14.3996214867,,,,,,,,1.0,
"CZK 4,600","CZK 2,600","CZK 7,200",731618,4+kk,8/29/2022,11,Prefab concrete,,74 m²,Partly,Very good,,G,,1.0,,,,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,,,,,,,,,
"CZK 7,000","CZK 2,499","CZK 7,000",731223,Small studio,8/26/2022,-1,Brick,,32 m²,Fully furnished,New-build,,A,,,,,,55.93,1183.25,865.1,1164.8,99.09,1132.03,706.63,821.45,876.06,775.91,Prague - Kyje,50.09897,14.54053,,,,,,,,,
"CZK 9,900","CZK 5,000","CZK 15,000",704560,Small studio,2/1/2022,,Brick,Up to 10 years,24 m²,Fully furnished,Very good,Personal,G,,,1.0,1.0,,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,Distance,Complete,,,,,,,
"CZK 18,000","CZK 4,000","CZK 18,000",731577,2+kk,8/29/2022,3,Brick,,50 m²,Fully furnished,Very good,,G,,,,,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,,,,,,,,,
"CZK 15,000","CZK 2,663","CZK 30,000",520762,Studio,10/1/2022,6,Brick,,33 m²,Partly,,Personal,B,1.0,,1.0,,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",629291,Studio,9/1/2022,5,Brick,Over 50 years,47 m²,Fully furnished,Very good,Cooperative,G,,,1.0,1.0,,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,Distance,Interior,Standard,1.0,,,,,
"CZK 5,000","CZK 1,000","CZK 3,000",731583,2 bedroom,8/29/2022,1,Brick,,50 m²,Fully furnished,Good,,D,,,1.0,,,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 22,000",731515,3+1,8/28/2022,,Prefab concrete,,76 m²,Fully furnished,Very good,,G,,1.0,1.0,1.0,,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,,,,,,,,,
"CZK 12,500","CZK 5,000","CZK 12,495",731175,Studio,10/1/2022,3,Brick,,42 m²,Fully furnished,Very good,,G,,,1.0,,,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,,,,,,,,1.0,
