Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Heating,Total number of floors,Renovation,Design,New building,Age,Front garden,Administration fee,Developer name,Project name,Kód jednotky
699079,"CZK 33,750",50.0790219,14.4245347,"Školská, Prague - Nové Město",Studio,26 m²,"CZK 11,250",Furnished,1,Yes,No,No,No,No,Yes,No,13. 03. 2022,326,716,122,141,29,217,161,519,502,456,,,,,,,,,,,,,,,,
693404,"CZK 22,125",50.1085928,14.4915135,"U školičky, Prague - Libeň",2 bedroom with open-plan kitchen,63 m²,"CZK 7,375",Furnished,5,No,No,No,No,No,No,No,20. 01. 2022,181,533,222,533,196,258,442,227,114,112,,,,,,,,,,,,,,,,
700062,"CZK 12,675",50.0710373,14.4466006,"Kozácká, Prague - Vršovice",Studio,28 m²,"CZK 4,225",Furnished,2,No,No,No,No,No,No,No,20. 03. 2022,139,664,133,528,69,638,497,450,315,216,,,,,,,,,,,,,,,,
700061,"CZK 10,850",50.11618,14.47081,"Františka Kadlece, Prague - Libeň",1 bedroom,35 m²,"CZK 1,800",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 02. 2022,225,"1,073",85,"1,408",60,366,386,"1,197","1,054",431,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,
116220,"CZK 15,000",50.082281,14.4948969,"Chotutická, Prague - Malešice",2 bedroom,55 m²,"CZK 1,500",Furnished,2,No,No,Yes,Yes,No,No,No,01. 03. 2022,338,448,187,490,493,589,229,274,524,79,,"CZK 15,000",,Prefab concrete building,,District heating,Middle floor,Overall,,,,,,,,
335666,"CZK 11,800",50.035375,14.5012327,"Benkova, Prague - Chodov",Studio,30 m²,"CZK 2,600",Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,326,278,468,"1,034",294,473,362,445,289,184,,"CZK 24,000",Personal,Prefab concrete building,,District heating,Middle floor,Overall,,,,,,,,
536552,"CZK 15,000",50.0792201,14.4563816,Prague - Žižkov,1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,-1,No,No,No,No,No,No,No,01. 02. 2022,196,434,66,214,58,411,494,479,805,102,,"CZK 15,000",Personal,Brick building,,Electric boiler,,,Standard materials and solutions,,,,,,,
700058,"CZK 24,000",50.0945939,14.4037558,Prague - Hradčany,3 bedroom,81 m²,"CZK 3,000",,,Yes,No,No,No,No,Yes,No,15. 04. 2022,255,"1,092",359,352,253,432,285,"1,168",198,301,Excellent,,Personal,Brick building,,Central heating,Top floor,,,,,,,,,
599976,"CZK 15,000",50.081584,14.406318,"Šeříková, Prague - Malá Strana",Studio,30 m²,"CZK 5,500",Furnished,2,Yes,Yes,No,No,No,Yes,No,18. 09. 2020,77,251,147,541,39,263,181,517,354,313,New build,"CZK 20,500",Personal,Brick building,,Gas boiler,Middle floor,Overall,Standard materials and solutions,Yes,1 to 10 years years,,,,,
699335,"CZK 10,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",Studio,31 m²,"CZK 3,300",Partially furnished,11,No,No,Yes,No,No,Yes,No,13. 01. 2022,97,753,403,335,416,420,281,383,249,43,New build,"CZK 20,000",Personal,Low-energy building,B,,,,,,,,,,,
694733,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,32 m²,"CZK 7,000",Furnished,1,Yes,Yes,No,No,No,Yes,Yes,20. 01. 2022,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,,,,,
680027,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 14,991",Furnished,6,Yes,Yes,No,No,No,Yes,No,20. 01. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,
700056,"CZK 15,000",50.0216275,14.4502575,"Sulická, Prague - Lhotka",2 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,6,No,No,No,No,Yes,No,No,01. 02. 2022,198,404,376,"1,425",315,399,538,737,744,369,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,District heating,Middle floor,Overall,,,,,,,,
633616,"CZK 18,500",50.071479,14.384602,"Plzeňská, Prague - Košíře",1 bedroom with open-plan kitchen,52 m²,"CZK 2,000",Partially furnished,3,Yes,No,Yes,No,No,Yes,Yes,17. 01. 2022,211,848,198,"1,063",259,"1,187",273,527,"1,172",481,Excellent,"CZK 25,000",Personal,Brick building,D,Central heating,Top floor,Overall,Premium materials and solutions,,,,,,,
699662,"CZK 16,900",50.00845,14.42093,"Pejevové, Prague - Modřany",3 bedroom,73 m²,"CZK 3,500",Partially furnished,7,No,No,Yes,Yes,No,Yes,No,20. 01. 2022,465,576,428,438,506,463,224,"1,014",959,620,Excellent,"CZK 25,000",Cooperative,Prefab concrete building,C,District heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
699926,"CZK 18,000",50.06987,14.4933,"Ke Strašnické, Prague - Strašnice",2 bedroom with open-plan kitchen,70 m²,,Partially furnished,2,No,No,Yes,Yes,Yes,Yes,Yes,18. 01. 2022,184,851,147,554,167,147,139,588,320,297,New build,,Personal,Prefab concrete building,C,District heating,Middle floor,Overall,,,,,,,,
457628,"CZK 12,000",50.108673,14.3955801,"Terronská, Prague - Bubeneč",Studio,41 m²,"CZK 3,200",Furnished,,No,No,No,No,No,No,No,20. 01. 2022,79,"1,235",5,621,34,396,528,376,490,150,,"CZK 15,000",Personal,Brick building,D,,,,,,,,,,,
700051,"CZK 18,000",50.1067399,14.4855219,"Podvinný mlýn, Prague - Libeň",3 bedroom,81 m²,"CZK 4,500",Partially furnished,6,No,No,Yes,Yes,No,Yes,No,18. 01. 2022,222,368,51,403,183,587,365,407,292,302,Good,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,
493824,"CZK 11,500",50.0436333,14.5513071,"Rudolfa Antonína Dvorského, Prague - Horní Měcholupy",Small studio,35 m²,"CZK 2,500",Furnished,5,No,No,Yes,No,Yes,No,No,01. 12. 2020,365,553,411,968,500,894,690,760,570,380,,"CZK 11,500",Personal,Brick building,,,,,Standard materials and solutions,,1 to 10 years years,,,,,
651316,"CZK 16,000",50.056161,14.292234,"Do Zahrádek I, Prague - Třebonice",1 bedroom with open-plan kitchen,51 m²,"CZK 4,500",Partially furnished,4,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,269,"1,137",519,463,776,574,573,797,414,,New build,"CZK 20,000",Personal,Brick building,B,District heating,Middle floor,,Premium materials and solutions,Yes,1 to 10 years years,,,,,
680099,"CZK 29,925",50.0845694,14.4671948,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,,"CZK 9,975",Furnished,7,No,No,No,No,No,Yes,Yes,20. 01. 2022,221,235,240,630,210,69,520,374,219,292,,,,,,,,,,,,,,,,
680018,"CZK 38,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 12,750",Furnished,2,No,No,No,No,No,Yes,No,20. 01. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,
532484,"CZK 16,000",50.07118,14.40823,Prague - Smíchov,1 bedroom with open-plan kitchen,36 m²,"CZK 3,500",Furnished,3,No,No,No,No,Yes,Yes,No,01. 02. 2022,177,595,136,91,139,402,655,"1,014",940,426,Excellent,"CZK 39,000",Personal,Brick building,E,Gas boiler,Middle floor,Overall,Premium materials and solutions,,1 to 10 years years,,,,,
535800,"CZK 21,000",50.0662716,14.370693,"Na Stárce, Prague - Košíře",3 bedroom,75 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,Yes,No,No,No,16. 02. 2022,320,844,479,653,626,684,383,"1,151",838,157,,"CZK 21,000",Personal,Brick building,,Gas boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
700043,"CZK 16,500",50.08013,14.45882,"Sudoměřská, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 3,500",Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,292,578,395,418,20,396,577,454,619,207,Excellent,"CZK 19,000",Personal,Brick building,D,,,,,,,,,,,
700041,"CZK 25,000",50.07825,14.40628,"V Lesíčku, Prague - Smíchov",3 bedroom,78 m²,"CZK 4,500",Furnished,4,No,No,No,No,No,No,No,01. 02. 2022,242,357,225,316,15,400,287,927,747,432,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,
700038,"CZK 12,900",50.03532,14.51832,"Květnového vítězství, Prague - Chodov",1 bedroom with open-plan kitchen,44 m²,"CZK 3,400",Partially furnished,7,No,No,No,No,No,Yes,No,19. 01. 2022,103,593,312,"1,118",361,543,120,410,246,123,Good,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,
377257,"CZK 11,500",50.1157822,14.4746318,"Františka Kadlece, Prague - Libeň",1 bedroom with open-plan kitchen,35 m²,"CZK 4,000",Furnished,2,No,No,No,No,Yes,No,No,01. 03. 2022,191,"1,351",383,"1,263",185,645,562,"1,315",909,285,Excellent,"CZK 25,000",Personal,Brick building,,Central heating,Middle floor,Overall,,,,,,,,
700037,"CZK 16,500",50.06615,14.43427,"Na Folimance, Prague - Vinohrady",1 bedroom with open-plan kitchen,63 m²,"CZK 4,216",Partially furnished,2,No,No,No,No,No,No,No,19. 01. 2022,299,493,296,627,224,427,282,335,241,381,Excellent,"CZK 35,000",Personal,Brick building,G,Other,,Overall,Standard materials and solutions,,,,,,,
700036,"CZK 14,500",49.96977,14.38652,"Jaroslava Švehly, Prague - Zbraslav",1 bedroom with open-plan kitchen,63 m²,"CZK 2,500",Partially furnished,3,No,Yes,No,No,Yes,Yes,No,01. 02. 2022,188,"1,108",288,"1,199",252,182,740,203,205,,New build,"CZK 25,000",Personal,Brick building,G,,Middle floor,,,,,,,,,
645909,"CZK 11,500",50.105381,14.571514,Prague - Černý Most,Studio,37 m²,"CZK 2,200",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 02. 2022,321,"1,186",253,737,310,210,238,569,83,,New build,"CZK 20,000",Personal,Brick building,B,,,,,,,,,,,
700035,"CZK 18,500",50.013,14.40077,"Pískařská, Prague - Modřany",1 bedroom with open-plan kitchen,50 m²,"CZK 2,800",Furnished,7,No,No,No,No,No,Yes,Yes,21. 01. 2022,147,"1,079",416,"1,323",741,"1,384","1,245",663,,,New build,"CZK 18,500",Personal,Brick building,D,,,,,,,,,,,
532181,"CZK 13,500",50.0922004,14.3469154,"Šumberova, Prague - Veleslavín",1 bedroom with open-plan kitchen,37 m²,"CZK 4,000",Furnished,,No,No,Yes,No,No,No,No,ihned,300,502,251,465,378,404,339,328,809,201,Excellent,"CZK 24,000",Personal,Brick building,,,,,,,,,,,,
700026,"CZK 11,500",50.11271,14.51417,"Strnadových, Prague - Vysočany",Studio,35 m²,"CZK 2,300",Partially furnished,1,No,Yes,Yes,No,No,No,No,01. 02. 2022,477,329,"1,477",339,"1,022","1,120",431,258,,,New build,"CZK 11,500",Personal,Low-energy building,B,District heating,Ground floor,,,Yes,1 to 10 years years,40 m²,,,,
699545,"CZK 13,500",50.06589,14.42188,"Neklanova, Prague - Vyšehrad",1 bedroom with open-plan kitchen,55 m²,"CZK 3,400",Unfurnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,190,"1,005",158,185,171,222,355,498,385,526,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,
517241,"CZK 11,000",50.0296633,14.6016243,Prague - Uhříněves,Studio,136 m²,"CZK 3,008",Furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,14. 07. 2021,60,301,26,310,16,254,183,340,372,388,New build,"CZK 22,000",Personal,Low-energy building,B,District heating,Raised ground floor,,Premium materials and solutions,Yes,1 to 10 years years,,,,,
693750,"CZK 8,924",50.0596988,14.4971062,"Narcisová, Prague - Záběhlice",Small studio,18 m²,"CZK 2,146",,1,No,No,No,No,No,No,No,18. 11. 2021,367,700,403,739,645,431,561,761,501,235,Good,"CZK 11,200",Personal,Other,,,,,,,,,,,,
540297,"CZK 19,999",50.04304,14.31343,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,258,485,231,799,821,429,778,559,"1,031",582,New build,"CZK 40,000",Personal,Brick building,B,Central heating,Middle floor,,Premium materials and solutions,,1 to 10 years years,,,,,
699969,"CZK 18,000",50.06901,14.51067,"Dürerova, Prague - Strašnice",3 bedroom,70 m²,"CZK 4,000",Partially furnished,2,No,No,Yes,No,Yes,Yes,No,19. 01. 2022,168,210,"1,416",261,290,498,324,"1,203",154,,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,G,District heating,Middle floor,Overall,Standard materials and solutions,,,,,,,
625388,"CZK 16,000",50.093588,14.460226,"Na Střelnici, Prague - Karlín",2 bedroom,53 m²,"CZK 1,200",Unfurnished,5,No,No,No,No,No,No,No,01. 02. 2022,396,"1,053",145,664,291,527,152,"1,051",577,93,Excellent,"CZK 25,000",Personal,Brick building,G,Electric boiler,Top floor,Overall,Standard materials and solutions,,,,,,,
536967,"CZK 9,900",50.0433857,14.4559712,"Počátecká, Prague - Michle",1 bedroom,35 m²,"CZK 2,000",Unfurnished,-1,No,No,No,No,No,No,No,01. 02. 2022,168,776,471,472,171,230,275,601,688,150,Excellent,"CZK 13,000",Personal,Brick building,G,Gas boiler,Ground floor,Interior,Standard materials and solutions,,over 50 years years,,,,,
699995,"CZK 11,200",50.086174,14.563533,"U Hostavického potoka, Prague - Hostavice",Studio,38 m²,"CZK 2,300",Partially furnished,1,No,No,No,No,No,No,No,,225,232,568,133,,,,,,,Excellent,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,
699991,"CZK 15,000",50.04573,14.31888,"Trávníčkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Partially furnished,4,No,No,No,No,No,Yes,No,22. 01. 2022,189,919,194,237,557,220,419,262,558,305,Excellent,,Personal,Prefab concrete building,C,,,,,,,,,,,
545180,"CZK 19,500",50.1078975,14.3941121,"Jugoslávských partyzánů, Prague - Dejvice",1 bedroom with open-plan kitchen,65 m²,"CZK 1,500",Furnished,2,Yes,No,No,No,No,No,No,ihned,109,"1,116",78,510,43,384,416,363,533,332,,,Personal,Brick building,C,,,,,,,,,,,
599085,"CZK 17,000",50.073142,14.317896,"Krolmusova, Prague - Řepy",3 bedroom,61 m²,"CZK 3,500",Partially furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,321,"1,410",537,"1,477",394,"1,224","1,044",99,272,88,Excellent,"CZK 30,000",Personal,Brick building,,District heating,Middle floor,Interior,Standard materials and solutions,,30 to 50 years years,2000 m²,,,,
699990,"CZK 14,000",50.06076,14.30641,"Plzeňská, Prague - Stodůlky",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,375,667,727,708,826,814,815,831,"1,303",669,Excellent,"CZK 14,000",Personal,Prefab concrete building,C,,,,,,,,,,,
587134,"CZK 19,000",50.071571,14.476267,"Bajkalská, Prague - Vršovice",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Furnished,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,179,66,183,342,66,156,204,285,442,287,Excellent,"CZK 20,000",Personal,Brick building,C,Gas boiler,Top floor,Overall,Standard materials and solutions,,1 to 10 years years,,,,,
665413,"CZK 14,500",50.0700464,14.3813528,Prague - Košíře,Studio,30 m²,"CZK 2,000",Furnished,3,No,No,No,Yes,No,Yes,No,01. 02. 2022,154,480,76,786,200,893,208,708,"1,106",439,New build,"CZK 16,500",Personal,Other,G,,,,,,,,,,,
429072,"CZK 11,800",50.0721195,14.4055053,"Lidická, Prague - Smíchov",1 bedroom,31 m²,CZK 800,Partially furnished,2,No,No,No,No,No,No,No,20. 01. 2022,137,484,128,84,86,369,577,"1,058","1,252",720,,"CZK 12,600",Personal,Brick building,G,Other,Middle floor,Interior,Standard materials and solutions,,,,,,,
699980,"CZK 7,000",50.1644015,14.5252003,"V Pačátkách, Prague - Třeboradice",1 bedroom with open-plan kitchen,40 m²,"CZK 2,600",Unfurnished,1,No,No,No,No,No,No,No,25. 01. 2022,99,"1,372","1,473",272,295,,,,,,Good,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,
680053,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,2,No,No,No,No,No,Yes,No,20. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,46 m²,"CZK 12,000",Furnished,5,No,No,No,No,No,Yes,No,20. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
679998,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,46 m²,"CZK 12,500",Furnished,3,No,No,No,No,No,Yes,No,20. 01. 2022,254,835,179,436,125,299,66,"1,356",350,193,,,,,,,,,,,,,,,,
690487,"CZK 15,334",50.0839446,14.4142188,"Karoliny Světlé, Prague - Staré Město",1 bedroom,29 m²,"CZK 5,111",Furnished,2,No,No,No,No,No,No,No,20. 01. 2022,121,731,23,390,14,376,531,533,489,221,,,,,,,,,,,,,,,,
699978,"CZK 11,200",50.08685,14.46044,"Jeseniova, Prague - Žižkov",Studio,37 m²,"CZK 3,200",Partially furnished,1,No,No,No,Yes,No,No,No,20. 01. 2022,47,403,75,572,264,376,309,355,477,197,Good,"CZK 11,000",Personal,Prefab concrete building,C,,Middle floor,Interior,Standard materials and solutions,,,,,,,
699286,"CZK 25,000",50.1045652,14.4789467,"Novákových, Prague - Libeň",2 bedroom,88 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,Yes,No,No,No,13. 01. 2022,42,323,150,322,17,275,345,434,186,381,Excellent,"CZK 50,000",Personal,Brick building,G,Gas boiler,Middle floor,,,,,,,,,
425445,"CZK 11,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,22 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 12. 2021,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 13,500",Personal,Brick building,,,,Overall,,,1 to 10 years years,,,,,
693758,"CZK 13,000",50.10778,14.47439,"Andrštova, Prague - Libeň",Studio,48 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,311,762,258,352,250,361,291,585,379,318,Good,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,
653036,"CZK 26,000",50.078251,14.424879,"Štěpánská, Prague - Nové Město",2 bedroom with open-plan kitchen,100 m²,"CZK 2,000",Furnished,3,No,No,No,No,No,No,No,02. 03. 2022,194,747,69,332,15,376,239,388,371,325,Excellent,"CZK 56,000",Cooperative,Brick building,B,,,,,,,95 m²,,,,
699968,"CZK 13,000",50.12371,14.49601,"Jablonecká, Prague - Střížkov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Furnished,7,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,277,188,128,127,103,281,572,335,936,11,Excellent,"CZK 13,000",Personal,Prefab concrete building,B,,,,,,,,,,,
529237,"CZK 15,500",50.0077566,14.4193998,"Pejevové, Prague - Modřany",3 bedroom,69 m²,"CZK 5,000",Partially furnished,1,No,Yes,Yes,No,No,Yes,No,08. 12. 2021,433,483,264,307,344,300,322,978,993,451,Excellent,"CZK 20,000",Personal,Prefab concrete building,,District heating,,Overall,Standard materials and solutions,,,,,,,
699628,"CZK 10,000",50.0318202,14.3932341,"Lumiérů, Prague - Hlubočepy",1 bedroom,36 m²,"CZK 5,000",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,90,"1,440",755,"1,348",208,"1,406",101,,,,Excellent,"CZK 20,000",Cooperative,Brick building,G,,,,,,,,,,,
699258,"CZK 12,500",50.0628447,14.4477943,"U Křížku, Prague - Nusle",1 bedroom with open-plan kitchen,45 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,No,No,13. 01. 2022,250,790,290,506,266,541,691,577,848,634,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
129979,"CZK 18,500",50.0775642,14.4239107,"Školská, Prague - Nové Město",2 bedroom,70 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,16. 01. 2022,173,601,24,304,52,294,218,354,350,291,,"CZK 37,000",Personal,Brick building,,Gas boiler,Middle floor,Interior,Standard materials and solutions,,10 to 30 years years,,,,,
699962,"CZK 16,500",50.06991,14.46204,"Moldavská, Prague - Vršovice",2 bedroom with open-plan kitchen,65 m²,"CZK 4,900",Furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,201,722,220,403,214,605,173,298,697,440,Good,"CZK 16,500",Personal,Brick building,G,,,,,,,,,,,
442780,"CZK 28,000",50.0692087,14.4169822,"Plavecká, Prague - Nové Město",2 bedroom with open-plan kitchen,73 m²,"CZK 1,500",Furnished,5,No,No,No,No,No,No,No,,279,838,114,279,44,274,132,196,186,169,,"CZK 30,500",Cooperative,Brick building,,,,,,,,,,,,
699108,"CZK 20,000",50.0763,14.42761,"Hálkova, Prague - Nové Město",Studio,46 m²,"CZK 4,000",Furnished,,No,No,Yes,No,Yes,Yes,No,01. 03. 2022,196,679,169,101,77,170,168,242,235,148,Excellent,"CZK 40,000",Personal,Brick building,G,,,,,,,,,,,
699955,"CZK 14,990",50.06769694444,14.55528666666,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,54 m²,,Unfurnished,7,Yes,No,No,No,Yes,Yes,Yes,,686,"1,380",523,442,702,"1,204","1,344",502,,,New build,"CZK 18,740",Cooperative,Brick building,B,,,,,Yes,,,"CZK 18,740

                                
                                
                
i",,,
696995,"CZK 41,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,80 m²,"CZK 13,750",Furnished,6,No,Yes,No,No,No,Yes,No,20. 01. 2022,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,,,,,
699953,"CZK 13,500",50.05513,14.4865,"Záběhlická, Prague - Záběhlice",1 bedroom with open-plan kitchen,64 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,No,No,24. 01. 2022,172,"1,305",153,"1,274",325,778,735,"1,091",229,365,Good,"CZK 27,000",Personal,Brick building,C,,,,,,,,,,,
697081,"CZK 40,000",50.08294,14.4439,"U Rajské zahrady, Prague - Žižkov",2 bedroom with open-plan kitchen,117 m²,"CZK 6,100",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 01. 2022,310,517,418,403,183,453,300,306,676,106,Excellent,"CZK 80,000",Personal,Brick building,B,,,,,,,,,,,
695853,"CZK 15,000",50.098175,14.4055829,"Muchova, Prague - Dejvice",Studio,35 m²,"CZK 3,900",Furnished,-1,No,No,No,No,No,No,No,17. 01. 2022,49,770,106,189,97,190,340,993,128,458,Excellent,"CZK 18,900",Personal,Brick building,G,Gas boiler,Middle floor,,,,,,,,,
553305,"CZK 15,000",50.068802,14.4651121,Prague - Vršovice,Studio,43 m²,"CZK 2,650",Furnished,2,No,Yes,No,No,No,No,No,14. 02. 2022,124,442,376,118,356,695,178,473,593,506,New build,"CZK 19,000",Personal,Low-energy building,B,District heating,Middle floor,,Premium materials and solutions,Yes,1 to 10 years years,100 m²,,,,
696244,"CZK 49,000",50.07906,14.44976,"Laubova, Prague - Vinohrady",3 bedroom,118 m²,"CZK 6,000",Partially furnished,4,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,209,273,39,272,113,301,142,267,694,169,Excellent,"CZK 55,000",Personal,Brick building,D,,,,,,,,,,,
434137,"CZK 15,000",50.039087,14.423027,"Zelený pruh, Prague - Braník",1 bedroom with open-plan kitchen,77 m²,"CZK 2,000",Partially furnished,3,No,No,No,No,Yes,No,No,01. 01. 2022,11,"1,173",709,"1,180",176,"1,119",945,852,"1,241",139,Excellent,"CZK 20,000",Personal,Brick building,D,Gas boiler,Attic,Interior,Standard materials and solutions,,1 to 10 years years,,,,,
223862,"CZK 11,500",50.0586145,14.2829816,"Tulešická, Prague - Zličín",Studio,29 m²,"CZK 2,000",Partially furnished,1,No,Yes,No,No,No,Yes,No,24. 01. 2022,344,843,834,763,800,888,234,"1,110",109,,New build,"CZK 23,000",Personal,Brick building,,District heating,,,,,1 to 10 years years,25 m²,,,,
691910,"CZK 18,188",50.0717643,14.4385436,"Americká, Prague - Vinohrady",1 bedroom,43 m²,"CZK 6,062",Furnished,3,No,No,No,No,No,Yes,No,20. 01. 2022,272,322,70,607,60,509,83,250,792,565,,,,,,,,,,,,,,,,
699944,"CZK 12,500",50.03951,14.32074,"Wiesenthalova, Prague - Řeporyje",Studio,32 m²,"CZK 3,000",Partially furnished,2,No,Yes,No,No,Yes,Yes,No,01. 02. 2022,308,"1,001",645,858,679,922,559,941,775,253,New build,"CZK 25,000",Personal,Prefab concrete building,C,District heating,Middle floor,,Premium materials and solutions,,1 to 10 years years,,,,,
202639,"CZK 14,900",50.0772808,14.3013135,"Karlovarská, Prague - Ruzyně",1 bedroom with open-plan kitchen,65 m²,"CZK 5,500",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 10. 2021,96,831,790,941,"1,241",,,,,,New build,"CZK 29,000",Personal,Brick building,,,Middle floor,,,Yes,,,,,,
346444,"CZK 12,600",50.0478658367,14.5569324349,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,,35,844,178,921,286,988,492,344,633,275,Excellent,"CZK 20,000",Personal,Brick building,C,District heating,Top floor,,,,,,,,,
699941,"CZK 18,000",50.04039,14.43893,"Antala Staška, Prague - Krč",1 bedroom with open-plan kitchen,52 m²,"CZK 4,873",Partially furnished,11,No,No,Yes,Yes,No,Yes,No,18. 01. 2022,60,530,91,78,50,397,766,318,684,281,New build,"CZK 36,000",Personal,Other,G,,,,,,,,,,,
695003,"CZK 16,000",50.101752312999,14.45294761878,"Tusarova, Prague - Holešovice",1 bedroom,44 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,01. 01. 2022,188,545,95,268,25,205,407,369,113,246,New build,"CZK 16,000",Personal,Brick building,B,,,,,,,,,,,
669397,"CZK 16,000",50.071,14.43522,"Londýnská, Prague - Vinohrady",1 bedroom,43 m²,"CZK 2,650",Partially furnished,1,No,No,No,No,No,Yes,No,22. 06. 2021,154,394,308,453,148,526,317,246,776,863,Excellent,"CZK 34,000",Personal,Brick building,G,,,,,,,,,,,
654482,"CZK 17,000",50.0905,14.47285,"Buchovcova, Prague - Žižkov",2 bedroom,47 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,249,"1,016",92,312,77,135,336,291,411,337,Excellent,"CZK 17,000",Personal,Brick building,C,,,,,,,,,,,
699931,"CZK 14,400",50.08781,14.4725,"Ambrožova, Prague - Žižkov",Studio,44 m²,"CZK 1,700",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,15. 03. 2022,102,622,257,413,274,484,238,58,551,172,New build,,Personal,Brick building,B,,,,,Yes,,,,,,
