Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Design,Heating,Total number of floors,Renovation,PENB,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky
699734,"CZK 9,600",50.07008535,14.48545745384,Prague - Strašnice,Studio,43 m²,"CZK 4,220",Unfurnished,5,No,No,No,No,No,No,No,21. 01. 2022,202,779,460,531,125,281,513,635,489,409,Excellent,"CZK 14,400",Personal,Brick building,,,,,,G,,,,,,
699732,"CZK 11,500",50.02501,14.49116,"Jarníkova, Prague - Chodov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Unfurnished,10,No,No,Yes,No,No,No,No,01. 02. 2022,341,419,159,512,288,392,546,241,148,203,Good,"CZK 11,500",Personal,Prefab concrete building,,,,,,E,,,,,,
699716,"CZK 14,000",50.06175,14.38201,"Mikšovského, Prague - Košíře",2 bedroom,60 m²,"CZK 4,100",Unfurnished,2,Yes,No,Yes,No,No,No,No,17. 01. 2022,191,963,339,750,290,"1,269","1,071",226,946,431,Excellent,,Personal,Brick building,,,,,,G,,,,,,
666742,"CZK 8,000",50.07573,14.33054,"Bělohorská, Prague - Břevnov",Small studio,12 m²,CZK 500,Furnished,1,No,No,No,No,Yes,No,No,01. 02. 2022,65,502,453,828,554,"1,066",343,,,,Good,,Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,A,,,,,,
280059,"CZK 11,000",50.0154788,14.4595401,"Lukešova, Prague - Krč",Small studio,30 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,321,770,724,291,856,"1,230","1,462",973,,,,"CZK 10,000",Personal,Brick building,30 to 50 years years,Premium materials and solutions,,,Overall,B,,,,,,
505635,"CZK 13,500",50.0314947,14.3630852,"Miloše Havla, Prague - Hlubočepy",Studio,36 m²,"CZK 2,419",Furnished,7,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,421,"1,172",495,"1,152",468,"1,251",681,714,"1,005",451,New build,"CZK 25,000",Personal,Brick building,,,,,,B,Yes,,,,,
699709,"CZK 20,000",50.08153,14.41342,"Národní, Prague - Staré Město",1 bedroom with open-plan kitchen,60 m²,"CZK 2,000",Partially furnished,4,No,No,No,No,No,Yes,No,18. 01. 2022,48,685,237,149,38,171,250,294,366,337,Excellent,"CZK 20,000",Other,Brick building,,,,,,G,,,,,,
699698,"CZK 40,000",50.08274,14.4226,"Jungmannova, Prague - Nové Město",3 bedroom,133 m²,"CZK 5,000",Partially furnished,2,Yes,No,No,No,No,Yes,No,24. 01. 2022,244,749,191,92,50,195,281,667,395,142,Excellent,"CZK 40,000",Other,Brick building,,,,,,G,,,,,,
698166,"CZK 12,700",50.0925,14.44382,"Sokolovská, Prague - Karlín",Studio,27 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,113,295,83,294,18,293,279,"1,017",374,318,New build,"CZK 20,000",Personal,Brick building,,,,,,G,,,,,,
698010,"CZK 28,500",50.04976,14.45562,"Baarova, Prague - Michle",1 bedroom with open-plan kitchen,75 m²,"CZK 6,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,04. 01. 2022,305,380,328,409,268,280,652,512,436,162,New build,,Personal,Brick building,,,,,,B,,,,,,
583093,"CZK 19,500",50.083767,14.507001,"Káranská, Prague - Malešice",3 bedroom,76 m²,"CZK 4,000",Unfurnished,12,Yes,No,Yes,No,No,Yes,No,01. 10. 2021,169,549,242,568,111,722,677,416,709,240,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,,,,C,,,,,,
694819,"CZK 17,900",50.1043,14.51031,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Partially furnished,10,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,370,68,"1,149",643,972,"1,237",960,201,,,Excellent,"CZK 40,000",Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,Central heating,Middle floor,,B,,,,,,
699694,"CZK 12,000",50.09687,14.40382,"Milady Horákové, Prague - Hradčany",Studio,35 m²,"CZK 1,600",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 02. 2022,43,792,148,52,29,132,103,"1,133",176,409,Excellent,"CZK 13,000",Personal,Brick building,,,,,,A,,,,,,
699527,"CZK 11,000",50.03768,14.40996,"Na Mlejnku, Prague - Braník",Studio,30 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,07. 02. 2022,225,326,243,317,443,233,457,"1,301",296,,Excellent,"CZK 22,000",Personal,Brick building,,,,,,G,,,,,,
563249,"CZK 17,000",50.0623095,14.3256648,"5. máje, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,Yes,No,No,01. 03. 2022,485,"1,479","1,251",799,"1,296","1,308","1,488",572,,,Excellent,"CZK 21,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Ground floor,Overall,,,,,,,
699655,"CZK 19,000",50.0721,14.47159,"Bělocerkevská, Prague - Vršovice",3 bedroom,65 m²,"CZK 4,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,17. 01. 2022,123,489,113,398,315,4,495,383,602,229,Excellent,"CZK 19,000",Personal,Prefab concrete building,,,,,,G,,,,,,
698512,"CZK 14,000",50.0675563,14.3694493,"Musílkova, Prague - Košíře",Studio,44 m²,"CZK 3,000",Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 02. 2022,401,673,151,483,336,394,417,970,342,341,New build,"CZK 20,000",Personal,Brick building,,,,,,B,,,,,,
699034,"CZK 11,000",50.07448,14.5503,"Laudonova, Prague - Štěrboholy",Studio,43 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,Yes,Yes,11. 01. 2022,327,825,790,518,771,567,617,589,,,Excellent,"CZK 22,000",Personal,Low-energy building,,,,,,C,,,,,,
570592,"CZK 22,000",50.1011271,14.4527846,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,No,Yes,No,28. 02. 2022,291,602,152,325,82,262,464,426,170,189,New build,"CZK 40,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,,Middle floor,,B,,,,,,
699636,"CZK 14,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,53 m²,"CZK 3,000",Unfurnished,6,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,355,262,265,205,155,306,637,827,"1,325",333,Excellent,"CZK 15,000",Personal,Brick building,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,,D,Yes,,,,,
699017,"CZK 17,000",50.04931,14.48245,"Na Chodovci, Prague - Záběhlice",3 bedroom,70 m²,"CZK 6,000",Partially furnished,5,Yes,No,Yes,No,No,No,No,10. 02. 2022,87,476,66,489,179,"1,240",421,366,922,308,Good,"CZK 17,000",Personal,Brick building,,,,,,G,,,,,,
382177,"CZK 18,500",50.0712755,14.3463007,"Kudrnova, Prague - Motol",1 bedroom with open-plan kitchen,54 m²,CZK 1,Furnished,4,Yes,No,No,No,No,Yes,Yes,17. 01. 2022,246,96,163,219,"1,066",719,420,,,,Excellent,"CZK 30,000",Personal,Brick building,,Standard materials and solutions,Central heating,Middle floor,,,,,,,,
513154,"CZK 15,500",50.0514104,14.4579141,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,56 m²,"CZK 3,250",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,3,676,93,678,33,557,383,658,659,379,,"CZK 18,750",Personal,Brick building,,Standard materials and solutions,Gas boiler,Middle floor,,,,,,,,
699013,"CZK 15,000",50.03934,14.56644,"Hornoměcholupská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,44 m²,"CZK 3,355",Partially furnished,4,Yes,No,No,No,No,Yes,No,11. 01. 2022,139,624,330,552,501,144,245,441,"1,127",155,Excellent,"CZK 45,000",Personal,Brick building,,,,,,G,,,,,,
699007,"CZK 15,000",50.07782,14.42282,"Příčná, Prague - Nové Město",Studio,24 m²,"CZK 3,200",Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,226,527,121,234,38,220,312,469,465,406,Excellent,,Personal,Brick building,,,,,,G,,,,,,
505146,"CZK 15,000",50.050969,14.5419828,"U Dvojdomů, Prague - Hostivař",2 bedroom,66 m²,"CZK 5,000",Furnished,9,Yes,No,Yes,No,No,Yes,No,,229,282,45,251,408,402,341,681,330,,,,Personal,Prefab concrete building,,Standard materials and solutions,,,,B,,,,,,
699005,"CZK 16,000",50.07807,14.43234,"Římská, Prague - Vinohrady",Studio,25 m²,"CZK 3,200",Furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,162,352,187,209,113,165,652,652,415,569,Excellent,,Personal,Brick building,,,,,,G,,,,,,
699608,"CZK 15,500",50.08062,14.45315,"Velehradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,"CZK 3,300",Unfurnished,4,No,No,Yes,No,No,No,No,24. 01. 2022,392,227,185,383,136,523,425,474,737,243,Excellent,"CZK 18,800",Personal,Brick building,over 50 years years,Standard materials and solutions,Gas boiler,Middle floor,Interior,G,,,,,,
518405,"CZK 14,900",50.043818359566,14.446695259277,"Olbrachtova, Prague - Krč",2 bedroom,51 m²,"CZK 3,300",Furnished,4,No,No,Yes,No,No,No,No,26. 02. 2022,99,431,104,161,99,194,107,260,870,329,Excellent,"CZK 30,000",Personal,Brick building,30 to 50 years years,Standard materials and solutions,Central heating,Top floor,Bathroom unit,G,,,,,,
699003,"CZK 16,500",50.07931,14.43411,"Španělská, Prague - Vinohrady",Studio,26 m²,"CZK 3,200",Furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,149,453,187,402,165,154,377,377,597,750,Excellent,,Personal,Brick building,,,,,,G,,,,,,
515590,"CZK 11,000",50.0311026,14.3694303,"Werichova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,114,685,180,665,217,738,457,203,672,217,Good,"CZK 14,000",Cooperative,Prefab concrete building,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,Exterior,,,,,,,
696094,"CZK 9,500",50.07252,14.40967,"Lidická, Prague - Smíchov",Small studio,31 m²,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,10. 01. 2022,120,555,108,166,73,469,594,757,954,514,Excellent,"CZK 19,000",Personal,Brick building,,,,,,G,,,,,,
699605,"CZK 17,700",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,62 m²,"CZK 4,300",Partially furnished,5,Yes,No,Yes,No,No,Yes,Yes,01. 02. 2022,419,363,210,351,"1,148","1,116",743,904,84,,Excellent,"CZK 18,000",Personal,Low-energy building,,,,,,G,,,,,,
212896,"CZK 14,900",50.067383,14.455164,"Oblouková, Prague - Vršovice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 10. 2021,158,41,150,209,0,209,263,453,215,444,Good,"CZK 15,000",Personal,Brick building,over 50 years years,,Gas boiler,Middle floor,Interior,,,,,,,
699067,"CZK 15,000",50.13287,14.50548,"Tupolevova, Prague - Letňany",1 bedroom with open-plan kitchen,49 m²,"CZK 2,900",Furnished,6,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,219,"1,224",398,420,358,702,520,477,231,52,New build,"CZK 35,008",Personal,Brick building,,,,,,G,,,,,,
337678,"CZK 15,500",50.1108959,14.4470802,Prague - Holešovice,1 bedroom with open-plan kitchen,47 m²,"CZK 1,220",Furnished,4,No,No,No,No,No,No,No,06. 03. 2022,72,898,292,831,445,529,271,"1,259",760,193,,"CZK 16,720",Cooperative,Brick building,,Standard materials and solutions,Other,Middle floor,Interior,,,,,,,
418230,"CZK 18,000",50.088534,14.4649585,"Žerotínova, Prague - Žižkov",2 bedroom,62 m²,CZK 500,Partially furnished,5,No,No,No,No,No,No,No,,285,707,211,197,124,337,560,555,501,346,,"CZK 36,000",Personal,Brick building,,,Other,,,F,,,,,,
544059,"CZK 12,500",50.04312070835,14.313493220129,"Jeremiášova, Prague - Stodůlky",Studio,33 m²,"CZK 2,500",Partially furnished,,No,Yes,No,No,No,No,No,01. 02. 2022,261,489,234,803,824,432,782,562,"1,035",586,,"CZK 20,000",Personal,Brick building,,,,,,A,Yes,,,,,
456696,"CZK 11,900",50.0709195,14.3828702,"Plzeňská, Prague - Košíře",1 bedroom with open-plan kitchen,45 m²,"CZK 3,100",Furnished,3,No,No,No,No,No,No,No,,207,738,198,"1,113",254,"1,221",111,541,"1,137",491,Excellent,"CZK 20,000",Personal,Brick building,,,Electric boiler,Middle floor,Overall,,,,,,,
571917,"CZK 11,000",50.0452871,14.445962,"Obětí 6. května, Prague - Krč",Small studio,35 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,225,585,251,265,286,198,334,454,901,183,Good,"CZK 20,000",Personal,Brick building,,,,Ground floor,,,,,,,,
445481,"CZK 13,500",50.0632917,14.4044072,"Radlická, Prague - Smíchov",Studio,37 m²,"CZK 3,021",Furnished,6,Yes,No,No,No,No,No,No,,46,471,96,835,36,224,626,598,806,521,,"CZK 16,000",Other,Brick building,,,,,,,,,,,,
646029,"CZK 8,000",50.074947,14.380774,"U Pernikářky, Prague - Smíchov",Studio,21 m²,"CZK 2,043",Partially furnished,2,No,No,Yes,No,No,Yes,No,27. 07. 2021,420,867,613,"1,166",588,"1,225",638,384,880,199,Excellent,"CZK 15,000",Personal,Brick building,,,,,,D,,,,,,
699572,"CZK 14,900",50.06328,14.42556,"Krokova, Prague - Nusle",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 03. 2022,335,720,316,351,338,477,383,261,385,293,Excellent,"CZK 25,000",Personal,Brick building,,,,,,G,,,,,,
630940,"CZK 16,000",50.005043,14.416374,"Československého Exilu, Prague - Modřany",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,56,82,362,202,230,208,652,877,680,37,Excellent,"CZK 25,000",Personal,Low-energy building,1 to 10 years years,Premium materials and solutions,,Middle floor,,B,,,,,,
435206,"CZK 18,000",50.0814446,14.4068608,"Všehrdova, Prague - Malá Strana",2 bedroom,66 m²,"CZK 4,000",Unfurnished,2,No,No,No,No,No,No,No,,113,286,183,500,46,297,135,484,390,287,Good,"CZK 18,000",Personal,Brick building,,,Gas boiler,Middle floor,Exterior,,,,,,,
698333,"CZK 15,000",50.13023,14.49125,"Makedonská, Prague - Střížkov",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,350,"1,167",282,"1,067",624,470,663,559,"1,178",44,New build,"CZK 20,000",Personal,Prefab concrete building,,,,,,G,,,,,,
610546,"CZK 15,000",50.106686,14.455039,"Jankovcova, Prague - Holešovice",1 bedroom with open-plan kitchen,50 m²,"CZK 4,500",Partially furnished,2,No,No,Yes,No,No,Yes,No,17. 01. 2022,218,806,73,619,54,570,567,"1,071",411,232,Excellent,"CZK 20,000",Personal,Brick building,over 50 years years,Premium materials and solutions,Electric boiler,Middle floor,Overall,D,,,,,,
498580,"CZK 17,500",50.1302231,14.4920009,"Makedonská, Prague - Střížkov",1 bedroom with open-plan kitchen,53 m²,"CZK 2,500",Partially furnished,4,Yes,No,No,No,Yes,Yes,No,01. 02. 2022,349,"1,103",215,"1,032",623,469,606,483,"1,176",71,New build,"CZK 20,000",Cooperative,Brick building,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,,C,Yes,,,,,
544208,"CZK 22,000",50.1036763,14.4361403,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Furnished,6,No,No,No,No,No,No,No,01. 02. 2022,327,981,217,493,171,298,607,299,798,,,"CZK 25,000",Personal,Brick building,,,Electric boiler,Middle floor,,,Yes,,,,,
496542,"CZK 13,000",50.1402095,14.5198279,"Miroslava Hajna, Prague - Letňany",Studio,40 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,408,553,"1,056","1,140",257,677,954,"1,010","1,213",234,New build,"CZK 13,000",Personal,Brick building,1 to 10 years years,,District heating,Middle floor,,,,,,,,
616754,"CZK 13,500",50.086345,14.371833,"Patočkova, Prague - Břevnov",1 bedroom with open-plan kitchen,43 m²,"CZK 3,300",Partially furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,39,665,402,608,62,391,419,280,696,493,New build,"CZK 20,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Middle floor,Interior,E,,,,,,
403607,"CZK 12,500",50.102335,14.445112,"Tovární, Prague - Holešovice",1 bedroom,32 m²,"CZK 1,500",Furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,163,205,202,443,174,110,138,290,568,91,,"CZK 13,000",Personal,Brick building,,,Other,Middle floor,Interior,,,,,,,
698912,"CZK 16,500",50.0724181,14.4583242,"Ruská, Prague - Vršovice",2 bedroom,63 m²,"CZK 2,500",Partially furnished,2,No,No,No,No,No,No,No,10. 01. 2022,60,760,56,537,96,535,314,309,731,350,Excellent,"CZK 16,500",Personal,Brick building,,,,,,G,,,,,,
630873,"CZK 13,900",50.03068,14.52172,"Michnova, Prague - Chodov",1 bedroom with open-plan kitchen,46 m²,"CZK 4,900",Partially furnished,1,No,No,Yes,No,No,Yes,No,17. 01. 2022,296,433,299,613,200,214,275,380,631,314,New build,"CZK 15,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Middle floor,Overall,B,,,,,,
699541,"CZK 19,000",50.10887,14.47533,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,42 m²,"CZK 1,700",Partially furnished,4,No,No,No,No,No,No,No,15. 01. 2022,306,813,278,526,301,356,408,635,375,200,New build,"CZK 38,000",Personal,Brick building,,Premium materials and solutions,,Top floor,Overall,G,,,,,,
228728,"CZK 9,900",49.996150613002,14.472742494809,"Švihovská, Prague - Písnice",Studio,30 m²,"CZK 3,000",,3,Yes,No,No,No,No,Yes,No,,485,"1,383",981,"1,176","1,171",778,,,,,New build,"CZK 25,000",Personal,Brick building,1 to 10 years years,,Central heating,Middle floor,,C,Yes,,,,,
698869,"CZK 12,500",50.03724,14.34137,"Přecechtělova, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,14. 02. 2022,426,218,252,"1,141",396,215,361,255,405,92,Good,"CZK 12,500",Personal,Prefab concrete building,,,,,,G,,,,,,
698871,"CZK 27,000",49.98339,14.36398,"Zbynická, Prague - Radotín",2 bedroom with open-plan kitchen,94 m²,"CZK 5,000",Furnished,3,Yes,No,No,No,Yes,Yes,No,15. 02. 2022,144,617,154,209,208,135,441,807,624,267,Excellent,"CZK 54,000",Personal,Brick building,,,,,,C,,,,,,
670314,"CZK 18,000",49.96831,14.38631,"Pelzova, Prague - Zbraslav",1 bedroom with open-plan kitchen,70 m²,"CZK 2,831",Partially furnished,1,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,122,"1,089",68,"1,240",367,102,498,329,149,,Excellent,"CZK 36,000",Personal,Brick building,1 to 10 years years,,District heating,Middle floor,,C,,,,,,
699525,"CZK 9,000",50.09854,14.34497,"V Středu, Prague - Vokovice",1 bedroom,50 m²,"CZK 1,000",Partially furnished,,No,No,No,No,No,No,No,24. 01. 2022,264,"1,407",310,927,33,523,270,435,294,37,Good,"CZK 18,000",Personal,Brick building,,,,,,G,,,,,,
163039,"CZK 8,500",50.1013985,14.4207461,"Čechova, Prague - Bubeneč",Studio,34 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,,223,299,128,155,56,384,100,381,297,,,,Personal,Brick building,,,,,,,,,,,,
300275,"CZK 14,500",50.0571704,14.4306015,"Na Klikovce, Prague - Nusle",Studio,31 m²,"CZK 2,000",Furnished,4,No,No,Yes,No,No,Yes,No,,72,881,246,300,61,222,770,436,103,209,Excellent,"CZK 20,000",Personal,Brick building,,Premium materials and solutions,Central heating,Middle floor,Interior,,,,,,,
649872,"CZK 45,000",50.076742,14.432595,"Londýnská, Prague - Vinohrady",2 bedroom with open-plan kitchen,98 m²,"CZK 5,000",Unfurnished,4,Yes,No,No,No,No,Yes,No,10. 01. 2022,103,247,2,100,45,229,381,458,327,481,Excellent,"CZK 80,000",Personal,Brick building,,Premium materials and solutions,District heating,Middle floor,Interior,G,,,,,,
695000,"CZK 8,900",50.0557,14.48176,"Záběhlická, Prague - Záběhlice",1 bedroom,45 m²,"CZK 3,000",Unfurnished,3,No,No,No,No,No,No,No,17. 01. 2022,149,"1,394",438,"1,407",523,858,"1,163","1,052",488,483,Excellent,"CZK 12,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,Top floor,,G,,,,,,
567748,"CZK 16,000",50.1042544,14.5125689,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,50 m²,"CZK 4,379",Furnished,3,Yes,No,No,No,No,No,No,01. 03. 2022,197,228,"1,328",981,475,804,"1,048",771,229,,,"CZK 40,000",Personal,Brick building,1 to 10 years years,,,,,,Yes,,,,,
697593,"CZK 17,500",50.04428,14.51449,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,236,377,442,431,"1,160",511,"1,293",142,,,New build,"CZK 35,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,,B,,,,,,
479493,"CZK 20,000",50.0802798,14.367959,"Tomanova, Prague - Břevnov",3 bedroom,56 m²,"CZK 3,200",Partially furnished,2,Yes,No,Yes,No,No,No,No,15. 01. 2022,77,901,612,652,614,791,736,912,704,229,,"CZK 30,000",Personal,Brick building,,,Central heating,,,G,,,50 m²,,,
566286,"CZK 15,500",50.044055,14.4908968,"Choceradská, Prague - Záběhlice",2 bedroom,53 m²,"CZK 3,500",Furnished,5,No,No,No,No,No,No,No,01. 01. 2022,173,539,429,585,539,247,"1,011","1,320",53,,,"CZK 31,000",Personal,Brick building,,Premium materials and solutions,District heating,Top floor,Interior,D,,,,,,
82612,"CZK 11,500",50.0542626,14.509166,"jasmínova, Prague - Záběhlice",1 bedroom,38 m²,"CZK 3,200",Partially furnished,5,No,No,No,Yes,No,No,No,01. 03. 2022,154,727,656,768,457,722,737,729,"1,116",329,Excellent,"CZK 18,000",Personal,Other,10 to 30 years years,,District heating,,,B,,,,,,
698813,"CZK 15,000",50.06466,14.45598,"Přípotoční, Prague - Vršovice",1 bedroom with open-plan kitchen,56 m²,"CZK 3,700",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2022,243,306,242,550,259,625,219,474,411,184,New build,"CZK 20,000",Personal,Brick building,,,,,,C,,,,,,
698800,"CZK 13,000",50.0574,14.48562,"V Ochozu, Prague - Záběhlice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,100",Partially furnished,3,No,No,No,No,No,No,No,10. 01. 2022,587,"1,337",568,809,838,901,"1,393",669,848,,Excellent,"CZK 26,000",Personal,Prefab concrete building,,,,,,G,,,,,,
698797,"CZK 16,000",50.0755465,14.4421597,"Budečská, Prague - Vinohrady",2 bedroom,95 m²,"CZK 4,000",Partially furnished,,No,No,No,No,No,Yes,No,01. 02. 2022,155,180,149,327,31,258,300,225,368,530,Good,,Other,Brick building,,,,,,G,,,,,,
699478,"CZK 15,000",50.10187,14.36356,"Nad Šárkou, Prague - Dejvice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,No,No,No,No,24. 01. 2022,341,748,833,384,579,649,876,673,"1,037",420,Excellent,"CZK 20,000",Personal,Brick building,,,,,,G,,,,,,
412242,"CZK 10,500",50.0681018,14.3501141,"Plzeňská, Prague - Motol",Studio,30 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,Yes,No,20. 12. 2021,265,507,"1,395",337,934,887,"1,220",198,890,,New build,"CZK 13,500",Personal,Brick building,1 to 10 years years,,Central heating,Middle floor,,A,,,,,,
572813,"CZK 16,000",50.0160639,14.4388525,Prague - Kamýk,1 bedroom,36 m²,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2021,194,"1,084",38,"1,200",730,299,465,554,745,392,Excellent,"CZK 16,000",Personal,Prefab concrete building,10 to 30 years years,Standard materials and solutions,District heating,Middle floor,Interior,,,,,,,
690067,"CZK 20,000",50.13068,14.43328,"Bukolská, Prague - Bohnice",3 bedroom,73 m²,"CZK 4,500",Partially furnished,2,No,No,No,Yes,Yes,Yes,No,29. 10. 2021,293,147,573,55,897,651,201,236,80,,Excellent,"CZK 39,993",Personal,Prefab concrete building,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,Interior,G,,,,,,
148958,"CZK 16,000",50.0552532,14.4472108,"Na výsledku II, Prague - Nusle",2 bedroom,58 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 02. 2021,444,802,274,574,496,"1,044",346,172,850,412,Excellent,"CZK 27,000",Personal,Brick building,over 50 years years,Standard materials and solutions,Gas boiler,,,C,,,,,,
698763,"CZK 12,000",50.0478296,14.5599363,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Unfurnished,1,No,No,Yes,No,Yes,Yes,No,10. 01. 2022,348,959,491,"1,037",69,"1,104",231,238,749,85,Good,"CZK 30,000",Personal,Prefab concrete building,,,,,,G,,,,,,
625757,"CZK 17,900",50.072344,14.439922,"Jana Masaryka, Prague - Vinohrady",1 bedroom,49 m²,"CZK 1,900",,2,No,No,No,No,No,Yes,No,16. 11. 2021,151,370,148,629,46,497,204,285,670,428,Excellent,"CZK 20,000",Personal,Brick building,,,,,,B,,,,,,
596845,"CZK 14,500",50.03448,14.486659,"Kloknerova, Prague - Chodov",1 bedroom with open-plan kitchen,48 m²,"CZK 3,800",Partially furnished,48,No,No,Yes,No,No,Yes,No,01. 02. 2022,247,649,289,483,139,449,569,844,484,288,Excellent,"CZK 32,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Top floor,Overall,B,,,,,,
680782,"CZK 10,000",50.08588,14.37037,"Nad Kajetánkou, Prague - Břevnov",Studio,40 m²,"CZK 1,600",Partially furnished,3,No,No,No,No,No,Yes,No,23. 08. 2021,187,746,406,601,143,440,468,285,745,626,Excellent,"CZK 15,000",Cooperative,Brick building,,,District heating,Middle floor,Overall,G,,,50 m²,,,
680515,"CZK 19,900",50.11066,14.4517,"Varhulíkové, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 3,800",Furnished,5,Yes,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,106,957,476,769,459,555,413,"1,232",686,354,Excellent,"CZK 30,000",Personal,Brick building,,,,,,C,,,,,,
698986,"CZK 13,000",50.02618,14.61244,"Saturnova, Prague - Uhříněves",1 bedroom with open-plan kitchen,53 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,Yes,No,Yes,Yes,11. 01. 2022,433,"1,223",759,"1,219",953,966,"1,038",,,,New build,"CZK 20,000",Personal,Brick building,,,,,,D,,,,,,
