Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Heating,Total number of floors,PENB,Age,Design,Renovation,Front garden,Developer name,Project name,Kód jednotky,Administration fee
586698,"CZK 15,600",50.1349,14.37943,"Májová, Prague - Suchdol",1 bedroom with open-plan kitchen,45 m²,"CZK 3,300",Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,100,146,235,151,165,127,712,319,746,579,New build,"CZK 20,000",Personal,Brick building,Yes,Central heating,Middle floor,,1 to 10 years years,,,,,,,
698218,"CZK 12,500",50.10986,14.39909,"Ve Struhách, Prague - Bubeneč",1 bedroom,50 m²,"CZK 2,500",Unfurnished,2,No,No,No,No,No,No,No,07. 01. 2022,423,371,946,410,772,597,534,866,326,,Excellent,"CZK 15,000",Personal,Brick building,,,,G,,,,,,,,
680047,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,73 m²,"CZK 13,250",Furnished,5,No,No,No,No,No,Yes,No,10. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
680027,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,69 m²,"CZK 14,991",Furnished,6,Yes,Yes,No,No,No,Yes,No,10. 01. 2022,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,,,,,,
695226,"CZK 17,456",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,35 m²,"CZK 5,819",Furnished,3,No,No,No,No,No,Yes,No,10. 01. 2022,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,,,,
698142,"CZK 18,000",50.11104,14.61902,"Chodovická, Prague - Horní Počernice",2 bedroom with open-plan kitchen,69 m²,"CZK 4,000",Partially furnished,2,No,No,No,Yes,No,Yes,No,10. 01. 2022,222,"1,032",206,744,597,116,946,241,,,Excellent,"CZK 21,000",Cooperative,Prefab concrete building,,District heating,,G,,,Overall,,,,,
549603,"CZK 20,000",50.0587913,14.3939796,"Pechlátova, Prague - Radlice",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,,162,579,477,496,451,776,212,861,168,46,New build,"CZK 25,000",Personal,Brick building,Yes,Central heating,,,,,,,,,,
610511,"CZK 14,000",50.085038,14.44952,"Cimburkova, Prague - Žižkov",1 bedroom with open-plan kitchen,35 m²,"CZK 3,707",,6,Yes,No,No,No,No,Yes,No,05. 01. 2022,281,180,53,207,51,148,88,237,120,597,Excellent,"CZK 14,000",Personal,Brick building,,,,C,,,,,,,,
618294,"CZK 11,500",50.115462,14.507455,"Na Vysočanských Vinicích, Prague - Vysočany",Studio,23 m²,"CZK 1,700",Partially furnished,1,No,Yes,No,No,No,No,No,01. 04. 2022,311,"1,043",754,759,362,857,"1,079",472,684,197,Excellent,"CZK 15,000",Personal,Brick building,,Gas boiler,,B,,Premium materials and solutions,,10 m²,,,,
680097,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,82 m²,"CZK 29,537",Furnished,6,No,Yes,No,No,No,Yes,No,10. 01. 2022,262,583,62,229,43,244,476,576,376,483,,,,,,,,,,,,,,,,
680050,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,75 m²,"CZK 13,250",Furnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
693259,"CZK 23,250",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,48 m²,"CZK 7,750",Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,,,,,,
694718,"CZK 18,600",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,29 m²,"CZK 6,200",Furnished,5,No,Yes,No,No,No,Yes,No,01. 02. 2022,472,536,115,535,55,394,404,513,675,431,,,,,,,,,,,,,,,,
404507,"CZK 12,000",50.0561286,14.4214707,Prague - Podolí,1 bedroom with open-plan kitchen,44 m²,"CZK 2,500",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,314,461,345,234,292,458,173,781,390,136,Excellent,,Personal,Brick building,,Central heating,Middle floor,,,,,,,,,
616762,"CZK 15,000",50.082054,14.445145,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",,1,No,No,No,No,No,No,No,01. 03. 2022,465,572,204,569,14,278,313,263,588,250,Excellent,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
569258,"CZK 9,150",50.1062085,14.4788633,"Kotlaska, Prague - Libeň",Small studio,16 m²,"CZK 1,600",Furnished,1,No,No,No,No,Yes,Yes,No,01. 01. 2022,272,554,219,525,95,507,515,162,447,180,,,Personal,Brick building,Yes,Central heating,,B,,,,,,,,
649848,"CZK 12,500",50.084681,14.483431,Prague - Strašnice,Studio,40 m²,"CZK 2,500",Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,129,"1,340",617,"1,226",546,958,"1,093",214,512,399,New build,"CZK 20,000",Personal,Prefab concrete building,,,,B,,,,,,,,
698200,"CZK 15,000",50.05267,14.33016,"Smetáčkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,58 m²,"CZK 3,500",Unfurnished,2,Yes,No,Yes,No,No,Yes,Yes,05. 01. 2022,110,"1,161",373,"1,126",710,681,"1,094",524,283,589,Excellent,"CZK 15,000",Personal,Brick building,,,,D,,,,,,,,
680018,"CZK 38,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 12,750",Furnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,
695370,"CZK 29,700",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,92 m²,"CZK 9,900",Furnished,7,No,Yes,No,No,No,Yes,No,10. 01. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,
693716,"CZK 24,750",50.0778888,14.4403889,"Mánesova, Prague - Vinohrady",Studio,60 m²,"CZK 8,250",Furnished,7,No,No,No,No,No,Yes,No,12. 02. 2022,229,544,212,97,87,308,108,378,237,578,,,,,,,,,,,,,,,,
688331,"CZK 29,250",50.0830689,14.4668702,"Olšanská d, Prague - Žižkov",1 bedroom with open-plan kitchen,85 m²,"CZK 9,750",Furnished,4,No,Yes,No,No,No,Yes,Yes,10. 01. 2022,213,228,353,747,332,258,643,491,336,409,,,,,,,,,,,,,,,,
390870,"CZK 23,000",50.0860618,14.441891,"Řehořova, Prague - Žižkov",3 bedroom,96 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,10. 12. 2021,361,634,225,337,177,620,554,594,647,663,Excellent,"CZK 23,000",Personal,Brick building,,Central heating,Middle floor,D,1 to 10 years years,Standard materials and solutions,Overall,,,,,
690075,"CZK 15,000",50.0368181,14.4125987,"Branická, Prague - Braník",1 bedroom with open-plan kitchen,51 m²,"CZK 2,500",Partially furnished,1,No,Yes,Yes,No,No,No,No,01. 01. 2022,189,181,39,1,273,145,255,"1,325",338,,Excellent,"CZK 30,000",Personal,Brick building,,,,G,,,,,,,,
689563,"CZK 19,000",50.08281,14.40594,"Všehrdova, Prague - Malá Strana",1 bedroom with open-plan kitchen,54 m²,"CZK 4,900",Furnished,1,No,Yes,No,No,No,No,No,01. 01. 2022,256,389,301,677,15,448,313,384,272,291,Good,"CZK 25,000",Personal,Other,,Central heating,Ground floor,G,,,,15 m²,,,,
698188,"CZK 16,000",50.089724,14.4656247,"Koněvova, Prague - Žižkov",2 bedroom,72 m²,CZK 580,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,107,781,131,82,68,278,609,638,576,204,Excellent,"CZK 16,580",Personal,Brick building,,,,E,,,,,,,,
679993,"CZK 22,500",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,60 m²,"CZK 7,500",Furnished,3,Yes,No,No,No,No,Yes,No,10. 01. 2022,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,,,,
694705,"CZK 32,000",50.02917,14.36234,"Hugo Haase, Prague - Hlubočepy",3 bedroom with open-plan kitchen,110 m²,"CZK 6,000",Partially furnished,3,Yes,No,No,No,No,Yes,No,06. 12. 2021,420,"1,302",543,"1,282",284,"1,320",513,753,837,526,New build,"CZK 50,000",Cooperative,Other,,,,B,1 to 10 years years,,,,,,,
630064,"CZK 9,900",50.072771,14.391588,"Grafická, Prague - Smíchov",Studio,16 m²,"CZK 2,000",,4,No,No,No,No,No,No,No,01. 02. 2022,211,"1,053",143,744,112,871,230,877,"1,083",102,New build,"CZK 12,000",Cooperative,Brick building,,,,C,,,,,,,,
698170,"CZK 15,000",50.10792,14.48544,"Kovanecká, Prague - Libeň",2 bedroom,58 m²,"CZK 3,500",Partially furnished,1,No,No,Yes,Yes,No,No,No,10. 01. 2022,310,461,239,519,252,679,326,370,186,406,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,,G,,,,,,,,
423147,"CZK 15,000",50.0686181,14.369871,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,38 m²,"CZK 3,500",Furnished,1,No,Yes,Yes,No,No,Yes,No,04. 01. 2022,192,544,59,293,128,186,228,"1,177",548,252,Excellent,"CZK 25,000",Personal,Brick building,Yes,,Ground floor,,,,,15 m²,,,,
264317,"CZK 18,000",50.0738665,14.4087585,"Lesnická, Prague - Smíchov",2 bedroom,90 m²,CZK 500,,2,No,No,No,No,No,No,No,05. 01. 2022,225,377,141,329,60,457,385,936,"1,132",565,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,
698172,"CZK 15,000",50.0978,14.35663,"Evropská, Prague - Vokovice",2 bedroom with open-plan kitchen,55 m²,"CZK 3,900",Partially furnished,1,No,No,Yes,Yes,No,No,No,05. 01. 2022,202,456,302,283,183,313,274,122,927,251,Excellent,"CZK 20,000",Cooperative,Prefab concrete building,,,,B,,,,,,,,
626018,"CZK 10,500",50.065777,14.495926,"Strančická, Prague - Strašnice",Studio,34 m²,"CZK 2,700",Furnished,,No,Yes,No,No,No,No,No,01. 03. 2022,190,"1,464",236,"1,168",304,473,296,403,820,492,New build,"CZK 10,500",Personal,Brick building,,,,A,1 to 10 years years,,,13 m²,,,,
680056,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,59 m²,"CZK 12,000",Furnished,-1,No,No,No,No,No,No,No,10. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
697317,"CZK 60,000",50.0844534,14.4142848,"Náprstkova, Prague - Staré Město",2 bedroom,120 m²,"CZK 20,000",Furnished,2,No,No,No,No,No,No,No,10. 01. 2022,81,691,54,466,24,287,520,610,545,144,,,,,,,,,,,,,,,,
680007,"CZK 45,000",50.082182161145,14.415757035582,"Karoliny Světlé, Prague - Staré Město",2 bedroom,72 m²,"CZK 15,000",Furnished,3,No,No,No,No,No,Yes,No,10. 01. 2022,186,811,109,132,85,110,274,275,231,398,,,,,,,,,,,,,,,,
697745,"CZK 21,900",50.07902,14.4559,"Lucemburská, Prague - Vinohrady",2 bedroom,71 m²,CZK 520,Partially furnished,5,No,No,Yes,No,No,Yes,Yes,03. 01. 2022,233,395,73,252,97,448,533,503,844,141,New build,"CZK 21,900",Personal,Brick building,,,,G,,,,,,,,
698166,"CZK 12,700",50.0925,14.44382,"Sokolovská, Prague - Karlín",Studio,27 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,01. 03. 2022,113,295,83,294,18,293,279,"1,017",374,318,New build,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
501751,"CZK 12,500",50.0750204,14.4851619,"Krátká, Prague - Vinohrady",Small studio,35 m²,"CZK 1,000",Partially furnished,1,No,No,No,No,No,No,No,05. 01. 2022,349,587,154,439,345,461,588,588,970,286,,"CZK 13,500",Personal,Brick building,,,,,,,Interior,,,,,
697506,"CZK 13,200",50.10077,14.41751,"Jana Zajíce, Prague - Bubeneč",1 bedroom,44 m²,"CZK 2,800",Furnished,5,No,No,No,No,No,No,No,03. 01. 2022,101,486,242,365,89,572,254,161,196,,Good,"CZK 26,000",Cooperative,Brick building,,,,G,,,,,,,,
698164,"CZK 22,000",50.0882848,14.4258186,Prague - Staré Město,1 bedroom with open-plan kitchen,65 m²,"CZK 4,480",,,No,No,No,No,No,No,No,Ihned,257,199,33,189,39,366,276,258,250,266,Excellent,"CZK 48,000",Personal,Other,,,,,,,,,,,,
698158,"CZK 14,000",50.0465,14.55732,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,Yes,Yes,No,10. 01. 2022,130,668,353,746,235,813,356,206,458,99,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,G,,,,,,,,
698155,"CZK 13,000",50.08935,14.47369,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,6,Yes,No,Yes,No,No,Yes,No,05. 01. 2022,334,854,225,381,173,274,221,175,509,330,Excellent,"CZK 16,000",Personal,Brick building,,Gas boiler,Top floor,A,over 50 years years,Standard materials and solutions,Overall,,,,,
690506,"CZK 54,188",50.0809579,14.4249745,"Vodičkova, Prague - Nové Město",1 bedroom,35 m²,"CZK 18,062",Furnished,4,No,No,No,No,No,No,No,10. 01. 2022,134,476,148,50,45,79,203,785,249,355,,,,,,,,,,,,,,,,
696924,"CZK 31,706",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,180 m²,"CZK 10,569",Furnished,1,Yes,Yes,No,No,No,No,Yes,10. 01. 2022,695,843,921,,,,,,,,,,,,,,,,,,,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,"Opatovická, Prague - Nové Město",1 bedroom,,"CZK 11,250",Furnished,3,No,No,No,No,No,No,No,10. 01. 2022,208,625,166,256,8,279,151,489,199,646,,,,,,,,,,,,,,,,
680075,"CZK 37,500",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,40 m²,"CZK 12,500",Furnished,-1,No,Yes,No,No,No,No,No,10. 01. 2022,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,,,,,,,,,,
680053,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,2,No,No,No,No,No,Yes,No,10. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
689077,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,65 m²,"CZK 8,750",Furnished,2,No,No,No,No,No,No,No,10. 01. 2022,242,542,99,271,176,314,456,822,634,593,,,,,,,,,,,,,,,,
697991,"CZK 20,306",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,38 m²,"CZK 6,769",Furnished,2,No,No,No,No,No,No,No,10. 01. 2022,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,,,,,,
679998,"CZK 37,500",50.0932606,14.457484,"Lyčkovo náměstí, Prague - Karlín",1 bedroom,46 m²,"CZK 12,500",Furnished,3,No,No,No,No,No,Yes,No,10. 01. 2022,254,835,179,436,125,299,66,"1,356",350,193,,,,,,,,,,,,,,,,
690181,"CZK 41,850",50.0883535,14.4185437,"Maiselova, Prague - Josefov",2 bedroom,89 m²,"CZK 13,950",Furnished,3,No,No,No,No,No,No,No,10. 01. 2022,190,239,178,330,3,452,307,572,33,553,,,,,,,,,,,,,,,,
697975,"CZK 11,948",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,24 m²,"CZK 3,982",Furnished,1,No,No,No,No,No,No,No,14. 02. 2022,207,626,116,221,143,278,376,548,644,639,,,,,,,,,,,,,,,,
698150,"CZK 17,000",50.06596,14.37219,"Nad Turbovou, Prague - Košíře",2 bedroom,67 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,No,No,No,05. 01. 2022,210,810,450,624,598,655,292,"1,074",809,175,Good,"CZK 34,000",Cooperative,Brick building,,,,G,,,,,,,,
97099,"CZK 12,000",50.0705143,14.4869727,"Na hroude, Prague - Strašnice",Studio,45 m²,"CZK 2,878",Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 01. 2022,154,829,520,581,186,253,381,695,357,276,,"CZK 15,000",Personal,Brick building,Yes,Central heating,,,,,,,,,,
621507,"CZK 19,500",50.035758,14.483837,Prague - Chodov,2 bedroom with open-plan kitchen,80 m²,"CZK 3,500",Partially furnished,2,Yes,No,No,Yes,No,No,No,31. 08. 2020,215,"1,064",273,965,315,930,597,"1,326",410,108,Excellent,"CZK 30,000",Personal,Prefab concrete building,,District heating,Middle floor,B,,Standard materials and solutions,Overall,,,,,
265022,"CZK 12,700",50.0372661,14.5076689,"Donovalská, Prague - Chodov",Studio,30 m²,"CZK 1,900",Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 02. 2022,91,842,182,263,421,425,414,258,142,,Excellent,"CZK 20,000",Personal,Prefab concrete building,,District heating,Middle floor,B,,Standard materials and solutions,Overall,,,,,
587134,"CZK 19,000",50.071571,14.476267,"Bajkalská, Prague - Vršovice",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Furnished,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,179,66,183,342,66,156,204,285,442,287,Excellent,"CZK 20,000",Personal,Brick building,,Gas boiler,Top floor,C,1 to 10 years years,Standard materials and solutions,Overall,,,,,
547750,"CZK 12,500",50.0397661,14.5691725,Prague - Horní Měcholupy,Studio,33 m²,"CZK 2,800",Partially furnished,4,Yes,Yes,No,No,No,Yes,No,22. 01. 2022,302,887,529,752,700,343,444,640,"1,245",354,Excellent,"CZK 25,000",Personal,Other,,,Middle floor,C,1 to 10 years years,,,,,,,
691037,"CZK 41,625",50.0806286,14.4175374,"Ostrovní, Prague - Nové Město",3 bedroom with open-plan kitchen,112 m²,"CZK 13,875",Furnished,4,No,Yes,No,No,No,Yes,No,10. 01. 2022,168,738,31,217,8,217,106,336,114,565,,,,,,,,,,,,,,,,
696995,"CZK 41,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",1 bedroom with open-plan kitchen,80 m²,"CZK 13,750",Furnished,6,No,Yes,No,No,No,Yes,No,10. 01. 2022,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,,,,,
690488,"CZK 18,000",50.0820746,14.482309,"Na Třebešíně, Prague - Strašnice",1 bedroom with open-plan kitchen,46 m²,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,10. 01. 2022,211,"1,258",662,"1,150",181,848,"1,132",609,96,214,,,,,,,,,,,,,,,,
697101,"CZK 18,675",50.0667869,14.4553047,"Sportovní, Prague - Vršovice",1 bedroom with open-plan kitchen,45 m²,"CZK 6,225",Furnished,2,No,Yes,No,No,No,No,No,10. 01. 2022,79,38,77,287,79,287,384,531,326,376,,,,,,,,,,,,,,,,
543563,"CZK 15,000",50.0620761,14.4503569,Prague - Nusle,2 bedroom,50 m²,"CZK 1,650",Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,272,906,349,571,275,642,598,296,893,353,,"CZK 16,650",Personal,Brick building,,,,,,,,,,,,
698143,"CZK 16,000",50.0910383,14.4902015,Prague - Žižkov,2 bedroom,54 m²,"CZK 4,700",,,Yes,No,No,No,No,Yes,No,01. 02. 2022,158,202,347,412,227,206,411,416,465,130,Excellent,"CZK 41,400",Personal,Brick building,,,,,,,,,,,,
612642,"CZK 14,000",50.11433,14.467836,"Na Korábě, Prague - Libeň",2 bedroom,56 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,No,No,31. 01. 2022,237,"1,108",156,"1,243",258,343,159,"1,385",863,188,Excellent,"CZK 40,000",Personal,Brick building,,District heating,,,,,,,,,,
630457,"CZK 9,000",50.071753,14.431997,"Lublaňská, Prague - Nové Město",Small studio,25 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,12. 10. 2020,216,344,70,346,22,280,306,274,647,724,Good,,Other,Brick building,,,,E,,,,,,,,
698138,"CZK 11,000",50.06946,14.37053,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Partially furnished,3,No,No,No,No,No,No,No,28. 02. 2022,166,447,174,180,72,159,305,"1,161",624,79,Good,"CZK 11,000",Personal,Brick building,,,,D,,,,,,,,
688191,"CZK 22,500",50.0291416,14.531568,"Mnichovická, Prague - Háje",3 bedroom,78 m²,"CZK 7,500",Furnished,11,No,No,No,No,No,Yes,No,01. 02. 2022,298,519,190,207,386,448,309,344,508,132,,,,,,,,,,,,,,,,
690498,"CZK 23,441",50.0840733,14.5137237,"Niederleho, Prague - Malešice",3 bedroom with open-plan kitchen,85 m²,"CZK 7,814",Furnished,2,Yes,No,No,No,No,No,No,10. 01. 2022,324,"1,262",554,"1,172",336,576,910,"1,176",353,189,,,,,,,,,,,,,,,,
682046,"CZK 14,000",50.13787,14.55315,"Luštěnická, Prague - Kbely",1 bedroom with open-plan kitchen,56 m²,"CZK 4,100",Partially furnished,3,Yes,No,No,No,Yes,No,No,01. 09. 2021,268,745,459,581,795,"1,001",398,"1,090",212,,Excellent,"CZK 36,000",Personal,Brick building,,,,C,,,,,,,,
695857,"CZK 15,500",50.10336,14.51256,"Podkovářská, Prague - Vysočany",1 bedroom with open-plan kitchen,63 m²,"CZK 3,913",Partially furnished,4,No,No,No,No,No,Yes,No,01. 04. 2022,102,296,"1,266",916,410,648,"1,168",891,269,,Excellent,"CZK 30,000",Personal,Brick building,,,,C,,,,,,,,
698129,"CZK 14,000",50.12534,14.49732,"Českolipská, Prague - Střížkov",3 bedroom,56 m²,"CZK 6,000",Unfurnished,2,No,No,Yes,No,No,Yes,No,10. 01. 2022,181,329,349,280,272,434,355,201,"1,151",146,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,,G,,,,,,,,
693866,"CZK 43,106",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,110 m²,"CZK 14,369",Furnished,4,No,No,No,No,No,Yes,Yes,17. 01. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,
697549,"CZK 14,996",50.1080609,14.4828384,"Nad Kolčavkou A, Prague - Libeň",Studio,32 m²,"CZK 4,999",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,420,741,425,495,194,893,285,624,454,365,,,,,,,,,,,,,,,,
694323,"CZK 14,500",50.051122,14.3303108,"Harmonická, Prague - Stodůlky",1 bedroom with open-plan kitchen,68 m²,"CZK 3,000",Furnished,1,Yes,No,Yes,No,No,Yes,No,01. 12. 2021,144,938,487,903,582,458,870,414,407,359,Excellent,,Personal,Brick building,Yes,District heating,,B,,,,,,,,
631597,"CZK 12,000",50.06986,14.37962,"Vrchlického, Prague - Košíře",Studio,23 m²,CZK 590,Furnished,2,No,No,No,No,No,Yes,No,15. 01. 2022,163,309,95,615,213,722,214,721,973,452,Excellent,,Personal,Brick building,,Central heating,,G,,,,,,,,
686402,"CZK 15,000",50.03625,14.59283,"V Bytovkách, Prague - Uhříněves",2 bedroom with open-plan kitchen,56 m²,"CZK 3,300",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 12. 2021,168,953,305,756,647,742,386,269,"1,149",51,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,Middle floor,G,1 to 10 years years,,,,,,,
540016,"CZK 15,000",50.0703706,14.473996,Prague - Vršovice,1 bedroom with open-plan kitchen,57 m²,"CZK 2,400",Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,210,291,119,330,71,338,242,283,280,220,,"CZK 17,400",Personal,Brick building,,District heating,Middle floor,,1 to 10 years years,Standard materials and solutions,Overall,-1 m²,,,,
633017,"CZK 10,900",50.073347,14.429008,"Sokolská, Prague - Nové Město",Studio,28 m²,"CZK 4,100",Furnished,3,No,No,No,No,Yes,Yes,No,05. 01. 2022,165,741,184,331,26,278,415,490,473,523,Excellent,"CZK 5,000",Personal,Brick building,,Central heating,Ground floor,C,1 to 10 years years,Premium materials and solutions,Overall,,,,,
698117,"CZK 11,500",50.1032213,14.5187387,"Poděbradská, Prague - Vysočany",Studio,23 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,Yes,No,15. 02. 2022,88,"1,460",182,"1,442",789,191,"1,067","1,486","1,035",548,New build,"CZK 20,000",Personal,Other,Yes,Central heating,,B,,Standard materials and solutions,,,,,,
577030,"CZK 10,500",50.0726106,14.3916102,"Grafická, Prague - Smíchov",1 bedroom,33 m²,CZK 485,,3,No,No,No,No,No,No,No,05. 01. 2022,212,"1,055",142,746,111,872,232,876,"1,084",101,Good,"CZK 22,000",Personal,Brick building,,Other,Top floor,G,over 50 years years,Standard materials and solutions,Interior,,,,,
567338,"CZK 9,000",50.1195571,14.4533872,Prague - Libeň,Studio,30 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,No,No,01. 08. 2019,519,578,495,713,458,459,637,840,888,668,,"CZK 10,000",Cooperative,Brick building,,Gas boiler,Ground floor,D,,Standard materials and solutions,,,,,,
429687,"CZK 13,500",50.1299316,14.4847606,"Černého, Prague - Střížkov",3 bedroom,72 m²,"CZK 3,600",Partially furnished,7,Yes,No,No,No,No,No,No,01. 10. 2021,238,"1,269",431,"1,304",324,423,162,808,"1,030",119,Excellent,"CZK 13,500",Personal,Prefab concrete building,,District heating,Top floor,C,30 to 50 years years,Standard materials and solutions,Exterior,,,,,
108759,"CZK 11,500",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,000",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,,"CZK 29,000",Personal,Brick building,,,,C,,,,,,,,
377247,"CZK 17,000",50.1203774,14.4826323,"Chrastavská, Prague - Střížkov",2 bedroom with open-plan kitchen,52 m²,"CZK 3,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 03. 2022,154,"1,345",273,"1,283",143,961,411,435,483,111,,"CZK 30,000",Personal,Brick building,,Electric boiler,Middle floor,B,,,Overall,,,,,
688143,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,10. 01. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,
694841,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,34 m²,"CZK 8,693",Furnished,6,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,,,,
694676,"CZK 27,788",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,54 m²,"CZK 9,262",Furnished,7,No,No,No,No,No,Yes,No,31. 01. 2022,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,,,,,
