Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Heating,Age,Design,Total number of floors,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
709620,"CZK 11,990",50.11624833333,14.46934333333,"Na stráži, Prague - Libeň",1 bedroom with open-plan kitchen,Good,49 m²,"CZK 1,339","CZK 13,327","CZK 13,327

                                
                                
                
i",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,E,108,956,19,"1,404",80,248,375,"1,113","1,094",443,,,,,,,,,,,,
670756,"CZK 13,500",50.09687,14.46518,"Molákova, Prague - Karlín",Studio,Excellent,28 m²,"CZK 2,500","CZK 20,000",,Personal,Prefab concrete building,Furnished,1,No,Yes,No,No,No,No,No,G,116,"1,185",101,"1,040",234,780,434,694,909,141,07. 05. 2022,,,,,,,,,,,
384014,"CZK 14,500",50.0624402,14.4490808,"ulice Kloboučnická, Prague - Nusle",1 bedroom with open-plan kitchen,,45 m²,"CZK 2,600","CZK 20,000",,Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,,250,901,344,544,248,651,572,405,884,462,01. 06. 2022,Gas boiler,,,,,,,,,,
683613,"CZK 16,000",50.01222,14.63183,"K Říčanům, Prague - Kolovraty",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,500","CZK 32,000",,Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,Yes,No,C,63,330,700,634,801,672,395,"1,026",424,,01. 06. 2022,,1 to 10 years years,Standard materials and solutions,,,,,,,,
361523,"CZK 12,000",50.1390794,14.5127743,"Stará náves, Prague - Letňany",Studio,Excellent,35 m²,"CZK 3,500","CZK 16,000",,Cooperative,Brick building,Furnished,2,Yes,No,No,No,No,No,No,,404,397,572,851,300,348,458,750,708,159,01. 06. 2022,,10 to 30 years years,Standard materials and solutions,Middle floor,,,,,,,
717486,"CZK 7,500",50.09231,14.49379,"Koněvova, Prague - Žižkov",Small studio,Good,20 m²,"CZK 1,500","CZK 15,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,C,168,216,120,525,269,238,372,408,636,167,01. 06. 2022,District heating,10 to 30 years years,Standard materials and solutions,Raised ground floor,Bathroom unit,,,,,,
717482,"CZK 16,500",50.0605,14.43398,"Žateckých, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 2,400",,,Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,G,258,901,55,529,124,477,273,592,539,427,09. 05. 2022,,,,,,,,,,,
717479,"CZK 20,500",50.04779,14.4379,"Bartákova, Prague - Krč",2 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 6,500",,,Personal,Prefab concrete building,Unfurnished,3,No,No,Yes,Yes,No,Yes,No,C,252,415,234,487,210,490,369,510,242,135,15. 06. 2022,,,,,,,,,,,
448701,"CZK 16,000",50.0769189,14.4655804,"Slezská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 32,000",,Personal,Brick building,Unfurnished,5,No,No,No,No,No,Yes,No,,146,326,187,433,176,400,100,720,144,121,23. 05. 2022,Gas boiler,,,,Interior,,,,,,
576447,"CZK 15,000",50.0582331,14.4521541,"Magistrů, Prague - Michle",Studio,New build,40 m²,"CZK 3,000","CZK 30,000",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,Yes,No,B,260,631,391,300,42,983,184,518,385,394,01. 04. 2022,Central heating,1 to 10 years years,Standard materials and solutions,,Exterior,Yes,,,,,
545754,"CZK 16,500",50.0833811,14.4649759,"Olšanská, Prague - Žižkov",Studio,New build,42 m²,"CZK 2,500","CZK 30,000",,Personal,Low-energy building,Partially furnished,1,No,No,No,No,Yes,Yes,No,A,69,338,462,526,396,322,466,595,399,460,01. 06. 2022,District heating,1 to 10 years years,Premium materials and solutions,Middle floor,,Yes,,,,,
647743,"CZK 24,000",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,900",,,Personal,Brick building,,6,No,Yes,No,No,Yes,Yes,No,G,322,273,32,180,43,69,245,976,163,571,31. 05. 2022,Central heating,,Premium materials and solutions,Top floor,Overall,,,,,,
717472,"CZK 78,000",50.0895991,14.4216596,"V Kolkovně, Prague - Staré Město",3 bedroom,,125 m²,"CZK 26,000",,,,,Furnished,6,Yes,No,No,No,No,Yes,No,,94,433,53,88,14,105,82,217,292,309,01. 06. 2022,,,,,,,,,,,
713305,"CZK 11,000",50.00967,14.46089,"Libušská, Prague - Libuš",Studio,New build,36 m²,"CZK 4,500","CZK 30,000",,Cooperative,Brick building,Furnished,1,No,No,Yes,No,Yes,No,No,A,69,141,357,222,334,876,"1,339",973,,,01. 06. 2022,Gas boiler,,,Middle floor,,,,,,,
717443,"CZK 13,200",50.06958,14.44909,"Na Královce, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 1,500","CZK 26,400",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,G,225,748,294,294,202,350,277,446,472,214,01. 08. 2022,,,,,,,,,,,
708968,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,83 m²,"CZK 3,000","CZK 33,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,G,251,321,336,323,663,,,,,,02. 03. 2022,,,,,,,,,,,
709594,"CZK 15,500",50.1250814,14.5069297,"Kytlická, Prague - Prosek",2 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 5,500","CZK 21,000",,Personal,Prefab concrete building,Partially furnished,,No,No,No,No,No,No,No,G,273,794,162,"1,032",290,982,154,742,195,,01. 05. 2022,District heating,,,Ground floor,Overall,,,,,,
708966,"CZK 30,000",50.01264,14.38504,"Pod Akáty, Prague - Velká Chuchle",2 bedroom with open-plan kitchen,New build,78 m²,"CZK 3,000","CZK 33,000",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,G,251,321,336,323,663,,,,,,02. 03. 2022,,,,,,,,,,,
716016,"CZK 28,000",50.08622,14.44951,"Dalimilova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,300","CZK 56,000",,Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,F,250,377,223,384,63,344,89,302,89,726,01. 06. 2022,,,,,,,,,,,
695052,"CZK 21,500",50.06543,14.44301,"Ctiradova, Prague - Nusle",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 3,500","CZK 53,000",,Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,G,185,355,219,261,269,249,558,657,636,602,01. 06. 2022,Central heating,1 to 10 years years,Premium materials and solutions,Middle floor,,,,,,,
711233,"CZK 14,990",50.1085429,14.5254683,"Granitova, Prague - Hloubětín",Studio,New build,44 m²,"CZK 2,990",,,Personal,Low-energy building,Partially furnished,5,No,Yes,Yes,No,Yes,Yes,No,A,280,"1,320",719,"1,302","1,077","1,144","1,212","1,015","1,196",524,21. 03. 2022,District heating,1 to 10 years years,Premium materials and solutions,,,Yes,,,,,
715714,"CZK 16,200",50.06133,14.39786,"Radlická, Prague - Smíchov",2 bedroom,Excellent,47 m²,CZK 650,"CZK 16,200",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,G,32,953,43,803,4,498,416,516,623,501,25. 04. 2022,,,,,,,,,,,
689623,"CZK 17,000",50.06851,14.43809,"Perucká, Prague - Vinohrady",Studio,New build,27 m²,"CZK 2,900","CZK 20,000",,Personal,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,No,C,543,662,441,769,469,743,529,451,635,750,08. 05. 2022,,,,,,Yes,,,,,
716526,"CZK 18,000",50.1261106,14.5002253,"Českolipská, Prague - Prosek",3 bedroom,Excellent,52 m²,"CZK 4,000","CZK 36,000",,Personal,Prefab concrete building,Partially furnished,4,Yes,No,No,No,No,Yes,No,G,161,460,223,490,504,604,180,138,"1,324",208,02. 05. 2022,,,,,,,,,,,
534143,"CZK 14,000",50.0699577,14.4427519,"U Havlíčkových sadů, Prague - Vinohrady",Small studio,,30 m²,CZK 700,"CZK 20,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,,465,693,187,816,193,782,472,142,570,197,15. 05. 2022,Gas boiler,,,Middle floor,,,,,,,
348494,"CZK 16,500",50.019622,14.4673797,"Muškova, Prague - Kunratice",1 bedroom with open-plan kitchen,,60 m²,"CZK 5,000","CZK 30,000",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,Yes,Yes,,418,"1,389","1,267",212,569,561,"1,500",166,,,01. 07. 2022,District heating,10 to 30 years years,,Raised ground floor,,,,,,,
717459,"CZK 13,500",50.13832,14.4328,"Ke Hřišti, Prague - Čimice",Studio,Excellent,36 m²,"CZK 3,000","CZK 16,500",,Personal,Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,G,287,584,320,320,602,387,405,"1,181",417,,09. 05. 2022,,,,,,,,,,,
662698,"CZK 28,000",50.11535,14.56755,"Sicherova, Prague - Kyje",3 bedroom with open-plan kitchen,New build,85 m²,"CZK 7,000","CZK 56,000",,Personal,Prefab concrete building,Unfurnished,3,Yes,No,No,No,No,Yes,Yes,G,471,"1,112",886,"1,479","1,481","1,346",899,,,,01. 07. 2022,,,,,,Yes,,,,,
710906,"CZK 26,000",50.012127,14.5157941,"K Rozkoši, Prague - Šeberov",3 bedroom with open-plan kitchen,Excellent,120 m²,"CZK 6,000","CZK 30,000",,Personal,Brick building,Unfurnished,3,Yes,No,No,No,Yes,No,Yes,C,145,384,222,442,987,190,,,,,01. 05. 2022,Gas boiler,10 to 30 years years,Standard materials and solutions,Attic,,,,,,,
716522,"CZK 32,000",50.0613873,14.3654246,"Na Pomezí, Prague - Košíře",3 bedroom with open-plan kitchen,Excellent,110 m²,"CZK 3,500","CZK 64,000",,Personal,Low-energy building,Partially furnished,2,Yes,No,No,Yes,No,Yes,No,G,153,946,939,"1,409","1,031","1,033",431,460,961,292,01. 07. 2022,,,,,,,,,,,
644909,"CZK 15,000",50.115454,14.625849,"Ve Žlíbku, Prague - Horní Počernice",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,500","CZK 10,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,No,No,A,29,"1,247",490,566,127,845,295,444,,,01. 02. 2021,Gas boiler,1 to 10 years years,Standard materials and solutions,Top floor,,,,,,,
668395,"CZK 13,000",50.0626,14.40497,"Křížová, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,37 m²,CZK 800,"CZK 26,000",,Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,G,67,399,73,942,75,159,733,705,740,628,01. 10. 2021,Other,,,,,,,,,,
717436,"CZK 18,375",50.0830181,14.4654208,"Olšanská e, Prague - Žižkov",Studio,,34 m²,"CZK 6,125",,,,,Furnished,3,Yes,No,No,No,No,Yes,Yes,,99,368,492,556,426,352,496,585,429,490,01. 06. 2022,,,,,,,,,,,
715186,"CZK 19,000",50.09337,14.48937,"K Lučinám, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,500","CZK 30,000",,Personal,Other,Partially furnished,7,No,Yes,No,No,No,Yes,No,G,278,307,64,270,164,285,185,208,320,139,01. 05. 2022,,,,,,,,,,,
717404,"CZK 18,000",50.10161,14.42644,"Kamenická, Prague - Bubeneč",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 2,600","CZK 18,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,G,281,406,31,220,103,147,212,75,458,,06. 05. 2022,,,,,,,,,,,
200313,"CZK 17,000",50.0963583,14.3570728,"Africká, Prague - Vokovice",Studio,,41 m²,"CZK 3,000","CZK 34,000",,Personal,Brick building,Furnished,,Yes,No,No,No,No,No,No,,334,366,231,255,280,229,299,516,"1,057",106,,District heating,1 to 10 years years,Standard materials and solutions,Ground floor,Overall,,10 m²,,,,
501746,"CZK 10,000",50.0225003,14.4280058,"Vavřenova, Prague - Braník",Studio,Excellent,25 m²,"CZK 1,200","CZK 20,000",,Personal,Prefab concrete building,Furnished,9,No,No,Yes,No,Yes,Yes,No,,67,590,253,583,374,360,57,466,771,140,01. 06. 2022,District heating,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,,,,,,
445260,"CZK 17,500",50.0742417,14.3977477,"Kobrova, Prague - Smíchov",Studio,New build,41 m²,"CZK 4,300","CZK 35,000",,Personal,Brick building,Furnished,4,Yes,No,No,No,Yes,Yes,No,,220,670,323,521,223,378,268,"1,212","1,039",136,01. 09. 2022,Central heating,1 to 10 years years,Premium materials and solutions,Middle floor,,,,,,,
273191,"CZK 22,000",50.0534654,14.3358042,"Nárožní, Prague - Stodůlky",1 bedroom with open-plan kitchen,,66 m²,"CZK 5,000","CZK 27,000",,Personal,Brick building,Furnished,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,154,704,278,669,657,337,636,481,645,448,01. 07. 2022,,1 to 10 years years,Premium materials and solutions,,,Yes,,,,,
717425,"CZK 14,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Studio,Excellent,30 m²,CZK 950,"CZK 20,000",,Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,C,184,143,6,326,135,425,130,356,84,98,06. 05. 2022,,,,,,,,,,,
672892,"CZK 33,000",50.07274,14.43888,"Záhřebská, Prague - Vinohrady",2 bedroom,Excellent,72 m²,"CZK 1,700","CZK 33,000",,Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,,264,319,157,536,54,438,208,365,791,604,17. 05. 2022,,,,,,,,,,,
651246,"CZK 16,000",50.131103,14.465863,"Bojasova, Prague - Kobylisy",2 bedroom,Excellent,65 m²,"CZK 2,900","CZK 25,000",,Personal,Prefab concrete building,Unfurnished,4,No,No,No,Yes,No,Yes,No,D,332,564,168,489,540,464,274,123,"1,273",231,01. 05. 2022,,,,,,,,,,,
603238,"CZK 17,000",50.045824,14.414752,"Podolská, Prague - Podolí",2 bedroom with open-plan kitchen,Excellent,64 m²,CZK 610,"CZK 20,000",,Other,Brick building,Partially furnished,1,No,No,No,No,No,No,No,G,112,"1,117",101,"1,454",178,"1,286","1,186","1,146",620,525,08. 05. 2022,Gas boiler,,,Raised ground floor,Bathroom unit,,,,,,
644353,"CZK 13,500",50.114394,14.475412,"Zenklova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 1,500","CZK 13,500",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,B,165,"1,452",368,"1,148",159,745,537,"1,302",868,396,01. 12. 2021,,,,,,,,,,,
476289,"CZK 25,500",50.0943979,14.4570713,"Petra Slezáka, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,000","CZK 40,000",,Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,C,114,757,111,448,84,312,261,"1,147",362,284,,Electric boiler,10 to 30 years years,Premium materials and solutions,Middle floor,Overall,,,,,,
369009,"CZK 12,800",50.0539858,14.5274748,"Zemské právo, Prague - Hostivař",Studio,New build,32 m²,"CZK 1,860","CZK 12,800",,Personal,Brick building,Partially furnished,3,Yes,No,Yes,No,No,No,No,B,316,874,170,837,424,879,960,574,423,426,01. 06. 2022,,,,,,Yes,-1 m²,,,,
507636,"CZK 13,000",50.126902049845,14.471852389549,"Střelničná, Prague - Kobylisy",1 bedroom,,35 m²,"CZK 4,000","CZK 26,000",,Cooperative,Brick building,Partially furnished,2,No,No,No,No,No,No,No,G,85,224,154,277,22,197,539,591,"1,029",293,,,,,,,,,,,,
166213,"CZK 24,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 27,999",,Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,C,43,650,75,105,60,114,171,530,170,544,01. 05. 2022,Gas boiler,1 to 10 years years,Premium materials and solutions,,Overall,,116 m²,,,,
617044,"CZK 21,500",50.076949,14.4649,"Písecká, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,000","CZK 25,500",,Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,F,197,200,66,307,120,375,159,672,203,172,01. 06. 2022,Gas boiler,30 to 50 years years,Premium materials and solutions,Raised ground floor,Interior,,,,,,
602233,"CZK 30,000",50.078073,14.423947,"Řeznická, Prague - Nové Město",3 bedroom,Good,85 m²,"CZK 4,000","CZK 34,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,F,238,629,89,270,94,333,234,419,415,356,01. 06. 2022,Central heating,over 50 years years,Standard materials and solutions,Middle floor,Bathroom unit,,,,,,
652714,"CZK 24,000",50.140401,14.506608,"Místecká, Prague - Letňany",2 bedroom with open-plan kitchen,Excellent,69 m²,"CZK 6,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,9,No,No,Yes,Yes,Yes,Yes,No,G,213,841,151,783,337,104,369,416,515,226,01. 06. 2022,,,,,,,,,,,
715950,"CZK 17,000",50.08309,14.56256,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 5,000","CZK 34,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,Yes,Yes,G,586,521,791,107,,,,,,,11. 06. 2022,,,,,,,,,,,
680915,"CZK 29,000",50.09174,14.44246,"Prvního pluku, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 32,500",,Personal,Brick building,Furnished,1,No,Yes,Yes,No,Yes,No,No,G,208,408,151,207,58,181,363,930,293,284,01. 06. 2022,,,,,,,,,,,
602617,"CZK 22,000",50.084122,14.431357,"U Půjčovny, Prague - Nové Město",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 3,500","CZK 25,500",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,G,205,267,329,176,129,314,42,854,288,369,01. 06. 2022,Gas boiler,over 50 years years,Standard materials and solutions,Middle floor,,,,,,,
627213,"CZK 13,500",50.055487,14.431,"U Děkanky, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,500","CZK 10,000",,Cooperative,Prefab concrete building,Furnished,2,Yes,No,No,No,No,Yes,No,G,217,"1,057",202,398,182,446,546,272,52,83,01. 10. 2020,District heating,,,,Overall,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,C,188,582,118,232,196,272,254,118,913,245,11. 04. 2022,Central heating,1 to 10 years years,Premium materials and solutions,Top floor,,Yes,,,,,
602655,"CZK 20,900",50.089699,14.341763,Prague - Veleslavín,3 bedroom,Excellent,80 m²,"CZK 4,900","CZK 35,000",,Cooperative,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,B,215,609,145,234,199,274,281,145,937,263,01. 04. 2022,District heating,,,,Exterior,,,,,,
717046,"CZK 14,000",50.12839,14.48401,"Březenská, Prague - Libeň",Studio,Excellent,68 m²,"CZK 4,000","CZK 25,000",,Personal,Prefab concrete building,Furnished,1,No,No,No,No,Yes,Yes,Yes,B,176,"1,193",270,"1,236",481,263,217,717,897,214,04. 05. 2022,,,,,,,,,,,
717377,"CZK 41,250",50.0912734,14.4238585,"Haštalské náměstí, Prague - Staré Město",2 bedroom,,50 m²,"CZK 13,750",,,,,Furnished,-1,No,Yes,No,No,No,No,No,,55,370,51,238,66,242,352,396,158,122,26. 05. 2022,,,,,,,,,,,
717376,"CZK 37,500",50.0822245,14.4146349,"Krocínova, Prague - Staré Město",2 bedroom with open-plan kitchen,,102 m²,"CZK 12,500",,,,,Furnished,2,Yes,Yes,No,No,No,Yes,No,,258,962,181,204,1,145,392,348,304,385,17. 06. 2022,,,,,,,,,,,
717375,"CZK 51,000",50.0903205,14.4200069,"Elišky Krásnohorské, Prague - Josefov",2 bedroom,,110 m²,"CZK 17,000",,,,,Furnished,5,No,No,No,No,No,Yes,No,,110,373,218,256,23,273,141,384,214,476,25. 06. 2022,,,,,,,,,,,
717374,"CZK 25,110",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,,39 m²,"CZK 8,370",,,,,Furnished,2,No,No,No,No,No,Yes,No,,203,332,57,333,25,268,328,262,694,682,01. 06. 2022,,,,,,,,,,,
717373,"CZK 39,000",50.0783085,14.4591283,"Sudoměřská, Prague - Žižkov",2 bedroom,,55 m²,"CZK 13,000",,,,,Furnished,1,No,No,No,No,No,Yes,No,,162,361,105,219,131,171,646,471,736,206,04. 07. 2022,,,,,,,,,,,
717372,"CZK 41,438",50.077834,14.422878,"Příčná, Prague - Nové Město",Studio,,26 m²,"CZK 13,812",,,,,Furnished,2,No,No,No,No,No,No,No,,224,529,123,232,36,222,310,471,467,408,20. 06. 2022,,,,,,,,,,,
717371,"CZK 21,000",50.1234603,14.456174,"Klapkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,,56 m²,"CZK 7,000",,,,,Furnished,3,No,No,No,No,No,No,No,,69,650,120,98,122,196,92,456,836,528,01. 07. 2022,,,,,,,,,,,
717370,"CZK 16,125",50.1138866,14.4798456,"U Pekařky, Prague - Libeň",Studio,,30 m²,"CZK 5,375",,,,,Furnished,2,No,No,No,No,No,No,No,,185,178,"1,337",331,979,"1,134","1,351",938,317,,29. 06. 2022,,,,,,,,,,,
717369,"CZK 14,579",50.086414,14.4459075,"Orebitská, Prague - Žižkov",Studio,,15 m²,"CZK 4,859",,,,,Furnished,5,No,No,No,No,No,Yes,No,,85,599,358,554,76,567,334,374,416,568,01. 07. 2022,,,,,,,,,,,
717368,"CZK 29,342",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,,40 m²,"CZK 9,780",,,,,Furnished,2,No,Yes,No,No,No,Yes,No,,367,716,142,317,156,180,346,"1,276",231,204,09. 06. 2022,,,,,,,,,,,
717367,"CZK 18,750",50.108944,14.501028,"Freyova, Prague - Vysočany",Studio,,25 m²,"CZK 6,250",,,,,Furnished,12,No,No,No,No,No,Yes,No,,190,256,204,195,172,262,433,416,436,299,01. 07. 2022,,,,,,,,,,,
717366,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,No,No,,177,647,182,40,38,122,28,102,350,194,05. 06. 2022,,,,,,,,,,,
717365,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,No,No,,177,647,182,40,38,122,28,102,350,194,06. 06. 2022,,,,,,,,,,,
717364,"CZK 56,250",50.0766855,14.4294035,"Sokolská, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 18,750",,,,,Furnished,4,No,No,No,No,No,No,No,,212,525,185,151,68,162,317,392,109,262,08. 05. 2022,,,,,,,,,,,
717363,"CZK 25,651",50.0837266,14.430251,"Růžová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 8,550",,,,,Furnished,2,No,No,No,No,No,No,No,,214,177,154,267,119,627,49,937,198,459,01. 07. 2022,,,,,,,,,,,
717362,"CZK 27,900",50.0471114,14.4429584,"Krchlebská, Prague - Krč",1 bedroom with open-plan kitchen,,41 m²,"CZK 9,300",,,,,Furnished,5,No,No,No,No,No,No,No,,394,499,253,432,280,389,317,725,696,412,01. 07. 2022,,,,,,,,,,,
717361,"CZK 23,195",50.0719625,14.461813,"Bulharská, Prague - Vršovice",Studio,,35 m²,"CZK 7,731",,,,,Furnished,5,No,No,No,No,No,No,No,,220,827,175,604,97,602,416,334,726,246,12. 06. 2022,,,,,,,,,,,
717360,"CZK 29,520",50.0861053,14.4085409,"Na Kampě, Prague - Malá Strana",1 bedroom with open-plan kitchen,,39 m²,"CZK 9,840",,,,,Furnished,3,No,No,No,No,No,No,No,,417,407,197,386,62,673,443,555,732,174,16. 05. 2022,,,,,,,,,,,
717359,"CZK 12,083",50.0701958,14.4617404,"Kodaňská, Prague - Vršovice",Studio,,19 m²,"CZK 4,027",,,,,Furnished,1,No,No,No,No,No,No,No,,126,727,145,409,139,544,178,223,772,427,01. 07. 2022,,,,,,,,,,,
717358,"CZK 18,975",50.1045704,14.3964833,"Nikolaje Alexejeviče Někrasova, Prague - Bubeneč",1 bedroom with open-plan kitchen,,55 m²,"CZK 6,325",,,,,Furnished,4,No,No,No,No,No,Yes,No,,127,738,134,167,33,143,316,211,416,52,01. 07. 2022,,,,,,,,,,,
717356,"CZK 36,338",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,,180 m²,"CZK 12,112",,,,,Furnished,1,Yes,Yes,No,No,No,No,Yes,,695,843,921,,,,,,,,01. 07. 2022,,,,,,,,,,,
717355,"CZK 35,175",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,725",,,,,Furnished,5,No,No,No,No,No,No,No,,120,534,85,337,48,344,183,195,543,341,01. 06. 2022,,,,,,,,,,,
717354,"CZK 47,340",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 15,780",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,,105,350,144,146,109,151,432,394,290,329,08. 05. 2022,,,,,,,,,,,
717353,"CZK 29,664",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,51 m²,"CZK 9,888",,,,,Furnished,5,Yes,No,No,No,No,Yes,Yes,,81,251,125,181,24,205,369,"1,216",241,212,09. 06. 2022,,,,,,,,,,,
717352,"CZK 24,439",50.0735628,14.4373343,"Uruguayská, Prague - Vinohrady",Studio,,26 m²,"CZK 8,146",,,,,Furnished,1,No,No,No,No,No,Yes,No,,193,168,131,353,18,256,47,213,857,690,01. 06. 2022,,,,,,,,,,,
717351,"CZK 30,956",50.0726658,14.3919787,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,46 m²,"CZK 10,318",,,,,Furnished,2,No,No,No,No,No,Yes,No,,185,"1,028",126,719,138,845,205,903,"1,057",128,01. 07. 2022,,,,,,,,,,,
717350,"CZK 34,416",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 11,472",,,,,Furnished,3,No,No,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,08. 05. 2022,,,,,,,,,,,
717349,"CZK 28,793",50.0918972,14.4483184,"Křižíkova, Prague - Karlín",Studio,,44 m²,"CZK 9,597",,,,,Furnished,2,No,Yes,No,No,No,Yes,Yes,,224,159,75,308,58,360,238,"1,343",368,105,08. 06. 2022,,,,,,,,,,,
717348,"CZK 30,096",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,40 m²,"CZK 10,032",,,,,Furnished,6,Yes,Yes,No,No,No,Yes,Yes,,81,251,125,181,24,205,369,"1,216",241,212,03. 06. 2022,,,,,,,,,,,
717347,"CZK 26,933",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",Studio,,50 m²,"CZK 8,977",,,,,Furnished,1,No,No,No,No,No,Yes,Yes,,123,293,167,222,66,246,411,"1,258",283,254,01. 06. 2022,,,,,,,,,,,
