Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Floor,New building,Age,Design,Front garden,Heating,Total number of floors,Renovation,Administration fee,Developer name,Project name,Kód jednotky
422240,"CZK 12,500",50.0563801,14.3269444,"Za Mototechnou, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,69 m²,"CZK 4,000","CZK 14,500",Other,Brick building,Partially furnished,Yes,No,Yes,No,No,No,No,,G,140,"1,482",433,"1,447",604,"1,116","1,415","1,042",643,516,3,,10 to 30 years years,Standard materials and solutions,,District heating,Top floor,Exterior,,,,
680038,"CZK 22,838",50.0687245,14.3688309,"Pod Školou, Prague - Košíře",2 bedroom with open-plan kitchen,,65 m²,"CZK 7,612",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,257,773,307,429,264,322,165,"1,090",462,415,2,,,,,,,,,,,
692907,"CZK 13,395",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,,18 m²,"CZK 4,465",,,,Furnished,No,No,No,No,No,No,No,01. 02. 2022,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,1,,,,,,,,,,,
700514,"CZK 14,000",50.10731,14.44587,"U Městských domů, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 28,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,Yes,No,25. 01. 2022,E,145,734,235,607,272,287,325,"1,090",401,253,4,,,Standard materials and solutions,,Gas boiler,Middle floor,,,,,
556772,"CZK 19,500",50.0626698,14.4480898,"U Křížku, Prague - Nusle",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,000","CZK 22,500",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,01. 03. 2022,G,225,812,265,523,240,562,708,551,822,608,4,,,,,,,,,,,
507130,"CZK 13,500",50.0717159,14.4075132,"Na Bělidle, Prague - Smíchov",2 bedroom,Excellent,60 m²,"CZK 1,700","CZK 15,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 03. 2022,C,141,488,36,71,70,356,581,984,"1,101",588,4,,,,,Gas boiler,Top floor,,,,,
656240,"CZK 10,500",50.07128,14.45162,"Kodaňská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,000","CZK 13,500",Personal,Brick building,Furnished,No,No,No,No,Yes,No,No,01. 03. 2022,G,29,628,29,211,0,483,70,355,283,305,1,,,,,,,,,,,
375542,"CZK 11,500",50.1031123,14.4490865,"Dělnická, Prague - Holešovice",Small studio,Excellent,24 m²,"CZK 1,800","CZK 23,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,15. 11. 2021,,119,210,62,80,36,153,312,328,465,310,3,,1 to 10 years years,Standard materials and solutions,,District heating,Middle floor,Overall,,,,
694846,"CZK 59,738",50.0902503,14.4293691,"Truhlářská, Prague - Nové Město",2 bedroom with open-plan kitchen,,186 m²,"CZK 19,912",,,,Furnished,No,No,No,No,No,Yes,No,01. 02. 2022,,176,468,153,183,95,334,340,266,546,580,3,,,,,,,,,,,
694842,"CZK 29,228",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,32 m²,"CZK 9,742",,,,Furnished,No,No,No,No,No,Yes,Yes,01. 02. 2022,,109,421,13,160,21,228,518,"1,364",384,467,4,,,,,,,,,,,
577002,"CZK 17,000",50.118464,14.422005,Prague - Troja,1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 51,000",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,01. 01. 2022,C,399,778,398,794,980,582,"1,071",806,,,1,,,,,,,,,,,
672056,"CZK 12,000",50.06301,14.44883,"Bartoškova, Prague - Nusle",Studio,Excellent,39 m²,"CZK 2,300","CZK 20,000",Personal,Other,Furnished,No,Yes,No,No,No,Yes,No,01. 02. 2022,B,336,815,304,559,333,566,657,445,947,502,3,,10 to 30 years years,Standard materials and solutions,,District heating,,,,,,
696701,"CZK 16,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,New build,38 m²,"CZK 4,000","CZK 16,000",Personal,Prefab concrete building,Unfurnished,No,No,Yes,Yes,Yes,Yes,Yes,20. 12. 2021,B,381,810,423,623,137,666,490,358,355,113,5,,1 to 10 years years,Premium materials and solutions,,District heating,,,,,,
689578,"CZK 9,000",50.1199709,14.458435054189,"S. K. Neumanna, Prague - Libeň",Studio,Excellent,24 m²,"CZK 2,300","CZK 15,000",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,25. 10. 2021,G,140,195,112,345,75,76,631,456,"1,072",630,1,,,,,,,,,,,
696838,"CZK 45,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 15,000",,,,Furnished,No,No,No,No,No,Yes,Yes,20. 02. 2022,,144,325,176,152,60,230,49,259,388,439,4,,,,,,,,,,,
696412,"CZK 21,600",50.0654522,14.409929,"Strakonická, Prague - Smíchov",1 bedroom with open-plan kitchen,,60 m²,"CZK 7,200",,,,Furnished,No,No,No,No,No,Yes,No,15. 02. 2022,,276,508,376,863,221,634,685,923,376,417,6,,,,,,,,,,,
113315,"CZK 9,500",50.0665485,14.3105356,"Zrzavého, Prague - Řepy",Studio,,32 m²,"CZK 2,000","CZK 23,000",,Brick building,Partially furnished,No,No,No,No,No,Yes,No,01. 02. 2022,,71,418,316,485,526,542,389,413,"1,188",223,2,,10 to 30 years years,Standard materials and solutions,,District heating,Middle floor,,,,,
694675,"CZK 24,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,45 m²,"CZK 8,000",,,,Furnished,No,No,No,No,No,Yes,No,28. 02. 2022,,149,274,60,441,20,421,59,552,690,457,6,,,,,,,,,,,
697482,"CZK 20,250",50.0719171,14.4429188,"Rybalkova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 6,750",,,,Furnished,No,No,No,No,No,Yes,No,01. 03. 2022,,195,408,97,765,42,717,415,296,511,225,3,,,,,,,,,,,
697468,"CZK 22,350",50.1148427,14.4750191,"V Zahradách, Prague - Libeň",1 bedroom with open-plan kitchen,,67 m²,"CZK 7,450",,,,Furnished,Yes,Yes,No,No,No,Yes,Yes,01. 03. 2022,,188,"1,403",485,"1,260",182,737,559,"1,425",906,405,2,,,,,,,,,,,
529005,"CZK 23,800",50.1002714,14.4281126,Prague - Holešovice,3 bedroom,,100 m²,CZK 800,"CZK 21,500",Personal,Brick building,Unfurnished,No,No,No,No,No,No,No,,,92,457,42,105,41,251,304,231,487,,2,,,,,,,,,,,
697475,"CZK 20,625",50.0739629,14.4309041,"Rumunská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,55 m²,"CZK 6,875",,,,Furnished,No,No,No,No,No,Yes,No,01. 03. 2022,,181,525,82,168,45,95,309,378,542,609,3,,,,,,,,,,,
682340,"CZK 21,000",50.0729545,14.4412201,"Jana Masaryka, Prague - Vinohrady",Studio,,37 m²,"CZK 7,000",,,,Furnished,No,No,No,No,No,Yes,Yes,27. 01. 2022,,41,255,33,612,69,567,246,441,558,371,4,,,,,,,,,,,
698724,"CZK 26,006",50.0684378,14.4104352,"Hořejší nábřeží, Prague - Smíchov",2 bedroom,,80 m²,"CZK 8,669",,,,Furnished,No,No,No,No,No,Yes,No,11. 03. 2022,,435,892,279,490,236,702,754,992,495,60,4,,,,,,,,,,,
682344,"CZK 13,823",50.1044601,14.5518792,"Slévačská, Prague - Hloubětín",1 bedroom,,54 m²,"CZK 4,607",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,256,674,499,"1,325",205,584,277,"1,192",804,230,2,,,,,,,,,,,
699868,"CZK 13,500",50.13846,14.50659,"Fryčovická, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,500","CZK 20,000",Personal,Other,Furnished,No,Yes,No,No,No,Yes,No,01. 03. 2022,B,189,795,134,566,335,364,149,595,543,203,10,,,,,,,,,,,
699548,"CZK 45,000",50.0885763,14.423344,"Týnská, Prague - Staré Město",3 bedroom,,100 m²,"CZK 15,000",,,,Furnished,No,No,No,No,No,No,No,17. 03. 2022,,143,354,108,199,36,219,154,136,9,154,3,,,,,,,,,,,
682348,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,40 m²,"CZK 10,000",,,,Furnished,Yes,No,No,No,No,No,No,27. 01. 2022,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,2,,,,,,,,,,,
680052,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,156,408,244,342,59,242,281,281,533,788,3,,,,,,,,,,,
695866,"CZK 21,750",50.073014,14.4308483,"Tyršova, Prague - Nové Město",1 bedroom with open-plan kitchen,,35 m²,"CZK 7,250",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,182,528,118,213,29,198,369,452,636,686,4,,,,,,,,,,,
680002,"CZK 56,250",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 18,750",,,,Furnished,Yes,Yes,No,No,No,Yes,Yes,27. 01. 2022,,144,325,176,152,60,230,49,259,388,439,4,,,,,,,,,,,
698722,"CZK 17,813",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 5,937",,,,Furnished,No,No,No,No,No,Yes,No,11. 03. 2022,,274,300,81,587,69,312,103,253,793,568,4,,,,,,,,,,,
691605,"CZK 24,900",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,68 m²,"CZK 8,300",,,,Furnished,No,No,No,No,No,Yes,No,02. 03. 2022,,134,417,252,351,68,251,205,205,457,712,2,,,,,,,,,,,
699865,"CZK 14,500",50.10604,14.44736,"U Měšťanského pivovaru, Prague - Holešovice",Studio,New build,39 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,Yes,01. 03. 2022,G,249,309,153,305,66,215,437,669,404,364,3,,,,,,,,,,,
699860,"CZK 10,340",50.07791,14.47677,"Vinohradská, Prague - Vinohrady",1 bedroom,Excellent,42 m²,"CZK 2,460","CZK 21,000",Personal,Brick building,Partially furnished,No,No,No,No,No,Yes,No,19. 01. 2022,G,28,983,14,484,50,16,739,858,172,150,5,,,,,,,,,,,
680071,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,,80 m²,"CZK 17,250",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,288,586,250,131,26,252,214,638,273,511,6,,,,,,,,,,,
694733,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,32 m²,"CZK 7,000",,,,Furnished,Yes,Yes,No,No,No,Yes,Yes,27. 01. 2022,,299,437,281,449,312,304,607,789,18,459,1,,,,,,,,,,,
680027,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,Furnished,Yes,Yes,No,No,No,Yes,No,27. 01. 2022,,105,350,144,146,109,151,432,394,290,329,6,,,,,,,,,,,
496546,"CZK 17,000",50.1096393,14.4487381,"Ortenovo náměstí, Prague - Holešovice",2 bedroom,Excellent,60 m²,"CZK 3,247","CZK 20,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,Yes,No,01. 02. 2022,,212,771,185,650,353,450,144,"1,112",580,249,5,,1 to 10 years years,Standard materials and solutions,,Gas boiler,Middle floor,,,,,
699849,"CZK 16,000",50.14145,14.5231,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,800","CZK 20,000",Personal,Other,Partially furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 02. 2022,B,566,921,"1,250",116,"1,045","1,321","1,168",872,258,,2,,,,,,,,,,,
700505,"CZK 16,000",50.04149,14.43899,"Matěchova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 16,000",Personal,Brick building,Furnished,No,No,No,No,No,No,No,01. 02. 2022,B,81,379,64,200,42,241,692,160,578,227,4,,,,,,,,,,,
700504,"CZK 13,000",50.08486,14.37363,"Pod Marjánkou, Prague - Břevnov",1 bedroom,Good,42 m²,CZK 500,"CZK 13,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,142,591,232,405,217,124,152,337,430,312,3,,,,,,,,,,,
680097,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,,82 m²,"CZK 29,537",,,,Furnished,No,Yes,No,No,No,Yes,No,27. 01. 2022,,262,583,62,229,43,244,476,576,376,483,6,,,,,,,,,,,
680008,"CZK 35,100",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 11,700",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,281,192,58,183,11,368,315,297,289,305,3,,,,,,,,,,,
682068,"CZK 18,300",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,34 m²,"CZK 6,100",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,132,574,130,206,94,143,358,427,494,560,2,,,,,,,,,,,
700302,"CZK 44,888",50.0907943,14.427063,"Dlouhá, Prague - Staré Město",2 bedroom with open-plan kitchen,,62 m²,"CZK 14,962",,,,Furnished,No,No,No,No,No,Yes,No,22. 02. 2022,,2,191,16,48,1,127,128,306,209,259,3,,,,,,,,,,,
695226,"CZK 17,456",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,35 m²,"CZK 5,819",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,132,574,130,206,94,143,358,427,494,560,3,,,,,,,,,,,
694718,"CZK 18,600",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",Studio,,29 m²,"CZK 6,200",,,,Furnished,No,Yes,No,No,No,Yes,No,01. 03. 2022,,472,536,115,535,55,394,404,513,675,431,5,,,,,,,,,,,
579462,"CZK 15,000",50.157421,14.518806,"Blachutova, Prague - Čakovice",1 bedroom with open-plan kitchen,,62 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,Yes,No,No,No,No,No,No,01. 02. 2022,B,169,968,265,244,"1,480",946,245,131,,,4,,,,,,Middle floor,,,,,
411307,"CZK 11,500",50.1036972,14.5116155,"Podkovářská, Prague - Vysočany",Studio,,41 m²,"CZK 3,122","CZK 25,000",Personal,Brick building,Furnished,No,Yes,No,No,Yes,Yes,Yes,01. 02. 2022,C,257,205,"1,424","1,110",530,806,"1,166",889,111,,8,,10 to 30 years years,,,,Top floor,,,,,
622376,"CZK 23,900",50.080849,14.500276,"Počernická, Prague - Malešice",2 bedroom with open-plan kitchen,New build,75 m²,"CZK 4,900","CZK 23,900",Personal,Brick building,,No,Yes,Yes,No,Yes,Yes,Yes,01. 03. 2022,B,95,238,12,14,129,91,283,594,874,16,7,,,,,,,,,,,
699840,"CZK 27,000",50.09179,14.4293,"Klimentská, Prague - Nové Město",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 2,500","CZK 60,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,02. 03. 2022,B,221,337,227,203,96,281,249,333,449,246,3,,,,,,,,,,,
258242,"CZK 14,000",50.106785,14.4906273,"Kovářská, Prague - Libeň",1 bedroom,,42 m²,CZK 990,"CZK 15,000",Cooperative,Brick building,Unfurnished,No,No,No,No,No,No,No,01. 02. 2022,,214,255,43,438,73,396,156,244,155,123,1,,,,,,,,,,,
700500,"CZK 15,000",50.0844739,14.5623533,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Furnished,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,G,463,494,600,326,,,,,,,3,,,,,,,,,,,
42544,"CZK 12,500",50.05557395,14.48522035,"Záběhlická, Prague - Záběhlice",Studio,Excellent,38 m²,"CZK 3,000","CZK 15,500",Personal,Brick building,Furnished,No,No,Yes,No,No,No,No,01. 03. 2022,,109,"1,437",285,"1,426",432,910,867,"1,071",335,471,2,,1 to 10 years years,Standard materials and solutions,,Central heating,Middle floor,,,,,
680073,"CZK 30,000",50.0372353,14.482405,"Hněvkovská, Prague - Chodov",1 bedroom with open-plan kitchen,,55 m²,"CZK 10,000",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,3,,,,,,,,,,,
680051,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,156,408,244,342,59,242,281,281,533,788,4,,,,,,,,,,,
699836,"CZK 11,408",50.0727107,14.4298541,"Tyršova, Prague - Nové Město",Studio,,24 m²,"CZK 3,802",,,,Furnished,No,No,No,No,No,No,No,14. 02. 2022,,207,626,116,221,143,278,376,548,644,639,1,,,,,,,,,,,
700495,"CZK 28,500",50.07847,14.41726,"Křemencova, Prague - Nové Město",3 bedroom with open-plan kitchen,Excellent,131 m²,CZK 600,"CZK 28,500",Personal,Brick building,Partially furnished,No,No,Yes,No,No,Yes,No,22. 01. 2022,,128,495,17,244,12,420,252,307,418,492,2,,,,,Gas boiler,,,,,,
700492,"CZK 15,500",50.06234,14.44805,"U Křížku, Prague - Nusle",1 bedroom,Excellent,50 m²,CZK 550,"CZK 31,000",Personal,Brick building,Partially furnished,Yes,No,No,No,No,Yes,No,01. 04. 2022,G,189,848,224,560,204,598,681,515,786,572,6,,,,,,,,,,,
700489,"CZK 13,500",50.1069733,14.497176624888,"Ocelářská, Prague - Vysočany",Studio,New build,28 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Furnished,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 02. 2022,B,358,734,452,568,442,475,550,739,409,266,4,,,,,,,,,,,
576390,"CZK 14,000",50.1074787,14.4495092,"Ortenovo náměstí, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 2,500","CZK 16,500",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,71,499,63,311,105,131,138,773,282,216,2,,1 to 10 years years,,,Gas boiler,Middle floor,,,,,
695634,"CZK 22,900",50.08599,14.46719,"Malešická, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,80 m²,"CZK 8,124","CZK 30,000",Personal,Brick building,Furnished,No,Yes,Yes,No,No,Yes,No,08. 12. 2021,C,311,439,356,522,221,362,698,218,225,247,1,,1 to 10 years years,Premium materials and solutions,35 m²,District heating,Ground floor,,,,,
680251,"CZK 13,990",50.0851483,14.4512417,Prague - Žižkov,1 bedroom,Excellent,34 m²,CZK 870,"CZK 20,000",Personal,Other,Partially furnished,Yes,No,No,No,No,No,No,01. 04. 2022,C,173,144,56,115,75,165,167,383,199,457,3,,1 to 10 years years,Standard materials and solutions,,Central heating,Middle floor,Overall,,,,
680096,"CZK 63,113",50.079674,14.4269813,"Ve Smečkách, Prague - Nové Město",2 bedroom with open-plan kitchen,,63 m²,"CZK 21,037",,,,Furnished,No,Yes,No,No,No,No,No,27. 01. 2022,,310,576,95,235,18,250,217,643,397,538,6,,,,,,,,,,,
695225,"CZK 17,670",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,33 m²,"CZK 5,890",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,132,574,130,206,94,143,358,427,494,560,2,,,,,,,,,,,
699519,"CZK 18,760",50.0726277,14.3919683,"Grafická, Prague - Smíchov",1 bedroom with open-plan kitchen,,79 m²,"CZK 6,253",,,,Furnished,No,No,No,No,No,No,No,01. 02. 2022,,187,"1,029",127,720,136,847,206,901,"1,059",126,6,,,,,,,,,,,
699817,"CZK 15,000",50.07428,14.48414,"Pod Rapidem, Prague - Vinohrady",2 bedroom,Excellent,45 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,Yes,No,17. 01. 2022,G,282,663,291,586,345,351,437,431,852,129,2,,,,,,,,,,,
700425,"CZK 17,000",50.03834,14.51506,"Hekrova, Prague - Háje",3 bedroom,Excellent,76 m²,"CZK 5,000","CZK 25,000",Personal,Prefab concrete building,Partially furnished,No,No,No,Yes,Yes,Yes,No,01. 02. 2022,D,443,"1,010",106,151,811,516,105,524,177,,6,,,Standard materials and solutions,,District heating,Middle floor,Interior,,,,
690967,"CZK 13,500",50.09141,14.48205,"Biskupcova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,46 m²,CZK 420,"CZK 40,500",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,06. 01. 2022,G,153,713,127,404,127,337,488,155,161,256,5,,,,,Other,Attic,Interior,,,,
700484,"CZK 10,500",50.05568,14.48201,"Záběhlická, Prague - Záběhlice",Studio,Excellent,30 m²,"CZK 3,300","CZK 13,000",Personal,Prefab concrete building,Furnished,No,No,Yes,No,No,No,No,22. 01. 2022,G,131,"1,376",420,"1,389",505,876,"1,145","1,034",470,465,2,,,,,,,,,,,
699816,"CZK 12,000",50.06199,14.43511,"Žateckých, Prague - Nusle",1 bedroom,Good,48 m²,CZK 775,"CZK 20,000",Personal,Brick building,Unfurnished,Yes,No,No,No,No,Yes,No,17. 01. 2022,G,257,685,185,607,42,529,57,376,490,350,2,,,,,,,,,,,
700476,"CZK 17,000",50.08624,14.51552,"Ungarova, Prague - Malešice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,000","CZK 30,000",Personal,Low-energy building,Partially furnished,Yes,No,Yes,No,Yes,Yes,Yes,24. 01. 2022,C,261,"1,170",703,"1,322",273,726,599,"1,097",19,253,1,,1 to 10 years years,,,District heating,Raised ground floor,,,,,
692278,"CZK 19,000",50.02829,14.50078,"Medkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,92 m²,"CZK 4,500","CZK 36,000",Personal,Brick building,Furnished,Yes,No,No,No,No,No,No,01. 02. 2022,G,701,818,445,920,508,660,"1,107",683,"1,475",372,1,,,,,,,,,,,
700478,"CZK 18,000",50.07486,14.3615,"Na Císařce, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 2,750","CZK 27,000",Personal,Other,Partially furnished,No,Yes,No,No,Yes,Yes,Yes,01. 02. 2022,G,523,"1,109","1,464",797,"1,041",670,325,130,,,1,,,,,,,,,,,
644008,"CZK 12,000",50.061926,14.443129,"Svatoslavova, Prague - Nusle",2 bedroom,Good,62 m²,CZK 800,"CZK 12,000",Personal,Brick building,Partially furnished,No,No,Yes,No,No,No,No,01. 03. 2022,,184,599,201,305,247,328,448,822,384,346,3,,,,40 m²,Other,Top floor,,,,,
237284,"CZK 11,600",50.0721538,14.4054179,"Lidická, Prague - Smíchov",Studio,Good,34 m²,"CZK 1,300","CZK 12,900",Personal,Brick building,Partially furnished,No,No,No,No,No,No,No,,G,143,490,134,78,92,375,583,"1,063","1,258",726,4,,,Standard materials and solutions,,Central heating,Middle floor,,,,,
700355,"CZK 15,000",50.05668,14.48888,"Ve Slatinách, Prague - Záběhlice",1 bedroom with open-plan kitchen,Good,54 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,D,388,"1,104",431,"1,472",570,539,602,"1,133",500,654,3,,,,,,,,,,,
696924,"CZK 31,706",50.0183023,14.5625656,"Ibišková, Prague - Křeslice",4 bedroom with open-plan kitchen,,180 m²,"CZK 10,569",,,,Furnished,Yes,Yes,No,No,No,No,Yes,27. 01. 2022,,695,843,921,,,,,,,,1,,,,,,,,,,,
680072,"CZK 26,250",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",Studio,,30 m²,"CZK 8,750",,,,Furnished,No,No,No,No,No,Yes,Yes,27. 01. 2022,,288,586,250,131,26,252,214,638,273,511,7,,,,,,,,,,,
689077,"CZK 26,250",50.0633237,14.4440058,"Mečislavova, Prague - Nusle",1 bedroom with open-plan kitchen,,65 m²,"CZK 8,750",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,242,542,99,271,176,314,456,822,634,593,2,,,,,,,,,,,
700159,"CZK 40,280",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,,110 m²,"CZK 13,427",,,,Furnished,No,No,No,No,No,Yes,Yes,27. 01. 2022,,123,293,167,222,66,246,411,"1,258",283,254,4,,,,,,,,,,,
680055,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom,,62 m²,"CZK 12,000",,,,Furnished,No,Yes,No,No,No,Yes,No,27. 01. 2022,,156,408,244,342,59,242,281,281,533,788,1,,,,,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,,46 m²,"CZK 12,000",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,156,408,244,342,59,242,281,281,533,788,5,,,,,,,,,,,
680053,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,No,No,No,No,No,Yes,No,27. 01. 2022,,156,408,244,342,59,242,281,281,533,788,2,,,,,,,,,,,
690487,"CZK 15,334",50.0839446,14.4142188,"Karoliny Světlé, Prague - Staré Město",1 bedroom,,29 m²,"CZK 5,111",,,,Furnished,No,No,No,No,No,No,No,27. 01. 2022,,121,731,23,390,14,376,531,533,489,221,2,,,,,,,,,,,
680003,"CZK 52,500",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 17,500",,,,Furnished,No,No,No,No,No,Yes,Yes,27. 01. 2022,,144,325,176,152,60,230,49,259,388,439,4,,,,,,,,,,,
498946,"CZK 18,000",50.0932595,14.4574889,"Lyčkovo náměstí, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,59 m²,CZK 645,"CZK 37,300",Personal,Brick building,Partially furnished,No,No,No,No,Yes,No,No,05. 01. 2022,,254,835,180,436,124,299,66,"1,356",350,193,2,,,,,Gas boiler,,,,,,
689283,"CZK 12,000",50.08057,14.4571,"Baranova, Prague - Žižkov",Studio,Excellent,33 m²,"CZK 1,000","CZK 17,000",Personal,Brick building,Furnished,No,No,No,No,No,Yes,No,27. 02. 2022,A,263,519,158,315,154,635,297,256,585,148,4,,,Premium materials and solutions,,,,Overall,,,,
456329,"CZK 29,000",50.0380392,14.3213519,"Wiesenthalova, Prague - Řeporyje",3 bedroom with open-plan kitchen,,84 m²,"CZK 5,500","CZK 29,000",Personal,Other,Partially furnished,Yes,Yes,Yes,No,No,Yes,Yes,15. 02. 2022,C,109,"1,161",806,"1,019",617,817,720,"1,101",755,209,3,,1 to 10 years years,,,District heating,Top floor,,,,,
700466,"CZK 19,900",50.11632,14.47002,"Františka Kadlece, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,140","CZK 20,000",Personal,Brick building,Furnished,No,No,Yes,No,No,Yes,No,01. 03. 2022,A,167,"1,015",26,"1,464",84,307,434,"1,153","1,113",489,3,,,,,,,,,,,
