Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,New building,Age,Heating,Total number of floors,PENB,Design,Renovation,Front garden,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
717539,"CZK 19,000",50.0817642,14.4593369,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,"CZK 5,000",Partially furnished,2,Yes,No,No,No,No,No,No,01. 08. 2022,56,578,198,113,94,651,321,219,362,420,Excellent,"CZK 19,000",Personal,Brick building,,,,,G,,,,,,,,
556919,"CZK 22,500",50.0639307,14.3981426,"Xaveriova, Prague - Smíchov",Other,109 m²,"CZK 3,998",Unfurnished,2,No,Yes,No,No,No,No,No,16. 05. 2022,494,841,603,"1,225",586,928,541,385,64,411,,"CZK 22,500",Other,Brick building,,,,,G,,,,,,,,
716457,"CZK 18,000",50.1100963,14.3976305,Prague - Bubeneč,1 bedroom with open-plan kitchen,52 m²,"CZK 2,400",,,No,No,No,No,No,No,No,Ihned,365,281,907,320,682,559,496,776,288,,Excellent,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
717517,"CZK 16,000",50.0729,14.3939,"Grafická, Prague - Smíchov",1 bedroom,37 m²,"CZK 3,351",Partially furnished,1,No,No,Yes,No,No,Yes,No,17. 05. 2022,121,924,13,615,8,706,65,966,973,267,Excellent,"CZK 19,000",Personal,Brick building,,1 to 10 years years,,Raised ground floor,G,Standard materials and solutions,Overall,,,,,,
705981,"CZK 15,990",50.08523595,14.4500415,"Štítného, Prague - Žižkov",1 bedroom with open-plan kitchen,46 m²,CZK 760,Partially furnished,1,No,No,No,No,No,Yes,No,01. 08. 2022,259,236,35,196,7,203,76,292,108,538,Excellent,"CZK 30,000",Personal,Other,,1 to 10 years years,Other,Middle floor,C,Standard materials and solutions,Overall,,,,,,
610247,"CZK 12,800",50.033583,14.418079,"Za Mlýnem, Prague - Braník",Studio,40 m²,"CZK 3,000",Partially furnished,1,Yes,No,No,No,No,No,No,01. 08. 2022,308,814,387,324,360,687,543,"1,177",209,,New build,"CZK 15,800",Personal,Brick building,Yes,,,,C,,Overall,,,,,,
718325,"CZK 15,000",50.08197,14.50537,"Tuchorazská, Prague - Malešice",2 bedroom,54 m²,"CZK 4,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 07. 2022,154,474,318,431,251,452,614,511,"1,004",88,Excellent,"CZK 19,000",Personal,Prefab concrete building,,,District heating,,G,,Overall,,,,,,
697081,"CZK 44,000",50.08294,14.4439,"U Rajské zahrady, Prague - Žižkov",2 bedroom with open-plan kitchen,96 m²,"CZK 6,560",Furnished,1,No,No,Yes,No,No,Yes,No,25. 05. 2022,310,517,418,403,183,453,300,306,676,106,Excellent,"CZK 88,000",Personal,Brick building,,,,,B,,,,,,,,
59119,"CZK 14,000",50.0947838,14.356154,"Na dlouhém lánu, Prague - Vokovice",1 bedroom with open-plan kitchen,46 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,,420,522,338,495,366,348,275,617,"1,158",137,,"CZK 17,000",Personal,Brick building,,,,,,,,,,,,,
718311,"CZK 23,000",50.07252,14.40967,"Lidická, Prague - Smíchov",3 bedroom,105 m²,CZK 800,Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,120,555,108,166,73,469,594,757,954,514,Excellent,"CZK 46,000",Personal,Brick building,,,,,G,,,,,,,,
718315,"CZK 18,500",50.04592,14.46583,"Na Líše, Prague - Michle",3 bedroom,76 m²,"CZK 6,000",Furnished,6,No,No,No,Yes,Yes,Yes,No,01. 07. 2022,146,"1,002",474,911,542,818,212,268,746,28,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
524954,"CZK 13,500",50.1260559,14.4922898,"Jablonecká, Prague - Střížkov",1 bedroom with open-plan kitchen,54 m²,"CZK 5,800",Partially furnished,10,Yes,No,Yes,No,No,Yes,No,18. 05. 2022,483,567,112,467,121,106,585,428,821,116,Excellent,"CZK 26,000",Personal,Prefab concrete building,,,Central heating,Top floor,,Premium materials and solutions,Interior,,,,,,
584586,"CZK 33,000",50.105532,14.392401,"Nikoly Tesly, Prague - Dejvice",2 bedroom,92 m²,"CZK 2,000",Furnished,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,239,994,265,389,186,190,442,489,776,345,Excellent,"CZK 40,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,G,Standard materials and solutions,Overall,,,,,,
718288,"CZK 12,000",50.0645,14.30131,"Vondroušova, Prague - Řepy",Studio,33 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 06. 2022,216,757,162,719,120,825,444,221,"1,066",191,Excellent,"CZK 12,000",Personal,Prefab concrete building,,,,,D,,,,,,,,
718280,"CZK 12,500",50.0441,14.42393,"Jeremenkova, Prague - Podolí",Studio,28 m²,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,No,No,11. 05. 2022,56,140,"1,438",505,739,963,951,718,,,Excellent,"CZK 12,500",Cooperative,Brick building,,,,,G,,,,,,,,
717479,"CZK 20,500",50.04779,14.4379,"Bartákova, Prague - Krč",2 bedroom with open-plan kitchen,55 m²,"CZK 6,500",Unfurnished,3,No,No,Yes,Yes,No,Yes,No,15. 06. 2022,252,415,234,487,210,490,369,510,242,135,Excellent,,Personal,Prefab concrete building,,,,,C,,,,,,,,
718269,"CZK 18,000",50.02901,14.36168,"Vítové, Prague - Hlubočepy",1 bedroom with open-plan kitchen,51 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,Yes,Yes,No,13. 05. 2022,437,"1,318",559,"1,298",301,"1,336",529,769,854,542,Excellent,"CZK 35,000",Cooperative,Brick building,,,,,C,,,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,123,"1,094",507,"1,191",86,966,252,125,490,18,Excellent,"CZK 13,000",Personal,Prefab concrete building,,,District heating,,B,,Bathroom unit,,,,,,
699541,"CZK 18,700",50.10887,14.47533,"U Libeňského pivovaru, Prague - Libeň",1 bedroom with open-plan kitchen,42 m²,"CZK 1,900",Furnished,4,No,No,Yes,No,No,No,No,01. 06. 2022,306,813,278,526,301,356,408,635,375,200,New build,"CZK 38,000",Personal,Brick building,,1 to 10 years years,Electric boiler,Top floor,G,Premium materials and solutions,Overall,,,,,,
717443,"CZK 13,200",50.06958,14.44909,"Na Královce, Prague - Vršovice",1 bedroom with open-plan kitchen,40 m²,"CZK 1,500",Partially furnished,4,No,No,No,No,No,No,No,01. 08. 2022,225,748,294,294,202,350,277,446,472,214,Excellent,"CZK 26,400",Personal,Brick building,,,,,G,,,,,,,,
671695,"CZK 11,500",50.02399,14.41221,"Půlnoční, Prague - Hodkovičky",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Unfurnished,1,No,No,Yes,No,Yes,No,No,15. 05. 2022,362,"1,455",700,"1,164",417,"1,364",913,427,,,Excellent,"CZK 15,000",Personal,Brick building,,,,,G,,,,,,,,
718233,"CZK 17,000",50.04783,14.55994,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 3,000",Furnished,6,Yes,No,No,No,No,No,No,15. 05. 2022,349,959,491,"1,037",69,"1,104",231,238,749,84,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,District heating,,G,Standard materials and solutions,Overall,,,,,,
718236,"CZK 13,000",50.10588,14.57326,"Generála Janouška, Prague - Černý Most",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 07. 2022,122,"1,049",91,541,180,203,511,419,206,,Good,"CZK 26,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
664352,"CZK 39,000",50.07791,14.40697,"Zborovská, Prague - Smíchov",4 bedroom,110 m²,"CZK 3,500",Furnished,1,No,No,No,No,No,No,No,19. 06. 2021,232,350,216,307,105,392,257,918,738,420,Excellent,"CZK 39,000",Personal,Brick building,,,Gas boiler,Raised ground floor,C,,Interior,,,,,,
718227,"CZK 24,000",50.11934,14.48602,"Žitenická, Prague - Prosek",1 bedroom with open-plan kitchen,57 m²,"CZK 4,900",Furnished,3,Yes,Yes,Yes,No,No,Yes,No,11. 07. 2022,249,"1,143",305,"1,082",519,742,125,534,715,320,New build,"CZK 24,000",Personal,Brick building,,,,,B,,,,,,,,
718219,"CZK 23,700",49.99877,14.50837,"Radešovská, Prague - Šeberov",3 bedroom with open-plan kitchen,96 m²,"CZK 1,800",Furnished,1,Yes,Yes,No,No,Yes,No,No,01. 08. 2022,"1,057","1,144","1,055","1,096",,,,,,,Excellent,"CZK 47,400",Personal,Brick building,,1 to 10 years years,Geothermal heat pump,Middle floor,B,Premium materials and solutions,Overall,150 m²,,,,,
718217,"CZK 15,490",50.04595583333,14.33654833333,"Modrá, Prague - Stodůlky",1 bedroom with open-plan kitchen,43 m²,"CZK 2,141",Furnished,6,No,No,Yes,No,No,Yes,No,,308,443,305,472,347,464,437,269,440,182,Excellent,"CZK 17,631",Personal,Prefab concrete building,,,,,G,,,,,,,"CZK 17,631

                                
                                
                
i",
150673,"CZK 10,998",50.0586898,14.2826339,"Tulešická, Prague - Zličín",Studio,31 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,No,No,,354,821,844,774,799,898,246,"1,120",86,,,"CZK 19,000",Other,Brick building,,,,,,,,,,,,,
200313,"CZK 17,000",50.0963583,14.3570728,"Africká, Prague - Vokovice",Studio,41 m²,"CZK 3,000",Furnished,,Yes,No,No,No,No,No,No,,334,366,231,255,280,229,299,516,"1,057",106,,"CZK 34,000",Personal,Brick building,,1 to 10 years years,District heating,Ground floor,,Standard materials and solutions,Overall,10 m²,,,,,
518108,"CZK 25,000",50.06799,14.30409,"Španielova, Prague - Řepy",3 bedroom,80 m²,"CZK 7,000",Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,394,985,398,947,373,624,468,316,516,,,"CZK 40,000",Personal,Prefab concrete building,,,District heating,Middle floor,D,,,,,,,,
414303,"CZK 26,000",50.0930962,14.4538949,"Křižíkova, Prague - Karlín",1 bedroom with open-plan kitchen,58 m²,"CZK 6,000",Furnished,6,Yes,No,Yes,No,Yes,Yes,Yes,15. 05. 2022,161,511,147,132,156,194,382,"1,191",193,466,,"CZK 40,000",Personal,Low-energy building,Yes,1 to 10 years years,Central heating,Middle floor,B,Premium materials and solutions,,,,,,,
476289,"CZK 25,500",50.0943979,14.4570713,"Petra Slezáka, Prague - Karlín",1 bedroom with open-plan kitchen,51 m²,"CZK 3,000",Furnished,2,No,No,Yes,No,No,Yes,No,,114,757,111,448,84,312,261,"1,147",362,284,Excellent,"CZK 40,000",Personal,Brick building,,10 to 30 years years,Electric boiler,Middle floor,C,Premium materials and solutions,Overall,,,,,,
507636,"CZK 13,000",50.126902049845,14.471852389549,"Střelničná, Prague - Kobylisy",1 bedroom,35 m²,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,,85,224,154,277,22,197,539,591,"1,029",293,,"CZK 26,000",Cooperative,Brick building,,,,,G,,,,,,,,
369009,"CZK 13,800",50.0539858,14.5274748,"Zemské právo, Prague - Hostivař",Studio,32 m²,"CZK 1,860",Partially furnished,3,Yes,No,Yes,No,No,No,No,01. 06. 2022,316,874,170,837,424,879,960,574,423,426,New build,"CZK 13,800",Personal,Brick building,Yes,,,,B,,,-1 m²,,,,,
467330,"CZK 18,500",50.07502,14.48515,"Krátká, Prague - Vinohrady",2 bedroom,55 m²,"CZK 1,000",Partially furnished,1,No,No,No,No,No,No,No,16. 05. 2022,350,587,155,440,346,462,589,587,970,285,,"CZK 19,500",Personal,Brick building,,,,Middle floor,,,Interior,,,,,,
504612,"CZK 19,000",50.0712304,14.4007897,"Radlická, Prague - Smíchov",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,117,440,384,59,69,555,304,913,974,295,Excellent,"CZK 19,000",Personal,Brick building,,30 to 50 years years,Central heating,Middle floor,C,Standard materials and solutions,Overall,,,,,,
533010,"CZK 16,000",50.1019511,14.4365138,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,2,No,No,Yes,No,No,No,No,01. 07. 2022,212,907,171,317,77,407,393,"1,490",506,989,,"CZK 20,000",Personal,Brick building,,,Gas boiler,Middle floor,E,Standard materials and solutions,,,,,,,
585766,"CZK 15,500",50.066528,14.551467,"Kryšpínova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Unfurnished,4,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,348,"1,200",262,181,441,942,"1,110",203,,,New build,"CZK 20,000",Personal,Brick building,,,,,C,,,,,,,,
718163,"CZK 17,000",50.05253,14.51168,"Mattioliho, Prague - Záběhlice",Studio,38 m²,"CZK 4,000",Partially furnished,4,No,Yes,No,No,No,Yes,Yes,23. 05. 2022,225,508,498,551,257,504,945,874,761,446,New build,"CZK 25,000",Personal,Brick building,,,,,A,,,,,,,,
717159,"CZK 15,000",50.064779,14.5525555,"Františka Jansy, Prague - Dolní Měcholupy",Studio,45 m²,"CZK 4,000",Partially furnished,1,No,Yes,No,No,Yes,Yes,No,23. 05. 2022,150,845,468,387,639,"1,165",809,100,,,New build,"CZK 20,000",Cooperative,Brick building,,,,,B,,,,,,,,
684922,"CZK 9,900",50.03579,14.41528,"Na Vinohradu, Prague - Braník",Studio,25 m²,"CZK 1,500",Furnished,1,No,No,No,No,No,No,No,09. 05. 2022,200,452,102,198,138,224,244,515,,,Excellent,"CZK 19,000",Personal,Brick building,,,,,,,,,,,,,
529640,"CZK 9,500",50.0577592,14.2889989,"Na Radosti, Prague - Zličín",Studio,25 m²,"CZK 2,800",Furnished,2,No,No,No,No,No,No,No,09. 05. 2022,293,773,615,558,412,669,248,522,50,,Excellent,"CZK 19,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,,Premium materials and solutions,Overall,,,,,,
454911,"CZK 13,500",50.1268798,14.4222701,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,12,No,No,Yes,No,Yes,Yes,Yes,01. 06. 2022,386,336,58,407,200,350,675,"1,006","1,092",317,Excellent,"CZK 35,000",Personal,Low-energy building,,1 to 10 years years,District heating,Middle floor,B,Premium materials and solutions,Overall,,,,,,
710132,"CZK 8,990",50.14972722222,14.51586138888,"K Avii, Prague - Čakovice",Studio,28 m²,"CZK 2,859",Unfurnished,1,No,No,No,No,No,No,No,,216,681,568,922,838,635,868,471,,,Good,"CZK 11,849",Personal,Brick building,,,,,G,,,,,,,"CZK 11,849

                                
                                
                
i",
613183,"CZK 17,000",50.063138,14.447026,"U Pernštejnských, Prague - Nusle",1 bedroom with open-plan kitchen,47 m²,"CZK 2,500",Furnished,4,No,Yes,No,No,No,Yes,Yes,16. 06. 2020,278,735,249,438,352,481,623,637,801,694,New build,"CZK 51,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,B,Premium materials and solutions,Overall,,,,,,
717952,"CZK 26,000",50.05404,14.36564,"U Kříže, Prague - Jinonice",2 bedroom with open-plan kitchen,74 m²,"CZK 4,000",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,09. 05. 2022,147,156,551,413,622,326,849,723,298,,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
704707,"CZK 14,000",50.06597,14.49684,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Partially furnished,5,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,162,159,"1,182",251,525,370,326,898,414,,Excellent,"CZK 28,000",Personal,Brick building,,10 to 30 years years,District heating,Middle floor,B,Premium materials and solutions,,,,,,,
654187,"CZK 23,000",50.08634,14.48319,"U Staré cihelny, Prague - Žižkov",1 bedroom with open-plan kitchen,68 m²,"CZK 4,000",Furnished,2,Yes,No,No,No,Yes,Yes,Yes,10. 06. 2022,228,"1,188",419,"1,051",519,"1,085",918,562,725,543,New build,"CZK 46,000",Personal,Brick building,Yes,1 to 10 years years,Central heating,Middle floor,C,,,,,,,,
716384,"CZK 32,000",50.08123,14.42982,"Opletalova, Prague - Nové Město",2 bedroom with open-plan kitchen,77 m²,"CZK 3,000",Partially furnished,7,Yes,No,No,Yes,Yes,Yes,No,02. 05. 2022,333,299,46,200,55,39,271,954,190,583,Excellent,"CZK 50,000",Personal,Brick building,,1 to 10 years years,District heating,Middle floor,G,Premium materials and solutions,Interior,,,,,,
717181,"CZK 21,000",50.044853653232,14.303649926543,Prague - Stodůlky,1 bedroom with open-plan kitchen,55 m²,"CZK 4,900",Partially furnished,7,Yes,No,No,No,No,Yes,Yes,01. 06. 2022,270,209,261,243,"1,040","1,137",743,903,196,,New build,"CZK 21,000",Cooperative,Brick building,,1 to 10 years years,Central heating,Top floor,G,Standard materials and solutions,,,,,,,
718094,"CZK 14,990",50.06549305555,14.30254805555,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,48 m²,"CZK 4,926",Unfurnished,9,Yes,No,Yes,No,No,Yes,No,,93,551,284,512,122,607,534,328,"1,442",298,Excellent,"CZK 19,916",Personal,Prefab concrete building,,,,,G,,,,,,,"CZK 19,916

                                
                                
                
i",
718090,"CZK 17,000",50.1028,14.49695,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 2,800",Furnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,126,589,273,189,186,90,541,"1,080",637,392,Excellent,"CZK 17,000",Personal,Prefab concrete building,,1 to 10 years years,District heating,Middle floor,B,Standard materials and solutions,,,,,,,
717170,"CZK 14,000",49.98824,14.44641,"Kestřanská, Prague - Cholupice",2 bedroom with open-plan kitchen,63 m²,"CZK 3,800",Partially furnished,3,No,No,No,No,Yes,No,Yes,01. 07. 2022,340,597,354,365,,,,,,,New build,"CZK 20,000",Personal,Brick building,Yes,1 to 10 years years,Gas boiler,Top floor,C,Standard materials and solutions,,,,,,,
441070,"CZK 15,000",50.136196,14.380704,"Internacionální, Prague - Suchdol",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 06. 2022,10,77,384,65,50,97,579,468,903,736,Excellent,"CZK 15,000",Personal,Brick building,,,Gas boiler,Ground floor,B,Standard materials and solutions,,,,,,,
718084,"CZK 22,990",50.07173333333,14.41967055555,"Na hrádku, Prague - Nové Město",2 bedroom,62 m²,"CZK 1,984",Partially furnished,1,No,No,No,No,No,Yes,No,,138,518,100,168,159,79,339,287,459,360,Good,"CZK 24,974",Personal,Brick building,,,,,C,,,,,,,"CZK 24,974

                                
                                
                
i",
718079,"CZK 15,000",50.06235,14.42631,"Na Bučance, Prague - Nusle",Studio,30 m²,"CZK 2,500",Partially furnished,4,No,No,Yes,No,Yes,No,No,16. 05. 2022,383,729,282,246,174,527,341,115,442,208,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,,
717163,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",4 bedroom with open-plan kitchen,250 m²,"CZK 17,000",Unfurnished,7,No,No,No,No,No,Yes,No,05. 05. 2022,50,344,274,458,40,435,343,586,60,470,Excellent,"CZK 167,000",Personal,Brick building,,,,,G,,,,,,,,
662735,"CZK 13,000",50.11501,14.4714,"Vosmíkových, Prague - Libeň",1 bedroom with open-plan kitchen,52 m²,"CZK 4,500",Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,97,"1,149",147,"1,226",85,441,312,"1,327",872,339,Excellent,"CZK 14,500",Personal,Brick building,,,,,G,,,,,,,,
658806,"CZK 17,000",50.02491,14.41322,"Jitřní, Prague - Hodkovičky",1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,Yes,No,No,01. 07. 2022,31,"1,435","1,207","1,428",714,916,87,"1,116",928,353,New build,"CZK 38,000",Personal,Other,Yes,,District heating,,C,,,,,,,,
718040,"CZK 14,000",50.07048,14.40701,"Jindřicha Plachty, Prague - Smíchov",1 bedroom,40 m²,CZK 700,Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,224,597,151,251,119,255,690,"1,170",981,467,Excellent,"CZK 14,000",Personal,Brick building,,,,,G,,,,,,,,
551630,"CZK 14,000",50.04782783895,14.559218611114,"Boloňská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,43 m²,"CZK 2,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 06. 2022,279,927,421,"1,005",138,"1,072",300,206,717,128,Excellent,"CZK 28,000",Personal,Prefab concrete building,,,District heating,Middle floor,,,Overall,,,,,,
449124,"CZK 11,400",50.139249872201,14.518846536792,"Pavla Beneše, Prague - Letňany",Studio,35 m²,"CZK 2,300",Unfurnished,5,No,No,Yes,No,No,No,No,,282,450,953,"1,037",484,574,850,981,"1,112",148,,"CZK 15,000",Personal,Brick building,,1 to 10 years years,District heating,Top floor,A,Premium materials and solutions,,,,,,,
322551,"CZK 19,000",50.1014198,14.370781,"Vostrovská, Prague - Dejvice",2 bedroom,50 m²,"CZK 4,500",Unfurnished,1,No,No,No,No,No,No,No,01. 07. 2022,292,927,443,563,443,348,745,852,777,315,,,Personal,Brick building,,,,,G,,,,,,,,
555193,"CZK 13,000",50.1177897,14.4711221,"Střížkovská, Prague - Libeň",Studio,37 m²,"CZK 1,500",Partially furnished,1,No,No,No,No,No,No,No,15. 04. 2019,178,"1,097",236,"1,448",197,482,609,"1,130","1,312",689,,"CZK 13,000",Personal,Brick building,Yes,,,,B,,,,,,,,
713139,"CZK 28,000",50.06552,14.37806,"U Vojanky, Prague - Košíře",2 bedroom with open-plan kitchen,91 m²,"CZK 7,000",Furnished,5,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,98,731,678,978,708,"1,085",857,846,"1,407",934,Excellent,"CZK 35,000",Personal,Brick building,,10 to 30 years years,Gas boiler,Top floor,G,Premium materials and solutions,Overall,,,,,,
559411,"CZK 18,000",50.1311625,14.491996,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,56 m²,"CZK 4,300",Furnished,2,Yes,No,No,Yes,Yes,Yes,Yes,01. 06. 2022,490,"1,228",363,"1,153",763,609,728,604,"1,317",77,New build,"CZK 36,000",Personal,Brick building,,1 to 10 years years,Central heating,,B,Premium materials and solutions,,,,,,,
537589,"CZK 18,500",50.0787851,14.4605997,"Jičínská, Prague - Žižkov",1 bedroom with open-plan kitchen,45 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,01. 01. 1970,39,336,123,153,117,153,645,534,689,73,Excellent,"CZK 37,000",Personal,Brick building,,,,,A,,,,,,,,
378961,"CZK 11,000",50.0629278,14.3800684,"Černochova, Prague - Košíře",Studio,30 m²,"CZK 3,500",Furnished,5,No,No,No,No,Yes,Yes,No,01. 06. 2022,340,"1,245",672,"1,032",660,958,347,"1,228",618,,Excellent,"CZK 11,000",Personal,Brick building,,1 to 10 years years,Central heating,Middle floor,C,Standard materials and solutions,,,,,,,
698899,"CZK 18,000",50.0774,14.50504,"Černokostelecká, Prague - Strašnice",1 bedroom with open-plan kitchen,52 m²,"CZK 4,400",Partially furnished,3,No,No,No,No,No,Yes,No,06. 06. 2022,33,808,482,699,157,575,614,733,605,,Excellent,"CZK 20,000",Personal,Brick building,,1 to 10 years years,Other,,,Standard materials and solutions,Interior,,,,,,
209418,"CZK 17,500",50.1062237,14.4470997,"Osadní, Prague - Holešovice",1 bedroom with open-plan kitchen,53 m²,"CZK 3,500",Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 06. 2020,189,305,149,318,63,211,378,666,371,305,Excellent,"CZK 16,500",Personal,Brick building,Yes,,District heating,Middle floor,,,,,,,,,
717947,"CZK 11,500",50.07177,14.46983,"28. pluku, Prague - Vršovice",1 bedroom,43 m²,"CZK 2,950",Partially furnished,3,No,No,No,No,No,Yes,No,31. 05. 2022,79,577,159,372,245,172,344,221,749,210,Good,"CZK 11,500",Personal,Brick building,,,,,G,,,,,,,,
718018,"CZK 12,500",50.12242,14.48951,"Bílinská, Prague - Prosek",1 bedroom,33 m²,"CZK 3,800",Furnished,7,No,No,No,Yes,No,Yes,No,16. 05. 2022,434,765,194,703,477,405,283,282,444,215,Excellent,"CZK 15,000",Personal,Prefab concrete building,,,District heating,Top floor,G,,Overall,,,,,,
717977,"CZK 14,000",50.12689,14.40896,"Krynická, Prague - Troja",1 bedroom with open-plan kitchen,49 m²,"CZK 4,500",Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,413,757,296,692,585,549,444,124,297,,Excellent,"CZK 28,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
717074,"CZK 19,000",50.06891,14.50447,"Nedvězská, Prague - Strašnice",2 bedroom with open-plan kitchen,70 m²,"CZK 7,000",Partially furnished,4,No,No,No,No,No,Yes,No,17. 07. 2022,303,459,"1,338",328,518,327,320,"1,252",158,,Excellent,"CZK 40,000",Personal,Prefab concrete building,,10 to 30 years years,District heating,Top floor,G,Standard materials and solutions,Overall,,,,,,
717970,"CZK 19,000",50.13535,14.54158,"Toužimská, Prague - Kbely",2 bedroom with open-plan kitchen,67 m²,"CZK 7,500",Partially furnished,3,No,Yes,Yes,No,Yes,Yes,Yes,01. 06. 2022,137,655,774,675,908,547,547,565,806,,Excellent,"CZK 38,000",Personal,Brick building,,,,,G,,,,,,,,
717954,"CZK 15,000",50.08257,14.44933,"Víta Nejedlého, Prague - Žižkov",2 bedroom,45 m²,"CZK 5,000",Furnished,,No,No,Yes,No,No,No,No,10. 05. 2022,425,278,101,287,20,140,268,376,420,565,Excellent,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,,
717950,"CZK 19,000",50.05024,14.34038,"Petržílkova, Prague - Stodůlky",1 bedroom,50 m²,"CZK 5,000",Furnished,6,No,Yes,No,No,No,Yes,Yes,09. 05. 2022,121,65,128,0,65,130,160,422,807,157,Excellent,"CZK 38,000",Personal,Prefab concrete building,,,,,G,,,,,,,,
622479,"CZK 21,000",50.046109,14.332629,"Zázvorkova, Prague - Stodůlky",2 bedroom with open-plan kitchen,90 m²,"CZK 5,000",Partially furnished,5,No,Yes,No,No,No,Yes,No,01. 06. 2022,304,301,219,330,203,322,577,96,513,52,Excellent,"CZK 26,000",Cooperative,Prefab concrete building,,,District heating,Middle floor,C,,Overall,,,,,,
717806,"CZK 13,700",50.0569461,14.3994936,"Nad Kesnerkou, Prague - Smíchov",1 bedroom with open-plan kitchen,34 m²,"CZK 2,300",Furnished,2,No,No,Yes,No,Yes,No,No,09. 05. 2022,191,"1,048",447,965,436,867,567,"1,434",527,270,Excellent,"CZK 13,700",Personal,Brick building,,,,,A,,,,,,,,
717948,"CZK 22,990",50.02109388888,14.46490361111,"Za valem, Prague - Kunratice",2 bedroom with open-plan kitchen,90 m²,"CZK 4,829",Partially furnished,7,Yes,No,No,No,Yes,Yes,No,,163,"1,194","1,071",68,320,747,"1,451",149,,,Excellent,"CZK 27,819",Personal,Other,,,,,C,,,,,,,"CZK 27,819

                                
                                
                
i",
