Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Terrace,Balcony,New-build,Garage,Parking,Enclosed balcony,Domácí mazlíčci vítáni,Cellar,Administrative fee
"CZK 25,900","CZK 2,700",558740,3+kk,10/1/2022,94 m²,Partly,1,,93.85,153.95,23.81,257.54,16.23,257.06,307.72,502.7,285.55,255.73,"Oblouková, Prague - Vršovice",50.0670925,14.4558324,"CZK 47,800",Brick,Over 50 years,Interior,Good,Personal,G,Gas boiler,Luxurious,,1.0,,,,,,1.0,
"CZK 20,000","CZK 4,000",531932,2 bedroom,10/1/2022,50 m²,Partly,5,,35.42,420.61,131.42,161.76,67.56,272.26,361.85,379.4,229.28,240.53,Prague - Vršovice,50.0679028,14.4588789,"CZK 25,000",Brick,,,,Personal,C,,,,,,,,,,,
"CZK 21,500","CZK 2,500",728297,2+kk,9/1/2022,58 m²,Partly,2,1.0,180.7,972.84,122.71,351.25,23.7,396.36,682.88,702.43,520.3,193.82,Prague - Nusle,50.06576,14.42648,"CZK 43,000",Brick,,,Very good,,G,,,,,,,,,,1.0,
"CZK 23,836","CZK 4,100",719023,Studio,8/1/2022,32 m²,Fully furnished,4,1.0,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,"CZK 47,672",Brick,Over 50 years,Complete,Very good,Personal,G,Electric boiler,Standard,,,,,,,,,
"CZK 12,500","CZK 4,000",572946,2 bedroom,8/19/2022,50 m²,Partly,2,,122.27,182.11,97.14,402.41,60.06,61.25,493.68,441.33,743.86,465.99,"Stanislava Kostky Neumanna, Prague - Libeň",50.1199188,14.4584538,"CZK 15,000",Brick,,,,Personal,,,,,,,,,,,,
"CZK 18,990","CZK 4,061",731068,2 bedroom,8/30/2022,52 m²,Unfurnished,7,1.0,12.58,498.11,164.0,238.68,117.45,256.45,250.36,127.54,646.92,163.16,"Brunclíkova, Prague - Břevnov",50.08687333333,14.34524444444,"CZK 23,051",Prefab concrete,,,Very good,Personal,G,,,,1.0,,,,,,1.0,"CZK 23,051"
"CZK 13,950","CZK 3,000",731066,Studio,9/1/2022,30 m²,Partly,4,1.0,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,"CZK 20,000",Brick,,,Very good,,C,,,,,,,,,,,
"CZK 9,000","CZK 3,000",731055,Studio,8/24/2022,35 m²,Unfurnished,1,,44.66,1073.48,629.27,1066.13,480.83,554.32,546.65,705.68,1266.62,663.27,Prague - Braník,50.02646,14.41749,"CZK 10,000",Brick,,,Good,,G,,,,,,,,,1.0,1.0,
"CZK 25,200","CZK 4,900",168687,2+kk,9/1/2022,65 m²,Fully furnished,4,,75.58,92.05,73.2,16.18,4.45,124.26,366.36,757.47,337.3,380.95,Prague - Bubeneč,50.1004197,14.423345,"CZK 50,400",Brick,,,Very good,Personal,G,Central,,1.0,,,,,,,,
"CZK 15,000","CZK 4,500",573173,2+kk,9/16/2019,48 m²,Fully furnished,8,,202.83,830.23,30.37,642.13,256.73,364.02,470.51,110.03,825.61,111.39,"Šiškova, Prague - Kobylisy",50.1290279,14.4611701,"CZK 15,000",Prefab concrete,,Interior,,Cooperative,,Central,Standard,,1.0,,,,,,,
"CZK 12,000","CZK 1,500",730420,2+kk,8/18/2022,40 m²,Partly,2,,115.96,702.32,13.42,327.37,67.49,406.91,363.64,153.16,192.59,178.95,Prague - Nusle,50.0608,14.42675,"CZK 24,000",Brick,,,Very good,,G,,,,,,,,,,,
"CZK 26,000","CZK 3,700",731045,2+kk,8/24/2022,48 m²,Fully furnished,1,1.0,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,"CZK 50,000",Brick,Up to 10 years,,New-build,,B,,Luxurious,1.0,,1.0,1.0,1.0,,,,
"CZK 16,000","CZK 4,500",730849,2+kk,9/1/2022,47 m²,Partly,3,1.0,131.97,614.65,167.71,938.18,526.16,312.8,441.85,915.79,284.53,188.63,Prague - Záběhlice,50.05853,14.4948,"CZK 32,000",Prefab concrete,,,Very good,,C,,,,,,,,1.0,,,
"CZK 9,000","CZK 3,000",731042,Small studio,8/31/2022,32 m²,Partly,3,,81.9,982.25,81.47,623.36,129.28,293.27,386.95,881.32,327.11,157.06,Prague - Strašnice,50.07003,14.48853,"CZK 12,000",Brick,,,Very good,,G,,,,,,,,,,,
"CZK 17,500","CZK 3,500",730701,2+kk,8/21/2022,65 m²,Partly,2,1.0,265.0,976.08,523.77,941.25,483.3,496.25,908.9,521.25,436.99,403.29,Prague - Stodůlky,50.05178,14.33128,"CZK 17,500",Brick,,,New-build,,C,,,,1.0,,,,,,1.0,
"CZK 18,000","CZK 8,500",511073,2 bedroom,11/1/2022,75 m²,Partly,4,,115.25,687.92,89.51,214.74,7.35,83.42,518.41,797.69,441.58,761.65,"Dukelských hrdinů, Prague - Holešovice",50.1027248,14.4328603,"CZK 36,000",Brick,,,,Personal,,,,,,,,,,,,
"CZK 39,000","CZK 7,000",517158,3+1,10/3/2022,85 m²,Fully furnished,3,,295.13,929.65,441.84,565.86,439.45,345.14,741.77,802.36,774.4,312.3,Prague - Dejvice,50.101426,14.3708397,"CZK 70,000",Brick,,Complete,Very good,Personal,G,Gas boiler,Luxurious,,1.0,,,,1.0,,,
"CZK 14,000","CZK 3,920",730406,2+kk,8/18/2022,43 m²,Partly,2,1.0,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,"CZK 28,000",Prefab concrete,,,Very good,,G,,,,1.0,,,,,,1.0,
"CZK 13,500","CZK 3,000",502005,1 bedroom,11/1/2022,42 m²,Partly,3,1.0,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,"CZK 27,000",Brick,Up to 10 years,,Very good,Personal,C,,Standard,,1.0,,,,,,1.0,
"CZK 13,000","CZK 1,800",606075,Studio,10/15/2022,33 m²,Partly,,1.0,222.73,785.34,68.49,304.09,22.82,400.27,445.1,199.39,498.47,434.16,"Podskalská, Prague - Nové Město",50.071165,14.415031,"CZK 18,000",Brick,,,Very good,Cooperative,,,,,,,,1.0,,,,
"CZK 20,000","CZK 5,000",730903,3+1,11/1/2022,78 m²,Partly,10,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,"CZK 20,000",Prefab concrete,30 - 50 years,,Good,Personal,G,Central,Standard,,,,1.0,,1.0,1.0,1.0,
"CZK 25,000","CZK 4,000",725938,2+kk,9/1/2022,70 m²,Partly,3,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,"CZK 50,000",Brick,,,Very good,,C,,,,,,,,,,,
"CZK 12,500","CZK 4,200",670237,1 bedroom,9/1/2022,39 m²,Fully furnished,3,1.0,244.54,899.67,113.74,654.9,134.13,190.73,393.85,541.74,434.58,364.77,"Ke Strašnické, Prague - Strašnice",50.069633,14.494844,"CZK 20,000",Brick,,Interior,Very good,Personal,G,Central,,,,,,1.0,,,1.0,
"CZK 12,000","CZK 1,500",505631,1 bedroom,8/15/2022,34 m²,Fully furnished,2,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,"CZK 24,000",Brick,Up to 10 years,Complete,,Personal,,Electric boiler,Standard,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",Brick,,Interior,Good,Personal,F,Distance,,,,,,,,,,
"CZK 16,500","CZK 5,500",554329,2+kk,9/26/2022,49 m²,Partly,3,,53.93,1077.26,371.37,1459.79,267.87,601.61,689.56,1888.92,880.79,507.37,Prague - Radotín,49.9771246,14.3504332,"CZK 33,000",Brick,Up to 10 years,,New-build,Personal,B,Central,Luxurious,,1.0,1.0,,,,,,
"CZK 29,000","CZK 5,500",730369,3+kk,9/1/2022,75 m²,Partly,12,1.0,107.88,524.34,0.0,172.65,64.52,544.44,488.76,682.57,608.93,127.06,Prague - Strašnice,50.0776705,14.4868989,"CZK 60,000",Brick,,,Very good,,A,,,,1.0,,1.0,,,1.0,,
"CZK 17,500","CZK 4,500",730945,3+1,8/23/2022,80 m²,Partly,4,1.0,313.68,468.15,553.55,2697.95,331.92,485.82,741.2,610.42,1689.93,249.23,Prague - Čimice,50.14157,14.43307,"CZK 35,000",Prefab concrete,,,Good,Cooperative,G,,,,,,,1.0,1.0,,1.0,
"CZK 5,500","CZK 3,500",692392,1 bedroom,8/24/2022,24 m²,Partly,2,1.0,259.95,314.6,274.65,287.1,361.96,340.89,747.06,301.0,938.95,305.93,"Nad Lesním divadlem, Prague - Braník",50.0254541,14.4373133,"CZK 20,000",Prefab concrete,,,Very good,Cooperative,C,,,,,,,,,,1.0,
"CZK 17,500","CZK 3,500",700035,2+kk,9/1/2022,50 m²,Fully furnished,7,1.0,146.6,1885.82,1048.5,1644.68,378.3,1292.34,740.14,1353.48,1244.54,662.27,"Pískařská, Prague - Modřany",50.013,14.40077,"CZK 17,500",Brick,,,New-build,Personal,D,Distance,,,,1.0,1.0,,,,,
"CZK 23,000","CZK 6,500",470746,3+1,10/1/2022,100 m²,Unfurnished,3,,176.35,936.81,118.36,391.27,63.71,356.54,648.5,733.22,553.1,189.47,"Nezamyslova, Prague - Nusle",50.0655259,14.4270475,"CZK 24,060",Brick,,,,Personal,,,,,,,,,,,,
"CZK 14,000","CZK 2,500",512975,2+kk,9/1/2022,45 m²,Partly,5,,243.69,642.56,158.63,321.57,313.0,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,"CZK 15,000",Prefab concrete,,,,Personal,C,Central,,,,,,,,,,
"CZK 22,000","CZK 3,360",551447,2+kk,8/25/2022,51 m²,Partly,2,,283.79,148.02,158.99,1617.01,45.16,1048.39,1159.42,750.98,931.26,135.54,Prague - Stodůlky,50.0460523,14.3020788,"CZK 40,000",Brick,Up to 10 years,,,Personal,B,Central,Standard,1.0,,1.0,,,,,,
"CZK 11,999",CZK 1,393325,3+kk,12/1/2021,80 m²,Partly,4,,223.51,319.98,215.63,105.13,77.74,309.27,96.87,566.4,507.29,77.83,"Nedvědovo náměstí, Prague - Podolí",50.0574231,14.4221377,"CZK 11,999",Brick,,,,Other,,,,,1.0,,,,,,,
"CZK 20,000","CZK 3,750",730206,2+kk,8/17/2022,50 m²,Partly,3,1.0,83.09,656.57,68.92,675.09,133.2,641.46,501.68,569.42,382.05,406.68,Prague - Vinohrady,50.06829,14.4342,"CZK 20,000",Brick,,Complete,Very good,Personal,G,,,,,,,,,,,
"CZK 17,500","CZK 3,500",406355,1 bedroom,8/30/2022,40 m²,Fully furnished,2,1.0,245.16,118.28,34.46,158.9,60.95,337.88,188.31,373.21,805.61,74.06,"Milešovská, Prague - Vinohrady",50.0788293,14.4518748,"CZK 17,000",Brick,,,Very good,Personal,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",695903,2+kk,10/1/2022,49 m²,Partly,2,1.0,529.36,659.28,317.84,800.16,310.73,924.8,208.44,1915.55,924.85,70.01,"Milotická, Prague - Zličín",50.05967,14.28446,"CZK 25,000",Prefab concrete,,Complete,Very good,Personal,C,,,,1.0,,1.0,1.0,,,,
"CZK 20,000","CZK 3,500",707900,3+kk,9/15/2022,59 m²,Partly,1,1.0,37.76,388.4,240.97,329.99,222.21,1351.55,231.54,501.54,1091.17,504.16,"Hlavní, Prague - Záběhlice",50.04828,14.49052,"CZK 40,000",Brick,Over 50 years,,Good,Personal,E,Distance,Standard,,,,,,,,,
"CZK 7,000","CZK 2,000",635073,Small studio,3/20/2021,20 m²,Partly,1,,216.36,1299.7,1149.66,1953.19,500.36,1050.51,1087.91,1406.68,1547.89,484.38,"Božanovská, Prague - Horní Počernice",50.105394,14.606666,"CZK 9,000",Brick,,,Good,Personal,G,Central,,,,,,,,,,
"CZK 12,000","CZK 3,500",730478,2+kk,9/1/2022,46 m²,Partly,3,,225.43,574.02,73.71,488.02,372.56,473.94,197.36,301.9,1112.72,245.33,Prague - Stodůlky,50.04732,14.34568,"CZK 15,500",Prefab concrete,,,Very good,,G,,,,,,,,,,,
"CZK 20,000",CZK 850,413470,2 bedroom,9/1/2022,71 m²,Partly,4,,248.94,735.12,54.07,227.84,66.68,310.21,357.9,95.57,411.28,380.53,"Trojická, Prague - Nové Město",50.0705526,14.4159105,"CZK 25,000",Brick,,,Very good,Personal,G,,,,,,,,,,,
"CZK 10,000","CZK 3,500",730894,Studio,9/1/2022,25 m²,Partly,5,1.0,91.46,645.58,95.57,83.55,33.81,152.17,174.9,256.9,115.97,366.62,Prague - Holešovice,50.09863,14.43204,"CZK 30,000",Brick,,,Very good,,G,,,,,,,,,,,
"CZK 13,000","CZK 4,000",499853,2 bedroom,9/1/2022,80 m²,Partly,1,,169.16,1442.3,491.55,1356.47,420.19,1387.15,1065.28,826.95,623.91,483.05,"Slivenecká, Prague - Hlubočepy",50.0388545,14.3900682,CZK 0,Brick,,,,Personal,,,,1.0,,,,1.0,,,1.0,
"CZK 12,500","CZK 2,500",170482,Small studio,10/1/2022,28 m²,Partly,5,,61.41,341.82,179.51,195.01,106.03,16.4,255.62,214.73,360.82,170.08,"Tusarova, Prague - Holešovice",50.1013189,14.4495232,"CZK 20,000",Brick,,,,Personal,,,,,1.0,,,,,,,
"CZK 17,000","CZK 2,000",730563,Studio,9/1/2022,37 m²,Partly,5,,334.54,285.07,79.27,409.99,30.53,352.79,158.63,416.7,688.25,184.92,Prague - Vinohrady,50.08069,14.45421,"CZK 34,000",Brick,,,New-build,,C,,,,1.0,,,,,,,
"CZK 16,000",CZK 700,620655,3+kk,9/1/2022,101 m²,Partly,1,,100.37,279.0,89.95,238.18,11.52,52.47,275.27,287.65,628.68,296.42,"Ječná, Prague - Nové Město",50.075923,14.42155,"CZK 16,000",Brick,,,Very good,Personal,G,Gas boiler,Standard,,,,,,,,,
"CZK 10,700","CZK 2,360",410669,1 bedroom,10/1/2022,34 m²,Partly,3,1.0,230.65,1392.41,158.0,877.3,201.79,445.72,362.79,745.16,457.82,104.46,"Primátorská, Prague - Libeň",50.1127192,14.472558,"CZK 21,400",Brick,,,,Personal,D,,,,,,,,,,,
"CZK 17,000","CZK 5,000",730297,Studio,9/1/2022,38 m²,Fully furnished,5,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,Prague - Strašnice,50.07897,14.48762,"CZK 34,000",Low-energy,,,Very good,,C,,,,1.0,,,1.0,,,,
"CZK 22,000","CZK 5,000",730882,3+1,8/28/2022,76 m²,Partly,3,,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,Prague - Kamýk,50.01374,14.43016,"CZK 27,000",Prefab concrete,,,Good,,A,,,,,,,,1.0,,,
"CZK 27,000","CZK 7,000",601657,3+kk,9/1/2022,92 m²,Fully furnished,1,,385.44,258.55,28.35,299.17,17.26,478.16,328.59,513.48,872.36,214.33,"Jagellonská, Prague - Vinohrady",50.079319,14.453,"CZK 30,000",Brick,Up to 10 years,Interior,Very good,Personal,G,Gas boiler,Standard,,,,,,,,,
"CZK 18,000","CZK 4,000",730863,2+kk,8/22/2022,50 m²,Partly,4,,54.15,613.56,19.65,25.54,43.7,138.5,276.11,361.15,306.6,378.5,Prague - Žižkov,50.08869,14.46837,"CZK 18,000",Brick,,,Very good,,G,,,,,,,,,,1.0,
"CZK 18,000","CZK 3,500",593418,2+kk,10/1/2022,55 m²,,2,1.0,294.21,673.31,134.15,695.24,347.37,573.28,168.91,377.15,1505.14,162.74,"Jelínkova, Prague - Kobylisy",50.132785,14.466411,"CZK 45,000",Prefab concrete,,,New-build,Personal,A,,,,,,,,,,,
"CZK 20,000","CZK 3,500",474374,3+kk,6/1/2022,72 m²,Partly,3,1.0,89.61,422.46,487.67,590.76,265.68,426.8,499.48,593.53,271.32,350.7,"Pod Jarovem, Prague - Žižkov",50.0895199,14.4891951,"CZK 40,000",Prefab concrete,,,,Cooperative,,,,,1.0,,,,1.0,,,
"CZK 18,000","CZK 6,500",595560,3+kk,10/1/2022,60 m²,Partly,2,,146.61,999.39,291.59,1038.03,1154.94,1144.35,1305.26,1098.49,829.69,773.79,"Jeremiášova, Prague - Stodůlky",50.056761,14.310367,"CZK 24,500",Brick,,,Very good,Personal,G,Electric boiler,,,,,,,,,,
"CZK 13,800","CZK 4,800",341638,Studio,9/4/2022,34 m²,Fully furnished,6,1.0,136.45,973.09,67.89,711.09,418.74,835.73,213.02,2078.74,1087.17,96.34,"Míšovická, Prague - Zličín",50.0570375,14.2829647,"CZK 18,000",Other,10 to 30 years,,Very good,Personal,,,Standard,,,,,,,,,
"CZK 18,500","CZK 7,500",730267,2+kk,9/2/2022,55 m²,Fully furnished,,1.0,134.96,1056.21,507.07,1107.28,363.41,1124.77,648.61,524.6,639.62,315.42,Prague - Modřany,50.00556,14.42918,"CZK 37,000",Other,Up to 10 years,,New-build,Personal,G,,Luxurious,1.0,,1.0,1.0,1.0,,1.0,1.0,
"CZK 12,000","CZK 3,000",730835,Studio,9/1/2022,29 m²,Fully furnished,3,1.0,212.22,204.39,73.48,564.01,78.17,410.73,65.03,237.92,765.84,740.13,Prague - Vinohrady,50.07094,14.43661,"CZK 15,000",Brick,,,Very good,,A,,,,1.0,,,1.0,,,,
"CZK 11,200","CZK 3,800",730230,2+kk,8/17/2022,43 m²,Unfurnished,,,67.67,505.17,66.53,879.75,114.26,596.76,26.0,196.36,1013.91,346.15,Prague - Košíře,50.07069,14.38098,"CZK 15,000",Brick,,,Very good,,G,,,,,,,,,,,
"CZK 25,000","CZK 4,500",730818,3+1,8/22/2022,80 m²,Unfurnished,8,1.0,200.89,268.35,80.24,612.71,250.02,239.34,164.5,293.43,342.4,133.97,Prague - Žižkov,50.08661,14.45867,"CZK 35,000",Prefab concrete,,,Good,,E,,,,,,,,1.0,1.0,1.0,
"CZK 16,500","CZK 4,500",181296,2+kk,10/1/2022,49 m²,Fully furnished,2,1.0,283.26,1010.99,131.62,469.66,235.83,554.2,304.96,253.85,397.72,318.19,"Biskupcova, Prague - Žižkov",50.09127,14.4787539,"CZK 21,000",Brick,Up to 10 years,Interior,,Personal,,,,,1.0,,,,,,,
"CZK 12,500","CZK 3,500",446173,Small studio,10/1/2022,27 m²,Fully furnished,1,1.0,222.24,645.51,201.94,549.22,68.21,477.87,68.18,441.27,448.28,311.29,"Na Vítězné pláni, Prague - Nusle",50.0620688,14.4355684,"CZK 16,000",Brick,Up to 10 years,Interior,Very good,Personal,,Central,,,,,,,,,1.0,
"CZK 11,000","CZK 2,000",425448,Small studio,9/1/2022,18 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 13,000",Brick,Up to 10 years,Complete,Very good,Personal,,,Standard,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",Low-energy,,,Good,Personal,G,Distance,,,,,,1.0,,,1.0,
"CZK 12,667","CZK 1,333",728104,Studio,10/1/2022,20 m²,Unfurnished,1,,257.3,355.51,136.02,544.38,348.13,356.87,179.85,77.83,658.54,300.0,"Jakutská, Prague - Vršovice",50.0725171,14.47334415,"CZK 28,000",Brick,,Complete,Good,Personal,C,Central,,,,,,,,,,
"CZK 28,000","CZK 4,000",730219,3+kk,9/16/2022,73 m²,Fully furnished,1,,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,"CZK 35,000",Brick,,,Very good,Personal,G,,,,1.0,,,1.0,,,1.0,
"CZK 13,900","CZK 3,900",454213,2+kk,9/1/2022,35 m²,Fully furnished,3,,228.09,392.09,59.59,266.35,61.42,779.44,349.31,309.88,628.04,243.87,"Podléšková, Prague - Záběhlice",50.0598611,14.5032006,"CZK 17,800",Brick,,,,Personal,,,,,,,,,,,,
"CZK 13,500","CZK 2,500",342199,Studio,10/15/2022,33 m²,Partly,5,1.0,180.9,275.92,211.57,252.38,137.33,251.39,270.69,505.51,363.09,285.71,Prague - Podolí,50.0584062,14.4233332,"CZK 27,000",Other,Up to 10 years,Complete,New-build,Personal,C,Central,Luxurious,,,1.0,1.0,1.0,,,,
"CZK 14,000","CZK 2,500",730078,Studio,8/18/2022,26 m²,Partly,,,156.17,1760.05,492.72,1615.78,1028.86,485.7,828.8,1350.54,1054.05,304.38,Prague - Vysočany,50.10334,14.51503,"CZK 20,000",Brick,,,New-build,Personal,G,,,1.0,,1.0,,,,,,
"CZK 18,000",CZK 750,730794,3+1,8/22/2022,72 m²,Partly,5,1.0,391.46,583.51,405.3,513.38,94.94,580.04,370.59,358.22,1667.49,130.99,Prague - Bohnice,50.12973,14.41257,"CZK 40,000",Prefab concrete,,,Very good,,G,,,,,,,,,,1.0,
"CZK 19,900","CZK 3,200",730792,2 bedroom,9/1/2022,80 m²,Unfurnished,1,,166.46,626.55,152.29,530.25,122.81,458.91,122.79,446.38,395.26,292.32,Prague - Nusle,50.06194,14.43608,"CZK 46,200",Brick,,,Very good,,G,,,,,,,,1.0,,,
"CZK 15,000","CZK 2,000",574723,Studio,10/1/2022,42 m²,Fully furnished,1,1.0,327.17,1748.1,1747.45,2463.07,1816.23,1796.45,2542.09,2557.41,1457.07,1222.39,"Penízovková, Prague - Pitkovice",50.0148387,14.5845553,"CZK 15,000",Brick,10 to 30 years,,Very good,Personal,,Central,,,1.0,1.0,,1.0,,,,
"CZK 23,000","CZK 6,000",730656,3+kk,8/21/2022,84 m²,Partly,4,1.0,184.94,655.02,3.59,431.68,73.84,430.02,244.62,333.82,572.87,269.17,Prague - Vršovice,50.07191,14.45951,"CZK 35,000",Brick,,,Very good,,G,,,,1.0,,,,,,1.0,
"CZK 25,000","CZK 5,000",564309,4+1,9/1/2022,90 m²,Unfurnished,5,1.0,355.55,874.19,250.25,415.09,350.44,770.08,245.79,688.45,593.16,325.92,"Podvinný mlýn, Prague - Libeň",50.10706,14.485427,"CZK 30,000",Prefab concrete,10 to 30 years,Complete,Very good,Personal,B,Distance,Standard,,,,,,1.0,,1.0,
"CZK 11,000","CZK 1,000",287227,Studio,9/1/2021,25 m²,Partly,2,,323.68,1197.48,307.68,357.49,262.34,316.16,373.23,595.86,400.59,133.66,"Nad Ohradou, Prague - Žižkov",50.0919092,14.4717412,"CZK 12,000",Brick,Up to 10 years,,,Personal,,Gas boiler,,,1.0,,,1.0,,,,
"CZK 20,000","CZK 6,000",730774,2+kk,8/22/2022,63 m²,Fully furnished,3,1.0,158.74,1188.58,757.59,1555.19,328.52,591.88,877.03,1380.22,1106.35,584.36,Prague - Horní Počernice,50.10818,14.60192,"CZK 40,000",Brick,,,Good,,G,,,,1.0,,1.0,,,,1.0,
"CZK 17,000","CZK 5,000",665598,3+1,9/1/2022,70 m²,Partly,6,1.0,60.45,406.53,148.91,385.23,453.89,409.45,628.8,299.94,817.12,295.0,Prague - Lhotka,50.0231546,14.4388284,"CZK 34,000",Prefab concrete,,Complete,Very good,Personal,A,Distance,Standard,,,,,1.0,1.0,,,
"CZK 16,000","CZK 1,000",697622,1 bedroom,9/1/2022,42 m²,Partly,2,,292.69,656.94,498.74,327.69,154.18,1254.37,385.86,685.76,207.05,339.6,"Pod Stárkou, Prague - Michle",50.0576031,14.4536973,"CZK 17,000",Low-energy,,,New-build,Personal,B,,Luxurious,1.0,1.0,,,1.0,1.0,,,
"CZK 8,000","CZK 2,500",729444,3+1,8/10/2022,63 m²,Fully furnished,5,1.0,104.67,745.53,173.45,868.68,402.1,153.89,477.35,366.26,945.52,155.81,Prague - Chodov,50.02711,14.52102,"CZK 31,500",Prefab concrete,,,Very good,,G,,,,,,,,1.0,,1.0,
"CZK 13,000","CZK 2,500",112065,Small studio,,32 m²,Fully furnished,3,1.0,295.27,769.79,360.39,695.89,310.63,789.36,458.91,343.44,592.3,202.7,"Ruská 90, Prague - Vršovice",50.0729513923,14.4642949104,"CZK 11,000",Brick,,Complete,Very good,Cooperative,C,Gas boiler,Standard,,,,,,,,1.0,
"CZK 10,500","CZK 3,000",516182,1 bedroom,9/1/2022,33 m²,Partly,1,,167.79,1120.14,581.0,1043.2,374.35,816.86,541.38,694.22,765.96,510.52,"K Mostku, Prague - Řepy",50.0715636,14.3005907,"CZK 15,000",Brick,,,Very good,Personal,,,,,,,,,,,,
"CZK 21,000","CZK 3,900",484018,2+kk,9/1/2022,64 m²,Fully furnished,2,1.0,147.73,398.09,319.69,406.32,74.93,392.19,463.28,254.94,377.71,263.55,"Na Žertvách, Prague - Libeň",50.1051921,14.4782886,"CZK 35,000",Brick,,,Very good,,,,,,1.0,,1.0,1.0,,,,
"CZK 12,000","CZK 3,000",726777,Small studio,8/31/2022,20 m²,Partly,1,,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,"CZK 19,000",Brick,10 to 30 years,,New-build,,G,,Standard,,,1.0,,1.0,,,,
"CZK 24,000","CZK 5,000",729939,3+kk,8/15/2022,80 m²,Fully furnished,3,1.0,404.22,627.09,484.92,932.02,709.91,847.27,542.04,621.82,662.9,305.7,Prague - Horní Měcholupy,50.04295,14.54968,"CZK 75,000",Brick,10 to 30 years,Complete,New-build,,G,Central,,,1.0,1.0,1.0,1.0,,,1.0,
"CZK 10,490","CZK 2,580",730161,Studio,9/30/2022,22 m²,Partly,1,1.0,313.68,468.15,553.55,2697.95,331.92,485.82,741.2,610.42,1689.93,249.23,Prague - Čimice,50.14157,14.43307,"CZK 20,000",Prefab concrete,,Complete,Very good,,A,Central,,,,,,1.0,,1.0,,
"CZK 30,000","CZK 5,000",730693,3+1,8/21/2022,98 m²,Fully furnished,6,1.0,206.4,463.59,26.18,490.53,132.33,56.4,300.37,399.38,623.06,491.83,Prague - Žižkov,50.08145,14.44794,"CZK 60,000",Brick,,,Very good,,D,,,1.0,1.0,,,,,,1.0,
"CZK 43,000","CZK 7,000",730080,3+kk,9/1/2022,90 m²,Partly,2,1.0,78.16,287.71,91.16,102.12,98.71,140.37,133.02,301.56,565.88,477.59,Prague - Nové Město,50.09072,14.4351,"CZK 90,000",Brick,,,New-build,,G,,,,,,,,,,1.0,
"CZK 19,500",CZK 779,697625,2+kk,11/1/2022,58 m²,Unfurnished,3,1.0,82.7,455.01,98.38,158.1,81.21,239.05,520.06,207.7,804.87,290.93,"Baranova, Prague - Žižkov",50.07806,14.4581,"CZK 39,000",Brick,,,Very good,Cooperative,G,Gas boiler,,,1.0,,,,1.0,,,
"CZK 19,000","CZK 4,500",607372,Studio,9/15/2022,25 m²,Fully furnished,1,1.0,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,"CZK 34,000",Brick,Up to 10 years,Complete,Very good,Personal,E,Central,Luxurious,,,,,,,,,
