Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,New building,Age,Design,Total number of floors,Front garden,Heating,Renovation,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
699504,"CZK 12,000",50.10784,14.47471,"Andrštova, Prague - Libeň",Small studio,Excellent,30 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,21. 03. 2022,G,335,738,216,375,227,385,314,561,403,294,,,,Top floor,,Other,Interior,,,,,
710444,"CZK 30,000",50.07285,14.43424,"Londýnská, Prague - Vinohrady",2 bedroom,Excellent,103 m²,"CZK 5,500","CZK 30,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 04. 2022,G,251,"1,264","1,235","1,287","1,498","1,498",,,,,,,,,,,,,,,,
142125,"CZK 14,500",50.0110168,14.4503214,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,500","CZK 29,000",Personal,Other,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,C,400,"1,076",405,552,"1,128",674,977,592,138,,,,,Middle floor,,District heating,Overall,,,,,
710442,"CZK 13,000",50.08078,14.49596,"Počernická, Prague - Malešice",2 bedroom,Excellent,52 m²,"CZK 3,000","CZK 26,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,C,138,463,272,407,340,426,364,504,888,164,,,,,,,,,,,,
698963,"CZK 15,100",50.10966,14.50593,"Zákostelní, Prague - Vysočany",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 1,600","CZK 16,700",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,No,01. 04. 2022,G,227,501,217,390,194,460,146,320,502,478,,,Standard materials and solutions,Middle floor,,Gas boiler,Interior,,,,,
699326,"CZK 16,000",50.1079,14.54644,"Lehovecká, Prague - Hloubětín",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 4,500","CZK 32,000",Personal,Other,Unfurnished,1,Yes,No,No,No,Yes,Yes,Yes,07. 03. 2022,B,48,825,83,843,397,816,556,419,"1,060",533,,1 to 10 years years,,,,,,,,,,
705510,"CZK 8,106",50.05397,14.3422,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 7,894","CZK 27,000",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,B,243,534,240,539,442,204,423,163,"1,153",129,,,,,,District heating,,,,,,
710439,"CZK 18,000",50.02977,14.48586,"Petýrkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 4,000","CZK 36,000",Personal,Prefab concrete building,Partially furnished,6,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,G,192,371,102,535,378,265,395,572,516,138,,,,,,,,,,,,
710438,"CZK 16,900",50.12504,14.48272,"Děčínská, Prague - Střížkov",3 bedroom,Good,85 m²,"CZK 3,500","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,15. 03. 2022,G,331,"1,361",223,"1,371",131,554,119,426,457,198,,,,,,,,,,,,
710430,"CZK 11,900",50.0799435,14.3110957,"Za Humny, Prague - Ruzyně",Studio,Excellent,30 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Partially furnished,1,No,No,No,No,Yes,No,No,01. 04. 2022,C,35,378,479,,,,,,,,,,,,,,,,,,,
710422,"CZK 20,000",50.02541,14.43938,"Nad Lesním divadlem, Prague - Braník",3 bedroom,Excellent,70 m²,"CZK 1,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,15. 03. 2022,G,318,498,156,469,545,524,669,144,"1,127",149,,,,,,,,,,,,
710426,"CZK 26,990",50.03817,14.33036,"Anny Rybníčkové, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,83 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,G,244,934,750,905,219,869,821,"1,052",405,251,,,,,,,,,,,,
491687,"CZK 13,000",50.1562125,14.5172552,"Bermanova, Prague - Čakovice",Studio,New build,50 m²,"CZK 2,162","CZK 26,000",Personal,Brick building,Unfurnished,4,Yes,No,Yes,No,No,Yes,No,21. 03. 2022,B,433,879,56,73,"1,463",849,106,138,,,Yes,1 to 10 years years,Premium materials and solutions,,,,,,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,,120 m²,"CZK 8,000","CZK 18,000",Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,Yes,No,No,,,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,,,Top floor,,,,,,,,
367899,"CZK 16,000",50.0854072,14.3740317,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 2,500","CZK 32,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,,B,150,720,240,430,225,133,161,345,438,321,,,,,,Gas boiler,Overall,,,,,
710424,"CZK 13,900",50.06387,14.44606,"Bartoškova, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,48 m²,CZK 500,"CZK 30,000",Personal,Brick building,Partially furnished,1,Yes,No,No,Yes,No,No,No,14. 03. 2022,G,388,596,84,339,322,346,636,733,841,715,,,,Middle floor,,Central heating,Overall,,,,,
710414,"CZK 14,000",50.1347177,14.4353901,"Na Hranicích, Prague - Čimice",2 bedroom,Excellent,67 m²,"CZK 4,000","CZK 20,000",Cooperative,Prefab concrete building,Furnished,2,No,No,Yes,Yes,Yes,Yes,No,21. 03. 2022,G,235,677,12,658,"1,060",582,600,576,60,,,,,,,,,,,,,
709763,"CZK 52,589",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",5 bedroom,,142 m²,"CZK 17,530",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,
710419,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,,150 m²,"CZK 28,875",,,,Furnished,4,No,No,No,No,No,No,No,10. 04. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,
710418,"CZK 34,000",50.0859584,14.3310339,"Libocká, Prague - Liboc",2 bedroom with open-plan kitchen,New build,94 m²,"CZK 2,000","CZK 68,000",Personal,Low-energy building,Partially furnished,3,No,Yes,Yes,No,Yes,Yes,No,14. 03. 2022,A,164,609,"1,213",713,"1,196","1,109",242,650,698,,,,,,,,,,,,,
709243,"CZK 21,482",49.9657319,14.3850552,"Nad Starou pískovnou , Prague - Zbraslav",2 bedroom with open-plan kitchen,Good,81 m²,"CZK 2,178","CZK 24,560",Cooperative,Other,,4,Yes,No,No,No,No,No,No,04. 03. 2022,,140,"1,373",296,345,449,398,408,188,,,,,,,,,,"CZK 3,222",,,,
658789,"CZK 11,950",50.10608,14.4905,"Drahobejlova, Prague - Libeň",Small studio,Excellent,30 m²,CZK 950,"CZK 20,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,C,184,143,6,326,135,425,130,356,84,98,,,,Middle floor,,Gas boiler,,,,,,
710411,"CZK 12,500",50.0903632,14.495364,"Pod Lipami, Prague - Žižkov",2 bedroom,Good,53 m²,"CZK 4,950","CZK 12,500",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,Yes,No,21. 03. 2022,G,298,568,243,810,193,625,928,243,660,248,,over 50 years years,Standard materials and solutions,Middle floor,,District heating,Interior,,,,,
513154,"CZK 14,900",50.0514104,14.4579141,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,250","CZK 18,500",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 01. 1970,,3,676,93,678,33,557,383,658,659,379,,1 to 10 years years,Standard materials and solutions,Middle floor,,Gas boiler,Overall,,,,,
576059,"CZK 19,500",50.0723774,14.4064677,"Lidická, Prague - Smíchov",2 bedroom,Excellent,72 m²,CZK 400,"CZK 25,000",Personal,Brick building,Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,64,402,46,160,18,304,495,"1,002","1,196",655,,,,,,Gas boiler,,,,,,
710404,"CZK 13,500",50.141013663761,14.510034813195,"Kuželova, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Furnished,8,Yes,No,No,No,No,Yes,No,01. 05. 2022,C,421,787,196,"1,020",410,353,499,317,583,74,,,,,,,,,,,,
690553,"CZK 16,500",50.0851483,14.4512417,"Štítného, Prague - Žižkov",1 bedroom,Excellent,36 m²,CZK 900,"CZK 30,000",Personal,Other,Partially furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,C,173,144,56,115,75,165,167,383,199,457,,1 to 10 years years,Standard materials and solutions,Middle floor,,Central heating,Overall,,,,,
698322,"CZK 17,000",50.07683,14.46802,"náměstí Jiřího z Lobkovic, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,66 m²,"CZK 2,200","CZK 34,000",Personal,Brick building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,07. 02. 2022,D,147,439,67,299,57,280,20,784,143,118,,10 to 30 years years,Standard materials and solutions,Middle floor,,District heating,Overall,,,,,
687893,"CZK 18,000",50.05786,14.28258,"Sazovická, Prague - Zličín",1 bedroom with open-plan kitchen,,67 m²,"CZK 3,900","CZK 20,000",Personal,Other,,6,Yes,No,Yes,No,No,No,Yes,04. 04. 2022,G,255,920,795,725,809,849,198,"1,071",158,,,,,,,,,,,,,
629213,"CZK 19,000",50.086357,14.460542,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 6,152","CZK 30,000",Personal,Brick building,Furnished,5,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,C,98,419,1,617,312,391,324,360,492,213,Yes,10 to 30 years years,Premium materials and solutions,Middle floor,,District heating,,,,,,
710373,"CZK 20,000",50.07509,14.45867,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Unfurnished,2,Yes,No,Yes,Yes,Yes,Yes,Yes,21. 03. 2022,G,100,582,99,321,142,484,393,300,742,353,Yes,1 to 10 years years,Standard materials and solutions,Middle floor,,Central heating,,,,,,
709893,"CZK 15,000",50.05363,14.43595,"Kotorská, Prague - Nusle",1 bedroom,Excellent,46 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Furnished,8,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,G,251,837,87,390,146,303,395,262,429,278,,,,,,,,,,,,
710384,"CZK 12,000",50.12737,14.42118,"Sosnovecká, Prague - Troja",1 bedroom,Excellent,29 m²,"CZK 2,294","CZK 14,294",Personal,Prefab concrete building,Unfurnished,6,No,No,Yes,No,No,Yes,No,14. 03. 2022,G,377,296,193,366,124,274,688,"1,030","1,055",326,,,,Middle floor,,District heating,Overall,,,,,
389966,"CZK 16,900",50.0757959,14.4544847,Prague - Vinohrady,1 bedroom with open-plan kitchen,Good,50 m²,"CZK 1,900","CZK 30,000",Cooperative,Brick building,Furnished,2,No,Yes,Yes,No,No,No,No,01. 07. 2021,G,61,333,90,188,77,225,27,584,688,201,,1 to 10 years years,Premium materials and solutions,Raised ground floor,60 m²,Other,Interior,,,,,
709327,"CZK 16,125",50.1138866,14.4798456,"U Pekařky, Prague - Libeň",Studio,,30 m²,"CZK 5,375",,,,Furnished,2,No,No,No,No,No,No,No,02. 05. 2022,,185,178,"1,337",331,979,"1,134","1,351",938,317,,,,,,,,,,,,,
710381,"CZK 18,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 4,000","CZK 36,000",Personal,Low-energy building,Partially furnished,4,Yes,No,Yes,Yes,No,Yes,Yes,14. 03. 2022,A,79,953,290,"1,197",615,"1,258","1,259",537,,,Yes,,Premium materials and solutions,Middle floor,,Central heating,,,,,,
710376,"CZK 14,000",50.1030611,14.4357051,"U Smaltovny, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,000","CZK 14,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,G,354,886,122,398,89,238,420,388,888,,,,,,,,,,,,,
285346,"CZK 15,500",50.0127154,14.623104,Prague - Kolovraty,1 bedroom with open-plan kitchen,,60 m²,"CZK 2,500",,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 04. 2022,,78,498,293,157,95,181,502,409,176,,,,,,,Central heating,Interior,,,,,
710374,"CZK 12,000",50.08781,14.46965,"Jana Želivského, Prague - Žižkov",Studio,Excellent,31 m²,"CZK 1,500","CZK 12,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,Yes,No,14. 03. 2022,G,119,507,30,117,7,207,244,352,364,507,,,,,,,,,,,,
709871,"CZK 11,500",50.0593868,14.2918632,"Nedašovská, Prague - Zličín",1 bedroom,Excellent,40 m²,,"CZK 11,000",Cooperative,Prefab concrete building,Partially furnished,1,No,No,Yes,Yes,Yes,No,No,21. 03. 2022,G,185,745,927,918,104,"1,029",385,"1,333",345,362,,,,,,,,,,,,
166213,"CZK 22,000",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,Excellent,72 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,C,43,650,75,105,60,114,171,530,170,544,,1 to 10 years years,Premium materials and solutions,,116 m²,Gas boiler,Overall,,,,,
710018,"CZK 45,000",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",2 bedroom,,50 m²,"CZK 15,000",,,,Furnished,-1,No,No,No,No,No,Yes,No,19. 03. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
710019,"CZK 26,250",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,,30 m²,"CZK 8,750",,,,Furnished,2,No,No,No,No,No,Yes,No,19. 04. 2022,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,
709864,"CZK 22,000",50.09892,14.43203,"Veverkova, Prague - Holešovice",3 bedroom,Excellent,71 m²,"CZK 1,000","CZK 25,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,20. 03. 2022,G,58,615,63,51,67,119,142,83,400,,,,,,,,,,,,,
698777,"CZK 32,000",50.10128,14.42327,"Ovenecká, Prague - Bubeneč",4 bedroom,Excellent,126 m²,"CZK 7,000",,Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,08. 03. 2022,G,171,212,116,136,19,176,492,383,293,,,,,,,,,,,,,
581545,"CZK 19,000",50.079043,14.450264,"Laubova, Prague - Vinohrady",1 bedroom,Excellent,50 m²,"CZK 4,000","CZK 23,000",Cooperative,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,G,190,255,21,254,95,282,123,285,713,150,,over 50 years years,,,,,Overall,,,,,
522222,"CZK 15,000",50.0230258,14.4554361,Prague - Krč,2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 20,000",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,19. 03. 2022,,425,779,668,351,314,585,"1,221",720,601,,,,Standard materials and solutions,Raised ground floor,,Central heating,Overall,,,,,
709826,"CZK 14,000",50.012395707769,14.401110209893,"Vrátnická, Prague - Modřany",Studio,New build,40 m²,"CZK 3,175","CZK 14,000",Personal,Low-energy building,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,09. 03. 2022,G,126,999,336,"1,243",661,"1,304","1,306",583,,,Yes,,,Top floor,,District heating,,,,,,
710354,"CZK 12,800",50.0250069,14.5262502,"Jurkovičova, Prague - Háje",Studio,New build,42 m²,"CZK 2,550",,Personal,Brick building,Partially furnished,5,Yes,No,No,No,Yes,Yes,Yes,14. 03. 2022,B,412,"1,157",450,852,242,713,257,632,948,90,,,,,,,,,,,,
603152,"CZK 19,900",50.096952,14.4652,"Molákova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,200","CZK 20,000",Personal,Other,Furnished,2,No,Yes,No,No,No,Yes,No,01. 07. 2022,B,108,"1,177",92,"1,032",226,771,442,685,901,149,,,Premium materials and solutions,,,District heating,Overall,,,,,
543869,"CZK 30,000",50.0919232,14.4220003,"U Milosrdných, Prague - Staré Město",1 bedroom with open-plan kitchen,,71 m²,"CZK 4,000","CZK 34,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,ihned,C,241,450,162,290,107,135,333,430,340,300,,,Premium materials and solutions,Top floor,,Gas boiler,Overall,,,,,
208852,"CZK 11,000",50.0467009,14.5150781,"Tesaříkova, Prague - Hostivař",Studio,,28 m²,"CZK 3,500","CZK 11,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,08. 03. 2022,,112,"1,447",377,"1,410",433,177,790,200,"1,280",213,,,Standard materials and solutions,Middle floor,,District heating,Bathroom unit,,,,,
324688,"CZK 17,000",50.1052613,14.5172151,"Sousedíkova, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 3,800","CZK 35,000",Personal,Brick building,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,01. 06. 2022,C,468,653,"1,356",968,718,"1,210",967,690,286,,Yes,1 to 10 years years,Premium materials and solutions,Middle floor,,Central heating,,,,,,
707384,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,,90 m²,"CZK 8,500",,,,Furnished,1,No,No,No,No,No,No,No,19. 03. 2022,,142,547,112,211,216,280,208,0,878,210,,,,,,,,,,,,
708903,"CZK 59,100",50.0908563,14.4202783,"Dušní, Prague - Josefov",3 bedroom,,105 m²,"CZK 19,700",,,,Furnished,4,No,No,No,No,No,Yes,No,17. 04. 2022,,120,466,224,270,88,288,156,399,230,467,,,,,,,,,,,,
709041,"CZK 74,850",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,,90 m²,"CZK 24,950",,,,Furnished,4,Yes,Yes,No,No,No,Yes,Yes,11. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
369123,"CZK 9,576",50.0533601,14.5251682,"Švehlova, Prague - Hostivař",Studio,Excellent,36 m²,"CZK 4,424","CZK 14,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,Yes,No,21. 03. 2022,D,60,612,207,575,395,616,940,506,354,171,Yes,10 to 30 years years,,Middle floor,,District heating,,,,,,
710345,"CZK 22,000",50.08636,14.46054,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,58 m²,CZK 10,"CZK 22,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,No,14. 03. 2022,B,98,419,1,617,312,391,324,360,492,213,,,,,,,,,,,,
710342,"CZK 13,500",50.09231,14.43551,"Půtova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 1,850","CZK 15,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,Yes,No,14. 03. 2022,G,141,495,228,269,111,154,308,396,513,444,,,,,,,,,,,,
612941,"CZK 19,500",50.013899,14.458954,"Třebějická, Prague - Libuš",3 bedroom,Excellent,97 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,Yes,Yes,No,No,No,01. 04. 2022,C,130,539,808,184,799,"1,222","1,266",741,,,,,Standard materials and solutions,,,Gas boiler,,,,,,
6603,"CZK 15,000",50.0784218,14.4567023,"Radhošťská, Prague - Žižkov",1 bedroom,Excellent,38 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,,317,593,314,727,260,515,382,435,286,406,,10 to 30 years years,Premium materials and solutions,Middle floor,,Electric boiler,Overall,,,,,
323398,"CZK 21,500",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",3 bedroom,Excellent,100 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,Yes,No,01. 04. 2022,,71,334,187,202,113,9,263,225,368,177,,,,,,,,,,,,
533483,"CZK 9,900",50.0551291,14.486511,"Záběhlická, Prague - Záběhlice",Studio,,29 m²,"CZK 4,000","CZK 13,900",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,01. 04. 2022,,171,"1,304",152,"1,274",325,777,735,"1,090",228,364,,,,,,,,,,,,
710264,"CZK 9,000",50.04485,14.55334,"Lochotínská, Prague - Horní Měcholupy",Studio,New build,33 m²,"CZK 3,000","CZK 12,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,01. 03. 2022,E,324,550,408,828,360,829,687,602,430,323,,,,,,,,,,,,
709842,"CZK 13,000",50.08977,14.47543,"Na Vápence, Prague - Žižkov",2 bedroom,Excellent,50 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 04. 2022,G,186,"1,008",254,252,200,301,314,334,351,267,,,,,,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,900","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,C,188,582,118,232,196,272,254,118,913,245,Yes,1 to 10 years years,Premium materials and solutions,Top floor,,Central heating,,,,,,
373885,"CZK 9,900",50.0661872,14.4630517,"Baškirská, Prague - Vršovice",Studio,,35 m²,"CZK 2,900",CZK 25,Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,Yes,Yes,No,20. 10. 2020,G,223,580,236,545,216,723,656,72,314,438,,,,,,District heating,Overall,,,,,
574891,"CZK 9,000",50.013945,14.4122129,"Na Cikorce, Prague - Modřany",1 bedroom,,32 m²,"CZK 5,000","CZK 10,000",Personal,Prefab concrete building,Furnished,6,No,No,No,No,No,No,No,,C,129,"1,146",710,"1,047",241,"1,014",549,746,638,,,,,,,,,,,,,
707339,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,,32 m²,"CZK 7,000",,,,Furnished,1,Yes,Yes,No,No,No,Yes,Yes,11. 04. 2022,,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,
707301,"CZK 37,620",50.0846396,14.4202484,"Michalská, Prague - Staré Město",2 bedroom,,54 m²,"CZK 12,540",,,,Furnished,7,No,No,No,No,No,Yes,No,18. 04. 2022,,314,494,74,261,13,145,42,702,340,361,,,,,,,,,,,,
709190,"CZK 15,319",50.1080609,14.4828384,"Nad Kolčavkou A, Prague - Libeň",Studio,,32 m²,"CZK 5,106",,,,Furnished,1,No,No,No,No,No,No,No,03. 05. 2022,,420,741,425,495,194,893,285,624,454,365,,,,,,,,,,,,
708885,"CZK 15,319",50.1033901,14.4020568,"U Zeměpisného ústavu, Prague - Bubeneč",Studio,,28 m²,"CZK 5,106",,,,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,192,792,137,285,93,475,243,337,508,82,,,,,,,,,,,,
710336,"CZK 12,500",50.08458,14.47054,"Jana Želivského, Prague - Žižkov",2 bedroom,Good,55 m²,"CZK 1,500","CZK 12,500",Personal,Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,,G,76,143,67,473,86,349,656,604,456,529,,,,,,,,,,,,
664272,"CZK 5,000",50.0176154,14.3496341,Prague - Slivenec,Studio,Excellent,12 m²,"CZK 2,000","CZK 2,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,09. 08. 2021,A,354,824,"1,063","1,128",856,"1,316",228,,,,,,,,,,,,,,,
677489,"CZK 9,000",50.06232,14.43642,"Pod Terebkou, Prague - Nusle",Studio,Excellent,30 m²,CZK 600,"CZK 18,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,01. 04. 2022,C,205,607,209,459,142,380,141,438,378,201,,1 to 10 years years,Standard materials and solutions,Middle floor,,Other,Overall,,,,,
510353,"CZK 13,500",50.0865641,14.4543515,"Roháčova, Prague - Žižkov",1 bedroom,Excellent,37 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,09. 03. 2022,,103,168,64,534,43,230,245,268,226,409,,,Standard materials and solutions,Middle floor,,Central heating,Overall,,,,,
709830,"CZK 8,000",50.02085,14.44118,"Písnická, Prague - Kamýk",Studio,Excellent,30 m²,"CZK 2,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,9,Yes,No,Yes,No,Yes,Yes,No,01. 04. 2022,G,316,862,352,836,842,431,292,490,822,244,,,Standard materials and solutions,Middle floor,,District heating,Interior,,,,,
707386,"CZK 25,919",50.0925135,14.4556107,"Šaldova, Prague - Karlín",1 bedroom,,40 m²,"CZK 8,640",,,,Furnished,2,No,Yes,No,No,No,Yes,No,18. 04. 2022,,367,716,142,317,156,180,346,"1,276",231,204,,,,,,,,,,,,
707307,"CZK 53,550",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,,50 m²,"CZK 17,850",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,11. 04. 2022,,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,
707284,"CZK 24,938",50.0718291,14.4385892,"Americká, Prague - Vinohrady",1 bedroom,,43 m²,"CZK 8,312",,,,Furnished,4,No,No,No,No,No,Yes,No,27. 03. 2022,,274,300,81,587,69,312,103,253,793,568,,,,,,,,,,,,
623183,"CZK 16,300",50.115515,14.475608,"Františka Kadlece, Prague - Libeň",1 bedroom,Excellent,46 m²,"CZK 3,200","CZK 25,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,G,264,"1,427",397,"1,337",258,721,635,"1,377",983,242,,1 to 10 years years,Standard materials and solutions,Middle floor,100 m²,Central heating,Interior,,,,,
710313,"CZK 12,000",50.10284,14.51,"Poděbradská, Prague - Vysočany",Studio,Excellent,42 m²,"CZK 3,000","CZK 30,000",Personal,Other,Furnished,3,No,No,No,Yes,Yes,Yes,Yes,,G,175,"1,436",544,"1,036",651,566,418,"1,362",500,,,10 to 30 years years,Standard materials and solutions,Middle floor,,District heating,,,,,,
708457,"CZK 19,500",50.07847,14.44563,"Polská, Prague - Vinohrady",2 bedroom with open-plan kitchen,Good,90 m²,CZK 800,"CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,G,391,639,26,496,37,339,315,78,245,393,,,,,,,,,,,,
705706,"CZK 19,990",50.09798,14.36135,"Kamerunská, Prague - Vokovice",3 bedroom,Excellent,56 m²,"CZK 4,500",,Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,C,183,166,272,253,235,283,427,301,"1,455",391,,,,,,,Overall,,,,,
427251,"CZK 40,000",50.090822,14.4293197,"Soukenická, Prague - Nové Město",4 bedroom,Excellent,161 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,No,09. 03. 2022,,128,308,161,136,56,214,32,276,372,422,,,Premium materials and solutions,Middle floor,16 m²,Central heating,Overall,,,,,
