Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Cellar,Lift,Domácí mazlíčci vítáni,Enclosed balcony,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Heating,Designe,Ownership,Reconstruction,Age,Terrace,Parking,New-build,Balcony,Garage,Administrative fee,Plot type
"CZK 25,000","CZK 4,900","CZK 25,000",197587,2 bedroom,9/1/2022,3,,61 m²,Unfurnished,,Brick,,1.0,,,280.18,564.46,136.33,351.39,55.11,370.66,313.06,353.83,691.04,109.51,"Baranova, Prague - Žižkov",50.0797815,14.4578475,,,Personal,,,,,,,,,
"CZK 18,000","CZK 3,300","CZK 18,000",731302,2+kk,8/29/2022,3,G,54 m²,Fully furnished,New-build,Brick,,,,,31.51,318.45,10.06,91.13,129.35,27.18,280.16,239.27,458.26,223.91,Prague - Holešovice,50.10271,14.45017,,,,,,,1.0,,,,,
"CZK 22,000","CZK 5,000","CZK 25,000",539856,2+kk,9/15/2021,1,,55 m²,Fully furnished,,Brick,1.0,1.0,,1.0,223.43,981.59,819.74,1191.68,381.56,450.67,479.9,1171.22,401.22,333.31,"Radouňova, Prague - Řeporyje",50.0379471,14.3129703,Electric boiler,,Personal,Complete,,,,1.0,,1.0,,
"CZK 17,000","CZK 4,500","CZK 34,000",731225,2+kk,8/25/2022,2,B,63 m²,Fully furnished,New-build,Brick,,1.0,,,153.7,333.61,320.29,4087.24,225.91,3065.42,236.07,387.04,474.19,187.51,Prague - Běchovice,50.08199,14.6153,,,,,,,,1.0,1.0,,,
"CZK 14,700",CZK 0,"CZK 20,000",319784,2+kk,9/1/2022,3,,52 m²,Fully furnished,,Brick,,1.0,,,183.18,395.09,68.94,148.73,17.96,292.33,263.93,505.32,342.96,196.0,"Valerije Pavloviče Čkalova, Prague - Bubeneč",50.0993313,14.3998311,Electric boiler,,Personal,,,,,,,,,
"CZK 15,990","CZK 1,844","CZK 17,834",731293,2+kk,8/31/2022,4,C,50 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,,,328.11,541.24,230.81,511.57,319.84,502.15,255.36,302.28,241.45,168.56,"Láskova, Prague - Chodov",50.02436944444,14.49418916666,,,Personal,,,,,,1.0,,"CZK 17,834",
"CZK 14,900","CZK 2,500","CZK 20,000",731232,Studio,8/31/2022,2,G,36 m²,Fully furnished,Very good,Brick,1.0,,,,364.05,757.9,653.66,777.57,800.85,858.14,498.49,941.65,1026.09,639.18,Prague - Košíře,50.06445,14.37514,,,,,,1.0,,,,,,
"CZK 37,500","CZK 3,000",CZK 0,710123,5+kk,9/1/2022,3,F,130 m²,Unfurnished,Very good,Brick,,1.0,,,363.36,234.94,118.19,197.82,177.62,456.08,270.14,407.61,938.65,192.26,"Velehradská, Prague - Vinohrady",50.07888,14.45376,,,,,,,,,,,,
"CZK 25,000","CZK 2,500","CZK 75,000",731209,3+1,9/1/2022,1,G,119 m²,Unfurnished,Good,Brick,,1.0,,,272.1,1369.08,701.74,979.35,495.04,998.56,210.47,580.68,831.59,106.18,Prague - Bubeneč,50.10441,14.40947,,,,,,,,,,,,
"CZK 26,000","CZK 7,900","CZK 50,000",548506,2+kk,8/21/2022,4,B,54 m²,Fully furnished,,Brick,1.0,1.0,,,196.54,708.6,185.89,175.43,33.46,257.8,76.89,276.1,130.26,252.34,"Vyšehradská, Prague - Nové Město",50.0694781,14.418098,,Luxurious,Personal,Complete,Up to 10 years,,,,,,,
"CZK 13,000","CZK 2,100","CZK 13,000",652345,1 bedroom,9/1/2022,,G,40 m²,Partly,Good,Brick,,,,,14.76,532.06,110.16,126.78,31.89,417.58,621.51,459.08,764.16,368.41,"Palackého Náměstí, Prague - Nové Město",50.073482,14.414506,,,Personal,,,,,,,,,
"CZK 13,200","CZK 1,500","CZK 13,200",731276,2+kk,8/25/2022,5,D,41 m²,Partly,Very good,Brick,,,,,243.82,463.1,244.48,243.55,167.49,206.53,527.42,832.01,739.3,589.52,Prague - Nusle,50.06536,14.44259,,,,,,,1.0,,,,,
"CZK 26,000","CZK 5,000","CZK 50,000",661356,3+1,11/1/2022,2,A,85 m²,Partly,Very good,Brick,1.0,,,,151.93,919.59,152.74,271.19,117.07,205.89,341.82,555.9,1112.85,364.44,"Pod Kynclovkou, Prague - Kobylisy",50.12279,14.45007,Distance,,Cooperative,,,,,,1.0,,,
"CZK 22,000","CZK 4,000","CZK 44,000",731269,2+kk,9/15/2022,6,G,60 m²,Unfurnished,New-build,Prefab concrete,1.0,1.0,,1.0,147.68,1130.21,207.48,950.91,592.24,852.41,487.07,64.17,842.73,74.21,Prague - Strašnice,50.07235,14.5026,,,,,,,,1.0,,1.0,,
"CZK 11,500","CZK 2,700","CZK 23,000",731264,Studio,10/1/2022,2,G,30 m²,Partly,Very good,Brick,,,,,91.83,807.35,52.77,443.32,82.54,376.43,473.94,213.65,219.21,253.28,Prague - Žižkov,50.09156,14.48126,,,,,,,,,,,,
"CZK 5,400","CZK 1,600",CZK 0,393988,3+1,7/16/2022,2,,16 m²,Fully furnished,,Prefab concrete,,,,,133.69,682.09,242.76,711.76,158.18,686.43,657.06,716.87,219.08,404.75,"Na Rovnosti, Prague - Žižkov",50.0877481,14.4893743,,,Cooperative,,,,,,1.0,,,
"CZK 15,000","CZK 3,000","CZK 15,000",726701,Small studio,7/20/2022,2,G,30 m²,Partly,Very good,Brick,1.0,,,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,,,,,,,,,,,,
"CZK 11,500","CZK 3,500","CZK 15,000",498710,Studio,9/1/2022,5,,33 m²,Fully furnished,,Brick,1.0,1.0,,,364.88,651.13,290.15,777.35,153.31,417.5,421.99,617.13,102.69,182.72,"Na Folimance, Prague - Vinohrady",50.066905652166,14.431690307952,,Standard,Personal,Complete,Up to 10 years,,,,,,,
"CZK 17,000","CZK 7,500","CZK 34,000",730280,2 bedroom,8/17/2022,5,G,51 m²,Partly,Very good,Brick,1.0,1.0,,,174.57,1207.36,174.27,505.0,209.71,126.79,445.15,418.56,527.51,385.81,Prague - Dejvice,50.1077,14.39349,,,,,,,,,,,,
"CZK 24,990","CZK 3,388","CZK 28,378",731246,3+kk,8/31/2022,2,B,74 m²,Fully furnished,New-build,Brick,1.0,1.0,,,146.07,1733.58,871.94,1739.22,710.76,1359.51,1622.85,1351.31,1109.11,193.83,"Škvorecká, Prague - Stodůlky",50.06,14.33,,,Personal,,,,,1.0,1.0,,"CZK 28,378",
"CZK 13,000","CZK 5,500","CZK 20,000",486379,2+kk,9/12/2022,2,,36 m²,Partly,Very good,Prefab concrete,1.0,1.0,,,218.79,264.72,214.37,2051.37,180.86,343.29,800.01,189.83,529.94,287.22,"Horolezecká, Prague - Hostivař",50.0517645,14.5438766,,,Personal,Complete,,,1.0,,1.0,,,
"CZK 23,990","CZK 4,378","CZK 56,736",731237,2+kk,8/31/2022,4,G,49 m²,Fully furnished,Very good,Brick,1.0,1.0,,,267.67,187.24,39.3,41.26,78.77,106.88,417.33,590.18,371.06,221.83,"Kyjevská, Prague - Dejvice",50.09886527777,14.39817361111,,,Personal,,,,,,1.0,,"CZK 28,368",
"CZK 9,000","CZK 1,250","CZK 9,000",728872,2 bedroom,10/1/2022,3,G,70 m²,Partly,Very good,Brick,,,,,191.02,1134.02,193.0,571.22,318.41,213.69,362.28,887.88,233.66,181.75,Prague - Libeň,50.11029,14.473,,,,,,,1.0,,,,,
"CZK 22,000","CZK 5,000","CZK 25,000",682392,3+1,9/3/2022,4,G,75 m²,Unfurnished,Very good,Brick,,1.0,,,185.73,568.17,158.58,350.06,210.16,318.32,415.22,779.92,428.0,386.65,"Svatoslavova, Prague - Nusle",50.0617576,14.4436839,,Standard,Personal,Complete,Over 50 years,,,,,,,
"CZK 20,000","CZK 8,733","CZK 20,000",730067,Studio,9/12/2022,3,G,56 m²,Fully furnished,Very good,Brick,1.0,1.0,,,189.18,160.11,178.24,180.32,20.05,230.44,266.64,745.59,557.09,388.8,Prague - Holešovice,50.09921,14.42274,,,,,,,,,,,,
"CZK 13,800","CZK 2,297","CZK 13,800",448060,Studio,8/21/2022,4,A,31 m²,Partly,New-build,Brick,1.0,1.0,,,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,,Standard,Personal,,Up to 10 years,1.0,,1.0,1.0,,,
"CZK 25,000","CZK 4,000","CZK 40,000",724861,3+kk,9/5/2022,1,G,95 m²,Fully furnished,Very good,Brick,,,,,297.57,1299.44,192.92,1089.73,370.38,240.73,178.6,170.88,876.0,232.02,Prague - Strašnice,50.06831,14.50072,Electric boiler,,Personal,Complete,,,,,,,,
"CZK 28,000","CZK 7,000","CZK 29,000",730596,3+1,8/23/2022,6,G,69 m²,Unfurnished,Very good,Brick,1.0,1.0,,1.0,251.15,665.44,128.98,173.17,28.33,148.87,349.95,431.04,163.8,540.76,Prague - Holešovice,50.10039,14.43109,,,,,,,,,1.0,,,
"CZK 16,000","CZK 2,500","CZK 20,000",151368,Studio,11/1/2022,4,,35 m²,Fully furnished,Very good,Brick,,1.0,,,192.81,450.32,123.58,444.23,107.63,445.32,91.37,277.35,599.07,142.91,"Lannova, Prague - Nové Město",50.0927445,14.4319608,Central,Luxurious,Personal,Interior,,,,,,,,
"CZK 15,200","CZK 2,720","CZK 23,000",670902,2+kk,9/1/2022,11,G,50 m²,Partly,Very good,Prefab concrete,1.0,1.0,,,90.25,545.43,456.45,475.3,475.33,469.93,537.33,1015.48,1351.64,157.08,"Poznaňská, Prague - Bohnice",50.13047,14.4184,Central,Standard,Cooperative,Complete,30 - 50 years,,1.0,,,1.0,,
"CZK 20,000","CZK 5,952","CZK 20,000",726780,3+kk,10/1/2022,4,C,64 m²,Fully furnished,Good,Prefab concrete,1.0,1.0,,,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,,,,,,,,,1.0,,,
"CZK 15,000","CZK 3,500","CZK 18,500",568945,Studio,10/1/2022,2,D,27 m²,Fully furnished,,Brick,,1.0,,,219.35,537.86,130.41,215.45,28.63,229.92,272.95,478.88,474.73,415.91,"Příčná, Prague - Nové Město",50.0779037,14.4228906,,,Personal,,,,,1.0,1.0,,,
"CZK 18,500","CZK 3,198","CZK 30,000",594888,2+kk,9/1/2022,1,B,65 m²,Unfurnished,New-build,Brick,,1.0,,,419.23,1169.47,492.41,1149.99,466.11,1248.73,678.57,712.02,1002.89,448.54,"Miloše Havla, Prague - Hlubočepy",50.031482,14.363077,Distance,Luxurious,Personal,,Up to 10 years,,,1.0,1.0,1.0,,
"CZK 24,990","CZK 1,106","CZK 26,096",731169,3+kk,9/1/2022,4,C,66 m²,Fully furnished,Very good,Brick,,,,,67.68,388.99,216.56,347.61,141.01,364.46,365.92,473.05,330.63,380.94,"Na Zlatnici, Prague - Podolí",50.05788555555,14.42395694444,,,Personal,,,,,,,,"CZK 26,096",
"CZK 25,000","CZK 3,850","CZK 50,000",730987,3+1,10/1/2022,5,G,65 m²,Fully furnished,Very good,Prefab concrete,1.0,1.0,,1.0,123.31,616.48,177.46,428.47,348.1,132.04,278.68,287.58,957.16,215.29,Prague - Horní Měcholupy,50.04099,14.56562,,,,,,,1.0,,,,,
"CZK 13,000","CZK 2,228","CZK 25,000",714459,Studio,8/15/2022,1,G,30 m²,Fully furnished,Very good,Brick,,1.0,,,151.09,621.17,71.68,397.82,85.37,396.16,175.79,342.31,672.48,333.41,"Bulharská, Prague - Vršovice",50.07165,14.45777,Central,Standard,Personal,Interior,,,,,,,,
"CZK 25,500","CZK 5,000","CZK 25,500",673369,3+kk,9/1/2022,2,B,77 m²,Unfurnished,New-build,Brick,1.0,1.0,,,0.0,1088.74,986.61,2536.53,657.22,1183.26,1009.64,1934.96,676.02,856.46,"Stochovská, Prague - Ruzyně",50.0841721,14.3121812,Central,Standard,Personal,,Up to 10 years,,1.0,1.0,1.0,1.0,,
"CZK 21,999","CZK 1,500","CZK 40,000",363249,2+kk,9/1/2022,2,E,54 m²,Partly,,Brick,,,,,90.36,29.99,9.53,143.04,111.56,98.54,262.06,593.1,533.99,194.58,"Podolská, Prague - Podolí",50.0587881,14.4209115,Gas boiler,Luxurious,Personal,Complete,Up to 10 years,,,,,,,
"CZK 28,500","CZK 6,500","CZK 60,000",729473,3+kk,9/1/2022,1,B,80 m²,Fully furnished,New-build,Other,,1.0,,,157.65,460.15,319.12,458.96,444.21,464.19,642.41,845.71,714.23,167.02,Prague - Záběhlice,50.05611,14.51485,,,,,,,1.0,1.0,1.0,1.0,,
"CZK 19,990","CZK 3,500","CZK 23,500",729717,2+kk,10/1/2022,4,G,46 m²,Fully furnished,Very good,Prefab concrete,,1.0,,1.0,284.17,245.2,246.37,273.86,239.52,266.03,346.18,377.4,600.14,218.74,Prague - Stodůlky,50.04412,14.3335,Central,,,Complete,,,,,,,,
"CZK 8,000","CZK 1,500",CZK 0,729860,Small studio,8/22/2022,3,G,13 m²,Fully furnished,New-build,Brick,,,1.0,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,,Standard,,,Up to 10 years,,,,,,,
"CZK 14,000","CZK 2,500","CZK 28,000",731122,Small studio,8/31/2022,1,G,29 m²,Partly,Very good,Brick,,,,,307.47,1054.53,111.91,579.62,318.98,848.81,291.6,207.76,869.04,275.35,Prague - Nusle,50.05621,14.44507,,,,,,,,,,,,
"CZK 14,800","CZK 2,300","CZK 28,000",730553,1 bedroom,10/1/2022,3,G,43 m²,Partly,Very good,Brick,,,,,401.18,749.85,140.97,350.8,185.5,213.93,310.4,836.12,264.45,209.65,Prague - Karlín,50.09247,14.45611,,,,,,,1.0,,1.0,,,
"CZK 10,000","CZK 2,500","CZK 12,500",575593,Small studio,8/26/2022,2,A,30 m²,Fully furnished,Very good,Brick,,,,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,Electric boiler,,Personal,,,,,,,,,
"CZK 8,000","CZK 1,000","CZK 9,000",685013,6+kk,9/1/2022,2,G,150 m²,Fully furnished,Very good,Brick,,,,,293.92,1315.64,723.43,1721.17,455.86,718.94,1138.4,1565.83,1233.41,647.96,"Studnická, Prague - Horní Počernice",50.1088652,14.5988617,,,Other,,,,,,1.0,,,
"CZK 15,000","CZK 3,000","CZK 30,000",731115,1 bedroom,8/24/2022,3,G,55 m²,Fully furnished,Very good,Brick,1.0,1.0,,,118.47,683.05,94.52,130.44,31.56,919.05,213.34,426.9,650.97,173.18,Prague - Michle,50.05923,14.44966,,,,,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 36,000",582936,3+kk,9/1/2022,1,G,56 m²,Unfurnished,Very good,Brick,1.0,,,,231.73,136.03,189.78,194.29,137.29,225.81,43.12,382.88,71.25,292.35,"Saratovská, Prague - Strašnice",50.075045,14.492493,Central,,Personal,Complete,,,,,,,,
"CZK 7,000","CZK 2,000","CZK 10,000",731039,Small studio,9/1/2022,2,G,35 m²,Fully furnished,Very good,Other,,1.0,,,178.58,1079.2,254.49,1044.37,461.31,619.85,1012.02,752.65,415.0,539.01,Prague - Stodůlky,50.05296,14.33228,,,,,,,1.0,,,,,
"CZK 25,900","CZK 2,700","CZK 47,800",558740,3+kk,10/1/2022,1,G,94 m²,Partly,Good,Brick,1.0,,,,93.85,153.95,23.81,257.54,16.23,257.06,307.72,502.7,285.55,255.73,"Oblouková, Prague - Vršovice",50.0670925,14.4558324,Gas boiler,Luxurious,Personal,Interior,Over 50 years,,,,1.0,,,
"CZK 20,000","CZK 4,000","CZK 25,000",531932,2 bedroom,10/1/2022,5,C,50 m²,Partly,,Brick,,,,,35.42,420.61,131.42,161.76,67.56,272.26,361.85,379.4,229.28,240.53,Prague - Vršovice,50.0679028,14.4588789,,,Personal,,,,,,,,,
"CZK 23,836","CZK 4,100","CZK 47,672",719023,Studio,8/1/2022,4,G,32 m²,Fully furnished,Very good,Brick,,1.0,,,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,Electric boiler,Standard,Personal,Complete,Over 50 years,,,,,,,
"CZK 12,500","CZK 4,000","CZK 15,000",572946,2 bedroom,8/19/2022,2,,50 m²,Partly,,Brick,,,,,122.27,182.11,97.14,402.41,60.06,61.25,493.68,441.33,743.86,465.99,"Stanislava Kostky Neumanna, Prague - Libeň",50.1199188,14.4584538,,,Personal,,,,,,,,,
"CZK 18,500","CZK 3,198","CZK 30,000",731070,2+kk,8/26/2022,2,B,65 m²,Unfurnished,New-build,Brick,,1.0,1.0,,108.31,368.42,439.85,1215.99,302.17,1050.93,731.46,772.37,995.7,383.86,Prague - Hlubočepy,50.03131,14.36258,,,,,,,1.0,1.0,1.0,1.0,,
"CZK 18,990","CZK 4,061","CZK 23,051",731068,2 bedroom,8/31/2022,7,G,52 m²,Unfurnished,Very good,Prefab concrete,1.0,1.0,,,12.58,498.11,164.0,238.68,117.45,256.45,250.36,127.54,646.92,163.16,"Brunclíkova, Prague - Břevnov",50.08687333333,14.34524444444,,,Personal,,,,,,1.0,,"CZK 23,051",
"CZK 13,950","CZK 3,000","CZK 20,000",731066,Studio,9/1/2022,4,C,30 m²,Partly,Very good,Brick,,1.0,,,183.47,1118.41,6.3,558.83,121.16,424.75,123.63,355.68,284.69,98.26,Prague - Libeň,50.10608,14.4905,,,,,,,,,,,,
"CZK 9,000","CZK 3,000","CZK 10,000",731055,Studio,8/24/2022,1,G,35 m²,Unfurnished,Good,Brick,1.0,,1.0,,44.66,1073.48,629.27,1066.13,480.83,554.32,546.65,705.68,1266.62,663.27,Prague - Braník,50.02646,14.41749,,,,,,,,,,,,
"CZK 25,200","CZK 4,900","CZK 50,400",168687,2+kk,9/1/2022,4,G,65 m²,Fully furnished,Very good,Brick,,,,,75.58,92.05,73.2,16.18,4.45,124.26,366.36,757.47,337.3,380.95,Prague - Bubeneč,50.1004197,14.423345,Central,,Personal,,,1.0,,,,,,
"CZK 12,000","CZK 1,500","CZK 24,000",730420,2+kk,8/18/2022,2,G,40 m²,Partly,Very good,Brick,,,,,115.96,702.32,13.42,327.37,67.49,406.91,363.64,153.16,192.59,178.95,Prague - Nusle,50.0608,14.42675,,,,,,,,,,,,
"CZK 9,000","CZK 3,000","CZK 12,000",731042,Small studio,8/31/2022,3,G,32 m²,Partly,Very good,Brick,,,,,81.9,982.25,81.47,623.36,129.28,293.27,386.95,881.32,327.11,157.06,Prague - Strašnice,50.07003,14.48853,,,,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 17,500",730701,2+kk,8/21/2022,2,C,65 m²,Partly,New-build,Brick,1.0,1.0,,,265.0,976.08,523.77,941.25,483.3,496.25,908.9,521.25,436.99,403.29,Prague - Stodůlky,50.05178,14.33128,,,,,,,,,1.0,,,
"CZK 18,000","CZK 8,500","CZK 36,000",511073,2 bedroom,11/1/2022,4,,75 m²,Partly,,Brick,,,,,115.25,687.92,89.51,214.74,7.35,83.42,518.41,797.69,441.58,761.65,"Dukelských hrdinů, Prague - Holešovice",50.1027248,14.4328603,,,Personal,,,,,,,,,
"CZK 39,000","CZK 7,000","CZK 70,000",517158,3+1,10/3/2022,3,G,85 m²,Fully furnished,Very good,Brick,,,,1.0,295.13,929.65,441.84,565.86,439.45,345.14,741.77,802.36,774.4,312.3,Prague - Dejvice,50.101426,14.3708397,Gas boiler,Luxurious,Personal,Complete,,,,,1.0,,,
"CZK 14,000","CZK 3,920","CZK 28,000",730406,2+kk,8/18/2022,2,G,43 m²,Partly,Very good,Prefab concrete,1.0,1.0,,,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,,,,,,,,,1.0,,,
"CZK 13,500","CZK 3,000","CZK 27,000",502005,1 bedroom,11/1/2022,3,C,42 m²,Partly,Very good,Brick,1.0,1.0,,,459.8,1110.86,502.7,1501.69,570.24,539.31,601.66,1224.16,499.64,481.65,"Ve Slatinách, Prague - Záběhlice",50.0566862,14.4888899,,Standard,Personal,,Up to 10 years,,,,1.0,,,
"CZK 13,000","CZK 1,800","CZK 18,000",606075,Studio,10/15/2022,,,33 m²,Partly,Very good,Brick,,1.0,,,222.73,785.34,68.49,304.09,22.82,400.27,445.1,199.39,498.47,434.16,"Podskalská, Prague - Nové Město",50.071165,14.415031,,,Cooperative,,,,1.0,,,,,
"CZK 20,000","CZK 5,000","CZK 20,000",730903,3+1,11/1/2022,10,G,78 m²,Partly,Good,Prefab concrete,1.0,1.0,1.0,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,Central,Standard,Personal,,30 - 50 years,,,,,1.0,,
"CZK 25,000","CZK 4,000","CZK 50,000",725938,2+kk,9/1/2022,3,C,70 m²,Partly,Very good,Brick,,,,,140.77,418.51,1.12,206.71,25.27,177.85,464.47,473.18,267.6,390.96,Prague - Karlín,50.0919,14.44126,,,,,,,,,,,,
"CZK 12,500","CZK 4,200","CZK 20,000",670237,1 bedroom,9/1/2022,3,G,39 m²,Fully furnished,Very good,Brick,1.0,1.0,,,244.54,899.67,113.74,654.9,134.13,190.73,393.85,541.74,434.58,364.77,"Ke Strašnické, Prague - Strašnice",50.069633,14.494844,Central,,Personal,Interior,,,1.0,,,,,
"CZK 12,000","CZK 1,500","CZK 24,000",505631,1 bedroom,8/15/2022,2,,34 m²,Fully furnished,,Brick,,,,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,Electric boiler,Standard,Personal,Complete,Up to 10 years,,,,,,,
"CZK 14,000","CZK 3,330","CZK 14,000",594523,1 bedroom,7/20/2022,2,F,43 m²,Partly,Good,Brick,,1.0,,,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,Distance,,Personal,Interior,,,,,,,,
"CZK 16,500","CZK 5,500","CZK 33,000",554329,2+kk,9/26/2022,3,B,49 m²,Partly,New-build,Brick,,,,,53.93,1077.26,371.37,1459.79,267.87,601.61,689.56,1888.92,880.79,507.37,Prague - Radotín,49.9771246,14.3504332,Central,Luxurious,Personal,,Up to 10 years,,,1.0,1.0,,,
"CZK 29,000","CZK 5,500","CZK 60,000",730369,3+kk,9/1/2022,12,A,75 m²,Partly,Very good,Brick,,1.0,1.0,,107.88,524.34,0.0,172.65,64.52,544.44,488.76,682.57,608.93,127.06,Prague - Strašnice,50.0776705,14.4868989,,,,,,,,,1.0,1.0,,
"CZK 5,500","CZK 3,500","CZK 20,000",692392,1 bedroom,8/24/2022,2,C,24 m²,Partly,Very good,Prefab concrete,1.0,1.0,,,259.95,314.6,274.65,287.1,361.96,340.89,747.06,301.0,938.95,305.93,"Nad Lesním divadlem, Prague - Braník",50.0254541,14.4373133,,,Cooperative,,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 17,500",700035,2+kk,9/1/2022,7,D,50 m²,Fully furnished,New-build,Brick,,1.0,,,146.6,1885.82,1048.5,1644.68,378.3,1292.34,740.14,1353.48,1244.54,662.27,"Pískařská, Prague - Modřany",50.013,14.40077,Distance,,Personal,,,,,1.0,,1.0,,
"CZK 14,000","CZK 2,500","CZK 15,000",512975,2+kk,9/1/2022,5,C,45 m²,Partly,,Prefab concrete,,,,,243.69,642.56,158.63,321.57,313.0,374.45,423.16,325.89,434.55,285.31,"Tatarkova, Prague - Háje",50.0292056,14.5275222,Central,,Personal,,,,,,,,,
"CZK 22,000","CZK 3,360","CZK 40,000",551447,2+kk,8/25/2022,2,B,51 m²,Partly,,Brick,,,,,283.79,148.02,158.99,1617.01,45.16,1048.39,1159.42,750.98,931.26,135.54,Prague - Stodůlky,50.0460523,14.3020788,Central,Standard,Personal,,Up to 10 years,1.0,,1.0,,,,
"CZK 11,999",CZK 1,"CZK 11,999",393325,3+kk,12/1/2021,4,,80 m²,Partly,,Brick,,,,,223.51,319.98,215.63,105.13,77.74,309.27,96.87,566.4,507.29,77.83,"Nedvědovo náměstí, Prague - Podolí",50.0574231,14.4221377,,,Other,,,,,,1.0,,,
"CZK 20,000","CZK 3,750","CZK 20,000",730206,2+kk,8/17/2022,3,G,50 m²,Partly,Very good,Brick,,1.0,,,83.09,656.57,68.92,675.09,133.2,641.46,501.68,569.42,382.05,406.68,Prague - Vinohrady,50.06829,14.4342,,,Personal,Complete,,,,,,,,
"CZK 17,500","CZK 3,500","CZK 17,000",406355,1 bedroom,8/30/2022,2,,40 m²,Fully furnished,Very good,Brick,,1.0,,,245.16,118.28,34.46,158.9,60.95,337.88,188.31,373.21,805.61,74.06,"Milešovská, Prague - Vinohrady",50.0788293,14.4518748,,,Personal,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 25,000",695903,2+kk,10/1/2022,2,C,49 m²,Partly,Very good,Prefab concrete,,1.0,,,529.36,659.28,317.84,800.16,310.73,924.8,208.44,1915.55,924.85,70.01,"Milotická, Prague - Zličín",50.05967,14.28446,,,Personal,Complete,,,1.0,,1.0,1.0,,
"CZK 20,000","CZK 3,500","CZK 40,000",707900,3+kk,9/15/2022,1,E,59 m²,Partly,Good,Brick,,1.0,,,37.76,388.4,240.97,329.99,222.21,1351.55,231.54,501.54,1091.17,504.16,"Hlavní, Prague - Záběhlice",50.04828,14.49052,Distance,Standard,Personal,,Over 50 years,,,,,,,
"CZK 7,000","CZK 2,000","CZK 9,000",635073,Small studio,3/20/2021,1,G,20 m²,Partly,Good,Brick,,,,,216.36,1299.7,1149.66,1953.19,500.36,1050.51,1087.91,1406.68,1547.89,484.38,"Božanovská, Prague - Horní Počernice",50.105394,14.606666,Central,,Personal,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",730478,2+kk,9/1/2022,3,G,46 m²,Partly,Very good,Prefab concrete,,,,,225.43,574.02,73.71,488.02,372.56,473.94,197.36,301.9,1112.72,245.33,Prague - Stodůlky,50.04732,14.34568,,,,,,,,,,,,
"CZK 20,000",CZK 850,"CZK 25,000",413470,2 bedroom,9/1/2022,4,G,71 m²,Partly,Very good,Brick,,,,,248.94,735.12,54.07,227.84,66.68,310.21,357.9,95.57,411.28,380.53,"Trojická, Prague - Nové Město",50.0705526,14.4159105,,,Personal,,,,,,,,,
"CZK 10,000","CZK 3,500","CZK 30,000",730894,Studio,9/1/2022,5,G,25 m²,Partly,Very good,Brick,,1.0,,,91.46,645.58,95.57,83.55,33.81,152.17,174.9,256.9,115.97,366.62,Prague - Holešovice,50.09863,14.43204,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",CZK 0,499853,2 bedroom,9/1/2022,1,,80 m²,Partly,,Brick,1.0,,,,169.16,1442.3,491.55,1356.47,420.19,1387.15,1065.28,826.95,623.91,483.05,"Slivenecká, Prague - Hlubočepy",50.0388545,14.3900682,,,Personal,,,1.0,1.0,,,,,
"CZK 12,500","CZK 2,500","CZK 20,000",170482,Small studio,10/1/2022,5,,28 m²,Partly,,Brick,,,,,61.41,341.82,179.51,195.01,106.03,16.4,255.62,214.73,360.82,170.08,"Tusarova, Prague - Holešovice",50.1013189,14.4495232,,,Personal,,,,,,1.0,,,
