Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Renovation,Age,Total number of floors,New building,Front garden,Developer name,Project name,Kód jednotky,Administration fee
574854,"CZK 19,000",50.0898722,14.66934,"Medinská, Prague - Klánovice",3 bedroom,98 m²,"CZK 4,500",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2022,309,791,311,416,444,322,746,695,695,,Excellent,"CZK 19,000",Personal,Brick building,B,,Gas boiler,,,,,,,,,
542947,"CZK 12,000",50.0905728,14.4926364,"Pod Lipami, Prague - Žižkov",Studio,34 m²,"CZK 2,470",Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 02. 2022,335,328,427,569,384,332,620,275,548,146,Excellent,"CZK 12,000",Personal,Prefab concrete building,C,Standard materials and solutions,,Overall,1 to 10 years years,Middle floor,,,,,,
693971,"CZK 18,600",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,40 m²,CZK 133,Furnished,4,No,No,Yes,No,Yes,Yes,No,14. 01. 2022,,,,,,,,,,,New build,"CZK 37,200",Personal,Other,A,,,,,,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,401,
693967,"CZK 26,900",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",3 bedroom,79 m²,CZK 133,Furnished,4,No,Yes,Yes,No,Yes,Yes,No,20. 01. 2022,,,,,,,,,,,New build,"CZK 53,800",Personal,Other,A,Premium materials and solutions,,,1 to 10 years years,Middle floor,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,418,
693963,"CZK 20,100",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",2 bedroom,52 m²,CZK 133,Furnished,13,No,No,Yes,No,Yes,Yes,No,14. 01. 2022,,,,,,,,,,,Excellent,"CZK 40,200",Personal,Other,A,Premium materials and solutions,,,1 to 10 years years,Middle floor,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,1315,
165513,"CZK 13,000",50.0676332,14.2979591,"Galandova, Prague - Řepy",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,8,No,No,Yes,Yes,No,No,No,,258,"1,165",409,"1,127",202,930,739,619,"1,435",104,Excellent,,Personal,Prefab concrete building,,,,,1 to 10 years years,,,,,,,
680038,"CZK 22,838",50.0687245,14.3688309,"Pod Školou, Prague - Košíře",2 bedroom with open-plan kitchen,65 m²,"CZK 7,612",Furnished,2,No,No,No,No,No,Yes,No,07. 01. 2022,257,773,307,429,264,322,165,"1,090",462,415,,,,,,,,,,,,,,,,
694839,"CZK 36,000",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",1 bedroom with open-plan kitchen,62 m²,"CZK 12,000",Furnished,4,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,,,,,,
690719,"CZK 47,235",50.0824664,14.4140344,"Divadelní, Prague - Staré Město",4 bedroom,110 m²,"CZK 15,745",Furnished,7,No,Yes,No,No,No,Yes,No,07. 01. 2022,260,938,207,294,98,143,489,445,401,362,,,,,,,,,,,,,,,,
692479,"CZK 20,880",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,49 m²,"CZK 6,960",Furnished,2,No,No,No,No,No,Yes,No,17. 01. 2022,84,743,87,659,277,595,408,307,678,198,,,,,,,,,,,,,,,,
696416,"CZK 36,000",50.0740202,14.4399148,"Francouzská, Prague - Vinohrady",2 bedroom with open-plan kitchen,87 m²,"CZK 12,000",Furnished,7,No,Yes,No,No,No,Yes,No,15. 02. 2022,154,287,73,428,33,408,72,565,703,470,,,,,,,,,,,,,,,,
692907,"CZK 13,395",50.0236328,14.420109,"Na Výspě, Prague - Hodkovičky",1 bedroom,18 m²,"CZK 4,465",Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,,,,,,,,,,
694843,"CZK 44,380",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,145 m²,"CZK 14,793",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,123,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,
694677,"CZK 37,365",50.0907943,14.427063,"Dlouhá, Prague - Staré Město",2 bedroom,46 m²,"CZK 12,455",Furnished,2,No,No,No,No,No,Yes,No,31. 01. 2022,2,191,16,48,1,127,128,306,209,259,,,,,,,,,,,,,,,,
682342,"CZK 21,000",50.0728478,14.4409103,"Jana Masaryka, Prague - Vinohrady",Studio,35 m²,"CZK 7,000",Furnished,4,No,No,No,No,No,Yes,Yes,07. 01. 2022,66,280,58,636,44,592,271,416,582,395,,,,,,,,,,,,,,,,
696838,"CZK 45,000",50.090911,14.4295366,"Soukenická, Prague - Nové Město",1 bedroom with open-plan kitchen,50 m²,"CZK 15,000",Furnished,4,No,No,No,No,No,Yes,Yes,20. 02. 2022,144,325,176,152,60,230,49,259,388,439,,,,,,,,,,,,,,,,
696645,"CZK 46,313",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 15,437",Furnished,4,No,No,No,No,No,Yes,No,07. 01. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,
696414,"CZK 13,125",50.073014,14.4308483,"Tyršova, Prague - Nové Město",Studio,23 m²,"CZK 4,375",Furnished,5,No,No,No,No,No,Yes,No,15. 02. 2022,182,528,118,213,29,198,369,452,636,686,,,,,,,,,,,,,,,,
689254,"CZK 25,500",50.0876118,14.4080467,"Míšeňská, Prague - Malá Strana",1 bedroom with open-plan kitchen,46 m²,"CZK 8,500",Furnished,2,No,No,No,No,No,No,No,07. 01. 2022,249,259,109,237,65,537,295,274,806,231,,,,,,,,,,,,,,,,
697918,"CZK 16,000",50.1053335,14.4470037,"Osadní, Prague - Holešovice",Studio,33 m²,"CZK 4,000",Furnished,4,No,No,No,No,No,Yes,Yes,04. 01. 2022,263,206,51,219,36,113,415,567,314,472,Good,"CZK 10,000",Personal,Brick building,C,,Central heating,,1 to 10 years years,,,,,,,
697482,"CZK 20,250",50.0719171,14.4429188,"Rybalkova, Prague - Vinohrady",1 bedroom with open-plan kitchen,48 m²,"CZK 6,750",Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,195,408,97,765,42,717,415,296,511,225,,,,,,,,,,,,,,,,
697479,"CZK 22,500",50.1059511,14.4731393,"Světova, Prague - Libeň",2 bedroom with open-plan kitchen,80 m²,"CZK 7,500",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,44,595,43,80,28,96,206,509,351,252,,,,,,,,,,,,,,,,
697478,"CZK 19,238",50.1031428,14.4966166,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,58 m²,"CZK 6,412",Furnished,4,Yes,No,No,No,No,Yes,No,01. 03. 2022,322,704,403,304,301,205,590,"1,142",544,506,,,,,,,,,,,,,,,,
697475,"CZK 20,625",50.0739629,14.4309041,"Rumunská, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 6,875",Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,181,525,82,168,45,95,309,378,542,609,,,,,,,,,,,,,,,,
685604,"CZK 31,500",50.0865843,14.4323212,"Dlážděná, Prague - Nové Město",1 bedroom with open-plan kitchen,45 m²,"CZK 10,500",Furnished,2,No,No,No,No,No,Yes,No,07. 01. 2022,110,274,157,129,77,143,300,496,282,367,,,,,,,,,,,,,,,,
697543,"CZK 22,500",50.1013742,14.4358954,"Šternberkova, Prague - Holešovice",2 bedroom,83 m²,"CZK 7,500",Furnished,3,Yes,No,No,No,No,Yes,No,02. 03. 2022,184,870,174,226,62,375,320,"1,488",599,931,,,,,,,,,,,,,,,,
697916,"CZK 12,675",50.0842462,14.4496504,"Vlkova, Prague - Žižkov",Studio,35 m²,"CZK 4,225",Furnished,4,No,No,No,No,No,No,No,07. 01. 2022,214,52,83,79,89,72,165,273,317,546,,,,,,,,,,,,,,,,
697467,"CZK 22,669",50.073131,14.3495147,"Weberova, Prague - Motol",2 bedroom with open-plan kitchen,88 m²,"CZK 7,556",Furnished,2,Yes,No,No,No,No,No,No,01. 03. 2022,119,339,291,422,812,875,662,,,,,,,,,,,,,,,,,,,
697606,"CZK 12,500",50.05397,14.3422,"Běhounkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,35 m²,"CZK 2,849",Unfurnished,5,No,No,No,No,No,Yes,No,05. 01. 2022,243,534,240,539,442,204,423,163,"1,153",129,Excellent,"CZK 30,700",Personal,Prefab concrete building,D,Premium materials and solutions,District heating,Overall,10 to 30 years years,Middle floor,,,,,,
259943,"CZK 12,000",50.1040894,14.5383631,"Čertouská, Prague - Hloubětín",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Unfurnished,2,No,No,No,No,No,No,No,,245,203,192,184,284,205,309,206,252,225,,"CZK 30,000",Personal,Brick building,A,Standard materials and solutions,,Overall,,Middle floor,,100 m²,,,,
656885,"CZK 14,400",50.0309311,14.3685927,Prague - Hlubočepy,1 bedroom with open-plan kitchen,43 m²,"CZK 3,600",Furnished,1,Yes,Yes,No,No,Yes,Yes,No,07. 02. 2022,124,839,80,819,131,857,292,300,632,71,Excellent,"CZK 14,400",Personal,Brick building,C,,Central heating,,1 to 10 years years,Middle floor,,,,,,
644684,"CZK 12,500",50.084397,14.451753,"Seifertova, Prague - Žižkov",1 bedroom,33 m²,"CZK 1,500",Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,137,126,8,93,22,67,244,366,355,435,Excellent,"CZK 12,500",Personal,Brick building,C,,,,,,,,,,,
697349,"CZK 12,500",50.04785,14.44282,"Humpolecká, Prague - Krč",2 bedroom,42 m²,"CZK 1,900",Unfurnished,2,No,No,Yes,No,No,No,No,01. 01. 2022,202,216,141,326,208,284,399,799,557,307,Excellent,"CZK 12,500",Cooperative,Brick building,G,,,,,,,,,,,
697891,"CZK 12,500",50.07674,14.45376,"Perunova, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,"CZK 4,000",Unfurnished,4,No,No,No,No,No,No,No,01. 02. 2022,175,218,115,74,2,252,87,578,956,316,Good,"CZK 16,500",Personal,Brick building,D,,,,,,,,,,,
556880,"CZK 22,000",50.0775372,14.4192713,"Karlovo náměstí, Prague - Nové Město",3 bedroom,83 m²,"CZK 6,000",Partially furnished,3,No,No,No,No,No,Yes,No,května,76,276,60,33,22,244,199,387,508,418,,"CZK 30,000",Personal,Brick building,D,,,,,,,,,,,
536946,"CZK 10,900",50.024291,14.5152346,"Ke Kateřinkám, Prague - Chodov",2 bedroom,43 m²,"CZK 6,000",Furnished,5,Yes,No,No,No,No,No,No,ihned,154,"1,050",159,"1,396",344,250,214,605,"1,493",279,,"CZK 20,000",Personal,Prefab concrete building,,,District heating,,,Middle floor,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,64 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,379,234,713,,,,,,,,New build,"CZK 17,000",Personal,Brick building,G,,,,,,,,,,,
697903,"CZK 17,000",50.05208,14.33443,"Wiedermannova, Prague - Stodůlky",1 bedroom with open-plan kitchen,64 m²,"CZK 4,000",Partially furnished,1,Yes,No,No,No,No,Yes,No,03. 01. 2022,379,234,713,,,,,,,,New build,"CZK 17,000",Personal,Brick building,G,,,,,,,,,,,
536102,"CZK 14,400",50.0225996,14.4945038,"Zlešická, Prague - Chodov",1 bedroom with open-plan kitchen,47 m²,,Partially furnished,6,No,No,No,No,No,Yes,No,07. 02. 2022,189,759,214,857,522,664,235,520,333,61,Good,"CZK 15,000",Personal,Prefab concrete building,C,Standard materials and solutions,Central heating,Overall,10 to 30 years years,Middle floor,,,,,,
697900,"CZK 13,000",50.0532651,14.3424542,"Dominova, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,No,No,15. 01. 2022,332,514,345,520,422,310,369,164,"1,243",73,Excellent,"CZK 13,000",Personal,Prefab concrete building,G,,,,,,,,,,,
545105,"CZK 15,000",50.0672795,14.3679445,"Musílkova, Prague - Košíře",1 bedroom with open-plan kitchen,50 m²,"CZK 3,100",Partially furnished,3,No,No,No,No,No,No,No,01. 01. 1970,306,785,262,594,448,505,364,858,230,452,,"CZK 25,000",Personal,Brick building,C,Premium materials and solutions,Gas boiler,Overall,1 to 10 years years,Top floor,Yes,,,,,
697902,"CZK 14,000",50.11547,14.47512,"Františka Kadlece, Prague - Libeň",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Furnished,3,Yes,Yes,No,No,No,Yes,No,04. 01. 2022,239,"1,402",434,"1,312",234,696,610,"1,352",958,282,Excellent,"CZK 21,000",Personal,Brick building,G,,,,,,,,,,,
619408,"CZK 20,000",50.156069,14.522374,"Schoellerova, Prague - Čakovice",3 bedroom with open-plan kitchen,74 m²,"CZK 4,770",,1,No,No,No,No,No,No,No,15. 03. 2022,108,536,169,408,"1,120",561,335,232,,,Excellent,"CZK 25,000",Personal,Other,G,,,,,,,,,,,
697898,"CZK 16,000",50.07876,14.44751,"Polská, Prague - Vinohrady",1 bedroom with open-plan kitchen,43 m²,CZK 700,Partially furnished,5,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,309,458,35,426,68,298,179,59,409,333,Excellent,"CZK 32,000",Personal,Brick building,D,,,,,,,,,,,
697344,"CZK 13,000",50.057545601454,14.292103009263,"Do Zahrádek I, Prague - Třebonice",Studio,28 m²,"CZK 2,000",Partially furnished,1,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,642,"1,224",448,970,407,771,989,"1,494",258,830,New build,"CZK 13,000",Personal,Other,G,,Central heating,,1 to 10 years years,,,,,,,
693968,"CZK 16,000",50.03234,14.53293,"Mendelova, Prague - Háje",2 bedroom with open-plan kitchen,62 m²,"CZK 1,620",Partially furnished,2,No,No,No,Yes,No,Yes,No,26. 11. 2021,131,184,135,243,102,472,430,273,464,209,Excellent,"CZK 32,000",Cooperative,Prefab concrete building,G,Standard materials and solutions,District heating,Overall,,Middle floor,,,,,,
694774,"CZK 20,900",50.1027288,14.4368562,"Veletržní, Prague - Holešovice",2 bedroom with open-plan kitchen,77 m²,"CZK 2,500",Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,281,904,117,416,57,309,518,375,875,,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,
311633,"CZK 15,000",50.0969127,14.3475731,"Vokovická, Prague - Vokovice",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Partially furnished,11,Yes,No,No,No,No,No,No,,52,"1,203",145,802,345,211,177,171,374,239,,"CZK 30,000",Personal,Prefab concrete building,,,,,,,,,,,,
696479,"CZK 14,025",50.1002217,14.4370969,"Bubenská, Prague - Holešovice",Studio,30 m²,"CZK 4,675",Furnished,7,No,Yes,No,No,No,Yes,No,07. 01. 2022,57,"1,134",128,342,249,255,241,"1,276",671,837,,,,,,,,,,,,,,,,
697893,"CZK 15,500",50.068897,14.4549342,"Moskevská, Prague - Vršovice",1 bedroom with open-plan kitchen,46 m²,"CZK 4,195",Furnished,3,No,No,No,No,No,Yes,No,03. 01. 2022,43,303,10,55,59,99,56,356,212,389,Excellent,"CZK 19,695",Personal,Brick building,G,,,,,,,,,,,
257687,"CZK 16,500",50.0680345,14.4919608,"Čestlická, Prague - Strašnice",1 bedroom with open-plan kitchen,74 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,09. 09. 2021,78,"1,111",191,814,122,320,345,596,408,46,,,Personal,Brick building,,Premium materials and solutions,Gas boiler,Overall,10 to 30 years years,,,,,,,
697887,"CZK 8,000",50.06855,14.47001,"U Slavie, Prague - Vršovice",Small studio,21 m²,"CZK 2,447",Furnished,1,No,No,No,No,No,No,No,10. 01. 2022,107,181,226,131,403,557,365,467,469,508,Good,"CZK 10,447",Personal,Brick building,G,,,,,,,,,,,
696401,"CZK 15,000",50.1397,14.51563,"Kopřivnická, Prague - Letňany",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,1,No,No,Yes,No,No,No,No,10. 01. 2022,307,342,761,824,360,322,608,788,870,152,Excellent,"CZK 15,000",Personal,Prefab concrete building,B,,,,,,,,,,,
664892,"CZK 11,000",50.05766,14.57953,"U Lipové aleje, Prague - Dubeč",Studio,42 m²,"CZK 2,500",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 06. 2021,246,980,395,283,"1,447","1,301",161,,,,Excellent,"CZK 11,000",Personal,Brick building,A,Standard materials and solutions,District heating,,10 to 30 years years,Middle floor,,,,,,
697883,"CZK 16,000",50.06164,14.36178,"Naskové, Prague - Košíře",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Furnished,2,No,No,Yes,No,Yes,No,No,04. 01. 2022,449,"1,154","1,147",965,"1,241",791,422,"1,082",653,,New build,"CZK 32,000",Personal,Prefab concrete building,A,,,,,,,,,,,
513897,"CZK 10,000",50.025137,14.4402486,"Nad Lesním divadlem, Prague - Braník",Small studio,28 m²,"CZK 3,000",Furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,244,559,85,531,606,585,594,73,"1,114",78,Excellent,"CZK 13,000",Personal,Prefab concrete building,,Standard materials and solutions,District heating,Bathroom unit,,Raised ground floor,,,,,,
697881,"CZK 12,500",50.11056,14.5041,"Prouzova, Prague - Vysočany",1 bedroom,37 m²,"CZK 1,500",Partially furnished,2,Yes,No,Yes,No,No,No,No,04. 01. 2022,91,311,66,207,108,271,165,494,286,262,Excellent,"CZK 25,000",Cooperative,Brick building,G,,,,,,,,,,,
694733,"CZK 21,000",50.1057314,14.44422,"U Průhonu b, Prague - Holešovice",Studio,32 m²,"CZK 7,000",Furnished,1,Yes,Yes,No,No,No,Yes,Yes,07. 01. 2022,299,437,281,449,312,304,607,789,18,459,,,,,,,,,,,,,,,,
697880,"CZK 22,000",50.07524,14.44714,"Korunní, Prague - Vinohrady",1 bedroom with open-plan kitchen,60 m²,"CZK 1,500",Unfurnished,1,No,No,No,No,No,No,No,17. 01. 2022,212,402,166,414,131,377,534,125,502,168,Excellent,"CZK 44,000",Personal,Brick building,G,,,,,,,,,,,
666570,"CZK 18,000",50.03939,14.3161,"Radouňova, Prague - Stodůlky",1 bedroom with open-plan kitchen,63 m²,"CZK 3,600",Furnished,4,No,Yes,No,Yes,Yes,Yes,Yes,03. 06. 2021,280,"1,022",674,978,668,686,679,"1,036","1,068",102,New build,"CZK 21,600",Personal,Brick building,A,,District heating,Interior,1 to 10 years years,,,,,,,
236284,"CZK 11,500",50.1155821,14.497229,"Vysočanská, Prague - Prosek",1 bedroom with open-plan kitchen,49 m²,"CZK 4,500",Furnished,1,No,Yes,No,No,No,No,No,07. 01. 2022,69,"1,023",348,558,341,635,399,465,721,362,Good,"CZK 25,000",Personal,Brick building,G,,,,,,,30 m²,,,,
696203,"CZK 18,000",50.04835,14.48431,"Hrusická, Prague - Záběhlice",3 bedroom with open-plan kitchen,72 m²,"CZK 5,000",Partially furnished,8,No,No,Yes,Yes,Yes,Yes,No,14. 12. 2021,113,411,289,353,296,"1,418",198,293,"1,075",244,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,
639060,"CZK 22,000",50.08376,14.455893,"Lupáčova, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 2,550",Furnished,8,No,No,No,No,No,Yes,No,01. 02. 2022,207,451,138,317,99,309,112,228,402,163,New build,"CZK 44,000",Personal,Brick building,A,,,,,,,,,,,
697593,"CZK 19,500",50.04428,14.51449,"Rižská, Prague - Hostivař",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Furnished,2,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,236,377,442,431,"1,160",511,"1,293",142,,,New build,"CZK 39,000",Personal,Brick building,B,,District heating,,,Middle floor,,,,,,
697870,"CZK 12,000",50.019194717335,14.401297710968,Prague - Hodkovičky,Studio,30 m²,"CZK 3,000",Partially furnished,5,Yes,No,Yes,No,No,Yes,No,10. 01. 2022,452,537,"1,440",664,"1,390",,,,,,New build,,Personal,Brick building,G,,,,,,,,,,,
610458,"CZK 11,000",50.155862,14.517403,"Bermanova, Prague - Čakovice",Studio,36 m²,"CZK 3,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 03. 2022,432,876,53,71,"1,460",846,120,152,,,New build,"CZK 10,000",Personal,Brick building,C,Standard materials and solutions,,Overall,1 to 10 years years,,,,,,,
680052,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,45 m²,"CZK 12,000",Furnished,3,No,No,No,No,No,Yes,No,07. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
695790,"CZK 17,550",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 5,850",Furnished,3,No,No,No,No,No,Yes,No,07. 01. 2022,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,
469843,"CZK 12,500",50.05571,14.52528,"Rychtáře Petříka, Prague - Hostivař",Studio,36 m²,"CZK 2,800",Partially furnished,4,Yes,No,No,No,No,Yes,Yes,09. 01. 2020,476,943,378,905,591,947,"1,286",782,631,587,New build,"CZK 15,000",Personal,Low-energy building,B,Standard materials and solutions,District heating,,1 to 10 years years,Middle floor,,,,,,
571789,"CZK 12,700",50.0713444,14.3926417,"Duškova, Prague - Smíchov",1 bedroom,33 m²,"CZK 2,300",Furnished,2,No,No,No,No,No,Yes,No,20. 01. 2022,230,886,247,645,316,795,410,"1,225",891,219,Excellent,"CZK 15,000",Personal,Brick building,C,Standard materials and solutions,Gas boiler,Overall,,,,,,,,
546887,"CZK 16,000",50.0661046,14.4335918,"Na Folimance, Prague - Vinohrady",2 bedroom,62 m²,"CZK 3,000",Partially furnished,4,No,No,No,No,No,No,No,01. 02. 2022,285,486,236,620,142,397,260,313,169,299,,"CZK 19,000",Personal,Brick building,,,Gas boiler,,,Middle floor,,,,,,
697865,"CZK 14,500",50.09273,14.49423,"Křivá, Prague - Žižkov",3 bedroom,65 m²,"CZK 6,500",Unfurnished,1,No,No,Yes,Yes,No,No,No,10. 01. 2022,133,247,152,556,232,269,403,412,667,123,Good,"CZK 17,000",Personal,Brick building,E,Standard materials and solutions,District heating,,over 50 years years,Raised ground floor,,,,,,
409368,"CZK 12,000",50.0443333,14.517247,"Bratislavská, Prague - Hostivař",Studio,36 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,No,No,15. 01. 2022,176,66,138,129,935,267,"1,255",111,,,,"CZK 24,000",Personal,Brick building,,,,,,Middle floor,,,,,,
691655,"CZK 11,700",50.07101,14.44822,"Sevastopolská, Prague - Vršovice",Small studio,20 m²,"CZK 2,300",Partially furnished,4,No,No,No,No,No,No,No,15. 11. 2021,204,729,198,386,85,576,362,591,365,357,Excellent,"CZK 24,000",Personal,Brick building,G,Premium materials and solutions,,,1 to 10 years years,,,,,,,
680047,"CZK 39,750",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",1 bedroom with open-plan kitchen,73 m²,"CZK 13,250",Furnished,5,No,No,No,No,No,Yes,No,07. 01. 2022,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,,,,,,
691991,"CZK 19,450",50.05393,14.44023,"5. května, Prague - Nusle",1 bedroom with open-plan kitchen,65 m²,"CZK 4,927",,1,No,No,No,No,Yes,No,No,24. 11. 2021,40,177,122,399,130,154,109,657,647,271,Good,"CZK 25,000",,Other,,,,,,,,,,,,
691965,"CZK 19,000",50.0112896,14.5466177,"Formanská, Prague - Újezd u Průhonic",1 bedroom with open-plan kitchen,52 m²,"CZK 3,224",,1,No,No,No,No,No,No,No,05. 11. 2021,175,142,219,762,188,,,,,,Good,"CZK 23,224",,Other,,,,,,,,,,,,
697838,"CZK 14,000",50.093796,14.6701237,"Medinská, Prague - Klánovice",3 bedroom,62 m²,"CZK 3,800",Partially furnished,1,Yes,No,No,No,No,No,No,01. 02. 2022,284,303,385,252,698,200,255,205,204,,Good,"CZK 35,600",Personal,Brick building,G,Standard materials and solutions,Central heating,Overall,,Middle floor,,,,,,
691974,"CZK 17,199",50.1006418,14.4875772,"Skloněná, Prague - Vysočany",1 bedroom with open-plan kitchen,71 m²,"CZK 2,477",,1,No,No,No,No,No,No,No,22. 10. 2021,115,"1,052",121,904,135,"1,221",265,258,437,297,Good,"CZK 20,000",,Other,,,,,,,,,,,,
693515,"CZK 14,219",50.046684,14.4391279,"Na Strži, Prague - Krč",1 bedroom with open-plan kitchen,43 m²,"CZK 2,935",,1,No,No,No,No,No,No,No,16. 11. 2021,65,417,271,541,289,567,274,397,344,83,Good,"CZK 17,000",Personal,Other,,,,,,,,,,,,
691988,"CZK 13,500",50.0444974,14.4561091,"Jihlavská, Prague - Michle",2 bedroom,55 m²,"CZK 4,457",,1,No,No,No,No,No,No,No,01. 02. 2021,287,607,507,545,107,345,345,432,518,166,Good,"CZK 17,957",,Other,,,,,,,,,,,,
691990,"CZK 17,650",50.05393,14.44023,"5. května, Prague - Nusle",1 bedroom with open-plan kitchen,47 m²,"CZK 3,823",,1,No,No,No,No,Yes,No,No,01. 12. 2021,40,177,122,399,130,154,109,657,647,271,Good,"CZK 21,000",,Other,,,,,,,,,,,,
691992,"CZK 18,430",50.05393,14.44023,"5. května, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 4,129",,1,No,No,No,No,Yes,No,No,01. 12. 2021,40,177,122,399,130,154,109,657,647,271,Good,"CZK 23,000",,Other,,,,,,,,,,,,
694143,"CZK 14,118",50.0812798,14.4589888,"Křišťanova, Prague - Žižkov",1 bedroom with open-plan kitchen,48 m²,"CZK 1,998",,1,No,No,No,No,No,No,No,30. 11. 2021,150,606,253,208,189,649,384,209,457,460,Good,"CZK 16,116",Personal,Other,,,,,,,,,,,,
693750,"CZK 8,924",50.0596988,14.4971062,"Narcisová, Prague - Záběhlice",Small studio,18 m²,"CZK 2,146",,1,No,No,No,No,No,No,No,18. 11. 2021,367,700,403,739,645,431,561,761,501,235,Good,"CZK 11,200",Personal,Other,,,,,,,,,,,,
694790,"CZK 23,000",50.0529129,14.3417717,"Dominova, Prague - Stodůlky",4 bedroom with open-plan kitchen,119 m²,"CZK 5,000",,1,No,No,No,No,No,No,No,01. 11. 2021,298,375,408,381,384,372,264,129,"1,127",15,Good,"CZK 30,605",Personal,Other,,,,,,,,,,,,
695587,"CZK 10,490",50.0671206,14.4573236,"Minská, Prague - Vršovice",Studio,37 m²,"CZK 2,516",,1,No,No,No,No,No,No,No,07. 12. 2021,96,251,112,246,127,336,427,550,412,336,Good,"CZK 13,100",Personal,Other,,,,,,,,,,,,
695677,"CZK 25,882",50.1017178,14.419654,"Havanská, Prague - Bubeneč",3 bedroom,99 m²,"CZK 2,950",,1,No,No,No,No,No,No,No,23. 11. 2021,217,399,16,267,151,484,94,280,290,,Good,"CZK 28,832",Personal,Other,,,,,,,,,,,,
695449,"CZK 12,222",50.0444182,14.5658448,"Na Křečku, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,44 m²,"CZK 4,300",,1,No,No,No,No,No,No,No,07. 12. 2021,69,795,641,752,433,224,606,487,907,285,Good,"CZK 16,500",Personal,Other,,,,,,,,,,,,
