Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Design,Heating,PENB,Total number of floors,Front garden,New building,Administration fee,Renovation,Developer name,Project name,Kód jednotky
712185,"CZK 59,100",50.0882082,14.4262296,"Rybná, Prague - Staré Město",2 bedroom with open-plan kitchen,86 m²,"CZK 19,700",Furnished,2,Yes,No,No,No,No,No,No,29. 05. 2022,281,192,58,183,11,369,315,297,289,305,,,,,,,,,,,,,,,,
713249,"CZK 20,250",50.0922767,14.4324355,"Klimentská, Prague - Nové Město",Studio,30 m²,"CZK 6,750",Furnished,1,No,No,No,No,No,No,No,06. 06. 2022,132,502,36,412,20,262,31,217,579,177,,,,,,,,,,,,,,,,
712683,"CZK 14,993",50.0210451,14.4123465,"Pod Lysinami, Prague - Hodkovičky",1 bedroom with open-plan kitchen,,"CZK 4,997",Furnished,1,No,No,No,No,No,Yes,No,02. 06. 2022,262,"1,421","1,098","1,379",498,"1,159",192,,,,,,,,,,,,,,,,,,,
713248,"CZK 18,000",50.1000121,14.3916447,"Banskobystrická, Prague - Dejvice",Studio,45 m²,"CZK 6,000",Furnished,8,No,Yes,No,No,No,No,No,06. 06. 2022,100,451,101,8,68,482,829,164,567,82,,,,,,,,,,,,,,,,
713245,"CZK 18,720",50.0713305,14.4638794,"Na Míčánkách, Prague - Vršovice",1 bedroom with open-plan kitchen,49 m²,"CZK 6,240",Furnished,2,No,No,No,No,No,Yes,No,06. 06. 2022,84,743,87,659,277,595,408,307,678,198,,,,,,,,,,,,,,,,
713244,"CZK 17,346",50.1030733,14.4335679,"Šimáčkova, Prague - Holešovice",Studio,30 m²,"CZK 5,782",Furnished,3,Yes,No,No,No,No,Yes,No,06. 06. 2022,139,794,157,306,80,123,368,481,882,,,,,,,,,,,,,,,,,
301142,"CZK 19,000",50.1273445,14.5029602,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,58 m²,"CZK 2,500",Furnished,2,Yes,No,No,No,No,Yes,No,01. 05. 2022,229,845,111,874,564,811,345,568,253,,Excellent,"CZK 25,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,C,,,,,,,,
713216,"CZK 16,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,60 m²,"CZK 6,000",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,14. 05. 2022,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,New build,"CZK 44,000",Personal,Brick building,,,,G,,,,,,,,
590616,"CZK 14,000",50.008984,14.429712,"Levského, Prague - Modřany",1 bedroom with open-plan kitchen,47 m²,"CZK 3,000",Partially furnished,4,Yes,No,No,Yes,No,Yes,No,01. 05. 2022,328,"1,048",142,"1,032",169,"1,022",284,384,179,171,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
290009,"CZK 10,500",50.0780988,14.5007519,"Kounická, Prague - Strašnice",1 bedroom,45 m²,"CZK 2,660",Partially furnished,,No,No,No,No,No,No,No,,227,556,213,533,215,487,530,568,"1,315",304,,"CZK 15,000",Personal,Brick building,,,,,Ground floor,,,,,,,
713214,"CZK 20,000",50.12435,14.48724,"Rumburská, Prague - Střížkov",2 bedroom with open-plan kitchen,58 m²,"CZK 4,500",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,206,"1,039",386,977,405,361,397,242,200,139,Excellent,"CZK 30,000",Personal,Prefab concrete building,,,,G,,,,,,,,
448384,"CZK 16,500",50.0453146,14.5146362,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,85 m²,"CZK 4,000",Furnished,8,No,Yes,No,Yes,No,Yes,No,01. 05. 2022,165,329,302,291,"1,060",398,"1,325",135,,,,"CZK 20,000",Personal,Brick building,,Standard materials and solutions,District heating,,Top floor,,,,,,,
602963,"CZK 14,500",50.070717,14.446995,"Donská, Prague - Vršovice",Studio,34 m²,"CZK 2,500",Furnished,2,No,Yes,No,No,No,Yes,No,01. 05. 2022,148,677,142,462,0,498,447,535,324,290,Good,"CZK 15,000",Personal,Brick building,1 to 10 years years,,Central heating,C,Middle floor,,,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,51 m²,"CZK 3,500",Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,231,254,267,324,118,268,776,965,"1,244",396,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
713211,"CZK 18,750",50.0862376,14.4435427,"Řehořova, Prague - Žižkov",3 bedroom,90 m²,"CZK 6,250",Furnished,4,No,No,No,No,No,Yes,No,07. 05. 2022,482,754,346,457,298,741,433,473,526,783,,,,,,,,,,,,,,,,
713205,"CZK 24,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,85 m²,"CZK 1,600",Partially furnished,5,No,No,No,No,No,No,No,01. 06. 2022,237,333,118,340,77,301,68,161,205,648,New build,"CZK 39,000",Personal,Brick building,,,,C,,,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,70 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,249,431,949,940,317,"1,051",250,650,194,,,,Personal,Brick building,,,,,,50 m²,,,,,,
641426,"CZK 18,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",1 bedroom with open-plan kitchen,46 m²,"CZK 3,500",Partially furnished,1,No,Yes,No,No,Yes,Yes,Yes,11. 04. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,"CZK 21,500",Personal,Brick building,1 to 10 years years,,,B,Ground floor,75 m²,Yes,,,,,
713199,"CZK 9,990",50.10572333333,14.547835,"Rochovská, Prague - Hloubětín",Studio,29 m²,"CZK 1,646",Furnished,2,No,No,No,No,No,Yes,No,,124,832,279,864,474,918,287,590,958,217,Excellent,"CZK 11,636",Personal,Prefab concrete building,,,,B,,,,"CZK 11,636

                                
                                
                
i",,,,
561147,"CZK 16,500",50.1029879,14.5116326,"Poděbradská, Prague - Vysočany",1 bedroom with open-plan kitchen,50 m²,"CZK 4,900",Furnished,2,Yes,No,Yes,No,No,Yes,Yes,30. 09. 2021,139,409,"1,153",768,448,535,"1,267",990,382,,,"CZK 20,000",Personal,Other,10 to 30 years years,Premium materials and solutions,District heating,C,Middle floor,,,,,,,
713192,"CZK 14,000",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,45 m²,"CZK 3,195",Partially furnished,14,No,No,Yes,Yes,No,Yes,No,07. 04. 2022,271,269,294,275,118,704,235,586,174,,Excellent,"CZK 27,000",Personal,Prefab concrete building,,,Gas boiler,G,Top floor,,,,Overall,,,
375346,"CZK 14,200",50.1031123,14.4490865,"Dělnická, Prague - Holešovice",1 bedroom with open-plan kitchen,42 m²,"CZK 2,800",Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2022,119,210,62,80,36,153,312,328,465,310,Excellent,"CZK 28,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,District heating,,Middle floor,,,,Overall,,,
711865,"CZK 19,000",50.06205,14.40525,"Křížová, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,"CZK 3,750",Partially furnished,5,No,Yes,Yes,No,No,No,No,01. 06. 2022,71,459,153,"1,020",161,86,819,792,799,648,Excellent,"CZK 38,000",Personal,Brick building,,,Gas boiler,G,Top floor,,,,,,,
712154,"CZK 20,000",50.07146,14.44815,"Krymská, Prague - Vršovice",1 bedroom with open-plan kitchen,59 m²,"CZK 2,840",Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,135,665,130,370,71,629,313,580,182,300,Excellent,"CZK 20,000",Personal,Brick building,,,,G,,,,,,,,
400010,"CZK 20,000",50.0773435,14.4009876,"Holečkova, Prague - Smíchov",2 bedroom with open-plan kitchen,98 m²,CZK 600,Partially furnished,3,No,No,No,Yes,No,No,No,01. 06. 2022,188,514,319,533,229,506,480,942,762,354,,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,
713184,"CZK 8,500",50.06934,14.3734,"Pod Kavalírkou, Prague - Košíře",Small studio,16 m²,CZK 820,Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,201,251,239,215,276,322,483,965,829,163,Excellent,"CZK 10,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Electric boiler,D,Ground floor,,,,,,,
646971,"CZK 16,500",50.069361,14.457193,"Holandská, Prague - Vršovice",1 bedroom with open-plan kitchen,45 m²,"CZK 1,500",Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,172,367,79,144,97,142,224,244,442,203,Excellent,"CZK 20,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,G,Middle floor,,,,Overall,,,
712897,"CZK 12,000",50.10308,14.43375,"Šimáčkova, Prague - Holešovice",Studio,21 m²,"CZK 1,600",Partially furnished,,No,No,Yes,No,No,Yes,No,11. 04. 2022,153,807,164,319,94,136,475,488,896,,Excellent,"CZK 15,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,Electric boiler,G,Ground floor,,,,Overall,,,
713167,"CZK 30,000",50.13974,14.4451,"K Beranovu, Prague - Dolní Chabry",2 bedroom with open-plan kitchen,82 m²,"CZK 2,000",Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,582,"1,226",420,954,802,757,"1,281",280,,,New build,"CZK 60,000",Personal,Brick building,1 to 10 years years,Standard materials and solutions,District heating,B,,,Yes,,,,,
582426,"CZK 21,000",50.07266,14.477987,"Omská, Prague - Vršovice",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Unfurnished,2,No,No,No,No,No,No,No,01. 05. 2022,222,213,331,458,208,260,156,189,588,435,New build,"CZK 30,000",Personal,Brick building,,,Gas boiler,B,Middle floor,,,,,,,
711999,"CZK 43,350",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,46 m²,"CZK 14,450",Furnished,3,No,No,No,No,No,Yes,No,25. 04. 2022,68,269,126,89,16,107,70,52,156,144,,,,,,,,,,,,,,,,
713163,"CZK 16,000",50.09833,14.37579,"Velvarská, Prague - Dejvice",2 bedroom,60 m²,CZK 800,Partially furnished,1,No,Yes,No,No,No,No,No,15. 04. 2022,156,"1,047",127,923,318,517,933,339,811,106,Excellent,"CZK 32,000",Personal,Brick building,,,,G,,,,,,,,
571007,"CZK 14,000",50.0480462,14.4424127,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,40 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,166,180,105,363,172,320,435,773,521,343,Excellent,"CZK 20,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Gas boiler,C,Middle floor,,,,Overall,,,
661549,"CZK 26,500",50.09369,14.4555,"Šaldova, Prague - Karlín",1 bedroom with open-plan kitchen,68 m²,"CZK 2,500",Partially furnished,4,No,Yes,Yes,No,No,Yes,No,01. 05. 2022,335,642,2,270,74,133,283,"1,339",184,325,New build,"CZK 45,000",Personal,Brick building,,,,F,,,,,,,,
594087,"CZK 18,600",50.059241,14.434281,"5. Května, Prague - Nusle",1 bedroom with open-plan kitchen,60 m²,CZK 650,Furnished,2,Yes,Yes,No,No,No,Yes,No,01. 05. 2022,358,"1,074",217,530,170,478,463,658,451,647,Excellent,"CZK 36,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,G,Middle floor,,,,,,,
713155,"CZK 23,000",50.07849,14.45635,"Přemyslovská, Prague - Vinohrady",2 bedroom,82 m²,"CZK 1,200",Partially furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,127,336,85,145,47,342,467,581,922,219,Excellent,"CZK 23,000",Cooperative,Brick building,,,,G,,,,,,,,
284743,"CZK 12,000",50.060287,14.409617,"Nádražní, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,"CZK 2,500",Furnished,4,No,Yes,No,No,No,No,No,,26,295,56,"1,343",153,367,"1,231","1,423",631,884,,,Personal,Brick building,,,,,,,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,3,No,No,Yes,No,No,No,No,30. 04. 2022,229,745,314,504,225,206,234,245,512,394,,"CZK 16,000",Personal,Brick building,,,,,,,,,,,,
569904,"CZK 12,800",50.0789302,14.457653,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 02. 2022,194,505,65,266,61,335,483,442,771,198,Excellent,"CZK 12,800",Personal,Brick building,,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,322 m²,"CZK 15,000",Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,50,344,274,458,40,435,343,586,60,470,Excellent,"CZK 165,000",Personal,Brick building,,,,G,,,,,,,,
9448,"CZK 16,900",50.0554029275,14.4239115715,"Pod Klaudiánkou, Prague - Podolí",1 bedroom with open-plan kitchen,33 m²,"CZK 2,900",Furnished,,No,Yes,No,No,No,No,Yes,23. 04. 2022,296,647,467,506,392,644,447,807,207,410,Excellent,"CZK 33,000",Personal,Brick building,10 to 30 years years,Premium materials and solutions,Other,B,Ground floor,41 m²,,,,,,
713146,"CZK 19,166",50.0500223,14.3484607,"Seydlerova, Prague - Stodůlky",1 bedroom with open-plan kitchen,53 m²,"CZK 6,389",Furnished,6,No,No,No,No,No,No,No,02. 05. 2022,318,610,145,217,138,324,226,91,"1,397",179,,,,,,,,,,,,,,,,
713145,"CZK 19,000",50.10882,14.52671,"Granitova, Prague - Hloubětín",1 bedroom with open-plan kitchen,49 m²,"CZK 3,800",Partially furnished,4,Yes,No,No,No,Yes,Yes,Yes,11. 04. 2022,209,"1,249",648,"1,230",912,"1,023","1,174",994,"1,121",457,New build,"CZK 38,000",Personal,Prefab concrete building,,,,A,,,,,,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,95 m²,"CZK 5,000",Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,144,329,135,144,57,216,290,180,632,156,Excellent,"CZK 30,000",Personal,Brick building,,,,E,,,,,,,,
713144,"CZK 13,000",50.09004,14.4675,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,43 m²,CZK 535,Partially furnished,1,No,No,No,No,No,Yes,No,06. 04. 2022,62,793,5,91,38,122,453,562,485,204,Excellent,"CZK 26,000",Personal,Brick building,,,,G,,,,,,,,
713143,"CZK 24,000",50.08531,14.34044,"Plojharova, Prague - Břevnov",3 bedroom,70 m²,"CZK 5,000",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,192,884,534,587,289,570,226,375,881,372,Excellent,"CZK 48,000",Personal,Brick building,,,,G,,,,,,,,
711712,"CZK 55,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,101 m²,CZK 133,Furnished,4,Yes,No,No,No,No,No,No,01. 04. 2022,,,,,,,,,,,Excellent,"CZK 110,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,District heating,B,Top floor,,Yes,,Overall,Luka Residential s.r.o.,Luka Living Rental apartments,F401
711329,"CZK 22,500",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,50 m²,CZK 133,Furnished,11,No,Yes,Yes,No,Yes,Yes,No,10. 05. 2022,,,,,,,,,,,Excellent,"CZK 45,000",Personal,Other,,,,A,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,1113
712518,"CZK 36,000",50.04595,14.32223,"Mukařovského, Prague - Stodůlky",1 bedroom with open-plan kitchen,81 m²,CZK 133,Furnished,3,No,Yes,No,No,No,No,No,01. 05. 2022,,,,,,,,,,,New build,"CZK 72,000",Personal,Other,,,,A,,,Yes,,,Luka Residential s.r.o.,Luka Living Rental apartments,309
713142,"CZK 15,294",50.0606716,14.4314887,"5.května, Prague - Nusle",1 bedroom with open-plan kitchen,50 m²,"CZK 1,360",,1,No,No,No,No,No,No,No,31. 03. 2022,287,"1,195",83,435,198,374,567,400,478,564,Good,"CZK 16,654",Personal,Other,,,,,,,,"CZK 2,294",,,,
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,114 m²,CZK 500,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,158,603,131,173,31,68,243,317,159,223,Excellent,"CZK 40,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Gas boiler,B,Middle floor,,,,Overall,,,
661029,"CZK 6,000",50.068585,14.4713735,"Vladivostocká, Prague - Vršovice",Small studio,20 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,Yes,No,03. 05. 2021,137,233,164,167,282,552,245,363,313,352,Excellent,"CZK 9,000",,Other,,Standard materials and solutions,District heating,D,Middle floor,,,,,,,
713140,"CZK 15,000",50.0933254,14.5130686,"U Smetánky, Prague - Hrdlořezy",1 bedroom with open-plan kitchen,56 m²,"CZK 2,016",,1,No,No,No,No,No,No,No,04. 04. 2022,181,397,174,187,"1,492",322,"1,461",637,394,,Good,"CZK 17,000",Personal,Other,,,,,,,,"CZK 2,206",,,,
707313,"CZK 39,015",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,44 m²,"CZK 13,005",Furnished,3,No,No,No,No,No,No,No,08. 04. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,
655768,"CZK 15,500",50.06344,14.45338,"Petrohradská, Prague - Vršovice",2 bedroom,53 m²,"CZK 3,500",Furnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,157,614,155,737,26,597,398,363,402,420,Excellent,"CZK 20,000",Cooperative,Brick building,,Standard materials and solutions,Gas boiler,G,Middle floor,,,,,,,
478334,"CZK 11,000",50.0297479,14.4497107,"Štúrova, Prague - Krč",1 bedroom with open-plan kitchen,54 m²,"CZK 3,500",Furnished,5,No,No,No,No,Yes,Yes,No,01. 05. 2022,307,"1,478",6,6,757,"1,026","1,353",743,564,,Excellent,"CZK 20,000",Personal,Prefab concrete building,10 to 30 years years,Standard materials and solutions,Central heating,C,Middle floor,,,,,,,
713125,"CZK 16,700",50.046597,14.4482347,"Přímětická, Prague - Michle",2 bedroom with open-plan kitchen,70 m²,"CZK 2,800",Partially furnished,4,No,No,No,No,No,Yes,No,07. 04. 2022,222,622,143,187,156,230,221,764,623,436,Good,"CZK 29,000",Personal,Prefab concrete building,,,,G,,,,,,,,
713122,"CZK 14,000",50.10641,14.447,"Osadní, Prague - Holešovice",Studio,33 m²,"CZK 2,650",Partially furnished,1,No,No,No,No,No,Yes,No,01. 05. 2022,168,326,170,339,84,232,357,686,350,284,Excellent,"CZK 28,000",Personal,Brick building,,,,G,,,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 04. 2022,361,626,69,"1,243",574,"1,042",547,475,481,469,Excellent,"CZK 35,000",Personal,Brick building,,,District heating,A,,,,,,,,
713119,"CZK 20,000",50.0758076,14.419087,"Karlovo náměstí, Prague - Nové Město",1 bedroom,58 m²,"CZK 1,900",Partially furnished,1,No,No,No,No,No,No,No,06. 04. 2022,64,90,87,106,154,99,118,495,711,218,New build,"CZK 20,000",Personal,Brick building,,,,C,,,,,,,,
713118,"CZK 18,000",50.1237664,14.4396098,"K Sadu, Prague - Troja",3 bedroom with open-plan kitchen,72 m²,"CZK 6,000",Partially furnished,1,Yes,No,Yes,Yes,Yes,No,No,01. 01. 1970,367,"1,332",96,971,384,334,454,249,271,243,Excellent,"CZK 24,000",Personal,Brick building,,,,G,,,,,,,,
111639,"CZK 11,000",50.0908705,14.4234615,"Haštalská, Prague - Staré Město",Studio,25 m²,"CZK 1,500",Furnished,5,No,No,No,No,No,Yes,No,11. 04. 2022,60,394,36,180,50,197,274,320,164,166,Excellent,"CZK 25,000",Personal,Brick building,,Standard materials and solutions,Other,,Middle floor,,,,Interior,,,
177743,"CZK 14,500",50.1110331231,14.4889452368,"Podvinný mlýn, Prague - Libeň",Studio,55 m²,"CZK 4,500",Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,572,936,718,782,252,650,624,730,449,360,Excellent,"CZK 20,000",Personal,Brick building,10 to 30 years years,Standard materials and solutions,Central heating,,Middle floor,,,,,,,
713115,"CZK 19,294",50.0804954,14.4261817,"Štepánská, Prague - Nové Město",2 bedroom,60 m²,"CZK 2,141",,1,No,Yes,No,No,No,No,No,31. 03. 2022,266,558,224,105,0,261,240,664,247,505,Good,"CZK 21,435",Personal,Other,,,,,,,,"CZK 2,894",,,,
713114,"CZK 15,624",50.0325414,14.5255511,"Anežky Malé, Prague - Háje",1 bedroom with open-plan kitchen,42 m²,"CZK 2,356",,1,No,No,No,No,No,No,No,28. 03. 2022,215,658,316,349,140,206,257,311,277,149,Good,"CZK 17,980",Cooperative,Other,,,,,,,,"CZK 2,344",,,,
602617,"CZK 21,500",50.084122,14.431357,"U Půjčovny, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,205,267,329,176,129,314,42,854,288,369,Good,"CZK 25,000",Personal,Brick building,over 50 years years,Standard materials and solutions,Gas boiler,G,Middle floor,,,,,,,
713110,"CZK 23,000",50.1056794,14.4916437,"Kovářská, Prague - Libeň",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Furnished,7,No,No,Yes,No,No,Yes,No,15. 05. 2022,59,268,110,330,11,423,6,380,151,122,New build,,Personal,Brick building,,,,G,,,,,,,,
710246,"CZK 9,000",50.07342,14.50766,"V Olšinách, Prague - Strašnice",Studio,30 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,130,"1,413",284,"1,266",254,664,373,764,"1,235",451,Excellent,"CZK 21,000",Personal,Brick building,,,,G,,,,,,,,
573663,"CZK 19,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,65 m²,"CZK 3,900",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,188,582,118,232,196,272,254,118,913,245,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,Premium materials and solutions,Central heating,C,Top floor,,Yes,,,,,
712821,"CZK 25,000",50.09093,14.41747,"Břehová, Prague - Josefov",2 bedroom,73 m²,"CZK 6,000",Unfurnished,2,Yes,No,No,No,No,Yes,No,04. 04. 2022,65,331,261,422,0,508,385,628,143,640,Excellent,"CZK 31,000",Personal,Brick building,,,,G,,,,,,,,
410319,"CZK 13,500",50.1302363,14.4221293,Prague - Bohnice,1 bedroom with open-plan kitchen,49 m²,"CZK 3,500",Furnished,2,No,No,Yes,No,Yes,Yes,Yes,22. 04. 2022,182,821,184,751,469,197,386,924,"1,037",185,Excellent,"CZK 35,000",Cooperative,Prefab concrete building,1 to 10 years years,Premium materials and solutions,District heating,,Middle floor,,,,Overall,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,399,778,398,794,980,582,"1,071",806,,,,"CZK 48,000",Personal,Brick building,,,,C,,,,,,,,
188871,"CZK 12,600",50.1050543,14.4879604,"Kurta Konráda, Prague - Libeň",1 bedroom with open-plan kitchen,45 m²,CZK 500,Furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,200,80,119,118,164,278,337,564,180,47,,"CZK 13,100",Personal,Brick building,,,,,,,,,,,,
709382,"CZK 50,250",50.0710929,14.4032595,"Stroupežnického, Prague - Smíchov",3 bedroom with open-plan kitchen,90 m²,"CZK 16,750",Furnished,2,No,No,No,No,No,Yes,No,05. 05. 2022,140,528,224,126,38,67,511,"1,001","1,181",559,,,,,,,,,,,,,,,,
711531,"CZK 37,125",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,90 m²,"CZK 12,375",Furnished,2,No,No,No,No,No,Yes,No,23. 05. 2022,149,274,60,441,20,421,59,552,690,457,,,,,,,,,,,,,,,,
712600,"CZK 23,625",50.0984636,14.4253146,"Ovenecká, Prague - Holešovice",1 bedroom with open-plan kitchen,55 m²,"CZK 7,875",Furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,220,310,47,185,156,218,202,"1,485",496,451,,,,,,,,,,,,,,,,
711820,"CZK 31,875",50.0902753,14.4260311,"Rybná, Prague - Staré Město",Studio,40 m²,"CZK 10,625",Furnished,1,No,No,No,No,No,No,No,26. 05. 2022,124,153,54,67,17,194,209,158,151,202,,,,,,,,,,,,,,,,
713014,"CZK 19,000",50.0204964,14.4029624,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,38 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,Yes,11. 04. 2022,456,622,"1,217",407,"1,143",,,,,,New build,"CZK 19,000",Personal,Low-energy building,,,,C,,,,,,,,
689606,"CZK 20,000",50.08066,14.42627,"Štěpánská, Prague - Nové Město",1 bedroom,45 m²,"CZK 4,500",Furnished,1,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,247,539,205,85,19,242,259,683,228,486,Excellent,"CZK 40,000",Personal,Brick building,,Standard materials and solutions,Central heating,G,Middle floor,,,,Interior,,,
712442,"CZK 11,900",50.12727,14.37914,"Sídlištní, Prague - Lysolaje",Studio,41 m²,"CZK 2,950",Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 04. 2022,126,"1,314",590,803,617,"1,295",774,"1,304",577,113,Excellent,"CZK 15,000",Personal,Brick building,,,,C,,,,,,,,
713095,"CZK 11,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",Studio,42 m²,"CZK 3,900",Furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,14,969,166,"1,452",268,216,136,524,"1,472",265,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,G,,,,,,,,
708777,"CZK 110,250",50.0909662,14.4174193,"Břehová, Prague - Josefov",5 bedroom,222 m²,"CZK 36,750",Furnished,6,Yes,Yes,No,No,No,Yes,No,29. 05. 2022,60,336,266,417,6,503,391,634,138,634,,,,,,,,,,,,,,,,
713094,"CZK 18,000",50.0992269,14.3632307,"Arabská, Prague - Vokovice",2 bedroom,53 m²,"CZK 6,000",Furnished,9,No,No,No,No,No,Yes,No,05. 06. 2022,126,352,449,240,383,460,336,130,"1,420",331,,,,,,,,,,,,,,,,
685295,"CZK 11,000",50.05645,14.44464,"Sdružení, Prague - Nusle",Studio,37 m²,CZK 607,Partially furnished,3,No,No,No,No,No,No,No,20. 10. 2021,224,"1,091",49,601,269,836,251,224,887,174,Excellent,"CZK 11,000",Personal,Brick building,,,,G,Middle floor,,,,Overall,,,
713073,"CZK 16,000",50.07784,14.49749,"Vrátkovská, Prague - Strašnice",2 bedroom,52 m²,"CZK 7,600",Partially furnished,2,No,No,Yes,No,No,No,No,01. 05. 2022,242,489,146,575,314,529,552,469,"1,195",154,Excellent,"CZK 40,000",Cooperative,Prefab concrete building,,,District heating,D,,,,,,,,
