Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Age,Design,Total number of floors,Renovation,Heating,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
533483,"CZK 10,500",50.0551291,14.486511,"Záběhlická, Prague - Záběhlice",Studio,,29 m²,"CZK 4,000","CZK 14,500",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 04. 2022,,171,"1,304",152,"1,274",325,777,735,"1,090",228,364,,,,,,,,,,,,
574891,"CZK 9,000",50.013945,14.4122129,"Na Cikorce, Prague - Modřany",1 bedroom,,32 m²,"CZK 5,000","CZK 10,000",Personal,Prefab concrete building,Furnished,6,No,No,No,No,No,No,No,,C,129,"1,146",710,"1,047",241,"1,014",549,746,638,,,,,,,,,,,,,
664272,"CZK 5,000",50.0176154,14.3496341,Prague - Slivenec,Studio,Excellent,12 m²,"CZK 2,000","CZK 2,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,09. 08. 2021,A,354,824,"1,063","1,128",856,"1,316",228,,,,,,,,,,,,,,,
709830,"CZK 8,000",50.02085,14.44118,"Písnická, Prague - Kamýk",Studio,Excellent,30 m²,"CZK 2,000","CZK 16,000",Personal,Prefab concrete building,Partially furnished,9,Yes,No,Yes,No,Yes,Yes,No,01. 04. 2022,G,316,862,352,836,842,431,292,490,822,244,,Standard materials and solutions,Middle floor,Interior,District heating,,,,,,,
427251,"CZK 45,000",50.090822,14.4293197,"Soukenická, Prague - Nové Město",4 bedroom,Excellent,161 m²,"CZK 5,000","CZK 45,000",Personal,Brick building,Partially furnished,2,No,Yes,No,No,No,Yes,No,09. 03. 2022,,128,308,161,136,56,214,32,276,372,422,,Premium materials and solutions,Middle floor,Overall,Central heating,,16 m²,,,,,
709146,"CZK 26,000",50.03217,14.39395,"Lumiérů, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 2,000","CZK 78,000",Cooperative,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,G,154,840,"1,433",272,"1,491",97,,,,,,,,,,,,,,,,
709032,"CZK 18,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,500","CZK 18,000",Personal,Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,01. 06. 2022,B,378,322,169,334,"1,107","1,075",702,863,43,,,,,,,,,,,,,
546070,"CZK 12,000",50.138952817143,14.513084457672,"Stará náves, Prague - Letňany",Studio,New build,34 m²,"CZK 4,500","CZK 16,500",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,09. 03. 2022,A,390,393,567,846,295,344,454,723,703,146,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,District heating,Yes,,,,,,
710310,"CZK 23,000",50.0998734,14.4353294,"Podplukovníka Sochora, Prague - Holešovice",2 bedroom,Excellent,94 m²,"CZK 2,100","CZK 23,000",Personal,Brick building,Partially furnished,5,No,No,Yes,No,No,No,No,01. 04. 2022,G,167,"1,008",96,204,106,187,101,"1,394",463,708,,,,,,,,,,,,
288662,"CZK 19,500",50.1014102,14.3708384,"Vostrovská, Prague - Dejvice",2 bedroom,Good,50 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,01. 04. 2021,G,294,928,442,564,441,347,743,854,776,314,,Standard materials and solutions,Middle floor,Interior,Gas boiler,,,,,,,
709773,"CZK 12,500",50.05624,14.49411,"Jabloňová, Prague - Záběhlice",Studio,New build,27 m²,"CZK 2,500","CZK 25,000",Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,No,No,Yes,No,08. 03. 2022,B,89,692,263,"1,104",226,165,252,744,103,296,,,,,,,,,,,,
517158,"CZK 29,000",50.101426,14.3708397,Prague - Dejvice,3 bedroom,,85 m²,"CZK 6,000","CZK 45,000",Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,No,No,13. 04. 2022,G,295,930,440,566,439,345,742,855,774,312,,,Attic,,Gas boiler,,,,,,,
403170,"CZK 20,000",50.137653655662,14.520674939178,"Nepomuckých, Prague - Letňany",3 bedroom,New build,80 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,B,262,395,"1,050",962,537,499,788,"1,312","1,050",240,1 to 10 years years,,,,,Yes,,,,,,
484304,"CZK 19,000",50.1275848,14.4601791,"Čumpelíkova, Prague - Kobylisy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500","CZK 23,000",Personal,Low-energy building,Partially furnished,3,Yes,No,No,No,No,No,No,08. 03. 2022,,85,887,90,655,90,174,485,206,563,304,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Central heating,Yes,,,,,,
698330,"CZK 10,500",50.0078,14.41962,"Pejevové, Prague - Modřany",Small studio,Good,30 m²,"CZK 2,500","CZK 21,000",Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,No,No,Yes,No,06. 01. 2022,D,451,501,281,293,361,317,302,996,998,468,,Standard materials and solutions,Middle floor,,District heating,,,,,,,
541309,"CZK 15,490",50.1155148,14.5655166,"Federova, Prague - Kyje",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,200",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,30. 04. 2022,A,353,993,768,"1,362","1,242",780,,,,,1 to 10 years years,Premium materials and solutions,Middle floor,,Central heating,Yes,,,,,,
710280,"CZK 14,500",50.07215,14.45503,"Ruská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 4,000","CZK 14,500",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,01. 04. 2022,G,269,706,63,483,21,481,198,251,485,222,,,,,,,,,,,,
525515,"CZK 17,000",50.0807078,14.6139518,"Českobrodská, Prague - Běchovice",1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,000","CZK 21,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,No,No,01. 04. 2022,C,212,369,356,268,246,491,499,123,,,,,Middle floor,,District heating,,,,,,,
710240,"CZK 14,000",50.06382,14.27051,"Blatnická, Prague - Sobín",Studio,Good,57 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,20. 03. 2022,G,32,"1,249",14,"1,056",,,,,,,,,,,,,,,,,,
286098,"CZK 13,500",50.057543,14.5025042,"U Zahradního města, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,700","CZK 28,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,,148,66,447,517,390,472,451,421,668,112,10 to 30 years years,Standard materials and solutions,Middle floor,,Central heating,,,,,,,
709722,"CZK 15,500",50.0203,14.45305,"Štúrova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,500","CZK 35,000",Personal,Prefab concrete building,Furnished,13,No,No,No,Yes,Yes,Yes,No,01. 04. 2022,G,248,361,245,432,290,974,"1,069",895,656,,,,,,,,,,,,,
625757,"CZK 29,000",50.072344,14.439922,"Jana Masaryka, Prague - Vinohrady",1 bedroom,Excellent,49 m²,"CZK 1,900","CZK 29,000",Personal,Brick building,,2,No,No,No,No,No,Yes,No,23. 04. 2022,B,151,370,148,629,46,497,204,285,670,428,,,,,,,,,,,,
626356,"CZK 18,000",50.052159,14.337469,"Kodymova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,750","CZK 18,000",Personal,Brick building,Unfurnished,3,Yes,No,No,Yes,No,Yes,No,01. 06. 2021,G,116,419,253,384,372,278,310,336,983,179,10 to 30 years years,,Middle floor,,District heating,,,,,,,
709648,"CZK 13,500",50.10794,14.51753,"Svatošových, Prague - Vysočany",Studio,New build,37 m²,"CZK 3,200","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,B,452,563,"1,404",572,972,"1,255","1,221",294,133,,,,,,,,,,,,,
709634,"CZK 12,000",50.0470078,14.4434648,"Krchlebská, Prague - Krč",1 bedroom,Good,40 m²,"CZK 1,300","CZK 12,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,C,288,336,128,277,208,234,253,662,645,257,,,,,,,,,,,,
709629,"CZK 17,500",50.10778,14.47439,"Andrštova, Prague - Libeň",2 bedroom,Excellent,72 m²,"CZK 4,500","CZK 35,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 04. 2022,G,311,762,258,352,250,361,291,585,379,318,,,,,,,,,,,,
538849,"CZK 13,000",50.0015989,14.3547208,Prague - Lochkov,Studio,Excellent,35 m²,"CZK 3,200","CZK 26,000",Personal,Brick building,Furnished,-1,No,No,No,No,No,Yes,No,01. 04. 2022,B,309,87,,,,,,,,,10 to 30 years years,Premium materials and solutions,,,Central heating,,,,,,,
595689,"CZK 35,000",50.097265,14.398851,"Václavkova, Prague - Dejvice",2 bedroom with open-plan kitchen,Excellent,103 m²,"CZK 3,000","CZK 35,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,G,128,334,130,181,125,343,247,698,465,172,,Premium materials and solutions,Middle floor,Overall,Gas boiler,,,,,,,
647621,"CZK 11,000",50.065622,14.509269,"Královická, Prague - Strašnice",Small studio,Excellent,35 m²,,"CZK 11,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,14. 03. 2022,F,367,"1,449",390,"1,124",279,380,393,396,668,297,,Standard materials and solutions,Ground floor,,Gas boiler,,,,,,,
13982,"CZK 14,000",50.0842281,14.379125,"Za Strahovem, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,35 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,21. 03. 2022,,208,948,149,724,76,462,382,359,181,235,,,Middle floor,,,,,,,,,
710205,"CZK 16,000",50.12239,14.45465,"Nad Šutkou, Prague - Kobylisy",1 bedroom with open-plan kitchen,New build,67 m²,"CZK 3,500","CZK 32,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 04. 2022,B,123,562,117,115,24,283,256,554,"1,085",435,,,,,,,,,,,,
709572,"CZK 15,900",50.06814,14.55724,"Honzíkova, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,600","CZK 15,000",Cooperative,Brick building,Furnished,3,Yes,No,No,No,No,Yes,Yes,14. 03. 2022,B,834,671,590,850,"1,352","1,492",650,,,,,,,,,,,,,,,
710130,"CZK 18,900",50.05743,14.34526,"Chmelařská, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 2,500","CZK 18,900",Personal,Brick building,Unfurnished,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15. 03. 2022,A,354,"1,081",441,953,739,406,696,705,293,,,,,,,,,,,,,
704254,"CZK 9,900",50.05755,14.42509,"Na Dolinách, Prague - Podolí",Studio,Excellent,26 m²,"CZK 1,900","CZK 15,000",Cooperative,Brick building,Partially furnished,1,No,No,No,No,No,No,No,21. 03. 2022,G,129,515,88,393,186,493,411,525,390,281,,,,,,,,,,,,
709553,"CZK 29,000",50.07869,14.42557,"Štěpánská, Prague - Nové Město",4 bedroom with open-plan kitchen,Excellent,182 m²,CZK 500,"CZK 29,000",Personal,Brick building,Partially furnished,4,No,Yes,No,No,No,Yes,No,07. 03. 2022,G,366,767,307,317,1,330,23,447,454,379,,,,,,,,,,,,
156480,"CZK 10,000",50.0299577,14.6067967,"Karla Zicha, Prague - Uhříněves",Studio,,32 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 04. 2022,,123,650,323,659,100,603,230,660,263,441,,,,,,,,,,,,
589871,"CZK 8,990",50.104181,14.451361,"Přístavní, Prague - Holešovice",Studio,Excellent,23 m²,"CZK 1,690","CZK 10,000",Personal,Brick building,,1,No,No,No,No,No,Yes,No,26. 03. 2022,,145,239,129,194,128,189,539,501,336,409,,,,Overall,Central heating,,,,,,,
568883,"CZK 14,000",50.1043295,14.5094343,"Pod Harfou, Prague - Vysočany",Studio,,30 m²,"CZK 3,000","CZK 17,500",Personal,Brick building,Furnished,9,Yes,No,No,No,No,Yes,No,25. 04. 2022,,408,106,"1,204",681,"1,010","1,291","1,014",153,,,1 to 10 years years,,,,Central heating,Yes,,,,,,
706082,"CZK 18,900",50.08041,14.45483,"Žižkovo náměstí, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,000","CZK 38,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,Yes,No,01. 04. 2022,A,367,340,71,443,29,561,401,395,712,217,1 to 10 years years,,,Overall,Central heating,,,,,,,
539558,"CZK 12,900",50.0299208,14.6013322,"Přátelství, Prague - Uhříněves",1 bedroom with open-plan kitchen,,52 m²,"CZK 3,900",,Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,06. 03. 2022,,81,266,62,271,38,219,204,370,411,353,1 to 10 years years,,Top floor,Overall,Gas boiler,,,,,,,
710151,"CZK 15,900",50.07496,14.45565,"Sobotecká, Prague - Vinohrady",1 bedroom,Excellent,50 m²,"CZK 3,080","CZK 18,939",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,G,180,533,14,391,1,286,230,516,716,71,,,,,,,,,,,,
579783,"CZK 18,000",50.143030031221,14.521689496404,"Hlučkova, Prague - Letňany",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 4,500","CZK 36,000",Personal,Prefab concrete building,Furnished,2,Yes,No,Yes,No,No,Yes,Yes,01. 05. 2022,B,562,918,"1,246",316,"1,042","1,318","1,164",949,113,,,,,,,,,,,,,
710148,"CZK 16,000",50.0849147,14.4465791,"Krásova, Prague - Žižkov",2 bedroom,Good,53 m²,"CZK 2,500","CZK 32,000",Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,G,100,282,16,254,30,303,205,32,364,503,,,,,,,,,,,,
709336,"CZK 22,000",50.07555,14.38298,"Pod Hájem, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 5,000","CZK 54,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 06. 2022,G,575,"1,192",746,"1,338",759,"1,396",771,376,"1,049",371,,,,,,,,,,,,
710141,"CZK 16,990",50.03391333333,14.47947888888,"Hrudičkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 4,475","CZK 21,465",Personal,Prefab concrete building,Partially furnished,11,Yes,No,Yes,No,No,Yes,No,,C,394,"1,054",132,"1,172",280,926,143,"1,159",305,264,,,,,,,,"CZK 21,465

                                
                                
                
i",,,,
710140,"CZK 22,990",50.04007222222,14.45663111111,"Hornokrčská, Prague - Krč",2 bedroom with open-plan kitchen,New build,96 m²,"CZK 6,010","CZK 29,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,Yes,No,No,,C,288,"1,177",513,745,370,378,705,"1,002","1,100",461,,,,,,Yes,,"CZK 29,000

                                
                                
                
i",,,,
710138,"CZK 14,990",50.131801605225,14.510899543762,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,New build,51 m²,"CZK 3,144","CZK 18,134",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,Yes,,B,44,919,552,380,616,620,130,312,449,165,,,,,,Yes,,"CZK 18,134

                                
                                
                
i",,,,
710134,"CZK 15,990",50.11088222222,14.48821888888,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 4,090","CZK 20,080",Personal,Brick building,,3,Yes,No,Yes,No,No,Yes,Yes,,C,627,881,630,837,198,704,570,722,504,414,,,,,,,,"CZK 20,080

                                
                                
                
i",,,,
600051,"CZK 9,000",50.088478,14.466349,"Žerotínova, Prague - Žižkov",Studio,Excellent,22 m²,"CZK 2,500","CZK 7,000",Personal,Brick building,,5,No,No,No,No,No,Yes,No,01. 04. 2022,D,230,794,118,215,142,244,466,489,435,328,,,,,,,,,,,,
710132,"CZK 9,990",50.14972722222,14.51586138888,"K Avii, Prague - Čakovice",Studio,Good,28 m²,"CZK 2,859","CZK 12,849",Personal,Brick building,Unfurnished,1,No,No,No,No,No,No,No,,G,216,681,568,922,838,635,868,471,,,,,,,,,,"CZK 12,849

                                
                                
                
i",,,,
705762,"CZK 18,900",50.07465,14.35863,"Jeřabinová, Prague - Motol",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,850","CZK 30,000",Personal,Brick building,Partially furnished,4,Yes,No,No,No,No,Yes,Yes,01. 05. 2022,G,355,"1,128",602,846,475,445,393,,,,,,,,,,,,,,,
710123,"CZK 39,000",50.07888,14.45376,"Velehradská, Prague - Vinohrady",4 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 3,000",,,Brick building,,3,No,No,No,No,No,No,No,01. 04. 2022,F,362,243,112,186,75,454,329,497,916,191,,,Middle floor,,,,,,,,,
588101,"CZK 15,000",50.102965,14.443613,"Dělnická, Prague - Holešovice",2 bedroom,Excellent,46 m²,"CZK 4,000","CZK 19,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,21. 03. 2022,G,9,200,103,488,258,282,394,546,397,80,,,,Interior,,,,,,,,
534241,"CZK 14,900",50.0210777,14.4669511,"Velké Kunratické, Prague - Kunratice",1 bedroom with open-plan kitchen,,54 m²,"CZK 3,200","CZK 25,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,C,338,"1,295","1,172",125,464,648,154,,,,,,,,,,,,,,,
705316,"CZK 12,500",50.1328881,14.506906,"Tupolevova, Prague - Letňany",Studio,New build,50 m²,"CZK 4,100","CZK 20,000",Personal,Other,Furnished,1,No,No,No,Yes,No,Yes,No,07. 02. 2022,B,188,"1,146",309,470,487,624,401,215,307,473,,,,,,,,,,,,
228019,"CZK 14,200",50.0363726,14.3282926,"Přeučilova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 2,800","CZK 17,000",Personal,Brick building,Unfurnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 05. 2022,,414,"1,016",700,"1,094",389,967,743,866,595,139,1 to 10 years years,Standard materials and solutions,Middle floor,,Central heating,,,,,,,
709395,"CZK 11,300",50.13039,14.41911,"Poznaňská, Prague - Bohnice",Studio,Excellent,46 m²,"CZK 3,072","CZK 20,000",Cooperative,Prefab concrete building,Unfurnished,7,No,No,Yes,No,No,Yes,No,07. 03. 2022,B,147,602,403,532,526,417,576,"1,072","1,256",213,,Standard materials and solutions,Middle floor,,District heating,,,,,,,
710042,"CZK 17,000",50.10269,14.50844,"Poděbradská, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,B,63,"1,323",432,923,539,731,305,"1,250","1,440",612,1 to 10 years years,,,,District heating,Yes,,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,"Pražská, Prague - Hostivař",2 bedroom,Excellent,63 m²,"CZK 5,300","CZK 12,000",Personal,Prefab concrete building,Furnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,G,198,690,414,653,675,694,"1,120",923,679,93,10 to 30 years years,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,,
447881,"CZK 17,500",50.0740522,14.4422638,"Budečská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,52 m²,"CZK 1,000","CZK 24,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,,,207,87,107,499,51,430,169,398,541,504,,,,,,,,,,,,
166039,"CZK 9,000",50.0243141,14.4177161,"Klánova, Prague - Hodkovičky",1 bedroom,Excellent,33 m²,"CZK 4,000","CZK 13,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,,,243,"1,297",776,"1,290",726,801,613,999,"1,372",547,,Standard materials and solutions,Middle floor,,,,,,,,,
710069,"CZK 13,500",50.03257,14.37481,"Brichtova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 3,000","CZK 17,000",Personal,Prefab concrete building,Unfurnished,5,No,No,No,No,No,No,No,01. 04. 2022,G,92,320,144,317,389,309,708,223,965,72,,,,,,,,,,,,
708477,"CZK 12,000",50.12741,14.50208,"Zlonická, Prague - Letňany",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 2,540","CZK 14,540",Personal,Other,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,B,171,787,107,816,621,752,305,464,"1,491",320,10 to 30 years years,Standard materials and solutions,Middle floor,,District heating,Yes,,,,,,
622925,"CZK 16,000",50.070437,14.49594,"K Rybníčkům, Prague - Strašnice",2 bedroom,New build,56 m²,CZK 550,"CZK 16,000",Personal,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,23. 03. 2022,B,384,823,30,655,51,287,265,607,429,296,1 to 10 years years,,,,,,,,,,,
626006,"CZK 18,000",50.051678,14.346835,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 500,"CZK 18,000",Personal,Prefab concrete building,Furnished,5,No,No,No,No,No,Yes,No,01. 04. 2022,G,77,528,199,185,134,113,178,326,"1,199",203,1 to 10 years years,Standard materials and solutions,Middle floor,,District heating,,,,,,,
710058,"CZK 10,000",50.02231,14.45565,"Sládkovičova, Prague - Krč",1 bedroom,Good,34 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Furnished,4,Yes,No,Yes,Yes,No,Yes,No,11. 03. 2022,B,365,721,609,290,256,564,"1,162",673,735,,,,,,Central heating,,,,,,,
709595,"CZK 26,000",50.0487803,14.429177049324,"K Sídlišti, Prague - Nusle",1 bedroom with open-plan kitchen,New build,59 m²,"CZK 7,000","CZK 60,000",Personal,Brick building,Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,G,127,"1,022",329,537,351,617,385,489,765,240,,,,,,,,,,,,
444742,"CZK 14,000",50.1274124,14.5036011,"Terezínská, Prague - Letňany",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 4,000",CZK 2,Personal,Other,Partially furnished,4,Yes,No,No,No,No,Yes,No,01. 04. 2022,C,247,911,152,941,485,"1,055",269,586,239,,10 to 30 years years,Standard materials and solutions,Middle floor,,District heating,Yes,,,,,,
602655,"CZK 20,900",50.089699,14.341763,Prague - Veleslavín,3 bedroom,Excellent,80 m²,"CZK 4,900","CZK 35,000",Cooperative,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,No,01. 04. 2022,B,215,609,145,234,199,274,281,145,937,263,,,,Exterior,District heating,,,,,,,
709329,"CZK 17,500",50.02536,14.43833,"Nad Lesním divadlem, Prague - Braník",3 bedroom,Good,74 m²,"CZK 5,500","CZK 17,500",Personal,Prefab concrete building,Partially furnished,9,Yes,No,No,No,Yes,Yes,No,15. 04. 2022,G,346,387,347,359,434,413,766,190,"1,016",195,,,,,,,,,,,,
562457,"CZK 18,500",50.06721,14.44996,"Sámova, Prague - Vršovice",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,500","CZK 22,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 06. 2022,,238,556,185,374,136,83,194,243,327,288,,,,,Central heating,,,,,,,
709330,"CZK 24,000",50.09761365,14.399356187958,Prague - Dejvice,2 bedroom,Excellent,80 m²,"CZK 3,000","CZK 24,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,15. 03. 2022,G,124,287,111,99,106,308,235,688,456,206,,,,,,,,,,,,
710007,"CZK 14,500",50.12468,14.49726,"Českolipská, Prague - Střížkov",3 bedroom,Excellent,56 m²,"CZK 3,500","CZK 29,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,Yes,No,Yes,No,10. 03. 2022,D,247,253,273,206,239,402,406,236,"1,119",212,,,,,,,,,,,,
710009,"CZK 22,000",50.0824897,14.420311,"Národní, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 22,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,14. 03. 2022,G,99,750,54,131,58,92,214,481,187,318,,,,,,,,,,,,
494698,"CZK 11,000",50.0570883,14.4959689,"Jabloňová, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 3,644","CZK 15,000",Personal,Prefab concrete building,Furnished,8,Yes,No,No,No,No,Yes,No,01. 04. 2021,G,101,643,176,946,292,77,207,699,228,207,,Standard materials and solutions,,Overall,District heating,,,,,,,
694481,"CZK 9,500",50.04618,14.46108,"Podle Kačerova, Prague - Michle",Studio,Good,30 m²,CZK 750,"CZK 9,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 12. 2021,G,148,616,20,674,102,587,341,347,306,190,,,Raised ground floor,Interior,Electric boiler,,,,,,,
193776,"CZK 18,000",50.0903098,14.4743508,"Biskupcova, Prague - Žižkov",2 bedroom,,49 m²,CZK 500,"CZK 36,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,21. 04. 2022,,166,"1,038",161,232,43,143,294,359,331,393,,,,,,,2000 m²,,,,,
582426,"CZK 19,000",50.07266,14.477987,"Omská, Prague - Vršovice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 05. 2022,B,222,213,331,458,208,260,156,189,588,435,,,Middle floor,,Gas boiler,,,,,,,
709962,"CZK 13,000",50.09935,14.42987,"Milady Horákové, Prague - Holešovice",Studio,Excellent,30 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,No,No,No,12. 03. 2022,G,75,523,33,158,86,70,139,60,409,,,,,,,,,,,,,
616116,"CZK 9,000",50.058906,14.496043,"Chmelová, Prague - Záběhlice",Small studio,Good,21 m²,"CZK 2,000",,Personal,Prefab concrete building,,4,No,No,Yes,No,No,No,No,01. 05. 2022,A,264,618,300,821,537,323,452,830,366,144,,,,,,,,,,,,
709959,"CZK 9,900",50.08141,14.36742,"U Ladronky, Prague - Břevnov",1 bedroom,Excellent,33 m²,"CZK 3,500","CZK 10,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,09. 03. 2022,E,286,635,444,502,427,438,410,767,533,346,,,,,Gas boiler,,,,,,,
704402,"CZK 15,500",50.0967609,14.359944,"K Lánu, Prague - Vokovice",2 bedroom,Good,57 m²,,"CZK 20,000",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,10. 03. 2022,G,166,132,76,155,93,100,335,377,"1,265",219,,,,,District heating,,,,,,,
709952,"CZK 28,000",50.05162,14.40692,"Křížová, Prague - Smíchov",Other,Excellent,117 m²,"CZK 5,500","CZK 25,000",Personal,Prefab concrete building,Unfurnished,5,No,No,No,No,No,Yes,Yes,09. 03. 2022,G,153,583,454,"1,154","1,352",656,970,"1,254",,,,,,,,,,,,,,
