Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Renovation,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Total number of floors,Age,New building,Front garden,Administration fee,Developer name,Project name,Kód jednotky
690939,"CZK 14,500",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 4,500","CZK 28,000",Personal,Prefab concrete building,Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,Standard materials and solutions,District heating,Overall,C,177,173,80,67,185,123,375,"1,335","1,464",119,,,,,,,,
681783,"CZK 21,000",50.07808,14.4292,"Mezibranská, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 42,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,No,No,01. 06. 2022,Premium materials and solutions,Central heating,Interior,,276,563,327,271,40,362,509,632,197,425,Middle floor,,,,,,,
715938,"CZK 51,000",50.0903205,14.4200069,"Elišky Krásnohorské, Prague - Josefov",2 bedroom,,110 m²,"CZK 17,000",,,,Furnished,5,No,No,No,No,No,Yes,No,25. 06. 2022,,,,,110,373,218,256,23,273,141,384,214,476,,,,,,,,
536098,"CZK 13,000",50.090469220676,14.451218128051,"Pernerova, Prague - Karlín",Studio,Excellent,33 m²,"CZK 1,500","CZK 26,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,,Other,,,367,465,234,364,151,430,172,992,425,360,,,,,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,New build,33 m²,"CZK 2,500","CZK 10,000",Personal,Low-energy building,,3,Yes,No,No,No,No,No,No,01. 05. 2022,,,,A,167,110,211,"1,262",70,153,729,190,"1,174",169,,,,,,,,
255872,"CZK 12,000",50.1175036,14.4174317,Prague - Troja,Studio,Excellent,33 m²,"CZK 2,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,Yes,No,Yes,No,20. 01. 2022,,District heating,Overall,B,55,358,50,"1,460",389,561,211,700,435,,Middle floor,,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,000","CZK 40,000",Personal,Brick building,Furnished,5,Yes,No,No,No,Yes,Yes,No,20. 04. 2022,,,,G,176,168,143,114,939,958,584,745,127,,,,,,,,,
715924,"CZK 14,000",50.00671,14.433,"Mladenovova, Prague - Modřany",3 bedroom,Excellent,73 m²,"CZK 7,500","CZK 20,000",Personal,Prefab concrete building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,,,,G,163,"1,244",583,"1,233",133,"1,229",687,144,495,129,,,,,,,,
715665,"CZK 23,000",50.06944,14.30499,"Španielova, Prague - Řepy",4 bedroom,Excellent,88 m²,"CZK 2,000","CZK 23,000",Personal,Prefab concrete building,Furnished,7,No,No,Yes,Yes,No,Yes,No,29. 04. 2022,Standard materials and solutions,District heating,,G,417,836,146,798,133,364,115,255,655,,Top floor,,,,,,,
350796,"CZK 12,000",50.1039365,14.5127289,"Pod Harfou, Prague - Vysočany",Studio,,36 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Partially furnished,7,No,No,No,No,No,Yes,No,01. 05. 2022,,District heating,,,155,236,"1,362",936,429,759,"1,081",804,219,,,,,,,,,
715920,"CZK 35,000",50.0895937,14.3696966,"Na Bateriích, Prague - Střešovice",2 bedroom with open-plan kitchen,Excellent,83 m²,"CZK 4,000","CZK 35,000",Personal,Other,Partially furnished,3,Yes,Yes,No,No,Yes,No,No,26. 04. 2022,,,,B,383,882,218,971,385,350,465,717,531,348,,,,,,,,
715919,"CZK 17,000",50.07212,14.45724,"Mexická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,45 m²,CZK 650,"CZK 17,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,27. 04. 2022,,,,G,155,665,114,441,0,439,253,383,677,378,,,,,,,,
713498,"CZK 39,000",50.0739894,14.440101,"Francouzská, Prague - Vinohrady",2 bedroom,,80 m²,"CZK 13,000",,,,Furnished,3,No,No,No,No,No,Yes,No,29. 05. 2022,,,,,149,274,60,441,20,421,59,552,690,457,,,,,,,,
713487,"CZK 39,971",50.0877117,14.4091678,"U Lužického semináře, Prague - Malá Strana",2 bedroom,,56 m²,"CZK 13,324",,,,Furnished,1,No,Yes,No,No,No,No,No,20. 05. 2022,,,,,337,356,19,335,43,634,392,362,865,215,,,,,,,,
713481,"CZK 49,650",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 16,550",,,,Furnished,6,No,No,No,No,No,Yes,No,19. 05. 2022,,,,,62,263,122,95,13,113,64,46,150,138,,,,,,,,
715917,"CZK 18,000",50.08042,14.45749,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,400",,Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,27. 04. 2022,Premium materials and solutions,District heating,Overall,D,286,542,135,338,131,500,319,279,607,126,Middle floor,1 to 10 years years,,,,,,
694826,"CZK 12,000",50.135,14.46912,Prague - Kobylisy,1 bedroom with open-plan kitchen,Good,49 m²,"CZK 5,000","CZK 17,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,Standard materials and solutions,District heating,,A,280,993,364,"1,015",324,893,399,221,"1,423",246,Raised ground floor,1 to 10 years years,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,New build,70 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,21. 04. 2022,,,,A,185,129,"1,122","1,370",544,"1,481",680,838,446,,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,New build,42 m²,"CZK 4,500","CZK 34,000",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,No,No,No,16. 05. 2022,,District heating,,,341,748,429,494,264,420,647,692,482,532,,,Yes,,,,,
713527,"CZK 22,950",50.0719498,14.4319499,"Koubkova, Prague - Nové Město",1 bedroom,,39 m²,"CZK 7,650",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,,,,,203,332,57,333,25,268,328,262,694,682,,,,,,,,
715650,"CZK 16,000",50.11068,14.44779,Prague - Holešovice,1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,500","CZK 32,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,Standard materials and solutions,Other,Interior,G,35,917,310,850,463,547,290,"1,277",779,158,Middle floor,,,,,,,
715906,"CZK 19,000",50.1206665,14.4611681,"Ke Stírce, Prague - Kobylisy",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 2,000","CZK 19,000",Personal,Other,Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,Standard materials and solutions,Gas boiler,,G,166,138,188,453,286,224,598,234,742,300,Ground floor,1 to 10 years years,,10 m²,,,,
715902,"CZK 28,500",50.07732,14.42821,"Žitná, Prague - Nové Město",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,800","CZK 57,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,,,,G,151,552,123,257,0,336,366,446,89,353,,,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 4,000","CZK 13,000",Personal,Prefab concrete building,Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,,District heating,Bathroom unit,B,123,"1,094",507,"1,191",86,966,252,125,490,18,,,,,,,,
715896,"CZK 13,000",50.05145,14.44135,"Pikrtova, Prague - Nusle",1 bedroom with open-plan kitchen,Good,62 m²,CZK 700,"CZK 13,000",Personal,Brick building,Unfurnished,3,No,Yes,No,No,No,Yes,No,25. 04. 2022,Standard materials and solutions,Other,,G,146,350,79,141,10,219,733,672,529,554,Middle floor,,,,,,,
715892,"CZK 10,000",50.06529,14.43163,"Spytihněvova, Prague - Nusle",1 bedroom,Good,35 m²,CZK 500,"CZK 10,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,,G,129,631,35,674,108,181,399,452,233,322,,,,,,,,
713512,"CZK 33,000",50.0747395,14.424046,"Lípová, Prague - Nové Město",1 bedroom with open-plan kitchen,,45 m²,"CZK 11,000",,,,Furnished,5,No,No,No,No,No,No,No,30. 04. 2022,,,,,120,534,85,337,48,344,183,195,543,341,,,,,,,,
708954,"CZK 14,167",50.056675,14.4689133,"U Plynárny, Prague - Michle",Studio,Good,38 m²,"CZK 2,681","CZK 16,848",Personal,Other,,1,No,No,No,No,No,No,No,01. 04. 2022,,,,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,,,,,"CZK 2,125",,,
715205,"CZK 32,000",50.0812346,14.4298177,"Opletalova, Prague - Nové Město",2 bedroom,Good,71 m²,"CZK 2,140","CZK 41,116",Personal,Other,,6,No,No,No,No,No,No,No,20. 04. 2022,,,,,333,299,45,200,54,39,271,954,190,582,,,,,"CZK 5,666",,,
647423,"CZK 16,000",50.071234,14.407889,"Vrázova, Prague - Smíchov",2 bedroom,Excellent,76 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,,,,G,194,566,107,108,148,383,672,"1,031","1,018",505,Raised ground floor,,,,,,,
713379,"CZK 16,000",50.12931,14.49382,"Makedonská, Prague - Střížkov",Studio,New build,42 m²,"CZK 2,600","CZK 30,000",Personal,Brick building,Partially furnished,6,Yes,No,No,No,Yes,No,No,18. 04. 2022,Premium materials and solutions,District heating,Overall,D,208,909,53,834,481,327,408,285,"1,035",155,Top floor,1 to 10 years years,Yes,,,,,
288880,"CZK 17,900",50.1022043,14.4276994,"Umělecká, Prague - Holešovice",1 bedroom,,40 m²,"CZK 5,232","CZK 25,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,23. 04. 2022,,,,,155,636,117,335,211,192,65,126,503,,,,,,,,,
369890,"CZK 15,000",50.107010860053,14.388327912828,"Zelená, Prague - Dejvice",1 bedroom with open-plan kitchen,Good,42 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,,Premium materials and solutions,,,,30,"1,308",15,715,145,169,358,259,631,360,,,,,,,,
715878,"CZK 10,000",50.06038,14.3974,"Holubova, Prague - Smíchov",Studio,Excellent,25 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,,,,G,177,897,204,758,197,597,434,717,495,373,Ground floor,,,,,,,
715877,"CZK 18,490",50.04469833333,14.51761583333,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,New build,61 m²,"CZK 2,329","CZK 20,819",Personal,Brick building,Furnished,7,Yes,No,No,No,Yes,Yes,No,,,,,B,153,134,70,59,913,292,"1,006",102,,,,,Yes,,"CZK 20,819

                                
                                
                
i",,,
715876,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,25. 04. 2022,,,,G,79,953,290,"1,197",615,"1,258","1,259",537,,,,,,,,,,
714329,"CZK 38,775",50.0918754,14.4250902,"Řásnovka, Prague - Staré Město",2 bedroom,,48 m²,"CZK 12,925",,,,Furnished,2,No,No,No,No,No,No,No,27. 04. 2022,,,,,158,249,155,246,113,320,391,409,155,114,,,,,,,,
715268,"CZK 20,000",50.06891,14.40011,"Kováků, Prague - Smíchov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,,G,70,130,118,310,54,23,349,625,840,192,,,,,,,,
420458,"CZK 18,900",50.0932874,14.4891416,"K Lučinám, Prague - Žižkov",2 bedroom with open-plan kitchen,,76 m²,"CZK 2,700","CZK 21,600",Personal,Prefab concrete building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,District heating,,,262,304,80,255,148,282,201,224,336,154,Raised ground floor,,,,,,,
715263,"CZK 13,000",50.05605,14.29156,"Do Zahrádek Ⅰ, Prague - Třebonice",Studio,New build,31 m²,"CZK 2,242","CZK 26,000",Personal,Low-energy building,Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,,B,172,"1,088",446,414,726,524,524,748,364,,,,,,,,,
715858,"CZK 19,000",50.07632,14.42788,"Hálkova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 6,000","CZK 25,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,G,216,660,188,120,96,151,187,262,216,168,,,,,,,,
715862,"CZK 13,800",50.09118,14.34546,"Krásného, Prague - Veleslavín",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,500","CZK 15,000",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,,,,G,144,382,95,309,314,284,183,208,689,39,,,,,,,,
24757,"CZK 7,500",50.0939141,14.5324196,Prague - Hloubětín,Studio,,28 m²,"CZK 3,000","CZK 10,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,Ihned,,Central heating,,B,293,747,"1,083","1,062","1,356","1,185","1,300",688,557,,,,,,,,,
645018,"CZK 15,000",50.086305,14.422709,"Kamzíková, Prague - Staré Město",1 bedroom,Excellent,25 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,01. 06. 2021,,Other,,G,328,441,85,176,39,224,174,429,297,437,Middle floor,,,,,,,
715863,"CZK 17,000",50.0721621,14.5029168,"Štěchovická, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,000","CZK 34,000",Personal,Brick building,Partially furnished,1,No,Yes,Yes,No,No,No,Yes,01. 09. 2022,,,,C,153,"1,187",189,975,604,800,371,586,858,89,,,,,,,,
713806,"CZK 9,500",49.99684,14.3205,"Na Cikánce, Prague - Radotín",Studio,Excellent,25 m²,"CZK 2,000","CZK 22,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,G,127,,,,,,,,,,,,,,,,,
651403,"CZK 16,000",50.064968,14.594997,"Ke Korunce, Prague - Dubeč",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,Furnished,3,No,Yes,No,No,Yes,No,No,01. 05. 2022,Premium materials and solutions,Gas boiler,,A,101,959,427,585,313,653,967,,,,,,Yes,,,,,
715256,"CZK 16,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",Studio,Excellent,18 m²,"CZK 2,500","CZK 18,500",Personal,Brick building,Furnished,2,No,Yes,No,No,No,No,No,25. 04. 2022,,,,G,170,423,142,168,13,109,427,891,261,225,,,,,,,,
657007,"CZK 11,000",50.0291787,14.4506539,Prague - Krč,Studio,Excellent,27 m²,"CZK 3,200","CZK 22,000",Personal,Prefab concrete building,Partially furnished,10,No,No,No,No,Yes,Yes,No,01. 03. 2022,,District heating,Interior,C,69,"1,240",280,57,704,788,"1,119",504,325,,,,,,,,,
35209,"CZK 16,400",50.0709893,14.5034918,"Sečská 21, Prague - Strašnice",2 bedroom,,65 m²,"CZK 3,000","CZK 20,000",Cooperative,Prefab concrete building,Partially furnished,4,No,No,No,No,No,No,No,21. 05. 2018,Standard materials and solutions,District heating,Overall,,268,"1,308",227,"1,096",483,613,251,400,960,64,Top floor,30 to 50 years years,,,,,,
496356,"CZK 28,000",50.0896186,14.4324025,"Havlíčkova, Prague - Nové Město",2 bedroom with open-plan kitchen,,164 m²,"CZK 3,000","CZK 31,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 07. 2022,,Gas boiler,,G,212,199,123,98,33,92,321,131,259,513,Attic,,,,,,,
715849,"CZK 12,000",50.06067,14.43501,"Žateckých, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 630,"CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,26. 04. 2022,,,,D,174,819,29,613,88,562,214,528,450,342,,,,,,,,
665746,"CZK 26,000",50.10527,14.44355,"Argentinská, Prague - Holešovice",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 3,000",,Personal,Brick building,Furnished,7,No,Yes,Yes,No,Yes,Yes,No,01. 05. 2022,,,,A,185,451,296,464,326,319,626,804,173,345,,,Yes,,,,,
703675,"CZK 23,500",50.09054,14.42611,"Dlouhá, Prague - Staré Město",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 1,800","CZK 49,580",Personal,Brick building,Furnished,1,No,No,Yes,No,No,Yes,No,01. 06. 2022,Premium materials and solutions,Central heating,Interior,G,77,200,48,62,30,211,200,222,145,196,Middle floor,,,,,,,
715845,"CZK 8,000",50.07336,14.46087,"Na Zájezdu, Prague - Vinohrady",Small studio,Good,22 m²,"CZK 2,500","CZK 10,500",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,,,G,188,676,238,620,165,607,482,171,685,337,,,,,,,,
715239,"CZK 18,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,New build,38 m²,"CZK 1,500","CZK 54,000",Personal,Brick building,Partially furnished,7,Yes,No,Yes,No,Yes,Yes,No,20. 04. 2022,Premium materials and solutions,Central heating,,A,381,810,423,623,137,666,490,358,355,113,Middle floor,1 to 10 years years,,,,,,
715839,"CZK 15,000",50.0406073,14.4348978,"Hudečkova, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,46 m²,,"CZK 15,000",Personal,Prefab concrete building,Furnished,1,No,No,Yes,Yes,No,No,No,15. 05. 2022,,,,G,181,741,120,386,116,610,939,235,501,102,,,,,,,,
596203,"CZK 12,700",50.0144,14.58426,"Chorošová, Prague - Pitkovice",Studio,New build,37 m²,"CZK 2,900","CZK 15,000",Personal,Low-energy building,Partially furnished,1,Yes,Yes,Yes,No,No,Yes,No,01. 06. 2022,Premium materials and solutions,Central heating,,B,412,,,,,,,,,,Ground floor,1 to 10 years years,Yes,41 m²,,,,
715833,"CZK 12,900",50.102466,14.562647,"Dobrovolného, Prague - Černý Most",Studio,Excellent,35 m²,"CZK 3,500","CZK 25,800",Personal,Brick building,Furnished,5,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,,District heating,,A,108,574,484,"1,489",859,639,584,239,806,325,,,,,,,,
81884,"CZK 14,000",50.070642,14.677549,"Rohožnická, Prague - Újezd nad Lesy",1 bedroom with open-plan kitchen,,50 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,Furnished,3,Yes,No,Yes,No,Yes,No,No,10. 07. 2022,Standard materials and solutions,District heating,Interior,,377,132,424,197,380,62,,,,,,1 to 10 years years,,,,,,
715236,"CZK 24,000",50.10014,14.40155,"Jilemnického, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,,,,D,55,538,169,224,154,376,206,581,398,277,,,,,,,,
715831,"CZK 23,000",50.04981,14.48307,"Střimelická, Prague - Záběhlice",3 bedroom,Excellent,68 m²,"CZK 3,400","CZK 46,000",Personal,Brick building,Unfurnished,6,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,Standard materials and solutions,Central heating,Bathroom unit,C,88,583,115,563,197,"1,395",409,259,841,204,Top floor,over 50 years years,,,,,,
698766,"CZK 16,500",50.07717,14.41919,"Karlovo náměstí, Prague - Nové Město",1 bedroom,Excellent,43 m²,"CZK 1,500","CZK 33,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,25. 04. 2022,,,,C,51,235,42,74,4,202,262,428,550,377,Ground floor,,,,,,,
715828,"CZK 18,000",50.12107,14.49464,"Vysočanská, Prague - Prosek",2 bedroom with open-plan kitchen,Good,65 m²,"CZK 6,032","CZK 36,000",Personal,Prefab concrete building,Partially furnished,11,No,No,No,Yes,No,No,No,01. 05. 2022,,,,G,157,549,171,409,362,170,529,208,922,332,,,,,,,,
705725,"CZK 150,000",50.09114,14.41807,"Pařížská, Prague - Josefov",6 bedroom with open-plan kitchen,Excellent,322 m²,"CZK 15,000","CZK 165,000",Personal,Brick building,Unfurnished,6,No,Yes,No,No,No,Yes,No,09. 02. 2022,,,,G,50,344,274,458,40,435,343,586,60,470,,,,,,,,
715826,"CZK 17,500",50.10089,14.349,"Nad Jenerálkou, Prague - Vokovice",1 bedroom with open-plan kitchen,Excellent,70 m²,CZK 1,"CZK 20,000",Personal,Brick building,Furnished,,No,No,No,No,No,No,No,25. 04. 2022,,,,C,378,"1,483",429,"1,310",445,714,615,554,414,288,,,,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,Excellent,18 m²,"CZK 2,000","CZK 12,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,Standard materials and solutions,,Overall,,96,"1,112",343,721,186,792,491,465,675,180,,1 to 10 years years,,,,,,
678488,"CZK 13,000",50.09024,14.34522,"Na Okraji, Prague - Veleslavín",2 bedroom,Good,53 m²,"CZK 4,000","CZK 13,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,No,No,01. 09. 2021,,,,G,78,384,92,176,181,245,117,210,706,60,,,,,,,,
706675,"CZK 12,990",50.10241638888,14.47648416666,"Sokolovská, Prague - Libeň",1 bedroom,Excellent,44 m²,"CZK 3,479","CZK 16,469",Personal,Brick building,Furnished,1,No,No,Yes,No,No,No,No,,,,,B,130,222,63,270,198,305,184,230,208,532,,,,,"CZK 16,469

                                
                                
                
i",,,
522467,"CZK 14,000",50.036731,14.3283986,Prague - Stodůlky,1 bedroom,,43 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,2,Yes,Yes,Yes,No,No,Yes,Yes,01. 06. 2022,Premium materials and solutions,Geothermal heat pump,,,437,"1,079",740,"1,116",412,"1,007",773,929,617,264,Middle floor,,Yes,,,,,
704963,"CZK 15,500",50.06535,14.43616,"Závišova, Prague - Nusle",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,,,,G,88,289,320,423,244,526,254,238,213,191,,,,,,,,
683216,"CZK 21,000",50.1038054,14.4320472,"Strojnická, Prague - Holešovice",2 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 3,900","CZK 40,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,06. 05. 2022,,District heating,,G,77,674,231,359,0,62,438,302,713,,,,,,,,,
589495,"CZK 15,000",50.058519,14.377489,"Peroutkova, Prague - Jinonice",1 bedroom,New build,31 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,Standard materials and solutions,District heating,Overall,C,268,604,268,"1,017",406,800,"1,195",497,"1,194",159,Middle floor,1 to 10 years years,Yes,,,,,
52689,"CZK 12,000",50.0798736,14.4868594,"Počernická, Prague - Strašnice",Studio,,36 m²,"CZK 2,215","CZK 20,000",Personal,Brick building,Furnished,1,Yes,Yes,No,No,No,No,No,01. 05. 2022,,,,,133,695,208,479,369,294,718,599,359,290,,,,,,,,
714464,"CZK 15,000",50.04483,14.41961,"Gončarenkova, Prague - Braník",2 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,000","CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,Yes,No,No,19. 04. 2022,,,,G,168,416,"1,419",395,"1,154","1,289",936,845,,,,,,400 m²,,,,
539134,"CZK 14,000",50.1127222,14.4733194,"Lindnerova, Prague - Libeň",1 bedroom with open-plan kitchen,,45 m²,CZK 600,"CZK 14,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,,Gas boiler,,,220,"1,444",122,"1,017",191,577,311,"1,315",663,176,,,,,,,,
705611,"CZK 18,000",50.07741,14.41775,"Na Zbořenci, Prague - Nové Město",1 bedroom,Excellent,45 m²,"CZK 1,500","CZK 18,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,,,G,86,394,74,147,32,369,241,311,550,497,,,,,,,,
715687,"CZK 20,000",50.0441,14.33704,"Jeremiášova, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,Furnished,5,Yes,No,No,No,No,Yes,No,01. 05. 2022,Premium materials and solutions,District heating,,B,124,449,65,478,249,470,197,379,667,90,Middle floor,10 to 30 years years,,,,,,
683556,"CZK 12,000",50.05945,14.43391,"5. května, Prague - Nusle",1 bedroom with open-plan kitchen,Good,37 m²,"CZK 3,000","CZK 18,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,No,No,30. 04. 2022,Standard materials and solutions,Other,,G,323,"1,039",182,495,135,443,428,623,486,612,,over 50 years years,,,,,,
589750,"CZK 17,000",50.080805,14.458633,"Sudoměřská, Prague - Žižkov",2 bedroom,Excellent,65 m²,"CZK 1,300","CZK 15,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,16. 05. 2022,Standard materials and solutions,Gas boiler,Overall,C,236,654,378,294,56,471,502,378,543,283,Ground floor,over 50 years years,,,,,,
191761,"CZK 14,600",50.0842085,14.3727813,"Bělohorská, Prague - Břevnov",2 bedroom,Good,52 m²,CZK 700,"CZK 24,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,28. 04. 2022,Standard materials and solutions,Electric boiler,Overall,,141,651,4,203,11,103,192,461,471,437,Middle floor,,,,,,,
505351,"CZK 27,500",50.102181,14.425456,Prague - Bubeneč,2 bedroom with open-plan kitchen,Excellent,86 m²,"CZK 4,500","CZK 50,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 06. 2022,Standard materials and solutions,Gas boiler,Overall,A,356,413,106,342,237,164,255,146,322,,Attic,1 to 10 years years,,,,,,
599575,"CZK 27,000",50.092552,14.44379,"Sokolovská, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 3,500","CZK 30,000",Cooperative,Brick building,Furnished,6,No,No,No,No,No,Yes,No,01. 05. 2022,Premium materials and solutions,Electric boiler,Overall,C,113,295,84,293,18,292,279,"1,016",374,318,Middle floor,1 to 10 years years,,,,,,
661478,"CZK 21,000",50.1393591,14.4272136,Prague - Čimice,1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 42,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,06. 06. 2022,Standard materials and solutions,Central heating,,C,350,407,294,327,389,775,525,"1,468",325,,Middle floor,1 to 10 years years,,,,,,
715806,"CZK 27,720",50.0925119,14.4502616,"Křižíkova, Prague - Karlín",Studio,,51 m²,"CZK 9,240",,,,Furnished,5,Yes,No,No,No,No,Yes,Yes,02. 06. 2022,,,,,81,251,125,181,24,205,369,"1,216",241,212,,,,,,,,
